,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DENVER_ACTION,LA LAKERS_SCORE,DENVER_SCORE
32,1,7:19.0,,Defensive rebound by J. Sampson,7,15
33,1,7:17.0,,Turnover by E. Mudiay (bad pass),7,15
34,1,7:03.0,Shooting foul by E. Mudiay (drawn by D. Russell),,7,15
35,1,7:03.0,D. Russell misses free throw 1 of 2,,7,15
36,1,7:03.0,Offensive rebound by Team,,7,15
37,1,7:03.0,D. Russell makes free throw 2 of 2,,8,15
38,1,6:50.0,,N. Jokić misses 2-pt jump shot from 12 ft,8,15
39,1,6:50.0,,Offensive rebound by E. Mudiay,8,15
40,1,6:45.0,,E. Mudiay makes 2-pt layup from 1 ft,8,17
41,1,6:30.0,Turnover by D. Russell (traveling),,8,17
42,1,6:20.0,,E. Mudiay misses 2-pt jump shot from 22 ft,8,17
43,1,6:19.0,,Offensive rebound by Team,8,17
44,1,6:19.0,Loose ball foul by J. Randle (drawn by N. Jokić),,8,17
45,1,6:07.0,,Shooting foul by R. Hibbert (drawn by N. Jokić),8,17
46,1,6:07.0,,N. Jokić makes free throw 1 of 2,8,18
47,1,6:07.0,B. Bass enters the game for R. Hibbert,,8,18
48,1,6:07.0,,N. Jokić makes free throw 2 of 2,8,19
49,1,5:47.0,J. Randle makes 2-pt layup from 2 ft,,10,19
50,1,5:34.0,,E. Mudiay misses 2-pt layup from 1 ft,10,19
51,1,5:34.0,Defensive rebound by J. Randle,,10,19
52,1,5:26.0,J. Randle makes 2-pt layup from 2 ft,,12,19
53,1,5:12.0,,Denver full timeout,12,19
54,1,5:12.0,M. Huertas enters the game for D. Russell,,12,19
55,1,5:02.0,,G. Harris misses 2-pt jump shot from 22 ft,12,19
56,1,5:01.0,Defensive rebound by K. Bryant,,12,19
57,1,4:40.0,K. Bryant makes 3-pt jump shot from 24 ft,,15,19
58,1,4:20.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by E. Mudiay),15,22
59,1,4:04.0,J. Randle misses 2-pt jump shot from 18 ft,,15,22
60,1,4:03.0,Offensive rebound by K. Bryant,,15,22
61,1,3:58.0,J. Clarkson misses 3-pt jump shot from 26 ft,,15,22
62,1,3:57.0,,Defensive rebound by K. Faried,15,22
63,1,3:51.0,,Shooting foul by K. Bryant (drawn by J. Sampson),15,22
64,1,3:51.0,,J. Sampson misses free throw 1 of 2,15,22
65,1,3:51.0,,Offensive rebound by Team,15,22
66,1,3:51.0,,D. Arthur enters the game for K. Faried,15,22
67,1,3:51.0,,J. Sampson makes free throw 2 of 2,15,23
68,1,3:39.0,Shooting foul by J. Sampson (drawn by K. Bryant),,15,23
69,1,3:39.0,K. Bryant misses free throw 1 of 3,,15,23
70,1,3:39.0,Offensive rebound by Team,,15,23
71,1,3:39.0,K. Bryant makes free throw 2 of 3,,16,23
72,1,3:39.0,,W. Barton enters the game for J. Sampson,16,23
73,1,3:39.0,T. Black enters the game for J. Randle,,16,23
74,1,3:39.0,K. Bryant makes free throw 3 of 3,,17,23
75,1,3:26.0,,N. Jokić misses 2-pt layup from 1 ft,17,23
76,1,3:25.0,Defensive rebound by B. Bass,,17,23
77,1,3:10.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by T. Black),,20,23
78,1,3:07.0,,Denver full timeout,20,23
79,1,3:07.0,,D. Augustin enters the game for N. Jokić,20,23
80,1,3:07.0,,J. Lauvergne enters the game for E. Mudiay,20,23
81,1,2:54.0,,Turnover by W. Barton (bad pass; steal by B. Bass),20,23
82,1,2:50.0,B. Bass makes 2-pt layup from 1 ft,,22,23
83,1,2:50.0,Shooting foul by D. Arthur (drawn by B. Bass),,22,23
84,1,2:50.0,B. Bass misses free throw 1 of 1,,22,23
85,1,2:49.0,,Defensive rebound by D. Arthur,22,23
86,1,2:36.0,,D. Arthur misses 2-pt layup from 1 ft (block by T. Black),22,23
87,1,2:35.0,Defensive rebound by T. Black,,22,23
88,1,2:25.0,J. Clarkson makes 3-pt jump shot from 24 ft,,25,23
89,1,2:00.0,,Turnover by W. Barton (bad pass; steal by J. Clarkson),25,23
90,1,1:55.0,J. Clarkson makes 2-pt layup from 1 ft,,27,23
91,1,1:32.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by D. Augustin),27,26
92,1,1:13.0,J. Clarkson misses 3-pt jump shot from 25 ft,,27,26
93,1,1:12.0,Offensive rebound by J. Clarkson,,27,26
94,1,1:10.0,,Violation by G. Harris (kicked ball),27,26
95,1,1:10.0,A. Brown enters the game for K. Bryant,,27,26
96,1,0:55.0,J. Clarkson misses 3-pt jump shot from 24 ft,,27,26
97,1,0:55.0,,Defensive rebound by J. Lauvergne,27,26
98,1,0:40.0,,Shooting foul by T. Black (drawn by J. Lauvergne),27,26
99,1,0:40.0,,J. Lauvergne misses free throw 1 of 2,27,26
100,1,0:40.0,,Offensive rebound by Team,27,26
101,1,0:40.0,,J. Sampson enters the game for G. Harris,27,26
102,1,0:40.0,,J. Lauvergne makes free throw 2 of 2,27,27
103,1,0:32.0,Shooting foul by D. Augustin (drawn by M. Huertas),,27,27
104,1,0:32.0,M. Huertas makes free throw 1 of 2,,28,27
105,1,0:32.0,M. Huertas makes free throw 2 of 2,,29,27
106,1,0:12.0,,D. Arthur misses 3-pt jump shot from 22 ft,29,27
107,1,0:10.0,Defensive rebound by A. Brown,,29,27
108,1,0:02.0,J. Clarkson misses 3-pt jump shot from 26 ft,,29,27
109,1,0:00.0,Offensive rebound by Team,,29,27
110,2,11:43.0,M. Huertas makes 2-pt jump shot from 17 ft,,31,27
111,2,11:22.0,,Shooting foul by D. Russell (drawn by W. Barton),31,27
112,2,11:22.0,,W. Barton misses free throw 1 of 3,31,27
113,2,11:22.0,,Offensive rebound by Team,31,27
114,2,11:22.0,,W. Barton makes free throw 2 of 3,31,28
115,2,11:22.0,,W. Barton misses free throw 3 of 3,31,28
116,2,11:21.0,Defensive rebound by A. Brown,,31,28
117,2,11:05.0,A. Brown misses 2-pt jump shot from 16 ft,,31,28
118,2,11:03.0,,Defensive rebound by D. Arthur,31,28
119,2,10:48.0,,J. Lauvergne makes 2-pt hook shot from 4 ft,31,30
120,2,10:32.0,D. Russell misses 3-pt jump shot from 26 ft,,31,30
121,2,10:30.0,,Defensive rebound by D. Augustin,31,30
122,2,10:21.0,,D. Augustin misses 2-pt layup from 3 ft,31,30
123,2,10:20.0,Defensive rebound by T. Black,,31,30
124,2,10:10.0,M. Huertas makes 2-pt jump shot from 12 ft,,33,30
125,2,9:57.0,,Turnover by J. Lauvergne (bad pass; steal by A. Brown),33,30
126,2,9:51.0,A. Brown misses 3-pt jump shot from 25 ft,,33,30
127,2,9:48.0,,Defensive rebound by J. Sampson,33,30
128,2,9:43.0,,Personal foul by M. Huertas (drawn by W. Barton),33,30
129,2,9:35.0,,D. Augustin makes 2-pt layup from 2 ft,33,32
130,2,9:11.0,D. Russell misses 3-pt jump shot from 24 ft (block by D. Arthur),,33,32
131,2,9:09.0,,Defensive rebound by J. Lauvergne,33,32
132,2,9:05.0,,W. Barton misses 2-pt layup from 1 ft,33,32
133,2,9:03.0,,Offensive rebound by D. Arthur,33,32
134,2,9:03.0,,D. Arthur makes 2-pt layup from 1 ft,33,34
135,2,8:55.0,LA Lakers full timeout,,33,34
136,2,8:43.0,T. Black makes 2-pt dunk at rim (assist by M. Huertas),,35,34
137,2,8:28.0,,J. Lauvergne misses 2-pt dunk at rim,35,34
138,2,8:27.0,Defensive rebound by T. Black,,35,34
139,2,8:16.0,B. Bass makes 2-pt dunk at rim (assist by D. Russell),,37,34
140,2,7:59.0,,W. Barton makes 3-pt jump shot from 25 ft,37,37
141,2,7:43.0,M. Huertas makes 3-pt jump shot from 24 ft (assist by B. Bass),,40,37
142,2,7:25.0,,J. Lauvergne makes 2-pt jump shot from 18 ft (assist by D. Augustin),40,39
143,2,7:02.0,D. Russell misses 3-pt jump shot from 25 ft,,40,39
144,2,6:59.0,Offensive rebound by T. Black,,40,39
145,2,6:59.0,T. Black misses 2-pt layup from 1 ft,,40,39
146,2,6:57.0,,Defensive rebound by W. Barton,40,39
147,2,6:47.0,,Shooting foul by B. Bass (drawn by D. Augustin),40,39
148,2,6:47.0,,D. Augustin makes free throw 1 of 2,40,40
149,2,6:47.0,J. Randle enters the game for B. Bass,,40,40
150,2,6:47.0,,G. Harris enters the game for J. Sampson,40,40
151,2,6:47.0,,D. Augustin makes free throw 2 of 2,40,41
152,2,6:35.0,Shooting foul by G. Harris (drawn by D. Russell),,40,41
153,2,6:35.0,D. Russell makes free throw 1 of 2,,41,41
154,2,6:35.0,,E. Mudiay enters the game for D. Augustin,41,41
155,2,6:35.0,,K. Faried enters the game for J. Lauvergne,41,41
156,2,6:35.0,D. Russell makes free throw 2 of 2,,42,41
157,2,6:25.0,,E. Mudiay makes 2-pt layup from 2 ft,42,43
158,2,6:05.0,D. Russell makes 3-pt jump shot from 25 ft (assist by M. Huertas),,45,43
159,2,5:54.0,,Shooting block foul by T. Black (drawn by G. Harris),45,43
160,2,5:54.0,Official timeout,,45,43
161,2,5:54.0,,N. Jokić enters the game for D. Arthur,45,43
162,2,5:54.0,,G. Harris makes free throw 1 of 2,45,44
163,2,5:54.0,,G. Harris makes free throw 2 of 2,45,45
164,2,5:36.0,J. Randle makes 2-pt layup at rim (assist by M. Huertas),,47,45
165,2,5:25.0,R. Hibbert enters the game for T. Black,,47,45
166,2,5:15.0,,E. Mudiay misses 2-pt layup from 2 ft,47,45
167,2,5:14.0,Defensive rebound by J. Randle,,47,45
168,2,5:06.0,D. Russell misses 2-pt jump shot from 14 ft,,47,45
169,2,5:05.0,,Defensive rebound by W. Barton,47,45
170,2,4:58.0,,W. Barton misses 2-pt layup from 1 ft (block by D. Russell),47,45
171,2,4:58.0,,Offensive rebound by Team,47,45
172,2,4:58.0,J. Clarkson enters the game for M. Huertas,,47,45
173,2,4:43.0,,Turnover by G. Harris (bad pass),47,45
174,2,4:21.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by D. Russell),,49,45
175,2,4:21.0,,Denver full timeout,49,45
176,2,4:05.0,,E. Mudiay misses 2-pt layup from 1 ft,49,45
177,2,4:04.0,Defensive rebound by R. Hibbert,,49,45
178,2,3:47.0,J. Clarkson misses 2-pt jump shot from 18 ft (block by W. Barton),,49,45
179,2,3:47.0,,Defensive rebound by W. Barton,49,45
180,2,3:47.0,,Personal foul by J. Clarkson (drawn by W. Barton),49,45
181,2,3:47.0,,W. Barton makes free throw 1 of 2,49,46
182,2,3:47.0,,W. Barton makes free throw 2 of 2,49,47
183,2,3:29.0,D. Russell misses 2-pt layup from 4 ft (block by E. Mudiay),,49,47
184,2,3:27.0,,Defensive rebound by E. Mudiay,49,47
185,2,3:25.0,,Flagrant foul type 1 by A. Brown (drawn by K. Faried),49,47
186,2,3:25.0,,K. Faried makes flagrant free throw 1 of 2,49,48
187,2,3:25.0,,K. Faried makes flagrant free throw 2 of 2,49,49
188,2,3:15.0,,E. Mudiay misses 3-pt jump shot from 24 ft,49,49
189,2,3:15.0,Defensive rebound by Team,,49,49
190,2,2:51.0,J. Clarkson misses 3-pt jump shot from 22 ft,,49,49
191,2,2:50.0,Offensive rebound by J. Clarkson,,49,49
192,2,2:49.0,Shooting foul by N. Jokić (drawn by J. Clarkson),,49,49
193,2,2:49.0,J. Clarkson makes free throw 1 of 2,,50,49
194,2,2:49.0,J. Clarkson makes free throw 2 of 2,,51,49
195,2,2:32.0,,G. Harris makes 2-pt jump shot from 8 ft,51,51
196,2,2:23.0,Personal foul by N. Jokić (drawn by R. Hibbert),,51,51
197,2,2:23.0,,J. Lauvergne enters the game for N. Jokić,51,51
198,2,2:12.0,Shooting foul by K. Faried (drawn by J. Randle),,51,51
199,2,2:12.0,J. Randle makes free throw 1 of 2,,52,51
200,2,2:12.0,J. Randle makes free throw 2 of 2,,53,51
201,2,2:00.0,,J. Lauvergne makes 2-pt hook shot from 2 ft (assist by W. Barton),53,53
202,2,1:41.0,J. Clarkson misses 2-pt jump shot from 5 ft,,53,53
203,2,1:40.0,Offensive rebound by R. Hibbert,,53,53
204,2,1:37.0,R. Hibbert misses 2-pt hook shot from 3 ft,,53,53
205,2,1:37.0,,Defensive rebound by K. Faried,53,53
206,2,1:31.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),53,55
207,2,1:10.0,D. Russell makes 3-pt jump shot from 23 ft,,56,55
208,2,0:53.0,,K. Faried misses 2-pt jump shot from 15 ft,56,55
209,2,0:52.0,Defensive rebound by J. Clarkson,,56,55
210,2,0:47.0,A. Brown misses 3-pt jump shot from 22 ft,,56,55
211,2,0:45.0,,Defensive rebound by W. Barton,56,55
212,2,0:44.0,,Personal foul by D. Russell (drawn by W. Barton),56,55
213,2,0:44.0,,W. Barton makes free throw 1 of 2,56,56
214,2,0:44.0,,W. Barton misses free throw 2 of 2,56,56
215,2,0:43.0,Defensive rebound by A. Brown,,56,56
216,2,0:32.0,D. Russell makes 2-pt jump shot from 18 ft,,58,56
217,2,0:32.0,Shooting foul by J. Lauvergne (drawn by D. Russell),,58,56
218,2,0:32.0,D. Russell misses free throw 1 of 1,,58,56
219,2,0:31.0,,Defensive rebound by W. Barton,58,56
220,2,0:26.0,,Denver full timeout,58,56
221,2,0:21.0,,Personal foul by R. Hibbert (drawn by W. Barton),58,56
222,2,0:21.0,,W. Barton misses free throw 1 of 2,58,56
223,2,0:21.0,,Offensive rebound by Team,58,56
224,2,0:21.0,B. Bass enters the game for R. Hibbert,,58,56
225,2,0:21.0,,W. Barton makes free throw 2 of 2,58,57
226,2,0:02.0,D. Russell makes 2-pt jump shot from 12 ft,,60,57
227,2,0:01.0,,J. Lauvergne misses 2-pt jump shot from 17 ft,60,57
228,2,0:00.0,,Offensive rebound by Team,60,57
229,3,11:40.0,J. Randle makes 2-pt layup from 1 ft,,62,57
230,3,11:17.0,,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),62,59
231,3,10:58.0,Shooting foul by K. Faried (drawn by J. Randle),,62,59
232,3,10:58.0,J. Randle makes free throw 1 of 2,,63,59
233,3,10:58.0,J. Randle makes free throw 2 of 2,,64,59
234,3,10:47.0,,G. Harris makes 2-pt jump shot from 18 ft (assist by N. Jokić),64,61
235,3,10:23.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by J. Randle),,66,61
236,3,10:11.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by K. Faried),66,64
237,3,10:01.0,D. Russell misses 2-pt jump shot from 19 ft,,66,64
238,3,10:00.0,,Defensive rebound by K. Faried,66,64
239,3,9:52.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by E. Mudiay),66,67
240,3,9:25.0,Shooting foul by K. Faried (drawn by R. Hibbert),,66,67
241,3,9:25.0,R. Hibbert makes free throw 1 of 2,,67,67
242,3,9:25.0,R. Hibbert makes free throw 2 of 2,,68,67
243,3,9:03.0,Violation by J. Randle (kicked ball),,68,67
244,3,8:57.0,,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),68,69
245,3,8:47.0,Shooting foul by K. Faried (drawn by J. Randle),,68,69
246,3,8:47.0,J. Randle makes free throw 1 of 2,,69,69
247,3,8:47.0,,D. Arthur enters the game for K. Faried,69,69
248,3,8:47.0,J. Randle makes free throw 2 of 2,,70,69
249,3,8:25.0,,E. Mudiay misses 2-pt jump shot from 19 ft,70,69
250,3,8:24.0,,Offensive rebound by G. Harris,70,69
251,3,8:17.0,,N. Jokić misses 2-pt jump shot from 11 ft (block by R. Hibbert),70,69
252,3,8:16.0,,Offensive rebound by N. Jokić,70,69
253,3,8:15.0,,N. Jokić makes 2-pt layup from 2 ft,70,71
254,3,7:52.0,J. Clarkson misses 2-pt jump shot from 10 ft,,70,71
255,3,7:51.0,,Defensive rebound by J. Sampson,70,71
256,3,7:50.0,,Personal foul by J. Randle (drawn by J. Sampson),70,71
257,3,7:34.0,,E. Mudiay misses 2-pt jump shot from 17 ft,70,71
258,3,7:34.0,Defensive rebound by J. Randle,,70,71
259,3,7:25.0,J. Randle misses 2-pt jump shot from 8 ft (block by D. Arthur),,70,71
260,3,7:22.0,,Defensive rebound by E. Mudiay,70,71
261,3,7:18.0,,E. Mudiay makes 2-pt layup from 2 ft,70,73
262,3,7:01.0,J. Clarkson misses 2-pt jump shot from 3 ft (block by N. Jokić),,70,73
263,3,6:59.0,,Defensive rebound by J. Sampson,70,73
264,3,6:56.0,,J. Sampson misses 2-pt layup from 1 ft,70,73
265,3,6:55.0,,Offensive rebound by G. Harris,70,73
266,3,6:51.0,,G. Harris misses 3-pt jump shot from 22 ft,70,73
267,3,6:50.0,Defensive rebound by J. Randle,,70,73
268,3,6:28.0,Turnover by Team (shot clock),,70,73
269,3,6:28.0,M. Huertas enters the game for J. Clarkson,,70,73
270,3,6:13.0,,G. Harris misses 3-pt jump shot from 24 ft,70,73
271,3,6:12.0,Defensive rebound by A. Brown,,70,73
272,3,5:58.0,D. Russell misses 3-pt jump shot from 26 ft,,70,73
273,3,5:58.0,,Defensive rebound by N. Jokić,70,73
274,3,5:54.0,,Shooting foul by M. Huertas (drawn by J. Sampson),70,73
275,3,5:54.0,,Denver full timeout,70,73
276,3,5:54.0,N. Young enters the game for A. Brown,,70,73
277,3,5:54.0,,J. Sampson makes free throw 1 of 2,70,74
278,3,5:54.0,,J. Sampson makes free throw 2 of 2,70,75
279,3,5:30.0,R. Hibbert makes 2-pt layup from 1 ft (assist by D. Russell),,72,75
280,3,5:13.0,,Shooting foul by R. Hibbert (drawn by N. Jokić),72,75
281,3,5:13.0,,N. Jokić makes free throw 1 of 2,72,76
282,3,5:13.0,B. Bass enters the game for R. Hibbert,,72,76
283,3,5:13.0,,W. Barton enters the game for G. Harris,72,76
284,3,5:13.0,,N. Jokić makes free throw 2 of 2,72,77
285,3,4:52.0,B. Bass misses 2-pt layup from 1 ft (block by N. Jokić),,72,77
286,3,4:51.0,,Defensive rebound by Team,72,77
287,3,4:34.0,,J. Sampson makes 3-pt jump shot from 26 ft (assist by N. Jokić),72,80
288,3,4:14.0,D. Russell makes 3-pt jump shot from 25 ft (assist by M. Huertas),,75,80
289,3,4:03.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by W. Barton),75,83
290,3,3:47.0,,Violation by W. Barton (kicked ball),75,83
291,3,3:33.0,B. Bass misses 2-pt layup from 2 ft,,75,83
292,3,3:32.0,Offensive rebound by Team,,75,83
293,3,3:32.0,Turnover by Team (shot clock),,75,83
294,3,3:18.0,T. Black enters the game for J. Randle,,75,83
295,3,3:18.0,,G. Harris enters the game for J. Sampson,75,83
296,3,3:09.0,,W. Barton misses 2-pt layup from 2 ft,75,83
297,3,3:07.0,Defensive rebound by N. Young,,75,83
298,3,2:52.0,D. Russell misses 2-pt jump shot from 16 ft,,75,83
299,3,2:51.0,,Defensive rebound by W. Barton,75,83
300,3,2:43.0,,N. Jokić misses 3-pt jump shot from 23 ft,75,83
301,3,2:42.0,Defensive rebound by M. Huertas,,75,83
302,3,2:40.0,Personal take foul by D. Arthur (drawn by M. Huertas),,75,83
303,3,2:40.0,LA Lakers full timeout,,75,83
304,3,2:40.0,,D. Augustin enters the game for N. Jokić,75,83
305,3,2:40.0,,J. Lauvergne enters the game for E. Mudiay,75,83
306,3,2:20.0,T. Black makes 2-pt dunk at rim,,77,83
307,3,1:58.0,,W. Barton misses 2-pt jump shot from 21 ft,77,83
308,3,1:58.0,Defensive rebound by Team,,77,83
309,3,1:58.0,,Loose ball foul by J. Lauvergne (drawn by T. Black),77,83
310,3,1:58.0,T. Black makes free throw 1 of 2,,78,83
311,3,1:58.0,T. Black makes free throw 2 of 2,,79,83
312,3,1:35.0,,Turnover by W. Barton (bad pass; steal by T. Black),79,83
313,3,1:24.0,N. Young makes 2-pt jump shot from 17 ft,,81,83
314,3,1:09.0,,D. Augustin misses 2-pt layup at rim,81,83
315,3,1:08.0,Defensive rebound by T. Black,,81,83
316,3,1:06.0,Shooting foul by D. Arthur (drawn by B. Bass),,81,83
317,3,1:06.0,B. Bass misses free throw 1 of 2,,81,83
318,3,1:06.0,Offensive rebound by Team,,81,83
319,3,1:06.0,B. Bass makes free throw 2 of 2,,82,83
320,3,0:46.0,,J. Lauvergne misses 2-pt layup from 1 ft,82,83
321,3,0:44.0,Defensive rebound by T. Black,,82,83
322,3,0:32.0,N. Young misses 3-pt jump shot from 25 ft,,82,83
323,3,0:30.0,,Defensive rebound by J. Lauvergne,82,83
324,3,0:14.0,,Turnover by G. Harris (traveling),82,83
325,3,0:03.0,D. Russell misses 2-pt jump shot from 9 ft,,82,83
326,3,0:03.0,,Defensive rebound by W. Barton,82,83
327,3,0:01.0,,W. Barton misses 3-pt jump shot from 45 ft,82,83
328,3,0:00.0,,Offensive rebound by Team,82,83
329,4,11:42.0,,G. Harris misses 3-pt jump shot from 22 ft,82,83
330,4,11:41.0,Defensive rebound by N. Young,,82,83
331,4,11:20.0,N. Young misses 3-pt jump shot from 26 ft,,82,83
332,4,11:19.0,,Defensive rebound by Team,82,83
333,4,11:09.0,,D. Augustin misses 2-pt jump shot from 7 ft,82,83
334,4,11:08.0,,Offensive rebound by Team,82,83
335,4,11:02.0,,D. Augustin makes 2-pt jump shot from 19 ft (assist by J. Lauvergne),82,85
336,4,10:40.0,A. Brown makes 3-pt jump shot from 23 ft (assist by M. Huertas),,85,85
337,4,10:20.0,,Turnover by G. Harris (bad pass; steal by M. Huertas),85,85
338,4,10:11.0,T. Black misses 2-pt layup from 2 ft,,85,85
339,4,10:10.0,,Defensive rebound by J. Lauvergne,85,85
340,4,9:57.0,,Turnover by W. Barton (bad pass),85,85
341,4,9:37.0,B. Bass misses 2-pt jump shot from 17 ft,,85,85
342,4,9:36.0,,Defensive rebound by J. Lauvergne,85,85
343,4,9:31.0,,Personal foul by M. Huertas (drawn by D. Augustin),85,85
344,4,9:19.0,,G. Harris misses 2-pt jump shot from 5 ft,85,85
345,4,9:18.0,Defensive rebound by T. Black,,85,85
346,4,9:12.0,N. Young makes 3-pt jump shot from 24 ft (assist by M. Huertas),,88,85
347,4,9:12.0,,Denver full timeout,88,85
348,4,8:50.0,,W. Barton misses 3-pt jump shot from 26 ft,88,85
349,4,8:49.0,,Offensive rebound by Team,88,85
350,4,8:49.0,Loose ball foul by N. Young (drawn by J. Lauvergne),,88,85
351,4,8:49.0,,E. Mudiay enters the game for W. Barton,88,85
352,4,8:42.0,,D. Augustin misses 2-pt jump shot from 20 ft,88,85
353,4,8:42.0,,Offensive rebound by J. Lauvergne,88,85
354,4,8:34.0,,D. Arthur misses 3-pt jump shot from 24 ft,88,85
355,4,8:30.0,,Offensive rebound by E. Mudiay,88,85
356,4,8:25.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Mudiay),88,88
357,4,8:04.0,Turnover by M. Huertas (bad pass; steal by D. Arthur),,88,88
358,4,8:00.0,,Turnover by E. Mudiay (bad pass; steal by B. Bass),88,88
359,4,7:55.0,Turnover by A. Brown (bad pass; steal by D. Augustin),,88,88
360,4,7:51.0,,G. Harris makes 2-pt dunk at rim (assist by D. Augustin),88,90
361,4,7:20.0,Loose ball foul by B. Bass (drawn by D. Augustin),,88,90
362,4,7:20.0,Turnover by B. Bass (offensive foul),,88,90
363,4,7:20.0,J. Randle enters the game for T. Black,,88,90
364,4,7:09.0,,D. Augustin makes 2-pt layup from 2 ft,88,92
365,4,6:48.0,M. Huertas misses 3-pt jump shot from 25 ft,,88,92
366,4,6:47.0,,Defensive rebound by J. Lauvergne,88,92
367,4,6:41.0,,D. Augustin makes 3-pt jump shot from 24 ft,88,95
368,4,6:39.0,LA Lakers full timeout,,88,95
369,4,6:39.0,,N. Jokić enters the game for D. Arthur,88,95
370,4,6:27.0,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),,90,95
371,4,6:27.0,Shooting foul by G. Harris (drawn by B. Bass),,90,95
372,4,6:27.0,B. Bass makes free throw 1 of 1,,91,95
373,4,6:10.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by E. Mudiay),91,98
374,4,5:50.0,Shooting foul by E. Mudiay (drawn by N. Young),,91,98
375,4,5:50.0,N. Young makes free throw 1 of 3,,92,98
376,4,5:50.0,N. Young makes free throw 2 of 3,,93,98
377,4,5:50.0,N. Young makes free throw 3 of 3,,94,98
378,4,5:29.0,,E. Mudiay misses 3-pt jump shot from 25 ft,94,98
379,4,5:28.0,Defensive rebound by N. Young,,94,98
380,4,5:23.0,N. Young misses 3-pt jump shot from 25 ft,,94,98
381,4,5:21.0,,Defensive rebound by J. Lauvergne,94,98
382,4,5:13.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,94,98
383,4,5:11.0,,Offensive rebound by Team,94,98
384,4,5:11.0,D. Russell enters the game for N. Young,,94,98
385,4,5:00.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by D. Augustin),94,100
386,4,4:35.0,Turnover by Team (shot clock),,94,100
387,4,4:18.0,,E. Mudiay makes 2-pt jump shot from 8 ft,94,102
388,4,3:54.0,J. Randle makes 2-pt jump shot from 6 ft (assist by A. Brown),,96,102
389,4,3:38.0,,Shooting foul by B. Bass (drawn by N. Jokić),96,102
390,4,3:38.0,,N. Jokić makes free throw 1 of 2,96,103
