,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
389,4,2:54.0,Shooting foul by L. Deng (drawn by J. Randle),,81,99
390,4,2:54.0,J. Randle makes free throw 1 of 2,,82,99
391,4,2:54.0,A. Brown enters the game for L. Williams,,82,99
392,4,2:54.0,M. Huertas enters the game for J. Clarkson,,82,99
393,4,2:54.0,J. Randle misses free throw 2 of 2,,82,99
394,4,2:53.0,,Defensive rebound by L. Deng,82,99
395,4,2:37.0,,Turnover by C. Bosh (bad pass; steal by M. Huertas),82,99
396,4,2:32.0,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),,84,99
397,4,2:27.0,,Miami full timeout,84,99
398,4,2:27.0,R. Kelly enters the game for J. Randle,,84,99
399,4,2:27.0,,U. Haslem enters the game for C. Bosh,84,99
400,4,2:22.0,,J. Winslow makes 2-pt layup at rim (assist by L. Deng),84,101
401,4,2:06.0,R. Kelly misses 2-pt layup from 1 ft,,84,101
402,4,2:05.0,,Defensive rebound by U. Haslem,84,101
403,4,1:48.0,,L. Deng misses 3-pt jump shot from 23 ft,84,101
404,4,1:47.0,Defensive rebound by B. Bass,,84,101
405,4,1:43.0,Turnover by M. Huertas (bad pass; steal by L. Deng),,84,101
406,4,1:30.0,,J. Winslow misses 3-pt jump shot from 24 ft,84,101
407,4,1:29.0,Defensive rebound by R. Kelly,,84,101
408,4,1:09.0,Turnover by M. Huertas (bad pass; steal by L. Deng),,84,101
409,4,1:03.0,,T. Johnson misses 2-pt dunk at rim,84,101
410,4,1:02.0,Defensive rebound by Team,,84,101
411,4,1:02.0,,J. Richardson enters the game for G. Dragić,84,101
412,4,0:46.0,R. Kelly makes 2-pt jump shot from 5 ft,,86,101
413,4,0:29.0,,Turnover by J. Winslow (lost ball; steal by A. Brown),86,101
414,4,0:25.0,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),,88,101
415,4,0:01.0,,Turnover by Team (shot clock),88,101
