,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
61,1,2:37.0,,Personal foul by B. Lopez (drawn by R. Hibbert),17,17
62,1,2:37.0,,LA Lakers full timeout,17,17
63,1,2:37.0,,N. Young enters the game for A. Brown,17,17
64,1,2:37.0,,L. Nance enters the game for J. Randle,17,17
65,1,2:37.0,,B. Bass enters the game for R. Hibbert,17,17
66,1,2:37.0,S. Larkin enters the game for B. Lopez,,17,17
67,1,2:37.0,W. Reed enters the game for W. Ellington,,17,17
68,1,2:37.0,S. Kilpatrick enters the game for D. Sloan,,17,17
69,1,2:27.0,,B. Bass misses 2-pt jump shot from 15 ft,17,17
70,1,2:26.0,Defensive rebound by S. Kilpatrick,,17,17
71,1,2:12.0,S. Kilpatrick misses 2-pt jump shot from 4 ft (block by L. Nance),,17,17
72,1,2:10.0,,Defensive rebound by B. Bass,17,17
73,1,2:03.0,,N. Young misses 3-pt jump shot from 23 ft,17,17
74,1,1:59.0,,Offensive rebound by L. Nance,17,17
75,1,1:59.0,,L. Nance makes 2-pt layup from 1 ft,17,19
76,1,1:48.0,Shooting foul by L. Nance (drawn by T. Young),,17,19
77,1,1:48.0,T. Young makes free throw 1 of 2,,18,19
78,1,1:48.0,M. Brown enters the game for B. Bogdanović,,18,19
79,1,1:48.0,T. Young makes free throw 2 of 2,,19,19
80,1,1:36.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Clarkson),19,22
81,1,1:20.0,M. Brown misses 3-pt jump shot from 23 ft,,19,22
82,1,1:19.0,,Defensive rebound by J. Clarkson,19,22
83,1,1:00.0,,J. Clarkson makes 2-pt jump shot from 4 ft,19,24
84,1,0:51.0,S. Larkin misses 2-pt jump shot from 18 ft,,19,24
85,1,0:48.0,,Defensive rebound by J. Clarkson,19,24
86,1,0:40.0,,L. Williams misses 3-pt jump shot from 23 ft,19,24
87,1,0:37.0,Defensive rebound by W. Reed,,19,24
88,1,0:27.0,Turnover by T. Young (bad pass),,19,24
89,1,0:27.0,T. Robinson enters the game for T. Young,,19,24
90,1,0:04.0,,B. Bass misses 2-pt dunk at rim (block by W. Reed),19,24
91,1,0:01.0,Defensive rebound by T. Robinson,,19,24
92,1,0:00.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,19,24
93,1,0:00.0,Offensive rebound by Team,,19,24
94,2,11:41.0,,Shooting foul by S. Larkin (drawn by J. Clarkson),19,24
95,2,11:41.0,,J. Clarkson makes free throw 1 of 2,19,25
96,2,11:41.0,,J. Clarkson misses free throw 2 of 2,19,25
97,2,11:38.0,Defensive rebound by T. Robinson,,19,25
98,2,11:22.0,S. Kilpatrick makes 2-pt layup from 2 ft (assist by S. Larkin),,21,25
99,2,11:22.0,,Violation by L. Nance (def goaltending),21,25
100,2,11:12.0,,B. Bass misses 2-pt layup from 1 ft (block by W. Reed),21,25
101,2,11:10.0,Defensive rebound by M. Brown,,21,25
102,2,11:07.0,S. Larkin makes 2-pt layup at rim (assist by M. Brown),,23,25
103,2,11:07.0,Violation by Team (jump ball),,23,25
104,2,10:56.0,,Shooting foul by M. Brown (drawn by L. Williams),23,25
105,2,10:56.0,,L. Williams makes free throw 1 of 2,23,26
106,2,10:56.0,,D. Russell enters the game for J. Clarkson,23,26
107,2,10:56.0,,L. Williams misses free throw 2 of 2,23,26
108,2,10:56.0,Defensive rebound by Team,,23,26
109,2,10:39.0,S. Larkin misses 2-pt jump shot from 10 ft,,23,26
110,2,10:38.0,Offensive rebound by W. Reed,,23,26
111,2,10:34.0,W. Reed makes 2-pt layup from 1 ft,,25,26
112,2,10:21.0,,D. Russell makes 2-pt jump shot from 15 ft,25,28
113,2,10:05.0,M. Brown misses 2-pt jump shot from 16 ft,,25,28
114,2,10:02.0,,Defensive rebound by B. Bass,25,28
115,2,9:56.0,,Shooting foul by M. Brown (drawn by L. Williams),25,28
116,2,9:56.0,,L. Williams makes free throw 1 of 2,25,29
117,2,9:56.0,S. Karasev enters the game for M. Brown,,25,29
118,2,9:56.0,,L. Williams makes free throw 2 of 2,25,30
119,2,9:47.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by S. Larkin),,28,30
120,2,9:21.0,,Turnover by L. Williams (traveling),28,30
121,2,9:07.0,W. Reed misses 2-pt layup from 2 ft,,28,30
122,2,9:05.0,,Defensive rebound by L. Nance,28,30
123,2,8:46.0,,N. Young misses 3-pt jump shot from 23 ft,28,30
124,2,8:42.0,Defensive rebound by S. Larkin,,28,30
125,2,8:30.0,Turnover by S. Karasev (lost ball; steal by N. Young),,28,30
126,2,8:25.0,,L. Nance makes 2-pt dunk at rim (assist by N. Young),28,32
127,2,8:02.0,S. Karasev misses 3-pt jump shot from 24 ft,,28,32
128,2,8:01.0,,Defensive rebound by D. Russell,28,32
129,2,7:57.0,,D. Russell makes 2-pt jump shot from 3 ft,28,34
130,2,7:57.0,Brooklyn full timeout,,28,34
131,2,7:57.0,,A. Brown enters the game for L. Williams,28,34
132,2,7:57.0,B. Lopez enters the game for W. Reed,,28,34
133,2,7:46.0,Personal foul by N. Young (drawn by S. Karasev),,28,34
134,2,7:33.0,B. Lopez makes 2-pt layup from 1 ft (assist by S. Larkin),,30,34
135,2,7:16.0,,B. Bass makes 2-pt jump shot from 15 ft (assist by D. Russell),30,36
136,2,7:00.0,S. Larkin makes 2-pt layup at rim (assist by B. Lopez),,32,36
137,2,6:41.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by A. Brown),32,39
138,2,6:19.0,B. Lopez misses 2-pt jump shot from 8 ft (block by B. Bass),,32,39
139,2,6:17.0,,Defensive rebound by N. Young,32,39
140,2,6:04.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by L. Nance),32,42
141,2,5:45.0,S. Larkin misses 3-pt jump shot from 24 ft,,32,42
142,2,5:44.0,,Defensive rebound by L. Nance,32,42
143,2,5:36.0,,D. Russell misses 3-pt jump shot from 23 ft,32,42
144,2,5:35.0,Defensive rebound by T. Robinson,,32,42
145,2,5:26.0,B. Lopez makes 2-pt dunk at rim (assist by T. Robinson),,34,42
146,2,5:10.0,,Shooting foul by S. Kilpatrick (drawn by B. Bass),34,42
147,2,5:10.0,Official timeout,,34,42
148,2,5:10.0,B. Bogdanović enters the game for S. Kilpatrick,,34,42
149,2,5:10.0,,J. Randle enters the game for L. Nance,34,42
150,2,5:10.0,,J. Clarkson enters the game for N. Young,34,42
151,2,5:10.0,,B. Bass makes free throw 1 of 2,34,43
152,2,5:10.0,,B. Bass makes free throw 2 of 2,34,44
153,2,4:53.0,B. Lopez makes 2-pt dunk at rim (assist by S. Larkin),,36,44
154,2,4:35.0,,Def 3 sec tech foul by T. Robinson,36,44
155,2,4:35.0,,D. Russell misses technical free throw,36,44
156,2,4:35.0,,Offensive rebound by Team,36,44
157,2,4:35.0,W. Ellington enters the game for S. Karasev,,36,44
158,2,4:35.0,T. Young enters the game for T. Robinson,,36,44
159,2,4:35.0,,R. Hibbert enters the game for B. Bass,36,44
160,2,4:24.0,,J. Randle makes 2-pt hook shot from 3 ft,36,46
161,2,4:11.0,S. Larkin makes 2-pt jump shot from 11 ft,,38,46
162,2,3:52.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Hibbert),38,48
163,2,3:37.0,S. Larkin misses 3-pt jump shot from 24 ft,,38,48
164,2,3:36.0,,Defensive rebound by R. Hibbert,38,48
165,2,3:26.0,,Turnover by D. Russell (bad pass),38,48
166,2,3:26.0,D. Sloan enters the game for S. Larkin,,38,48
167,2,3:09.0,W. Ellington misses 2-pt jump shot from 13 ft,,38,48
168,2,3:07.0,,Defensive rebound by J. Randle,38,48
169,2,2:50.0,,R. Hibbert makes 2-pt hook shot from 4 ft,38,50
170,2,2:34.0,B. Bogdanović makes 3-pt jump shot from 23 ft,,41,50
171,2,2:17.0,,J. Clarkson misses 2-pt jump shot from 17 ft,41,50
172,2,2:13.0,Defensive rebound by T. Young,,41,50
173,2,2:07.0,T. Young misses 2-pt jump shot from 4 ft,,41,50
174,2,2:04.0,,Defensive rebound by J. Randle,41,50
175,2,1:58.0,,J. Randle misses 2-pt layup from 2 ft,41,50
176,2,1:54.0,Defensive rebound by D. Sloan,,41,50
177,2,1:52.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Sloan),,43,50
178,2,1:29.0,,D. Russell misses 2-pt layup at rim,43,50
179,2,1:28.0,,Offensive rebound by R. Hibbert,43,50
180,2,1:28.0,,R. Hibbert makes 2-pt layup from 1 ft,43,52
181,2,1:28.0,Offensive foul by D. Sloan (drawn by D. Russell),,43,52
182,2,1:28.0,Turnover by D. Sloan (offensive foul),,43,52
183,2,1:28.0,,LA Lakers full timeout,43,52
184,2,1:10.0,,D. Russell misses 3-pt jump shot from 24 ft,43,52
185,2,1:09.0,,Offensive rebound by J. Clarkson,43,52
186,2,1:00.0,,J. Clarkson makes 2-pt jump shot from 3 ft,43,54
187,2,0:49.0,Shooting foul by A. Brown (drawn by B. Bogdanović),,43,54
188,2,0:49.0,B. Bogdanović makes free throw 1 of 2,,44,54
189,2,0:49.0,B. Bogdanović makes free throw 2 of 2,,45,54
190,2,0:39.0,,J. Clarkson misses 2-pt jump shot from 10 ft,45,54
191,2,0:39.0,,Offensive rebound by R. Hibbert,45,54
192,2,0:39.0,,R. Hibbert makes 2-pt layup at rim,45,56
193,2,0:33.0,Shooting foul by D. Russell (drawn by D. Sloan),,45,56
194,2,0:33.0,D. Sloan makes free throw 1 of 2,,46,56
195,2,0:33.0,D. Sloan makes free throw 2 of 2,,47,56
196,2,0:10.0,,J. Randle makes 2-pt jump shot from 5 ft (assist by J. Clarkson),47,58
197,2,0:02.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Sloan),,49,58
198,2,0:02.0,Shooting foul by J. Randle (drawn by B. Lopez),,49,58
199,2,0:02.0,B. Lopez makes free throw 1 of 1,,50,58
200,2,0:00.0,,J. Clarkson misses 3-pt jump shot from 38 ft,50,58
201,2,0:00.0,,Offensive rebound by Team,50,58
202,3,11:47.0,,A. Brown makes 2-pt jump shot from 19 ft (assist by R. Hibbert),50,60
203,3,11:35.0,Personal foul by A. Brown (drawn by B. Bogdanović),,50,60
204,3,11:26.0,B. Lopez misses 2-pt jump shot from 8 ft,,50,60
205,3,11:24.0,,Defensive rebound by A. Brown,50,60
206,3,11:05.0,,R. Hibbert misses 2-pt hook shot from 7 ft,50,60
207,3,11:01.0,Defensive rebound by B. Lopez,,50,60
208,3,10:56.0,T. Young misses 2-pt hook shot from 4 ft,,50,60
209,3,10:54.0,,Defensive rebound by J. Randle,50,60
210,3,10:44.0,,A. Brown misses 3-pt jump shot from 24 ft,50,60
211,3,10:41.0,,Offensive rebound by A. Brown,50,60
212,3,10:39.0,,A. Brown misses 2-pt layup from 1 ft (block by B. Lopez),50,60
213,3,10:39.0,,Offensive rebound by Team,50,60
214,3,10:31.0,,Turnover by J. Randle (traveling),50,60
215,3,10:12.0,D. Sloan misses 2-pt jump shot from 10 ft,,50,60
216,3,10:09.0,,Defensive rebound by J. Randle,50,60
217,3,10:03.0,,J. Randle misses 2-pt hook shot from 2 ft,50,60
218,3,10:03.0,Defensive rebound by Team,,50,60
219,3,9:50.0,Personal foul by R. Hibbert (drawn by B. Lopez),,50,60
220,3,9:44.0,W. Ellington makes 2-pt layup at rim (assist by B. Lopez),,52,60
221,3,9:25.0,,Turnover by D. Russell (bad pass; steal by D. Sloan),52,60
222,3,9:18.0,W. Ellington misses 3-pt jump shot from 24 ft,,52,60
223,3,9:15.0,,Defensive rebound by A. Brown,52,60
224,3,9:13.0,,Personal foul by W. Ellington (drawn by A. Brown),52,60
225,3,9:06.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Randle),52,63
226,3,8:51.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sloan),,54,63
227,3,8:30.0,,Shooting foul by B. Lopez (drawn by J. Randle),54,63
228,3,8:30.0,,J. Randle makes 2-pt layup from 1 ft,54,65
229,3,8:30.0,,J. Randle makes free throw 1 of 1,54,66
230,3,8:18.0,T. Young misses 2-pt jump shot from 4 ft,,54,66
231,3,8:17.0,,Defensive rebound by J. Randle,54,66
232,3,8:17.0,,Personal block foul by T. Young (drawn by J. Randle),54,66
233,3,8:07.0,,J. Clarkson misses 2-pt jump shot from 4 ft,54,66
234,3,8:04.0,Defensive rebound by T. Young,,54,66
235,3,8:01.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by T. Young),,56,66
236,3,7:48.0,,J. Clarkson misses 3-pt jump shot from 24 ft,56,66
237,3,7:46.0,Defensive rebound by T. Young,,56,66
238,3,7:34.0,D. Sloan misses 3-pt jump shot from 23 ft,,56,66
239,3,7:32.0,,Defensive rebound by J. Randle,56,66
240,3,7:26.0,,D. Russell misses 3-pt jump shot from 24 ft,56,66
241,3,7:23.0,Defensive rebound by T. Young,,56,66
242,3,7:20.0,Shooting foul by R. Hibbert (drawn by T. Young),,56,66
243,3,7:20.0,T. Young misses free throw 1 of 2,,56,66
244,3,7:20.0,Offensive rebound by Team,,56,66
245,3,7:20.0,T. Young makes free throw 2 of 2,,57,66
246,3,6:57.0,,J. Randle misses 2-pt layup from 2 ft (block by B. Bogdanović),57,66
247,3,6:55.0,Defensive rebound by B. Bogdanović,,57,66
248,3,6:50.0,D. Sloan makes 2-pt layup from 1 ft (assist by B. Bogdanović),,59,66
249,3,6:29.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Clarkson),59,68
250,3,6:11.0,Turnover by B. Lopez (lost ball; steal by D. Russell),,59,68
251,3,6:04.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),59,71
252,3,6:04.0,Brooklyn full timeout,,59,71
253,3,6:04.0,,M. Huertas enters the game for D. Russell,59,71
254,3,5:40.0,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),,61,71
255,3,5:18.0,,J. Randle misses 2-pt layup from 2 ft,61,71
256,3,5:17.0,Defensive rebound by T. Young,,61,71
257,3,5:10.0,Shooting foul by J. Randle (drawn by T. Young),,61,71
258,3,5:10.0,T. Young makes free throw 1 of 2,,62,71
259,3,5:10.0,T. Young makes free throw 2 of 2,,63,71
260,3,4:48.0,,A. Brown misses 2-pt jump shot from 21 ft,63,71
261,3,4:48.0,,Offensive rebound by Team,63,71
262,3,4:48.0,Loose ball foul by B. Lopez (drawn by R. Hibbert),,63,71
263,3,4:33.0,,M. Huertas misses 3-pt jump shot from 24 ft,63,71
264,3,4:31.0,Defensive rebound by B. Lopez,,63,71
265,3,4:19.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,63,71
266,3,4:18.0,,Defensive rebound by J. Clarkson,63,71
267,3,4:10.0,,J. Clarkson makes 2-pt jump shot from 4 ft,63,73
268,3,3:49.0,T. Young misses 3-pt jump shot from 24 ft,,63,73
269,3,3:48.0,Offensive rebound by T. Young,,63,73
270,3,3:39.0,B. Lopez makes 2-pt layup from 1 ft,,65,73
271,3,3:20.0,,R. Hibbert misses 2-pt hook shot from 4 ft,65,73
272,3,3:17.0,,Offensive rebound by J. Clarkson,65,73
273,3,3:02.0,,J. Clarkson misses 2-pt layup from 1 ft,65,73
274,3,3:00.0,Defensive rebound by T. Young,,65,73
275,3,3:00.0,Shooting foul by A. Brown (drawn by B. Bogdanović),,65,73
276,3,3:00.0,B. Bogdanović misses free throw 1 of 2,,65,73
277,3,3:00.0,Offensive rebound by Team,,65,73
278,3,3:00.0,S. Kilpatrick enters the game for W. Ellington,,65,73
279,3,3:00.0,,N. Young enters the game for A. Brown,65,73
280,3,3:00.0,,L. Nance enters the game for J. Randle,65,73
281,3,3:00.0,,T. Black enters the game for R. Hibbert,65,73
282,3,3:00.0,B. Bogdanović makes free throw 2 of 2,,66,73
283,3,2:38.0,,L. Nance misses 3-pt jump shot from 25 ft,66,73
284,3,2:35.0,Defensive rebound by B. Lopez,,66,73
285,3,2:20.0,D. Sloan makes 2-pt layup at rim (assist by B. Lopez),,68,73
286,3,2:20.0,Shooting foul by M. Huertas (drawn by D. Sloan),,68,73
287,3,2:20.0,,LA Lakers full timeout,68,73
288,3,2:20.0,M. Brown enters the game for B. Bogdanović,,68,73
289,3,2:20.0,D. Sloan makes free throw 1 of 1,,69,73
290,3,1:59.0,,Turnover by T. Black (lost ball; steal by T. Young),69,73
291,3,1:42.0,B. Lopez misses 2-pt hook shot from 6 ft,,69,73
292,3,1:42.0,Offensive rebound by Team,,69,73
293,3,1:40.0,B. Lopez makes 2-pt layup from 1 ft (assist by M. Brown),,71,73
294,3,1:40.0,Shooting foul by L. Nance (drawn by B. Lopez),,71,73
295,3,1:40.0,B. Lopez makes free throw 1 of 1,,72,73
296,3,1:29.0,,N. Young makes 3-pt jump shot from 24 ft (assist by M. Huertas),72,76
297,3,1:29.0,,Shooting foul by S. Kilpatrick (drawn by N. Young),72,76
298,3,1:29.0,T. Robinson enters the game for T. Young,,72,76
299,3,1:29.0,,N. Young misses free throw 1 of 1,72,76
300,3,1:27.0,Defensive rebound by B. Lopez,,72,76
301,3,1:03.0,T. Robinson misses 2-pt jump shot from 6 ft,,72,76
302,3,1:01.0,,Defensive rebound by T. Black,72,76
303,3,0:49.0,,Offensive foul by N. Young (drawn by S. Kilpatrick),72,76
304,3,0:49.0,,Turnover by N. Young (offensive foul),72,76
305,3,0:49.0,W. Reed enters the game for B. Lopez,,72,76
306,3,0:33.0,D. Sloan makes 2-pt layup at rim (assist by T. Robinson),,74,76
307,3,0:10.0,,M. Huertas misses 2-pt jump shot from 15 ft,74,76
308,3,0:08.0,,Offensive rebound by L. Nance,74,76
309,3,0:01.0,,J. Clarkson makes 3-pt jump shot from 24 ft,74,79
310,4,11:45.0,Shooting foul by L. Nance (drawn by W. Reed),,74,79
311,4,11:45.0,W. Reed misses free throw 1 of 2,,74,79
312,4,11:45.0,Offensive rebound by Team,,74,79
313,4,11:45.0,W. Reed misses free throw 2 of 2,,74,79
314,4,11:44.0,,Defensive rebound by N. Young,74,79
315,4,11:35.0,,Personal foul by T. Robinson (drawn by L. Nance),74,79
316,4,11:20.0,,N. Young misses 2-pt jump shot from 18 ft,74,79
317,4,11:18.0,Defensive rebound by T. Robinson,,74,79
318,4,11:03.0,W. Reed makes 2-pt dunk at rim (assist by T. Robinson),,76,79
319,4,10:47.0,,Turnover by M. Huertas (bad pass; steal by T. Robinson),76,79
320,4,10:44.0,Turnover by T. Robinson (bad pass; steal by T. Black),,76,79
321,4,10:40.0,,Turnover by T. Black (bad pass; steal by T. Robinson),76,79
322,4,10:37.0,S. Kilpatrick misses 2-pt layup from 2 ft (block by T. Black),,76,79
323,4,10:35.0,,Defensive rebound by T. Black,76,79
324,4,10:32.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by M. Huertas),76,82
325,4,10:32.0,Brooklyn full timeout,,76,82
326,4,10:32.0,,B. Bass enters the game for T. Black,76,82
327,4,10:19.0,S. Larkin misses 2-pt jump shot from 19 ft,,76,82
328,4,10:18.0,,Defensive rebound by L. Nance,76,82
329,4,9:58.0,,Turnover by L. Nance (lost ball; steal by T. Robinson),76,82
330,4,9:51.0,M. Brown makes 2-pt layup at rim (assist by T. Robinson),,78,82
331,4,9:37.0,,M. Huertas makes 2-pt jump shot from 5 ft,78,84
332,4,9:12.0,W. Reed misses 2-pt jump shot from 7 ft,,78,84
333,4,9:11.0,Offensive rebound by Team,,78,84
334,4,9:11.0,Turnover by Team (shot clock),,78,84
335,4,8:57.0,,Turnover by D. Russell (bad pass; steal by S. Larkin),78,84
336,4,8:50.0,W. Reed misses 2-pt layup from 1 ft,,78,84
337,4,8:47.0,Offensive rebound by T. Robinson,,78,84
338,4,8:45.0,T. Robinson misses 2-pt layup from 1 ft,,78,84
339,4,8:44.0,,Defensive rebound by B. Bass,78,84
340,4,8:37.0,,L. Nance makes 2-pt dunk at rim (assist by M. Huertas),78,86
341,4,8:11.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by M. Brown),,81,86
342,4,7:57.0,,D. Russell makes 2-pt layup from 1 ft (assist by M. Huertas),81,88
343,4,7:35.0,S. Kilpatrick misses 2-pt layup from 2 ft,,81,88
344,4,7:34.0,Offensive rebound by W. Reed,,81,88
345,4,7:34.0,W. Reed misses 2-pt layup at rim,,81,88
346,4,7:34.0,Offensive rebound by W. Reed,,81,88
347,4,7:34.0,Shooting foul by L. Nance (drawn by W. Reed),,81,88
348,4,7:34.0,Official timeout,,81,88
349,4,7:34.0,,J. Randle enters the game for L. Nance,81,88
350,4,7:34.0,T. Young enters the game for T. Robinson,,81,88
351,4,7:34.0,W. Reed misses free throw 1 of 2,,81,88
352,4,7:34.0,Offensive rebound by Team,,81,88
353,4,7:34.0,W. Reed misses free throw 2 of 2,,81,88
354,4,7:32.0,,Defensive rebound by D. Russell,81,88
355,4,7:14.0,,J. Randle makes 2-pt hook shot from 5 ft (assist by D. Russell),81,90
356,4,6:54.0,T. Young misses 2-pt hook shot from 3 ft,,81,90
357,4,6:51.0,Offensive rebound by T. Young,,81,90
358,4,6:49.0,T. Young misses 2-pt hook shot from 3 ft,,81,90
359,4,6:48.0,Offensive rebound by W. Reed,,81,90
360,4,6:48.0,Personal foul by B. Bass (drawn by W. Reed),,81,90
361,4,6:48.0,B. Lopez enters the game for W. Reed,,81,90
362,4,6:39.0,B. Lopez makes 2-pt dunk at rim,,83,90
363,4,6:19.0,,B. Bass misses 2-pt jump shot from 12 ft,83,90
364,4,6:17.0,Defensive rebound by T. Young,,83,90
365,4,5:59.0,Shooting foul by B. Bass (drawn by B. Lopez),,83,90
366,4,5:59.0,,LA Lakers full timeout,83,90
367,4,5:59.0,B. Bogdanović enters the game for S. Kilpatrick,,83,90
368,4,5:59.0,B. Lopez misses free throw 1 of 2,,83,90
369,4,5:59.0,Offensive rebound by Team,,83,90
370,4,5:59.0,B. Lopez makes free throw 2 of 2,,84,90
371,4,5:45.0,,N. Young misses 3-pt jump shot from 23 ft,84,90
372,4,5:44.0,,Offensive rebound by D. Russell,84,90
373,4,5:27.0,,Shooting foul by B. Lopez (drawn by D. Russell),84,90
374,4,5:27.0,,D. Russell makes free throw 1 of 2,84,91
375,4,5:27.0,,R. Hibbert enters the game for B. Bass,84,91
376,4,5:27.0,,D. Russell misses free throw 2 of 2,84,91
377,4,5:25.0,Defensive rebound by B. Lopez,,84,91
378,4,5:13.0,Shooting foul by R. Hibbert (drawn by B. Lopez),,84,91
379,4,5:13.0,B. Lopez makes free throw 1 of 2,,85,91
380,4,5:13.0,D. Sloan enters the game for S. Larkin,,85,91
381,4,5:13.0,W. Ellington enters the game for M. Brown,,85,91
382,4,5:13.0,B. Lopez misses free throw 2 of 2,,85,91
383,4,5:11.0,,Defensive rebound by J. Randle,85,91
384,4,4:57.0,,R. Hibbert makes 2-pt jump shot from 6 ft (assist by M. Huertas),85,93
385,4,4:38.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,85,93
386,4,4:36.0,,Defensive rebound by D. Russell,85,93
387,4,4:26.0,,D. Russell misses 2-pt jump shot from 15 ft,85,93
