,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
31,1,7:55.0,Turnover by G. Dragić (bad pass),,4,7
32,1,7:39.0,,A. Wiggins misses 2-pt jump shot from 16 ft,4,7
33,1,7:38.0,Defensive rebound by C. Bosh,,4,7
34,1,7:30.0,Turnover by C. Bosh (bad pass; steal by R. Rubio),,4,7
35,1,7:26.0,,R. Rubio makes 2-pt layup from 1 ft,4,9
36,1,7:05.0,G. Dragić makes 2-pt jump shot from 17 ft (assist by C. Bosh),,6,9
37,1,6:38.0,,K. Towns misses 2-pt jump shot from 13 ft,6,9
38,1,6:37.0,Defensive rebound by C. Bosh,,6,9
39,1,6:26.0,L. Deng makes 2-pt jump shot from 17 ft (assist by G. Dragić),,8,9
40,1,6:23.0,,Minnesota full timeout,8,9
41,1,6:23.0,,N. Bjelica enters the game for K. Garnett,8,9
42,1,6:17.0,,T. Prince misses 2-pt jump shot from 5 ft,8,9
43,1,6:16.0,Defensive rebound by H. Whiteside,,8,9
44,1,6:03.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by G. Dragić),,10,9
45,1,5:49.0,,A. Wiggins misses 2-pt jump shot from 18 ft (block by L. Deng),10,9
46,1,5:47.0,Defensive rebound by C. Bosh,,10,9
47,1,5:42.0,D. Wade makes 2-pt layup from 1 ft,,12,9
48,1,5:23.0,,Turnover by N. Bjelica (traveling),12,9
49,1,5:23.0,,K. Martin enters the game for T. Prince,12,9
50,1,5:23.0,J. Winslow enters the game for C. Bosh,,12,9
51,1,5:10.0,D. Wade makes 2-pt jump shot from 19 ft,,14,9
52,1,4:56.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),14,11
53,1,4:36.0,L. Deng misses 2-pt jump shot from 5 ft,,14,11
54,1,4:34.0,,Defensive rebound by K. Towns,14,11
55,1,4:32.0,,Turnover by R. Rubio (bad pass),14,11
56,1,4:15.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,16,11
57,1,3:50.0,,N. Bjelica misses 2-pt layup from 4 ft,16,11
58,1,3:49.0,Defensive rebound by L. Deng,,16,11
59,1,3:44.0,Shooting foul by K. Martin (drawn by D. Wade),,16,11
60,1,3:44.0,Miami full timeout,,16,11
61,1,3:44.0,,Z. LaVine enters the game for R. Rubio,16,11
62,1,3:44.0,D. Wade makes free throw 1 of 2,,17,11
63,1,3:44.0,D. Wade misses free throw 2 of 2,,17,11
64,1,3:42.0,Offensive rebound by H. Whiteside,,17,11
65,1,3:39.0,H. Whiteside misses 2-pt layup at rim,,17,11
66,1,3:38.0,,Defensive rebound by K. Towns,17,11
67,1,3:28.0,,K. Martin makes 2-pt layup at rim (assist by K. Towns),17,13
68,1,3:08.0,Turnover by J. Winslow (3 sec),,17,13
69,1,3:08.0,T. Johnson enters the game for D. Wade,,17,13
70,1,3:08.0,J. McRoberts enters the game for L. Deng,,17,13
71,1,3:08.0,,G. Dieng enters the game for K. Towns,17,13
72,1,2:59.0,,Personal foul by J. McRoberts (drawn by N. Bjelica),17,13
73,1,2:49.0,,K. Martin misses 2-pt jump shot from 13 ft,17,13
74,1,2:48.0,Defensive rebound by H. Whiteside,,17,13
75,1,2:37.0,J. McRoberts misses 2-pt jump shot from 4 ft,,17,13
76,1,2:35.0,,Defensive rebound by N. Bjelica,17,13
77,1,2:28.0,,G. Dieng misses 2-pt jump shot from 11 ft,17,13
78,1,2:26.0,Defensive rebound by J. McRoberts,,17,13
79,1,2:18.0,Turnover by H. Whiteside (bad pass; steal by A. Wiggins),,17,13
80,1,2:07.0,,K. Martin misses 3-pt jump shot from 25 ft,17,13
81,1,2:06.0,,Offensive rebound by A. Wiggins,17,13
82,1,1:55.0,,G. Dieng misses 2-pt layup from 1 ft,17,13
83,1,1:54.0,Defensive rebound by H. Whiteside,,17,13
84,1,1:35.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. McRoberts),,20,13
85,1,1:18.0,,A. Wiggins misses 2-pt jump shot from 17 ft,20,13
86,1,1:17.0,Defensive rebound by J. McRoberts,,20,13
87,1,1:04.0,Turnover by H. Whiteside (traveling),,20,13
88,1,1:04.0,,S. Muhammad enters the game for A. Wiggins,20,13
89,1,1:04.0,C. Bosh enters the game for H. Whiteside,,20,13
90,1,0:50.0,,N. Bjelica misses 3-pt jump shot from 24 ft,20,13
91,1,0:49.0,Defensive rebound by T. Johnson,,20,13
92,1,0:42.0,J. Winslow misses 3-pt jump shot from 23 ft,,20,13
93,1,0:41.0,,Defensive rebound by G. Dieng,20,13
94,1,0:33.0,,Z. LaVine misses 2-pt layup from 1 ft,20,13
95,1,0:32.0,Defensive rebound by T. Johnson,,20,13
96,1,0:27.0,C. Bosh makes 2-pt dunk at rim (assist by J. Winslow),,22,13
97,1,0:09.0,,Shooting foul by J. Winslow (drawn by S. Muhammad),22,13
98,1,0:09.0,,S. Muhammad makes free throw 1 of 2,22,14
99,1,0:09.0,,S. Muhammad makes free throw 2 of 2,22,15
100,1,0:04.0,Personal take foul by Z. LaVine (drawn by G. Dragić),,22,15
101,2,11:51.0,,Shooting foul by T. Johnson (drawn by K. Martin),22,15
102,2,11:51.0,,K. Martin makes free throw 1 of 2,22,16
103,2,11:51.0,,K. Martin makes free throw 2 of 2,22,17
104,2,11:39.0,Shooting foul by Z. LaVine (drawn by T. Johnson),,22,17
105,2,11:39.0,T. Johnson makes free throw 1 of 2,,23,17
106,2,11:39.0,T. Johnson misses free throw 2 of 2,,23,17
107,2,11:38.0,,Defensive rebound by Z. LaVine,23,17
108,2,11:23.0,,Shooting foul by J. Richardson (drawn by K. Martin),23,17
109,2,11:23.0,,K. Martin makes free throw 1 of 2,23,18
110,2,11:23.0,,K. Martin makes free throw 2 of 2,23,19
111,2,11:07.0,C. Bosh misses 2-pt jump shot from 14 ft,,23,19
112,2,11:06.0,,Defensive rebound by N. Bjelica,23,19
113,2,11:01.0,,Turnover by Z. LaVine (bad pass; steal by J. Winslow),23,19
114,2,10:56.0,T. Johnson makes 2-pt dunk at rim (assist by J. Winslow),,25,19
115,2,10:37.0,,Turnover by G. Dieng (lost ball),25,19
116,2,10:26.0,C. Bosh makes 2-pt jump shot from 20 ft (assist by T. Johnson),,27,19
117,2,10:10.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by N. Bjelica),27,22
118,2,9:49.0,J. Richardson misses 2-pt jump shot from 18 ft,,27,22
119,2,9:48.0,,Defensive rebound by N. Bjelica,27,22
120,2,9:36.0,,Turnover by G. Dieng (3 sec),27,22
121,2,9:14.0,Shooting foul by N. Bjelica (drawn by C. Bosh),,27,22
122,2,9:14.0,C. Bosh makes free throw 1 of 2,,28,22
123,2,9:14.0,,A. Payne enters the game for N. Bjelica,28,22
124,2,9:14.0,C. Bosh misses free throw 2 of 2,,28,22
125,2,9:13.0,,Defensive rebound by G. Dieng,28,22
126,2,8:54.0,,S. Muhammad misses 2-pt layup at rim,28,22
127,2,8:53.0,,Offensive rebound by A. Payne,28,22
128,2,8:50.0,,K. Martin misses 2-pt jump shot from 22 ft,28,22
129,2,8:49.0,,Offensive rebound by S. Muhammad,28,22
130,2,8:49.0,,Personal foul by J. Richardson (drawn by S. Muhammad),28,22
131,2,8:49.0,,Minnesota full timeout,28,22
132,2,8:40.0,,S. Muhammad misses 2-pt jump shot from 10 ft,28,22
133,2,8:39.0,,Offensive rebound by S. Muhammad,28,22
134,2,8:38.0,,S. Muhammad makes 2-pt layup at rim,28,24
135,2,8:21.0,J. Winslow misses 2-pt jump shot from 4 ft (block by G. Dieng),,28,24
136,2,8:19.0,,Defensive rebound by G. Dieng,28,24
137,2,8:07.0,,A. Payne makes 2-pt jump shot from 20 ft (assist by S. Muhammad),28,26
138,2,7:49.0,C. Bosh misses 2-pt layup at rim,,28,26
139,2,7:48.0,,Defensive rebound by G. Dieng,28,26
140,2,7:39.0,Offensive charge foul by G. Dieng (drawn by J. McRoberts),,28,26
141,2,7:39.0,,Turnover by G. Dieng (offensive foul),28,26
142,2,7:39.0,D. Wade enters the game for J. Richardson,,28,26
143,2,7:26.0,D. Wade makes 2-pt jump shot from 5 ft,,30,26
144,2,7:02.0,,A. Payne misses 2-pt jump shot from 17 ft,30,26
145,2,7:01.0,,Offensive rebound by S. Muhammad,30,26
146,2,7:00.0,,S. Muhammad makes 2-pt layup at rim,30,28
147,2,7:00.0,,Shooting foul by C. Bosh (drawn by S. Muhammad),30,28
148,2,7:00.0,,R. Rubio enters the game for Z. LaVine,30,28
149,2,7:00.0,L. Deng enters the game for J. McRoberts,,30,28
150,2,7:00.0,H. Whiteside enters the game for C. Bosh,,30,28
151,2,7:00.0,,S. Muhammad makes free throw 1 of 1,30,29
152,2,6:43.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by T. Johnson),,32,29
153,2,6:29.0,,A. Wiggins enters the game for S. Muhammad,32,29
154,2,6:18.0,,K. Martin makes 2-pt jump shot from 19 ft,32,31
155,2,5:56.0,Turnover by H. Whiteside (lost ball),,32,31
156,2,5:56.0,,Minnesota full timeout,32,31
157,2,5:45.0,,Shooting foul by H. Whiteside (drawn by A. Payne),32,31
158,2,5:45.0,,A. Payne makes free throw 1 of 2,32,32
159,2,5:45.0,G. Dragić enters the game for T. Johnson,,32,32
160,2,5:45.0,,A. Payne makes free throw 2 of 2,32,33
161,2,5:26.0,G. Dragić misses 3-pt jump shot from 25 ft,,32,33
162,2,5:24.0,,Defensive rebound by A. Payne,32,33
163,2,5:13.0,,K. Martin misses 2-pt jump shot from 20 ft,32,33
164,2,5:12.0,Defensive rebound by Team,,32,33
165,2,5:00.0,D. Wade misses 2-pt jump shot from 20 ft,,32,33
166,2,4:59.0,,Defensive rebound by A. Payne,32,33
167,2,4:46.0,,R. Rubio misses 2-pt jump shot from 18 ft,32,33
168,2,4:44.0,Defensive rebound by H. Whiteside,,32,33
169,2,4:24.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by A. Payne),,32,33
170,2,4:22.0,Offensive rebound by D. Wade,,32,33
171,2,4:20.0,D. Wade misses 3-pt jump shot from 24 ft,,32,33
172,2,4:16.0,Offensive rebound by J. Winslow,,32,33
173,2,4:16.0,J. Winslow makes 2-pt layup from 1 ft,,34,33
174,2,4:01.0,Offensive charge foul by A. Payne (drawn by H. Whiteside),,34,33
175,2,4:01.0,,Turnover by A. Payne (offensive foul),34,33
176,2,4:01.0,,K. Towns enters the game for G. Dieng,34,33
177,2,3:51.0,L. Deng misses 3-pt jump shot from 24 ft,,34,33
178,2,3:50.0,,Defensive rebound by K. Martin,34,33
179,2,3:45.0,,K. Martin misses 2-pt layup from 1 ft,34,33
180,2,3:43.0,Defensive rebound by H. Whiteside,,34,33
181,2,3:37.0,L. Deng misses 2-pt layup from 1 ft,,34,33
182,2,3:36.0,Offensive rebound by L. Deng,,34,33
183,2,3:35.0,L. Deng makes 2-pt layup from 1 ft,,36,33
184,2,3:32.0,,Minnesota full timeout,36,33
185,2,3:32.0,,Violation by Team (delay of game),36,33
186,2,3:19.0,,K. Towns misses 2-pt jump shot from 5 ft,36,33
187,2,3:18.0,Defensive rebound by H. Whiteside,,36,33
188,2,3:12.0,G. Dragić makes 2-pt layup from 2 ft,,38,33
189,2,3:02.0,,Offensive foul by A. Payne (drawn by D. Wade),38,33
190,2,3:02.0,,Turnover by A. Payne (offensive foul),38,33
191,2,3:02.0,,N. Bjelica enters the game for A. Payne,38,33
192,2,2:50.0,D. Wade misses 2-pt jump shot from 10 ft,,38,33
193,2,2:49.0,,Defensive rebound by N. Bjelica,38,33
194,2,2:41.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),38,35
195,2,2:25.0,Turnover by H. Whiteside (offensive foul),,38,35
196,2,2:25.0,Offensive foul by H. Whiteside (drawn by R. Rubio),,38,35
197,2,2:25.0,Miami full timeout,,38,35
198,2,2:25.0,C. Bosh enters the game for H. Whiteside,,38,35
199,2,2:16.0,,A. Wiggins misses 3-pt jump shot from 24 ft,38,35
200,2,2:14.0,,Offensive rebound by N. Bjelica,38,35
201,2,2:05.0,,A. Wiggins misses 2-pt jump shot from 18 ft,38,35
202,2,2:03.0,Defensive rebound by D. Wade,,38,35
203,2,1:48.0,D. Wade makes 2-pt layup from 2 ft,,40,35
204,2,1:28.0,,K. Martin makes 2-pt jump shot from 10 ft,40,37
205,2,1:10.0,C. Bosh makes 2-pt dunk at rim (assist by D. Wade),,42,37
206,2,1:00.0,,Shooting foul by D. Wade (drawn by R. Rubio),42,37
207,2,1:00.0,,R. Rubio makes free throw 1 of 2,42,38
208,2,1:00.0,,R. Rubio makes free throw 2 of 2,42,39
209,2,0:46.0,D. Wade makes 2-pt jump shot from 17 ft,,44,39
210,2,0:46.0,Shooting foul by A. Wiggins (drawn by D. Wade),,44,39
211,2,0:46.0,D. Wade misses free throw 1 of 1,,44,39
212,2,0:45.0,,Defensive rebound by N. Bjelica,44,39
213,2,0:35.0,,N. Bjelica misses 2-pt jump shot from 8 ft,44,39
214,2,0:34.0,Defensive rebound by C. Bosh,,44,39
215,2,0:18.0,D. Wade makes 2-pt layup from 1 ft,,46,39
216,2,0:01.0,,Turnover by R. Rubio (lost ball; steal by D. Wade),46,39
217,2,0:00.0,D. Wade makes 3-pt jump shot from 49 ft,,49,39
218,3,11:47.0,,A. Wiggins misses 2-pt jump shot from 18 ft,49,39
219,3,11:46.0,Defensive rebound by D. Wade,,49,39
220,3,11:29.0,L. Deng misses 2-pt jump shot from 20 ft,,49,39
221,3,11:28.0,,Defensive rebound by K. Garnett,49,39
222,3,11:19.0,,R. Rubio misses 2-pt jump shot from 19 ft,49,39
223,3,11:17.0,,Offensive rebound by A. Wiggins,49,39
224,3,11:17.0,,A. Wiggins makes 2-pt layup at rim,49,41
225,3,11:00.0,D. Wade misses 2-pt jump shot from 18 ft,,49,41
226,3,10:59.0,Offensive rebound by G. Dragić,,49,41
227,3,10:55.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by K. Towns),,49,41
228,3,10:52.0,Offensive rebound by Team,,49,41
229,3,10:47.0,C. Bosh misses 2-pt jump shot from 20 ft,,49,41
230,3,10:46.0,Offensive rebound by G. Dragić,,49,41
231,3,10:42.0,L. Deng misses 3-pt jump shot from 22 ft,,49,41
232,3,10:40.0,,Defensive rebound by Team,49,41
233,3,10:30.0,,K. Towns misses 2-pt jump shot from 17 ft,49,41
234,3,10:29.0,Defensive rebound by L. Deng,,49,41
235,3,10:21.0,Personal foul by K. Garnett (drawn by C. Bosh),,49,41
236,3,10:07.0,H. Whiteside makes 2-pt layup from 1 ft (assist by C. Bosh),,51,41
237,3,9:46.0,,K. Towns misses 2-pt jump shot from 7 ft,51,41
238,3,9:45.0,Defensive rebound by C. Bosh,,51,41
239,3,9:42.0,Offensive foul by H. Whiteside (drawn by K. Towns),,51,41
240,3,9:42.0,Turnover by H. Whiteside (offensive foul),,51,41
241,3,9:29.0,,K. Towns misses 2-pt jump shot from 18 ft,51,41
242,3,9:28.0,Defensive rebound by C. Bosh,,51,41
243,3,9:19.0,G. Dragić makes 2-pt layup from 2 ft,,53,41
244,3,9:19.0,,Minnesota full timeout,53,41
245,3,9:03.0,,A. Wiggins misses 2-pt jump shot from 6 ft (block by H. Whiteside),53,41
246,3,9:02.0,,Offensive rebound by Team,53,41
247,3,8:55.0,,Shooting foul by G. Dragić (drawn by R. Rubio),53,41
248,3,8:55.0,,R. Rubio makes free throw 1 of 3,53,42
249,3,8:55.0,,R. Rubio makes free throw 2 of 3,53,43
250,3,8:55.0,,R. Rubio makes free throw 3 of 3,53,44
251,3,8:35.0,Turnover by H. Whiteside (traveling),,53,44
252,3,8:22.0,,K. Towns makes 2-pt jump shot from 4 ft (assist by R. Rubio),53,46
253,3,8:13.0,Personal foul by K. Garnett (drawn by C. Bosh),,53,46
254,3,8:03.0,Turnover by G. Dragić (lost ball; steal by R. Rubio),,53,46
255,3,7:59.0,,T. Prince makes 2-pt layup from 2 ft (assist by R. Rubio),53,48
256,3,7:59.0,Miami full timeout,,53,48
257,3,7:34.0,C. Bosh makes 2-pt jump shot from 4 ft,,55,48
258,3,7:12.0,,A. Wiggins makes 2-pt jump shot from 12 ft,55,50
259,3,6:53.0,Turnover by D. Wade (lost ball; steal by R. Rubio),,55,50
260,3,6:46.0,,K. Garnett misses 2-pt layup from 2 ft,55,50
261,3,6:45.0,Defensive rebound by C. Bosh,,55,50
262,3,6:39.0,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),,57,50
263,3,6:23.0,,Turnover by R. Rubio (bad pass; steal by C. Bosh),57,50
264,3,6:21.0,Personal foul by T. Prince (drawn by D. Wade),,57,50
265,3,6:21.0,,A. Payne enters the game for K. Garnett,57,50
266,3,6:21.0,J. Winslow enters the game for C. Bosh,,57,50
267,3,6:11.0,D. Wade misses 2-pt layup from 1 ft (block by K. Towns),,57,50
268,3,6:09.0,,Defensive rebound by A. Wiggins,57,50
269,3,6:06.0,,Shooting block foul by L. Deng (drawn by A. Wiggins),57,50
270,3,6:06.0,,A. Wiggins misses free throw 1 of 2,57,50
271,3,6:06.0,,Offensive rebound by Team,57,50
272,3,6:06.0,,A. Wiggins makes free throw 2 of 2,57,51
273,3,5:57.0,G. Dragić makes 2-pt layup at rim,,59,51
274,3,5:39.0,,T. Prince misses 2-pt jump shot from 10 ft,59,51
275,3,5:39.0,Defensive rebound by Team,,59,51
276,3,5:39.0,,Loose ball foul by K. Towns (drawn by H. Whiteside),59,51
277,3,5:39.0,,K. Martin enters the game for T. Prince,59,51
278,3,5:31.0,Shooting foul by A. Payne (drawn by L. Deng),,59,51
279,3,5:31.0,L. Deng makes 2-pt layup from 1 ft,,61,51
280,3,5:31.0,L. Deng misses free throw 1 of 1,,61,51
281,3,5:31.0,,Defensive rebound by K. Towns,61,51
282,3,5:18.0,,K. Towns misses 2-pt jump shot from 3 ft,61,51
283,3,5:16.0,,Offensive rebound by A. Wiggins,61,51
284,3,5:14.0,,A. Wiggins misses 2-pt layup from 1 ft,61,51
285,3,5:09.0,Defensive rebound by Team,,61,51
286,3,5:00.0,G. Dragić misses 3-pt jump shot from 25 ft,,61,51
287,3,4:59.0,,Defensive rebound by A. Payne,61,51
288,3,4:44.0,,A. Wiggins misses 3-pt jump shot from 25 ft,61,51
289,3,4:44.0,,Offensive rebound by Team,61,51
290,3,4:44.0,Loose ball foul by L. Deng (drawn by A. Payne),,61,51
291,3,4:44.0,,Z. LaVine enters the game for R. Rubio,61,51
292,3,4:38.0,,Turnover by K. Martin (lost ball; steal by D. Wade),61,51
293,3,4:20.0,D. Wade makes 2-pt jump shot from 11 ft,,63,51
294,3,4:08.0,,Turnover by Z. LaVine (bad pass; steal by L. Deng),63,51
295,3,4:03.0,G. Dragić makes 2-pt layup from 1 ft,,65,51
296,3,4:03.0,,Minnesota full timeout,65,51
297,3,4:03.0,,G. Dieng enters the game for K. Towns,65,51
298,3,4:03.0,,N. Bjelica enters the game for A. Payne,65,51
299,3,4:03.0,,S. Muhammad enters the game for A. Wiggins,65,51
300,3,4:03.0,T. Johnson enters the game for D. Wade,,65,51
301,3,3:52.0,,K. Martin misses 3-pt jump shot from 24 ft,65,51
302,3,3:51.0,Defensive rebound by H. Whiteside,,65,51
303,3,3:32.0,G. Dragić makes 2-pt jump shot from 7 ft,,67,51
304,3,3:22.0,,Shooting foul by T. Johnson (drawn by K. Martin),67,51
305,3,3:22.0,,K. Martin makes free throw 1 of 2,67,52
306,3,3:22.0,,K. Martin makes free throw 2 of 2,67,53
307,3,3:16.0,Personal foul by K. Martin (drawn by L. Deng),,67,53
308,3,3:16.0,L. Deng makes free throw 1 of 2,,68,53
309,3,3:16.0,L. Deng makes free throw 2 of 2,,69,53
310,3,3:07.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by H. Whiteside),69,53
311,3,3:07.0,,Offensive rebound by Team,69,53
312,3,3:00.0,,Shooting block foul by H. Whiteside (drawn by G. Dieng),69,53
313,3,3:00.0,,G. Dieng makes free throw 1 of 2,69,54
314,3,3:00.0,C. Bosh enters the game for H. Whiteside,,69,54
315,3,3:00.0,,G. Dieng makes free throw 2 of 2,69,55
316,3,2:44.0,L. Deng misses 2-pt layup from 1 ft,,69,55
317,3,2:43.0,,Defensive rebound by Z. LaVine,69,55
318,3,2:38.0,,Z. LaVine misses 2-pt jump shot from 4 ft,69,55
319,3,2:36.0,,Offensive rebound by S. Muhammad,69,55
320,3,2:26.0,,G. Dieng misses 2-pt jump shot from 11 ft,69,55
321,3,2:24.0,Defensive rebound by L. Deng,,69,55
322,3,2:19.0,Shooting block foul by K. Martin (drawn by C. Bosh),,69,55
323,3,2:19.0,C. Bosh makes free throw 1 of 2,,70,55
324,3,2:19.0,J. McRoberts enters the game for L. Deng,,70,55
325,3,2:19.0,C. Bosh makes free throw 2 of 2,,71,55
326,3,2:08.0,,N. Bjelica misses 3-pt jump shot from 25 ft,71,55
327,3,2:06.0,Defensive rebound by Team,,71,55
328,3,1:47.0,G. Dragić misses 2-pt jump shot from 16 ft,,71,55
329,3,1:46.0,,Defensive rebound by S. Muhammad,71,55
330,3,1:35.0,,S. Muhammad makes 2-pt layup at rim,71,57
331,3,1:14.0,J. Winslow misses 3-pt jump shot from 25 ft,,71,57
332,3,1:13.0,,Defensive rebound by K. Martin,71,57
333,3,1:01.0,Violation by J. McRoberts (def goaltending),,71,57
334,3,1:01.0,,K. Martin makes 2-pt layup at rim (assist by N. Bjelica),71,59
335,3,0:50.0,Shooting foul by S. Muhammad (drawn by C. Bosh),,71,59
336,3,0:50.0,C. Bosh makes free throw 1 of 2,,72,59
337,3,0:50.0,C. Bosh makes free throw 2 of 2,,73,59
338,3,0:41.0,,Z. LaVine misses 2-pt layup from 1 ft,73,59
339,3,0:37.0,,Offensive rebound by Team,73,59
340,3,0:29.0,,N. Bjelica makes 2-pt layup from 1 ft,73,61
341,3,0:09.0,J. Winslow misses 2-pt jump shot from 19 ft,,73,61
342,3,0:08.0,,Defensive rebound by S. Muhammad,73,61
343,3,0:01.0,,S. Muhammad misses 2-pt layup from 1 ft (block by J. Winslow),73,61
344,3,0:01.0,Defensive rebound by C. Bosh,,73,61
345,4,11:37.0,J. Winslow makes 2-pt jump shot from 8 ft,,75,61
346,4,11:22.0,,S. Muhammad makes 2-pt dunk at rim (assist by N. Bjelica),75,63
347,4,11:09.0,C. Bosh misses 3-pt jump shot from 24 ft,,75,63
348,4,11:08.0,,Defensive rebound by K. Martin,75,63
349,4,10:50.0,,G. Dieng misses 2-pt jump shot from 19 ft,75,63
350,4,10:49.0,Defensive rebound by D. Wade,,75,63
351,4,10:42.0,Turnover by D. Wade (bad pass; steal by G. Dieng),,75,63
352,4,10:39.0,,Personal foul by T. Johnson (drawn by N. Bjelica),75,63
353,4,10:22.0,,N. Bjelica misses 3-pt jump shot from 25 ft,75,63
354,4,10:21.0,Defensive rebound by C. Bosh,,75,63
355,4,10:00.0,C. Bosh misses 2-pt jump shot from 20 ft,,75,63
356,4,9:59.0,,Defensive rebound by N. Bjelica,75,63
357,4,9:53.0,,S. Muhammad makes 2-pt jump shot from 12 ft (assist by Z. LaVine),75,65
358,4,9:37.0,Personal foul by K. Martin (drawn by D. Wade),,75,65
359,4,9:25.0,D. Wade makes 2-pt jump shot from 17 ft,,77,65
360,4,9:07.0,,Turnover by Z. LaVine (traveling),77,65
361,4,9:00.0,Personal foul by G. Dieng (drawn by C. Bosh),,77,65
362,4,9:00.0,,K. Towns enters the game for G. Dieng,77,65
363,4,8:53.0,T. Johnson misses 2-pt jump shot from 9 ft,,77,65
364,4,8:51.0,Offensive rebound by T. Johnson,,77,65
365,4,8:49.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by T. Johnson),,80,65
366,4,8:30.0,,Turnover by K. Martin (bad pass; steal by D. Wade),80,65
367,4,8:26.0,Shooting foul by K. Martin (drawn by D. Wade),,80,65
368,4,8:26.0,Miami full timeout,,80,65
369,4,8:26.0,,A. Wiggins enters the game for K. Martin,80,65
370,4,8:26.0,D. Wade misses free throw 1 of 2,,80,65
371,4,8:26.0,Offensive rebound by Team,,80,65
372,4,8:26.0,D. Wade makes free throw 2 of 2,,81,65
373,4,8:14.0,,K. Towns misses 2-pt jump shot from 20 ft,81,65
374,4,8:13.0,Defensive rebound by D. Wade,,81,65
375,4,7:53.0,D. Wade misses 2-pt jump shot from 16 ft,,81,65
376,4,7:52.0,,Defensive rebound by K. Towns,81,65
377,4,7:40.0,,S. Muhammad misses 2-pt jump shot from 10 ft,81,65
378,4,7:40.0,Defensive rebound by Team,,81,65
379,4,7:40.0,,Loose ball foul by K. Towns (drawn by J. McRoberts),81,65
380,4,7:40.0,,G. Dieng enters the game for K. Towns,81,65
381,4,7:40.0,H. Whiteside enters the game for C. Bosh,,81,65
382,4,7:29.0,Turnover by H. Whiteside (lost ball; steal by G. Dieng),,81,65
383,4,7:23.0,,G. Dieng makes 2-pt jump shot from 3 ft,81,67
384,4,6:58.0,D. Wade makes 2-pt layup from 1 ft,,83,67
385,4,6:44.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by Z. LaVine),83,70
386,4,6:20.0,D. Wade makes 2-pt jump shot from 20 ft,,85,70
387,4,6:00.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),85,72
388,4,5:39.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. McRoberts),,88,72
