,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
57,1,4:41.0,,A. Davis makes 2-pt dunk at rim,22,15
58,1,4:25.0,S. Muhammad makes 2-pt jump shot from 19 ft (assist by A. Payne),,24,15
59,1,4:12.0,,R. Anderson misses 3-pt jump shot from 25 ft,24,15
60,1,4:11.0,Defensive rebound by K. Towns,,24,15
61,1,3:58.0,A. Payne makes 2-pt jump shot from 22 ft (assist by R. Rubio),,26,15
62,1,3:41.0,,Turnover by R. Anderson (traveling),26,15
63,1,3:41.0,Z. LaVine enters the game for R. Rubio,,26,15
64,1,3:41.0,,J. Holiday enters the game for T. Evans,26,15
65,1,3:18.0,Shooting foul by A. Gee (drawn by K. Towns),,26,15
66,1,3:18.0,K. Towns makes free throw 1 of 2,,27,15
67,1,3:18.0,K. Towns makes free throw 2 of 2,,28,15
68,1,3:05.0,,J. Holiday misses 2-pt jump shot from 20 ft (block by Z. LaVine),28,15
69,1,3:02.0,Defensive rebound by K. Towns,,28,15
70,1,3:01.0,S. Muhammad makes 2-pt layup from 2 ft,,30,15
71,1,3:01.0,Shooting foul by E. Gordon (drawn by S. Muhammad),,30,15
72,1,3:01.0,,N. Cole enters the game for E. Gordon,30,15
73,1,3:01.0,S. Muhammad makes free throw 1 of 1,,31,15
74,1,2:50.0,,J. Holiday makes 2-pt layup from 2 ft,31,17
75,1,2:42.0,Shooting foul by A. Davis (drawn by A. Payne),,31,17
76,1,2:42.0,A. Payne misses free throw 1 of 2,,31,17
77,1,2:42.0,Offensive rebound by Team,,31,17
78,1,2:42.0,A. Payne makes free throw 2 of 2,,32,17
79,1,2:29.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),32,19
80,1,2:04.0,A. Payne makes 2-pt jump shot from 21 ft (assist by A. Wiggins),,34,19
81,1,1:52.0,,N. Cole makes 2-pt jump shot from 19 ft,34,21
82,1,1:33.0,Z. LaVine makes 2-pt dunk at rim (assist by K. Towns),,36,21
83,1,1:23.0,,R. Anderson misses 2-pt jump shot from 18 ft,36,21
84,1,1:23.0,,Offensive rebound by Team,36,21
85,1,1:23.0,K. Martin enters the game for K. Towns,,36,21
86,1,1:23.0,G. Dieng enters the game for A. Wiggins,,36,21
87,1,1:23.0,N. Bjelica enters the game for A. Payne,,36,21
88,1,1:18.0,,Turnover by N. Cole (bad pass; steal by G. Dieng),36,21
89,1,1:09.0,Z. LaVine misses 2-pt layup from 1 ft,,36,21
90,1,1:08.0,Offensive rebound by N. Bjelica,,36,21
91,1,1:08.0,N. Bjelica makes 2-pt layup from 1 ft,,38,21
92,1,1:00.0,,Turnover by J. Holiday (bad pass; steal by Z. LaVine),38,21
93,1,0:54.0,Turnover by S. Muhammad (bad pass; steal by R. Anderson),,38,21
94,1,0:34.0,,A. Gee makes 2-pt dunk at rim (assist by J. Holiday),38,23
95,1,0:17.0,G. Dieng misses 2-pt jump shot from 13 ft,,38,23
96,1,0:16.0,,Defensive rebound by N. Cole,38,23
97,1,0:04.0,,Personal foul by Z. LaVine (drawn by N. Cole),38,23
98,1,0:04.0,T. Prince enters the game for N. Bjelica,,38,23
99,1,0:00.0,,R. Anderson misses 3-pt jump shot from 26 ft,38,23
100,1,0:00.0,,Offensive rebound by A. Davis,38,23
101,1,0:00.0,,A. Davis makes 2-pt dunk at rim,38,25
102,2,11:41.0,,N. Cole misses 2-pt jump shot from 21 ft,38,25
103,2,11:40.0,Defensive rebound by S. Muhammad,,38,25
104,2,11:28.0,Turnover by N. Bjelica (bad pass; steal by D. Cunningham),,38,25
105,2,11:14.0,,J. Holiday misses 2-pt layup from 2 ft,38,25
106,2,11:13.0,Defensive rebound by G. Dieng,,38,25
107,2,10:59.0,S. Muhammad makes 2-pt jump shot from 3 ft (assist by N. Bjelica),,40,25
108,2,10:59.0,Shooting foul by N. Cole (drawn by S. Muhammad),,40,25
109,2,10:59.0,S. Muhammad makes free throw 1 of 1,,41,25
110,2,10:43.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by N. Cole),41,28
111,2,10:21.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,43,28
112,2,10:10.0,,Shooting foul by N. Bjelica (drawn by R. Anderson),43,28
113,2,10:10.0,,R. Anderson makes free throw 1 of 2,43,29
114,2,10:10.0,,R. Anderson makes free throw 2 of 2,43,30
115,2,9:49.0,N. Bjelica misses 2-pt jump shot from 6 ft,,43,30
116,2,9:48.0,,Defensive rebound by N. Cole,43,30
117,2,9:39.0,,Personal foul by N. Bjelica (drawn by J. Holiday),43,30
118,2,9:33.0,,R. Anderson misses 3-pt jump shot from 25 ft,43,30
119,2,9:32.0,Defensive rebound by G. Dieng,,43,30
120,2,9:17.0,S. Muhammad misses 2-pt jump shot from 11 ft,,43,30
121,2,9:16.0,Offensive rebound by K. Martin,,43,30
122,2,9:08.0,K. Martin misses 3-pt jump shot from 24 ft,,43,30
123,2,9:07.0,Offensive rebound by N. Bjelica,,43,30
124,2,8:54.0,Z. LaVine makes 2-pt jump shot from 19 ft,,45,30
125,2,8:44.0,,N. Cole makes 2-pt jump shot from 18 ft,45,32
126,2,8:44.0,,Shooting foul by Z. LaVine (drawn by N. Cole),45,32
127,2,8:44.0,Official timeout,,45,32
128,2,8:44.0,,A. Ajinça enters the game for D. Cunningham,45,32
129,2,8:44.0,,A. Davis enters the game for R. Anderson,45,32
130,2,8:44.0,,N. Cole makes free throw 1 of 1,45,33
131,2,8:21.0,Z. LaVine misses 2-pt jump shot from 16 ft,,45,33
132,2,8:21.0,,Defensive rebound by A. Gee,45,33
133,2,8:09.0,,A. Davis misses 2-pt jump shot from 7 ft,45,33
134,2,8:08.0,Defensive rebound by N. Bjelica,,45,33
135,2,8:04.0,K. Martin makes 2-pt dunk at rim (assist by Z. LaVine),,47,33
136,2,7:51.0,,J. Holiday makes 2-pt layup from 1 ft,47,35
137,2,7:35.0,Offensive foul by K. Martin (drawn by N. Cole),,47,35
138,2,7:35.0,Turnover by K. Martin (offensive foul),,47,35
139,2,7:30.0,,Personal block foul by N. Bjelica (drawn by J. Holiday),47,35
140,2,7:24.0,,Def 3 sec tech foul by S. Muhammad,47,35
141,2,7:24.0,,A. Davis misses technical free throw,47,35
142,2,7:24.0,,Offensive rebound by Team,47,35
143,2,7:17.0,,Personal foul by Z. LaVine (drawn by A. Davis),47,35
144,2,7:17.0,,A. Davis makes free throw 1 of 2,47,36
145,2,7:17.0,R. Rubio enters the game for Z. LaVine,,47,36
146,2,7:17.0,,A. Davis makes free throw 2 of 2,47,37
147,2,6:53.0,N. Bjelica misses 2-pt layup from 1 ft,,47,37
148,2,6:52.0,,Defensive rebound by A. Davis,47,37
149,2,6:39.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by J. Holiday),47,39
150,2,6:33.0,Minnesota full timeout,,47,39
151,2,6:33.0,K. Towns enters the game for K. Martin,,47,39
152,2,6:33.0,A. Wiggins enters the game for N. Bjelica,,47,39
153,2,6:23.0,Shooting foul by A. Gee (drawn by A. Wiggins),,47,39
154,2,6:23.0,A. Wiggins makes free throw 1 of 2,,48,39
155,2,6:23.0,A. Wiggins makes free throw 2 of 2,,49,39
156,2,6:14.0,,Personal foul by R. Rubio (drawn by A. Davis),49,39
157,2,6:14.0,,A. Davis makes free throw 1 of 2,49,40
158,2,6:14.0,,A. Davis makes free throw 2 of 2,49,41
159,2,5:58.0,A. Wiggins misses 3-pt jump shot from 27 ft,,49,41
160,2,5:58.0,,Defensive rebound by A. Davis,49,41
161,2,5:48.0,,Turnover by N. Cole (bad pass; steal by A. Wiggins),49,41
162,2,5:30.0,K. Towns misses 2-pt jump shot from 15 ft,,49,41
163,2,5:29.0,,Defensive rebound by A. Ajinça,49,41
164,2,5:19.0,,N. Cole makes 2-pt layup from 2 ft,49,43
165,2,5:06.0,Shooting foul by A. Davis (drawn by G. Dieng),,49,43
166,2,5:06.0,G. Dieng makes free throw 1 of 2,,50,43
167,2,5:06.0,,T. Evans enters the game for N. Cole,50,43
168,2,5:06.0,,E. Gordon enters the game for J. Holiday,50,43
169,2,5:06.0,T. Prince enters the game for S. Muhammad,,50,43
170,2,5:06.0,G. Dieng makes free throw 2 of 2,,51,43
171,2,4:55.0,,A. Ajinça misses 2-pt jump shot from 19 ft,51,43
172,2,4:55.0,Defensive rebound by A. Wiggins,,51,43
173,2,4:47.0,R. Rubio misses 2-pt layup from 2 ft (block by T. Evans),,51,43
174,2,4:46.0,Offensive rebound by G. Dieng,,51,43
175,2,4:37.0,G. Dieng makes 2-pt jump shot from 6 ft (assist by R. Rubio),,53,43
176,2,4:23.0,,Turnover by T. Evans (bad pass; steal by G. Dieng),53,43
177,2,4:20.0,Shooting foul by T. Evans (drawn by A. Wiggins),,53,43
178,2,4:20.0,A. Wiggins misses free throw 1 of 2,,53,43
179,2,4:20.0,Offensive rebound by Team,,53,43
180,2,4:20.0,K. Garnett enters the game for G. Dieng,,53,43
181,2,4:20.0,A. Wiggins misses free throw 2 of 2,,53,43
182,2,4:18.0,,Defensive rebound by A. Ajinça,53,43
183,2,4:06.0,,Turnover by A. Gee (bad pass; steal by K. Towns),53,43
184,2,3:53.0,K. Towns misses 2-pt layup from 2 ft,,53,43
185,2,3:53.0,Offensive rebound by K. Towns,,53,43
186,2,3:53.0,K. Towns misses 2-pt layup from 2 ft,,53,43
187,2,3:53.0,Offensive rebound by Team,,53,43
188,2,3:53.0,,R. Anderson enters the game for A. Ajinça,53,43
189,2,3:49.0,Turnover by K. Towns (bad pass; steal by A. Gee),,53,43
190,2,3:46.0,,Shooting foul by A. Wiggins (drawn by A. Gee),53,43
191,2,3:46.0,,A. Gee makes free throw 1 of 2,53,44
192,2,3:46.0,,A. Gee makes free throw 2 of 2,53,45
193,2,3:25.0,A. Wiggins misses 3-pt jump shot from 23 ft (block by A. Davis),,53,45
194,2,3:25.0,,Defensive rebound by T. Evans,53,45
195,2,3:23.0,,Personal foul by R. Rubio (drawn by A. Davis),53,45
196,2,3:23.0,,A. Davis makes free throw 1 of 2,53,46
197,2,3:23.0,,A. Davis makes free throw 2 of 2,53,47
198,2,3:07.0,K. Towns misses 2-pt jump shot from 4 ft,,53,47
199,2,3:06.0,,Defensive rebound by R. Anderson,53,47
200,2,2:52.0,,A. Davis misses 2-pt layup at rim,53,47
201,2,2:50.0,Defensive rebound by T. Prince,,53,47
202,2,2:45.0,R. Rubio misses 3-pt jump shot from 24 ft,,53,47
203,2,2:44.0,Offensive rebound by A. Wiggins,,53,47
204,2,2:42.0,A. Wiggins makes 2-pt layup from 1 ft,,55,47
205,2,2:28.0,,Offensive foul by R. Anderson (drawn by K. Garnett),55,47
206,2,2:28.0,,Turnover by R. Anderson (offensive foul),55,47
207,2,2:28.0,,New Orleans full timeout,55,47
208,2,2:09.0,A. Wiggins makes 2-pt layup from 2 ft,,57,47
209,2,1:43.0,,T. Evans makes 2-pt jump shot from 22 ft,57,49
210,2,1:27.0,K. Towns misses 2-pt hook shot from 3 ft,,57,49
211,2,1:25.0,,Defensive rebound by A. Davis,57,49
212,2,1:03.0,,E. Gordon misses 3-pt jump shot from 26 ft,57,49
213,2,1:01.0,,Offensive rebound by T. Evans,57,49
214,2,0:46.0,,T. Evans makes 2-pt layup from 1 ft,57,51
215,2,0:42.0,Personal foul by R. Anderson (drawn by K. Garnett),,57,51
216,2,0:42.0,K. Garnett misses free throw 1 of 2,,57,51
217,2,0:42.0,Offensive rebound by Team,,57,51
218,2,0:42.0,,A. Ajinça enters the game for R. Anderson,57,51
219,2,0:42.0,K. Garnett makes free throw 2 of 2,,58,51
220,2,0:27.0,,Turnover by T. Evans (lost ball; steal by A. Wiggins),58,51
221,2,0:15.0,Minnesota full timeout,,58,51
222,2,0:15.0,,D. Cunningham enters the game for A. Davis,58,51
223,2,0:15.0,A. Miller enters the game for R. Rubio,,58,51
224,2,0:05.0,A. Wiggins makes 2-pt jump shot from 11 ft,,60,51
225,3,11:44.0,,Turnover by T. Evans (lost ball; steal by A. Wiggins),60,51
226,3,11:39.0,A. Wiggins makes 2-pt layup from 2 ft,,62,51
227,3,11:17.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by E. Gordon),62,54
228,3,11:00.0,A. Wiggins misses 2-pt jump shot from 17 ft,,62,54
229,3,10:59.0,,Defensive rebound by A. Ajinça,62,54
230,3,10:54.0,,T. Evans makes 2-pt layup from 1 ft,62,56
231,3,10:54.0,,Shooting foul by K. Garnett (drawn by T. Evans),62,56
232,3,10:54.0,,T. Evans makes free throw 1 of 1,62,57
233,3,10:46.0,Personal foul by D. Cunningham (drawn by K. Towns),,62,57
234,3,10:32.0,K. Towns makes 2-pt hook shot from 8 ft,,64,57
235,3,10:07.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by T. Evans),64,60
236,3,9:58.0,Personal foul by D. Cunningham (drawn by A. Wiggins),,64,60
237,3,9:58.0,,A. Gee enters the game for D. Cunningham,64,60
238,3,9:45.0,K. Towns misses 2-pt layup from 1 ft,,64,60
239,3,9:45.0,,Defensive rebound by A. Ajinça,64,60
240,3,9:26.0,,T. Evans misses 2-pt layup from 2 ft,64,60
241,3,9:26.0,,Offensive rebound by A. Ajinça,64,60
242,3,9:26.0,,A. Ajinça makes 2-pt hook shot from 3 ft,64,62
243,3,9:09.0,Turnover by K. Towns (bad pass),,64,62
244,3,9:05.0,,Personal foul by K. Garnett (drawn by A. Davis),64,62
245,3,8:51.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by A. Gee),64,65
246,3,8:31.0,Personal foul by A. Ajinça (drawn by K. Garnett),,64,65
247,3,8:21.0,A. Wiggins misses 2-pt jump shot from 16 ft,,64,65
248,3,8:20.0,,Defensive rebound by T. Evans,64,65
249,3,7:59.0,,T. Evans misses 3-pt jump shot from 24 ft,64,65
250,3,7:58.0,Defensive rebound by T. Prince,,64,65
251,3,7:44.0,K. Garnett misses 2-pt jump shot from 19 ft,,64,65
252,3,7:43.0,,Defensive rebound by A. Gee,64,65
253,3,7:32.0,,E. Gordon misses 3-pt jump shot from 24 ft,64,65
254,3,7:31.0,Defensive rebound by K. Garnett,,64,65
255,3,7:25.0,T. Prince makes 3-pt jump shot from 23 ft (assist by R. Rubio),,67,65
256,3,7:00.0,,A. Davis misses 2-pt jump shot from 15 ft (block by K. Garnett),67,65
257,3,6:59.0,Defensive rebound by K. Towns,,67,65
258,3,6:52.0,A. Wiggins misses 3-pt jump shot from 25 ft,,67,65
259,3,6:51.0,,Defensive rebound by A. Davis,67,65
260,3,6:43.0,,New Orleans full timeout,67,65
261,3,6:43.0,A. Payne enters the game for K. Garnett,,67,65
262,3,6:31.0,,T. Evans makes 2-pt layup from 1 ft,67,67
263,3,6:14.0,K. Towns makes 2-pt layup from 2 ft (assist by A. Wiggins),,69,67
264,3,6:01.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),69,70
265,3,6:01.0,Loose ball foul by A. Payne (drawn by A. Davis),,69,70
266,3,6:01.0,,A. Davis makes free throw 1 of 1,69,71
267,3,5:49.0,Shooting foul by A. Davis (drawn by A. Wiggins),,69,71
268,3,5:49.0,A. Wiggins misses free throw 1 of 2,,69,71
269,3,5:49.0,Offensive rebound by Team,,69,71
270,3,5:49.0,A. Wiggins makes free throw 2 of 2,,70,71
271,3,5:30.0,,A. Davis misses 2-pt jump shot from 15 ft,70,71
272,3,5:30.0,Defensive rebound by A. Wiggins,,70,71
273,3,5:17.0,Turnover by K. Towns (3 sec),,70,71
274,3,4:54.0,,A. Davis misses 3-pt jump shot from 23 ft,70,71
275,3,4:52.0,,Offensive rebound by A. Ajinça,70,71
276,3,4:46.0,,T. Evans makes 2-pt jump shot from 16 ft (assist by A. Ajinça),70,73
277,3,4:30.0,Personal foul by A. Davis (drawn by R. Rubio),,70,73
278,3,4:30.0,R. Rubio makes free throw 1 of 2,,71,73
279,3,4:30.0,,R. Anderson enters the game for A. Davis,71,73
280,3,4:30.0,,J. Holiday enters the game for T. Evans,71,73
281,3,4:30.0,N. Bjelica enters the game for A. Payne,,71,73
282,3,4:30.0,R. Rubio makes free throw 2 of 2,,72,73
283,3,4:11.0,,E. Gordon misses 3-pt jump shot from 25 ft,72,73
284,3,4:10.0,Defensive rebound by K. Towns,,72,73
285,3,3:57.0,Minnesota full timeout,,72,73
286,3,3:57.0,S. Muhammad enters the game for T. Prince,,72,73
287,3,3:55.0,,Violation by J. Holiday (kicked ball),72,73
288,3,3:49.0,Offensive foul by K. Towns (drawn by A. Ajinça),,72,73
289,3,3:49.0,Turnover by K. Towns (offensive foul),,72,73
290,3,3:37.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Holiday),72,75
291,3,3:28.0,Personal foul by A. Ajinça (drawn by K. Towns),,72,75
292,3,3:28.0,K. Towns makes free throw 1 of 2,,73,75
293,3,3:28.0,Z. LaVine enters the game for R. Rubio,,73,75
294,3,3:28.0,K. Martin enters the game for A. Wiggins,,73,75
295,3,3:28.0,K. Towns makes free throw 2 of 2,,74,75
296,3,3:13.0,,A. Ajinça misses 2-pt jump shot from 3 ft,74,75
297,3,3:13.0,Defensive rebound by Z. LaVine,,74,75
298,3,3:03.0,Turnover by K. Towns (traveling),,74,75
299,3,3:03.0,G. Dieng enters the game for K. Towns,,74,75
300,3,2:51.0,,J. Holiday misses 2-pt jump shot from 16 ft,74,75
301,3,2:50.0,Defensive rebound by S. Muhammad,,74,75
302,3,2:39.0,Turnover by K. Martin (lost ball; steal by E. Gordon),,74,75
303,3,2:35.0,,A. Gee makes 2-pt layup from 1 ft (assist by J. Holiday),74,77
304,3,2:35.0,,Shooting foul by Z. LaVine (drawn by A. Gee),74,77
305,3,2:35.0,,Ö. Aşık enters the game for A. Ajinça,74,77
306,3,2:35.0,,A. Gee makes free throw 1 of 1,74,78
307,3,2:15.0,S. Muhammad misses 2-pt jump shot from 8 ft,,74,78
308,3,2:15.0,,Defensive rebound by Ö. Aşık,74,78
309,3,2:06.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by G. Dieng),74,78
310,3,2:06.0,,Offensive rebound by Team,74,78
311,3,2:02.0,,Turnover by R. Anderson (lost ball; steal by N. Bjelica),74,78
312,3,1:54.0,N. Bjelica misses 3-pt jump shot from 24 ft,,74,78
313,3,1:54.0,Offensive rebound by S. Muhammad,,74,78
314,3,1:54.0,Personal foul by R. Anderson (drawn by S. Muhammad),,74,78
315,3,1:54.0,S. Muhammad misses free throw 1 of 2,,74,78
316,3,1:54.0,Offensive rebound by Team,,74,78
317,3,1:54.0,,D. Cunningham enters the game for R. Anderson,74,78
318,3,1:54.0,S. Muhammad makes free throw 2 of 2,,75,78
319,3,1:34.0,,Turnover by E. Gordon (lost ball; steal by N. Bjelica),75,78
320,3,1:29.0,Turnover by K. Martin (lost ball; steal by J. Holiday),,75,78
321,3,1:23.0,,D. Cunningham misses 2-pt layup from 2 ft,75,78
322,3,1:21.0,,Offensive rebound by Ö. Aşık,75,78
323,3,1:19.0,,Ö. Aşık misses 2-pt layup from 1 ft (block by S. Muhammad),75,78
324,3,1:18.0,,Offensive rebound by A. Gee,75,78
325,3,1:14.0,,D. Cunningham misses 3-pt jump shot from 24 ft,75,78
326,3,1:13.0,Defensive rebound by N. Bjelica,,75,78
327,3,1:07.0,K. Martin misses 2-pt jump shot from 3 ft (block by D. Cunningham),,75,78
328,3,1:07.0,,Defensive rebound by E. Gordon,75,78
329,3,1:07.0,,New Orleans full timeout,75,78
330,3,1:07.0,,N. Cole enters the game for E. Gordon,75,78
331,3,0:50.0,,J. Holiday misses 3-pt jump shot from 25 ft,75,78
332,3,0:47.0,Defensive rebound by G. Dieng,,75,78
333,3,0:25.0,K. Martin misses 3-pt jump shot from 24 ft,,75,78
334,3,0:24.0,,Defensive rebound by Ö. Aşık,75,78
335,3,0:02.0,,J. Holiday makes 2-pt jump shot from 14 ft,75,80
336,3,0:00.0,Turnover by N. Bjelica (bad pass; steal by D. Cunningham),,75,80
337,3,0:00.0,,D. Cunningham makes 2-pt layup from 1 ft,75,82
338,4,11:46.0,Turnover by Z. LaVine (bad pass; steal by R. Anderson),,75,82
339,4,11:26.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by J. Holiday),75,84
340,4,11:04.0,S. Muhammad misses 3-pt jump shot from 24 ft,,75,84
341,4,11:03.0,,Defensive rebound by Ö. Aşık,75,84
342,4,10:54.0,,N. Cole misses 2-pt jump shot from 21 ft,75,84
343,4,10:53.0,,Offensive rebound by Ö. Aşık,75,84
344,4,10:48.0,,Turnover by Ö. Aşık (lost ball),75,84
345,4,10:35.0,K. Martin misses 2-pt jump shot from 12 ft,,75,84
346,4,10:34.0,,Defensive rebound by N. Cole,75,84
347,4,10:29.0,,Personal block foul by N. Bjelica (drawn by N. Cole),75,84
348,4,10:18.0,,J. Holiday misses 2-pt layup from 2 ft (block by N. Bjelica),75,84
349,4,10:17.0,,Offensive rebound by Ö. Aşık,75,84
350,4,10:15.0,,Turnover by Ö. Aşık (lost ball),75,84
351,4,10:02.0,Z. LaVine misses 2-pt jump shot from 7 ft,,75,84
352,4,9:59.0,Offensive rebound by G. Dieng,,75,84
353,4,9:59.0,Turnover by G. Dieng (lost ball; steal by Ö. Aşık),,75,84
354,4,9:48.0,,J. Holiday misses 2-pt jump shot from 16 ft,75,84
355,4,9:47.0,Defensive rebound by S. Muhammad,,75,84
356,4,9:39.0,N. Bjelica misses 3-pt jump shot from 22 ft,,75,84
357,4,9:39.0,,Defensive rebound by N. Cole,75,84
358,4,9:27.0,,Ö. Aşık misses 2-pt layup at rim (block by G. Dieng),75,84
359,4,9:27.0,Defensive rebound by G. Dieng,,75,84
360,4,9:27.0,Personal foul by Ö. Aşık (drawn by G. Dieng),,75,84
361,4,9:18.0,Turnover by G. Dieng (traveling),,75,84
362,4,9:18.0,,A. Davis enters the game for Ö. Aşık,75,84
363,4,8:58.0,,A. Davis makes 2-pt jump shot from 13 ft,75,86
364,4,8:51.0,Minnesota full timeout,,75,86
365,4,8:51.0,A. Wiggins enters the game for K. Martin,,75,86
366,4,8:37.0,G. Dieng makes 2-pt layup from 1 ft (assist by Z. LaVine),,77,86
367,4,8:26.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),77,89
368,4,8:09.0,A. Wiggins misses 2-pt layup from 2 ft (block by D. Cunningham),,77,89
369,4,8:08.0,Offensive rebound by G. Dieng,,77,89
370,4,7:56.0,N. Bjelica makes 2-pt jump shot from 3 ft (assist by Z. LaVine),,79,89
371,4,7:47.0,,J. Holiday makes 3-pt jump shot from 24 ft,79,92
372,4,7:27.0,S. Muhammad misses 2-pt layup from 1 ft (block by A. Davis),,79,92
373,4,7:24.0,Offensive rebound by S. Muhammad,,79,92
374,4,7:21.0,S. Muhammad makes 2-pt layup from 1 ft,,81,92
375,4,7:04.0,,Shooting foul by N. Bjelica (drawn by J. Holiday),81,92
376,4,7:04.0,,J. Holiday misses free throw 1 of 2,81,92
377,4,7:04.0,,Offensive rebound by Team,81,92
378,4,7:04.0,T. Prince enters the game for N. Bjelica,,81,92
379,4,7:04.0,,J. Holiday makes free throw 2 of 2,81,93
380,4,6:43.0,S. Muhammad makes 2-pt jump shot from 8 ft,,83,93
381,4,6:25.0,,J. Holiday misses 2-pt layup from 1 ft,83,93
382,4,6:23.0,,Offensive rebound by A. Davis,83,93
383,4,6:23.0,,A. Davis makes 2-pt dunk at rim,83,95
