,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
79,1,2:40.0,,V. Carter misses 3-pt jump shot from 22 ft,22,20
80,1,2:40.0,Defensive rebound by G. Dieng,,22,20
81,1,2:26.0,Shooting foul by M. Chalmers (drawn by K. Martin),,22,20
82,1,2:26.0,K. Martin makes free throw 1 of 2,,23,20
83,1,2:26.0,K. Martin makes free throw 2 of 2,,24,20
84,1,2:10.0,,Personal foul by A. Payne,24,20
85,1,2:10.0,K. Towns enters the game for G. Dieng,,24,20
86,1,1:59.0,,B. Wright makes 2-pt jump shot from 18 ft (assist by M. Chalmers),24,22
87,1,1:36.0,K. Martin makes 3-pt jump shot from 24 ft (assist by A. Payne),,27,22
88,1,1:19.0,,Def 3 sec tech foul by A. Payne,27,22
89,1,1:19.0,,V. Carter makes technical free throw,27,23
90,1,1:19.0,T. Jones enters the game for R. Rubio,,27,23
91,1,1:15.0,,Shooting foul by K. Towns (drawn by M. Chalmers),27,23
92,1,1:15.0,,M. Chalmers makes free throw 1 of 2,27,24
93,1,1:15.0,,M. Chalmers makes free throw 2 of 2,27,25
94,1,1:04.0,Turnover by K. Martin (bad pass),,27,25
95,1,1:04.0,G. Dieng enters the game for K. Towns,,27,25
96,1,1:04.0,,J. Green enters the game for B. Wright,27,25
97,1,0:48.0,,V. Carter misses 3-pt jump shot from 25 ft,27,25
98,1,0:47.0,Defensive rebound by G. Dieng,,27,25
99,1,0:36.0,Turnover by K. Martin (bad pass; steal by M. Chalmers),,27,25
100,1,0:28.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Chalmers),27,28
101,1,0:09.0,,Violation by C. Andersen (kicked ball),27,28
102,1,0:02.0,A. Payne misses 3-pt jump shot from 24 ft,,27,28
103,1,0:01.0,,Defensive rebound by J. Green,27,28
104,2,11:40.0,G. Dieng makes 2-pt layup from 1 ft (assist by T. Jones),,29,28
105,2,11:40.0,Shooting foul by V. Carter (drawn by G. Dieng),,29,28
106,2,11:40.0,G. Dieng makes free throw 1 of 1,,30,28
107,2,11:23.0,,Turnover by C. Andersen (lost ball; steal by A. Payne),30,28
108,2,11:15.0,Turnover by K. Martin (bad pass; steal by J. Ennis),,30,28
109,2,11:15.0,Loose ball foul by K. Martin,,30,28
110,2,11:15.0,,M. Conley enters the game for J. Ennis,30,28
111,2,10:58.0,,J. Green misses 3-pt jump shot from 23 ft,30,28
112,2,10:57.0,Defensive rebound by A. Payne,,30,28
113,2,10:48.0,Personal foul by M. Conley,,30,28
114,2,10:39.0,Offensive foul by K. Martin (drawn by M. Chalmers),,30,28
115,2,10:39.0,Turnover by K. Martin (offensive foul),,30,28
116,2,10:30.0,,Personal foul by A. Payne,30,28
117,2,10:30.0,D. Rudež enters the game for A. Payne,,30,28
118,2,10:25.0,,M. Conley misses 2-pt jump shot from 19 ft,30,28
119,2,10:23.0,Defensive rebound by S. Muhammad,,30,28
120,2,10:11.0,T. Jones misses 2-pt jump shot from 6 ft,,30,28
121,2,10:08.0,,Defensive rebound by C. Andersen,30,28
122,2,9:52.0,,J. Green misses 2-pt jump shot from 19 ft,30,28
123,2,9:51.0,,Offensive rebound by M. Chalmers,30,28
124,2,9:49.0,,Memphis full timeout,30,28
125,2,9:49.0,,Z. Randolph enters the game for C. Andersen,30,28
126,2,9:44.0,,Turnover by M. Conley (bad pass; steal by G. Dieng),30,28
127,2,9:43.0,Turnover by G. Dieng (bad pass; steal by J. Green),,30,28
128,2,9:36.0,,M. Conley misses 3-pt jump shot from 24 ft,30,28
129,2,9:35.0,Defensive rebound by G. Dieng,,30,28
130,2,9:21.0,S. Muhammad makes 2-pt jump shot from 19 ft (assist by D. Rudež),,32,28
131,2,9:03.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Conley),32,30
132,2,8:48.0,D. Rudež makes 3-pt jump shot from 24 ft (assist by T. Jones),,35,30
133,2,8:30.0,,Z. Randolph misses 2-pt jump shot from 6 ft,35,30
134,2,8:28.0,Defensive rebound by D. Rudež,,35,30
135,2,8:26.0,,T. Allen enters the game for V. Carter,35,30
136,2,8:13.0,K. Martin makes 2-pt dunk at rim,,37,30
137,2,7:56.0,,M. Chalmers misses 2-pt layup from 3 ft,37,30
138,2,7:52.0,Defensive rebound by K. Martin,,37,30
139,2,7:49.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by D. Rudež),,40,30
140,2,7:41.0,,Memphis full timeout,40,30
141,2,7:41.0,,M. Barnes enters the game for M. Chalmers,40,30
142,2,7:41.0,A. Wiggins enters the game for K. Martin,,40,30
143,2,7:25.0,,Turnover by Z. Randolph (bad pass),40,30
144,2,7:13.0,D. Rudež misses 3-pt jump shot from 23 ft,,40,30
145,2,7:12.0,,Defensive rebound by T. Allen,40,30
146,2,7:06.0,,Personal foul by D. Rudež,40,30
147,2,6:58.0,,T. Allen misses 2-pt layup from 2 ft (block by D. Rudež),40,30
148,2,6:56.0,,Offensive rebound by J. Green,40,30
149,2,6:56.0,,J. Green misses 2-pt layup from 2 ft,40,30
150,2,6:55.0,,Offensive rebound by J. Green,40,30
151,2,6:55.0,,J. Green makes 2-pt layup from 2 ft,40,32
152,2,6:39.0,S. Muhammad misses 3-pt jump shot from 24 ft,,40,32
153,2,6:37.0,,Defensive rebound by T. Allen,40,32
154,2,6:25.0,,Z. Randolph makes 2-pt layup from 1 ft,40,34
155,2,6:16.0,Minnesota full timeout,,40,34
156,2,6:16.0,R. Rubio enters the game for S. Muhammad,,40,34
157,2,6:16.0,Z. LaVine enters the game for T. Jones,,40,34
158,2,6:00.0,R. Rubio misses 3-pt jump shot from 24 ft,,40,34
159,2,6:00.0,,Defensive rebound by M. Barnes,40,34
160,2,5:53.0,,Z. Randolph misses 2-pt jump shot from 3 ft,40,34
161,2,5:50.0,,Offensive rebound by Z. Randolph,40,34
162,2,5:50.0,,Z. Randolph makes 2-pt layup from 1 ft,40,36
163,2,5:35.0,R. Rubio misses 3-pt jump shot from 24 ft,,40,36
164,2,5:33.0,,Defensive rebound by J. Green,40,36
165,2,5:30.0,,Personal foul by D. Rudež,40,36
166,2,5:30.0,K. Towns enters the game for D. Rudež,,40,36
167,2,5:18.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Green),40,39
168,2,5:00.0,K. Towns misses 2-pt jump shot from 20 ft,,40,39
169,2,4:59.0,,Defensive rebound by Z. Randolph,40,39
170,2,4:48.0,,T. Allen makes 2-pt layup from 1 ft,40,41
171,2,4:30.0,Personal foul by T. Allen,,40,41
172,2,4:30.0,,B. Wright enters the game for J. Green,40,41
173,2,4:20.0,Turnover by R. Rubio (bad pass; steal by M. Conley),,40,41
174,2,4:15.0,,B. Wright makes 2-pt dunk at rim (assist by M. Barnes),40,43
175,2,4:14.0,Minnesota full timeout,,40,43
176,2,4:03.0,K. Towns makes 2-pt dunk at rim (assist by G. Dieng),,42,43
177,2,3:35.0,,T. Allen misses 2-pt jump shot from 3 ft,42,43
178,2,3:35.0,Defensive rebound by G. Dieng,,42,43
179,2,3:35.0,,Loose ball foul by T. Allen,42,43
180,2,3:35.0,,M. Chalmers enters the game for M. Conley,42,43
181,2,3:26.0,Turnover by R. Rubio (bad pass; steal by B. Wright),,42,43
182,2,3:21.0,,B. Wright makes 2-pt dunk at rim,42,45
183,2,3:00.0,K. Towns makes 3-pt jump shot from 24 ft,,45,45
184,2,2:44.0,,Shooting foul by Z. LaVine (drawn by M. Barnes),45,45
185,2,2:44.0,,M. Barnes makes free throw 1 of 2,45,46
186,2,2:44.0,S. Muhammad enters the game for Z. LaVine,,45,46
187,2,2:44.0,,M. Barnes makes free throw 2 of 2,45,47
188,2,2:33.0,G. Dieng misses 2-pt jump shot from 18 ft,,45,47
189,2,2:32.0,,Defensive rebound by M. Barnes,45,47
190,2,2:27.0,Violation by G. Dieng (kicked ball),,45,47
191,2,2:14.0,,M. Barnes misses 2-pt layup from 1 ft,45,47
192,2,2:11.0,Defensive rebound by K. Towns,,45,47
193,2,1:58.0,Def 3 sec tech foul by Z. Randolph,,45,47
194,2,1:58.0,R. Rubio makes technical free throw,,46,47
195,2,1:47.0,R. Rubio misses 2-pt jump shot from 19 ft,,46,47
196,2,1:44.0,,Defensive rebound by B. Wright,46,47
197,2,1:38.0,,M. Barnes misses 3-pt jump shot from 23 ft,46,47
198,2,1:36.0,Defensive rebound by K. Towns,,46,47
199,2,1:33.0,Turnover by K. Towns (bad pass),,46,47
200,2,1:20.0,,Shooting foul by G. Dieng (drawn by Z. Randolph),46,47
201,2,1:20.0,,Z. Randolph makes free throw 1 of 2,46,48
202,2,1:20.0,,V. Carter enters the game for T. Allen,46,48
203,2,1:20.0,,Z. Randolph misses free throw 2 of 2,46,48
204,2,1:18.0,Defensive rebound by K. Towns,,46,48
205,2,1:00.0,K. Towns misses 2-pt jump shot from 21 ft,,46,48
206,2,0:59.0,Offensive rebound by S. Muhammad,,46,48
207,2,0:59.0,S. Muhammad makes 2-pt layup from 1 ft,,48,48
208,2,0:43.0,,M. Barnes misses 2-pt layup from 2 ft,48,48
209,2,0:42.0,,Offensive rebound by B. Wright,48,48
210,2,0:38.0,,Memphis full timeout,48,48
211,2,0:38.0,A. Payne enters the game for K. Towns,,48,48
212,2,0:38.0,,M. Conley enters the game for B. Wright,48,48
213,2,0:27.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by M. Conley),48,51
214,2,0:02.0,G. Dieng misses 2-pt layup from 2 ft,,48,51
215,2,0:01.0,,Defensive rebound by Z. Randolph,48,51
216,2,0:00.0,,Z. Randolph misses 3-pt jump shot from 51 ft,48,51
217,2,0:00.0,,Offensive rebound by Team,48,51
218,3,11:41.0,K. Towns makes 2-pt hook shot from 6 ft (assist by R. Rubio),,50,51
219,3,11:25.0,,M. Conley makes 2-pt jump shot from 18 ft (assist by J. Green),50,53
220,3,11:08.0,A. Wiggins makes 2-pt jump shot from 10 ft (assist by R. Rubio),,52,53
221,3,10:46.0,,P. Hairston misses 3-pt jump shot from 25 ft,52,53
222,3,10:45.0,,Offensive rebound by J. Green,52,53
223,3,10:45.0,,Shooting foul by G. Dieng (drawn by J. Green),52,53
224,3,10:45.0,,J. Green misses free throw 1 of 2,52,53
225,3,10:45.0,,Offensive rebound by Team,52,53
226,3,10:45.0,,J. Green makes free throw 2 of 2,52,54
227,3,10:37.0,Personal foul by J. Green,,52,54
228,3,10:35.0,Personal foul by P. Hairston,,52,54
229,3,10:35.0,,Technical foul by P. Hairston,52,54
230,3,10:35.0,R. Rubio makes technical free throw,,53,54
231,3,10:27.0,G. Dieng makes 2-pt layup from 1 ft (assist by A. Wiggins),,55,54
232,3,10:27.0,Shooting foul by Z. Randolph (drawn by G. Dieng),,55,54
233,3,10:27.0,G. Dieng makes free throw 1 of 1,,56,54
234,3,10:11.0,,M. Barnes makes 2-pt jump shot from 11 ft,56,56
235,3,9:49.0,R. Rubio misses 3-pt jump shot from 24 ft,,56,56
236,3,9:48.0,,Defensive rebound by J. Green,56,56
237,3,9:38.0,,P. Hairston makes 2-pt layup at rim,56,58
238,3,9:20.0,Personal foul by J. Green,,56,58
239,3,9:05.0,Turnover by Team (shot clock),,56,58
240,3,8:55.0,,Turnover by P. Hairston (lost ball; steal by G. Dieng),56,58
241,3,8:50.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,58,58
242,3,8:49.0,Violation by Team (jump ball),,58,58
243,3,8:36.0,,Turnover by M. Barnes (bad pass; steal by G. Dieng),58,58
244,3,8:28.0,Turnover by Z. LaVine (bad pass; steal by M. Conley),,58,58
245,3,8:23.0,,M. Conley makes 2-pt layup from 1 ft,58,60
246,3,8:06.0,A. Wiggins misses 2-pt jump shot from 18 ft,,58,60
247,3,8:05.0,,Defensive rebound by J. Green,58,60
248,3,7:51.0,,M. Conley makes 2-pt layup from 1 ft (assist by Z. Randolph),58,62
249,3,7:31.0,K. Towns misses 2-pt jump shot from 19 ft,,58,62
250,3,7:30.0,Offensive rebound by G. Dieng,,58,62
251,3,7:18.0,Z. LaVine makes 3-pt jump shot from 25 ft,,61,62
252,3,7:01.0,,M. Conley makes 2-pt layup from 2 ft,61,64
253,3,6:41.0,Z. LaVine misses 2-pt jump shot from 19 ft,,61,64
254,3,6:39.0,Offensive rebound by K. Towns,,61,64
255,3,6:37.0,K. Towns misses 2-pt dunk at rim (block by J. Green),,61,64
256,3,6:33.0,,Defensive rebound by J. Green,61,64
257,3,6:27.0,,P. Hairston misses 3-pt jump shot from 22 ft,61,64
258,3,6:25.0,Defensive rebound by K. Towns,,61,64
259,3,6:21.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,63,64
260,3,6:21.0,,Memphis full timeout,63,64
261,3,6:21.0,,B. Wright enters the game for J. Green,63,64
262,3,6:02.0,,Z. Randolph misses 2-pt jump shot from 18 ft,63,64
263,3,6:02.0,Defensive rebound by K. Towns,,63,64
264,3,5:45.0,Shooting foul by Z. Randolph (drawn by G. Dieng),,63,64
265,3,5:45.0,G. Dieng makes free throw 1 of 2,,64,64
266,3,5:45.0,G. Dieng makes free throw 2 of 2,,65,64
267,3,5:27.0,,Z. Randolph makes 2-pt layup from 2 ft,65,66
268,3,5:00.0,Z. LaVine makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,67,66
269,3,4:42.0,,Z. Randolph misses 2-pt layup from 2 ft,67,66
270,3,4:40.0,Defensive rebound by R. Rubio,,67,66
271,3,4:39.0,Shooting foul by M. Barnes (drawn by Z. LaVine),,67,66
272,3,4:39.0,Z. LaVine makes free throw 1 of 2,,68,66
273,3,4:39.0,,M. Chalmers enters the game for M. Conley,68,66
274,3,4:39.0,,V. Carter enters the game for P. Hairston,68,66
275,3,4:39.0,Z. LaVine makes free throw 2 of 2,,69,66
276,3,4:21.0,,M. Barnes misses 2-pt jump shot from 21 ft,69,66
277,3,4:21.0,Defensive rebound by A. Wiggins,,69,66
278,3,4:11.0,Turnover by R. Rubio (lost ball; steal by M. Barnes),,69,66
279,3,4:08.0,,Personal foul by A. Wiggins,69,66
280,3,3:57.0,,V. Carter misses 3-pt jump shot from 24 ft,69,66
281,3,3:56.0,Defensive rebound by R. Rubio,,69,66
282,3,3:52.0,,J. Ennis enters the game for M. Barnes,69,66
283,3,3:45.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by R. Rubio),,71,66
284,3,3:29.0,,Shooting foul by R. Rubio (drawn by J. Ennis),71,66
285,3,3:29.0,,J. Ennis makes free throw 1 of 2,71,67
286,3,3:29.0,T. Jones enters the game for R. Rubio,,71,67
287,3,3:29.0,S. Muhammad enters the game for A. Wiggins,,71,67
288,3,3:29.0,,J. Ennis misses free throw 2 of 2,71,67
289,3,3:28.0,Defensive rebound by K. Towns,,71,67
290,3,3:07.0,Z. LaVine makes 2-pt jump shot from 19 ft,,73,67
291,3,3:07.0,,Memphis full timeout,73,67
292,3,3:07.0,,J. Green enters the game for Z. Randolph,73,67
293,3,3:07.0,,M. Conley enters the game for J. Ennis,73,67
294,3,2:57.0,,Turnover by M. Chalmers (bad pass),73,67
295,3,2:38.0,Z. LaVine misses 2-pt jump shot from 20 ft,,73,67
296,3,2:37.0,Offensive rebound by K. Towns,,73,67
297,3,2:36.0,Shooting foul by V. Carter (drawn by T. Jones),,73,67
298,3,2:36.0,T. Jones makes free throw 1 of 2,,74,67
299,3,2:36.0,A. Payne enters the game for G. Dieng,,74,67
300,3,2:36.0,T. Jones makes free throw 2 of 2,,75,67
301,3,2:26.0,,Personal foul by A. Payne,75,67
302,3,2:26.0,K. Martin enters the game for Z. LaVine,,75,67
303,3,2:17.0,,J. Green makes 2-pt hook shot from 6 ft (assist by M. Conley),75,69
304,3,1:55.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by K. Towns),,78,69
305,3,1:45.0,,Personal foul by T. Jones,78,69
306,3,1:45.0,,M. Conley makes free throw 1 of 2,78,70
307,3,1:45.0,,M. Conley makes free throw 2 of 2,78,71
308,3,1:27.0,K. Martin makes 3-pt jump shot from 24 ft (assist by S. Muhammad),,81,71
309,3,1:16.0,,V. Carter misses 3-pt jump shot from 24 ft,81,71
310,3,1:15.0,Defensive rebound by K. Martin,,81,71
311,3,1:08.0,T. Jones misses 2-pt layup from 3 ft,,81,71
312,3,1:05.0,,Defensive rebound by V. Carter,81,71
313,3,0:59.0,,V. Carter misses 3-pt jump shot from 24 ft,81,71
314,3,0:56.0,,Offensive rebound by M. Conley,81,71
315,3,0:56.0,,M. Conley misses 2-pt layup from 1 ft,81,71
316,3,0:55.0,Defensive rebound by A. Payne,,81,71
317,3,0:50.0,S. Muhammad misses 2-pt jump shot from 14 ft,,81,71
318,3,0:48.0,,Defensive rebound by J. Green,81,71
319,3,0:32.0,,J. Green misses 2-pt jump shot from 7 ft,81,71
320,3,0:31.0,Defensive rebound by A. Payne,,81,71
321,3,0:30.0,Turnover by A. Payne (lost ball),,81,71
322,3,0:19.0,,M. Conley makes 2-pt jump shot from 3 ft,81,73
323,3,0:03.0,Turnover by T. Jones (bad pass; steal by V. Carter),,81,73
324,3,0:00.0,,V. Carter makes 3-pt jump shot from 72 ft,81,76
325,4,11:56.0,,Personal foul by K. Martin,81,76
326,4,11:42.0,,J. Green misses 2-pt layup from 3 ft (block by A. Payne),81,76
327,4,11:42.0,Defensive rebound by Team,,81,76
328,4,11:31.0,Personal foul by M. Chalmers,,81,76
329,4,11:16.0,G. Dieng misses 3-pt jump shot from 24 ft,,81,76
330,4,11:15.0,,Defensive rebound by M. Conley,81,76
331,4,11:05.0,,M. Conley misses 2-pt jump shot from 16 ft,81,76
332,4,11:04.0,,Offensive rebound by C. Andersen,81,76
333,4,11:04.0,,C. Andersen makes 2-pt layup from 1 ft,81,78
334,4,10:38.0,T. Jones makes 3-pt jump shot from 25 ft (assist by K. Martin),,84,78
335,4,10:25.0,,M. Chalmers makes 3-pt jump shot from 23 ft,84,81
336,4,10:05.0,S. Muhammad misses 2-pt layup from 2 ft (block by C. Andersen),,84,81
337,4,10:04.0,,Defensive rebound by C. Andersen,84,81
338,4,9:57.0,,M. Conley makes 2-pt layup at rim,84,83
339,4,9:57.0,Minnesota full timeout,,84,83
340,4,9:57.0,D. Rudež enters the game for A. Payne,,84,83
341,4,9:44.0,K. Martin misses 2-pt jump shot from 19 ft,,84,83
342,4,9:42.0,Offensive rebound by G. Dieng,,84,83
343,4,9:41.0,Turnover by G. Dieng (bad pass; steal by V. Carter),,84,83
344,4,9:41.0,,Turnover by V. Carter (step out of bounds),84,83
345,4,9:34.0,K. Martin misses 3-pt jump shot from 24 ft,,84,83
346,4,9:34.0,,Defensive rebound by M. Conley,84,83
347,4,9:15.0,,C. Andersen makes 2-pt layup from 2 ft (assist by M. Conley),84,85
348,4,8:51.0,D. Rudež misses 3-pt jump shot from 25 ft (block by J. Green),,84,85
349,4,8:51.0,Offensive rebound by Team,,84,85
350,4,8:51.0,Turnover by Team (shot clock),,84,85
351,4,8:51.0,R. Rubio enters the game for T. Jones,,84,85
352,4,8:37.0,,M. Conley makes 2-pt jump shot from 9 ft,84,87
353,4,8:22.0,Shooting foul by M. Chalmers (drawn by K. Martin),,84,87
354,4,8:22.0,K. Martin makes free throw 1 of 2,,85,87
355,4,8:22.0,K. Towns enters the game for D. Rudež,,85,87
356,4,8:22.0,A. Wiggins enters the game for S. Muhammad,,85,87
357,4,8:22.0,K. Martin makes free throw 2 of 2,,86,87
358,4,8:13.0,,Personal foul by K. Martin,86,87
359,4,8:13.0,Z. LaVine enters the game for K. Martin,,86,87
360,4,8:04.0,,M. Chalmers misses 2-pt jump shot from 3 ft,86,87
361,4,8:03.0,Defensive rebound by G. Dieng,,86,87
362,4,7:51.0,Turnover by A. Wiggins (bad pass; steal by J. Green),,86,87
363,4,7:40.0,,Offensive foul by M. Chalmers (drawn by R. Rubio),86,87
364,4,7:40.0,,Turnover by M. Chalmers (offensive foul),86,87
365,4,7:40.0,,M. Barnes enters the game for V. Carter,86,87
366,4,7:20.0,Turnover by Z. LaVine (back court),,86,87
367,4,7:12.0,,M. Conley makes 3-pt jump shot from 25 ft,86,90
368,4,6:50.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,89,90
369,4,6:37.0,,M. Chalmers misses 2-pt jump shot from 6 ft (block by K. Towns),89,90
370,4,6:36.0,Defensive rebound by Z. LaVine,,89,90
371,4,6:24.0,A. Wiggins misses 2-pt jump shot from 14 ft,,89,90
372,4,6:22.0,,Defensive rebound by M. Chalmers,89,90
373,4,6:09.0,,M. Conley misses 2-pt layup at rim,89,90
374,4,6:06.0,Defensive rebound by A. Wiggins,,89,90
375,4,5:53.0,Shooting foul by M. Chalmers (drawn by A. Wiggins),,89,90
376,4,5:53.0,Minnesota full timeout,,89,90
377,4,5:53.0,,V. Carter enters the game for M. Chalmers,89,90
378,4,5:53.0,,Z. Randolph enters the game for C. Andersen,89,90
379,4,5:53.0,A. Wiggins makes free throw 1 of 2,,90,90
380,4,5:53.0,A. Wiggins makes free throw 2 of 2,,91,90
381,4,5:46.0,,Turnover by M. Conley (lost ball),91,90
382,4,5:31.0,Z. LaVine misses 3-pt jump shot from 26 ft,,91,90
383,4,5:30.0,,Defensive rebound by J. Green,91,90
384,4,5:10.0,,M. Barnes misses 3-pt jump shot from 25 ft,91,90
385,4,5:07.0,,Offensive rebound by Z. Randolph,91,90
386,4,5:07.0,,Z. Randolph makes 2-pt layup from 1 ft,91,92
387,4,4:47.0,Turnover by Z. LaVine (lost ball),,91,92
388,4,4:30.0,,V. Carter makes 2-pt jump shot from 12 ft,91,94
389,4,4:14.0,K. Towns misses 3-pt jump shot from 24 ft,,91,94
390,4,4:14.0,,Defensive rebound by M. Conley,91,94
391,4,4:08.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),91,96
