,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
385,4,4:10.0,,R. Gay misses 3-pt jump shot from 23 ft,97,110
386,4,4:10.0,Defensive rebound by B. Beal,,97,110
387,4,4:04.0,B. Beal misses 2-pt layup from 4 ft (block by D. Cousins),,97,110
388,4,4:03.0,,Defensive rebound by R. Rondo,97,110
389,4,3:56.0,,D. Collison misses 3-pt jump shot from 23 ft,97,110
390,4,3:55.0,Defensive rebound by M. Gortat,,97,110
391,4,3:42.0,O. Porter misses 3-pt jump shot from 23 ft,,97,110
392,4,3:42.0,,Defensive rebound by D. Cousins,97,110
393,4,3:22.0,,Shooting foul by M. Gortat (drawn by D. Cousins),97,110
394,4,3:22.0,,D. Cousins makes free throw 1 of 2,97,111
395,4,3:22.0,N. Hilário enters the game for M. Gortat,,97,111
396,4,3:22.0,,D. Cousins makes free throw 2 of 2,97,112
397,4,3:07.0,Personal foul by O. Casspi,,97,112
398,4,2:55.0,N. Hilário makes 2-pt dunk at rim (assist by O. Porter),,99,112
399,4,2:37.0,,R. Gay misses 3-pt jump shot from 23 ft,99,112
400,4,2:36.0,Defensive rebound by J. Wall,,99,112
401,4,2:28.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,102,112
402,4,2:02.0,,D. Collison makes 2-pt jump shot from 20 ft (assist by D. Cousins),102,114
403,4,1:51.0,B. Beal makes 2-pt jump shot from 20 ft (assist by J. Wall),,104,114
404,4,1:47.0,,Personal foul by N. Hilário,104,114
405,4,1:47.0,Official timeout,,104,114
406,4,1:47.0,,Violation by Team (jump ball),104,114
407,4,1:47.0,,D. Cousins misses free throw 1 of 2,104,114
408,4,1:47.0,,Offensive rebound by Team,104,114
409,4,1:47.0,,D. Cousins misses free throw 2 of 2,104,114
410,4,1:46.0,Defensive rebound by J. Wall,,104,114
411,4,1:35.0,Turnover by J. Wall (bad pass; steal by D. Cousins),,104,114
412,4,1:33.0,,Shooting foul by O. Porter (drawn by D. Collison),104,114
413,4,1:33.0,,D. Collison makes free throw 1 of 2,104,115
414,4,1:33.0,K. Oubre enters the game for B. Beal,,104,115
415,4,1:33.0,,D. Collison makes free throw 2 of 2,104,116
416,4,1:20.0,Turnover by M. Morris (bad pass),,104,116
417,4,0:57.0,,D. Cousins misses 2-pt jump shot from 21 ft,104,116
418,4,0:56.0,Defensive rebound by N. Hilário,,104,116
419,4,0:50.0,J. Wall misses 2-pt layup from 3 ft,,104,116
420,4,0:49.0,,Defensive rebound by D. Cousins,104,116
421,4,0:45.0,,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),104,118
422,4,0:38.0,J. Wall misses 3-pt jump shot from 24 ft,,104,118
423,4,0:36.0,,Defensive rebound by D. Cousins,104,118
424,4,0:18.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),104,120
425,4,0:07.0,K. Oubre makes 2-pt dunk at rim (assist by O. Porter),,106,120
426,4,0:07.0,,Turnover by R. Rondo (inbound),106,120
427,4,0:07.0,,Technical foul by D. Cousins,106,120
428,4,0:07.0,,Technical foul by R. Rondo,106,120
429,4,0:07.0,,Technical foul by R. Rondo,106,120
430,4,0:07.0,,S. Curry enters the game for R. Rondo,106,120
431,4,0:07.0,J. Wall makes technical free throw,,107,120
432,4,0:07.0,J. Wall misses technical free throw,,107,120
433,4,0:07.0,Offensive rebound by Team,,107,120
434,4,0:07.0,J. Wall makes technical free throw,,108,120
435,4,0:04.0,J. Wall makes 3-pt jump shot from 23 ft (assist by M. Morris),,111,120
