,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
121,2,10:59.0,Defensive rebound by Team,,29,26
122,2,10:59.0,,Loose ball foul by K. Perkins,29,26
123,2,10:44.0,R. Kelly misses 2-pt layup at rim,,29,26
124,2,10:43.0,,Defensive rebound by Team,29,26
125,2,10:43.0,Loose ball foul by T. Black,,29,26
126,2,10:27.0,,J. Hamilton misses 2-pt jump shot from 11 ft,29,26
127,2,10:26.0,Defensive rebound by D. Russell,,29,26
128,2,10:20.0,D. Russell makes 2-pt layup from 1 ft,,31,26
129,2,10:06.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by T. Frazier),31,29
130,2,9:50.0,D. Russell misses 2-pt jump shot from 13 ft,,31,29
131,2,9:49.0,,Defensive rebound by T. Frazier,31,29
132,2,9:36.0,Loose ball foul by T. Black,,31,29
133,2,9:25.0,,T. Frazier makes 3-pt jump shot from 25 ft (assist by L. Babbitt),31,32
134,2,8:59.0,L. Nance makes 2-pt jump shot from 14 ft (assist by D. Russell),,33,32
135,2,8:53.0,,Personal foul by M. Huertas,33,32
136,2,8:53.0,Official timeout,,33,32
137,2,8:53.0,R. Sacre enters the game for T. Black,,33,32
138,2,8:53.0,,A. Ajinça enters the game for K. Perkins,33,32
139,2,8:42.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by T. Frazier),33,34
140,2,8:28.0,L. Nance misses 2-pt hook shot from 5 ft,,33,34
141,2,8:27.0,Offensive rebound by L. Nance,,33,34
142,2,8:27.0,,Loose ball foul by L. Babbitt,33,34
143,2,8:21.0,M. Huertas misses 2-pt jump shot from 7 ft,,33,34
144,2,8:21.0,,Defensive rebound by A. Ajinça,33,34
145,2,8:18.0,,Turnover by J. Hamilton (bad pass),33,34
146,2,8:05.0,R. Kelly misses 2-pt jump shot from 19 ft,,33,34
147,2,8:04.0,,Defensive rebound by A. Ajinça,33,34
148,2,7:59.0,,Turnover by T. Frazier (bad pass),33,34
149,2,7:33.0,D. Russell makes 2-pt jump shot from 21 ft,,35,34
150,2,7:22.0,,A. Ajinça misses 2-pt jump shot from 20 ft,35,34
151,2,7:21.0,Defensive rebound by Team,,35,34
152,2,7:18.0,Turnover by M. Huertas (bad pass; steal by L. Babbitt),,35,34
153,2,7:17.0,,Personal foul by M. Huertas,35,34
154,2,7:08.0,,J. Ennis misses 3-pt jump shot from 26 ft,35,34
155,2,7:07.0,Defensive rebound by D. Russell,,35,34
156,2,7:02.0,Shooting foul by J. Ennis (drawn by D. Russell),,35,34
157,2,7:02.0,D. Russell misses free throw 1 of 2,,35,34
158,2,7:02.0,Offensive rebound by Team,,35,34
159,2,7:02.0,J. Randle enters the game for R. Kelly,,35,34
160,2,7:02.0,D. Russell makes free throw 2 of 2,,36,34
161,2,6:49.0,,A. Ajinça makes 2-pt jump shot from 19 ft (assist by T. Frazier),36,36
162,2,6:29.0,D. Russell makes 2-pt jump shot from 18 ft,,38,36
163,2,6:14.0,,Personal foul by R. Sacre,38,36
164,2,6:14.0,,L. Babbitt makes free throw 1 of 2,38,37
165,2,6:14.0,J. Clarkson enters the game for M. Huertas,,38,37
166,2,6:14.0,,L. Babbitt makes free throw 2 of 2,38,38
167,2,5:54.0,Shooting foul by T. Frazier (drawn by D. Russell),,38,38
168,2,5:54.0,,New Orleans full timeout,38,38
169,2,5:54.0,,Ö. Aşık enters the game for J. Ennis,38,38
170,2,5:54.0,,T. Douglas enters the game for L. Babbitt,38,38
171,2,5:54.0,D. Russell makes free throw 1 of 2,,39,38
172,2,5:54.0,D. Russell makes free throw 2 of 2,,40,38
173,2,5:42.0,,T. Frazier makes 2-pt jump shot from 20 ft,40,40
174,2,5:16.0,J. Clarkson misses 2-pt jump shot from 7 ft,,40,40
175,2,5:15.0,Offensive rebound by R. Sacre,,40,40
176,2,5:13.0,R. Sacre misses 2-pt layup from 2 ft (block by A. Ajinça),,40,40
177,2,5:12.0,,Defensive rebound by A. Ajinça,40,40
178,2,5:11.0,,Turnover by A. Ajinça (lost ball; steal by L. Nance),40,40
179,2,5:10.0,R. Sacre misses 2-pt layup at rim (block by A. Ajinça),,40,40
180,2,5:05.0,,Defensive rebound by Ö. Aşık,40,40
181,2,4:52.0,,Turnover by T. Frazier (lost ball; steal by D. Russell),40,40
182,2,4:52.0,,Loose ball foul by T. Frazier,40,40
183,2,4:52.0,D. Russell makes free throw 1 of 2,,41,40
184,2,4:52.0,D. Russell makes free throw 2 of 2,,42,40
185,2,4:31.0,,T. Douglas misses 2-pt layup from 1 ft (block by L. Nance),42,40
186,2,4:28.0,Defensive rebound by R. Sacre,,42,40
187,2,4:22.0,L. Nance misses 2-pt layup at rim,,42,40
188,2,4:21.0,,Defensive rebound by A. Ajinça,42,40
189,2,4:16.0,,J. Hamilton makes 2-pt layup at rim,42,42
190,2,4:16.0,,Shooting foul by R. Sacre (drawn by J. Hamilton),42,42
191,2,4:16.0,,J. Hamilton misses free throw 1 of 1,42,42
192,2,4:15.0,Defensive rebound by R. Sacre,,42,42
193,2,4:00.0,Personal foul by T. Douglas,,42,42
194,2,4:00.0,D. Russell makes free throw 1 of 2,,43,42
195,2,4:00.0,R. Kelly enters the game for L. Nance,,43,42
196,2,4:00.0,D. Russell makes free throw 2 of 2,,44,42
197,2,3:39.0,,T. Frazier misses 2-pt jump shot from 13 ft,44,42
198,2,3:38.0,Defensive rebound by J. Randle,,44,42
199,2,3:29.0,Shooting foul by T. Douglas (drawn by J. Clarkson),,44,42
200,2,3:29.0,J. Clarkson misses free throw 1 of 2,,44,42
201,2,3:29.0,Offensive rebound by Team,,44,42
202,2,3:29.0,M. Huertas enters the game for D. Russell,,44,42
203,2,3:29.0,J. Clarkson makes free throw 2 of 2,,45,42
204,2,3:18.0,,J. Hamilton makes 3-pt jump shot from 25 ft,45,45
205,2,3:05.0,Shooting foul by Ö. Aşık (drawn by J. Randle),,45,45
206,2,3:05.0,J. Randle makes free throw 1 of 2,,46,45
207,2,3:05.0,,D. Cunningham enters the game for Ö. Aşık,46,45
208,2,3:05.0,J. Randle misses free throw 2 of 2,,46,45
209,2,3:04.0,,Defensive rebound by A. Ajinça,46,45
210,2,2:50.0,,J. Hamilton makes 3-pt jump shot from 24 ft (assist by T. Frazier),46,48
211,2,2:35.0,Offensive foul by J. Randle (drawn by T. Douglas),,46,48
212,2,2:35.0,Turnover by J. Randle (offensive foul),,46,48
213,2,2:35.0,LA Lakers full timeout,,46,48
214,2,2:14.0,,J. Hamilton misses 3-pt jump shot from 24 ft,46,48
215,2,2:13.0,Defensive rebound by J. Clarkson,,46,48
216,2,1:51.0,R. Kelly misses 2-pt jump shot from 16 ft,,46,48
217,2,1:49.0,,Defensive rebound by J. Hamilton,46,48
218,2,1:35.0,,A. Ajinça makes 2-pt jump shot from 20 ft (assist by T. Frazier),46,50
219,2,1:15.0,J. Clarkson misses 3-pt jump shot from 27 ft,,46,50
220,2,1:14.0,,Defensive rebound by D. Cunningham,46,50
221,2,0:59.0,,T. Douglas makes 2-pt layup from 1 ft (assist by T. Frazier),46,52
222,2,0:42.0,Turnover by M. Huertas (discontinued dribble),,46,52
223,2,0:42.0,,J. Ennis enters the game for T. Frazier,46,52
224,2,0:33.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by T. Douglas),46,55
225,2,0:29.0,M. Huertas misses 2-pt layup from 4 ft,,46,55
226,2,0:28.0,,Defensive rebound by Team,46,55
227,2,0:28.0,,T. Frazier enters the game for J. Ennis,46,55
228,2,0:28.0,,L. Babbitt enters the game for D. Cunningham,46,55
229,2,0:05.0,,T. Douglas makes 2-pt jump shot from 19 ft (assist by T. Frazier),46,57
230,2,0:01.0,J. Randle misses 2-pt jump shot from 5 ft,,46,57
231,2,0:00.0,,Defensive rebound by J. Hamilton,46,57
232,3,11:42.0,K. Bryant misses 3-pt jump shot from 26 ft,,46,57
233,3,11:41.0,,Defensive rebound by Ö. Aşık,46,57
234,3,11:27.0,,A. Ajinça makes 2-pt jump shot from 12 ft (assist by D. Cunningham),46,59
235,3,11:16.0,D. Russell misses 3-pt jump shot from 24 ft,,46,59
236,3,11:15.0,,Defensive rebound by J. Ennis,46,59
237,3,10:57.0,,J. Ennis makes 2-pt jump shot from 7 ft,46,61
238,3,10:41.0,J. Clarkson makes 2-pt layup from 1 ft,,48,61
239,3,10:15.0,,T. Douglas makes 2-pt jump shot from 20 ft,48,63
240,3,10:02.0,R. Hibbert makes 2-pt jump shot from 15 ft (assist by J. Randle),,50,63
241,3,9:49.0,,D. Cunningham misses 2-pt jump shot from 18 ft,50,63
242,3,9:48.0,,Offensive rebound by A. Ajinça,50,63
243,3,9:44.0,,J. Ennis misses 3-pt jump shot from 26 ft,50,63
244,3,9:43.0,Defensive rebound by K. Bryant,,50,63
245,3,9:33.0,K. Bryant misses 2-pt jump shot from 14 ft,,50,63
246,3,9:32.0,,Defensive rebound by Ö. Aşık,50,63
247,3,9:15.0,,T. Douglas misses 2-pt jump shot from 6 ft,50,63
248,3,9:14.0,Defensive rebound by R. Hibbert,,50,63
249,3,9:07.0,D. Russell makes 2-pt layup at rim,,52,63
250,3,9:07.0,Shooting foul by A. Ajinça (drawn by D. Russell),,52,63
251,3,9:07.0,D. Russell makes free throw 1 of 1,,53,63
252,3,8:50.0,,D. Cunningham misses 2-pt layup from 2 ft,53,63
253,3,8:49.0,,Offensive rebound by A. Ajinça,53,63
254,3,8:47.0,,Shooting foul by J. Randle (drawn by D. Cunningham),53,63
255,3,8:47.0,,D. Cunningham makes free throw 1 of 2,53,64
256,3,8:47.0,,D. Cunningham makes free throw 2 of 2,53,65
257,3,8:33.0,J. Randle misses 2-pt jump shot from 19 ft,,53,65
258,3,8:32.0,,Defensive rebound by T. Douglas,53,65
259,3,8:11.0,,Shooting foul by J. Clarkson (drawn by T. Douglas),53,65
260,3,8:11.0,,T. Douglas makes free throw 1 of 2,53,66
261,3,8:11.0,,T. Douglas makes free throw 2 of 2,53,67
262,3,7:46.0,J. Clarkson misses 2-pt jump shot from 19 ft,,53,67
263,3,7:45.0,,Defensive rebound by T. Douglas,53,67
264,3,7:37.0,,T. Douglas makes 2-pt jump shot from 9 ft,53,69
265,3,7:18.0,J. Clarkson makes 2-pt jump shot from 8 ft (assist by K. Bryant),,55,69
266,3,7:06.0,,D. Cunningham makes 2-pt jump shot from 20 ft (assist by A. Ajinça),55,71
267,3,6:56.0,Turnover by R. Hibbert (bad pass),,55,71
268,3,6:39.0,,A. Ajinça makes 2-pt jump shot from 15 ft (assist by J. Ennis),55,73
269,3,6:25.0,Personal foul by A. Ajinça,,55,73
270,3,6:16.0,R. Hibbert misses 2-pt jump shot from 17 ft,,55,73
271,3,6:15.0,,Defensive rebound by T. Douglas,55,73
272,3,5:56.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by A. Ajinça),55,76
273,3,5:40.0,Turnover by K. Bryant (lost ball; steal by T. Douglas),,55,76
274,3,5:36.0,,T. Douglas makes 2-pt layup from 2 ft,55,78
275,3,5:32.0,LA Lakers full timeout,,55,78
276,3,5:32.0,M. Huertas enters the game for J. Clarkson,,55,78
277,3,5:15.0,J. Randle misses 2-pt jump shot from 7 ft,,55,78
278,3,5:14.0,,Defensive rebound by A. Ajinça,55,78
279,3,5:01.0,,A. Ajinça makes 2-pt jump shot from 19 ft (assist by T. Douglas),55,80
280,3,4:52.0,L. Nance enters the game for K. Bryant,,55,80
281,3,4:44.0,D. Russell misses 2-pt jump shot from 14 ft,,55,80
282,3,4:43.0,,Defensive rebound by A. Ajinça,55,80
283,3,4:33.0,,T. Douglas misses 3-pt jump shot from 25 ft,55,80
284,3,4:32.0,Defensive rebound by L. Nance,,55,80
285,3,4:22.0,J. Randle makes 2-pt layup from 1 ft (assist by M. Huertas),,57,80
286,3,4:00.0,,Turnover by D. Cunningham (bad pass; steal by L. Nance),57,80
287,3,3:46.0,L. Nance makes 2-pt jump shot from 19 ft (assist by D. Russell),,59,80
288,3,3:28.0,,Personal foul by M. Huertas,59,80
289,3,3:28.0,,K. Perkins enters the game for Ö. Aşık,59,80
290,3,3:15.0,,J. Ennis misses 2-pt layup from 3 ft (block by R. Hibbert),59,80
291,3,3:14.0,Defensive rebound by R. Hibbert,,59,80
292,3,3:00.0,Turnover by R. Hibbert (traveling),,59,80
293,3,2:48.0,,Shooting foul by M. Huertas (drawn by T. Douglas),59,80
294,3,2:48.0,,New Orleans full timeout,59,80
295,3,2:48.0,,L. Babbitt enters the game for D. Cunningham,59,80
296,3,2:48.0,,T. Douglas makes free throw 1 of 2,59,81
297,3,2:48.0,,T. Douglas makes free throw 2 of 2,59,82
298,3,2:31.0,Personal foul by K. Perkins,,59,82
299,3,2:26.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Randle),,62,82
300,3,2:06.0,,Turnover by J. Ennis (lost ball; steal by R. Hibbert),62,82
301,3,2:00.0,D. Russell makes 2-pt layup at rim (assist by M. Huertas),,64,82
302,3,1:37.0,,A. Ajinça misses 2-pt jump shot from 16 ft,64,82
303,3,1:36.0,Defensive rebound by R. Hibbert,,64,82
304,3,1:27.0,J. Randle misses 2-pt layup at rim,,64,82
305,3,1:26.0,Offensive rebound by J. Randle,,64,82
306,3,1:23.0,R. Hibbert misses 2-pt layup from 2 ft (block by K. Perkins),,64,82
307,3,1:22.0,Offensive rebound by R. Hibbert,,64,82
308,3,1:20.0,R. Hibbert misses 2-pt layup from 1 ft (block by K. Perkins),,64,82
309,3,1:19.0,,Defensive rebound by T. Douglas,64,82
310,3,1:13.0,,Shooting foul by R. Hibbert (drawn by J. Ennis),64,82
311,3,1:13.0,,J. Ennis makes free throw 1 of 2,64,83
312,3,1:13.0,R. Kelly enters the game for R. Hibbert,,64,83
313,3,1:13.0,T. Black enters the game for J. Randle,,64,83
314,3,1:13.0,,J. Ennis makes free throw 2 of 2,64,84
315,3,1:01.0,Shooting foul by K. Perkins (drawn by D. Russell),,64,84
316,3,1:01.0,D. Russell misses free throw 1 of 2,,64,84
317,3,1:01.0,Offensive rebound by Team,,64,84
318,3,1:01.0,,J. Hamilton enters the game for A. Ajinça,64,84
319,3,1:01.0,D. Russell makes free throw 2 of 2,,65,84
320,3,0:49.0,,T. Douglas misses 2-pt jump shot from 19 ft,65,84
321,3,0:48.0,Defensive rebound by T. Black,,65,84
322,3,0:38.0,D. Russell makes 2-pt jump shot from 19 ft,,67,84
323,3,0:30.0,,L. Babbitt makes 3-pt jump shot from 22 ft (assist by T. Douglas),67,87
324,3,0:08.0,D. Russell misses 3-pt jump shot from 24 ft,,67,87
325,3,0:07.0,,Defensive rebound by K. Perkins,67,87
326,3,0:00.0,,L. Babbitt misses 2-pt jump shot from 7 ft,67,87
327,3,0:00.0,,Offensive rebound by Team,67,87
328,4,11:49.0,,J. Hamilton misses 3-pt jump shot from 24 ft,67,87
329,4,11:48.0,Defensive rebound by T. Black,,67,87
330,4,11:36.0,J. Clarkson makes 2-pt jump shot from 20 ft,,69,87
331,4,11:22.0,,K. Perkins misses 2-pt layup from 1 ft (block by L. Nance),69,87
332,4,11:20.0,,Offensive rebound by K. Perkins,69,87
333,4,11:19.0,,K. Perkins makes 2-pt layup from 1 ft,69,89
334,4,11:01.0,M. Huertas makes 2-pt jump shot from 14 ft,,71,89
335,4,10:48.0,,L. Babbitt makes 2-pt layup from 1 ft (assist by K. Perkins),71,91
336,4,10:22.0,Turnover by J. Clarkson (bad pass; steal by T. Frazier),,71,91
337,4,10:15.0,,Turnover by J. Hamilton (lost ball),71,91
338,4,10:03.0,M. Huertas misses 2-pt jump shot from 7 ft,,71,91
339,4,10:02.0,,Defensive rebound by T. Frazier,71,91
340,4,9:55.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Frazier),71,93
341,4,9:47.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by M. Huertas),,74,93
342,4,9:34.0,,T. Frazier misses 2-pt jump shot from 19 ft,74,93
343,4,9:32.0,Defensive rebound by R. Kelly,,74,93
344,4,9:24.0,J. Clarkson makes 3-pt jump shot from 25 ft,,77,93
345,4,9:06.0,,J. Hamilton makes 2-pt jump shot from 17 ft (assist by T. Frazier),77,95
346,4,8:47.0,M. Huertas misses 3-pt jump shot from 24 ft,,77,95
347,4,8:46.0,,Defensive rebound by L. Babbitt,77,95
348,4,8:30.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by L. Babbitt),77,98
349,4,8:09.0,T. Black makes 2-pt layup from 2 ft (assist by M. Huertas),,79,98
350,4,7:56.0,,Personal foul by T. Black,79,98
351,4,7:56.0,,A. Ajinça enters the game for K. Perkins,79,98
352,4,7:43.0,,Turnover by J. Hamilton (bad pass; steal by J. Clarkson),79,98
353,4,7:40.0,M. Huertas makes 2-pt layup at rim,,81,98
354,4,7:40.0,Shooting foul by T. Frazier (drawn by M. Huertas),,81,98
355,4,7:40.0,M. Huertas makes free throw 1 of 1,,82,98
356,4,7:20.0,,Turnover by D. Cunningham (traveling),82,98
357,4,7:20.0,K. Bryant enters the game for R. Kelly,,82,98
358,4,7:04.0,T. Black misses 2-pt dunk at rim,,82,98
359,4,7:03.0,,Defensive rebound by L. Babbitt,82,98
360,4,6:48.0,,A. Ajinça makes 2-pt jump shot from 17 ft (assist by T. Frazier),82,100
361,4,6:29.0,K. Bryant misses 3-pt jump shot from 27 ft,,82,100
362,4,6:28.0,,Defensive rebound by L. Babbitt,82,100
363,4,6:12.0,,Turnover by J. Hamilton (bad pass; steal by T. Black),82,100
364,4,6:04.0,Turnover by M. Huertas (bad pass),,82,100
365,4,6:04.0,,T. Douglas enters the game for J. Hamilton,82,100
366,4,5:52.0,,New Orleans full timeout,82,100
367,4,5:52.0,D. Russell enters the game for M. Huertas,,82,100
368,4,5:52.0,R. Sacre enters the game for T. Black,,82,100
369,4,5:52.0,J. Randle enters the game for L. Nance,,82,100
370,4,5:44.0,,A. Ajinça makes 2-pt jump shot from 17 ft (assist by T. Frazier),82,102
371,4,5:25.0,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Sacre),,85,102
372,4,5:09.0,,T. Frazier makes 2-pt layup from 1 ft,85,104
373,4,4:55.0,K. Bryant misses 2-pt jump shot from 16 ft,,85,104
374,4,4:54.0,Offensive rebound by J. Randle,,85,104
375,4,4:44.0,Turnover by D. Russell (bad pass; steal by A. Ajinça),,85,104
376,4,4:39.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Frazier),85,106
377,4,4:29.0,D. Russell misses 2-pt jump shot from 10 ft,,85,106
378,4,4:28.0,Offensive rebound by J. Clarkson,,85,106
379,4,4:15.0,Turnover by K. Bryant (back court),,85,106
380,4,4:15.0,R. Kelly enters the game for K. Bryant,,85,106
381,4,4:03.0,,Personal foul by J. Clarkson,85,106
382,4,3:55.0,,Turnover by T. Frazier (bad pass; steal by R. Sacre),85,106
