,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
385,4,5:07.0,,Defensive rebound by C. Paul,84,91
386,4,4:58.0,,C. Paul makes 2-pt jump shot from 10 ft,84,93
387,4,4:44.0,B. Lopez misses 2-pt jump shot from 16 ft,,84,93
388,4,4:43.0,,Defensive rebound by D. Jordan,84,93
389,4,4:31.0,,C. Paul misses 2-pt jump shot from 14 ft,84,93
390,4,4:29.0,Defensive rebound by T. Young,,84,93
391,4,4:27.0,B. Bogdanović makes 2-pt dunk at rim (assist by T. Young),,86,93
392,4,4:11.0,,J. Crawford makes 2-pt jump shot from 15 ft,86,95
393,4,4:03.0,Brooklyn full timeout,,86,95
394,4,4:03.0,,J. Redick enters the game for J. Green,86,95
395,4,4:03.0,,P. Pierce enters the game for W. Johnson,86,95
396,4,3:57.0,Personal foul by J. Crawford (drawn by B. Lopez),,86,95
397,4,3:52.0,Turnover by D. Sloan (bad pass; steal by J. Redick),,86,95
398,4,3:46.0,,Turnover by D. Jordan (lost ball; steal by D. Sloan),86,95
399,4,3:33.0,Turnover by B. Lopez (lost ball; steal by P. Pierce),,86,95
400,4,3:13.0,,J. Crawford makes 2-pt jump shot from 15 ft,86,97
401,4,2:56.0,M. Brown makes 2-pt jump shot from 19 ft (assist by B. Lopez),,88,97
402,4,2:56.0,Shooting foul by J. Redick (drawn by M. Brown),,88,97
403,4,2:56.0,,LA Clippers full timeout,88,97
404,4,2:56.0,M. Brown misses free throw 1 of 1,,88,97
405,4,2:55.0,,Defensive rebound by P. Pierce,88,97
406,4,2:39.0,,P. Pierce misses 3-pt jump shot from 23 ft,88,97
407,4,2:38.0,Defensive rebound by B. Bogdanović,,88,97
408,4,2:26.0,M. Brown misses 2-pt jump shot from 19 ft,,88,97
409,4,2:25.0,,Defensive rebound by P. Pierce,88,97
410,4,2:09.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),88,99
411,4,1:54.0,Shooting foul by D. Jordan (drawn by B. Lopez),,88,99
412,4,1:54.0,B. Lopez makes free throw 1 of 2,,89,99
413,4,1:54.0,S. Larkin enters the game for D. Sloan,,89,99
414,4,1:54.0,B. Lopez makes free throw 2 of 2,,90,99
415,4,1:41.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),90,101
416,4,1:28.0,Shooting foul by J. Crawford (drawn by B. Bogdanović),,90,101
417,4,1:28.0,B. Bogdanović makes free throw 1 of 2,,91,101
418,4,1:28.0,B. Bogdanović makes free throw 2 of 2,,92,101
419,4,1:14.0,,C. Paul makes 2-pt layup from 2 ft,92,103
420,4,1:06.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Larkin),,95,103
421,4,0:47.0,,J. Redick misses 3-pt jump shot from 26 ft,95,103
422,4,0:46.0,Defensive rebound by T. Young,,95,103
423,4,0:36.0,T. Young misses 2-pt jump shot from 4 ft,,95,103
424,4,0:34.0,,Defensive rebound by C. Paul,95,103
425,4,0:34.0,,Personal take foul by B. Lopez (drawn by C. Paul),95,103
426,4,0:34.0,T. Robinson enters the game for B. Lopez,,95,103
427,4,0:34.0,W. Reed enters the game for T. Young,,95,103
428,4,0:34.0,S. Karasev enters the game for M. Brown,,95,103
429,4,0:17.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),95,105
