,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
52,1,4:47.0,Shooting foul by R. Covington (drawn by D. Cousins),,15,20
53,1,4:47.0,D. Cousins makes free throw 1 of 2,,16,20
54,1,4:47.0,,H. Thompson enters the game for R. Covington,16,20
55,1,4:47.0,O. Casspi enters the game for W. Cauley-Stein,,16,20
56,1,4:47.0,D. Cousins makes free throw 2 of 2,,17,20
57,1,4:33.0,,H. Thompson misses 2-pt jump shot from 20 ft,17,20
58,1,4:31.0,Defensive rebound by D. Cousins,,17,20
59,1,4:25.0,D. Cousins misses 3-pt jump shot from 26 ft,,17,20
60,1,4:23.0,Offensive rebound by R. Rondo,,17,20
61,1,4:21.0,R. Gay makes 2-pt hook shot from 7 ft (assist by R. Rondo),,19,20
62,1,4:21.0,,Philadelphia full timeout,19,20
63,1,4:21.0,D. Collison enters the game for M. Belinelli,,19,20
64,1,4:21.0,,J. Grant enters the game for J. Okafor,19,20
65,1,3:58.0,,N. Stauskas misses 3-pt jump shot from 23 ft,19,20
66,1,3:57.0,,Offensive rebound by R. Holmes,19,20
67,1,3:47.0,,H. Thompson misses 3-pt jump shot from 25 ft,19,20
68,1,3:46.0,Defensive rebound by O. Casspi,,19,20
69,1,3:36.0,R. Gay misses 2-pt jump shot from 7 ft,,19,20
70,1,3:34.0,Offensive rebound by R. Gay,,19,20
71,1,3:34.0,R. Gay misses 2-pt layup from 1 ft,,19,20
72,1,3:32.0,,Defensive rebound by H. Thompson,19,20
73,1,3:22.0,,R. Holmes misses 2-pt layup from 1 ft,19,20
74,1,3:20.0,Defensive rebound by D. Cousins,,19,20
75,1,3:16.0,D. Collison misses 2-pt jump shot from 3 ft,,19,20
76,1,3:13.0,,Defensive rebound by J. Grant,19,20
77,1,3:07.0,,R. Holmes makes 2-pt layup from 1 ft (assist by J. Grant),19,22
78,1,3:07.0,,Shooting foul by D. Cousins (drawn by R. Holmes),19,22
79,1,3:07.0,,T. McConnell enters the game for N. Stauskas,19,22
80,1,3:07.0,K. Koufos enters the game for D. Cousins,,19,22
81,1,3:07.0,,I. Canaan enters the game for I. Smith,19,22
82,1,3:07.0,,R. Holmes misses free throw 1 of 1,19,22
83,1,3:03.0,Defensive rebound by O. Casspi,,19,22
84,1,2:49.0,R. Rondo misses 2-pt layup from 2 ft (block by J. Grant),,19,22
85,1,2:48.0,,Defensive rebound by Team,19,22
86,1,2:28.0,,R. Holmes misses 2-pt layup from 1 ft (block by K. Koufos),19,22
87,1,2:26.0,,Offensive rebound by R. Holmes,19,22
88,1,2:24.0,,R. Holmes makes 2-pt layup from 1 ft,19,24
89,1,2:15.0,Shooting foul by R. Holmes (drawn by R. Gay),,19,24
90,1,2:15.0,R. Gay makes free throw 1 of 2,,20,24
91,1,2:15.0,R. Gay makes free throw 2 of 2,,21,24
92,1,2:02.0,,R. Holmes misses 3-pt jump shot from 25 ft,21,24
93,1,2:01.0,,Offensive rebound by T. McConnell,21,24
94,1,1:56.0,,I. Canaan misses 2-pt layup at rim,21,24
95,1,1:54.0,,Offensive rebound by H. Thompson,21,24
96,1,1:53.0,,H. Thompson misses 2-pt jump shot from 5 ft,21,24
97,1,1:50.0,,Offensive rebound by H. Thompson,21,24
98,1,1:32.0,,R. Holmes makes 2-pt layup from 2 ft (assist by J. Grant),21,26
99,1,1:32.0,,Shooting foul by O. Casspi (drawn by R. Holmes),21,26
100,1,1:32.0,W. Cauley-Stein enters the game for R. Gay,,21,26
101,1,1:32.0,,R. Holmes misses free throw 1 of 1,21,26
102,1,1:31.0,,Offensive rebound by H. Thompson,21,26
103,1,1:24.0,,I. Canaan misses 3-pt jump shot from 25 ft,21,26
104,1,1:22.0,Defensive rebound by R. Rondo,,21,26
105,1,1:15.0,O. Casspi misses 2-pt jump shot from 4 ft (block by R. Holmes),,21,26
106,1,1:13.0,,Defensive rebound by H. Thompson,21,26
107,1,1:10.0,,H. Thompson makes 2-pt layup from 2 ft (assist by T. McConnell),21,28
108,1,0:58.0,Flagrant foul type 1 by R. Holmes (drawn by W. Cauley-Stein),,21,28
109,1,0:58.0,W. Cauley-Stein misses flagrant free throw 1 of 2,,21,28
110,1,0:58.0,Offensive rebound by Team,,21,28
111,1,0:58.0,W. Cauley-Stein makes flagrant free throw 2 of 2,,22,28
112,1,0:42.0,K. Koufos makes 2-pt dunk at rim (assist by W. Cauley-Stein),,24,28
113,1,0:22.0,,T. McConnell makes 2-pt jump shot from 18 ft,24,30
114,1,0:02.0,R. Rondo misses 2-pt jump shot from 7 ft,,24,30
115,1,0:00.0,,Defensive rebound by J. Grant,24,30
116,2,11:41.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by J. Okafor),24,33
117,2,11:23.0,K. Koufos makes 2-pt hook shot from 4 ft (assist by O. Casspi),,26,33
118,2,11:02.0,,Personal foul by O. Casspi (drawn by H. Thompson),26,33
119,2,10:52.0,,H. Thompson misses 3-pt jump shot from 24 ft,26,33
120,2,10:51.0,Defensive rebound by K. Koufos,,26,33
121,2,10:43.0,K. Koufos misses 2-pt hook shot from 6 ft,,26,33
122,2,10:43.0,,Defensive rebound by Team,26,33
123,2,10:35.0,,H. Thompson makes 2-pt layup from 1 ft (assist by J. Okafor),26,35
124,2,10:20.0,Personal foul by I. Canaan (drawn by M. Belinelli),,26,35
125,2,10:20.0,R. Gay enters the game for O. Casspi,,26,35
126,2,10:08.0,M. Belinelli misses 3-pt jump shot from 26 ft,,26,35
127,2,10:06.0,,Defensive rebound by T. McConnell,26,35
128,2,9:55.0,,Shooting foul by K. Koufos (drawn by J. Okafor),26,35
129,2,9:55.0,,J. Okafor misses free throw 1 of 2,26,35
130,2,9:55.0,,Offensive rebound by Team,26,35
131,2,9:55.0,,J. Okafor makes free throw 2 of 2,26,36
132,2,9:31.0,M. Belinelli misses 2-pt jump shot from 17 ft,,26,36
133,2,9:29.0,,Defensive rebound by H. Thompson,26,36
134,2,9:24.0,,Turnover by T. McConnell (lost ball),26,36
135,2,9:11.0,K. Koufos makes 2-pt jump shot from 10 ft (assist by D. Collison),,28,36
136,2,9:06.0,,Philadelphia full timeout,28,36
137,2,9:06.0,D. Cousins enters the game for W. Cauley-Stein,,28,36
138,2,8:49.0,,I. Canaan misses 2-pt jump shot from 4 ft (block by R. Gay),28,36
139,2,8:47.0,,Offensive rebound by J. Grant,28,36
140,2,8:45.0,,H. Thompson misses 3-pt jump shot from 26 ft,28,36
141,2,8:43.0,Defensive rebound by R. Gay,,28,36
142,2,8:40.0,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),,30,36
143,2,8:23.0,,H. Thompson misses 3-pt jump shot from 25 ft,30,36
144,2,8:22.0,Defensive rebound by M. Belinelli,,30,36
145,2,8:08.0,D. Cousins makes 2-pt jump shot from 3 ft (assist by D. Collison),,32,36
146,2,7:55.0,,Shooting foul by K. Koufos (drawn by J. Okafor),32,36
147,2,7:55.0,,J. Okafor makes free throw 1 of 2,32,37
148,2,7:55.0,,N. Stauskas enters the game for I. Canaan,32,37
149,2,7:55.0,,R. Covington enters the game for H. Thompson,32,37
150,2,7:55.0,,R. Holmes enters the game for J. Grant,32,37
151,2,7:55.0,,J. Okafor makes free throw 2 of 2,32,38
152,2,7:43.0,D. Collison makes 2-pt layup at rim (assist by D. Cousins),,34,38
153,2,7:26.0,,J. Okafor misses 2-pt jump shot from 6 ft,34,38
154,2,7:24.0,Defensive rebound by D. Cousins,,34,38
155,2,7:12.0,R. Gay makes 2-pt jump shot from 8 ft,,36,38
156,2,6:51.0,,T. McConnell misses 3-pt jump shot from 24 ft,36,38
157,2,6:51.0,Defensive rebound by Team,,36,38
158,2,6:38.0,Turnover by D. Cousins (lost ball; steal by R. Holmes),,36,38
159,2,6:33.0,,R. Covington misses 2-pt layup from 2 ft,36,38
160,2,6:32.0,Defensive rebound by Team,,36,38
161,2,6:32.0,,I. Smith enters the game for T. McConnell,36,38
162,2,6:23.0,D. Collison misses 2-pt jump shot from 5 ft (block by J. Okafor),,36,38
163,2,6:22.0,Offensive rebound by Team,,36,38
164,2,6:17.0,Shooting foul by R. Covington (drawn by D. Cousins),,36,38
165,2,6:17.0,D. Cousins makes free throw 1 of 2,,37,38
166,2,6:17.0,D. Cousins makes free throw 2 of 2,,38,38
167,2,6:04.0,,J. Okafor makes 2-pt jump shot from 4 ft,38,40
168,2,5:52.0,Shooting foul by R. Holmes (drawn by D. Cousins),,38,40
169,2,5:52.0,Official timeout,,38,40
170,2,5:52.0,O. Casspi enters the game for M. Belinelli,,38,40
171,2,5:52.0,R. Rondo enters the game for K. Koufos,,38,40
172,2,5:52.0,,C. Landry enters the game for R. Holmes,38,40
173,2,5:52.0,D. Cousins misses free throw 1 of 2,,38,40
174,2,5:52.0,Offensive rebound by Team,,38,40
175,2,5:52.0,D. Cousins makes free throw 2 of 2,,39,40
176,2,5:41.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by I. Smith),39,42
177,2,5:33.0,D. Cousins makes 2-pt hook shot from 1 ft (assist by R. Rondo),,41,42
178,2,5:11.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),41,45
179,2,5:05.0,Shooting foul by C. Landry (drawn by D. Cousins),,41,45
180,2,5:05.0,D. Cousins makes free throw 1 of 2,,42,45
181,2,5:05.0,D. Cousins misses free throw 2 of 2,,42,45
182,2,5:04.0,,Defensive rebound by J. Okafor,42,45
183,2,4:53.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by N. Stauskas),42,48
184,2,4:47.0,D. Collison misses 2-pt layup at rim,,42,48
185,2,4:46.0,,Defensive rebound by J. Okafor,42,48
186,2,4:27.0,,C. Landry makes 2-pt layup from 1 ft (assist by I. Smith),42,50
187,2,4:16.0,R. Rondo misses 2-pt layup from 2 ft (block by J. Okafor),,42,50
188,2,4:15.0,Offensive rebound by D. Cousins,,42,50
189,2,4:15.0,Shooting foul by I. Smith (drawn by D. Cousins),,42,50
190,2,4:15.0,D. Cousins makes free throw 1 of 2,,43,50
191,2,4:15.0,D. Cousins misses free throw 2 of 2,,43,50
192,2,4:14.0,,Defensive rebound by C. Landry,43,50
193,2,4:01.0,,C. Landry misses 2-pt jump shot from 20 ft,43,50
194,2,4:00.0,Defensive rebound by O. Casspi,,43,50
195,2,3:53.0,Shooting foul by J. Okafor (drawn by D. Cousins),,43,50
196,2,3:53.0,D. Cousins misses free throw 1 of 2,,43,50
197,2,3:53.0,Offensive rebound by Team,,43,50
198,2,3:53.0,M. Belinelli enters the game for D. Collison,,43,50
199,2,3:53.0,D. Cousins makes free throw 2 of 2,,44,50
200,2,3:39.0,,J. Okafor misses 2-pt jump shot from 13 ft,44,50
201,2,3:38.0,,Offensive rebound by R. Covington,44,50
202,2,3:37.0,,R. Covington misses 2-pt jump shot from 3 ft,44,50
203,2,3:35.0,,Offensive rebound by C. Landry,44,50
204,2,3:35.0,,C. Landry misses 2-pt layup from 1 ft (block by R. Gay),44,50
205,2,3:35.0,,Offensive rebound by Team,44,50
206,2,3:35.0,W. Cauley-Stein enters the game for O. Casspi,,44,50
207,2,3:25.0,,J. Okafor makes 2-pt layup from 1 ft,44,52
208,2,3:13.0,Turnover by R. Gay (bad pass; steal by R. Covington),,44,52
209,2,3:06.0,Offensive charge foul by J. Okafor (drawn by D. Cousins),,44,52
210,2,3:06.0,,Turnover by J. Okafor (offensive foul),44,52
211,2,2:48.0,D. Cousins misses 2-pt dunk at rim,,44,52
212,2,2:46.0,,Defensive rebound by I. Smith,44,52
213,2,2:39.0,,J. Okafor makes 2-pt layup from 1 ft (assist by R. Covington),44,54
214,2,2:39.0,,Shooting foul by R. Gay (drawn by J. Okafor),44,54
215,2,2:39.0,Sacramento full timeout,,44,54
216,2,2:39.0,,J. Okafor makes free throw 1 of 1,44,55
217,2,2:21.0,M. Belinelli misses 3-pt jump shot from 25 ft,,44,55
218,2,2:20.0,Offensive rebound by R. Gay,,44,55
219,2,2:20.0,Turnover by R. Gay (step out of bounds),,44,55
220,2,2:00.0,,I. Smith makes 2-pt jump shot from 19 ft (assist by C. Landry),44,57
221,2,1:43.0,R. Gay misses 2-pt jump shot from 15 ft,,44,57
222,2,1:41.0,,Defensive rebound by R. Covington,44,57
223,2,1:32.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Smith),44,60
224,2,1:12.0,D. Cousins misses 2-pt layup from 1 ft,,44,60
225,2,1:10.0,,Defensive rebound by J. Okafor,44,60
226,2,1:00.0,,Turnover by C. Landry (lost ball),44,60
227,2,1:00.0,,J. Grant enters the game for J. Okafor,44,60
228,2,0:53.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by R. Rondo),,46,60
229,2,0:44.0,,R. Covington misses 3-pt jump shot from 26 ft,46,60
230,2,0:43.0,,Offensive rebound by C. Landry,46,60
231,2,0:35.0,,R. Covington misses 2-pt layup from 1 ft,46,60
232,2,0:33.0,Defensive rebound by D. Cousins,,46,60
233,2,0:28.0,M. Belinelli misses 3-pt jump shot from 23 ft,,46,60
234,2,0:26.0,Offensive rebound by W. Cauley-Stein,,46,60
235,2,0:06.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,48,60
236,2,0:06.0,,Philadelphia full timeout,48,60
237,2,0:06.0,J. Anderson enters the game for R. Gay,,48,60
238,2,0:06.0,D. Collison enters the game for M. Belinelli,,48,60
239,2,0:01.0,,N. Stauskas makes 3-pt jump shot from 31 ft,48,63
240,3,11:43.0,,Turnover by R. Covington (bad pass; steal by J. Anderson),48,63
241,3,11:31.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),,50,63
242,3,11:14.0,,J. Okafor misses 2-pt jump shot from 12 ft,50,63
243,3,11:12.0,Defensive rebound by Q. Acy,,50,63
244,3,11:06.0,R. Gay misses 2-pt layup from 2 ft (block by J. Grant),,50,63
245,3,11:03.0,,Defensive rebound by I. Smith,50,63
246,3,10:57.0,,J. Grant misses 3-pt jump shot from 23 ft,50,63
247,3,10:56.0,Defensive rebound by R. Rondo,,50,63
248,3,10:44.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,52,63
249,3,10:26.0,,Shooting foul by D. Cousins (drawn by R. Covington),52,63
250,3,10:26.0,,R. Covington makes free throw 1 of 2,52,64
251,3,10:26.0,,R. Covington makes free throw 2 of 2,52,65
252,3,10:11.0,R. Rondo misses 2-pt layup from 2 ft,,52,65
253,3,10:09.0,,Defensive rebound by R. Covington,52,65
254,3,9:53.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Okafor),52,68
255,3,9:33.0,Turnover by Q. Acy (bad pass; steal by R. Covington),,52,68
256,3,9:29.0,,Turnover by R. Covington (traveling),52,68
257,3,9:11.0,D. Cousins misses 2-pt layup from 1 ft,,52,68
258,3,9:09.0,Offensive rebound by Q. Acy,,52,68
259,3,9:07.0,Q. Acy makes 2-pt layup from 1 ft,,54,68
260,3,8:57.0,,J. Grant misses 3-pt jump shot from 26 ft,54,68
261,3,8:55.0,Defensive rebound by J. Anderson,,54,68
262,3,8:47.0,D. Cousins misses 3-pt jump shot from 27 ft,,54,68
263,3,8:44.0,Offensive rebound by Q. Acy,,54,68
264,3,8:44.0,Q. Acy makes 2-pt layup from 1 ft,,56,68
265,3,8:29.0,,Turnover by J. Okafor (lost ball; steal by D. Cousins),56,68
266,3,8:23.0,J. Anderson misses 3-pt jump shot from 24 ft,,56,68
267,3,8:21.0,,Defensive rebound by J. Okafor,56,68
268,3,8:09.0,,N. Stauskas makes 2-pt jump shot from 20 ft,56,70
269,3,7:40.0,R. Gay misses 3-pt jump shot from 25 ft,,56,70
270,3,7:38.0,,Defensive rebound by N. Stauskas,56,70
271,3,7:32.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by I. Smith),56,73
272,3,7:14.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,58,73
273,3,7:14.0,Shooting foul by J. Okafor (drawn by D. Cousins),,58,73
274,3,7:14.0,D. Collison enters the game for J. Anderson,,58,73
275,3,7:14.0,D. Cousins makes free throw 1 of 1,,59,73
276,3,7:04.0,,Personal foul by D. Cousins (drawn by J. Okafor),59,73
277,3,7:04.0,,H. Thompson enters the game for R. Covington,59,73
278,3,6:51.0,,I. Smith misses 2-pt jump shot from 4 ft,59,73
279,3,6:49.0,Defensive rebound by D. Collison,,59,73
280,3,6:44.0,Turnover by R. Rondo (bad pass),,59,73
281,3,6:28.0,,Turnover by J. Okafor (bad pass),59,73
282,3,6:28.0,,R. Holmes enters the game for J. Grant,59,73
283,3,6:20.0,,Violation by I. Smith (kicked ball),59,73
284,3,6:09.0,R. Rondo makes 2-pt jump shot from 9 ft,,61,73
285,3,6:09.0,,Philadelphia full timeout,61,73
286,3,5:53.0,,Turnover by R. Holmes (bad pass),61,73
287,3,5:40.0,D. Cousins misses 2-pt jump shot from 9 ft,,61,73
288,3,5:38.0,Offensive rebound by D. Cousins,,61,73
289,3,5:37.0,D. Cousins misses 2-pt jump shot from 3 ft (block by R. Holmes),,61,73
290,3,5:36.0,Offensive rebound by D. Cousins,,61,73
291,3,5:35.0,D. Cousins misses 2-pt jump shot from 5 ft,,61,73
292,3,5:34.0,,Defensive rebound by J. Okafor,61,73
293,3,5:26.0,,J. Okafor makes 2-pt layup from 2 ft (assist by N. Stauskas),61,75
294,3,5:18.0,R. Gay misses 2-pt jump shot from 4 ft (block by R. Holmes),,61,75
295,3,5:18.0,Offensive rebound by Team,,61,75
296,3,5:18.0,,I. Canaan enters the game for N. Stauskas,61,75
297,3,5:13.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),,63,75
298,3,4:58.0,,H. Thompson misses 3-pt jump shot from 26 ft,63,75
299,3,4:56.0,Defensive rebound by D. Collison,,63,75
300,3,4:54.0,Shooting foul by I. Canaan (drawn by D. Collison),,63,75
301,3,4:54.0,D. Collison makes free throw 1 of 2,,64,75
302,3,4:54.0,D. Collison makes free throw 2 of 2,,65,75
303,3,4:31.0,,Turnover by J. Okafor (lost ball; steal by D. Cousins),65,75
304,3,4:27.0,R. Rondo makes 2-pt layup from 2 ft,,67,75
305,3,4:01.0,,Turnover by R. Holmes (bad pass),67,75
306,3,4:01.0,O. Casspi enters the game for R. Gay,,67,75
307,3,3:48.0,Turnover by R. Rondo (traveling),,67,75
308,3,3:48.0,,T. McConnell enters the game for I. Smith,67,75
309,3,3:48.0,,J. Grant enters the game for J. Okafor,67,75
310,3,3:39.0,,Personal foul by Q. Acy (drawn by J. Grant),67,75
311,3,3:31.0,,J. Grant misses 2-pt jump shot from 3 ft,67,75
312,3,3:29.0,,Offensive rebound by J. Grant,67,75
313,3,3:29.0,,Personal foul by Q. Acy (drawn by J. Grant),67,75
314,3,3:11.0,,Personal foul by D. Cousins (drawn by J. Grant),67,75
315,3,3:11.0,,J. Grant makes free throw 1 of 2,67,76
316,3,3:11.0,M. Belinelli enters the game for R. Rondo,,67,76
317,3,3:11.0,K. Koufos enters the game for D. Cousins,,67,76
318,3,3:11.0,,J. Grant makes free throw 2 of 2,67,77
319,3,3:02.0,Personal foul by I. Canaan (drawn by D. Collison),,67,77
320,3,2:48.0,Q. Acy misses 3-pt jump shot from 26 ft,,67,77
321,3,2:46.0,,Defensive rebound by H. Thompson,67,77
322,3,2:29.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Grant),67,80
323,3,2:14.0,O. Casspi misses 2-pt jump shot from 4 ft (block by R. Holmes),,67,80
324,3,2:11.0,Offensive rebound by O. Casspi,,67,80
325,3,2:09.0,M. Belinelli misses 3-pt jump shot from 25 ft,,67,80
326,3,2:08.0,,Defensive rebound by H. Thompson,67,80
327,3,2:01.0,,Turnover by J. Grant (lost ball),67,80
328,3,2:01.0,Sacramento full timeout,,67,80
329,3,2:01.0,W. Cauley-Stein enters the game for Q. Acy,,67,80
330,3,1:47.0,O. Casspi makes 2-pt layup from 1 ft (assist by K. Koufos),,69,80
331,3,1:24.0,,T. McConnell makes 2-pt jump shot from 10 ft,69,82
332,3,1:00.0,D. Collison makes 2-pt jump shot from 15 ft,,71,82
333,3,0:49.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),71,84
334,3,0:41.0,D. Collison makes 2-pt layup from 1 ft (assist by O. Casspi),,73,84
335,3,0:27.0,,H. Thompson makes 3-pt jump shot from 22 ft (assist by J. Grant),73,87
336,3,0:09.0,D. Collison makes 2-pt jump shot from 17 ft,,75,87
337,3,0:01.0,,I. Canaan misses 3-pt jump shot from 25 ft,75,87
338,3,0:00.0,,Offensive rebound by T. McConnell,75,87
339,4,11:39.0,R. Gay makes 2-pt jump shot from 9 ft,,77,87
340,4,11:26.0,,Turnover by J. Okafor (lost ball),77,87
341,4,11:13.0,R. Gay misses 2-pt jump shot from 4 ft,,77,87
342,4,11:11.0,Offensive rebound by K. Koufos,,77,87
343,4,11:11.0,K. Koufos makes 2-pt layup from 1 ft,,79,87
344,4,10:49.0,,Turnover by R. Covington (bad pass),79,87
345,4,10:32.0,D. Collison makes 2-pt jump shot from 13 ft (assist by M. Belinelli),,81,87
346,4,10:10.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by T. McConnell),81,90
347,4,10:06.0,Turnover by D. Collison (lost ball; steal by T. McConnell),,81,90
348,4,10:02.0,,T. McConnell misses 2-pt layup at rim,81,90
349,4,9:59.0,,Offensive rebound by T. McConnell,81,90
350,4,9:56.0,,H. Thompson misses 3-pt jump shot from 27 ft,81,90
351,4,9:55.0,,Offensive rebound by T. McConnell,81,90
352,4,9:45.0,,R. Covington misses 3-pt jump shot from 22 ft,81,90
353,4,9:43.0,,Offensive rebound by J. Okafor,81,90
354,4,9:43.0,,J. Okafor makes 2-pt dunk at rim,81,92
355,4,9:42.0,Sacramento full timeout,,81,92
356,4,9:42.0,D. Cousins enters the game for K. Koufos,,81,92
357,4,9:42.0,R. Rondo enters the game for M. Belinelli,,81,92
358,4,9:30.0,Personal foul by R. Covington (drawn by R. Gay),,81,92
359,4,9:20.0,R. Gay misses 3-pt jump shot from 24 ft,,81,92
360,4,9:18.0,,Defensive rebound by J. Okafor,81,92
361,4,9:00.0,,I. Canaan misses 3-pt jump shot from 26 ft,81,92
362,4,8:58.0,Defensive rebound by O. Casspi,,81,92
363,4,8:50.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. Collison),,84,92
364,4,8:28.0,,T. McConnell misses 2-pt jump shot from 5 ft,84,92
365,4,8:27.0,Defensive rebound by D. Cousins,,84,92
366,4,8:22.0,R. Rondo misses 2-pt jump shot from 11 ft,,84,92
367,4,8:21.0,Offensive rebound by Team,,84,92
368,4,8:21.0,,N. Stauskas enters the game for I. Canaan,84,92
369,4,8:16.0,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Rondo),,87,92
370,4,8:14.0,,Philadelphia full timeout,87,92
371,4,8:02.0,,R. Covington misses 3-pt jump shot from 23 ft,87,92
372,4,8:00.0,Defensive rebound by D. Cousins,,87,92
373,4,7:39.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),,89,92
374,4,7:24.0,,J. Okafor makes 2-pt dunk at rim (assist by N. Stauskas),89,94
375,4,7:18.0,Shooting block foul by T. McConnell (drawn by D. Collison),,89,94
376,4,7:18.0,D. Collison makes free throw 1 of 2,,90,94
377,4,7:18.0,,I. Smith enters the game for T. McConnell,90,94
378,4,7:18.0,,J. Grant enters the game for H. Thompson,90,94
379,4,7:18.0,D. Collison misses free throw 2 of 2,,90,94
380,4,7:17.0,,Defensive rebound by J. Grant,90,94
381,4,7:02.0,,Personal foul by R. Gay (drawn by J. Grant),90,94
