,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
382,4,7:26.0,,Turnover by B. Roberts (lost ball; steal by C. Aldrich),103,95
383,4,7:08.0,A. Rivers makes 2-pt layup at rim (assist by J. Crawford),,105,95
384,4,6:43.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by B. Roberts),105,97
385,4,6:27.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by C. Aldrich),,108,97
386,4,6:26.0,,Charlotte full timeout,108,97
387,4,6:26.0,,K. Walker enters the game for J. Lamb,108,97
388,4,6:26.0,,P. Hairston enters the game for B. Roberts,108,97
389,4,6:08.0,,F. Kaminsky misses 2-pt layup at rim,108,97
390,4,6:06.0,Defensive rebound by C. Aldrich,,108,97
391,4,5:56.0,Turnover by P. Prigioni (bad pass; steal by C. Zeller),,108,97
392,4,5:52.0,,Shooting foul by W. Johnson (drawn by F. Kaminsky),108,97
393,4,5:52.0,,F. Kaminsky makes free throw 1 of 2,108,98
394,4,5:52.0,,F. Kaminsky makes free throw 2 of 2,108,99
395,4,5:37.0,C. Aldrich misses 2-pt layup from 1 ft,,108,99
396,4,5:36.0,,Defensive rebound by P. Hairston,108,99
397,4,5:22.0,,N. Batum misses 3-pt jump shot from 30 ft,108,99
398,4,5:20.0,Defensive rebound by J. Crawford,,108,99
399,4,5:05.0,Turnover by J. Crawford (bad pass; steal by C. Zeller),,108,99
400,4,5:00.0,,Turnover by N. Batum (bad pass; steal by C. Aldrich),108,99
401,4,4:52.0,LA Clippers full timeout,,108,99
402,4,4:52.0,D. Jordan enters the game for P. Prigioni,,108,99
403,4,4:52.0,C. Paul enters the game for C. Aldrich,,108,99
404,4,4:52.0,,M. Williams enters the game for C. Zeller,108,99
405,4,4:36.0,C. Paul misses 3-pt jump shot from 25 ft,,108,99
406,4,4:35.0,,Defensive rebound by F. Kaminsky,108,99
407,4,4:27.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),108,102
408,4,4:14.0,Personal foul by P. Hairston (drawn by J. Crawford),,108,102
409,4,4:14.0,P. Pierce enters the game for W. Johnson,,108,102
410,4,4:14.0,J. Redick enters the game for A. Rivers,,108,102
411,4,4:00.0,C. Paul makes 2-pt jump shot from 12 ft,,110,102
412,4,3:47.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,110,102
413,4,3:45.0,Defensive rebound by Team,,110,102
414,4,3:28.0,J. Redick makes 2-pt jump shot from 16 ft (assist by C. Paul),,112,102
415,4,3:13.0,,N. Batum makes 2-pt jump shot from 11 ft (assist by K. Walker),112,104
416,4,2:52.0,P. Pierce makes 2-pt jump shot from 12 ft,,114,104
417,4,2:35.0,,P. Hairston misses 3-pt jump shot from 25 ft,114,104
418,4,2:33.0,Defensive rebound by C. Paul,,114,104
419,4,2:22.0,J. Redick misses 3-pt jump shot from 26 ft,,114,104
420,4,2:17.0,Offensive rebound by C. Paul,,114,104
421,4,2:01.0,C. Paul misses 2-pt jump shot from 12 ft,,114,104
422,4,2:00.0,,Defensive rebound by M. Williams,114,104
423,4,1:56.0,,Personal foul by J. Redick (drawn by K. Walker),114,104
424,4,1:56.0,,K. Walker makes free throw 1 of 2,114,105
425,4,1:56.0,,J. Lamb enters the game for P. Hairston,114,105
426,4,1:56.0,,K. Walker makes free throw 2 of 2,114,106
427,4,1:39.0,Shooting foul by J. Lamb (drawn by D. Jordan),,114,106
428,4,1:39.0,D. Jordan makes free throw 1 of 2,,115,106
429,4,1:39.0,D. Jordan misses free throw 2 of 2,,115,106
430,4,1:39.0,,Defensive rebound by Team,115,106
431,4,1:22.0,,K. Walker makes 2-pt layup from 1 ft,115,108
432,4,1:06.0,Personal foul by F. Kaminsky (drawn by D. Jordan),,115,108
433,4,1:06.0,D. Jordan makes free throw 1 of 2,,116,108
434,4,1:06.0,D. Jordan misses free throw 2 of 2,,116,108
435,4,1:05.0,,Defensive rebound by M. Williams,116,108
436,4,0:54.0,,J. Lamb makes 2-pt layup from 1 ft,116,110
437,4,0:43.0,Personal foul by K. Walker (drawn by C. Paul),,116,110
438,4,0:43.0,C. Paul makes free throw 1 of 2,,117,110
439,4,0:43.0,A. Rivers enters the game for J. Redick,,117,110
440,4,0:43.0,L. Mbah a Moute enters the game for J. Crawford,,117,110
441,4,0:43.0,C. Paul makes free throw 2 of 2,,118,110
442,4,0:38.0,,Shooting foul by D. Jordan (drawn by K. Walker),118,110
443,4,0:38.0,,K. Walker makes free throw 1 of 2,118,111
444,4,0:38.0,J. Crawford enters the game for D. Jordan,,118,111
445,4,0:38.0,J. Redick enters the game for L. Mbah a Moute,,118,111
446,4,0:38.0,,K. Walker makes free throw 2 of 2,118,112
447,4,0:33.0,Personal take foul by F. Kaminsky (drawn by J. Crawford),,118,112
448,4,0:33.0,J. Crawford makes free throw 1 of 2,,119,112
449,4,0:33.0,L. Mbah a Moute enters the game for J. Redick,,119,112
450,4,0:33.0,J. Crawford makes free throw 2 of 2,,120,112
451,4,0:26.0,,K. Walker makes 2-pt jump shot from 22 ft,120,114
452,4,0:26.0,LA Clippers full timeout,,120,114
453,4,0:26.0,W. Johnson enters the game for L. Mbah a Moute,,120,114
454,4,0:26.0,J. Redick enters the game for A. Rivers,,120,114
455,4,0:18.0,Personal foul by N. Batum (drawn by P. Pierce),,120,114
456,4,0:18.0,P. Pierce makes free throw 1 of 2,,121,114
457,4,0:18.0,A. Rivers enters the game for J. Crawford,,121,114
458,4,0:18.0,P. Pierce makes free throw 2 of 2,,122,114
459,4,0:13.0,,Shooting foul by P. Pierce (drawn by K. Walker),122,114
460,4,0:13.0,,K. Walker makes free throw 1 of 3,122,115
461,4,0:13.0,,K. Walker makes free throw 2 of 3,122,116
462,4,0:13.0,J. Crawford enters the game for A. Rivers,,122,116
463,4,0:13.0,,K. Walker makes free throw 3 of 3,122,117
464,4,0:12.0,Personal foul by J. Lamb (drawn by W. Johnson),,122,117
465,4,0:12.0,A. Rivers enters the game for J. Redick,,122,117
466,4,0:12.0,,P. Hairston enters the game for J. Lamb,122,117
467,4,0:12.0,W. Johnson misses free throw 1 of 2,,122,117
468,4,0:12.0,Offensive rebound by Team,,122,117
469,4,0:12.0,W. Johnson misses free throw 2 of 2,,122,117
470,4,0:11.0,,Defensive rebound by F. Kaminsky,122,117
471,4,0:11.0,,Charlotte full timeout,122,117
472,4,0:11.0,J. Redick enters the game for W. Johnson,,122,117
473,4,0:11.0,L. Mbah a Moute enters the game for J. Crawford,,122,117
474,4,0:11.0,,C. Zeller enters the game for P. Hairston,122,117
475,4,0:11.0,D. Jordan enters the game for P. Pierce,,122,117
476,4,0:08.0,,K. Walker misses 3-pt jump shot from 24 ft,122,117
477,4,0:07.0,,Offensive rebound by C. Zeller,122,117
478,4,0:01.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,122,117
479,4,0:00.0,,Offensive rebound by Team,122,117
