,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
404,4,6:07.0,,Indiana full timeout,68,73
405,4,6:07.0,J. Randle enters the game for T. Black,,68,73
406,4,6:07.0,,M. Ellis enters the game for J. Hill,68,73
407,4,6:07.0,,G. Hill enters the game for J. Young,68,73
408,4,6:07.0,,I. Mahinmi enters the game for C. Miles,68,73
409,4,5:55.0,,M. Turner makes 2-pt jump shot from 6 ft (assist by G. Hill),68,75
410,4,5:35.0,D. Russell makes 2-pt jump shot from 14 ft,,70,75
411,4,5:35.0,Shooting foul by M. Ellis (drawn by D. Russell),,70,75
412,4,5:35.0,D. Russell makes free throw 1 of 1,,71,75
413,4,5:23.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by G. Hill),71,77
414,4,5:02.0,D. Russell misses 2-pt jump shot from 11 ft,,71,77
415,4,4:59.0,,Defensive rebound by M. Ellis,71,77
416,4,4:44.0,,Turnover by M. Turner (offensive foul),71,77
417,4,4:44.0,,Offensive foul by M. Turner (drawn by J. Clarkson),71,77
418,4,4:44.0,K. Bryant enters the game for N. Young,,71,77
419,4,4:33.0,K. Bryant misses 3-pt jump shot from 25 ft,,71,77
420,4,4:31.0,Offensive rebound by Team,,71,77
421,4,4:19.0,K. Bryant misses 2-pt jump shot from 6 ft,,71,77
422,4,4:18.0,Offensive rebound by K. Bryant,,71,77
423,4,4:15.0,K. Bryant makes 2-pt jump shot from 14 ft,,73,77
424,4,3:59.0,,P. George misses 3-pt jump shot from 26 ft,73,77
425,4,3:58.0,Defensive rebound by J. Randle,,73,77
426,4,3:42.0,K. Bryant makes 3-pt jump shot from 24 ft (assist by D. Russell),,76,77
427,4,3:20.0,,M. Ellis misses 2-pt jump shot from 22 ft,76,77
428,4,3:19.0,,Offensive rebound by M. Turner,76,77
429,4,3:17.0,,M. Turner makes 2-pt layup at rim,76,79
430,4,3:03.0,K. Bryant makes 3-pt jump shot from 22 ft (assist by J. Randle),,79,79
431,4,2:45.0,Offensive charge foul by I. Mahinmi (drawn by B. Bass),,79,79
432,4,2:45.0,,Turnover by I. Mahinmi (offensive foul),79,79
433,4,2:45.0,LA Lakers full timeout,,79,79
434,4,2:30.0,K. Bryant makes 3-pt jump shot from 27 ft,,82,79
435,4,2:17.0,,Personal foul by J. Randle (drawn by M. Turner),82,79
436,4,2:13.0,,Shooting foul by B. Bass (drawn by M. Turner),82,79
437,4,2:13.0,,M. Turner misses free throw 1 of 2,82,79
438,4,2:13.0,,Offensive rebound by Team,82,79
439,4,2:13.0,,M. Turner makes free throw 2 of 2,82,80
440,4,2:03.0,Personal block foul by I. Mahinmi (drawn by K. Bryant),,82,80
441,4,1:51.0,K. Bryant misses 3-pt jump shot from 29 ft,,82,80
442,4,1:49.0,Offensive rebound by J. Randle,,82,80
443,4,1:27.0,K. Bryant misses 2-pt jump shot from 10 ft,,82,80
444,4,1:27.0,Offensive rebound by B. Bass,,82,80
445,4,1:26.0,B. Bass makes 2-pt dunk at rim,,84,80
446,4,1:12.0,,M. Ellis misses 3-pt jump shot from 25 ft,84,80
447,4,1:12.0,,Offensive rebound by Team,84,80
448,4,1:11.0,,Shooting foul by J. Clarkson (drawn by P. George),84,80
449,4,1:11.0,,P. George makes free throw 1 of 3,84,81
450,4,1:11.0,,P. George makes free throw 2 of 3,84,82
451,4,1:11.0,,P. George makes free throw 3 of 3,84,83
452,4,0:54.0,K. Bryant misses 2-pt jump shot from 20 ft,,84,83
453,4,0:51.0,,Defensive rebound by Team,84,83
454,4,0:38.0,,P. George makes 2-pt layup from 1 ft,84,85
455,4,0:38.0,,Shooting foul by B. Bass (drawn by P. George),84,85
456,4,0:38.0,T. Black enters the game for B. Bass,,84,85
457,4,0:38.0,,L. Allen enters the game for M. Turner,84,85
458,4,0:38.0,,P. George makes free throw 1 of 1,84,86
459,4,0:26.0,K. Bryant misses 3-pt jump shot from 25 ft,,84,86
460,4,0:24.0,,Defensive rebound by M. Ellis,84,86
461,4,0:21.0,,Personal take foul by J. Clarkson (drawn by M. Ellis),84,86
462,4,0:21.0,L. Williams enters the game for J. Clarkson,,84,86
463,4,0:21.0,,M. Ellis makes free throw 1 of 2,84,87
464,4,0:21.0,,M. Ellis makes free throw 2 of 2,84,88
465,4,0:21.0,LA Lakers full timeout,,84,88
466,4,0:21.0,N. Young enters the game for T. Black,,84,88
467,4,0:21.0,,C. Miles enters the game for L. Allen,84,88
468,4,0:18.0,K. Bryant misses 3-pt jump shot from 29 ft,,84,88
469,4,0:15.0,Offensive rebound by N. Young,,84,88
470,4,0:13.0,N. Young misses 3-pt jump shot from 26 ft,,84,88
471,4,0:12.0,,Defensive rebound by P. George,84,88
472,4,0:11.0,,Personal take foul by J. Randle (drawn by P. George),84,88
473,4,0:11.0,,P. George makes free throw 1 of 2,84,89
474,4,0:11.0,T. Black enters the game for K. Bryant,,84,89
475,4,0:11.0,,P. George misses free throw 2 of 2,84,89
476,4,0:11.0,Defensive rebound by J. Randle,,84,89
477,4,0:03.0,J. Randle misses 3-pt jump shot from 27 ft (block by P. George),,84,89
478,4,0:01.0,Offensive rebound by J. Randle,,84,89
479,4,0:00.0,J. Randle makes 3-pt jump shot from 24 ft,,87,89
