,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
382,4,6:09.0,J. Harden misses 2-pt jump shot from 8 ft,,94,98
383,4,6:06.0,Offensive rebound by C. Brewer,,94,98
384,4,6:01.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Brewer),,97,98
385,4,5:48.0,,Toronto full timeout,97,98
386,4,5:48.0,,D. DeRozan enters the game for T. Ross,97,98
387,4,5:36.0,,Shooting foul by D. Howard (drawn by D. DeRozan),97,98
388,4,5:36.0,,D. DeRozan makes free throw 1 of 2,97,99
389,4,5:36.0,,D. DeRozan misses free throw 2 of 2,97,99
390,4,5:35.0,Defensive rebound by D. Howard,,97,99
391,4,5:19.0,C. Brewer misses 3-pt jump shot from 24 ft,,97,99
392,4,5:19.0,,Defensive rebound by C. Joseph,97,99
393,4,4:52.0,,C. Joseph misses 2-pt hook shot from 5 ft,97,99
394,4,4:51.0,Defensive rebound by D. Howard,,97,99
395,4,4:43.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,100,99
396,4,4:18.0,Offensive charge foul by K. Lowry (drawn by C. Brewer),,100,99
397,4,4:18.0,,Turnover by K. Lowry (offensive foul),100,99
398,4,4:05.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,102,99
399,4,3:38.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),102,102
400,4,3:38.0,Houston full timeout,,102,102
401,4,3:16.0,C. Brewer makes 2-pt jump shot from 11 ft,,104,102
402,4,2:53.0,,P. Patterson misses 3-pt jump shot from 23 ft,104,102
403,4,2:52.0,,Offensive rebound by J. Valančiūnas,104,102
404,4,2:38.0,,Shooting block foul by P. Beverley (drawn by D. DeRozan),104,102
405,4,2:38.0,,D. DeRozan makes free throw 1 of 2,104,103
406,4,2:38.0,,B. Biyombo enters the game for J. Valančiūnas,104,103
407,4,2:38.0,,D. DeRozan makes free throw 2 of 2,104,104
408,4,2:21.0,C. Brewer misses 2-pt jump shot from 15 ft,,104,104
409,4,2:20.0,,Defensive rebound by K. Lowry,104,104
410,4,2:08.0,,Shooting foul by D. Howard (drawn by D. DeRozan),104,104
411,4,2:08.0,C. Capela enters the game for D. Howard,,104,104
412,4,2:08.0,,D. DeRozan misses free throw 1 of 2,104,104
413,4,2:08.0,,Offensive rebound by Team,104,104
414,4,2:08.0,,D. DeRozan makes free throw 2 of 2,104,105
415,4,1:47.0,J. Harden makes 3-pt jump shot from 24 ft,,107,105
416,4,1:30.0,,K. Lowry misses 2-pt layup from 2 ft (block by C. Capela),107,105
417,4,1:29.0,Defensive rebound by J. Harden,,107,105
418,4,1:18.0,Shooting foul by P. Patterson (drawn by J. Harden),,107,105
419,4,1:18.0,J. Harden makes free throw 1 of 2,,108,105
420,4,1:18.0,J. Harden makes free throw 2 of 2,,109,105
421,4,1:18.0,,Toronto full timeout,109,105
422,4,1:18.0,,J. Valančiūnas enters the game for B. Biyombo,109,105
423,4,1:11.0,,D. DeRozan misses 2-pt layup from 2 ft (block by C. Capela),109,105
424,4,1:10.0,,Offensive rebound by D. DeRozan,109,105
425,4,1:08.0,,Turnover by D. DeRozan (lost ball; steal by P. Beverley),109,105
426,4,1:02.0,Flagrant foul type 1 by D. DeRozan (drawn by P. Beverley),,109,105
427,4,1:02.0,P. Beverley misses flagrant free throw 1 of 2,,109,105
428,4,1:02.0,Offensive rebound by Team,,109,105
429,4,1:02.0,P. Beverley makes flagrant free throw 2 of 2,,110,105
430,4,0:42.0,P. Beverley misses 3-pt jump shot from 24 ft,,110,105
431,4,0:40.0,,Defensive rebound by D. DeRozan,110,105
432,4,0:26.0,,D. DeRozan misses 2-pt jump shot from 4 ft,110,105
433,4,0:25.0,Defensive rebound by P. Beverley,,110,105
434,4,0:19.0,C. Capela makes 2-pt dunk at rim (assist by C. Brewer),,112,105
435,4,0:19.0,,Toronto full timeout,112,105
436,4,0:13.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by D. DeRozan),112,107
437,4,0:11.0,Houston full timeout,,112,107
438,4,0:11.0,,B. Biyombo enters the game for J. Valančiūnas,112,107
439,4,0:11.0,J. Terry enters the game for C. Capela,,112,107
440,4,0:09.0,Personal foul by B. Biyombo (drawn by J. Harden),,112,107
441,4,0:09.0,J. Harden makes free throw 1 of 2,,113,107
442,4,0:09.0,C. Capela enters the game for J. Terry,,113,107
443,4,0:09.0,J. Harden misses free throw 2 of 2,,113,107
444,4,0:09.0,,Defensive rebound by P. Patterson,113,107
445,4,0:09.0,,Toronto full timeout,113,107
446,4,0:09.0,,J. Valančiūnas enters the game for B. Biyombo,113,107
447,4,0:09.0,,T. Ross enters the game for C. Joseph,113,107
448,4,0:06.0,,K. Lowry misses 3-pt jump shot from 25 ft,113,107
449,4,0:05.0,,Offensive rebound by J. Valančiūnas,113,107
450,4,0:01.0,,J. Valančiūnas misses 2-pt layup at rim,113,107
451,4,0:00.0,Defensive rebound by C. Brewer,,113,107
