,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
86,1,1:34.0,J. Lin makes free throw 2 of 2,,28,28
87,1,1:20.0,,Shooting foul by J. Lin (drawn by R. Price),28,28
88,1,1:20.0,,R. Price misses free throw 1 of 2,28,28
89,1,1:20.0,,Offensive rebound by Team,28,28
90,1,1:20.0,,R. Price makes free throw 2 of 2,28,29
91,1,1:09.0,J. Lin makes 2-pt layup from 1 ft,,30,29
92,1,0:52.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by T. Warren),30,32
93,1,0:38.0,P. Hairston makes 2-pt layup from 2 ft (assist by S. Hawes),,32,32
94,1,0:24.0,,T. Warren makes 2-pt jump shot from 20 ft,32,34
95,1,0:04.0,Turnover by J. Lin (lost ball; steal by R. Price),,32,34
96,1,0:00.0,,R. Price misses 2-pt layup from 1 ft,32,34
97,1,0:00.0,,Offensive rebound by Team,32,34
98,2,11:46.0,Turnover by F. Kaminsky (lost ball; steal by M. Teletović),,32,34
99,2,11:38.0,,Turnover by R. Price (lost ball),32,34
100,2,11:22.0,J. Lamb misses 2-pt jump shot from 22 ft,,32,34
101,2,11:20.0,,Defensive rebound by A. Len,32,34
102,2,11:07.0,,M. Teletović misses 3-pt jump shot from 23 ft,32,34
103,2,11:06.0,Defensive rebound by F. Kaminsky,,32,34
104,2,10:58.0,B. Roberts makes 2-pt jump shot from 20 ft,,34,34
105,2,10:36.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by M. Teletović),34,37
106,2,10:21.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,34,37
107,2,10:19.0,,Defensive rebound by T. Warren,34,37
108,2,10:12.0,,R. Price misses 3-pt jump shot from 24 ft,34,37
109,2,10:11.0,Defensive rebound by J. Lamb,,34,37
110,2,10:00.0,S. Hawes misses 2-pt jump shot from 12 ft,,34,37
111,2,9:59.0,,Defensive rebound by R. Price,34,37
112,2,9:53.0,,T. Warren misses 2-pt jump shot from 18 ft,34,37
113,2,9:50.0,Defensive rebound by F. Kaminsky,,34,37
114,2,9:45.0,B. Roberts misses 2-pt jump shot from 18 ft,,34,37
115,2,9:42.0,,Defensive rebound by D. Booker,34,37
116,2,9:35.0,,Turnover by A. Len (bad pass; steal by J. Lamb),34,37
117,2,9:27.0,J. Lamb makes 2-pt layup from 2 ft,,36,37
118,2,9:06.0,,R. Price makes 3-pt jump shot from 24 ft (assist by M. Teletović),36,40
119,2,8:50.0,Turnover by M. Williams (bad pass; steal by D. Booker),,36,40
120,2,8:46.0,,D. Booker makes 2-pt layup at rim,36,42
121,2,8:25.0,F. Kaminsky misses 2-pt layup from 2 ft,,36,42
122,2,8:23.0,,Defensive rebound by M. Teletović,36,42
123,2,8:16.0,,M. Teletović misses 2-pt jump shot from 6 ft,36,42
124,2,8:14.0,Defensive rebound by S. Hawes,,36,42
125,2,7:58.0,M. Williams misses 2-pt jump shot from 7 ft,,36,42
126,2,7:56.0,Offensive rebound by S. Hawes,,36,42
127,2,7:56.0,S. Hawes misses 2-pt layup from 1 ft,,36,42
128,2,7:53.0,,Defensive rebound by D. Booker,36,42
129,2,7:53.0,,Phoenix full timeout,36,42
130,2,7:53.0,,J. Leuer enters the game for R. Price,36,42
131,2,7:53.0,,P. Tucker enters the game for A. Len,36,42
132,2,7:53.0,,B. Knight enters the game for M. Teletović,36,42
133,2,7:53.0,J. Lin enters the game for M. Williams,,36,42
134,2,7:53.0,P. Hairston enters the game for J. Lamb,,36,42
135,2,7:51.0,,Personal foul by P. Hairston (drawn by T. Warren),36,42
136,2,7:39.0,,J. Leuer makes 2-pt layup at rim (assist by B. Knight),36,44
137,2,7:25.0,P. Hairston misses 3-pt jump shot from 25 ft,,36,44
138,2,7:23.0,,Defensive rebound by P. Tucker,36,44
139,2,7:09.0,,T. Warren misses 2-pt jump shot from 11 ft,36,44
140,2,7:06.0,Defensive rebound by S. Hawes,,36,44
141,2,6:45.0,S. Hawes misses 2-pt layup from 2 ft,,36,44
142,2,6:42.0,,Defensive rebound by B. Knight,36,44
143,2,6:32.0,,Shooting foul by S. Hawes (drawn by J. Leuer),36,44
144,2,6:32.0,,J. Leuer makes free throw 1 of 2,36,45
145,2,6:32.0,,J. Leuer makes free throw 2 of 2,36,46
146,2,6:24.0,Personal block foul by D. Booker (drawn by J. Lin),,36,46
147,2,6:18.0,B. Roberts misses 3-pt jump shot from 25 ft,,36,46
148,2,6:16.0,,Defensive rebound by P. Tucker,36,46
149,2,6:13.0,,Personal block foul by B. Roberts (drawn by B. Knight),36,46
150,2,6:05.0,,Def 3 sec tech foul by S. Hawes,36,46
151,2,6:05.0,,B. Knight makes technical free throw,36,47
152,2,5:59.0,,B. Knight misses 2-pt layup from 1 ft,36,47
153,2,5:56.0,Defensive rebound by S. Hawes,,36,47
154,2,5:49.0,Personal foul by B. Knight (drawn by B. Roberts),,36,47
155,2,5:49.0,Official timeout,,36,47
156,2,5:45.0,J. Lin misses 2-pt jump shot from 6 ft,,36,47
157,2,5:43.0,,Defensive rebound by J. Leuer,36,47
158,2,5:29.0,,P. Tucker misses 2-pt jump shot from 21 ft,36,47
159,2,5:27.0,Defensive rebound by B. Roberts,,36,47
160,2,5:19.0,S. Hawes misses 3-pt jump shot from 24 ft,,36,47
161,2,5:17.0,,Defensive rebound by P. Tucker,36,47
162,2,5:06.0,,J. Leuer makes 3-pt jump shot from 24 ft (assist by B. Knight),36,50
163,2,4:51.0,S. Hawes misses 2-pt layup from 1 ft,,36,50
164,2,4:49.0,,Defensive rebound by T. Warren,36,50
165,2,4:36.0,,P. Tucker misses 3-pt jump shot from 24 ft,36,50
166,2,4:34.0,Defensive rebound by P. Hairston,,36,50
167,2,4:28.0,B. Roberts makes 2-pt jump shot from 21 ft,,38,50
168,2,4:28.0,Shooting foul by B. Knight (drawn by B. Roberts),,38,50
169,2,4:28.0,C. Zeller enters the game for S. Hawes,,38,50
170,2,4:28.0,B. Roberts makes free throw 1 of 1,,39,50
171,2,4:12.0,,J. Leuer makes 2-pt jump shot from 11 ft,39,52
172,2,4:00.0,B. Roberts misses 2-pt layup from 2 ft,,39,52
173,2,3:58.0,Offensive rebound by C. Zeller,,39,52
174,2,3:58.0,C. Zeller makes 2-pt layup at rim,,41,52
175,2,3:38.0,,Turnover by J. Leuer (bad pass; steal by C. Zeller),41,52
176,2,3:31.0,P. Hairston makes 3-pt jump shot from 22 ft (assist by J. Lin),,44,52
177,2,3:12.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Booker),44,55
178,2,2:55.0,Shooting foul by T. Warren (drawn by P. Hairston),,44,55
179,2,2:55.0,Charlotte full timeout,,44,55
180,2,2:55.0,,R. Price enters the game for D. Booker,44,55
181,2,2:55.0,T. Daniels enters the game for J. Lin,,44,55
182,2,2:55.0,M. Williams enters the game for F. Kaminsky,,44,55
183,2,2:55.0,K. Walker enters the game for B. Roberts,,44,55
184,2,2:55.0,P. Hairston misses free throw 1 of 3,,44,55
185,2,2:55.0,Offensive rebound by Team,,44,55
186,2,2:55.0,P. Hairston makes free throw 2 of 3,,45,55
187,2,2:55.0,P. Hairston makes free throw 3 of 3,,46,55
188,2,2:34.0,,P. Tucker makes 2-pt jump shot from 5 ft (assist by J. Leuer),46,57
189,2,2:15.0,T. Daniels makes 2-pt jump shot from 20 ft,,48,57
190,2,1:47.0,,R. Price misses 3-pt jump shot from 24 ft,48,57
191,2,1:45.0,,Offensive rebound by Team,48,57
192,2,1:38.0,,J. Leuer misses 2-pt jump shot from 17 ft,48,57
193,2,1:36.0,Defensive rebound by T. Daniels,,48,57
194,2,1:29.0,K. Walker misses 2-pt layup from 2 ft (block by J. Leuer),,48,57
195,2,1:27.0,,Defensive rebound by P. Tucker,48,57
196,2,1:25.0,,Turnover by P. Tucker (bad pass; steal by C. Zeller),48,57
197,2,1:24.0,Turnover by C. Zeller (bad pass; steal by P. Tucker),,48,57
198,2,1:20.0,,R. Price makes 3-pt jump shot from 24 ft (assist by B. Knight),48,60
199,2,1:04.0,Turnover by K. Walker (bad pass; steal by R. Price),,48,60
200,2,1:00.0,,Turnover by R. Price (lost ball; steal by C. Zeller),48,60
201,2,0:56.0,C. Zeller makes 2-pt dunk at rim (assist by T. Daniels),,50,60
202,2,0:37.0,,Personal foul by C. Zeller (drawn by J. Leuer),50,60
203,2,0:37.0,T. Hansbrough enters the game for C. Zeller,,50,60
204,2,0:37.0,,Phoenix full timeout,50,60
205,2,0:29.0,,B. Knight misses 2-pt jump shot from 11 ft,50,60
206,2,0:28.0,Defensive rebound by T. Hansbrough,,50,60
207,2,0:02.0,K. Walker misses 2-pt jump shot from 18 ft,,50,60
208,2,0:01.0,Offensive rebound by Team,,50,60
209,2,0:01.0,,Loose ball foul by T. Warren (drawn by M. Williams),50,60
210,2,0:01.0,M. Williams makes free throw 1 of 2,,51,60
211,2,0:01.0,M. Williams makes free throw 2 of 2,,52,60
212,2,0:00.0,,T. Warren misses 3-pt jump shot from 51 ft,52,60
213,2,0:00.0,,Offensive rebound by Team,52,60
214,3,11:48.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,55,60
215,3,11:31.0,,P. Tucker makes 2-pt hook shot from 4 ft,55,62
216,3,11:15.0,Personal foul by T. Chandler (drawn by K. Walker),,55,62
217,3,11:08.0,C. Zeller misses 2-pt layup from 1 ft,,55,62
218,3,11:05.0,,Defensive rebound by J. Leuer,55,62
219,3,10:44.0,,Shooting foul by P. Hairston (drawn by T. Chandler),55,62
220,3,10:44.0,,T. Chandler misses free throw 1 of 2,55,62
221,3,10:44.0,,Offensive rebound by Team,55,62
222,3,10:44.0,,T. Chandler makes free throw 2 of 2,55,63
223,3,10:22.0,P. Hairston misses 2-pt layup from 1 ft,,55,63
224,3,10:18.0,,Defensive rebound by T. Chandler,55,63
225,3,10:08.0,,B. Knight misses 2-pt jump shot from 21 ft,55,63
226,3,10:06.0,Defensive rebound by C. Zeller,,55,63
227,3,9:52.0,K. Walker makes 2-pt jump shot from 14 ft,,57,63
228,3,9:30.0,,Personal block foul by P. Hairston (drawn by P. Tucker),57,63
229,3,9:30.0,,T. Warren enters the game for P. Tucker,57,63
230,3,9:21.0,,T. Warren makes 3-pt jump shot from 24 ft (assist by R. Price),57,66
231,3,9:08.0,Shooting foul by T. Chandler (drawn by J. Lin),,57,66
232,3,9:08.0,J. Lin misses free throw 1 of 2,,57,66
233,3,9:08.0,Offensive rebound by Team,,57,66
234,3,9:08.0,J. Lin misses free throw 2 of 2,,57,66
235,3,9:07.0,,Defensive rebound by T. Chandler,57,66
236,3,8:54.0,,T. Warren misses 2-pt jump shot from 5 ft,57,66
237,3,8:52.0,Defensive rebound by C. Zeller,,57,66
238,3,8:39.0,J. Lin makes 2-pt jump shot from 8 ft,,59,66
239,3,8:16.0,,Shooting foul by P. Hairston (drawn by J. Leuer),59,66
240,3,8:16.0,,J. Leuer misses free throw 1 of 2,59,66
241,3,8:16.0,,Offensive rebound by Team,59,66
242,3,8:16.0,T. Daniels enters the game for P. Hairston,,59,66
243,3,8:16.0,,J. Leuer makes free throw 2 of 2,59,67
244,3,8:02.0,T. Daniels misses 3-pt jump shot from 24 ft,,59,67
245,3,8:00.0,Offensive rebound by M. Williams,,59,67
246,3,7:59.0,Turnover by M. Williams (lost ball; steal by T. Warren),,59,67
247,3,7:52.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Leuer),59,69
248,3,7:34.0,Shooting foul by B. Knight (drawn by K. Walker),,59,69
249,3,7:34.0,K. Walker makes free throw 1 of 2,,60,69
250,3,7:34.0,K. Walker makes free throw 2 of 2,,61,69
251,3,7:15.0,,Turnover by R. Price (lost ball; steal by M. Williams),61,69
252,3,7:15.0,,Loose ball foul by R. Price (drawn by T. Daniels),61,69
253,3,7:06.0,K. Walker makes 2-pt jump shot from 16 ft (assist by M. Williams),,63,69
254,3,6:54.0,,B. Knight makes 2-pt jump shot from 7 ft,63,71
255,3,6:41.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by M. Williams),,66,71
256,3,6:21.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by J. Leuer),66,74
257,3,5:54.0,Turnover by J. Lin (lost ball; steal by T. Warren),,66,74
258,3,5:48.0,,B. Knight misses 2-pt jump shot from 3 ft,66,74
259,3,5:44.0,Defensive rebound by M. Williams,,66,74
260,3,5:36.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,69,74
261,3,5:21.0,,T. Warren makes 2-pt jump shot from 15 ft (assist by R. Price),69,76
262,3,5:08.0,K. Walker misses 2-pt jump shot from 19 ft,,69,76
263,3,5:06.0,,Defensive rebound by R. Price,69,76
264,3,4:55.0,,B. Knight misses 2-pt layup from 2 ft,69,76
265,3,4:52.0,Defensive rebound by J. Lin,,69,76
266,3,4:40.0,C. Zeller makes 2-pt layup at rim (assist by J. Lin),,71,76
267,3,4:38.0,,Phoenix full timeout,71,76
268,3,4:38.0,,D. Booker enters the game for T. Chandler,71,76
269,3,4:38.0,,A. Len enters the game for R. Price,71,76
270,3,4:38.0,B. Roberts enters the game for M. Williams,,71,76
271,3,4:38.0,F. Kaminsky enters the game for J. Lin,,71,76
272,3,4:22.0,,T. Warren makes 2-pt jump shot from 14 ft,71,78
273,3,4:12.0,Personal foul by A. Len (drawn by F. Kaminsky),,71,78
274,3,4:12.0,F. Kaminsky misses free throw 1 of 2,,71,78
275,3,4:12.0,Offensive rebound by Team,,71,78
276,3,4:12.0,F. Kaminsky makes free throw 2 of 2,,72,78
277,3,3:58.0,,Turnover by D. Booker (bad pass; steal by T. Daniels),72,78
278,3,3:52.0,F. Kaminsky misses 2-pt jump shot from 4 ft,,72,78
279,3,3:50.0,Offensive rebound by C. Zeller,,72,78
280,3,3:46.0,B. Roberts misses 2-pt jump shot from 3 ft,,72,78
281,3,3:46.0,Offensive rebound by Team,,72,78
282,3,3:46.0,,Loose ball foul by A. Len (drawn by C. Zeller),72,78
283,3,3:46.0,C. Zeller misses free throw 1 of 2,,72,78
284,3,3:46.0,Offensive rebound by Team,,72,78
285,3,3:46.0,C. Zeller makes free throw 2 of 2,,73,78
286,3,3:33.0,,D. Booker misses 2-pt jump shot from 11 ft,73,78
287,3,3:31.0,,Offensive rebound by Team,73,78
288,3,3:29.0,,D. Booker misses 2-pt jump shot from 15 ft,73,78
289,3,3:27.0,Defensive rebound by F. Kaminsky,,73,78
290,3,3:20.0,K. Walker misses 2-pt jump shot from 4 ft (block by B. Knight),,73,78
291,3,3:19.0,Offensive rebound by Team,,73,78
292,3,3:18.0,,Violation by A. Len (def goaltending),73,78
293,3,3:18.0,F. Kaminsky makes 2-pt layup at rim (assist by B. Roberts),,75,78
294,3,3:09.0,,Turnover by B. Knight (lost ball; steal by K. Walker),75,78
295,3,3:03.0,K. Walker misses 2-pt jump shot from 14 ft,,75,78
296,3,3:02.0,Offensive rebound by Team,,75,78
297,3,3:02.0,,Loose ball foul by A. Len (drawn by K. Walker),75,78
298,3,3:02.0,K. Walker makes free throw 1 of 2,,76,78
299,3,3:02.0,,R. Price enters the game for J. Leuer,76,78
300,3,3:02.0,,M. Teletović enters the game for B. Knight,76,78
301,3,3:02.0,K. Walker makes free throw 2 of 2,,77,78
302,3,2:47.0,,M. Teletović misses 2-pt layup from 1 ft,77,78
303,3,2:43.0,Defensive rebound by C. Zeller,,77,78
304,3,2:38.0,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),,79,78
305,3,2:19.0,,M. Teletović misses 3-pt jump shot from 25 ft,79,78
306,3,2:17.0,Defensive rebound by C. Zeller,,79,78
307,3,2:11.0,Shooting foul by R. Price (drawn by K. Walker),,79,78
308,3,2:11.0,Charlotte full timeout,,79,78
309,3,2:11.0,,B. Knight enters the game for R. Price,79,78
310,3,2:11.0,K. Walker makes free throw 1 of 2,,80,78
311,3,2:11.0,K. Walker misses free throw 2 of 2,,80,78
312,3,2:10.0,,Defensive rebound by D. Booker,80,78
313,3,1:56.0,,D. Booker misses 2-pt jump shot from 4 ft (block by B. Roberts),80,78
314,3,1:56.0,,Offensive rebound by Team,80,78
315,3,1:50.0,,M. Teletović misses 3-pt jump shot from 23 ft,80,78
316,3,1:48.0,Defensive rebound by B. Roberts,,80,78
317,3,1:34.0,Turnover by F. Kaminsky (lost ball; steal by A. Len),,80,78
318,3,1:30.0,,D. Booker makes 2-pt layup from 2 ft (assist by T. Warren),80,80
319,3,1:09.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,83,80
320,3,0:52.0,,D. Booker misses 3-pt jump shot from 25 ft,83,80
321,3,0:50.0,Defensive rebound by C. Zeller,,83,80
322,3,0:41.0,K. Walker makes 2-pt jump shot from 12 ft,,85,80
323,3,0:32.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by B. Knight),85,83
324,3,0:14.0,B. Roberts misses 3-pt jump shot from 23 ft,,85,83
325,3,0:12.0,,Defensive rebound by T. Warren,85,83
326,3,0:02.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by B. Knight),85,86
327,3,0:00.0,F. Kaminsky misses 3-pt jump shot from 58 ft,,85,86
328,3,0:00.0,Offensive rebound by Team,,85,86
329,4,11:46.0,,M. Teletović makes 2-pt jump shot from 14 ft,85,88
330,4,11:30.0,F. Kaminsky misses 2-pt jump shot from 16 ft,,85,88
331,4,11:28.0,,Defensive rebound by D. Booker,85,88
332,4,11:22.0,,B. Knight makes 2-pt layup from 1 ft,85,90
333,4,11:07.0,Turnover by J. Lin (lost ball),,85,90
334,4,10:54.0,,B. Knight makes 3-pt jump shot from 26 ft,85,93
335,4,10:52.0,Charlotte full timeout,,85,93
336,4,10:52.0,K. Walker enters the game for B. Roberts,,85,93
337,4,10:41.0,K. Walker makes 2-pt jump shot from 13 ft,,87,93
338,4,10:20.0,,P. Tucker misses 2-pt hook shot from 4 ft,87,93
339,4,10:16.0,,Offensive rebound by M. Teletović,87,93
340,4,10:14.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by M. Teletović),87,96
341,4,9:59.0,P. Hairston misses 3-pt jump shot from 25 ft,,87,96
342,4,9:57.0,,Defensive rebound by M. Teletović,87,96
343,4,9:43.0,,M. Teletović misses 3-pt jump shot from 25 ft,87,96
344,4,9:41.0,Defensive rebound by J. Lin,,87,96
345,4,9:28.0,T. Daniels makes 2-pt jump shot from 17 ft,,89,96
346,4,9:10.0,,M. Teletović misses 3-pt jump shot from 24 ft,89,96
347,4,9:08.0,Defensive rebound by T. Daniels,,89,96
348,4,8:57.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,89,96
349,4,8:55.0,,Defensive rebound by D. Booker,89,96
350,4,8:42.0,,B. Knight misses 2-pt jump shot from 9 ft,89,96
351,4,8:39.0,Defensive rebound by J. Lin,,89,96
352,4,8:28.0,Turnover by J. Lin (lost ball; steal by P. Tucker),,89,96
353,4,8:21.0,,T. Warren misses 3-pt jump shot from 23 ft,89,96
354,4,8:19.0,Defensive rebound by K. Walker,,89,96
355,4,8:11.0,K. Walker makes 2-pt layup from 2 ft,,91,96
356,4,7:46.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by P. Tucker),91,99
357,4,7:33.0,K. Walker misses 2-pt jump shot from 3 ft,,91,99
358,4,7:31.0,,Defensive rebound by D. Booker,91,99
359,4,7:26.0,,T. Warren misses 2-pt jump shot from 6 ft,91,99
360,4,7:24.0,Defensive rebound by Team,,91,99
361,4,7:24.0,C. Zeller enters the game for J. Lin,,91,99
362,4,7:24.0,M. Williams enters the game for F. Kaminsky,,91,99
363,4,7:11.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by T. Daniels),,93,99
364,4,6:48.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by P. Tucker),93,102
365,4,6:33.0,T. Daniels misses 3-pt jump shot from 26 ft,,93,102
366,4,6:31.0,Offensive rebound by K. Walker,,93,102
367,4,6:25.0,K. Walker misses 2-pt layup from 1 ft,,93,102
368,4,6:24.0,,Defensive rebound by M. Teletović,93,102
369,4,6:24.0,,Personal foul by C. Zeller (drawn by M. Teletović),93,102
370,4,6:24.0,,Phoenix full timeout,93,102
371,4,6:11.0,,Offensive foul by P. Tucker (drawn by M. Williams),93,102
372,4,6:11.0,,Turnover by P. Tucker (offensive foul),93,102
373,4,5:57.0,Personal foul by D. Booker (drawn by C. Zeller),,93,102
374,4,5:48.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by K. Walker),,96,102
375,4,5:32.0,,M. Teletović misses 3-pt jump shot from 25 ft,96,102
376,4,5:30.0,Defensive rebound by P. Hairston,,96,102
377,4,5:21.0,K. Walker misses 3-pt jump shot from 23 ft,,96,102
378,4,5:19.0,,Defensive rebound by M. Teletović,96,102
379,4,4:59.0,,D. Booker makes 2-pt jump shot from 19 ft,96,104
380,4,4:39.0,M. Williams makes 2-pt hook shot from 11 ft,,98,104
381,4,4:22.0,,B. Knight misses 2-pt jump shot from 18 ft,98,104
382,4,4:20.0,Defensive rebound by T. Daniels,,98,104
383,4,4:12.0,Turnover by K. Walker (bad pass),,98,104
384,4,3:52.0,,T. Warren makes 2-pt jump shot from 15 ft,98,106
385,4,3:34.0,T. Daniels misses 3-pt jump shot from 24 ft,,98,106
386,4,3:31.0,,Defensive rebound by B. Knight,98,106
387,4,3:16.0,,D. Booker misses 3-pt jump shot from 23 ft,98,106
