,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
100,1,0:08.0,,C. Aldrich enters the game for D. Jordan,21,23
101,1,0:08.0,,J. Crawford misses free throw 3 of 3,21,23
102,1,0:07.0,Defensive rebound by J. Anderson,,21,23
103,1,0:01.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,21,23
104,1,0:00.0,Offensive rebound by Team,,21,23
105,2,11:42.0,,A. Rivers misses 2-pt jump shot from 5 ft (block by R. Felton),21,23
106,2,11:40.0,Defensive rebound by J. Anderson,,21,23
107,2,11:40.0,Shooting foul by J. Crawford (drawn by J. Anderson),,21,23
108,2,11:40.0,J. Anderson makes free throw 1 of 2,,22,23
109,2,11:40.0,D. Williams enters the game for D. Harris,,22,23
110,2,11:40.0,J. Anderson makes free throw 2 of 2,,23,23
111,2,11:27.0,,J. Crawford makes 3-pt jump shot from 27 ft,23,26
112,2,11:09.0,J. Anderson misses 3-pt jump shot from 26 ft,,23,26
113,2,11:07.0,,Defensive rebound by C. Aldrich,23,26
114,2,10:54.0,,J. Crawford misses 3-pt jump shot from 25 ft,23,26
115,2,10:53.0,Defensive rebound by R. Felton,,23,26
116,2,10:47.0,Personal block foul by C. Aldrich,,23,26
117,2,10:47.0,,P. Prigioni enters the game for W. Johnson,23,26
118,2,10:47.0,S. Mejri enters the game for D. Lee,,23,26
119,2,10:40.0,R. Felton makes 2-pt jump shot from 5 ft,,25,26
120,2,10:30.0,,A. Rivers misses 2-pt jump shot from 7 ft,25,26
121,2,10:28.0,Defensive rebound by R. Felton,,25,26
122,2,10:21.0,R. Felton makes 2-pt hook shot from 6 ft,,27,26
123,2,9:59.0,,J. Green misses 2-pt jump shot from 3 ft (block by S. Mejri),27,26
124,2,9:57.0,,Offensive rebound by C. Aldrich,27,26
125,2,9:53.0,,J. Crawford makes 3-pt jump shot from 28 ft (assist by C. Aldrich),27,29
126,2,9:44.0,Shooting block foul by P. Prigioni (drawn by S. Mejri),,27,29
127,2,9:44.0,S. Mejri misses free throw 1 of 2,,27,29
128,2,9:44.0,Offensive rebound by Team,,27,29
129,2,9:44.0,,C. Paul enters the game for A. Rivers,27,29
130,2,9:44.0,S. Mejri makes free throw 2 of 2,,28,29
131,2,9:33.0,,Turnover by J. Crawford (bad pass; steal by J. Anderson),28,29
132,2,9:21.0,Def 3 sec tech foul by C. Aldrich,,28,29
133,2,9:21.0,D. Nowitzki makes technical free throw,,29,29
134,2,9:18.0,Turnover by S. Mejri (bad pass; steal by P. Prigioni),,29,29
135,2,9:09.0,Violation by S. Mejri (def goaltending),,29,29
136,2,9:09.0,,C. Aldrich makes 2-pt hook shot from 3 ft (assist by C. Paul),29,31
137,2,8:49.0,S. Mejri misses 2-pt layup from 2 ft,,29,31
138,2,8:46.0,,Defensive rebound by C. Aldrich,29,31
139,2,8:41.0,Violation by S. Mejri (def goaltending),,29,31
140,2,8:41.0,,J. Crawford makes 2-pt layup from 2 ft,29,33
141,2,8:27.0,D. Williams makes 2-pt jump shot from 22 ft (assist by R. Felton),,31,33
142,2,8:15.0,,J. Green misses 2-pt layup from 3 ft,31,33
143,2,8:12.0,Defensive rebound by S. Mejri,,31,33
144,2,8:06.0,D. Williams misses 3-pt jump shot from 24 ft,,31,33
145,2,8:04.0,,Defensive rebound by C. Aldrich,31,33
146,2,7:50.0,,C. Aldrich makes 2-pt layup from 3 ft (assist by J. Crawford),31,35
147,2,7:49.0,Dallas full timeout,,31,35
148,2,7:49.0,,J. Redick enters the game for J. Crawford,31,35
149,2,7:49.0,,B. Griffin enters the game for J. Green,31,35
150,2,7:49.0,D. Harris enters the game for J. Anderson,,31,35
151,2,7:49.0,D. Lee enters the game for D. Nowitzki,,31,35
152,2,7:49.0,W. Matthews enters the game for R. Felton,,31,35
153,2,7:23.0,D. Harris misses 2-pt jump shot from 18 ft,,31,35
154,2,7:23.0,Offensive rebound by Team,,31,35
155,2,7:23.0,Turnover by Team (shot clock),,31,35
156,2,7:12.0,,C. Aldrich misses 2-pt hook shot from 6 ft,31,35
157,2,7:09.0,Defensive rebound by D. Williams,,31,35
158,2,6:59.0,D. Williams makes 2-pt jump shot from 11 ft,,33,35
159,2,6:43.0,,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),33,37
160,2,6:19.0,W. Matthews makes 2-pt jump shot from 13 ft,,35,37
161,2,6:04.0,,B. Griffin misses 2-pt jump shot from 16 ft,35,37
162,2,6:03.0,Defensive rebound by S. Mejri,,35,37
163,2,5:43.0,D. Williams misses 3-pt jump shot from 27 ft,,35,37
164,2,5:41.0,,Defensive rebound by C. Aldrich,35,37
165,2,5:37.0,,LA Clippers full timeout,35,37
166,2,5:37.0,Z. Pachulia enters the game for S. Mejri,,35,37
167,2,5:37.0,,D. Jordan enters the game for C. Aldrich,35,37
168,2,5:18.0,,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),35,39
169,2,4:55.0,D. Williams misses 2-pt jump shot from 15 ft,,35,39
170,2,4:53.0,,Defensive rebound by B. Griffin,35,39
171,2,4:49.0,,Shooting foul by D. Lee (drawn by D. Jordan),35,39
172,2,4:49.0,,D. Jordan makes free throw 1 of 2,35,40
173,2,4:49.0,R. Felton enters the game for D. Williams,,35,40
174,2,4:49.0,,D. Jordan misses free throw 2 of 2,35,40
175,2,4:48.0,Defensive rebound by D. Lee,,35,40
176,2,4:29.0,D. Lee misses 2-pt hook shot from 5 ft,,35,40
177,2,4:27.0,,Defensive rebound by D. Jordan,35,40
178,2,4:17.0,,B. Griffin misses 2-pt jump shot from 15 ft,35,40
179,2,4:16.0,,Offensive rebound by D. Jordan,35,40
180,2,4:16.0,,Personal foul by W. Matthews,35,40
181,2,4:16.0,D. Nowitzki enters the game for D. Lee,,35,40
182,2,4:16.0,S. Mejri enters the game for Z. Pachulia,,35,40
183,2,4:13.0,,Personal foul by R. Felton,35,40
184,2,3:59.0,,B. Griffin misses 2-pt layup from 3 ft,35,40
185,2,3:56.0,Defensive rebound by S. Mejri,,35,40
186,2,3:53.0,Shooting block foul by P. Prigioni (drawn by R. Felton),,35,40
187,2,3:53.0,R. Felton makes free throw 1 of 2,,36,40
188,2,3:53.0,R. Felton makes free throw 2 of 2,,37,40
189,2,3:31.0,,B. Griffin misses 2-pt layup from 2 ft,37,40
190,2,3:29.0,Defensive rebound by D. Nowitzki,,37,40
191,2,3:23.0,D. Harris makes 3-pt jump shot from 24 ft (assist by R. Felton),,40,40
192,2,3:12.0,,Personal block foul by R. Felton,40,40
193,2,3:12.0,,J. Crawford enters the game for P. Prigioni,40,40
194,2,2:54.0,,C. Paul misses 2-pt jump shot from 19 ft,40,40
195,2,2:51.0,Defensive rebound by D. Harris,,40,40
196,2,2:35.0,Personal foul by B. Griffin,,40,40
197,2,2:35.0,Official timeout,,40,40
198,2,2:35.0,D. Nowitzki makes free throw 1 of 2,,41,40
199,2,2:35.0,D. Nowitzki makes free throw 2 of 2,,42,40
200,2,2:20.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),42,43
201,2,2:04.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),,44,43
202,2,1:45.0,,C. Paul misses 2-pt jump shot from 20 ft,44,43
203,2,1:42.0,Defensive rebound by D. Harris,,44,43
204,2,1:22.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,44,43
205,2,1:21.0,,Defensive rebound by D. Jordan,44,43
206,2,1:11.0,,J. Crawford makes 2-pt jump shot from 16 ft,44,45
207,2,0:58.0,R. Felton misses 2-pt jump shot from 11 ft,,44,45
208,2,0:54.0,,Defensive rebound by D. Jordan,44,45
209,2,0:52.0,,C. Paul makes 2-pt layup from 1 ft,44,47
210,2,0:52.0,Dallas full timeout,,44,47
211,2,0:34.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by R. Felton),,47,47
212,2,0:32.0,,Personal take foul by S. Mejri,47,47
213,2,0:32.0,,D. Jordan misses free throw 1 of 2,47,47
214,2,0:32.0,,Offensive rebound by Team,47,47
215,2,0:32.0,,L. Mbah a Moute enters the game for J. Crawford,47,47
216,2,0:32.0,,P. Prigioni enters the game for B. Griffin,47,47
217,2,0:32.0,,D. Jordan misses free throw 2 of 2,47,47
218,2,0:31.0,Defensive rebound by D. Harris,,47,47
219,2,0:15.0,R. Felton misses 2-pt layup from 2 ft (block by D. Jordan),,47,47
220,2,0:12.0,Offensive rebound by R. Felton,,47,47
221,2,0:08.0,D. Harris misses 3-pt jump shot from 25 ft,,47,47
222,2,0:08.0,,Defensive rebound by C. Paul,47,47
223,2,0:08.0,,LA Clippers full timeout,47,47
224,2,0:08.0,,W. Johnson enters the game for L. Mbah a Moute,47,47
225,2,0:08.0,,B. Griffin enters the game for D. Jordan,47,47
226,2,0:08.0,,J. Crawford enters the game for P. Prigioni,47,47
227,2,0:08.0,J. Anderson enters the game for D. Nowitzki,,47,47
228,2,0:02.0,,J. Redick makes 2-pt jump shot from 5 ft (assist by C. Paul),47,49
229,3,11:42.0,,J. Redick misses 2-pt jump shot from 19 ft (block by Z. Pachulia),47,49
230,3,11:42.0,,Offensive rebound by B. Griffin,47,49
231,3,11:39.0,,B. Griffin misses 2-pt jump shot from 19 ft,47,49
232,3,11:38.0,Defensive rebound by J. Anderson,,47,49
233,3,11:31.0,Shooting foul by B. Griffin (drawn by Z. Pachulia),,47,49
234,3,11:31.0,Z. Pachulia misses free throw 1 of 2,,47,49
235,3,11:31.0,Offensive rebound by Team,,47,49
236,3,11:31.0,Z. Pachulia makes free throw 2 of 2,,48,49
237,3,11:12.0,,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),48,51
238,3,11:12.0,,Violation by Team (delay of game),48,51
239,3,11:00.0,D. Williams misses 2-pt jump shot from 15 ft,,48,51
240,3,10:57.0,,Defensive rebound by B. Griffin,48,51
241,3,10:42.0,,Shooting foul by D. Nowitzki (drawn by D. Jordan),48,51
242,3,10:42.0,,D. Jordan misses free throw 1 of 2,48,51
243,3,10:42.0,,Offensive rebound by Team,48,51
244,3,10:42.0,,D. Jordan misses free throw 2 of 2,48,51
245,3,10:40.0,Defensive rebound by D. Nowitzki,,48,51
246,3,10:22.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,48,51
247,3,10:18.0,Offensive rebound by Z. Pachulia,,48,51
248,3,10:17.0,Z. Pachulia misses 2-pt layup from 1 ft,,48,51
249,3,10:16.0,,Defensive rebound by B. Griffin,48,51
250,3,10:08.0,,Turnover by L. Mbah a Moute (traveling),48,51
251,3,9:59.0,Turnover by D. Williams (bad pass),,48,51
252,3,9:47.0,,Shooting foul by J. Anderson (drawn by D. Jordan),48,51
253,3,9:47.0,,D. Jordan misses free throw 1 of 2,48,51
254,3,9:47.0,,Offensive rebound by Team,48,51
255,3,9:47.0,,D. Jordan misses free throw 2 of 2,48,51
256,3,9:46.0,Defensive rebound by Z. Pachulia,,48,51
257,3,9:36.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),,51,51
258,3,9:22.0,,Shooting block foul by D. Nowitzki (drawn by B. Griffin),51,51
259,3,9:22.0,,B. Griffin misses free throw 1 of 2,51,51
260,3,9:22.0,,Offensive rebound by Team,51,51
261,3,9:22.0,,B. Griffin makes free throw 2 of 2,51,52
262,3,9:05.0,Turnover by D. Williams (bad pass; steal by L. Mbah a Moute),,51,52
263,3,9:05.0,,Personal foul by J. Anderson,51,52
264,3,8:51.0,,B. Griffin makes 2-pt hook shot from 3 ft,51,54
265,3,8:27.0,W. Matthews misses 2-pt jump shot from 14 ft,,51,54
266,3,8:26.0,,Defensive rebound by C. Paul,51,54
267,3,8:13.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),51,56
268,3,8:13.0,Dallas full timeout,,51,56
269,3,7:47.0,W. Matthews misses 2-pt jump shot from 18 ft,,51,56
270,3,7:47.0,Offensive rebound by Team,,51,56
271,3,7:47.0,R. Felton enters the game for J. Anderson,,51,56
272,3,7:46.0,Shooting foul by L. Mbah a Moute (drawn by W. Matthews),,51,56
273,3,7:46.0,W. Matthews makes free throw 1 of 2,,52,56
274,3,7:46.0,W. Matthews makes free throw 2 of 2,,53,56
275,3,7:45.0,,Personal take foul by D. Williams,53,56
276,3,7:45.0,,D. Jordan misses free throw 1 of 2,53,56
277,3,7:45.0,,Offensive rebound by Team,53,56
278,3,7:45.0,,D. Jordan misses free throw 2 of 2,53,56
279,3,7:44.0,Defensive rebound by Z. Pachulia,,53,56
280,3,7:27.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,53,56
281,3,7:25.0,,Defensive rebound by C. Paul,53,56
282,3,7:21.0,,Turnover by B. Griffin (bad pass),53,56
283,3,7:01.0,R. Felton misses 3-pt jump shot from 25 ft,,53,56
284,3,7:00.0,,Defensive rebound by B. Griffin,53,56
285,3,6:43.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by B. Griffin),53,59
286,3,6:24.0,W. Matthews misses 3-pt jump shot from 26 ft,,53,59
287,3,6:23.0,,Defensive rebound by C. Paul,53,59
288,3,6:20.0,S. Mejri enters the game for Z. Pachulia,,53,59
289,3,6:12.0,,Personal take foul by R. Felton,53,59
290,3,6:12.0,,D. Jordan misses free throw 1 of 2,53,59
291,3,6:12.0,,Offensive rebound by Team,53,59
292,3,6:12.0,,D. Jordan misses free throw 2 of 2,53,59
293,3,6:10.0,,Offensive rebound by B. Griffin,53,59
294,3,6:06.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),53,62
295,3,5:40.0,R. Felton makes 2-pt jump shot from 5 ft (assist by W. Matthews),,55,62
296,3,5:37.0,,Personal take foul by S. Mejri,55,62
297,3,5:37.0,,D. Jordan makes free throw 1 of 2,55,63
298,3,5:37.0,D. Lee enters the game for D. Nowitzki,,55,63
299,3,5:37.0,,D. Jordan misses free throw 2 of 2,55,63
300,3,5:36.0,Defensive rebound by D. Lee,,55,63
301,3,5:31.0,Turnover by D. Lee (lost ball; steal by B. Griffin),,55,63
302,3,5:27.0,,Turnover by B. Griffin (bad pass; steal by S. Mejri),55,63
303,3,5:24.0,Turnover by W. Matthews (lost ball; steal by L. Mbah a Moute),,55,63
304,3,5:24.0,Technical foul by W. Matthews,,55,63
305,3,5:24.0,,C. Paul makes technical free throw,55,64
306,3,5:24.0,D. Harris enters the game for D. Williams,,55,64
307,3,5:15.0,,C. Paul misses 3-pt jump shot from 27 ft,55,64
308,3,5:14.0,Defensive rebound by S. Mejri,,55,64
309,3,4:56.0,R. Felton misses 3-pt jump shot from 27 ft,,55,64
310,3,4:54.0,,Defensive rebound by B. Griffin,55,64
311,3,4:39.0,,C. Paul misses 3-pt jump shot from 25 ft,55,64
312,3,4:38.0,Defensive rebound by Team,,55,64
313,3,4:38.0,,J. Crawford enters the game for L. Mbah a Moute,55,64
314,3,4:13.0,D. Harris makes 2-pt jump shot from 20 ft,,57,64
315,3,4:13.0,Violation by Team (delay of game),,57,64
316,3,4:07.0,,Shooting block foul by S. Mejri (drawn by B. Griffin),57,64
317,3,4:07.0,,B. Griffin makes free throw 1 of 2,57,65
318,3,4:07.0,,J. Green enters the game for J. Redick,57,65
319,3,4:07.0,,B. Griffin misses free throw 2 of 2,57,65
320,3,4:05.0,Defensive rebound by D. Lee,,57,65
321,3,3:58.0,Turnover by R. Felton (bad pass; steal by B. Griffin),,57,65
322,3,3:56.0,,Turnover by B. Griffin (bad pass; steal by D. Lee),57,65
323,3,3:46.0,Shooting foul by B. Griffin (drawn by D. Lee),,57,65
324,3,3:46.0,D. Lee makes free throw 1 of 2,,58,65
325,3,3:46.0,,W. Johnson enters the game for B. Griffin,58,65
326,3,3:46.0,D. Lee makes free throw 2 of 2,,59,65
327,3,3:45.0,,Personal take foul by D. Harris,59,65
328,3,3:45.0,,D. Jordan makes free throw 1 of 2,59,66
329,3,3:45.0,,D. Jordan makes free throw 2 of 2,59,67
330,3,3:28.0,D. Lee misses 2-pt jump shot from 5 ft (block by W. Johnson),,59,67
331,3,3:27.0,,Defensive rebound by D. Jordan,59,67
332,3,3:24.0,,J. Green makes 2-pt layup from 3 ft (assist by C. Paul),59,69
333,3,3:24.0,,Shooting foul by D. Harris (drawn by J. Green),59,69
334,3,3:24.0,,J. Green makes free throw 1 of 1,59,70
335,3,3:05.0,R. Felton misses 3-pt jump shot from 26 ft,,59,70
336,3,3:03.0,Offensive rebound by D. Lee,,59,70
337,3,2:50.0,Turnover by W. Matthews (lost ball; steal by J. Crawford),,59,70
338,3,2:44.0,,C. Paul misses 2-pt layup from 2 ft,59,70
339,3,2:39.0,Defensive rebound by D. Lee,,59,70
340,3,2:34.0,W. Matthews misses 3-pt jump shot from 28 ft,,59,70
341,3,2:31.0,,Defensive rebound by D. Jordan,59,70
342,3,2:22.0,,J. Crawford misses 2-pt jump shot from 12 ft,59,70
343,3,2:21.0,Defensive rebound by S. Mejri,,59,70
344,3,2:11.0,D. Harris misses 3-pt jump shot from 24 ft,,59,70
345,3,2:11.0,,Defensive rebound by C. Paul,59,70
346,3,2:11.0,,LA Clippers full timeout,59,70
347,3,2:11.0,,A. Rivers enters the game for C. Paul,59,70
348,3,2:11.0,J. Anderson enters the game for W. Matthews,,59,70
349,3,2:11.0,D. Nowitzki enters the game for D. Lee,,59,70
350,3,2:11.0,D. Williams enters the game for S. Mejri,,59,70
351,3,1:52.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Crawford),59,72
352,3,1:52.0,,Shooting foul by D. Williams (drawn by D. Jordan),59,72
353,3,1:52.0,,C. Aldrich enters the game for D. Jordan,59,72
354,3,1:52.0,,D. Jordan misses free throw 1 of 1,59,72
355,3,1:52.0,Defensive rebound by Team,,59,72
356,3,1:41.0,J. Anderson misses 3-pt jump shot from 26 ft,,59,72
357,3,1:39.0,,Defensive rebound by C. Aldrich,59,72
358,3,1:33.0,,Personal foul by D. Williams,59,72
359,3,1:33.0,,J. Crawford makes free throw 1 of 2,59,73
360,3,1:33.0,,J. Crawford makes free throw 2 of 2,59,74
361,3,1:23.0,Shooting foul by C. Aldrich (drawn by J. Anderson),,59,74
362,3,1:23.0,J. Anderson misses free throw 1 of 2,,59,74
363,3,1:23.0,Offensive rebound by Team,,59,74
364,3,1:23.0,J. Anderson misses free throw 2 of 2,,59,74
365,3,1:20.0,,Defensive rebound by C. Aldrich,59,74
366,3,1:00.0,,J. Crawford makes 2-pt jump shot from 6 ft,59,76
367,3,1:00.0,Dallas full timeout,,59,76
368,3,1:00.0,C. Villanueva enters the game for J. Anderson,,59,76
369,3,0:46.0,Turnover by R. Felton (bad pass; steal by A. Rivers),,59,76
370,3,0:41.0,,A. Rivers misses 2-pt layup from 1 ft (block by R. Felton),59,76
371,3,0:41.0,,Offensive rebound by Team,59,76
372,3,0:35.0,,J. Crawford misses 3-pt jump shot from 26 ft,59,76
373,3,0:33.0,Defensive rebound by D. Nowitzki,,59,76
374,3,0:23.0,C. Villanueva misses 2-pt layup from 3 ft (block by C. Aldrich),,59,76
375,3,0:18.0,,Defensive rebound by W. Johnson,59,76
376,3,0:02.0,,J. Crawford misses 2-pt jump shot from 16 ft,59,76
377,3,0:01.0,,Offensive rebound by C. Aldrich,59,76
378,4,11:46.0,D. Nowitzki makes 2-pt layup from 2 ft (assist by C. Villanueva),,61,76
379,4,11:20.0,,J. Green makes 2-pt jump shot from 14 ft,61,78
380,4,11:01.0,D. Harris makes 3-pt jump shot from 26 ft (assist by C. Villanueva),,64,78
381,4,10:30.0,,J. Green misses 2-pt hook shot from 7 ft,64,78
382,4,10:28.0,Defensive rebound by D. Nowitzki,,64,78
383,4,10:19.0,C. Villanueva misses 2-pt layup from 3 ft (block by J. Green),,64,78
384,4,10:19.0,Offensive rebound by Team,,64,78
385,4,10:19.0,,B. Griffin enters the game for C. Aldrich,64,78
386,4,10:11.0,D. Williams makes 2-pt jump shot from 17 ft (assist by D. Nowitzki),,66,78
387,4,9:47.0,,J. Green makes 2-pt jump shot from 14 ft,66,80
388,4,9:37.0,D. Williams makes 2-pt layup from 1 ft,,68,80
389,4,9:15.0,,A. Rivers misses 3-pt jump shot from 28 ft,68,80
390,4,9:13.0,Defensive rebound by D. Williams,,68,80
391,4,9:00.0,Shooting foul by W. Johnson (drawn by D. Williams),,68,80
392,4,9:00.0,D. Williams misses free throw 1 of 2,,68,80
393,4,9:00.0,Offensive rebound by Team,,68,80
394,4,9:00.0,D. Williams misses free throw 2 of 2,,68,80
