,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
385,4,4:12.0,,L. Aldridge misses 2-pt jump shot from 20 ft,92,100
386,4,4:09.0,,Offensive rebound by D. Green,92,100
387,4,4:09.0,,D. Green makes 2-pt dunk at rim,92,102
388,4,4:09.0,Chicago full timeout,,92,102
389,4,4:09.0,,D. West enters the game for T. Duncan,92,102
390,4,3:56.0,P. Gasol misses 2-pt jump shot from 4 ft,,92,102
391,4,3:54.0,,Defensive rebound by L. Aldridge,92,102
392,4,3:43.0,,T. Parker makes 2-pt jump shot from 17 ft,92,104
393,4,3:22.0,E. Moore misses 2-pt jump shot from 10 ft (block by K. Leonard),,92,104
394,4,3:22.0,Offensive rebound by Team,,92,104
395,4,3:19.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,94,104
396,4,3:03.0,,D. West misses 2-pt jump shot from 16 ft,94,104
397,4,3:01.0,Defensive rebound by M. Dunleavy,,94,104
398,4,3:01.0,Personal foul by D. Green,,94,104
399,4,3:01.0,,M. Ginóbili enters the game for D. Green,94,104
400,4,2:39.0,T. Gibson misses 2-pt dunk at rim,,94,104
401,4,2:38.0,,Defensive rebound by K. Leonard,94,104
402,4,2:38.0,Technical foul by Team,,94,104
403,4,2:38.0,,San Antonio full timeout,94,104
404,4,2:38.0,,K. Leonard makes technical free throw,94,105
405,4,2:19.0,,Shooting foul by M. Dunleavy (drawn by K. Leonard),94,105
406,4,2:19.0,,K. Leonard makes free throw 1 of 2,94,106
407,4,2:19.0,,T. Duncan enters the game for D. West,94,106
408,4,2:19.0,,K. Leonard makes free throw 2 of 2,94,107
409,4,2:03.0,E. Moore makes 2-pt layup from 1 ft,,96,107
410,4,1:43.0,,T. Duncan misses 2-pt jump shot from 6 ft (block by P. Gasol),96,107
411,4,1:42.0,Defensive rebound by M. Dunleavy,,96,107
412,4,1:29.0,P. Gasol misses 2-pt jump shot from 17 ft,,96,107
413,4,1:28.0,,Defensive rebound by T. Parker,96,107
414,4,1:10.0,,Shooting foul by M. Dunleavy (drawn by T. Duncan),96,107
415,4,1:10.0,,T. Duncan misses free throw 1 of 2,96,107
416,4,1:10.0,,Offensive rebound by Team,96,107
417,4,1:10.0,D. McDermott enters the game for D. Rose,,96,107
418,4,1:10.0,,K. Martin enters the game for K. Leonard,96,107
419,4,1:10.0,,T. Duncan misses free throw 2 of 2,96,107
420,4,1:09.0,Defensive rebound by E. Moore,,96,107
421,4,0:58.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,96,107
422,4,0:56.0,Offensive rebound by T. Gibson,,96,107
423,4,0:48.0,E. Moore makes 2-pt jump shot from 17 ft (assist by P. Gasol),,98,107
424,4,0:35.0,,L. Aldridge makes 2-pt dunk at rim (assist by T. Parker),98,109
425,4,0:35.0,Chicago full timeout,,98,109
426,4,0:35.0,,K. Anderson enters the game for L. Aldridge,98,109
427,4,0:35.0,,A. Miller enters the game for T. Duncan,98,109
428,4,0:35.0,,D. Green enters the game for T. Parker,98,109
429,4,0:35.0,,B. Marjanović enters the game for M. Ginóbili,98,109
430,4,0:35.0,N. Mirotić enters the game for T. Gibson,,98,109
431,4,0:32.0,Turnover by E. Moore (lost ball; steal by K. Martin),,98,109
432,4,0:13.0,,B. Marjanović misses 2-pt jump shot from 3 ft,98,109
433,4,0:11.0,Defensive rebound by P. Gasol,,98,109
434,4,0:04.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by E. Moore),,101,109
