,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
391,4,11:00.0,,Turnover by G. Neal (lost ball; steal by A. Iguodala),105,95
392,4,10:53.0,L. Barbosa misses 3-pt jump shot from 23 ft,,105,95
393,4,10:52.0,Offensive rebound by A. Iguodala,,105,95
394,4,10:37.0,A. Iguodala misses 3-pt jump shot from 28 ft,,105,95
395,4,10:36.0,,Defensive rebound by G. Neal,105,95
396,4,10:22.0,,G. Neal makes 2-pt jump shot from 19 ft (assist by J. Wall),105,97
397,4,10:03.0,H. Barnes misses 2-pt jump shot from 19 ft,,105,97
398,4,10:02.0,,Defensive rebound by M. Gortat,105,97
399,4,9:52.0,,J. Wall makes 2-pt layup at rim,105,99
400,4,9:51.0,Golden State full timeout,,105,99
401,4,9:51.0,K. Thompson enters the game for L. Barbosa,,105,99
402,4,9:51.0,A. Bogut enters the game for M. Speights,,105,99
403,4,9:36.0,S. Livingston makes 2-pt jump shot from 13 ft,,107,99
404,4,9:19.0,,R. Sessions makes 2-pt jump shot from 17 ft (assist by J. Wall),107,101
405,4,8:58.0,S. Livingston makes 2-pt jump shot from 17 ft (assist by A. Bogut),,109,101
406,4,8:37.0,,Personal foul by S. Livingston (drawn by J. Wall),109,101
407,4,8:37.0,,G. Temple enters the game for R. Sessions,109,101
408,4,8:37.0,,O. Porter enters the game for B. Beal,109,101
409,4,8:32.0,,G. Neal misses 2-pt jump shot from 8 ft,109,101
410,4,8:32.0,Defensive rebound by Team,,109,101
411,4,8:32.0,,Loose ball foul by M. Gortat (drawn by A. Iguodala),109,101
412,4,8:12.0,S. Livingston makes 2-pt jump shot from 15 ft (assist by A. Bogut),,111,101
413,4,7:59.0,,J. Wall makes 2-pt layup from 1 ft,111,103
414,4,7:40.0,Turnover by A. Iguodala (lost ball; steal by M. Gortat),,111,103
415,4,7:37.0,,Turnover by M. Gortat (bad pass; steal by S. Livingston),111,103
416,4,7:33.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),,114,103
417,4,7:21.0,,G. Neal misses 2-pt jump shot from 21 ft,114,103
418,4,7:20.0,Defensive rebound by K. Thompson,,114,103
419,4,7:13.0,K. Thompson misses 3-pt jump shot from 26 ft,,114,103
420,4,7:11.0,,Defensive rebound by M. Gortat,114,103
421,4,7:04.0,,Shooting foul by A. Iguodala (drawn by M. Gortat),114,103
422,4,7:04.0,,M. Gortat misses free throw 1 of 2,114,103
423,4,7:04.0,,Offensive rebound by Team,114,103
424,4,7:04.0,S. Curry enters the game for A. Iguodala,,114,103
425,4,7:04.0,D. Green enters the game for A. Bogut,,114,103
426,4,7:04.0,,M. Gortat makes free throw 2 of 2,114,104
427,4,6:54.0,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),,116,104
428,4,6:44.0,,J. Wall makes 2-pt jump shot from 19 ft,116,106
429,4,6:22.0,S. Curry misses 3-pt jump shot from 26 ft,,116,106
430,4,6:21.0,,Defensive rebound by G. Temple,116,106
431,4,6:08.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),116,108
432,4,5:54.0,K. Thompson misses 3-pt jump shot from 27 ft,,116,108
433,4,5:53.0,,Defensive rebound by G. Neal,116,108
434,4,5:46.0,,Personal foul by S. Livingston (drawn by G. Neal),116,108
435,4,5:46.0,Official timeout,,116,108
436,4,5:46.0,,B. Beal enters the game for G. Neal,116,108
437,4,5:30.0,,Turnover by Team (shot clock),116,108
438,4,5:17.0,Shooting foul by G. Temple (drawn by D. Green),,116,108
439,4,5:17.0,D. Green misses free throw 1 of 2,,116,108
440,4,5:17.0,Offensive rebound by Team,,116,108
441,4,5:17.0,D. Green makes free throw 2 of 2,,117,108
442,4,5:02.0,,J. Wall misses 2-pt jump shot from 18 ft,117,108
443,4,5:00.0,Defensive rebound by S. Curry,,117,108
444,4,4:54.0,K. Thompson misses 3-pt jump shot from 27 ft,,117,108
445,4,4:52.0,,Defensive rebound by G. Temple,117,108
446,4,4:49.0,,Shooting foul by K. Thompson (drawn by J. Wall),117,108
447,4,4:49.0,,J. Wall makes free throw 1 of 2,117,109
448,4,4:49.0,,J. Wall misses free throw 2 of 2,117,109
449,4,4:49.0,Defensive rebound by S. Livingston,,117,109
450,4,4:35.0,Turnover by S. Livingston (bad pass; steal by G. Temple),,117,109
451,4,4:29.0,,O. Porter misses 2-pt layup from 1 ft,117,109
452,4,4:28.0,,Offensive rebound by G. Temple,117,109
453,4,4:25.0,,G. Temple misses 2-pt jump shot from 3 ft,117,109
454,4,4:24.0,Defensive rebound by S. Livingston,,117,109
455,4,4:22.0,S. Curry makes 3-pt jump shot from 28 ft (assist by S. Livingston),,120,109
456,4,4:21.0,,Washington full timeout,120,109
457,4,4:21.0,A. Iguodala enters the game for S. Livingston,,120,109
458,4,4:10.0,,B. Beal makes 2-pt layup at rim,120,111
459,4,3:46.0,Turnover by D. Green (lost ball; steal by G. Temple),,120,111
460,4,3:43.0,,Personal foul by A. Iguodala (drawn by G. Temple),120,111
461,4,3:43.0,,G. Temple makes free throw 1 of 2,120,112
462,4,3:43.0,,N. Hilário enters the game for M. Gortat,120,112
463,4,3:43.0,,G. Temple makes free throw 2 of 2,120,113
464,4,3:25.0,K. Thompson makes 3-pt jump shot from 32 ft (assist by A. Iguodala),,123,113
465,4,3:14.0,,J. Wall misses 2-pt layup from 1 ft,123,113
466,4,3:12.0,Defensive rebound by Team,,123,113
467,4,2:53.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,125,113
468,4,2:43.0,,J. Wall makes 2-pt layup from 1 ft (assist by G. Temple),125,115
469,4,2:43.0,,Shooting foul by H. Barnes (drawn by J. Wall),125,115
470,4,2:43.0,,J. Wall misses free throw 1 of 1,125,115
471,4,2:42.0,Defensive rebound by D. Green,,125,115
472,4,2:35.0,,Violation by B. Beal (def goaltending),125,115
473,4,2:35.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,127,115
474,4,2:21.0,,N. Hilário misses 2-pt layup from 1 ft,127,115
475,4,2:20.0,Defensive rebound by Team,,127,115
476,4,2:08.0,D. Green makes 2-pt layup from 1 ft,,129,115
477,4,1:52.0,,Shooting foul by D. Green (drawn by N. Hilário),129,115
478,4,1:52.0,,N. Hilário misses free throw 1 of 2,129,115
479,4,1:52.0,,Offensive rebound by Team,129,115
480,4,1:52.0,,N. Hilário makes free throw 2 of 2,129,116
481,4,1:37.0,Turnover by D. Green (lost ball; steal by O. Porter),,129,116
482,4,1:32.0,,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),129,118
483,4,1:19.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),,132,118
484,4,1:13.0,,O. Porter misses 3-pt jump shot from 25 ft,132,118
485,4,1:11.0,Defensive rebound by K. Thompson,,132,118
486,4,0:54.0,H. Barnes misses 3-pt jump shot from 26 ft,,132,118
487,4,0:52.0,,Defensive rebound by N. Hilário,132,118
488,4,0:50.0,,J. Wall makes 3-pt jump shot from 27 ft,132,121
489,4,0:35.0,Personal take foul by N. Hilário (drawn by S. Curry),,132,121
490,4,0:35.0,,M. Gortat enters the game for N. Hilário,132,121
491,4,0:35.0,,J. Eddie enters the game for J. Wall,132,121
492,4,0:35.0,,R. Sessions enters the game for B. Beal,132,121
493,4,0:26.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,134,121
494,4,0:11.0,,Turnover by J. Eddie (lost ball; steal by D. Green),134,121
