,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
394,4,7:53.0,,D. Lillard misses 2-pt jump shot from 22 ft,83,90
395,4,7:53.0,Defensive rebound by G. Temple,,83,90
396,4,7:33.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Dudley),,85,90
397,4,7:21.0,,Turnover by C. McCollum (bad pass; steal by N. Hilário),85,90
398,4,7:15.0,N. Hilário makes 2-pt layup from 2 ft (assist by R. Sessions),,87,90
399,4,7:15.0,Shooting foul by D. Lillard (drawn by N. Hilário),,87,90
400,4,7:15.0,,M. Leonard enters the game for G. Henderson,87,90
401,4,7:15.0,N. Hilário misses free throw 1 of 1,,87,90
402,4,7:14.0,,Defensive rebound by M. Plumlee,87,90
403,4,7:00.0,,D. Lillard makes 2-pt layup at rim,87,92
404,4,6:40.0,Shooting foul by M. Plumlee (drawn by N. Hilário),,87,92
405,4,6:40.0,N. Hilário misses free throw 1 of 2,,87,92
406,4,6:40.0,Offensive rebound by Team,,87,92
407,4,6:40.0,N. Hilário makes free throw 2 of 2,,88,92
408,4,6:23.0,,Turnover by M. Plumlee (lost ball; steal by G. Temple),88,92
409,4,6:23.0,Personal foul by M. Plumlee,,88,92
410,4,6:10.0,M. Morris misses 2-pt jump shot from 16 ft,,88,92
411,4,6:10.0,,Defensive rebound by M. Leonard,88,92
412,4,6:02.0,,C. McCollum misses 3-pt jump shot from 22 ft,88,92
413,4,6:01.0,Defensive rebound by G. Temple,,88,92
414,4,5:50.0,R. Sessions makes 2-pt dunk at rim (assist by G. Temple),,90,92
415,4,5:31.0,,Portland full timeout,90,92
416,4,5:31.0,J. Wall enters the game for G. Temple,,90,92
417,4,5:31.0,,E. Davis enters the game for M. Plumlee,90,92
418,4,5:27.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by E. Davis),90,95
419,4,5:12.0,Personal foul by A. Crabbe,,90,95
420,4,5:12.0,M. Gortat enters the game for N. Hilário,,90,95
421,4,5:00.0,Turnover by M. Gortat (lost ball; steal by D. Lillard),,90,95
422,4,4:52.0,,D. Lillard misses 3-pt jump shot from 24 ft,90,95
423,4,4:52.0,Defensive rebound by M. Gortat,,90,95
424,4,4:44.0,J. Wall misses 2-pt jump shot from 3 ft,,90,95
425,4,4:44.0,,Defensive rebound by Team,90,95
426,4,4:44.0,Loose ball foul by M. Gortat,,90,95
427,4,4:22.0,,M. Leonard misses 2-pt jump shot from 12 ft,90,95
428,4,4:21.0,Defensive rebound by M. Morris,,90,95
429,4,4:12.0,M. Gortat makes 2-pt jump shot from 14 ft,,92,95
430,4,3:48.0,,D. Lillard misses 3-pt jump shot from 24 ft,92,95
431,4,3:47.0,Defensive rebound by J. Dudley,,92,95
432,4,3:36.0,M. Gortat misses 2-pt layup at rim,,92,95
433,4,3:36.0,Offensive rebound by M. Gortat,,92,95
434,4,3:36.0,M. Gortat makes 2-pt layup at rim,,94,95
435,4,3:15.0,,C. McCollum misses 2-pt layup from 2 ft (block by M. Morris),94,95
436,4,3:12.0,Defensive rebound by M. Morris,,94,95
437,4,3:04.0,Washington full timeout,,94,95
438,4,3:01.0,J. Dudley makes 2-pt jump shot from 16 ft (assist by J. Wall),,96,95
439,4,2:42.0,,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),96,97
440,4,2:28.0,M. Morris makes 2-pt jump shot from 19 ft (assist by J. Wall),,98,97
441,4,2:15.0,,Shooting foul by J. Wall (drawn by E. Davis),98,97
442,4,2:15.0,,E. Davis makes free throw 1 of 2,98,98
443,4,2:15.0,,G. Henderson enters the game for A. Crabbe,98,98
444,4,2:15.0,,E. Davis misses free throw 2 of 2,98,98
445,4,2:14.0,Defensive rebound by M. Morris,,98,98
446,4,1:51.0,M. Morris misses 2-pt jump shot from 5 ft,,98,98
447,4,1:51.0,Offensive rebound by M. Gortat,,98,98
448,4,1:48.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by J. Wall),,101,98
449,4,1:34.0,,M. Leonard makes 2-pt jump shot from 16 ft (assist by D. Lillard),101,100
450,4,1:20.0,J. Wall misses 2-pt jump shot from 19 ft,,101,100
451,4,1:20.0,,Defensive rebound by G. Henderson,101,100
452,4,1:10.0,,Shooting foul by M. Gortat (drawn by D. Lillard),101,100
453,4,1:10.0,,D. Lillard makes free throw 1 of 2,101,101
454,4,1:10.0,,A. Crabbe enters the game for C. McCollum,101,101
455,4,1:10.0,,D. Lillard makes free throw 2 of 2,101,102
456,4,1:00.0,M. Morris misses 2-pt jump shot from 8 ft,,101,102
457,4,0:59.0,Offensive rebound by Team,,101,102
458,4,0:59.0,,M. Plumlee enters the game for M. Leonard,101,102
459,4,0:37.0,J. Wall misses 2-pt jump shot from 18 ft,,101,102
460,4,0:37.0,Offensive rebound by R. Sessions,,101,102
461,4,0:26.0,Washington full timeout,,101,102
462,4,0:26.0,,C. McCollum enters the game for A. Crabbe,101,102
463,4,0:16.0,J. Wall makes 3-pt jump shot from 25 ft (assist by R. Sessions),,104,102
464,4,0:16.0,,Portland full timeout,104,102
465,4,0:16.0,,A. Crabbe enters the game for E. Davis,104,102
466,4,0:16.0,,M. Leonard enters the game for M. Plumlee,104,102
467,4,0:16.0,G. Temple enters the game for M. Gortat,,104,102
468,4,0:16.0,,Portland full timeout,104,102
469,4,0:06.0,,C. McCollum makes 2-pt jump shot from 17 ft,104,104
470,4,0:05.0,Washington full timeout,,104,104
471,4,0:05.0,,M. Plumlee enters the game for M. Leonard,104,104
472,4,0:05.0,,E. Davis enters the game for C. McCollum,104,104
473,4,0:05.0,M. Gortat enters the game for G. Temple,,104,104
474,4,0:01.0,M. Gortat misses 2-pt layup from 2 ft (block by G. Henderson),,104,104
475,4,0:00.0,Offensive rebound by J. Wall,,104,104
476,4,0:00.0,J. Wall misses 3-pt jump shot from 24 ft,,104,104
477,4,0:00.0,Offensive rebound by Team,,104,104
478,1OT,4:38.0,R. Sessions makes 2-pt jump shot from 16 ft,,106,104
479,1OT,4:21.0,,G. Henderson makes 2-pt jump shot from 11 ft (assist by E. Davis),106,106
480,1OT,4:04.0,Offensive foul by M. Morris (drawn by D. Lillard),,106,106
481,1OT,4:04.0,Turnover by M. Morris (offensive foul),,106,106
482,1OT,4:04.0,Violation by Team (jump ball),,106,106
483,1OT,3:48.0,,D. Lillard makes 2-pt layup from 1 ft,106,108
484,1OT,3:42.0,J. Dudley misses 3-pt jump shot from 23 ft,,106,108
485,1OT,3:40.0,Offensive rebound by J. Dudley,,106,108
486,1OT,3:35.0,J. Dudley misses 2-pt jump shot from 18 ft,,106,108
487,1OT,3:34.0,,Defensive rebound by M. Leonard,106,108
488,1OT,3:28.0,,D. Lillard misses 3-pt jump shot from 25 ft,106,108
489,1OT,3:27.0,,Offensive rebound by E. Davis,106,108
490,1OT,3:24.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by E. Davis),106,111
491,1OT,3:02.0,J. Wall makes 3-pt jump shot from 24 ft,,109,111
492,1OT,2:40.0,,C. McCollum misses 3-pt jump shot from 24 ft,109,111
493,1OT,2:36.0,Defensive rebound by J. Dudley,,109,111
494,1OT,2:31.0,J. Wall misses 2-pt jump shot from 3 ft,,109,111
495,1OT,2:30.0,,Defensive rebound by M. Leonard,109,111
496,1OT,2:09.0,,G. Henderson misses 2-pt jump shot from 21 ft,109,111
497,1OT,2:08.0,,Offensive rebound by G. Henderson,109,111
498,1OT,1:47.0,,C. McCollum misses 2-pt jump shot from 13 ft,109,111
499,1OT,1:46.0,,Offensive rebound by E. Davis,109,111
500,1OT,1:27.0,,D. Lillard misses 3-pt jump shot from 25 ft,109,111
501,1OT,1:25.0,Defensive rebound by M. Morris,,109,111
502,1OT,1:16.0,M. Morris misses 3-pt jump shot from 25 ft,,109,111
503,1OT,1:14.0,,Defensive rebound by E. Davis,109,111
504,1OT,1:07.0,,Portland full timeout,109,111
505,1OT,1:07.0,G. Temple enters the game for R. Sessions,,109,111
506,1OT,0:55.0,,G. Henderson misses 2-pt jump shot from 15 ft,109,111
507,1OT,0:55.0,Defensive rebound by G. Temple,,109,111
508,1OT,0:53.0,Washington full timeout,,109,111
509,1OT,0:53.0,,M. Plumlee enters the game for M. Leonard,109,111
510,1OT,0:53.0,,A. Crabbe enters the game for C. McCollum,109,111
511,1OT,0:53.0,R. Sessions enters the game for G. Temple,,109,111
512,1OT,0:46.0,J. Wall misses 2-pt jump shot from 20 ft,,109,111
513,1OT,0:45.0,,Defensive rebound by M. Plumlee,109,111
514,1OT,0:24.0,,D. Lillard makes 2-pt layup from 2 ft,109,113
515,1OT,0:24.0,Washington full timeout,,109,113
516,1OT,0:12.0,J. Wall misses 3-pt jump shot from 24 ft,,109,113
517,1OT,0:09.0,,Defensive rebound by E. Davis,109,113
518,1OT,0:09.0,,Personal take foul by J. Dudley,109,113
519,1OT,0:09.0,,C. McCollum enters the game for E. Davis,109,113
520,1OT,0:09.0,,M. Leonard enters the game for M. Plumlee,109,113
521,1OT,0:09.0,G. Temple enters the game for M. Gortat,,109,113
522,1OT,0:08.0,,Personal take foul by J. Wall,109,113
523,1OT,0:08.0,,M. Leonard makes free throw 1 of 2,109,114
524,1OT,0:08.0,M. Gortat enters the game for G. Temple,,109,114
525,1OT,0:08.0,,M. Leonard misses free throw 2 of 2,109,114
526,1OT,0:08.0,Defensive rebound by J. Dudley,,109,114
527,1OT,0:08.0,Washington full timeout,,109,114
528,1OT,0:08.0,,M. Plumlee enters the game for M. Leonard,109,114
529,1OT,0:08.0,,E. Davis enters the game for C. McCollum,109,114
530,1OT,0:04.0,J. Dudley misses 3-pt jump shot from 24 ft,,109,114
531,1OT,0:03.0,,Defensive rebound by D. Lillard,109,114
532,1OT,0:02.0,,Personal take foul by M. Gortat,109,114
533,1OT,0:02.0,G. Temple enters the game for M. Gortat,,109,114
534,1OT,0:02.0,,D. Lillard makes free throw 1 of 2,109,115
535,1OT,0:02.0,,D. Lillard makes free throw 2 of 2,109,116
