,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
377,4,4:53.0,E. Mudiay misses free throw 1 of 2,,64,82
378,4,4:53.0,Offensive rebound by Team,,64,82
379,4,4:53.0,E. Mudiay makes free throw 2 of 2,,65,82
380,4,4:34.0,,J. Henson makes 2-pt jump shot from 6 ft (assist by M. Carter-Williams),65,84
381,4,4:15.0,J. Nelson misses 3-pt jump shot from 24 ft,,65,84
382,4,4:14.0,,Defensive rebound by M. Carter-Williams,65,84
383,4,4:04.0,,O. Mayo makes 2-pt layup from 1 ft,65,86
384,4,4:04.0,,Shooting foul by W. Barton (drawn by O. Mayo),65,86
385,4,4:04.0,,O. Mayo makes free throw 1 of 1,65,87
386,4,3:47.0,W. Barton makes 2-pt jump shot from 18 ft,,67,87
387,4,3:33.0,,M. Carter-Williams makes 2-pt layup at rim (assist by J. Henson),67,89
388,4,3:33.0,Denver full timeout,,67,89
389,4,3:33.0,,T. Ennis enters the game for O. Mayo,67,89
390,4,3:33.0,,M. Plumlee enters the game for J. Bayless,67,89
391,4,3:33.0,,J. O'Bryant enters the game for J. Parker,67,89
392,4,3:33.0,,R. Vaughn enters the game for M. Carter-Williams,67,89
393,4,3:33.0,,C. Copeland enters the game for J. Henson,67,89
394,4,3:33.0,D. Arthur enters the game for D. Gallinari,,67,89
395,4,3:33.0,K. Papanikolaou enters the game for N. Jokić,,67,89
396,4,3:15.0,E. Mudiay misses 2-pt layup from 2 ft,,67,89
397,4,3:14.0,,Defensive rebound by T. Ennis,67,89
398,4,2:52.0,,R. Vaughn misses 3-pt jump shot from 23 ft,67,89
399,4,2:50.0,Defensive rebound by D. Arthur,,67,89
400,4,2:31.0,J. Nelson makes 2-pt layup from 1 ft,,69,89
401,4,2:09.0,,J. O'Bryant makes 2-pt jump shot from 4 ft (assist by T. Ennis),69,91
402,4,1:45.0,K. Papanikolaou misses 2-pt jump shot from 6 ft (block by R. Vaughn),,69,91
403,4,1:43.0,,Defensive rebound by T. Ennis,69,91
404,4,1:36.0,,R. Vaughn misses 3-pt jump shot from 26 ft,69,91
405,4,1:34.0,Defensive rebound by W. Barton,,69,91
406,4,1:27.0,E. Mudiay misses 3-pt jump shot from 26 ft,,69,91
407,4,1:25.0,Offensive rebound by K. Papanikolaou,,69,91
408,4,1:21.0,W. Barton makes 3-pt jump shot from 25 ft (assist by K. Papanikolaou),,72,91
409,4,1:06.0,M. Miller enters the game for W. Barton,,72,91
410,4,1:01.0,,T. Ennis misses 2-pt jump shot from 4 ft,72,91
411,4,1:01.0,,Offensive rebound by T. Ennis,72,91
412,4,1:01.0,Loose ball foul by J. Nelson (drawn by T. Ennis),,72,91
413,4,1:01.0,,T. Ennis misses free throw 1 of 2,72,91
414,4,1:01.0,,Offensive rebound by Team,72,91
415,4,1:01.0,,T. Ennis makes free throw 2 of 2,72,92
416,4,0:47.0,K. Papanikolaou misses 3-pt jump shot from 23 ft,,72,92
417,4,0:46.0,Offensive rebound by D. Arthur,,72,92
418,4,0:35.0,E. Mudiay makes 2-pt layup from 1 ft (assist by M. Miller),,74,92
419,4,0:13.0,,Turnover by J. O'Bryant (lost ball),74,92
