,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
65,1,4:21.0,Defensive rebound by M. Leonard,,16,18
66,1,4:14.0,Personal foul by K. Lowry (drawn by D. Lillard),,16,18
67,1,4:14.0,D. Lillard makes free throw 1 of 2,,17,18
68,1,4:14.0,,C. Joseph enters the game for K. Lowry,17,18
69,1,4:14.0,D. Lillard makes free throw 2 of 2,,18,18
70,1,4:01.0,,Shooting foul by M. Leonard (drawn by D. DeRozan),18,18
71,1,4:01.0,,D. DeRozan makes free throw 1 of 2,18,19
72,1,4:01.0,,D. DeRozan makes free throw 2 of 2,18,20
73,1,3:47.0,G. Henderson makes 2-pt layup from 1 ft (assist by D. Lillard),,20,20
74,1,3:30.0,,Turnover by B. Biyombo (lost ball; steal by G. Henderson),20,20
75,1,3:24.0,M. Leonard misses 2-pt layup from 2 ft,,20,20
76,1,3:24.0,Offensive rebound by E. Davis,,20,20
77,1,3:24.0,E. Davis makes 2-pt layup from 1 ft,,22,20
78,1,3:24.0,Shooting foul by P. Patterson (drawn by E. Davis),,22,20
79,1,3:24.0,E. Davis misses free throw 1 of 1,,22,20
80,1,3:23.0,,Defensive rebound by P. Patterson,22,20
81,1,3:09.0,,D. DeRozan makes 2-pt jump shot from 8 ft,22,22
82,1,2:57.0,M. Leonard misses 3-pt jump shot from 25 ft,,22,22
83,1,2:57.0,,Defensive rebound by D. DeRozan,22,22
84,1,2:47.0,,D. DeRozan makes 2-pt layup from 1 ft,22,24
85,1,2:28.0,A. Crabbe misses 2-pt jump shot from 13 ft,,22,24
86,1,2:28.0,,Defensive rebound by B. Biyombo,22,24
87,1,2:17.0,,B. Biyombo makes 2-pt jump shot from 12 ft (assist by D. DeRozan),22,26
88,1,2:17.0,Portland full timeout,,22,26
89,1,1:58.0,E. Davis makes 2-pt jump shot from 2 ft (assist by G. Henderson),,24,26
90,1,1:39.0,,D. DeRozan misses 2-pt jump shot from 13 ft,24,26
91,1,1:39.0,,Offensive rebound by Team,24,26
92,1,1:24.0,,P. Patterson misses 2-pt hook shot from 8 ft,24,26
93,1,1:24.0,,Offensive rebound by Team,24,26
94,1,1:24.0,Loose ball foul by M. Leonard (drawn by B. Biyombo),,24,26
95,1,1:24.0,,B. Biyombo makes free throw 1 of 2,24,27
96,1,1:24.0,M. Harkless enters the game for M. Leonard,,24,27
97,1,1:24.0,,B. Biyombo misses free throw 2 of 2,24,27
98,1,1:23.0,Defensive rebound by G. Henderson,,24,27
99,1,1:16.0,D. Lillard makes 2-pt layup from 1 ft,,26,27
100,1,1:16.0,Shooting foul by B. Biyombo (drawn by D. Lillard),,26,27
101,1,1:16.0,D. Lillard makes free throw 1 of 1,,27,27
102,1,1:03.0,,Shooting foul by E. Davis (drawn by D. DeRozan),27,27
103,1,1:03.0,,D. DeRozan makes free throw 1 of 2,27,28
104,1,1:03.0,,D. DeRozan makes free throw 2 of 2,27,29
105,1,0:46.0,D. Lillard misses 3-pt jump shot from 24 ft,,27,29
106,1,0:45.0,,Defensive rebound by B. Biyombo,27,29
107,1,0:31.0,,C. Joseph misses 2-pt jump shot from 21 ft,27,29
108,1,0:30.0,Defensive rebound by E. Davis,,27,29
109,1,0:15.0,M. Harkless misses 3-pt jump shot from 26 ft,,27,29
110,1,0:14.0,,Defensive rebound by C. Joseph,27,29
111,1,0:03.0,,Shooting foul by G. Henderson (drawn by D. DeRozan),27,29
112,1,0:03.0,,D. DeRozan makes free throw 1 of 2,27,30
113,1,0:03.0,,D. DeRozan makes free throw 2 of 2,27,31
114,1,0:00.0,D. Lillard makes 3-pt jump shot from 40 ft,,30,31
115,2,11:41.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by C. McCollum),,33,31
116,2,11:16.0,,K. Lowry makes 3-pt jump shot from 24 ft,33,34
117,2,10:53.0,E. Davis misses 2-pt jump shot from 3 ft (block by B. Biyombo),,33,34
118,2,10:51.0,Offensive rebound by E. Davis,,33,34
119,2,10:47.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,36,34
120,2,10:23.0,,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),36,36
121,2,9:59.0,C. McCollum misses 2-pt jump shot from 9 ft,,36,36
122,2,9:58.0,,Defensive rebound by P. Patterson,36,36
123,2,9:40.0,,P. Patterson misses 2-pt jump shot from 14 ft,36,36
124,2,9:40.0,Defensive rebound by M. Harkless,,36,36
125,2,9:27.0,A. Crabbe misses 2-pt jump shot from 15 ft,,36,36
126,2,9:27.0,Offensive rebound by M. Harkless,,36,36
127,2,9:25.0,Shooting foul by B. Biyombo (drawn by M. Harkless),,36,36
128,2,9:25.0,M. Harkless misses free throw 1 of 2,,36,36
129,2,9:25.0,Offensive rebound by Team,,36,36
130,2,9:25.0,,J. Valančiūnas enters the game for B. Biyombo,36,36
131,2,9:25.0,M. Harkless makes free throw 2 of 2,,37,36
132,2,9:12.0,,K. Lowry misses 2-pt jump shot from 10 ft,37,36
133,2,9:12.0,,Offensive rebound by J. Valančiūnas,37,36
134,2,9:10.0,,Shooting foul by M. Harkless (drawn by J. Valančiūnas),37,36
135,2,9:10.0,,J. Valančiūnas misses free throw 1 of 2,37,36
136,2,9:10.0,,Offensive rebound by Team,37,36
137,2,9:10.0,,J. Valančiūnas misses free throw 2 of 2,37,36
138,2,9:10.0,Defensive rebound by E. Davis,,37,36
139,2,8:46.0,G. Henderson misses 3-pt jump shot from 31 ft,,37,36
140,2,8:46.0,Offensive rebound by Team,,37,36
141,2,8:46.0,Turnover by Team (shot clock),,37,36
142,2,8:46.0,Official timeout,,37,36
143,2,8:29.0,,Shooting foul by A. Crabbe (drawn by K. Lowry),37,36
144,2,8:29.0,,K. Lowry misses free throw 1 of 3,37,36
145,2,8:29.0,,Offensive rebound by Team,37,36
146,2,8:29.0,,K. Lowry misses free throw 2 of 3,37,36
147,2,8:29.0,,Offensive rebound by Team,37,36
148,2,8:29.0,,K. Lowry makes free throw 3 of 3,37,37
149,2,8:14.0,Shooting foul by C. Joseph (drawn by C. McCollum),,37,37
150,2,8:14.0,C. McCollum makes free throw 1 of 2,,38,37
151,2,8:14.0,M. Plumlee enters the game for E. Davis,,38,37
152,2,8:14.0,C. McCollum makes free throw 2 of 2,,39,37
153,2,8:01.0,,Turnover by J. Valančiūnas (lost ball; steal by M. Harkless),39,37
154,2,7:56.0,Turnover by M. Harkless (lost ball; steal by C. Joseph),,39,37
155,2,7:52.0,,K. Lowry makes 2-pt layup at rim (assist by C. Joseph),39,39
156,2,7:34.0,C. McCollum misses 2-pt jump shot from 19 ft,,39,39
157,2,7:33.0,,Defensive rebound by K. Lowry,39,39
158,2,7:12.0,,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by C. Joseph),39,41
159,2,6:57.0,Turnover by M. Plumlee (offensive foul),,39,41
160,2,6:57.0,Offensive foul by M. Plumlee (drawn by C. Joseph),,39,41
161,2,6:44.0,,C. Joseph makes 2-pt jump shot from 10 ft,39,43
162,2,6:28.0,Turnover by M. Plumlee (lost ball; steal by K. Lowry),,39,43
163,2,6:23.0,,C. Joseph makes 2-pt layup at rim (assist by K. Lowry),39,45
164,2,6:23.0,Portland full timeout,,39,45
165,2,6:23.0,D. Lillard enters the game for A. Crabbe,,39,45
166,2,6:23.0,A. Aminu enters the game for M. Harkless,,39,45
167,2,6:09.0,C. McCollum misses 3-pt jump shot from 27 ft,,39,45
168,2,6:09.0,,Defensive rebound by J. Valančiūnas,39,45
169,2,5:50.0,,T. Ross misses 2-pt jump shot from 7 ft,39,45
170,2,5:50.0,Defensive rebound by A. Aminu,,39,45
171,2,5:42.0,D. Lillard makes 2-pt jump shot from 19 ft,,41,45
172,2,5:42.0,Shooting foul by C. Joseph (drawn by D. Lillard),,41,45
173,2,5:42.0,D. Lillard makes free throw 1 of 1,,42,45
174,2,5:24.0,,K. Lowry makes 2-pt jump shot from 7 ft,42,47
175,2,4:56.0,A. Aminu misses 2-pt hook shot from 6 ft,,42,47
176,2,4:55.0,,Defensive rebound by J. Valančiūnas,42,47
177,2,4:52.0,,Turnover by K. Lowry (bad pass),42,47
178,2,4:52.0,,D. DeRozan enters the game for T. Ross,42,47
179,2,4:52.0,A. Crabbe enters the game for C. McCollum,,42,47
180,2,4:38.0,D. Lillard misses 3-pt jump shot from 25 ft,,42,47
181,2,4:37.0,,Defensive rebound by J. Valančiūnas,42,47
182,2,4:25.0,,J. Valančiūnas makes 2-pt layup from 1 ft,42,49
183,2,4:16.0,Turnover by D. Lillard (bad pass),,42,49
184,2,4:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,42,49
185,2,4:01.0,Defensive rebound by M. Plumlee,,42,49
186,2,3:52.0,Shooting foul by D. DeRozan (drawn by M. Plumlee),,42,49
187,2,3:52.0,M. Plumlee misses free throw 1 of 2,,42,49
188,2,3:52.0,Offensive rebound by Team,,42,49
189,2,3:52.0,M. Plumlee makes free throw 2 of 2,,43,49
190,2,3:32.0,,Shooting foul by M. Plumlee (drawn by J. Valančiūnas),43,49
191,2,3:32.0,,J. Valančiūnas makes free throw 1 of 2,43,50
192,2,3:32.0,,T. Ross enters the game for C. Joseph,43,50
193,2,3:32.0,E. Davis enters the game for M. Plumlee,,43,50
194,2,3:32.0,C. McCollum enters the game for A. Aminu,,43,50
195,2,3:32.0,,J. Valančiūnas misses free throw 2 of 2,43,50
196,2,3:30.0,Defensive rebound by A. Crabbe,,43,50
197,2,3:25.0,Shooting foul by K. Lowry (drawn by E. Davis),,43,50
198,2,3:25.0,E. Davis misses free throw 1 of 2,,43,50
199,2,3:25.0,Offensive rebound by Team,,43,50
200,2,3:25.0,,N. Powell enters the game for P. Patterson,43,50
201,2,3:25.0,,B. Biyombo enters the game for J. Valančiūnas,43,50
202,2,3:25.0,E. Davis misses free throw 2 of 2,,43,50
203,2,3:23.0,,Defensive rebound by B. Biyombo,43,50
204,2,3:04.0,,N. Powell misses 2-pt layup from 1 ft (block by E. Davis),43,50
205,2,3:03.0,Defensive rebound by C. McCollum,,43,50
206,2,2:57.0,C. McCollum misses 2-pt layup from 1 ft,,43,50
207,2,2:57.0,,Defensive rebound by T. Ross,43,50
208,2,2:53.0,,Shooting foul by E. Davis (drawn by K. Lowry),43,50
209,2,2:53.0,,Toronto full timeout,43,50
210,2,2:53.0,,K. Lowry makes free throw 1 of 2,43,51
211,2,2:53.0,,K. Lowry makes free throw 2 of 2,43,52
212,2,2:34.0,G. Henderson misses 2-pt jump shot from 15 ft,,43,52
213,2,2:34.0,Offensive rebound by Team,,43,52
214,2,2:34.0,,Loose ball foul by D. DeRozan (drawn by E. Davis),43,52
215,2,2:34.0,E. Davis misses free throw 1 of 2,,43,52
216,2,2:34.0,Offensive rebound by Team,,43,52
217,2,2:34.0,,C. Joseph enters the game for K. Lowry,43,52
218,2,2:34.0,E. Davis makes free throw 2 of 2,,44,52
219,2,2:20.0,,Personal foul by A. Crabbe (drawn by B. Biyombo),44,52
220,2,2:20.0,,B. Biyombo makes free throw 1 of 2,44,53
221,2,2:20.0,,B. Biyombo makes free throw 2 of 2,44,54
222,2,1:59.0,G. Henderson misses 2-pt jump shot from 17 ft,,44,54
223,2,1:59.0,Offensive rebound by E. Davis,,44,54
224,2,1:57.0,E. Davis makes 2-pt layup from 2 ft,,46,54
225,2,1:39.0,,Shooting foul by A. Crabbe (drawn by D. DeRozan),46,54
226,2,1:39.0,,D. DeRozan makes free throw 1 of 2,46,55
227,2,1:39.0,,D. DeRozan makes free throw 2 of 2,46,56
228,2,1:33.0,D. Lillard misses 2-pt layup from 4 ft (block by C. Joseph),,46,56
229,2,1:33.0,Offensive rebound by D. Lillard,,46,56
230,2,1:25.0,D. Lillard makes 2-pt layup from 2 ft,,48,56
231,2,1:12.0,,Offensive foul by B. Biyombo (drawn by A. Crabbe),48,56
232,2,1:12.0,,Turnover by B. Biyombo (offensive foul),48,56
233,2,1:12.0,B. Roberts enters the game for A. Crabbe,,48,56
234,2,1:12.0,,J. Thompson enters the game for B. Biyombo,48,56
235,2,0:59.0,C. McCollum makes 2-pt jump shot from 20 ft,,50,56
236,2,0:49.0,,Shooting foul by D. Lillard (drawn by C. Joseph),50,56
237,2,0:49.0,,C. Joseph makes free throw 1 of 2,50,57
238,2,0:49.0,,C. Joseph makes free throw 2 of 2,50,58
239,2,0:34.0,D. Lillard makes 2-pt layup from 2 ft,,52,58
240,2,0:16.0,,D. DeRozan misses 2-pt jump shot from 16 ft,52,58
241,2,0:16.0,,Offensive rebound by N. Powell,52,58
242,2,0:15.0,,Turnover by N. Powell (step out of bounds),52,58
243,3,11:41.0,C. McCollum misses 2-pt jump shot from 6 ft,,52,58
244,3,11:41.0,,Defensive rebound by L. Scola,52,58
245,3,11:29.0,,Personal foul by A. Aminu (drawn by D. DeRozan),52,58
246,3,11:16.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft,52,60
247,3,10:59.0,D. Lillard makes 2-pt jump shot from 13 ft,,54,60
248,3,10:44.0,,D. DeRozan misses 2-pt jump shot from 19 ft,54,60
249,3,10:43.0,Defensive rebound by N. Vonleh,,54,60
250,3,10:33.0,C. McCollum misses 2-pt layup from 4 ft (block by J. Valančiūnas),,54,60
251,3,10:33.0,Offensive rebound by Team,,54,60
252,3,10:29.0,D. Lillard misses 3-pt jump shot from 24 ft,,54,60
253,3,10:28.0,,Defensive rebound by D. DeRozan,54,60
254,3,10:19.0,,Turnover by D. DeRozan (lost ball),54,60
255,3,10:07.0,Personal foul by L. Scola (drawn by M. Leonard),,54,60
256,3,10:01.0,M. Leonard misses 3-pt jump shot from 26 ft,,54,60
257,3,10:01.0,,Defensive rebound by N. Powell,54,60
258,3,9:50.0,,Turnover by K. Lowry (bad pass; steal by C. McCollum),54,60
259,3,9:44.0,Turnover by C. McCollum (bad pass; steal by K. Lowry),,54,60
260,3,9:36.0,,N. Powell makes 3-pt jump shot from 22 ft (assist by K. Lowry),54,63
261,3,9:19.0,A. Aminu makes 2-pt jump shot from 19 ft (assist by C. McCollum),,56,63
262,3,8:57.0,,Shooting foul by N. Vonleh (drawn by K. Lowry),56,63
263,3,8:57.0,,K. Lowry makes free throw 1 of 2,56,64
264,3,8:57.0,,K. Lowry makes free throw 2 of 2,56,65
265,3,8:47.0,Turnover by M. Leonard (bad pass),,56,65
266,3,8:38.0,,D. DeRozan misses 2-pt jump shot from 12 ft,56,65
267,3,8:37.0,Defensive rebound by N. Vonleh,,56,65
268,3,8:31.0,,Toronto full timeout,56,65
269,3,8:14.0,C. McCollum misses 2-pt jump shot from 16 ft,,56,65
270,3,8:14.0,,Defensive rebound by N. Powell,56,65
271,3,8:06.0,,Turnover by K. Lowry (bad pass; steal by C. McCollum),56,65
272,3,8:00.0,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),,58,65
273,3,7:31.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft,58,67
274,3,7:15.0,Offensive foul by N. Vonleh (drawn by N. Powell),,58,67
275,3,7:15.0,Turnover by N. Vonleh (offensive foul),,58,67
276,3,7:15.0,E. Davis enters the game for N. Vonleh,,58,67
277,3,7:03.0,,Shooting foul by A. Aminu (drawn by D. DeRozan),58,67
278,3,7:03.0,,D. DeRozan makes free throw 1 of 2,58,68
279,3,7:03.0,,D. DeRozan makes free throw 2 of 2,58,69
280,3,6:55.0,Personal foul by L. Scola (drawn by M. Leonard),,58,69
281,3,6:55.0,M. Plumlee enters the game for M. Leonard,,58,69
282,3,6:44.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,61,69
283,3,6:27.0,,L. Scola misses 3-pt jump shot from 24 ft,61,69
284,3,6:26.0,,Offensive rebound by J. Valančiūnas,61,69
285,3,6:24.0,,J. Valančiūnas makes 2-pt layup at rim,61,71
286,3,6:01.0,C. McCollum makes 3-pt jump shot from 24 ft,,64,71
287,3,5:45.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),64,74
288,3,5:21.0,A. Aminu misses 3-pt jump shot from 23 ft,,64,74
289,3,5:20.0,,Defensive rebound by N. Powell,64,74
290,3,5:09.0,,K. Lowry makes 2-pt jump shot from 14 ft,64,76
291,3,5:09.0,Portland full timeout,,64,76
292,3,5:09.0,A. Crabbe enters the game for A. Aminu,,64,76
293,3,4:44.0,M. Plumlee misses 2-pt jump shot from 14 ft,,64,76
294,3,4:43.0,,Defensive rebound by K. Lowry,64,76
295,3,4:21.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,64,76
296,3,4:20.0,Defensive rebound by E. Davis,,64,76
297,3,4:07.0,A. Crabbe misses 3-pt jump shot from 26 ft,,64,76
298,3,4:07.0,,Defensive rebound by K. Lowry,64,76
299,3,4:00.0,,Shooting block foul by A. Crabbe (drawn by D. DeRozan),64,76
300,3,4:00.0,,D. DeRozan makes free throw 1 of 2,64,77
301,3,4:00.0,,D. DeRozan makes free throw 2 of 2,64,78
302,3,3:47.0,A. Crabbe makes 2-pt layup from 2 ft (assist by C. McCollum),,66,78
303,3,3:25.0,,D. DeRozan misses 2-pt layup from 1 ft (block by E. Davis),66,78
304,3,3:23.0,,Offensive rebound by D. DeRozan,66,78
305,3,3:18.0,,Shooting foul by E. Davis (drawn by D. DeRozan),66,78
306,3,3:18.0,,D. DeRozan makes free throw 1 of 2,66,79
307,3,3:18.0,G. Henderson enters the game for C. McCollum,,66,79
308,3,3:18.0,,C. Joseph enters the game for K. Lowry,66,79
309,3,3:18.0,,D. DeRozan makes free throw 2 of 2,66,80
310,3,3:05.0,D. Lillard misses 2-pt jump shot from 15 ft,,66,80
311,3,3:04.0,Offensive rebound by A. Crabbe,,66,80
312,3,2:52.0,D. Lillard makes 3-pt jump shot from 28 ft,,69,80
313,3,2:35.0,,Shooting foul by E. Davis (drawn by N. Powell),69,80
314,3,2:35.0,,N. Powell makes free throw 1 of 2,69,81
315,3,2:35.0,,B. Biyombo enters the game for J. Valančiūnas,69,81
316,3,2:35.0,,P. Patterson enters the game for L. Scola,69,81
317,3,2:35.0,,N. Powell makes free throw 2 of 2,69,82
318,3,2:14.0,A. Crabbe misses 2-pt jump shot from 14 ft,,69,82
319,3,2:14.0,,Defensive rebound by Team,69,82
320,3,1:56.0,,N. Powell makes 2-pt jump shot from 22 ft,69,84
321,3,1:40.0,Shooting foul by N. Powell (drawn by E. Davis),,69,84
322,3,1:40.0,E. Davis makes free throw 1 of 2,,70,84
323,3,1:40.0,E. Davis makes free throw 2 of 2,,71,84
324,3,1:21.0,,D. DeRozan misses 2-pt dunk at rim,71,84
325,3,1:20.0,,Offensive rebound by N. Powell,71,84
326,3,1:13.0,,Offensive foul by D. DeRozan (drawn by D. Lillard),71,84
327,3,1:13.0,,Turnover by D. DeRozan (offensive foul),71,84
328,3,1:03.0,D. Lillard makes 2-pt layup from 1 ft,,73,84
329,3,0:47.0,,Shooting foul by G. Henderson (drawn by D. DeRozan),73,84
330,3,0:47.0,,D. DeRozan makes free throw 1 of 2,73,85
331,3,0:47.0,C. McCollum enters the game for E. Davis,,73,85
332,3,0:47.0,,D. DeRozan makes free throw 2 of 2,73,86
333,3,0:34.0,Shooting foul by B. Biyombo (drawn by D. Lillard),,73,86
334,3,0:34.0,D. Lillard makes free throw 1 of 2,,74,86
335,3,0:34.0,D. Lillard makes free throw 2 of 2,,75,86
336,3,0:25.0,,D. DeRozan makes 2-pt jump shot from 3 ft,75,88
337,3,0:13.0,,Violation by B. Biyombo (def goaltending),75,88
338,3,0:13.0,G. Henderson makes 2-pt layup from 1 ft (assist by D. Lillard),,77,88
339,3,0:01.0,,Shooting foul by D. Lillard (drawn by D. DeRozan),77,88
340,3,0:01.0,,D. DeRozan makes free throw 1 of 2,77,89
341,3,0:01.0,E. Davis enters the game for D. Lillard,,77,89
342,3,0:01.0,,D. DeRozan makes free throw 2 of 2,77,90
343,3,0:00.0,M. Plumlee misses 3-pt jump shot from 58 ft,,77,90
344,3,0:00.0,Offensive rebound by Team,,77,90
345,4,11:39.0,,C. Joseph misses 2-pt jump shot from 8 ft,77,90
346,4,11:39.0,,Offensive rebound by P. Patterson,77,90
347,4,11:36.0,,P. Patterson makes 2-pt jump shot from 7 ft,77,92
348,4,11:22.0,Shooting foul by T. Ross (drawn by M. Plumlee),,77,92
349,4,11:22.0,M. Plumlee makes free throw 1 of 2,,78,92
350,4,11:22.0,M. Plumlee misses free throw 2 of 2,,78,92
351,4,11:20.0,,Defensive rebound by P. Patterson,78,92
352,4,11:06.0,,K. Lowry misses 2-pt jump shot from 14 ft,78,92
353,4,11:05.0,Defensive rebound by M. Harkless,,78,92
354,4,10:54.0,Shooting foul by P. Patterson (drawn by M. Plumlee),,78,92
355,4,10:54.0,M. Plumlee makes free throw 1 of 2,,79,92
356,4,10:54.0,M. Plumlee makes free throw 2 of 2,,80,92
357,4,10:39.0,,T. Ross makes 2-pt jump shot from 19 ft,80,94
358,4,10:26.0,Personal foul by T. Ross (drawn by G. Henderson),,80,94
359,4,10:24.0,Personal foul by C. Joseph (drawn by M. Plumlee),,80,94
360,4,10:20.0,M. Plumlee makes 2-pt hook shot from 7 ft,,82,94
361,4,9:58.0,,B. Biyombo misses 2-pt jump shot from 4 ft,82,94
362,4,9:57.0,Defensive rebound by M. Plumlee,,82,94
363,4,9:48.0,A. Crabbe misses 2-pt jump shot from 20 ft,,82,94
364,4,9:47.0,,Defensive rebound by P. Patterson,82,94
365,4,9:43.0,,Shooting foul by A. Crabbe (drawn by K. Lowry),82,94
366,4,9:43.0,,K. Lowry makes free throw 1 of 2,82,95
367,4,9:43.0,,K. Lowry misses free throw 2 of 2,82,95
368,4,9:42.0,Defensive rebound by G. Henderson,,82,95
369,4,9:24.0,C. McCollum makes 2-pt layup from 4 ft (assist by M. Plumlee),,84,95
370,4,9:15.0,Violation by M. Plumlee (kicked ball),,84,95
371,4,9:15.0,D. Lillard enters the game for A. Crabbe,,84,95
372,4,8:57.0,,K. Lowry misses 2-pt jump shot from 14 ft,84,95
373,4,8:57.0,Defensive rebound by M. Harkless,,84,95
374,4,8:45.0,Turnover by D. Lillard (bad pass; steal by C. Joseph),,84,95
375,4,8:35.0,,P. Patterson makes 2-pt layup from 1 ft (assist by K. Lowry),84,97
376,4,8:16.0,C. McCollum makes 2-pt jump shot from 13 ft,,86,97
377,4,7:57.0,,T. Ross misses 2-pt jump shot from 14 ft,86,97
378,4,7:56.0,Defensive rebound by M. Plumlee,,86,97
379,4,7:48.0,Personal foul by K. Lowry (drawn by C. McCollum),,86,97
380,4,7:48.0,Official timeout,,86,97
381,4,7:48.0,,D. DeRozan enters the game for K. Lowry,86,97
382,4,7:48.0,C. McCollum makes free throw 1 of 2,,87,97
383,4,7:48.0,C. McCollum makes free throw 2 of 2,,88,97
384,4,7:35.0,,Turnover by D. DeRozan (bad pass),88,97
