,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
25,1,6:40.0,,C. Anthony misses 2-pt dunk at rim (block by R. Gobert),8,9
26,1,6:38.0,Defensive rebound by R. Hood,,8,9
27,1,6:33.0,Turnover by T. Lyles (traveling),,8,9
28,1,6:12.0,,R. Lopez misses 2-pt hook shot from 4 ft,8,9
29,1,6:10.0,Defensive rebound by R. Gobert,,8,9
30,1,6:03.0,G. Hayward misses 3-pt jump shot from 24 ft,,8,9
31,1,6:01.0,Offensive rebound by R. Neto,,8,9
32,1,5:57.0,R. Neto makes 3-pt jump shot from 24 ft (assist by R. Hood),,11,9
33,1,5:57.0,,New York full timeout,11,9
34,1,5:39.0,,Turnover by A. Afflalo (bad pass; steal by R. Gobert),11,9
35,1,5:30.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),,14,9
36,1,5:12.0,,A. Afflalo makes 2-pt jump shot from 11 ft,14,11
37,1,5:00.0,Turnover by T. Lyles (illegal screen),,14,11
38,1,4:43.0,,A. Afflalo makes 2-pt jump shot from 18 ft,14,13
39,1,4:17.0,R. Neto misses 2-pt jump shot from 6 ft,,14,13
40,1,4:15.0,,Defensive rebound by R. Lopez,14,13
41,1,4:10.0,,Personal foul by R. Neto (drawn by J. Calderón),14,13
42,1,4:10.0,,D. Williams enters the game for K. Porziņģis,14,13
43,1,4:10.0,T. Burke enters the game for R. Neto,,14,13
44,1,4:10.0,T. Booker enters the game for T. Lyles,,14,13
45,1,4:04.0,,A. Afflalo misses 2-pt jump shot from 16 ft,14,13
46,1,4:02.0,Defensive rebound by G. Hayward,,14,13
47,1,3:51.0,G. Hayward makes 2-pt jump shot from 10 ft (assist by T. Burke),,16,13
48,1,3:39.0,,J. Calderón makes 2-pt jump shot from 12 ft,16,15
49,1,3:19.0,T. Burke misses 3-pt jump shot from 24 ft,,16,15
50,1,3:17.0,Offensive rebound by T. Booker,,16,15
51,1,3:07.0,Personal foul by A. Afflalo (drawn by R. Hood),,16,15
52,1,3:07.0,,L. Galloway enters the game for A. Afflalo,16,15
53,1,3:07.0,C. Johnson enters the game for R. Hood,,16,15
54,1,2:54.0,T. Burke misses 2-pt jump shot from 5 ft (block by J. Calderón),,16,15
55,1,2:52.0,Offensive rebound by T. Burke,,16,15
56,1,2:52.0,T. Burke misses 2-pt layup from 3 ft,,16,15
57,1,2:49.0,,Defensive rebound by L. Galloway,16,15
58,1,2:37.0,,D. Williams misses 2-pt layup from 2 ft,16,15
59,1,2:35.0,Defensive rebound by R. Gobert,,16,15
60,1,2:14.0,C. Johnson misses 2-pt layup from 2 ft (block by R. Lopez),,16,15
61,1,2:11.0,Offensive rebound by T. Booker,,16,15
62,1,2:11.0,T. Booker misses 2-pt layup from 1 ft,,16,15
63,1,2:10.0,,Defensive rebound by R. Lopez,16,15
64,1,1:59.0,,J. Calderón misses 3-pt jump shot from 24 ft,16,15
65,1,1:57.0,Defensive rebound by T. Burke,,16,15
66,1,1:52.0,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),,18,15
67,1,1:30.0,,C. Anthony makes 2-pt layup at rim,18,17
68,1,1:29.0,Utah full timeout,,18,17
69,1,1:29.0,,K. O'Quinn enters the game for C. Anthony,18,17
70,1,1:29.0,,J. Grant enters the game for R. Lopez,18,17
71,1,1:29.0,,A. Afflalo enters the game for J. Calderón,18,17
72,1,1:18.0,Shooting foul by J. Grant (drawn by G. Hayward),,18,17
73,1,1:18.0,G. Hayward makes free throw 1 of 2,,19,17
74,1,1:18.0,G. Hayward makes free throw 2 of 2,,20,17
75,1,0:57.0,,D. Williams misses 2-pt jump shot from 3 ft,20,17
76,1,0:55.0,Defensive rebound by T. Booker,,20,17
77,1,0:40.0,C. Johnson misses 3-pt jump shot from 24 ft,,20,17
78,1,0:38.0,,Defensive rebound by Team,20,17
79,1,0:38.0,J. Withey enters the game for R. Gobert,,20,17
80,1,0:26.0,,L. Galloway misses 2-pt jump shot from 17 ft,20,17
81,1,0:24.0,Defensive rebound by C. Johnson,,20,17
82,1,0:02.0,T. Burke makes 2-pt layup from 3 ft,,22,17
83,1,0:00.0,,D. Williams misses 3-pt jump shot from 44 ft,22,17
84,1,0:00.0,,Offensive rebound by Team,22,17
85,2,11:47.0,,A. Afflalo makes 2-pt jump shot from 5 ft (assist by D. Williams),22,19
86,2,11:21.0,T. Burke misses 2-pt jump shot from 16 ft,,22,19
87,2,11:19.0,,Defensive rebound by D. Williams,22,19
88,2,11:10.0,,D. Williams makes 2-pt layup from 1 ft (assist by L. Galloway),22,21
89,2,11:10.0,,Shooting foul by J. Withey (drawn by D. Williams),22,21
90,2,11:10.0,,D. Williams makes free throw 1 of 1,22,22
91,2,10:47.0,C. Johnson misses 3-pt jump shot from 29 ft,,22,22
92,2,10:46.0,Offensive rebound by Team,,22,22
93,2,10:46.0,Turnover by Team (shot clock),,22,22
94,2,10:33.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,22,22
95,2,10:31.0,Defensive rebound by T. Booker,,22,22
96,2,10:21.0,J. Ingles misses 3-pt jump shot from 25 ft,,22,22
97,2,10:19.0,,Defensive rebound by L. Galloway,22,22
98,2,10:15.0,,L. Galloway misses 2-pt layup from 2 ft,22,22
99,2,10:14.0,,Offensive rebound by K. O'Quinn,22,22
100,2,10:14.0,,K. O'Quinn misses 2-pt layup from 1 ft,22,22
101,2,10:13.0,Defensive rebound by C. Johnson,,22,22
102,2,10:02.0,T. Burke misses 2-pt jump shot from 11 ft,,22,22
103,2,10:00.0,,Defensive rebound by K. O'Quinn,22,22
104,2,9:53.0,,J. Grant misses 2-pt layup from 1 ft (block by J. Withey),22,22
105,2,9:51.0,Defensive rebound by C. Johnson,,22,22
106,2,9:38.0,J. Ingles makes 2-pt layup from 1 ft,,24,22
107,2,9:20.0,,Turnover by D. Williams (lost ball),24,22
108,2,9:20.0,R. Hood enters the game for C. Johnson,,24,22
109,2,9:07.0,Shooting foul by K. O'Quinn (drawn by J. Withey),,24,22
110,2,9:07.0,J. Withey makes free throw 1 of 2,,25,22
111,2,9:07.0,J. Withey makes free throw 2 of 2,,26,22
112,2,8:44.0,,J. Grant misses 2-pt jump shot from 5 ft,26,22
113,2,8:42.0,Defensive rebound by R. Hood,,26,22
114,2,8:33.0,Turnover by T. Booker (lost ball; steal by L. Galloway),,26,22
115,2,8:25.0,,A. Afflalo misses 2-pt jump shot from 19 ft,26,22
116,2,8:24.0,Defensive rebound by R. Hood,,26,22
117,2,8:17.0,J. Withey makes 2-pt layup from 1 ft (assist by J. Ingles),,28,22
118,2,8:16.0,,New York full timeout,28,22
119,2,8:16.0,,C. Anthony enters the game for D. Williams,28,22
120,2,8:16.0,,K. Porziņģis enters the game for J. Grant,28,22
121,2,8:16.0,,J. Calderón enters the game for K. O'Quinn,28,22
122,2,8:16.0,T. Lyles enters the game for T. Booker,,28,22
123,2,7:58.0,,Turnover by K. Porziņģis (lost ball),28,22
124,2,7:57.0,Personal foul by K. Porziņģis (drawn by T. Lyles),,28,22
125,2,7:42.0,R. Hood makes 2-pt jump shot from 9 ft,,30,22
126,2,7:31.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,30,22
127,2,7:29.0,Defensive rebound by T. Burke,,30,22
128,2,7:18.0,G. Hayward enters the game for J. Ingles,,30,22
129,2,7:18.0,Offensive foul by T. Lyles (drawn by C. Anthony),,30,22
130,2,7:18.0,Turnover by T. Lyles (offensive foul),,30,22
131,2,6:54.0,,C. Anthony misses 2-pt jump shot from 20 ft,30,22
132,2,6:52.0,Defensive rebound by R. Hood,,30,22
133,2,6:44.0,Shooting foul by L. Galloway (drawn by R. Hood),,30,22
134,2,6:44.0,R. Hood makes free throw 1 of 2,,31,22
135,2,6:44.0,R. Gobert enters the game for J. Withey,,31,22
136,2,6:44.0,R. Neto enters the game for T. Burke,,31,22
137,2,6:44.0,R. Hood makes free throw 2 of 2,,32,22
138,2,6:35.0,,Personal foul by T. Lyles (drawn by C. Anthony),32,22
139,2,6:35.0,,R. Lopez enters the game for L. Galloway,32,22
140,2,6:35.0,T. Booker enters the game for T. Lyles,,32,22
141,2,6:28.0,,Turnover by C. Anthony (traveling),32,22
142,2,6:08.0,R. Hood makes 3-pt jump shot from 25 ft,,35,22
143,2,5:50.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,35,22
144,2,5:48.0,Defensive rebound by T. Booker,,35,22
145,2,5:36.0,R. Gobert misses 2-pt layup from 2 ft (block by K. Porziņģis),,35,22
146,2,5:35.0,,Defensive rebound by Team,35,22
147,2,5:35.0,Official timeout,,35,22
148,2,5:14.0,,J. Calderón makes 2-pt jump shot from 21 ft,35,24
149,2,4:58.0,G. Hayward misses 2-pt layup from 1 ft (block by K. Porziņģis),,35,24
150,2,4:57.0,,Defensive rebound by Team,35,24
151,2,4:38.0,,C. Anthony makes 2-pt jump shot from 12 ft,35,26
152,2,4:20.0,Offensive foul by T. Booker (drawn by R. Lopez),,35,26
153,2,4:20.0,Turnover by T. Booker (offensive foul),,35,26
154,2,4:20.0,T. Burke enters the game for R. Neto,,35,26
155,2,4:05.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,35,26
156,2,4:04.0,,Offensive rebound by R. Lopez,35,26
157,2,4:04.0,,R. Lopez misses 2-pt layup from 2 ft,35,26
158,2,4:04.0,,Offensive rebound by K. Porziņģis,35,26
159,2,4:01.0,,K. Porziņģis makes 2-pt dunk at rim,35,28
160,2,4:01.0,Utah full timeout,,35,28
161,2,3:45.0,R. Hood makes 3-pt jump shot from 26 ft (assist by T. Burke),,38,28
162,2,3:27.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,38,28
163,2,3:25.0,Defensive rebound by R. Gobert,,38,28
164,2,3:18.0,,Violation by K. Porziņģis (kicked ball),38,28
165,2,3:03.0,R. Hood misses 3-pt jump shot from 26 ft,,38,28
166,2,3:01.0,,Defensive rebound by C. Anthony,38,28
167,2,2:51.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by K. Porziņģis),38,30
168,2,2:33.0,T. Burke makes 2-pt jump shot from 20 ft,,40,30
169,2,2:20.0,,J. Calderón misses 2-pt jump shot from 19 ft,40,30
170,2,2:18.0,Defensive rebound by R. Gobert,,40,30
171,2,2:10.0,,Violation by J. Calderón (kicked ball),40,30
172,2,1:58.0,T. Burke makes 3-pt jump shot from 23 ft (assist by R. Hood),,43,30
173,2,1:30.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,43,32
174,2,1:14.0,G. Hayward misses 2-pt jump shot from 6 ft,,43,32
175,2,1:13.0,Offensive rebound by G. Hayward,,43,32
176,2,1:12.0,Shooting foul by K. Porziņģis (drawn by G. Hayward),,43,32
177,2,1:12.0,G. Hayward makes free throw 1 of 2,,44,32
178,2,1:12.0,G. Hayward makes free throw 2 of 2,,45,32
179,2,0:57.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by A. Afflalo),45,35
180,2,0:39.0,G. Hayward makes 2-pt jump shot from 15 ft,,47,35
181,2,0:24.0,,C. Anthony makes 2-pt layup from 1 ft (assist by A. Afflalo),47,37
182,2,0:04.0,R. Hood misses 3-pt jump shot from 25 ft,,47,37
183,2,0:03.0,Offensive rebound by Team,,47,37
184,2,0:03.0,,Loose ball foul by C. Anthony (drawn by T. Booker),47,37
185,2,0:03.0,T. Booker misses free throw 1 of 2,,47,37
186,2,0:03.0,Offensive rebound by Team,,47,37
187,2,0:03.0,T. Booker makes free throw 2 of 2,,48,37
188,2,0:03.0,,New York full timeout,48,37
189,2,0:02.0,,Turnover by R. Lopez (bad pass; steal by G. Hayward),48,37
190,2,0:01.0,G. Hayward misses 2-pt jump shot from 10 ft,,48,37
191,2,0:00.0,Offensive rebound by Team,,48,37
192,3,11:42.0,,C. Anthony makes 2-pt layup from 1 ft,48,39
193,3,11:30.0,Personal foul by J. Calderón (drawn by R. Neto),,48,39
194,3,11:19.0,R. Gobert misses 2-pt hook shot from 5 ft,,48,39
195,3,11:18.0,,Defensive rebound by R. Lopez,48,39
196,3,11:04.0,,C. Anthony makes 2-pt jump shot from 18 ft,48,41
197,3,10:42.0,T. Lyles misses 2-pt jump shot from 21 ft,,48,41
198,3,10:41.0,,Defensive rebound by K. Porziņģis,48,41
199,3,10:36.0,,Turnover by C. Anthony (bad pass),48,41
200,3,10:18.0,G. Hayward makes 2-pt jump shot from 10 ft,,50,41
201,3,9:56.0,,C. Anthony makes 2-pt jump shot from 19 ft,50,43
202,3,9:32.0,G. Hayward misses 2-pt jump shot from 15 ft,,50,43
203,3,9:30.0,Offensive rebound by G. Hayward,,50,43
204,3,9:25.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Hood),,52,43
205,3,9:25.0,Shooting foul by J. Calderón (drawn by R. Gobert),,52,43
206,3,9:25.0,R. Gobert misses free throw 1 of 1,,52,43
207,3,9:24.0,,Defensive rebound by R. Lopez,52,43
208,3,9:15.0,Violation by R. Hood (kicked ball),,52,43
209,3,9:08.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by K. Porziņģis),52,45
210,3,8:44.0,R. Hood makes 3-pt jump shot from 24 ft,,55,45
211,3,8:21.0,,C. Anthony misses 2-pt jump shot from 16 ft,55,45
212,3,8:20.0,,Offensive rebound by R. Lopez,55,45
213,3,8:18.0,,R. Lopez makes 2-pt hook shot from 2 ft,55,47
214,3,7:57.0,Turnover by R. Gobert (bad pass),,55,47
215,3,7:43.0,,J. Calderón makes 2-pt jump shot from 18 ft,55,49
216,3,7:23.0,G. Hayward makes 2-pt jump shot from 19 ft,,57,49
217,3,7:12.0,,Turnover by J. Calderón (bad pass; steal by G. Hayward),57,49
218,3,7:04.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Hayward),,60,49
219,3,6:52.0,,Personal foul by G. Hayward (drawn by C. Anthony),60,49
220,3,6:37.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Calderón),60,51
221,3,6:24.0,Personal foul by C. Anthony (drawn by R. Gobert),,60,51
222,3,6:24.0,Utah full timeout,,60,51
223,3,6:15.0,R. Hood makes 3-pt jump shot from 25 ft (assist by G. Hayward),,63,51
224,3,6:00.0,,K. Porziņģis misses 2-pt jump shot from 3 ft,63,51
225,3,5:58.0,,Offensive rebound by R. Lopez,63,51
226,3,5:58.0,,R. Lopez makes 2-pt layup from 1 ft,63,53
227,3,5:38.0,T. Lyles misses 3-pt jump shot from 23 ft,,63,53
228,3,5:36.0,,Defensive rebound by C. Anthony,63,53
229,3,5:24.0,Violation by R. Neto (kicked ball),,63,53
230,3,5:24.0,,L. Galloway enters the game for K. Porziņģis,63,53
231,3,5:23.0,,Personal foul by R. Gobert (drawn by R. Lopez),63,53
232,3,5:23.0,T. Booker enters the game for R. Hood,,63,53
233,3,5:23.0,C. Johnson enters the game for T. Lyles,,63,53
234,3,5:09.0,,Turnover by Team (shot clock),63,53
235,3,4:53.0,Personal foul by A. Afflalo (drawn by G. Hayward),,63,53
236,3,4:45.0,R. Gobert misses 2-pt dunk at rim (block by R. Lopez),,63,53
237,3,4:42.0,,Defensive rebound by C. Anthony,63,53
238,3,4:37.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by C. Anthony),63,56
239,3,4:14.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Neto),,65,56
240,3,3:55.0,,C. Anthony makes 2-pt jump shot from 13 ft,65,58
241,3,3:30.0,Shooting foul by J. Calderón (drawn by C. Johnson),,65,58
242,3,3:30.0,,Technical foul by J. Calderón,65,58
243,3,3:30.0,G. Hayward makes technical free throw,,66,58
244,3,3:30.0,C. Johnson makes free throw 1 of 2,,67,58
245,3,3:30.0,T. Burke enters the game for R. Neto,,67,58
246,3,3:30.0,,D. Williams enters the game for J. Calderón,67,58
247,3,3:30.0,C. Johnson makes free throw 2 of 2,,68,58
248,3,3:09.0,,L. Galloway misses 3-pt jump shot from 25 ft,68,58
249,3,3:07.0,Defensive rebound by C. Johnson,,68,58
250,3,3:07.0,,Loose ball foul by R. Lopez (drawn by C. Johnson),68,58
251,3,3:07.0,C. Johnson misses free throw 1 of 2,,68,58
252,3,3:07.0,Offensive rebound by Team,,68,58
253,3,3:07.0,,K. Porziņģis enters the game for R. Lopez,68,58
254,3,3:07.0,C. Johnson makes free throw 2 of 2,,69,58
255,3,2:45.0,,C. Anthony misses 3-pt jump shot from 27 ft,69,58
256,3,2:45.0,,Offensive rebound by Team,69,58
257,3,2:45.0,Loose ball foul by C. Johnson (drawn by D. Williams),,69,58
258,3,2:45.0,,New York full timeout,69,58
259,3,2:45.0,T. Lyles enters the game for R. Gobert,,69,58
260,3,2:45.0,,J. Grant enters the game for A. Afflalo,69,58
261,3,2:30.0,,D. Williams makes 2-pt layup from 1 ft (assist by J. Grant),69,60
262,3,2:07.0,C. Johnson misses 2-pt layup from 1 ft,,69,60
263,3,2:05.0,Offensive rebound by T. Lyles,,69,60
264,3,2:04.0,Shooting foul by K. Porziņģis (drawn by T. Lyles),,69,60
265,3,2:04.0,T. Lyles misses free throw 1 of 2,,69,60
266,3,2:04.0,Offensive rebound by Team,,69,60
267,3,2:04.0,T. Lyles makes free throw 2 of 2,,70,60
268,3,1:48.0,,Shooting foul by T. Lyles (drawn by K. Porziņģis),70,60
269,3,1:48.0,,K. Porziņģis makes free throw 1 of 2,70,61
270,3,1:48.0,J. Ingles enters the game for C. Johnson,,70,61
271,3,1:48.0,,K. Porziņģis makes free throw 2 of 2,70,62
272,3,1:42.0,Personal foul by L. Galloway (drawn by G. Hayward),,70,62
273,3,1:42.0,G. Hayward makes free throw 1 of 2,,71,62
274,3,1:42.0,G. Hayward makes free throw 2 of 2,,72,62
275,3,1:28.0,,C. Anthony misses 2-pt jump shot from 4 ft (block by T. Lyles),72,62
276,3,1:26.0,,Offensive rebound by C. Anthony,72,62
277,3,1:25.0,,Shooting foul by T. Lyles (drawn by C. Anthony),72,62
278,3,1:25.0,,C. Anthony makes free throw 1 of 2,72,63
279,3,1:25.0,R. Hood enters the game for T. Lyles,,72,63
280,3,1:25.0,J. Withey enters the game for G. Hayward,,72,63
281,3,1:25.0,,C. Anthony makes free throw 2 of 2,72,64
282,3,1:08.0,T. Burke misses 2-pt jump shot from 19 ft,,72,64
283,3,1:06.0,Offensive rebound by T. Booker,,72,64
284,3,1:06.0,Personal foul by K. Porziņģis (drawn by T. Booker),,72,64
285,3,1:06.0,T. Booker makes free throw 1 of 2,,73,64
286,3,1:06.0,,A. Afflalo enters the game for C. Anthony,73,64
287,3,1:06.0,,R. Lopez enters the game for K. Porziņģis,73,64
288,3,1:06.0,T. Booker makes free throw 2 of 2,,74,64
289,3,0:47.0,,D. Williams makes 2-pt jump shot from 15 ft,74,66
290,3,0:23.0,R. Hood makes 2-pt jump shot from 20 ft,,76,66
291,3,0:02.0,,R. Lopez makes 2-pt jump shot from 3 ft (assist by J. Grant),76,68
292,4,11:45.0,J. Withey makes 2-pt layup from 1 ft (assist by J. Ingles),,78,68
293,4,11:34.0,,J. Grant misses 2-pt jump shot from 5 ft,78,68
294,4,11:31.0,,Offensive rebound by R. Lopez,78,68
295,4,11:30.0,,R. Lopez makes 2-pt layup from 2 ft,78,70
296,4,11:12.0,Turnover by T. Burke (bad pass; steal by J. Grant),,78,70
297,4,11:11.0,,Personal foul by T. Burke (drawn by D. Williams),78,70
298,4,10:53.0,,A. Afflalo misses 2-pt jump shot from 3 ft,78,70
299,4,10:51.0,Defensive rebound by J. Withey,,78,70
300,4,10:46.0,Offensive foul by T. Booker (drawn by A. Afflalo),,78,70
301,4,10:46.0,Turnover by T. Booker (offensive foul),,78,70
302,4,10:34.0,,Personal foul by J. Ingles (drawn by L. Galloway),78,70
303,4,10:26.0,,D. Williams misses 2-pt jump shot from 8 ft,78,70
304,4,10:24.0,,Offensive rebound by R. Lopez,78,70
305,4,10:24.0,,R. Lopez makes 2-pt layup from 1 ft,78,72
306,4,10:14.0,Personal foul by A. Afflalo (drawn by J. Ingles),,78,72
307,4,10:14.0,R. Gobert enters the game for J. Withey,,78,72
308,4,10:07.0,T. Burke makes 2-pt jump shot from 6 ft,,80,72
309,4,9:43.0,,A. Afflalo makes 2-pt jump shot from 12 ft,80,74
310,4,9:20.0,J. Ingles misses 3-pt jump shot from 26 ft,,80,74
311,4,9:20.0,Offensive rebound by Team,,80,74
312,4,9:20.0,,Loose ball foul by A. Afflalo (drawn by T. Booker),80,74
313,4,9:20.0,C. Johnson enters the game for J. Ingles,,80,74
314,4,9:20.0,,S. Vujačić enters the game for A. Afflalo,80,74
315,4,9:12.0,R. Hood misses 2-pt jump shot from 13 ft,,80,74
316,4,9:10.0,,Defensive rebound by J. Grant,80,74
317,4,8:54.0,,D. Williams misses 2-pt layup from 2 ft,80,74
318,4,8:52.0,Defensive rebound by T. Booker,,80,74
319,4,8:34.0,T. Burke misses 3-pt jump shot from 25 ft,,80,74
320,4,8:32.0,,Defensive rebound by S. Vujačić,80,74
321,4,8:27.0,,Personal foul by R. Hood (drawn by D. Williams),80,74
322,4,8:27.0,Official timeout,,80,74
323,4,8:27.0,G. Hayward enters the game for R. Hood,,80,74
324,4,8:16.0,,Shooting foul by R. Gobert (drawn by D. Williams),80,74
325,4,8:16.0,,D. Williams makes free throw 1 of 2,80,75
326,4,8:16.0,,D. Williams makes free throw 2 of 2,80,76
327,4,7:58.0,G. Hayward misses 3-pt jump shot from 25 ft,,80,76
328,4,7:56.0,,Defensive rebound by S. Vujačić,80,76
329,4,7:41.0,,S. Vujačić misses 2-pt jump shot from 20 ft,80,76
330,4,7:39.0,,Offensive rebound by J. Grant,80,76
331,4,7:37.0,,J. Grant misses 2-pt jump shot from 15 ft,80,76
332,4,7:35.0,Defensive rebound by C. Johnson,,80,76
333,4,7:14.0,G. Hayward misses 2-pt layup from 2 ft,,80,76
334,4,7:12.0,Offensive rebound by T. Booker,,80,76
335,4,7:11.0,T. Booker misses 2-pt layup from 2 ft (block by R. Lopez),,80,76
336,4,7:10.0,Offensive rebound by R. Gobert,,80,76
337,4,7:10.0,Shooting foul by J. Grant (drawn by R. Gobert),,80,76
338,4,7:10.0,R. Gobert misses free throw 1 of 2,,80,76
339,4,7:10.0,Offensive rebound by Team,,80,76
340,4,7:10.0,T. Lyles enters the game for T. Booker,,80,76
341,4,7:10.0,,A. Afflalo enters the game for S. Vujačić,80,76
342,4,7:10.0,,K. Porziņģis enters the game for J. Grant,80,76
343,4,7:10.0,,C. Anthony enters the game for R. Lopez,80,76
344,4,7:10.0,R. Gobert makes free throw 2 of 2,,81,76
345,4,6:55.0,,A. Afflalo misses 2-pt jump shot from 11 ft,81,76
346,4,6:54.0,Defensive rebound by R. Gobert,,81,76
347,4,6:44.0,T. Burke misses 2-pt layup from 1 ft,,81,76
348,4,6:43.0,,Defensive rebound by Team,81,76
349,4,6:43.0,Loose ball foul by R. Gobert (drawn by K. Porziņģis),,81,76
350,4,6:43.0,,K. Porziņģis makes free throw 1 of 2,81,77
351,4,6:43.0,R. Neto enters the game for T. Burke,,81,77
352,4,6:43.0,R. Hood enters the game for C. Johnson,,81,77
353,4,6:43.0,,K. Porziņģis makes free throw 2 of 2,81,78
354,4,6:31.0,Personal foul by A. Afflalo (drawn by G. Hayward),,81,78
355,4,6:31.0,,J. Calderón enters the game for A. Afflalo,81,78
356,4,6:21.0,Turnover by G. Hayward (lost ball),,81,78
357,4,6:02.0,,D. Williams makes 2-pt dunk at rim (assist by C. Anthony),81,80
358,4,6:01.0,Utah full timeout,,81,80
359,4,5:36.0,R. Neto misses 2-pt jump shot from 19 ft,,81,80
360,4,5:34.0,Offensive rebound by T. Lyles,,81,80
361,4,5:29.0,G. Hayward misses 3-pt jump shot from 25 ft,,81,80
362,4,5:27.0,,Defensive rebound by D. Williams,81,80
363,4,5:11.0,,C. Anthony makes 2-pt dunk at rim,81,82
364,4,4:48.0,G. Hayward makes 2-pt jump shot from 14 ft,,83,82
365,4,4:32.0,Violation by R. Gobert (def goaltending),,83,82
366,4,4:32.0,,C. Anthony makes 2-pt layup from 2 ft,83,84
367,4,4:11.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by R. Neto),,86,84
368,4,3:54.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by C. Anthony),86,87
369,4,3:36.0,R. Hood misses 2-pt layup from 2 ft (block by K. Porziņģis),,86,87
370,4,3:33.0,,Defensive rebound by K. Porziņģis,86,87
371,4,3:17.0,,J. Calderón misses 3-pt jump shot from 23 ft,86,87
372,4,3:16.0,Defensive rebound by Team,,86,87
373,4,3:16.0,,Loose ball foul by K. Porziņģis (drawn by R. Gobert),86,87
374,4,3:16.0,R. Gobert makes free throw 1 of 2,,87,87
375,4,3:16.0,T. Booker enters the game for T. Lyles,,87,87
376,4,3:16.0,T. Burke enters the game for R. Neto,,87,87
377,4,3:16.0,,R. Lopez enters the game for K. Porziņģis,87,87
378,4,3:16.0,,New York full timeout,87,87
379,4,3:16.0,,A. Afflalo enters the game for J. Calderón,87,87
380,4,3:16.0,R. Gobert makes free throw 2 of 2,,88,87
381,4,3:02.0,,L. Galloway makes 2-pt layup from 1 ft,88,89
382,4,2:48.0,R. Hood misses 2-pt jump shot from 5 ft,,88,89
383,4,2:46.0,Offensive rebound by R. Hood,,88,89
384,4,2:46.0,R. Hood misses 2-pt layup from 2 ft,,88,89
385,4,2:44.0,,Defensive rebound by R. Lopez,88,89
386,4,2:33.0,,L. Galloway misses 2-pt layup from 2 ft,88,89
387,4,2:32.0,Defensive rebound by Team,,88,89
388,4,2:18.0,R. Hood misses 2-pt layup from 2 ft,,88,89
389,4,2:17.0,Offensive rebound by Team,,88,89
390,4,1:57.0,T. Booker misses 2-pt jump shot from 5 ft,,88,89
