,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
380,4,5:07.0,Defensive rebound by E. Davis,,72,75
381,4,4:58.0,D. Lillard makes 3-pt jump shot from 26 ft,,75,75
382,4,4:42.0,,Turnover by M. Carter-Williams (lost ball; steal by C. McCollum),75,75
383,4,4:34.0,C. McCollum misses 3-pt jump shot from 25 ft,,75,75
384,4,4:33.0,,Defensive rebound by J. Parker,75,75
385,4,4:19.0,,J. Parker misses 2-pt layup at rim,75,75
386,4,4:17.0,Defensive rebound by C. McCollum,,75,75
387,4,4:06.0,E. Davis makes 2-pt layup at rim (assist by C. McCollum),,77,75
388,4,3:54.0,,M. Carter-Williams misses 2-pt layup from 1 ft (block by E. Davis),77,75
389,4,3:52.0,Defensive rebound by E. Davis,,77,75
390,4,3:39.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by A. Aminu),,79,75
391,4,3:39.0,,Milwaukee full timeout,79,75
392,4,3:39.0,,G. Antetokounmpo enters the game for J. Parker,79,75
393,4,3:39.0,,G. Monroe enters the game for J. Henson,79,75
394,4,3:26.0,,Turnover by G. Monroe (bad pass; steal by A. Crabbe),79,75
395,4,3:12.0,A. Aminu makes 2-pt layup at rim (assist by C. McCollum),,81,75
396,4,3:12.0,Shooting foul by G. Antetokounmpo (drawn by A. Aminu),,81,75
397,4,3:12.0,A. Aminu misses free throw 1 of 1,,81,75
398,4,3:11.0,,Defensive rebound by G. Monroe,81,75
399,4,2:57.0,,Personal foul by A. Crabbe (drawn by G. Antetokounmpo),81,75
400,4,2:57.0,,G. Antetokounmpo makes free throw 1 of 2,81,76
401,4,2:57.0,,G. Antetokounmpo makes free throw 2 of 2,81,77
402,4,2:38.0,Shooting foul by M. Carter-Williams (drawn by C. McCollum),,81,77
403,4,2:38.0,C. McCollum misses free throw 1 of 2,,81,77
404,4,2:38.0,Offensive rebound by Team,,81,77
405,4,2:38.0,C. McCollum makes free throw 2 of 2,,82,77
406,4,2:18.0,,K. Middleton misses 3-pt jump shot from 24 ft,82,77
407,4,2:16.0,Defensive rebound by E. Davis,,82,77
408,4,2:02.0,D. Lillard misses 3-pt jump shot from 26 ft,,82,77
409,4,2:00.0,,Defensive rebound by M. Carter-Williams,82,77
410,4,1:56.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),82,80
411,4,1:36.0,C. McCollum misses 3-pt jump shot from 27 ft,,82,80
412,4,1:35.0,,Defensive rebound by G. Antetokounmpo,82,80
413,4,1:18.0,,G. Monroe misses 2-pt layup at rim (block by E. Davis),82,80
414,4,1:16.0,Defensive rebound by E. Davis,,82,80
415,4,1:11.0,Shooting foul by K. Middleton (drawn by C. McCollum),,82,80
416,4,1:11.0,C. McCollum makes free throw 1 of 2,,83,80
417,4,1:11.0,C. McCollum makes free throw 2 of 2,,84,80
418,4,1:03.0,,Personal foul by A. Aminu (drawn by G. Antetokounmpo),84,80
419,4,1:03.0,,G. Antetokounmpo makes free throw 1 of 2,84,81
420,4,1:03.0,,G. Antetokounmpo makes free throw 2 of 2,84,82
421,4,0:47.0,D. Lillard misses 2-pt layup from 1 ft,,84,82
422,4,0:45.0,Offensive rebound by A. Aminu,,84,82
423,4,0:31.0,Shooting foul by M. Carter-Williams (drawn by C. McCollum),,84,82
424,4,0:31.0,C. McCollum makes free throw 1 of 2,,85,82
425,4,0:31.0,C. McCollum makes free throw 2 of 2,,86,82
426,4,0:31.0,,Milwaukee full timeout,86,82
427,4,0:24.0,,G. Antetokounmpo makes 2-pt layup at rim,86,84
428,4,0:23.0,Portland full timeout,,86,84
429,4,0:23.0,,J. Parker enters the game for G. Monroe,86,84
430,4,0:23.0,,J. Henson enters the game for K. Middleton,86,84
431,4,0:23.0,M. Leonard enters the game for E. Davis,,86,84
432,4,0:22.0,Personal take foul by O. Mayo (drawn by D. Lillard),,86,84
433,4,0:22.0,D. Lillard makes free throw 1 of 2,,87,84
434,4,0:22.0,E. Davis enters the game for M. Leonard,,87,84
435,4,0:22.0,D. Lillard makes free throw 2 of 2,,88,84
436,4,0:22.0,,Milwaukee full timeout,88,84
437,4,0:22.0,,G. Monroe enters the game for J. Parker,88,84
438,4,0:22.0,,K. Middleton enters the game for J. Henson,88,84
439,4,0:17.0,,O. Mayo makes 3-pt jump shot from 26 ft (assist by K. Middleton),88,87
440,4,0:17.0,Portland full timeout,,88,87
441,4,0:17.0,M. Leonard enters the game for E. Davis,,88,87
442,4,0:17.0,,J. Parker enters the game for G. Monroe,88,87
443,4,0:17.0,,J. Henson enters the game for K. Middleton,88,87
444,4,0:15.0,,G. Monroe enters the game for J. Parker,88,87
445,4,0:15.0,,K. Middleton enters the game for J. Henson,88,87
446,4,0:15.0,E. Davis enters the game for M. Leonard,,88,87
447,4,0:15.0,Turnover by C. McCollum (lost ball),,88,87
448,4,0:06.0,,G. Monroe makes 2-pt layup at rim (assist by M. Carter-Williams),88,89
449,4,0:05.0,Portland full timeout,,88,89
450,4,0:05.0,M. Leonard enters the game for A. Aminu,,88,89
451,4,0:05.0,M. Plumlee enters the game for A. Crabbe,,88,89
452,4,0:05.0,,J. Henson enters the game for G. Monroe,88,89
453,4,0:03.0,M. Leonard misses 2-pt jump shot from 5 ft (block by J. Henson),,88,89
454,4,0:01.0,,Defensive rebound by J. Henson,88,89
455,4,0:01.0,,Personal foul by E. Davis (drawn by M. Carter-Williams),88,89
456,4,0:01.0,,M. Carter-Williams makes free throw 1 of 2,88,90
457,4,0:01.0,,M. Carter-Williams misses free throw 2 of 2,88,90
458,4,0:00.0,Defensive rebound by M. Leonard,,88,90
459,4,0:00.0,M. Leonard misses 3-pt jump shot from 78 ft,,88,90
460,4,0:00.0,Offensive rebound by Team,,88,90
