,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
392,4,5:22.0,,P. George misses 2-pt layup from 1 ft (block by B. Wright),94,93
393,4,5:22.0,Defensive rebound by Team,,94,93
394,4,5:06.0,Personal foul by M. Ellis (drawn by J. Green),,94,93
395,4,5:06.0,M. Gasol enters the game for B. Wright,,94,93
396,4,4:54.0,M. Conley misses 2-pt layup from 2 ft,,94,93
397,4,4:53.0,,Defensive rebound by I. Mahinmi,94,93
398,4,4:48.0,,Personal foul by M. Conley (drawn by G. Hill),94,93
399,4,4:48.0,,G. Hill makes free throw 1 of 2,94,94
400,4,4:48.0,C. Lee enters the game for M. Barnes,,94,94
401,4,4:48.0,,G. Hill misses free throw 2 of 2,94,94
402,4,4:48.0,Defensive rebound by J. Green,,94,94
403,4,4:27.0,M. Conley misses 2-pt jump shot from 17 ft,,94,94
404,4,4:26.0,,Defensive rebound by L. Allen,94,94
405,4,4:03.0,,Shooting foul by J. Green (drawn by P. George),94,94
406,4,4:03.0,,P. George makes free throw 1 of 2,94,95
407,4,4:03.0,,P. George makes free throw 2 of 2,94,96
408,4,3:49.0,M. Gasol makes 2-pt jump shot from 9 ft,,96,96
409,4,3:49.0,Shooting foul by I. Mahinmi (drawn by M. Gasol),,96,96
410,4,3:49.0,M. Gasol misses free throw 1 of 1,,96,96
411,4,3:47.0,,Defensive rebound by P. George,96,96
412,4,3:31.0,,P. George misses 2-pt layup from 1 ft,96,96
413,4,3:31.0,Defensive rebound by M. Gasol,,96,96
414,4,3:23.0,J. Green makes 3-pt jump shot from 26 ft (assist by C. Lee),,99,96
415,4,3:23.0,,Indiana full timeout,99,96
416,4,3:04.0,,P. George misses 3-pt jump shot from 26 ft,99,96
417,4,3:03.0,Defensive rebound by M. Gasol,,99,96
418,4,2:47.0,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),,101,96
419,4,2:29.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by L. Allen),101,99
420,4,2:09.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,103,99
421,4,1:51.0,,M. Ellis misses 3-pt jump shot from 24 ft,103,99
422,4,1:51.0,Defensive rebound by Z. Randolph,,103,99
423,4,1:29.0,J. Green makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,106,99
424,4,1:29.0,,Indiana full timeout,106,99
425,4,1:29.0,T. Allen enters the game for Z. Randolph,,106,99
426,4,1:29.0,,C. Miles enters the game for L. Allen,106,99
427,4,1:21.0,,Turnover by G. Hill (bad pass; steal by T. Allen),106,99
428,4,1:17.0,T. Allen misses 2-pt layup from 3 ft,,106,99
429,4,1:17.0,Offensive rebound by M. Conley,,106,99
430,4,1:17.0,M. Conley makes 2-pt layup from 1 ft,,108,99
431,4,1:11.0,,Personal foul by M. Conley (drawn by G. Hill),108,99
432,4,1:11.0,,G. Hill makes free throw 1 of 2,108,100
433,4,1:11.0,Z. Randolph enters the game for T. Allen,,108,100
434,4,1:11.0,,G. Hill makes free throw 2 of 2,108,101
435,4,0:57.0,Personal foul by I. Mahinmi (drawn by M. Gasol),,108,101
436,4,0:57.0,M. Gasol makes free throw 1 of 2,,109,101
437,4,0:57.0,T. Allen enters the game for Z. Randolph,,109,101
438,4,0:57.0,M. Gasol makes free throw 2 of 2,,110,101
439,4,0:47.0,,G. Hill makes 2-pt layup from 1 ft,110,103
440,4,0:39.0,Turnover by M. Conley (bad pass; steal by C. Miles),,110,103
441,4,0:33.0,,P. George misses 3-pt jump shot from 25 ft,110,103
442,4,0:33.0,Defensive rebound by M. Conley,,110,103
443,4,0:32.0,Memphis full timeout,,110,103
444,4,0:32.0,Z. Randolph enters the game for T. Allen,,110,103
445,4,0:32.0,,R. Stuckey enters the game for I. Mahinmi,110,103
446,4,0:28.0,Z. Randolph makes 2-pt layup from 5 ft (assist by M. Conley),,112,103
447,4,0:20.0,,G. Hill misses 3-pt jump shot from 29 ft,112,103
448,4,0:19.0,Defensive rebound by M. Gasol,,112,103
