,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
391,4,6:32.0,,Defensive rebound by E. Davis,78,74
392,4,6:21.0,,D. Lillard misses 2-pt jump shot from 5 ft,78,74
393,4,6:21.0,,Offensive rebound by E. Davis,78,74
394,4,6:21.0,,E. Davis makes 2-pt layup from 1 ft,78,76
395,4,6:21.0,Chicago full timeout,,78,76
396,4,6:21.0,K. Hinrich enters the game for D. McDermott,,78,76
397,4,6:09.0,Personal foul by M. Plumlee (drawn by J. Butler),,78,76
398,4,5:59.0,J. Butler misses 2-pt layup from 1 ft,,78,76
399,4,5:58.0,,Defensive rebound by E. Davis,78,76
400,4,5:47.0,,D. Lillard misses 2-pt jump shot from 21 ft,78,76
401,4,5:47.0,Defensive rebound by P. Gasol,,78,76
402,4,5:36.0,D. Rose misses 2-pt layup from 2 ft,,78,76
403,4,5:35.0,Offensive rebound by P. Gasol,,78,76
404,4,5:19.0,N. Mirotić misses 2-pt layup from 1 ft (block by E. Davis),,78,76
405,4,5:17.0,,Defensive rebound by C. McCollum,78,76
406,4,5:15.0,,A. Crabbe misses 3-pt jump shot from 25 ft,78,76
407,4,5:13.0,Defensive rebound by D. Rose,,78,76
408,4,4:58.0,P. Gasol makes 2-pt jump shot from 19 ft,,80,76
409,4,4:33.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Davis),80,79
410,4,4:17.0,Flagrant foul type 1 by M. Plumlee (drawn by J. Butler),,80,79
411,4,4:17.0,Technical foul by J. Butler,,80,79
412,4,4:17.0,,D. Lillard makes technical free throw,80,80
413,4,4:17.0,J. Butler makes flagrant free throw 1 of 2,,81,80
414,4,4:17.0,J. Butler makes flagrant free throw 2 of 2,,82,80
415,4,4:07.0,P. Gasol misses 2-pt jump shot from 15 ft,,82,80
416,4,4:06.0,Offensive rebound by J. Butler,,82,80
417,4,4:06.0,J. Butler misses 2-pt dunk at rim,,82,80
418,4,4:04.0,,Defensive rebound by D. Lillard,82,80
419,4,4:01.0,,Shooting foul by K. Hinrich (drawn by C. McCollum),82,80
420,4,4:01.0,,C. McCollum makes free throw 1 of 2,82,81
421,4,4:01.0,,C. McCollum makes free throw 2 of 2,82,82
422,4,3:48.0,Shooting foul by M. Plumlee (drawn by N. Mirotić),,82,82
423,4,3:48.0,N. Mirotić misses free throw 1 of 2,,82,82
424,4,3:48.0,Offensive rebound by Team,,82,82
425,4,3:48.0,N. Mirotić makes free throw 2 of 2,,83,82
426,4,3:35.0,,D. Lillard misses 3-pt jump shot from 25 ft,83,82
427,4,3:33.0,Defensive rebound by N. Mirotić,,83,82
428,4,3:22.0,Shooting foul by E. Davis (drawn by P. Gasol),,83,82
429,4,3:22.0,P. Gasol makes free throw 1 of 2,,84,82
430,4,3:22.0,P. Gasol makes free throw 2 of 2,,85,82
431,4,3:01.0,,C. McCollum misses 3-pt jump shot from 25 ft,85,82
432,4,3:00.0,Defensive rebound by P. Gasol,,85,82
433,4,2:59.0,,Portland full timeout,85,82
434,4,2:48.0,D. Rose misses 2-pt hook shot from 6 ft,,85,82
435,4,2:48.0,,Defensive rebound by Team,85,82
436,4,2:25.0,,D. Lillard misses 3-pt jump shot from 28 ft,85,82
437,4,2:24.0,Defensive rebound by P. Gasol,,85,82
438,4,2:10.0,P. Gasol misses 2-pt jump shot from 15 ft,,85,82
439,4,2:09.0,,Defensive rebound by M. Plumlee,85,82
440,4,2:01.0,,D. Lillard misses 2-pt layup from 2 ft,85,82
441,4,2:00.0,Defensive rebound by N. Mirotić,,85,82
442,4,1:45.0,P. Gasol makes 2-pt hook shot from 3 ft,,87,82
443,4,1:36.0,,D. Lillard misses 2-pt jump shot from 3 ft,87,82
444,4,1:36.0,,Offensive rebound by E. Davis,87,82
445,4,1:36.0,,Shooting foul by K. Hinrich (drawn by E. Davis),87,82
446,4,1:36.0,,E. Davis misses free throw 1 of 2,87,82
447,4,1:36.0,,Offensive rebound by Team,87,82
448,4,1:36.0,,E. Davis makes free throw 2 of 2,87,83
449,4,1:18.0,D. Rose misses 2-pt layup from 3 ft (block by E. Davis),,87,83
450,4,1:16.0,,Defensive rebound by M. Plumlee,87,83
451,4,1:14.0,,M. Plumlee makes 2-pt dunk at rim,87,85
452,4,1:14.0,Chicago full timeout,,87,85
453,4,0:54.0,J. Butler misses 2-pt jump shot from 15 ft,,87,85
454,4,0:53.0,,Defensive rebound by M. Plumlee,87,85
455,4,0:46.0,,Turnover by D. Lillard (lost ball; steal by J. Butler),87,85
456,4,0:25.0,P. Gasol misses 2-pt layup from 2 ft (block by M. Plumlee),,87,85
457,4,0:24.0,,Defensive rebound by D. Lillard,87,85
458,4,0:21.0,,Shooting foul by D. Rose (drawn by D. Lillard),87,85
459,4,0:21.0,,D. Lillard makes free throw 1 of 2,87,86
460,4,0:21.0,,D. Lillard misses free throw 2 of 2,87,86
461,4,0:20.0,Defensive rebound by P. Gasol,,87,86
462,4,0:16.0,Personal take foul by D. Lillard (drawn by J. Butler),,87,86
463,4,0:16.0,J. Butler makes free throw 1 of 2,,88,86
464,4,0:16.0,J. Noah enters the game for N. Mirotić,,88,86
465,4,0:16.0,T. Gibson enters the game for P. Gasol,,88,86
466,4,0:16.0,J. Butler makes free throw 2 of 2,,89,86
467,4,0:16.0,,Portland full timeout,89,86
468,4,0:13.0,,C. McCollum makes 2-pt layup from 2 ft (assist by A. Crabbe),89,88
469,4,0:13.0,Chicago full timeout,,89,88
470,4,0:13.0,N. Mirotić enters the game for J. Noah,,89,88
471,4,0:13.0,P. Gasol enters the game for T. Gibson,,89,88
472,4,0:11.0,Personal take foul by A. Crabbe (drawn by J. Butler),,89,88
473,4,0:11.0,J. Butler makes free throw 1 of 2,,90,88
474,4,0:11.0,T. Gibson enters the game for P. Gasol,,90,88
475,4,0:11.0,J. Noah enters the game for N. Mirotić,,90,88
476,4,0:11.0,J. Butler makes free throw 2 of 2,,91,88
477,4,0:11.0,,Portland full timeout,91,88
478,4,0:11.0,,M. Harkless enters the game for E. Davis,91,88
479,4,0:02.0,,C. McCollum misses 3-pt jump shot from 26 ft (block by J. Noah),91,88
480,4,0:02.0,Defensive rebound by T. Gibson,,91,88
481,4,0:02.0,Personal take foul by D. Lillard (drawn by T. Gibson),,91,88
482,4,0:02.0,T. Gibson makes free throw 1 of 2,,92,88
483,4,0:02.0,T. Gibson makes free throw 2 of 2,,93,88
484,4,0:02.0,,Portland full timeout,93,88
485,4,0:00.0,,D. Lillard misses 3-pt jump shot from 36 ft,93,88
486,4,0:00.0,,Offensive rebound by Team,93,88
