,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHILADELPHIA_ACTION,MILWAUKEE_SCORE,PHILADELPHIA_SCORE
68,1,4:30.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by J. Grant),,18,10
69,1,4:28.0,,Defensive rebound by J. Grant,18,10
70,1,4:23.0,,H. Thompson misses 3-pt jump shot from 27 ft,18,10
71,1,4:21.0,,Offensive rebound by H. Thompson,18,10
72,1,4:19.0,,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),18,12
73,1,4:05.0,Turnover by J. Henson (offensive foul),,18,12
74,1,4:05.0,Offensive foul by J. Henson (drawn by N. Noel),,18,12
75,1,4:05.0,,T. McConnell enters the game for N. Stauskas,18,12
76,1,3:51.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),18,15
77,1,3:49.0,Milwaukee full timeout,,18,15
78,1,3:49.0,G. Vásquez enters the game for T. Ennis,,18,15
79,1,3:49.0,,E. Brand enters the game for J. Grant,18,15
80,1,3:49.0,,R. Covington enters the game for I. Smith,18,15
81,1,3:36.0,Personal foul by E. Brand,,18,15
82,1,3:29.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Henson),,20,15
83,1,3:16.0,,Turnover by T. McConnell (traveling),20,15
84,1,2:59.0,G. Vásquez misses 3-pt jump shot from 25 ft,,20,15
85,1,2:57.0,,Defensive rebound by R. Covington,20,15
86,1,2:44.0,,H. Thompson misses 3-pt jump shot from 23 ft,20,15
87,1,2:41.0,Defensive rebound by J. Henson,,20,15
88,1,2:32.0,R. Vaughn misses 3-pt jump shot from 24 ft,,20,15
89,1,2:31.0,Offensive rebound by J. Henson,,20,15
90,1,2:30.0,Shooting foul by R. Covington (drawn by J. O'Bryant),,20,15
91,1,2:30.0,J. O'Bryant makes free throw 1 of 2,,21,15
92,1,2:30.0,,N. Stauskas enters the game for R. Covington,21,15
93,1,2:30.0,J. O'Bryant makes free throw 2 of 2,,22,15
94,1,2:11.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by T. McConnell),22,17
95,1,1:49.0,Turnover by G. Vásquez (bad pass; steal by N. Stauskas),,22,17
96,1,1:38.0,,T. McConnell misses 2-pt jump shot from 15 ft,22,17
97,1,1:37.0,Defensive rebound by G. Vásquez,,22,17
98,1,1:32.0,J. O'Bryant makes 2-pt layup at rim (assist by G. Vásquez),,24,17
99,1,1:13.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),24,20
100,1,1:01.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,24,20
101,1,1:00.0,Offensive rebound by J. Henson,,24,20
102,1,0:59.0,J. Henson makes 2-pt hook shot from 4 ft,,26,20
103,1,0:44.0,,H. Thompson misses 2-pt jump shot from 3 ft,26,20
104,1,0:43.0,Defensive rebound by G. Antetokounmpo,,26,20
105,1,0:38.0,R. Vaughn makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,29,20
106,1,0:24.0,,Turnover by N. Stauskas (bad pass; steal by R. Vaughn),29,20
107,1,0:17.0,R. Vaughn misses 3-pt jump shot from 26 ft,,29,20
108,1,0:15.0,,Defensive rebound by T. McConnell,29,20
109,1,0:03.0,,N. Stauskas makes 3-pt jump shot from 22 ft (assist by T. McConnell),29,23
110,1,0:00.0,G. Vásquez misses 3-pt jump shot from 49 ft,,29,23
111,1,0:00.0,Offensive rebound by Team,,29,23
112,2,11:40.0,,Shooting foul by R. Vaughn (drawn by J. Grant),29,23
113,2,11:40.0,,J. Grant misses free throw 1 of 2,29,23
114,2,11:40.0,,Offensive rebound by Team,29,23
115,2,11:40.0,,J. Grant misses free throw 2 of 2,29,23
116,2,11:39.0,Defensive rebound by J. O'Bryant,,29,23
117,2,11:39.0,Personal foul by H. Thompson,,29,23
118,2,11:25.0,R. Vaughn makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,32,23
119,2,11:13.0,,N. Stauskas misses 3-pt jump shot from 23 ft,32,23
120,2,11:12.0,Defensive rebound by J. O'Bryant,,32,23
121,2,11:03.0,K. Middleton makes 2-pt layup from 1 ft,,34,23
122,2,11:03.0,,Philadelphia full timeout,34,23
123,2,10:40.0,,H. Thompson misses 3-pt jump shot from 25 ft,34,23
124,2,10:39.0,Defensive rebound by J. O'Bryant,,34,23
125,2,10:25.0,K. Middleton misses 2-pt jump shot from 10 ft,,34,23
126,2,10:23.0,Offensive rebound by J. O'Bryant,,34,23
127,2,10:14.0,K. Middleton misses 2-pt jump shot from 11 ft,,34,23
128,2,10:12.0,Offensive rebound by J. Henson,,34,23
129,2,10:12.0,J. Henson makes 2-pt layup from 1 ft,,36,23
130,2,9:58.0,,R. Covington enters the game for N. Stauskas,36,23
131,2,9:49.0,,J. Grant misses 2-pt jump shot from 4 ft (block by J. Henson),36,23
132,2,9:46.0,Defensive rebound by G. Vásquez,,36,23
133,2,9:42.0,R. Vaughn makes 3-pt jump shot from 26 ft (assist by G. Vásquez),,39,23
134,2,9:25.0,,H. Thompson misses 3-pt jump shot from 24 ft,39,23
135,2,9:23.0,Defensive rebound by J. O'Bryant,,39,23
136,2,9:12.0,Turnover by R. Vaughn (bad pass),,39,23
137,2,9:12.0,,N. Noel enters the game for E. Brand,39,23
138,2,8:57.0,,H. Thompson misses 3-pt jump shot from 25 ft,39,23
139,2,8:55.0,,Offensive rebound by J. Grant,39,23
140,2,8:54.0,Violation by G. Vásquez (kicked ball),,39,23
141,2,8:54.0,M. Plumlee enters the game for J. Henson,,39,23
142,2,8:31.0,,N. Noel misses 2-pt layup from 1 ft,39,23
143,2,8:29.0,,Offensive rebound by H. Thompson,39,23
144,2,8:29.0,,H. Thompson misses 2-pt layup from 1 ft,39,23
145,2,8:28.0,Defensive rebound by R. Vaughn,,39,23
146,2,8:23.0,R. Vaughn misses 3-pt jump shot from 25 ft,,39,23
147,2,8:21.0,Offensive rebound by Team,,39,23
148,2,8:21.0,T. Ennis enters the game for G. Vásquez,,39,23
149,2,8:19.0,R. Vaughn misses 2-pt jump shot from 18 ft,,39,23
150,2,8:17.0,,Defensive rebound by T. McConnell,39,23
151,2,8:08.0,,T. McConnell makes 2-pt jump shot from 7 ft,39,25
152,2,8:00.0,K. Middleton makes 2-pt jump shot from 12 ft,,41,25
153,2,7:36.0,,Shooting foul by J. O'Bryant (drawn by J. Grant),41,25
154,2,7:36.0,,J. Grant makes free throw 1 of 2,41,26
155,2,7:36.0,,I. Smith enters the game for H. Thompson,41,26
156,2,7:36.0,,J. Grant makes free throw 2 of 2,41,27
157,2,7:19.0,K. Middleton makes 2-pt layup from 1 ft (assist by T. Ennis),,43,27
158,2,7:12.0,,Personal foul by T. Ennis,43,27
159,2,6:58.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by N. Noel),43,30
160,2,6:45.0,Turnover by K. Middleton (bad pass; steal by R. Covington),,43,30
161,2,6:34.0,,R. Covington misses 3-pt jump shot from 24 ft,43,30
162,2,6:33.0,,Offensive rebound by T. McConnell,43,30
163,2,6:26.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),43,32
164,2,5:58.0,T. Ennis makes 2-pt jump shot from 14 ft,,45,32
165,2,5:44.0,,R. Covington misses 3-pt jump shot from 25 ft,45,32
166,2,5:43.0,Defensive rebound by R. Vaughn,,45,32
167,2,5:39.0,Official timeout,,45,32
168,2,5:39.0,J. Parker enters the game for R. Vaughn,,45,32
169,2,5:39.0,G. Antetokounmpo enters the game for J. O'Bryant,,45,32
170,2,5:26.0,J. Parker misses 2-pt jump shot from 4 ft (block by I. Smith),,45,32
171,2,5:24.0,,Defensive rebound by R. Covington,45,32
172,2,5:13.0,,I. Smith makes 2-pt layup from 2 ft (assist by N. Noel),45,34
173,2,5:13.0,,Shooting foul by K. Middleton (drawn by I. Smith),45,34
174,2,5:13.0,,H. Thompson enters the game for T. McConnell,45,34
175,2,5:13.0,,I. Smith makes free throw 1 of 1,45,35
176,2,4:57.0,M. Plumlee misses 2-pt dunk at rim,,45,35
177,2,4:55.0,,Defensive rebound by R. Covington,45,35
178,2,4:48.0,,I. Smith misses 2-pt jump shot from 4 ft,45,35
179,2,4:46.0,Defensive rebound by J. Parker,,45,35
180,2,4:38.0,Turnover by J. Parker (lost ball; steal by J. Grant),,45,35
181,2,4:29.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by I. Smith),45,38
182,2,4:05.0,J. Parker makes 3-pt jump shot from 25 ft,,48,38
183,2,3:54.0,,N. Noel makes 2-pt layup at rim (assist by I. Smith),48,40
184,2,3:49.0,Shooting foul by H. Thompson (drawn by K. Middleton),,48,40
185,2,3:49.0,K. Middleton makes free throw 1 of 2,,49,40
186,2,3:49.0,,N. Stauskas enters the game for H. Thompson,49,40
187,2,3:49.0,K. Middleton makes free throw 2 of 2,,50,40
188,2,3:29.0,,N. Stauskas misses 3-pt jump shot from 22 ft,50,40
189,2,3:28.0,Defensive rebound by G. Antetokounmpo,,50,40
190,2,3:19.0,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),,52,40
191,2,3:03.0,,I. Smith makes 2-pt layup at rim,52,42
192,2,2:37.0,M. Plumlee misses 2-pt jump shot from 13 ft,,52,42
193,2,2:34.0,,Defensive rebound by N. Noel,52,42
194,2,2:30.0,,Shooting foul by T. Ennis (drawn by I. Smith),52,42
195,2,2:30.0,Milwaukee full timeout,,52,42
196,2,2:30.0,,I. Smith makes free throw 1 of 2,52,43
197,2,2:30.0,,I. Smith misses free throw 2 of 2,52,43
198,2,2:28.0,Defensive rebound by J. Parker,,52,43
199,2,2:09.0,M. Plumlee makes 2-pt hook shot from 6 ft (assist by G. Antetokounmpo),,54,43
200,2,1:47.0,,N. Stauskas misses 3-pt jump shot from 23 ft,54,43
201,2,1:46.0,,Offensive rebound by R. Covington,54,43
202,2,1:41.0,,Turnover by I. Smith (bad pass; steal by K. Middleton),54,43
203,2,1:36.0,K. Middleton makes 2-pt layup from 1 ft,,56,43
204,2,1:20.0,,J. Grant misses 2-pt layup from 2 ft (block by G. Antetokounmpo),56,43
205,2,1:18.0,,Offensive rebound by N. Noel,56,43
206,2,1:17.0,,N. Noel misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),56,43
207,2,1:15.0,Defensive rebound by M. Plumlee,,56,43
208,2,1:11.0,J. Parker makes 2-pt layup from 1 ft (assist by K. Middleton),,58,43
209,2,1:11.0,Shooting foul by N. Stauskas (drawn by J. Parker),,58,43
210,2,1:11.0,J. Parker makes free throw 1 of 1,,59,43
211,2,0:51.0,Violation by M. Plumlee (def goaltending),,59,43
212,2,0:51.0,,I. Smith makes 2-pt layup from 2 ft,59,45
213,2,0:35.0,T. Ennis misses 3-pt jump shot from 25 ft,,59,45
214,2,0:34.0,,Defensive rebound by N. Noel,59,45
215,2,0:27.0,,Philadelphia full timeout,59,45
216,2,0:09.0,,I. Smith misses 3-pt jump shot from 25 ft,59,45
217,2,0:08.0,,Offensive rebound by Team,59,45
218,2,0:08.0,,Turnover by Team (shot clock),59,45
219,2,0:08.0,,T. McConnell enters the game for R. Covington,59,45
220,2,0:03.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft,,62,45
221,2,0:00.0,,I. Smith misses 3-pt jump shot from 39 ft,62,45
222,2,0:00.0,,Offensive rebound by Team,62,45
223,3,11:47.0,,Turnover by N. Noel (lost ball; steal by K. Middleton),62,45
224,3,11:36.0,Turnover by K. Middleton (bad pass; steal by R. Covington),,62,45
225,3,11:33.0,,Shooting foul by J. Parker (drawn by R. Covington),62,45
226,3,11:33.0,,R. Covington makes free throw 1 of 2,62,46
227,3,11:33.0,,R. Covington makes free throw 2 of 2,62,47
228,3,11:19.0,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),,64,47
229,3,11:09.0,,N. Stauskas misses 2-pt layup from 1 ft (block by M. Plumlee),64,47
230,3,11:06.0,Defensive rebound by K. Middleton,,64,47
231,3,10:57.0,Turnover by G. Antetokounmpo (traveling),,64,47
232,3,10:40.0,,I. Smith misses 2-pt jump shot from 3 ft,64,47
233,3,10:38.0,Defensive rebound by K. Middleton,,64,47
234,3,10:24.0,Turnover by G. Antetokounmpo (bad pass; steal by N. Noel),,64,47
235,3,10:21.0,,N. Noel makes 2-pt dunk at rim,64,49
236,3,10:02.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,64,49
237,3,10:00.0,,Defensive rebound by N. Noel,64,49
238,3,9:53.0,,Shooting foul by J. Parker (drawn by J. Grant),64,49
239,3,9:53.0,,J. Grant makes free throw 1 of 2,64,50
240,3,9:53.0,J. O'Bryant enters the game for J. Parker,,64,50
241,3,9:53.0,,J. Grant makes free throw 2 of 2,64,51
242,3,9:40.0,,Offensive charge foul by J. O'Bryant (drawn by J. Grant),64,51
243,3,9:40.0,Turnover by J. O'Bryant (offensive foul),,64,51
244,3,9:27.0,,Turnover by I. Smith (step out of bounds),64,51
245,3,9:16.0,K. Middleton makes 2-pt jump shot from 8 ft (assist by T. Ennis),,66,51
246,3,9:03.0,,R. Covington misses 3-pt jump shot from 26 ft,66,51
247,3,9:01.0,Defensive rebound by K. Middleton,,66,51
248,3,8:48.0,K. Middleton makes 2-pt jump shot from 13 ft,,68,51
249,3,8:36.0,,Turnover by J. Grant (bad pass; steal by M. Plumlee),68,51
250,3,8:29.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft (block by J. Grant),,68,51
251,3,8:29.0,Offensive rebound by J. O'Bryant,,68,51
252,3,8:29.0,Shooting foul by N. Noel (drawn by J. O'Bryant),,68,51
253,3,8:29.0,J. O'Bryant makes free throw 1 of 2,,69,51
254,3,8:29.0,,H. Thompson enters the game for N. Stauskas,69,51
255,3,8:29.0,J. O'Bryant misses free throw 2 of 2,,69,51
256,3,8:28.0,,Defensive rebound by N. Noel,69,51
257,3,8:18.0,,Personal block foul by J. O'Bryant,69,51
258,3,8:04.0,,I. Smith makes 3-pt jump shot from 25 ft (assist by R. Covington),69,54
259,3,7:50.0,Personal foul by N. Noel,,69,54
260,3,7:50.0,,E. Brand enters the game for N. Noel,69,54
261,3,7:43.0,K. Middleton misses 2-pt jump shot from 16 ft,,69,54
262,3,7:42.0,,Defensive rebound by R. Covington,69,54
263,3,7:30.0,,H. Thompson misses 3-pt jump shot from 23 ft,69,54
264,3,7:29.0,Defensive rebound by M. Plumlee,,69,54
265,3,7:24.0,Turnover by J. O'Bryant (lost ball; steal by I. Smith),,69,54
266,3,7:16.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Smith),69,57
267,3,6:46.0,K. Middleton misses 3-pt jump shot from 22 ft,,69,57
268,3,6:45.0,,Defensive rebound by I. Smith,69,57
269,3,6:34.0,,J. Grant misses 2-pt layup from 1 ft,69,57
270,3,6:33.0,Defensive rebound by M. Plumlee,,69,57
271,3,6:20.0,T. Ennis misses 2-pt layup from 2 ft (block by I. Smith),,69,57
272,3,6:18.0,Offensive rebound by Team,,69,57
273,3,6:05.0,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,71,57
274,3,5:58.0,,R. Covington misses 3-pt jump shot from 25 ft,71,57
275,3,5:57.0,Defensive rebound by G. Antetokounmpo,,71,57
276,3,5:50.0,K. Middleton makes 2-pt jump shot from 4 ft (assist by G. Antetokounmpo),,73,57
277,3,5:50.0,Shooting foul by H. Thompson (drawn by K. Middleton),,73,57
278,3,5:50.0,,Philadelphia full timeout,73,57
279,3,5:50.0,K. Middleton makes free throw 1 of 1,,74,57
280,3,5:39.0,J. Henson enters the game for M. Plumlee,,74,57
281,3,5:33.0,,Turnover by R. Covington (lost ball; steal by G. Antetokounmpo),74,57
282,3,5:29.0,G. Antetokounmpo misses 2-pt layup at rim,,74,57
283,3,5:25.0,,Defensive rebound by I. Smith,74,57
284,3,5:05.0,,I. Smith makes 2-pt jump shot from 6 ft,74,59
285,3,4:43.0,J. O'Bryant misses 2-pt jump shot from 16 ft,,74,59
286,3,4:41.0,,Defensive rebound by I. Smith,74,59
287,3,4:33.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Grant),74,62
288,3,4:10.0,Shooting foul by J. Grant (drawn by J. Henson),,74,62
289,3,4:10.0,J. Henson makes free throw 1 of 2,,75,62
290,3,4:10.0,,T. McConnell enters the game for J. Grant,75,62
291,3,4:10.0,,N. Stauskas enters the game for H. Thompson,75,62
292,3,4:10.0,R. Vaughn enters the game for K. Middleton,,75,62
293,3,4:10.0,J. Henson makes free throw 2 of 2,,76,62
294,3,3:57.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),76,65
295,3,3:29.0,Turnover by Team (shot clock),,76,65
296,3,3:11.0,,N. Stauskas misses 3-pt jump shot from 22 ft,76,65
297,3,3:08.0,Defensive rebound by J. Henson,,76,65
298,3,2:53.0,R. Vaughn misses 3-pt jump shot from 27 ft,,76,65
299,3,2:52.0,,Defensive rebound by E. Brand,76,65
300,3,2:46.0,,R. Covington misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),76,65
301,3,2:44.0,Defensive rebound by J. O'Bryant,,76,65
302,3,2:36.0,J. Henson misses 2-pt jump shot from 16 ft,,76,65
303,3,2:35.0,,Defensive rebound by Team,76,65
304,3,2:35.0,Milwaukee full timeout,,76,65
305,3,2:35.0,,N. Noel enters the game for I. Smith,76,65
306,3,2:27.0,Violation by T. Ennis (kicked ball),,76,65
307,3,2:16.0,,Shooting foul by R. Vaughn (drawn by N. Stauskas),76,65
308,3,2:16.0,,N. Stauskas makes free throw 1 of 2,76,66
309,3,2:16.0,,N. Stauskas makes free throw 2 of 2,76,67
310,3,1:53.0,T. Ennis misses 3-pt jump shot from 25 ft,,76,67
311,3,1:50.0,,Defensive rebound by N. Noel,76,67
312,3,1:42.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by T. McConnell),76,70
313,3,1:30.0,Turnover by G. Antetokounmpo (lost ball; steal by R. Covington),,76,70
314,3,1:14.0,,R. Covington misses 3-pt jump shot from 27 ft,76,70
315,3,1:11.0,Defensive rebound by J. O'Bryant,,76,70
316,3,0:55.0,J. Henson misses 2-pt jump shot from 6 ft,,76,70
317,3,0:52.0,,Defensive rebound by R. Covington,76,70
318,3,0:37.0,,R. Covington misses 3-pt jump shot from 25 ft,76,70
319,3,0:35.0,,Offensive rebound by N. Noel,76,70
320,3,0:14.0,,N. Stauskas misses 3-pt jump shot from 22 ft,76,70
321,3,0:10.0,Defensive rebound by T. Ennis,,76,70
322,3,0:02.0,R. Vaughn misses 3-pt jump shot from 26 ft,,76,70
323,3,0:00.0,,Defensive rebound by E. Brand,76,70
324,4,11:56.0,Turnover by J. Parker (bad pass; steal by T. McConnell),,76,70
325,4,11:48.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by T. McConnell),76,72
326,4,11:40.0,J. Parker misses 2-pt jump shot from 22 ft,,76,72
327,4,11:36.0,,Defensive rebound by N. Noel,76,72
328,4,11:25.0,,J. Grant misses 3-pt jump shot from 22 ft,76,72
329,4,11:23.0,Defensive rebound by R. Vaughn,,76,72
330,4,11:14.0,J. Henson makes 2-pt layup from 1 ft (assist by K. Middleton),,78,72
331,4,10:48.0,,T. McConnell misses 2-pt jump shot from 16 ft,78,72
332,4,10:46.0,Defensive rebound by J. Henson,,78,72
333,4,10:35.0,K. Middleton makes 2-pt layup from 2 ft,,80,72
334,4,10:35.0,,Philadelphia full timeout,80,72
335,4,10:11.0,,N. Stauskas misses 3-pt jump shot from 23 ft,80,72
336,4,10:10.0,,Offensive rebound by Team,80,72
337,4,10:10.0,,Turnover by Team (shot clock),80,72
338,4,9:57.0,K. Middleton misses 2-pt jump shot from 13 ft,,80,72
339,4,9:54.0,Offensive rebound by J. Henson,,80,72
340,4,9:54.0,J. Henson misses 2-pt layup from 1 ft,,80,72
341,4,9:53.0,Offensive rebound by J. Henson,,80,72
342,4,9:53.0,J. Henson misses 2-pt layup from 1 ft,,80,72
343,4,9:52.0,,Defensive rebound by N. Noel,80,72
344,4,9:47.0,,J. Grant makes 2-pt layup at rim (assist by T. McConnell),80,74
345,4,9:33.0,J. Parker makes 2-pt dunk at rim,,82,74
346,4,9:18.0,,H. Thompson misses 3-pt jump shot from 25 ft,82,74
347,4,9:16.0,Defensive rebound by J. Parker,,82,74
348,4,9:00.0,Shooting foul by N. Noel (drawn by J. Henson),,82,74
349,4,9:00.0,J. Henson makes free throw 1 of 2,,83,74
350,4,9:00.0,J. Henson makes free throw 2 of 2,,84,74
351,4,8:49.0,,N. Noel makes 2-pt jump shot from 5 ft (assist by J. Grant),84,76
352,4,8:39.0,R. Vaughn misses 2-pt layup from 2 ft (block by N. Noel),,84,76
353,4,8:36.0,,Defensive rebound by T. McConnell,84,76
354,4,8:32.0,,T. McConnell makes 2-pt layup at rim,84,78
355,4,8:18.0,Shooting foul by N. Noel (drawn by J. Henson),,84,78
356,4,8:18.0,J. Henson makes free throw 1 of 2,,85,78
357,4,8:18.0,,I. Smith enters the game for N. Stauskas,85,78
358,4,8:18.0,J. Henson makes free throw 2 of 2,,86,78
359,4,7:56.0,Violation by J. Henson (def goaltending),,86,78
360,4,7:56.0,,J. Grant makes 2-pt layup from 2 ft,86,80
361,4,7:56.0,Technical foul by J. Henson,,86,80
362,4,7:56.0,,H. Thompson makes technical free throw,86,81
363,4,7:39.0,J. Henson makes 2-pt layup at rim (assist by G. Vásquez),,88,81
364,4,7:27.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by T. McConnell),88,84
365,4,7:11.0,J. Henson makes 2-pt layup from 2 ft (assist by K. Middleton),,90,84
366,4,6:54.0,,J. Grant misses 2-pt jump shot from 3 ft (block by J. Henson),90,84
367,4,6:52.0,,Offensive rebound by H. Thompson,90,84
368,4,6:52.0,,H. Thompson misses 2-pt layup from 1 ft,90,84
369,4,6:52.0,,Offensive rebound by N. Noel,90,84
370,4,6:47.0,,N. Noel makes 2-pt dunk at rim,90,86
371,4,6:35.0,,R. Covington enters the game for H. Thompson,90,86
372,4,6:35.0,,E. Brand enters the game for N. Noel,90,86
373,4,6:29.0,Personal foul by T. McConnell,,90,86
374,4,6:25.0,J. Parker misses 2-pt jump shot from 12 ft,,90,86
375,4,6:22.0,,Defensive rebound by I. Smith,90,86
376,4,6:10.0,,T. McConnell makes 2-pt jump shot from 15 ft (assist by E. Brand),90,88
377,4,5:58.0,K. Middleton makes 2-pt layup from 1 ft,,92,88
378,4,5:45.0,,R. Covington makes 2-pt layup from 1 ft (assist by I. Smith),92,90
379,4,5:44.0,Milwaukee full timeout,,92,90
380,4,5:44.0,G. Antetokounmpo enters the game for G. Vásquez,,92,90
381,4,5:44.0,T. Ennis enters the game for R. Vaughn,,92,90
