,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
47,1,4:49.0,B. Diaw enters the game for L. Aldridge,,8,19
48,1,4:49.0,K. Anderson enters the game for T. Parker,,8,19
49,1,4:49.0,,P. Patterson enters the game for T. Ross,8,19
50,1,4:49.0,,C. Joseph enters the game for L. Scola,8,19
51,1,4:36.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Mills),,10,19
52,1,4:11.0,,D. DeRozan misses 2-pt jump shot from 11 ft,10,19
53,1,4:10.0,Defensive rebound by D. West,,10,19
54,1,4:05.0,Turnover by P. Mills (lost ball; steal by C. Joseph),,10,19
55,1,3:57.0,,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),10,21
56,1,3:32.0,Offensive foul by M. Ginóbili (drawn by K. Lowry),,10,21
57,1,3:32.0,Turnover by M. Ginóbili (offensive foul),,10,21
58,1,3:32.0,J. Simmons enters the game for K. Anderson,,10,21
59,1,3:26.0,,K. Lowry misses 3-pt jump shot from 25 ft,10,21
60,1,3:26.0,Defensive rebound by Team,,10,21
61,1,3:07.0,B. Diaw makes 2-pt layup from 1 ft (assist by D. West),,12,21
62,1,2:59.0,,Toronto full timeout,12,21
63,1,2:59.0,,T. Ross enters the game for K. Lowry,12,21
64,1,2:42.0,,D. DeRozan misses 2-pt jump shot from 9 ft,12,21
65,1,2:42.0,Defensive rebound by M. Ginóbili,,12,21
66,1,2:22.0,Shooting foul by T. Ross (drawn by M. Ginóbili),,12,21
67,1,2:22.0,M. Ginóbili makes free throw 1 of 2,,13,21
68,1,2:22.0,M. Ginóbili misses free throw 2 of 2,,13,21
69,1,2:21.0,,Defensive rebound by B. Biyombo,13,21
70,1,2:04.0,,C. Joseph misses 2-pt jump shot from 17 ft,13,21
71,1,2:03.0,Defensive rebound by M. Ginóbili,,13,21
72,1,1:52.0,B. Diaw makes 2-pt jump shot from 1 ft (assist by M. Ginóbili),,15,21
73,1,1:37.0,,Personal block foul by M. Ginóbili (drawn by C. Joseph),15,21
74,1,1:27.0,,T. Ross makes 2-pt jump shot from 16 ft,15,23
75,1,1:12.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,15,23
76,1,1:11.0,,Defensive rebound by P. Patterson,15,23
77,1,1:01.0,,T. Ross misses 3-pt jump shot from 23 ft,15,23
78,1,1:01.0,Defensive rebound by B. Diaw,,15,23
79,1,0:52.0,B. Diaw makes 2-pt jump shot from 4 ft,,17,23
80,1,0:52.0,Shooting foul by P. Patterson (drawn by B. Diaw),,17,23
81,1,0:52.0,,L. Scola enters the game for B. Biyombo,17,23
82,1,0:52.0,B. Diaw makes free throw 1 of 1,,18,23
83,1,0:43.0,,Personal foul by J. Simmons (drawn by D. DeRozan),18,23
84,1,0:43.0,,D. DeRozan makes free throw 1 of 2,18,24
85,1,0:43.0,,D. DeRozan makes free throw 2 of 2,18,25
86,1,0:34.0,B. Diaw misses 3-pt jump shot from 27 ft,,18,25
87,1,0:33.0,,Defensive rebound by T. Ross,18,25
88,1,0:15.0,,Shooting foul by D. West (drawn by D. DeRozan),18,25
89,1,0:15.0,,D. DeRozan makes free throw 1 of 2,18,26
90,1,0:15.0,M. Bonner enters the game for D. West,,18,26
91,1,0:15.0,,D. DeRozan makes free throw 2 of 2,18,27
92,1,0:01.0,J. Simmons makes 2-pt jump shot from 15 ft (assist by P. Mills),,20,27
93,1,0:01.0,Shooting foul by D. DeRozan (drawn by J. Simmons),,20,27
94,1,0:01.0,J. Simmons makes free throw 1 of 1,,21,27
95,1,0:01.0,,Turnover by D. DeRozan (bad pass; steal by M. Bonner),21,27
96,1,0:00.0,M. Bonner misses 3-pt jump shot from 47 ft,,21,27
97,1,0:00.0,Offensive rebound by Team,,21,27
98,2,11:43.0,,C. Joseph misses 2-pt jump shot from 9 ft,21,27
99,2,11:43.0,Defensive rebound by D. West,,21,27
100,2,11:27.0,J. Simmons makes 3-pt jump shot from 22 ft (assist by P. Mills),,24,27
101,2,11:06.0,,P. Patterson misses 3-pt jump shot from 26 ft,24,27
102,2,11:06.0,Defensive rebound by Team,,24,27
103,2,10:52.0,P. Mills misses 3-pt jump shot from 24 ft,,24,27
104,2,10:51.0,,Defensive rebound by L. Scola,24,27
105,2,10:44.0,,Turnover by P. Patterson (bad pass),24,27
106,2,10:34.0,Turnover by J. Simmons (traveling),,24,27
107,2,10:34.0,L. Aldridge enters the game for D. West,,24,27
108,2,10:12.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),24,30
109,2,10:10.0,San Antonio full timeout,,24,30
110,2,10:10.0,T. Duncan enters the game for B. Diaw,,24,30
111,2,10:10.0,K. Leonard enters the game for P. Mills,,24,30
112,2,10:10.0,T. Parker enters the game for J. Simmons,,24,30
113,2,10:10.0,,J. Johnson enters the game for T. Ross,24,30
114,2,9:57.0,Turnover by M. Ginóbili (lost ball; steal by P. Patterson),,24,30
115,2,9:34.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Joseph),24,33
116,2,9:22.0,Turnover by L. Aldridge (bad pass; steal by C. Joseph),,24,33
117,2,9:17.0,,C. Joseph makes 2-pt layup from 1 ft,24,35
118,2,9:03.0,Turnover by K. Leonard (bad pass; steal by C. Joseph),,24,35
119,2,8:53.0,,P. Patterson misses 3-pt jump shot from 27 ft,24,35
120,2,8:53.0,Defensive rebound by T. Parker,,24,35
121,2,8:44.0,Shooting foul by C. Joseph (drawn by L. Aldridge),,24,35
122,2,8:44.0,L. Aldridge makes free throw 1 of 2,,25,35
123,2,8:44.0,D. Green enters the game for M. Ginóbili,,25,35
124,2,8:44.0,L. Aldridge makes free throw 2 of 2,,26,35
125,2,8:26.0,,K. Lowry makes 2-pt jump shot from 23 ft,26,37
126,2,8:01.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,29,37
127,2,7:38.0,,C. Joseph misses 2-pt jump shot from 19 ft,29,37
128,2,7:38.0,Defensive rebound by K. Leonard,,29,37
129,2,7:29.0,K. Leonard misses 2-pt jump shot from 13 ft,,29,37
130,2,7:28.0,,Defensive rebound by P. Patterson,29,37
131,2,7:22.0,,L. Scola misses 2-pt hook shot from 3 ft,29,37
132,2,7:21.0,Defensive rebound by L. Aldridge,,29,37
133,2,7:15.0,D. Green misses 3-pt jump shot from 27 ft,,29,37
134,2,7:14.0,,Defensive rebound by Team,29,37
135,2,7:02.0,,K. Lowry makes 2-pt jump shot from 16 ft (assist by C. Joseph),29,39
136,2,6:39.0,T. Duncan makes 2-pt hook shot from 4 ft (assist by T. Parker),,31,39
137,2,6:16.0,Offensive charge foul by K. Lowry (drawn by T. Duncan),,31,39
138,2,6:16.0,,Turnover by K. Lowry (offensive foul),31,39
139,2,6:16.0,,D. DeRozan enters the game for C. Joseph,31,39
140,2,6:07.0,Turnover by T. Duncan (bad pass; steal by P. Patterson),,31,39
141,2,6:02.0,,Shooting foul by D. Green (drawn by J. Johnson),31,39
142,2,6:02.0,,J. Johnson makes free throw 1 of 2,31,40
143,2,6:02.0,J. Simmons enters the game for K. Leonard,,31,40
144,2,6:02.0,,J. Johnson makes free throw 2 of 2,31,41
145,2,5:42.0,T. Duncan misses 2-pt jump shot from 6 ft,,31,41
146,2,5:41.0,Offensive rebound by L. Aldridge,,31,41
147,2,5:39.0,L. Aldridge makes 2-pt layup from 1 ft,,33,41
148,2,5:29.0,,D. DeRozan makes 2-pt jump shot from 17 ft,33,43
149,2,5:09.0,D. Green misses 2-pt layup from 1 ft,,33,43
150,2,5:08.0,,Defensive rebound by L. Scola,33,43
151,2,5:00.0,,Personal block foul by J. Simmons (drawn by P. Patterson),33,43
152,2,5:00.0,Official timeout,,33,43
153,2,5:00.0,,B. Biyombo enters the game for P. Patterson,33,43
154,2,4:48.0,,L. Scola misses 2-pt hook shot from 6 ft,33,43
155,2,4:48.0,Defensive rebound by T. Parker,,33,43
156,2,4:40.0,L. Aldridge makes 2-pt layup from 4 ft (assist by T. Duncan),,35,43
157,2,4:17.0,,Turnover by K. Lowry (lost ball; steal by D. Green),35,43
158,2,4:10.0,Personal foul by B. Biyombo (drawn by T. Parker),,35,43
159,2,4:10.0,,Toronto full timeout,35,43
160,2,4:10.0,M. Ginóbili enters the game for D. Green,,35,43
161,2,4:03.0,T. Duncan makes 2-pt layup at rim (assist by T. Parker),,37,43
162,2,3:46.0,,Shooting foul by J. Simmons (drawn by D. DeRozan),37,43
163,2,3:46.0,,D. DeRozan makes free throw 1 of 2,37,44
164,2,3:46.0,,D. DeRozan makes free throw 2 of 2,37,45
165,2,3:29.0,T. Duncan makes 2-pt hook shot from 4 ft,,39,45
166,2,3:14.0,,Turnover by D. DeRozan (traveling),39,45
167,2,3:05.0,Personal foul by L. Scola (drawn by T. Duncan),,39,45
168,2,3:05.0,,P. Patterson enters the game for L. Scola,39,45
169,2,2:54.0,T. Parker makes 2-pt layup from 1 ft,,41,45
170,2,2:39.0,,D. DeRozan makes 2-pt jump shot from 14 ft (assist by K. Lowry),41,47
171,2,2:23.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by J. Simmons),,44,47
172,2,2:05.0,,Shooting foul by T. Duncan (drawn by B. Biyombo),44,47
173,2,2:05.0,,B. Biyombo makes 2-pt hook shot from 4 ft (assist by J. Johnson),44,49
174,2,2:05.0,,Toronto full timeout,44,49
175,2,2:05.0,,T. Ross enters the game for K. Lowry,44,49
176,2,2:05.0,,C. Joseph enters the game for J. Johnson,44,49
177,2,2:05.0,K. Leonard enters the game for J. Simmons,,44,49
178,2,2:05.0,,B. Biyombo misses free throw 1 of 1,44,49
179,2,2:04.0,Defensive rebound by K. Leonard,,44,49
180,2,1:46.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,44,49
181,2,1:45.0,,Defensive rebound by B. Biyombo,44,49
182,2,1:31.0,,Shooting foul by L. Aldridge (drawn by P. Patterson),44,49
183,2,1:31.0,,P. Patterson makes free throw 1 of 2,44,50
184,2,1:31.0,B. Diaw enters the game for T. Duncan,,44,50
185,2,1:31.0,P. Mills enters the game for T. Parker,,44,50
186,2,1:31.0,,P. Patterson makes free throw 2 of 2,44,51
187,2,1:13.0,L. Aldridge misses 2-pt jump shot from 17 ft,,44,51
188,2,1:12.0,,Defensive rebound by D. DeRozan,44,51
189,2,1:05.0,,D. DeRozan makes 2-pt jump shot from 17 ft,44,53
190,2,0:56.0,Shooting foul by B. Biyombo (drawn by M. Ginóbili),,44,53
191,2,0:56.0,M. Ginóbili makes free throw 1 of 2,,45,53
192,2,0:56.0,M. Ginóbili makes free throw 2 of 2,,46,53
193,2,0:37.0,,C. Joseph misses 3-pt jump shot from 24 ft,46,53
194,2,0:37.0,,Offensive rebound by B. Biyombo,46,53
195,2,0:13.0,,D. DeRozan misses 2-pt jump shot from 22 ft,46,53
196,2,0:13.0,Defensive rebound by M. Ginóbili,,46,53
197,2,0:03.0,M. Ginóbili misses 2-pt layup from 3 ft,,46,53
198,2,0:02.0,,Defensive rebound by B. Biyombo,46,53
199,3,11:41.0,,D. DeRozan misses 2-pt jump shot from 15 ft,46,53
200,3,11:40.0,Defensive rebound by D. Green,,46,53
201,3,11:26.0,D. Green misses 2-pt jump shot from 13 ft,,46,53
202,3,11:25.0,,Defensive rebound by L. Scola,46,53
203,3,11:13.0,,D. DeRozan makes 2-pt layup at rim,46,55
204,3,10:58.0,Shooting foul by B. Biyombo (drawn by L. Aldridge),,46,55
205,3,10:58.0,L. Aldridge makes free throw 1 of 2,,47,55
206,3,10:58.0,L. Aldridge misses free throw 2 of 2,,47,55
207,3,10:58.0,,Defensive rebound by B. Biyombo,47,55
208,3,10:44.0,,K. Lowry misses 2-pt jump shot from 19 ft,47,55
209,3,10:43.0,Defensive rebound by D. Green,,47,55
210,3,10:29.0,T. Duncan makes 2-pt jump shot from 9 ft,,49,55
211,3,10:04.0,,T. Ross misses 2-pt jump shot from 19 ft,49,55
212,3,10:04.0,Defensive rebound by D. Green,,49,55
213,3,9:53.0,K. Leonard misses 2-pt layup from 4 ft (block by D. DeRozan),,49,55
214,3,9:52.0,,Defensive rebound by K. Lowry,49,55
215,3,9:48.0,,T. Ross makes 2-pt dunk at rim (assist by K. Lowry),49,57
216,3,9:24.0,T. Parker misses 2-pt jump shot from 10 ft,,49,57
217,3,9:23.0,Offensive rebound by T. Duncan,,49,57
218,3,9:18.0,T. Parker misses 3-pt jump shot from 23 ft,,49,57
219,3,9:17.0,Offensive rebound by T. Parker,,49,57
220,3,9:11.0,L. Aldridge misses 2-pt layup from 1 ft,,49,57
221,3,9:11.0,Offensive rebound by T. Duncan,,49,57
222,3,9:05.0,D. Green misses 3-pt jump shot from 24 ft,,49,57
223,3,9:05.0,,Defensive rebound by K. Lowry,49,57
224,3,8:54.0,,D. DeRozan misses 2-pt jump shot from 19 ft,49,57
225,3,8:54.0,,Offensive rebound by Team,49,57
226,3,8:50.0,,Turnover by T. Ross (lost ball; steal by D. Green),49,57
227,3,8:43.0,T. Parker misses 2-pt layup from 1 ft,,49,57
228,3,8:41.0,,Defensive rebound by L. Scola,49,57
229,3,8:36.0,,L. Scola makes 2-pt layup from 1 ft (assist by K. Lowry),49,59
230,3,8:34.0,San Antonio full timeout,,49,59
231,3,8:34.0,Violation by Team (delay of game),,49,59
232,3,8:15.0,L. Aldridge makes 2-pt jump shot from 9 ft,,51,59
233,3,8:00.0,,Turnover by D. DeRozan (lost ball; steal by K. Leonard),51,59
234,3,7:59.0,Personal foul by D. DeRozan (drawn by K. Leonard),,51,59
235,3,7:48.0,L. Aldridge misses 2-pt jump shot from 17 ft,,51,59
236,3,7:48.0,Offensive rebound by K. Leonard,,51,59
237,3,7:42.0,K. Leonard misses 2-pt jump shot from 5 ft,,51,59
238,3,7:42.0,Offensive rebound by K. Leonard,,51,59
239,3,7:36.0,D. Green misses 3-pt jump shot from 26 ft,,51,59
240,3,7:35.0,,Defensive rebound by B. Biyombo,51,59
241,3,7:27.0,,Shooting foul by K. Leonard (drawn by L. Scola),51,59
242,3,7:27.0,,L. Scola makes 2-pt layup from 3 ft (assist by D. DeRozan),51,61
243,3,7:27.0,,L. Scola misses free throw 1 of 1,51,61
244,3,7:26.0,Defensive rebound by L. Aldridge,,51,61
245,3,7:26.0,Personal foul by B. Biyombo (drawn by L. Aldridge),,51,61
246,3,7:26.0,K. Anderson enters the game for K. Leonard,,51,61
247,3,7:26.0,,P. Patterson enters the game for B. Biyombo,51,61
248,3,7:02.0,D. Green misses 3-pt jump shot from 24 ft,,51,61
249,3,7:02.0,,Defensive rebound by T. Ross,51,61
250,3,6:51.0,,Turnover by L. Scola (lost ball; steal by D. Green),51,61
251,3,6:42.0,T. Duncan misses 2-pt layup at rim,,51,61
252,3,6:42.0,,Defensive rebound by T. Ross,51,61
253,3,6:40.0,Offensive charge foul by D. DeRozan (drawn by D. Green),,51,61
254,3,6:40.0,,Turnover by D. DeRozan (offensive foul),51,61
255,3,6:26.0,T. Duncan misses 2-pt hook shot from 5 ft,,51,61
256,3,6:26.0,,Defensive rebound by K. Lowry,51,61
257,3,6:03.0,,K. Lowry makes 2-pt layup from 2 ft (assist by D. DeRozan),51,63
258,3,5:40.0,K. Anderson makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,54,63
259,3,5:12.0,,K. Lowry misses 2-pt jump shot from 13 ft,54,63
260,3,5:12.0,Defensive rebound by K. Anderson,,54,63
261,3,4:55.0,Personal foul by L. Scola (drawn by T. Duncan),,54,63
262,3,4:55.0,P. Mills enters the game for T. Duncan,,54,63
263,3,4:55.0,B. Diaw enters the game for D. Green,,54,63
264,3,4:55.0,M. Ginóbili enters the game for T. Parker,,54,63
265,3,4:55.0,,C. Joseph enters the game for T. Ross,54,63
266,3,4:46.0,Personal foul by P. Patterson (drawn by B. Diaw),,54,63
267,3,4:46.0,B. Diaw makes free throw 1 of 2,,55,63
268,3,4:46.0,B. Diaw makes free throw 2 of 2,,56,63
269,3,4:21.0,,C. Joseph makes 2-pt jump shot from 10 ft,56,65
270,3,3:59.0,P. Mills misses 3-pt jump shot from 25 ft,,56,65
271,3,3:58.0,,Defensive rebound by P. Patterson,56,65
272,3,3:50.0,,L. Scola makes 2-pt layup from 5 ft (assist by K. Lowry),56,67
273,3,3:38.0,,Offensive charge foul by B. Diaw (drawn by L. Scola),56,67
274,3,3:38.0,Turnover by B. Diaw (offensive foul),,56,67
275,3,3:38.0,,Toronto full timeout,56,67
276,3,3:38.0,,T. Ross enters the game for K. Lowry,56,67
277,3,3:38.0,,Violation by Team (delay of game),56,67
278,3,3:30.0,,Personal foul by M. Ginóbili (drawn by D. DeRozan),56,67
279,3,3:15.0,,D. DeRozan makes 2-pt jump shot from 21 ft,56,69
280,3,2:56.0,K. Anderson makes 2-pt jump shot from 6 ft,,58,69
281,3,2:41.0,,J. Johnson enters the game for L. Scola,58,69
282,3,2:32.0,,Turnover by Team (back court),58,69
283,3,2:19.0,Turnover by B. Diaw (bad pass),,58,69
284,3,2:07.0,Offensive charge foul by T. Ross (drawn by K. Anderson),,58,69
285,3,2:07.0,,Turnover by T. Ross (offensive foul),58,69
286,3,2:07.0,D. West enters the game for L. Aldridge,,58,69
287,3,1:56.0,B. Diaw misses 3-pt jump shot from 25 ft,,58,69
288,3,1:55.0,Offensive rebound by M. Ginóbili,,58,69
289,3,1:53.0,M. Ginóbili makes 2-pt layup at rim,,60,69
290,3,1:32.0,,Turnover by P. Patterson (bad pass),60,69
291,3,1:16.0,Personal foul by C. Joseph (drawn by M. Ginóbili),,60,69
292,3,1:16.0,M. Ginóbili misses free throw 1 of 2,,60,69
293,3,1:16.0,Offensive rebound by Team,,60,69
294,3,1:16.0,M. Ginóbili makes free throw 2 of 2,,61,69
295,3,1:03.0,,Personal foul by B. Diaw (drawn by C. Joseph),61,69
296,3,0:54.0,,Shooting foul by M. Ginóbili (drawn by C. Joseph),61,69
297,3,0:54.0,,C. Joseph makes free throw 1 of 2,61,70
298,3,0:54.0,,C. Joseph makes free throw 2 of 2,61,71
299,3,0:32.0,Shooting foul by J. Johnson (drawn by D. West),,61,71
300,3,0:32.0,D. West misses free throw 1 of 2,,61,71
301,3,0:32.0,Offensive rebound by Team,,61,71
302,3,0:32.0,J. Simmons enters the game for M. Ginóbili,,61,71
303,3,0:32.0,D. West makes free throw 2 of 2,,62,71
304,3,0:21.0,,Personal foul by J. Simmons (drawn by D. DeRozan),62,71
305,3,0:21.0,,D. DeRozan makes free throw 1 of 2,62,72
306,3,0:21.0,,D. DeRozan makes free throw 2 of 2,62,73
307,3,0:02.0,Turnover by J. Simmons (lost ball; steal by J. Johnson),,62,73
308,4,11:45.0,Shooting foul by T. Ross (drawn by J. Simmons),,62,73
309,4,11:45.0,J. Simmons makes free throw 1 of 2,,63,73
310,4,11:45.0,J. Simmons makes free throw 2 of 2,,64,73
311,4,11:37.0,,Offensive foul by C. Joseph (drawn by J. Simmons),64,73
312,4,11:37.0,,Turnover by C. Joseph (offensive foul),64,73
313,4,11:20.0,K. Anderson misses 2-pt jump shot from 4 ft,,64,73
314,4,11:20.0,,Defensive rebound by J. Johnson,64,73
315,4,11:15.0,,T. Ross makes 2-pt dunk at rim (assist by J. Johnson),64,75
316,4,10:58.0,D. West makes 2-pt layup from 2 ft (assist by K. Anderson),,66,75
317,4,10:44.0,,Turnover by L. Scola (bad pass; steal by P. Mills),66,75
318,4,10:28.0,D. West makes 2-pt jump shot from 18 ft (assist by J. Simmons),,68,75
319,4,10:04.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by J. Johnson),68,78
320,4,9:54.0,Offensive foul by D. West (drawn by C. Joseph),,68,78
321,4,9:54.0,Turnover by D. West (offensive foul),,68,78
322,4,9:54.0,,K. Lowry enters the game for T. Ross,68,78
323,4,9:41.0,,L. Scola makes 2-pt hook shot from 5 ft (assist by C. Joseph),68,80
324,4,9:24.0,D. West misses 2-pt jump shot from 4 ft,,68,80
325,4,9:24.0,Offensive rebound by B. Diaw,,68,80
326,4,9:19.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),,71,80
327,4,9:16.0,Technical foul by Team,,71,80
328,4,9:16.0,,K. Lowry makes technical free throw,71,81
329,4,8:53.0,,P. Patterson makes 2-pt jump shot from 6 ft,71,83
330,4,8:43.0,D. West makes 2-pt jump shot from 8 ft (assist by P. Mills),,73,83
331,4,8:43.0,Shooting foul by L. Scola (drawn by D. West),,73,83
332,4,8:43.0,Official timeout,,73,83
333,4,8:43.0,K. Leonard enters the game for K. Anderson,,73,83
334,4,8:43.0,D. West makes free throw 1 of 1,,74,83
335,4,8:28.0,,K. Lowry makes 2-pt jump shot from 10 ft,74,85
336,4,8:12.0,P. Mills misses 2-pt jump shot from 18 ft,,74,85
337,4,8:11.0,,Defensive rebound by J. Johnson,74,85
338,4,7:56.0,,J. Johnson misses 2-pt layup from 2 ft,74,85
339,4,7:55.0,Defensive rebound by D. West,,74,85
340,4,7:41.0,D. West misses 2-pt jump shot from 15 ft,,74,85
341,4,7:40.0,,Defensive rebound by J. Johnson,74,85
342,4,7:19.0,,K. Lowry misses 3-pt jump shot from 23 ft,74,85
343,4,7:19.0,,Offensive rebound by L. Scola,74,85
344,4,7:17.0,,L. Scola misses 2-pt layup from 1 ft (block by K. Leonard),74,85
345,4,7:15.0,Defensive rebound by P. Mills,,74,85
346,4,7:12.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by P. Mills),,76,85
347,4,7:12.0,Shooting foul by J. Johnson (drawn by K. Leonard),,76,85
348,4,7:12.0,M. Ginóbili enters the game for B. Diaw,,76,85
349,4,7:12.0,T. Parker enters the game for J. Simmons,,76,85
350,4,7:12.0,,D. DeRozan enters the game for J. Johnson,76,85
351,4,7:12.0,K. Leonard misses free throw 1 of 1,,76,85
352,4,7:10.0,,Defensive rebound by L. Scola,76,85
353,4,6:54.0,,Turnover by C. Joseph (lost ball; steal by T. Parker),76,85
354,4,6:40.0,,Violation by K. Lowry (kicked ball),76,85
355,4,6:30.0,Turnover by D. West (bad pass),,76,85
356,4,6:18.0,,Turnover by D. DeRozan (bad pass; steal by M. Ginóbili),76,85
357,4,6:08.0,K. Leonard makes 2-pt jump shot from 15 ft,,78,85
358,4,5:58.0,,Toronto full timeout,78,85
359,4,5:58.0,L. Aldridge enters the game for D. West,,78,85
360,4,5:48.0,,Shooting foul by L. Aldridge (drawn by K. Lowry),78,85
361,4,5:48.0,,K. Lowry makes free throw 1 of 2,78,86
362,4,5:48.0,,B. Biyombo enters the game for L. Scola,78,86
363,4,5:48.0,,K. Lowry makes free throw 2 of 2,78,87
364,4,5:34.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,78,87
365,4,5:34.0,Offensive rebound by P. Mills,,78,87
366,4,5:22.0,M. Ginóbili makes 2-pt layup from 3 ft (assist by P. Mills),,80,87
367,4,4:58.0,,K. Lowry makes 2-pt jump shot from 4 ft,80,89
368,4,4:44.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),,83,89
369,4,4:28.0,,Turnover by C. Joseph (lost ball; steal by T. Parker),83,89
370,4,4:12.0,K. Leonard misses 3-pt jump shot from 25 ft,,83,89
371,4,4:11.0,Offensive rebound by L. Aldridge,,83,89
372,4,4:05.0,P. Mills misses 2-pt jump shot from 10 ft,,83,89
373,4,4:03.0,,Defensive rebound by P. Patterson,83,89
374,4,3:57.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by K. Lowry),83,91
375,4,3:46.0,M. Ginóbili makes 2-pt layup from 1 ft,,85,91
376,4,3:24.0,,B. Biyombo misses 2-pt dunk at rim,85,91
377,4,3:22.0,Defensive rebound by T. Parker,,85,91
378,4,3:14.0,Shooting foul by K. Lowry (drawn by L. Aldridge),,85,91
379,4,3:14.0,L. Aldridge makes free throw 1 of 2,,86,91
380,4,3:14.0,D. Green enters the game for P. Mills,,86,91
381,4,3:14.0,L. Aldridge makes free throw 2 of 2,,87,91
382,4,3:04.0,,D. DeRozan makes 2-pt jump shot from 18 ft,87,93
383,4,3:03.0,San Antonio full timeout,,87,93
