,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
289,3,5:06.0,K. Korver misses 2-pt jump shot from 16 ft,,50,63
290,3,5:06.0,,Defensive rebound by D. Cousins,50,63
291,3,4:47.0,,R. Rondo makes 2-pt jump shot from 16 ft,50,65
292,3,4:36.0,Turnover by D. Schröder (bad pass; steal by B. McLemore),,50,65
293,3,4:31.0,,B. McLemore makes 2-pt dunk at rim (assist by R. Rondo),50,67
294,3,4:29.0,Atlanta full timeout,,50,67
295,3,4:29.0,T. Hardaway enters the game for K. Korver,,50,67
296,3,4:16.0,P. Millsap makes 2-pt jump shot from 5 ft,,52,67
297,3,4:01.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,52,67
298,3,3:59.0,Defensive rebound by P. Millsap,,52,67
299,3,3:52.0,D. Schröder misses 3-pt jump shot from 25 ft,,52,67
300,3,3:51.0,Offensive rebound by P. Millsap,,52,67
301,3,3:44.0,T. Splitter makes 2-pt layup from 1 ft (assist by D. Schröder),,54,67
302,3,3:30.0,,Q. Acy enters the game for W. Cauley-Stein,54,67
303,3,3:20.0,,B. McLemore misses 3-pt jump shot from 23 ft,54,67
304,3,3:20.0,Defensive rebound by T. Splitter,,54,67
305,3,3:10.0,D. Schröder misses 3-pt jump shot from 24 ft,,54,67
306,3,3:10.0,,Defensive rebound by M. Belinelli,54,67
307,3,3:07.0,,Q. Acy makes 2-pt dunk at rim (assist by M. Belinelli),54,69
308,3,2:45.0,P. Millsap makes 2-pt jump shot from 8 ft (assist by D. Schröder),,56,69
309,3,2:25.0,,Q. Acy misses 2-pt jump shot from 19 ft,56,69
310,3,2:24.0,Defensive rebound by T. Hardaway,,56,69
311,3,2:12.0,Shooting foul by Q. Acy (drawn by P. Millsap),,56,69
312,3,2:12.0,P. Millsap makes free throw 1 of 2,,57,69
313,3,2:12.0,,D. Collison enters the game for R. Rondo,57,69
314,3,2:12.0,A. Horford enters the game for T. Splitter,,57,69
315,3,2:12.0,P. Millsap makes free throw 2 of 2,,58,69
316,3,1:48.0,,D. Cousins misses 2-pt jump shot from 10 ft,58,69
317,3,1:47.0,Defensive rebound by P. Millsap,,58,69
318,3,1:33.0,Shooting block foul by D. Cousins (drawn by T. Hardaway),,58,69
319,3,1:33.0,T. Hardaway makes free throw 1 of 2,,59,69
320,3,1:33.0,T. Hardaway makes free throw 2 of 2,,60,69
321,3,1:18.0,,Turnover by D. Cousins (bad pass; steal by A. Horford),60,69
322,3,1:14.0,T. Hardaway misses 2-pt layup from 3 ft (block by B. McLemore),,60,69
323,3,1:12.0,,Defensive rebound by D. Cousins,60,69
324,3,1:10.0,,Personal foul by T. Hardaway (drawn by D. Cousins),60,69
325,3,1:05.0,,Shooting foul by P. Millsap (drawn by B. McLemore),60,69
326,3,1:05.0,,B. McLemore misses free throw 1 of 2,60,69
327,3,1:05.0,,Offensive rebound by Team,60,69
328,3,1:05.0,,K. Koufos enters the game for D. Cousins,60,69
329,3,1:05.0,M. Scott enters the game for P. Millsap,,60,69
330,3,1:05.0,,Technical foul by D. Cousins,60,69
331,3,1:05.0,D. Schröder makes technical free throw,,61,69
332,3,1:05.0,,B. McLemore makes free throw 2 of 2,61,70
333,3,0:59.0,Turnover by D. Schröder (step out of bounds),,61,70
334,3,0:47.0,,M. Belinelli misses 3-pt jump shot from 24 ft,61,70
335,3,0:47.0,,Offensive rebound by K. Koufos,61,70
336,3,0:32.0,,B. McLemore misses 2-pt jump shot from 20 ft,61,70
337,3,0:30.0,,Offensive rebound by K. Koufos,61,70
338,3,0:11.0,,K. Koufos makes 2-pt hook shot from 9 ft (assist by M. Belinelli),61,72
339,3,0:03.0,D. Schröder makes 2-pt layup from 2 ft,,63,72
340,3,0:03.0,Shooting foul by D. Collison (drawn by D. Schröder),,63,72
341,3,0:03.0,D. Schröder misses free throw 1 of 1,,63,72
342,3,0:02.0,,Defensive rebound by K. Koufos,63,72
343,4,11:44.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by A. Horford),,65,72
344,4,11:23.0,,M. Belinelli misses 2-pt jump shot from 20 ft,65,72
345,4,11:23.0,,Offensive rebound by Team,65,72
346,4,11:13.0,,Shooting foul by M. Scott (drawn by Q. Acy),65,72
347,4,11:13.0,,Q. Acy makes free throw 1 of 2,65,73
348,4,11:13.0,,Q. Acy makes free throw 2 of 2,65,74
349,4,10:54.0,T. Hardaway makes 2-pt jump shot from 6 ft,,67,74
350,4,10:31.0,,M. Belinelli misses 2-pt jump shot from 4 ft,67,74
351,4,10:30.0,,Offensive rebound by K. Koufos,67,74
352,4,10:20.0,,M. Belinelli misses 3-pt jump shot from 27 ft,67,74
353,4,10:19.0,Defensive rebound by D. Schröder,,67,74
354,4,10:12.0,Turnover by D. Schröder (bad pass; steal by D. Collison),,67,74
355,4,10:11.0,,Sacramento full timeout,67,74
356,4,10:11.0,,D. Cousins enters the game for K. Koufos,67,74
357,4,9:53.0,,D. Cousins misses 2-pt jump shot from 19 ft,67,74
358,4,9:53.0,,Offensive rebound by Team,67,74
359,4,9:53.0,Loose ball foul by M. Scott (drawn by Q. Acy),,67,74
360,4,9:40.0,,Turnover by M. Belinelli (bad pass; steal by A. Horford),67,74
361,4,9:36.0,T. Hardaway makes 2-pt dunk at rim (assist by A. Horford),,69,74
362,4,9:15.0,,D. Collison misses 2-pt layup from 2 ft,69,74
363,4,9:15.0,,Offensive rebound by Team,69,74
364,4,9:15.0,Loose ball foul by D. Schröder (drawn by Q. Acy),,69,74
365,4,9:15.0,,R. Rondo enters the game for M. Belinelli,69,74
366,4,9:15.0,K. Bazemore enters the game for D. Schröder,,69,74
367,4,9:04.0,,D. Cousins misses 2-pt jump shot from 7 ft,69,74
368,4,9:04.0,,Offensive rebound by Team,69,74
369,4,9:04.0,Loose ball foul by M. Scott (drawn by Q. Acy),,69,74
370,4,8:54.0,,D. Cousins misses 2-pt layup from 1 ft (block by M. Scott),69,74
371,4,8:53.0,Defensive rebound by T. Hardaway,,69,74
372,4,8:48.0,T. Hardaway misses 2-pt layup from 2 ft,,69,74
373,4,8:47.0,Offensive rebound by Team,,69,74
374,4,8:39.0,T. Hardaway makes 2-pt jump shot from 15 ft (assist by A. Horford),,71,74
375,4,8:21.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by M. Scott),71,74
376,4,8:19.0,Defensive rebound by T. Hardaway,,71,74
377,4,8:11.0,M. Scott misses 3-pt jump shot from 23 ft,,71,74
378,4,8:10.0,Offensive rebound by A. Horford,,71,74
379,4,8:10.0,A. Horford makes 2-pt layup from 1 ft,,73,74
380,4,8:10.0,,Sacramento full timeout,73,74
381,4,8:10.0,,B. McLemore enters the game for D. Collison,73,74
