,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
140,2,10:05.0,Offensive foul by M. Speights (drawn by E. Fournier),,35,31
141,2,10:05.0,Turnover by M. Speights (offensive foul),,35,31
142,2,9:53.0,,E. Fournier misses 2-pt jump shot from 21 ft,35,31
143,2,9:52.0,Defensive rebound by Team,,35,31
144,2,9:31.0,S. Livingston misses 2-pt jump shot from 17 ft,,35,31
145,2,9:30.0,,Defensive rebound by M. Hezonja,35,31
146,2,9:23.0,,B. Jennings misses 2-pt jump shot from 4 ft,35,31
147,2,9:21.0,Defensive rebound by M. Speights,,35,31
148,2,9:21.0,Personal foul by B. Jennings (drawn by M. Speights),,35,31
149,2,9:21.0,,C. Watson enters the game for B. Jennings,35,31
150,2,9:08.0,M. Speights makes 2-pt jump shot from 17 ft,,37,31
151,2,8:51.0,,E. Fournier makes 2-pt layup at rim (assist by J. Smith),37,33
152,2,8:42.0,A. Iguodala makes 2-pt hook shot from 4 ft,,39,33
153,2,8:34.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by C. Watson),39,35
154,2,8:21.0,A. Iguodala misses 2-pt jump shot from 20 ft,,39,35
155,2,8:19.0,,Defensive rebound by J. Smith,39,35
156,2,8:10.0,,Shooting foul by S. Livingston (drawn by E. Fournier),39,35
157,2,8:10.0,Official timeout,,39,35
158,2,8:10.0,K. Thompson enters the game for L. Barbosa,,39,35
159,2,8:10.0,,E. Fournier makes free throw 1 of 2,39,36
160,2,8:10.0,,E. Fournier makes free throw 2 of 2,39,37
161,2,7:54.0,M. Speights makes 2-pt jump shot from 19 ft (assist by H. Barnes),,41,37
162,2,7:28.0,,E. İlyasova misses 2-pt jump shot from 15 ft,41,37
163,2,7:26.0,Defensive rebound by S. Livingston,,41,37
164,2,7:18.0,M. Speights misses 2-pt jump shot from 17 ft,,41,37
165,2,7:16.0,,Defensive rebound by C. Watson,41,37
166,2,7:05.0,,Shooting foul by M. Speights (drawn by E. İlyasova),41,37
167,2,7:05.0,,E. İlyasova makes free throw 1 of 2,41,38
168,2,7:05.0,A. Bogut enters the game for M. Speights,,41,38
169,2,7:05.0,,E. İlyasova makes free throw 2 of 2,41,39
170,2,6:58.0,Turnover by S. Livingston (bad pass),,41,39
171,2,6:58.0,,A. Gordon enters the game for E. İlyasova,41,39
172,2,6:58.0,,N. Vučević enters the game for J. Smith,41,39
173,2,6:40.0,,N. Vučević misses 2-pt jump shot from 17 ft,41,39
174,2,6:35.0,,Offensive rebound by A. Gordon,41,39
175,2,6:35.0,,A. Gordon makes 2-pt layup from 1 ft,41,41
176,2,6:15.0,Shooting foul by C. Watson (drawn by S. Livingston),,41,41
177,2,6:15.0,S. Livingston makes free throw 1 of 2,,42,41
178,2,6:15.0,D. Green enters the game for A. Iguodala,,42,41
179,2,6:15.0,S. Curry enters the game for H. Barnes,,42,41
180,2,6:15.0,,V. Oladipo enters the game for M. Hezonja,42,41
181,2,6:15.0,S. Livingston makes free throw 2 of 2,,43,41
182,2,6:04.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by C. Watson),43,43
183,2,5:42.0,K. Thompson misses 3-pt jump shot from 23 ft,,43,43
184,2,5:39.0,,Defensive rebound by V. Oladipo,43,43
185,2,5:32.0,,Offensive foul by N. Vučević (drawn by A. Bogut),43,43
186,2,5:32.0,,Turnover by N. Vučević (offensive foul),43,43
187,2,5:32.0,,Orlando full timeout,43,43
188,2,5:20.0,A. Bogut makes 2-pt dunk from 1 ft (assist by S. Curry),,45,43
189,2,5:00.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),45,45
190,2,4:41.0,K. Thompson makes 2-pt jump shot from 9 ft (assist by S. Curry),,47,45
191,2,4:31.0,,Personal foul by S. Livingston (drawn by C. Watson),47,45
192,2,4:31.0,,C. Watson makes free throw 1 of 2,47,46
193,2,4:31.0,,C. Watson makes free throw 2 of 2,47,47
194,2,4:21.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),,50,47
195,2,3:59.0,,N. Vučević makes 2-pt hook shot from 6 ft,50,49
196,2,3:42.0,A. Bogut misses 2-pt jump shot from 5 ft,,50,49
197,2,3:39.0,Offensive rebound by A. Bogut,,50,49
198,2,3:39.0,A. Bogut makes 2-pt layup from 2 ft,,52,49
199,2,3:32.0,,Shooting foul by A. Bogut (drawn by C. Watson),52,49
200,2,3:32.0,,C. Watson makes free throw 1 of 2,52,50
201,2,3:32.0,A. Iguodala enters the game for S. Livingston,,52,50
202,2,3:32.0,,C. Watson makes free throw 2 of 2,52,51
203,2,3:23.0,Offensive foul by K. Thompson (drawn by E. Fournier),,52,51
204,2,3:23.0,Turnover by K. Thompson (offensive foul),,52,51
205,2,3:10.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),52,54
206,2,3:00.0,Turnover by S. Curry (bad pass; steal by E. Fournier),,52,54
207,2,2:57.0,,Personal foul by D. Green (drawn by E. Fournier),52,54
208,2,2:57.0,Golden State full timeout,,52,54
209,2,2:57.0,H. Barnes enters the game for A. Bogut,,52,54
210,2,2:57.0,,E. Fournier makes free throw 1 of 2,52,55
211,2,2:57.0,,E. Fournier makes free throw 2 of 2,52,56
212,2,2:43.0,H. Barnes misses 3-pt jump shot from 24 ft,,52,56
213,2,2:41.0,Offensive rebound by H. Barnes,,52,56
214,2,2:38.0,D. Green misses 3-pt jump shot from 26 ft,,52,56
215,2,2:36.0,Offensive rebound by H. Barnes,,52,56
216,2,2:24.0,Shooting foul by N. Vučević (drawn by D. Green),,52,56
217,2,2:24.0,D. Green makes free throw 1 of 2,,53,56
218,2,2:24.0,,E. Payton enters the game for C. Watson,53,56
219,2,2:24.0,D. Green misses free throw 2 of 2,,53,56
220,2,2:22.0,,Defensive rebound by N. Vučević,53,56
221,2,2:04.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by E. Payton),53,59
222,2,1:54.0,S. Curry makes 2-pt jump shot from 21 ft,,55,59
223,2,1:31.0,,N. Vučević misses 2-pt jump shot from 7 ft,55,59
224,2,1:29.0,,Offensive rebound by A. Gordon,55,59
225,2,1:29.0,,A. Gordon makes 2-pt layup from 1 ft,55,61
226,2,1:20.0,S. Curry makes 2-pt layup from 2 ft,,57,61
227,2,1:08.0,,Turnover by E. Fournier (traveling),57,61
228,2,0:58.0,S. Curry misses 3-pt jump shot from 26 ft,,57,61
229,2,0:57.0,,Defensive rebound by A. Gordon,57,61
230,2,0:50.0,,V. Oladipo misses 2-pt jump shot from 20 ft,57,61
231,2,0:48.0,,Offensive rebound by N. Vučević,57,61
232,2,0:44.0,,E. Payton misses 2-pt jump shot from 7 ft (block by K. Thompson),57,61
233,2,0:41.0,,Offensive rebound by V. Oladipo,57,61
234,2,0:41.0,,V. Oladipo misses 2-pt dunk at rim,57,61
235,2,0:39.0,Defensive rebound by S. Curry,,57,61
236,2,0:33.0,K. Thompson misses 3-pt jump shot from 24 ft,,57,61
237,2,0:32.0,,Defensive rebound by N. Vučević,57,61
238,2,0:14.0,,V. Oladipo makes 2-pt layup from 3 ft (assist by E. Payton),57,63
239,2,0:05.0,D. Green makes 2-pt layup from 2 ft,,59,63
240,2,0:01.0,,E. Payton misses 3-pt jump shot from 51 ft (block by S. Curry),59,63
241,2,0:01.0,,Offensive rebound by Team,59,63
242,2,0:00.0,,N. Vučević misses 3-pt jump shot from 30 ft,59,63
243,2,0:00.0,,Offensive rebound by Team,59,63
244,3,11:46.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),59,65
245,3,11:30.0,S. Curry misses 2-pt layup from 2 ft,,59,65
246,3,11:29.0,,Defensive rebound by V. Oladipo,59,65
247,3,11:29.0,,Personal foul by D. Green (drawn by V. Oladipo),59,65
248,3,11:13.0,,V. Oladipo misses 3-pt jump shot from 24 ft,59,65
249,3,11:12.0,Defensive rebound by S. Curry,,59,65
250,3,11:00.0,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),,61,65
251,3,10:49.0,,A. Gordon misses 2-pt layup from 3 ft,61,65
252,3,10:47.0,Defensive rebound by H. Barnes,,61,65
253,3,10:35.0,S. Curry makes 2-pt jump shot from 20 ft,,63,65
254,3,10:21.0,,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),63,67
255,3,10:08.0,Shooting foul by E. Fournier (drawn by D. Green),,63,67
256,3,10:08.0,D. Green makes free throw 1 of 2,,64,67
257,3,10:08.0,D. Green makes free throw 2 of 2,,65,67
258,3,9:46.0,,Turnover by N. Vučević (lost ball; steal by D. Green),65,67
259,3,9:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,68,67
260,3,9:25.0,,E. Payton makes 2-pt layup from 2 ft,68,69
261,3,9:19.0,K. Thompson misses 3-pt jump shot from 25 ft,,68,69
262,3,9:17.0,,Defensive rebound by N. Vučević,68,69
263,3,9:11.0,,E. Payton makes 2-pt layup at rim,68,71
264,3,8:55.0,Turnover by S. Curry (bad pass),,68,71
265,3,8:49.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by E. Payton),68,73
266,3,8:32.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,70,73
267,3,8:15.0,,A. Gordon misses 3-pt jump shot from 23 ft,70,73
268,3,8:13.0,Defensive rebound by S. Curry,,70,73
269,3,8:04.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),,73,73
270,3,7:53.0,,Shooting foul by A. Bogut (drawn by V. Oladipo),73,73
271,3,7:53.0,,V. Oladipo misses free throw 1 of 2,73,73
272,3,7:53.0,,Offensive rebound by Team,73,73
273,3,7:53.0,,V. Oladipo makes free throw 2 of 2,73,74
274,3,7:39.0,S. Curry misses 2-pt jump shot from 19 ft,,73,74
275,3,7:38.0,,Defensive rebound by A. Gordon,73,74
276,3,7:22.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by A. Gordon),73,77
277,3,7:12.0,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),,75,77
278,3,7:01.0,,Turnover by E. Payton (traveling),75,77
279,3,6:51.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),,78,77
280,3,6:28.0,,Shooting foul by D. Green (drawn by V. Oladipo),78,77
281,3,6:28.0,,V. Oladipo misses free throw 1 of 2,78,77
282,3,6:28.0,,Offensive rebound by Team,78,77
283,3,6:28.0,,V. Oladipo makes free throw 2 of 2,78,78
284,3,6:09.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,80,78
285,3,6:01.0,,Turnover by N. Vučević (lost ball; steal by D. Green),80,78
286,3,5:55.0,H. Barnes misses 2-pt layup from 2 ft (block by A. Gordon),,80,78
287,3,5:52.0,,Defensive rebound by N. Vučević,80,78
288,3,5:38.0,,Shooting foul by A. Bogut (drawn by E. Payton),80,78
289,3,5:38.0,,Orlando full timeout,80,78
290,3,5:38.0,A. Iguodala enters the game for H. Barnes,,80,78
291,3,5:38.0,A. Varejão enters the game for A. Bogut,,80,78
292,3,5:38.0,,E. Payton misses free throw 1 of 2,80,78
293,3,5:38.0,,Offensive rebound by Team,80,78
294,3,5:38.0,,E. Payton misses free throw 2 of 2,80,78
295,3,5:37.0,Defensive rebound by D. Green,,80,78
296,3,5:23.0,Offensive foul by A. Varejão (drawn by E. Fournier),,80,78
297,3,5:23.0,Turnover by A. Varejão (offensive foul),,80,78
298,3,5:23.0,L. Barbosa enters the game for K. Thompson,,80,78
299,3,5:03.0,,E. Fournier misses 2-pt jump shot from 23 ft,80,78
300,3,5:02.0,Defensive rebound by A. Varejão,,80,78
301,3,4:58.0,Turnover by D. Green (bad pass; steal by E. Fournier),,80,78
302,3,4:55.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),80,80
303,3,4:38.0,A. Varejão misses 2-pt layup from 2 ft,,80,80
304,3,4:33.0,,Defensive rebound by V. Oladipo,80,80
305,3,4:18.0,,A. Gordon misses 3-pt jump shot from 23 ft,80,80
306,3,4:17.0,Defensive rebound by S. Curry,,80,80
307,3,4:10.0,S. Curry makes 3-pt jump shot from 25 ft,,83,80
308,3,3:58.0,,N. Vučević misses 2-pt jump shot from 18 ft,83,80
309,3,3:57.0,Defensive rebound by A. Varejão,,83,80
310,3,3:52.0,,Violation by N. Vučević (kicked ball),83,80
311,3,3:51.0,Personal foul by V. Oladipo (drawn by A. Iguodala),,83,80
312,3,3:43.0,A. Varejão misses 2-pt jump shot from 17 ft,,83,80
313,3,3:42.0,,Defensive rebound by A. Gordon,83,80
314,3,3:35.0,,V. Oladipo misses 3-pt jump shot from 25 ft,83,80
315,3,3:34.0,Defensive rebound by A. Varejão,,83,80
316,3,3:28.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,85,80
317,3,3:04.0,,A. Gordon makes 2-pt jump shot from 6 ft,85,82
318,3,2:52.0,S. Curry misses 3-pt jump shot from 24 ft,,85,82
319,3,2:50.0,,Defensive rebound by N. Vučević,85,82
320,3,2:42.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),85,84
321,3,2:17.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,88,84
322,3,2:04.0,Golden State full timeout,,88,84
323,3,2:04.0,,C. Watson enters the game for N. Vučević,88,84
324,3,2:04.0,,E. İlyasova enters the game for V. Oladipo,88,84
325,3,2:03.0,,Turnover by E. Fournier (bad pass; steal by D. Green),88,84
326,3,1:58.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Varejão),,91,84
327,3,1:44.0,,A. Gordon misses 2-pt layup from 2 ft,91,84
328,3,1:42.0,,Offensive rebound by E. İlyasova,91,84
329,3,1:42.0,,E. İlyasova makes 2-pt layup from 2 ft,91,86
330,3,1:30.0,Turnover by S. Curry (lost ball),,91,86
331,3,1:19.0,,A. Gordon misses 3-pt jump shot from 25 ft,91,86
332,3,1:18.0,Defensive rebound by Team,,91,86
333,3,1:05.0,Turnover by S. Curry (lost ball; steal by E. İlyasova),,91,86
334,3,0:57.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),91,89
335,3,0:40.0,A. Varejão makes 2-pt layup from 2 ft (assist by S. Curry),,93,89
336,3,0:40.0,Shooting foul by E. İlyasova (drawn by A. Varejão),,93,89
337,3,0:40.0,A. Varejão makes free throw 1 of 1,,94,89
338,3,0:33.0,,E. Payton misses 2-pt jump shot from 20 ft,94,89
339,3,0:32.0,Defensive rebound by A. Iguodala,,94,89
340,3,0:19.0,S. Curry makes 2-pt layup from 1 ft,,96,89
341,3,0:04.0,,Shooting foul by A. Varejão (drawn by E. İlyasova),96,89
342,3,0:04.0,,E. İlyasova makes free throw 1 of 2,96,90
343,3,0:04.0,,J. Smith enters the game for A. Gordon,96,90
344,3,0:04.0,,E. İlyasova makes free throw 2 of 2,96,91
345,3,0:00.0,S. Curry makes 3-pt jump shot from 44 ft,,99,91
346,4,11:40.0,M. Speights makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,101,91
347,4,11:27.0,,J. Smith misses 2-pt jump shot from 19 ft,101,91
348,4,11:25.0,Defensive rebound by S. Livingston,,101,91
349,4,11:24.0,Shooting foul by C. Watson (drawn by M. Speights),,101,91
350,4,11:24.0,M. Speights makes free throw 1 of 2,,102,91
351,4,11:24.0,,B. Jennings enters the game for E. Payton,102,91
352,4,11:24.0,M. Speights makes free throw 2 of 2,,103,91
353,4,11:06.0,,C. Watson makes 2-pt layup from 2 ft,103,93
354,4,10:56.0,M. Speights makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,105,93
355,4,10:30.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Fournier),105,95
356,4,10:07.0,M. Speights makes 2-pt jump shot from 20 ft (assist by A. Iguodala),,107,95
357,4,9:50.0,,Turnover by J. Smith (offensive foul),107,95
358,4,9:50.0,,Offensive foul by J. Smith (drawn by H. Barnes),107,95
359,4,9:50.0,,M. Hezonja enters the game for E. Fournier,107,95
360,4,9:25.0,S. Livingston misses 2-pt hook shot from 8 ft,,107,95
361,4,9:23.0,,Defensive rebound by M. Hezonja,107,95
362,4,9:16.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by C. Watson),107,98
363,4,8:56.0,M. Speights misses 2-pt jump shot from 21 ft,,107,98
364,4,8:54.0,,Defensive rebound by E. İlyasova,107,98
365,4,8:42.0,,Shooting foul by A. Iguodala (drawn by E. İlyasova),107,98
366,4,8:42.0,Official timeout,,107,98
367,4,8:42.0,K. Thompson enters the game for L. Barbosa,,107,98
368,4,8:42.0,,E. İlyasova makes free throw 1 of 2,107,99
369,4,8:42.0,,E. İlyasova makes free throw 2 of 2,107,100
370,4,8:21.0,S. Livingston makes 2-pt jump shot from 14 ft,,109,100
371,4,8:04.0,,Turnover by B. Jennings (lost ball; steal by S. Livingston),109,100
372,4,7:55.0,H. Barnes makes 2-pt layup from 1 ft,,111,100
373,4,7:33.0,,Turnover by J. Smith (bad pass; steal by A. Iguodala),111,100
374,4,7:27.0,K. Thompson makes 2-pt layup from 2 ft (assist by A. Iguodala),,113,100
375,4,7:27.0,,Orlando full timeout,113,100
376,4,7:27.0,,V. Oladipo enters the game for E. İlyasova,113,100
377,4,7:27.0,,N. Vučević enters the game for M. Hezonja,113,100
378,4,7:27.0,,E. Fournier enters the game for B. Jennings,113,100
379,4,7:27.0,,E. Payton enters the game for J. Smith,113,100
380,4,7:27.0,,A. Gordon enters the game for C. Watson,113,100
381,4,7:27.0,A. Bogut enters the game for M. Speights,,113,100
