,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
99,2,11:25.0,,R. Holmes misses 2-pt jump shot from 7 ft (block by G. Dieng),25,29
100,2,11:24.0,,Offensive rebound by Team,25,29
101,2,11:24.0,Z. LaVine enters the game for T. Prince,,25,29
102,2,11:24.0,,C. Landry makes 2-pt jump shot from 16 ft,25,31
103,2,11:02.0,S. Muhammad makes 2-pt hook shot from 7 ft (assist by Z. LaVine),,27,31
104,2,10:49.0,,R. Holmes makes 2-pt jump shot from 15 ft,27,33
105,2,10:33.0,Turnover by A. Miller (lost ball; steal by R. Holmes),,27,33
106,2,10:29.0,,Offensive foul by R. Holmes (drawn by A. Miller),27,33
107,2,10:29.0,,Turnover by R. Holmes (offensive foul),27,33
108,2,10:16.0,Z. LaVine makes 2-pt jump shot from 18 ft (assist by G. Dieng),,29,33
109,2,10:04.0,,C. Landry misses 2-pt jump shot from 3 ft (block by G. Dieng),29,33
110,2,10:02.0,,Offensive rebound by T. McConnell,29,33
111,2,9:57.0,,H. Thompson misses 3-pt jump shot from 25 ft,29,33
112,2,9:55.0,Defensive rebound by Team,,29,33
113,2,9:54.0,Personal foul by R. Holmes (drawn by A. Miller),,29,33
114,2,9:45.0,Z. LaVine misses 2-pt jump shot from 17 ft,,29,33
115,2,9:44.0,,Defensive rebound by R. Covington,29,33
116,2,9:41.0,Loose ball foul by A. Payne (drawn by R. Covington),,29,33
117,2,9:41.0,,J. Grant enters the game for C. Landry,29,33
118,2,9:30.0,,H. Thompson misses 2-pt jump shot from 10 ft,29,33
119,2,9:28.0,Defensive rebound by A. Miller,,29,33
120,2,9:22.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Miller),,31,33
121,2,9:18.0,,Philadelphia full timeout,31,33
122,2,9:18.0,,J. Okafor enters the game for R. Holmes,31,33
123,2,9:05.0,,Turnover by R. Covington (lost ball; steal by S. Muhammad),31,33
124,2,8:44.0,A. Miller makes 2-pt layup at rim,,33,33
125,2,8:28.0,,T. McConnell misses 3-pt jump shot from 25 ft,33,33
126,2,8:27.0,,Offensive rebound by J. Okafor,33,33
127,2,8:21.0,,R. Covington misses 3-pt jump shot from 25 ft,33,33
128,2,8:19.0,,Offensive rebound by H. Thompson,33,33
129,2,8:18.0,,H. Thompson makes 2-pt layup from 2 ft,33,35
130,2,8:18.0,,Shooting foul by Z. LaVine (drawn by H. Thompson),33,35
131,2,8:18.0,N. Bjelica enters the game for A. Payne,,33,35
132,2,8:18.0,,H. Thompson misses free throw 1 of 1,33,35
133,2,8:18.0,Defensive rebound by Z. LaVine,,33,35
134,2,8:06.0,Shooting foul by R. Covington (drawn by Z. LaVine),,33,35
135,2,8:06.0,Z. LaVine makes free throw 1 of 2,,34,35
136,2,8:06.0,Z. LaVine misses free throw 2 of 2,,34,35
137,2,8:06.0,Offensive rebound by G. Dieng,,34,35
138,2,8:04.0,,N. Noel enters the game for H. Thompson,34,35
139,2,8:04.0,G. Dieng misses 2-pt jump shot from 4 ft (block by J. Okafor),,34,35
140,2,7:47.0,,Offensive rebound by Team,34,35
141,2,7:47.0,,Turnover by J. Grant (bad pass),34,35
142,2,7:35.0,N. Bjelica misses 3-pt jump shot from 26 ft,,34,35
143,2,7:33.0,Offensive rebound by S. Muhammad,,34,35
144,2,7:32.0,S. Muhammad makes 2-pt dunk at rim,,36,35
145,2,7:32.0,,Philadelphia full timeout,36,35
146,2,7:17.0,,Def 3 sec tech foul by N. Bjelica,36,35
147,2,7:17.0,,R. Covington misses technical free throw,36,35
148,2,7:17.0,,Offensive rebound by Team,36,35
149,2,7:17.0,,N. Stauskas enters the game for R. Covington,36,35
150,2,7:09.0,,T. McConnell makes 2-pt layup at rim (assist by N. Noel),36,37
151,2,6:55.0,N. Bjelica makes 2-pt dunk at rim (assist by Z. LaVine),,38,37
152,2,6:45.0,,J. Okafor misses 2-pt layup from 2 ft,38,37
153,2,6:44.0,Defensive rebound by Team,,38,37
154,2,6:44.0,Personal foul by N. Noel (drawn by Z. LaVine),,38,37
155,2,6:44.0,,I. Smith enters the game for T. McConnell,38,37
156,2,6:44.0,Z. LaVine misses 2-pt jump shot from 18 ft,,38,37
157,2,6:43.0,,Defensive rebound by J. Grant,38,37
158,2,6:17.0,Offensive charge foul by J. Okafor (drawn by G. Dieng),,38,37
159,2,6:17.0,,Turnover by J. Okafor (offensive foul),38,37
160,2,6:17.0,R. Rubio enters the game for A. Miller,,38,37
161,2,6:17.0,Turnover by S. Muhammad (illegal screen),,38,37
162,2,5:54.0,,J. Okafor misses 2-pt layup from 2 ft,38,37
163,2,5:54.0,,Offensive rebound by Team,38,37
164,2,5:54.0,Official timeout,,38,37
165,2,5:46.0,,Personal foul by N. Bjelica (drawn by N. Noel),38,37
166,2,5:36.0,,J. Grant misses 3-pt jump shot from 23 ft,38,37
167,2,5:35.0,Defensive rebound by G. Dieng,,38,37
168,2,5:18.0,Turnover by Z. LaVine (bad pass; steal by J. Okafor),,38,37
169,2,5:14.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),38,39
170,2,5:04.0,R. Rubio misses 2-pt jump shot from 13 ft,,38,39
171,2,5:03.0,,Defensive rebound by N. Noel,38,39
172,2,4:44.0,,Turnover by N. Stauskas (bad pass; steal by Z. LaVine),38,39
173,2,4:41.0,Personal foul by N. Noel (drawn by Z. LaVine),,38,39
174,2,4:36.0,Z. LaVine misses 2-pt layup from 2 ft,,38,39
175,2,4:33.0,Offensive rebound by G. Dieng,,38,39
176,2,4:25.0,R. Rubio misses 2-pt jump shot from 18 ft,,38,39
177,2,4:24.0,,Defensive rebound by N. Noel,38,39
178,2,4:16.0,,N. Stauskas misses 2-pt layup from 1 ft,38,39
179,2,4:15.0,Defensive rebound by N. Bjelica,,38,39
180,2,4:02.0,N. Bjelica makes 3-pt jump shot from 22 ft (assist by R. Rubio),,41,39
181,2,3:48.0,,I. Smith makes 2-pt jump shot from 16 ft (assist by J. Okafor),41,41
182,2,3:30.0,G. Dieng makes 2-pt jump shot from 13 ft (assist by R. Rubio),,43,41
183,2,3:10.0,,H. Thompson enters the game for J. Okafor,43,41
184,2,3:04.0,,I. Smith misses 2-pt layup from 1 ft,43,41
185,2,3:03.0,Defensive rebound by G. Dieng,,43,41
186,2,2:56.0,Shooting foul by H. Thompson (drawn by R. Rubio),,43,41
187,2,2:56.0,Minnesota full timeout,,43,41
188,2,2:56.0,R. Rubio makes free throw 1 of 2,,44,41
189,2,2:56.0,,Violation by Team (delay of game),44,41
190,2,2:56.0,R. Rubio misses free throw 2 of 2,,44,41
191,2,2:56.0,,Defensive rebound by I. Smith,44,41
192,2,2:38.0,,Turnover by J. Grant (traveling),44,41
193,2,2:26.0,G. Dieng misses 2-pt dunk at rim (block by N. Noel),,44,41
194,2,2:25.0,Offensive rebound by Team,,44,41
195,2,2:12.0,R. Rubio misses 3-pt jump shot from 27 ft,,44,41
196,2,2:10.0,Offensive rebound by G. Dieng,,44,41
197,2,2:09.0,G. Dieng makes 2-pt layup from 2 ft,,46,41
198,2,1:56.0,,Turnover by N. Noel (lost ball; steal by R. Rubio),46,41
199,2,1:47.0,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),,48,41
200,2,1:22.0,,I. Smith makes 2-pt jump shot from 16 ft,48,43
201,2,1:02.0,Turnover by R. Rubio (bad pass; steal by I. Smith),,48,43
202,2,0:53.0,,Turnover by J. Grant (traveling),48,43
203,2,0:53.0,,J. Sampson enters the game for J. Grant,48,43
204,2,0:41.0,Z. LaVine misses 2-pt jump shot from 18 ft,,48,43
205,2,0:38.0,,Defensive rebound by J. Sampson,48,43
206,2,0:35.0,,Shooting foul by Z. LaVine (drawn by I. Smith),48,43
207,2,0:35.0,,I. Smith makes free throw 1 of 2,48,44
208,2,0:35.0,,I. Smith makes free throw 2 of 2,48,45
209,2,0:17.0,Z. LaVine misses 2-pt layup from 2 ft (block by J. Sampson),,48,45
210,2,0:17.0,Offensive rebound by Team,,48,45
211,2,0:13.0,G. Dieng makes 2-pt dunk at rim (assist by N. Bjelica),,50,45
212,2,0:11.0,,Turnover by N. Noel (bad pass; steal by Z. LaVine),50,45
213,2,0:07.0,Turnover by S. Muhammad (lost ball; steal by N. Stauskas),,50,45
214,2,0:02.0,,J. Sampson makes 2-pt layup at rim (assist by N. Stauskas),50,47
215,2,0:02.0,Turnover by N. Bjelica (bad pass; steal by I. Smith),,50,47
216,3,11:49.0,A. Wiggins misses 2-pt jump shot from 15 ft,,50,47
217,3,11:47.0,,Defensive rebound by N. Noel,50,47
218,3,11:26.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by I. Smith),50,50
219,3,11:08.0,K. Towns misses 2-pt jump shot from 16 ft,,50,50
220,3,11:06.0,,Defensive rebound by I. Smith,50,50
221,3,11:05.0,,Personal foul by K. Garnett (drawn by N. Noel),50,50
222,3,10:52.0,,Turnover by I. Smith (bad pass; steal by T. Prince),50,50
223,3,10:43.0,Personal foul by J. Grant (drawn by K. Garnett),,50,50
224,3,10:37.0,Personal block foul by J. Grant (drawn by A. Wiggins),,50,50
225,3,10:37.0,,J. Sampson enters the game for J. Grant,50,50
226,3,10:25.0,Shooting foul by J. Sampson (drawn by A. Wiggins),,50,50
227,3,10:25.0,A. Wiggins misses free throw 1 of 2,,50,50
228,3,10:25.0,Offensive rebound by Team,,50,50
229,3,10:25.0,A. Wiggins makes free throw 2 of 2,,51,50
230,3,10:25.0,,Technical foul by J. Sampson,51,50
231,3,10:25.0,Technical foul by K. Garnett,,51,50
232,3,10:11.0,,Shooting foul by K. Towns (drawn by J. Sampson),51,50
233,3,10:11.0,,J. Sampson makes free throw 1 of 2,51,51
234,3,10:11.0,,J. Sampson makes free throw 2 of 2,51,52
235,3,10:00.0,A. Wiggins makes 2-pt jump shot from 12 ft (assist by R. Rubio),,53,52
236,3,9:45.0,,Turnover by N. Noel (bad pass; steal by R. Rubio),53,52
237,3,9:41.0,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),,55,52
238,3,9:38.0,,Philadelphia full timeout,55,52
239,3,9:22.0,,J. Okafor makes 2-pt jump shot from 11 ft (assist by I. Smith),55,54
240,3,8:54.0,T. Prince makes 2-pt jump shot from 14 ft,,57,54
241,3,8:41.0,,J. Okafor makes 2-pt layup from 1 ft (assist by N. Stauskas),57,56
242,3,8:27.0,R. Rubio misses 2-pt jump shot from 8 ft,,57,56
243,3,8:26.0,,Defensive rebound by N. Noel,57,56
244,3,8:08.0,,J. Okafor makes 2-pt layup from 2 ft,57,58
245,3,8:08.0,,Shooting foul by K. Towns (drawn by J. Okafor),57,58
246,3,8:08.0,G. Dieng enters the game for K. Towns,,57,58
247,3,8:08.0,,J. Okafor misses free throw 1 of 1,57,58
248,3,8:08.0,Defensive rebound by G. Dieng,,57,58
249,3,7:48.0,A. Wiggins makes 2-pt jump shot from 13 ft,,59,58
250,3,7:41.0,,J. Sampson misses 2-pt jump shot from 3 ft,59,58
251,3,7:39.0,,Offensive rebound by J. Okafor,59,58
252,3,7:39.0,,J. Okafor misses 2-pt layup from 1 ft,59,58
253,3,7:38.0,Defensive rebound by A. Wiggins,,59,58
254,3,7:29.0,K. Garnett misses 2-pt jump shot from 15 ft,,59,58
255,3,7:28.0,,Defensive rebound by I. Smith,59,58
256,3,7:19.0,,I. Smith misses 2-pt layup from 1 ft,59,58
257,3,7:18.0,Defensive rebound by K. Garnett,,59,58
258,3,7:07.0,K. Garnett makes 2-pt layup from 1 ft (assist by R. Rubio),,61,58
259,3,7:07.0,Shooting foul by J. Okafor (drawn by K. Garnett),,61,58
260,3,7:07.0,K. Garnett makes free throw 1 of 1,,62,58
261,3,6:57.0,,Turnover by I. Smith (lost ball; steal by G. Dieng),62,58
262,3,6:43.0,T. Prince misses 2-pt jump shot from 19 ft,,62,58
263,3,6:42.0,,Defensive rebound by J. Okafor,62,58
264,3,6:25.0,,Personal foul by G. Dieng (drawn by J. Okafor),62,58
265,3,6:25.0,N. Bjelica enters the game for K. Garnett,,62,58
266,3,6:25.0,,H. Thompson enters the game for J. Sampson,62,58
267,3,6:15.0,,J. Okafor makes 2-pt dunk at rim (assist by I. Smith),62,60
268,3,5:55.0,A. Wiggins misses 2-pt jump shot from 19 ft,,62,60
269,3,5:53.0,,Defensive rebound by N. Noel,62,60
270,3,5:48.0,,H. Thompson misses 3-pt jump shot from 23 ft,62,60
271,3,5:47.0,Defensive rebound by T. Prince,,62,60
272,3,5:32.0,R. Rubio makes 2-pt layup at rim,,64,60
273,3,5:26.0,,H. Thompson makes 2-pt layup from 2 ft (assist by I. Smith),64,62
274,3,5:14.0,Minnesota full timeout,,64,62
275,3,5:14.0,S. Muhammad enters the game for A. Wiggins,,64,62
276,3,5:14.0,,C. Landry enters the game for J. Okafor,64,62
277,3,5:04.0,Turnover by G. Dieng (traveling),,64,62
278,3,4:52.0,,I. Smith makes 2-pt layup from 1 ft,64,64
279,3,4:36.0,Shooting foul by N. Noel (drawn by G. Dieng),,64,64
280,3,4:36.0,G. Dieng makes free throw 1 of 2,,65,64
281,3,4:36.0,G. Dieng makes free throw 2 of 2,,66,64
282,3,4:27.0,,Def 3 sec tech foul by N. Bjelica,66,64
283,3,4:27.0,,I. Smith makes technical free throw,66,65
284,3,4:27.0,Z. LaVine enters the game for T. Prince,,66,65
285,3,4:27.0,,I. Canaan enters the game for N. Stauskas,66,65
286,3,4:18.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by I. Smith),66,68
287,3,4:00.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by S. Muhammad),,68,68
288,3,3:48.0,,I. Canaan misses 3-pt jump shot from 22 ft,68,68
289,3,3:47.0,Defensive rebound by G. Dieng,,68,68
290,3,3:39.0,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),,70,68
291,3,3:39.0,Shooting foul by I. Smith (drawn by S. Muhammad),,70,68
292,3,3:39.0,,T. McConnell enters the game for I. Smith,70,68
293,3,3:39.0,S. Muhammad makes free throw 1 of 1,,71,68
294,3,3:32.0,,H. Thompson misses 3-pt jump shot from 24 ft,71,68
295,3,3:26.0,Defensive rebound by G. Dieng,,71,68
296,3,3:18.0,S. Muhammad misses 2-pt layup at rim,,71,68
297,3,3:17.0,Offensive rebound by S. Muhammad,,71,68
298,3,3:17.0,S. Muhammad makes 2-pt layup at rim,,73,68
299,3,3:03.0,,Shooting foul by N. Bjelica (drawn by I. Canaan),73,68
300,3,3:03.0,,I. Canaan makes free throw 1 of 2,73,69
301,3,3:03.0,,R. Holmes enters the game for N. Noel,73,69
302,3,3:03.0,,I. Canaan misses free throw 2 of 2,73,69
303,3,3:03.0,Defensive rebound by N. Bjelica,,73,69
304,3,2:49.0,R. Rubio misses 3-pt jump shot from 25 ft,,73,69
305,3,2:48.0,,Defensive rebound by H. Thompson,73,69
306,3,2:30.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by I. Canaan),73,71
307,3,2:14.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),,75,71
308,3,1:51.0,,Shooting foul by R. Rubio (drawn by R. Holmes),75,71
309,3,1:51.0,,R. Holmes makes free throw 1 of 2,75,72
310,3,1:51.0,A. Miller enters the game for R. Rubio,,75,72
311,3,1:51.0,,R. Holmes makes free throw 2 of 2,75,73
312,3,1:30.0,A. Miller makes 2-pt layup from 2 ft (assist by N. Bjelica),,77,73
313,3,1:18.0,,R. Holmes makes 2-pt layup from 1 ft (assist by T. McConnell),77,75
314,3,1:02.0,Turnover by Z. LaVine (bad pass; steal by T. McConnell),,77,75
315,3,0:52.0,,T. McConnell makes 3-pt jump shot from 24 ft (assist by C. Landry),77,78
316,3,0:35.0,G. Dieng makes 2-pt jump shot from 17 ft,,79,78
317,3,0:11.0,,I. Canaan makes 2-pt jump shot from 15 ft (assist by T. McConnell),79,80
318,3,0:04.0,Z. LaVine misses 2-pt jump shot from 16 ft (block by C. Landry),,79,80
319,3,0:02.0,,Defensive rebound by T. McConnell,79,80
320,3,0:00.0,,T. McConnell misses 3-pt jump shot from 51 ft,79,80
321,3,0:00.0,,Offensive rebound by Team,79,80
322,4,11:47.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by I. Canaan),79,83
323,4,11:32.0,Personal foul by H. Thompson (drawn by S. Muhammad),,79,83
324,4,11:32.0,K. Towns enters the game for G. Dieng,,79,83
325,4,11:28.0,S. Muhammad misses 2-pt jump shot from 10 ft (block by H. Thompson),,79,83
326,4,11:27.0,Offensive rebound by Team,,79,83
327,4,11:27.0,A. Wiggins enters the game for Z. LaVine,,79,83
328,4,11:18.0,A. Miller makes 2-pt jump shot from 18 ft,,81,83
329,4,10:59.0,,C. Landry makes 2-pt jump shot from 18 ft (assist by T. McConnell),81,85
330,4,10:33.0,Shooting foul by R. Holmes (drawn by A. Miller),,81,85
331,4,10:33.0,A. Miller makes free throw 1 of 2,,82,85
332,4,10:33.0,A. Miller makes free throw 2 of 2,,83,85
333,4,10:25.0,,R. Holmes misses 2-pt layup from 1 ft,83,85
334,4,10:24.0,Defensive rebound by K. Towns,,83,85
335,4,10:12.0,K. Towns makes 2-pt layup at rim (assist by N. Bjelica),,85,85
336,4,9:59.0,,R. Holmes makes 2-pt layup from 2 ft (assist by H. Thompson),85,87
337,4,9:39.0,K. Towns makes 2-pt jump shot from 17 ft (assist by A. Miller),,87,87
338,4,9:28.0,,T. McConnell makes 2-pt jump shot from 7 ft,87,89
339,4,9:11.0,Personal foul by I. Canaan (drawn by S. Muhammad),,87,89
340,4,9:11.0,,J. Grant enters the game for H. Thompson,87,89
341,4,9:04.0,Def 3 sec tech foul by R. Holmes,,87,89
342,4,9:04.0,A. Miller makes technical free throw,,88,89
343,4,8:59.0,A. Wiggins misses 2-pt jump shot from 13 ft,,88,89
344,4,8:58.0,,Defensive rebound by C. Landry,88,89
345,4,8:38.0,,T. McConnell makes 2-pt jump shot from 15 ft,88,91
346,4,8:25.0,Turnover by A. Wiggins (bad pass; steal by T. McConnell),,88,91
347,4,8:19.0,,I. Canaan misses 3-pt jump shot from 27 ft,88,91
348,4,8:17.0,,Offensive rebound by R. Holmes,88,91
349,4,8:17.0,,R. Holmes makes 2-pt dunk at rim,88,93
350,4,8:15.0,Minnesota full timeout,,88,93
351,4,8:15.0,R. Rubio enters the game for A. Miller,,88,93
352,4,8:15.0,A. Wiggins misses 2-pt jump shot from 10 ft (block by J. Grant),,88,93
353,4,8:10.0,,Defensive rebound by T. McConnell,88,93
354,4,8:07.0,,Turnover by R. Holmes (lost ball; steal by A. Wiggins),88,93
355,4,7:44.0,A. Wiggins misses 2-pt jump shot from 3 ft,,88,93
356,4,7:42.0,Offensive rebound by S. Muhammad,,88,93
357,4,7:41.0,S. Muhammad makes 2-pt layup from 1 ft,,90,93
358,4,7:29.0,,I. Canaan misses 3-pt jump shot from 25 ft,90,93
359,4,7:28.0,,Offensive rebound by C. Landry,90,93
360,4,7:26.0,,C. Landry misses 2-pt layup from 2 ft,90,93
361,4,7:25.0,,Offensive rebound by Team,90,93
362,4,7:25.0,Loose ball foul by N. Bjelica (drawn by R. Holmes),,90,93
363,4,7:10.0,,I. Canaan misses 2-pt layup from 2 ft,90,93
364,4,7:08.0,,Offensive rebound by C. Landry,90,93
365,4,7:06.0,,C. Landry makes 2-pt layup from 1 ft,90,95
366,4,6:47.0,K. Towns misses 2-pt layup from 2 ft (block by R. Holmes),,90,95
367,4,6:45.0,,Defensive rebound by J. Grant,90,95
368,4,6:35.0,,Philadelphia full timeout,90,95
369,4,6:35.0,K. Garnett enters the game for N. Bjelica,,90,95
370,4,6:35.0,,N. Stauskas enters the game for I. Canaan,90,95
371,4,6:35.0,,I. Smith enters the game for T. McConnell,90,95
372,4,6:22.0,,C. Landry makes 2-pt jump shot from 18 ft (assist by I. Smith),90,97
373,4,6:01.0,,Violation by R. Holmes (def goaltending),90,97
374,4,6:01.0,A. Wiggins makes 2-pt jump shot from 3 ft,,92,97
375,4,5:29.0,,R. Holmes misses 3-pt jump shot from 26 ft,92,97
376,4,5:28.0,Defensive rebound by A. Wiggins,,92,97
377,4,5:24.0,Offensive foul by K. Garnett (drawn by C. Landry),,92,97
378,4,5:24.0,Turnover by K. Garnett (offensive foul),,92,97
379,4,5:14.0,,C. Landry misses 2-pt jump shot from 21 ft,92,97
