,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
388,4,4:01.0,,Defensive rebound by L. Aldridge,84,105
389,4,3:51.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Anderson),84,107
390,4,3:51.0,,Shooting foul by A. Jefferson (drawn by L. Aldridge),84,107
391,4,3:51.0,T. Daniels enters the game for M. Williams,,84,107
392,4,3:51.0,B. Roberts enters the game for A. Jefferson,,84,107
393,4,3:51.0,J. Lin enters the game for N. Batum,,84,107
394,4,3:51.0,T. Hansbrough enters the game for K. Walker,,84,107
395,4,3:51.0,F. Kaminsky enters the game for J. Lamb,,84,107
396,4,3:51.0,,R. McCallum enters the game for T. Parker,84,107
397,4,3:51.0,,L. Aldridge makes free throw 1 of 1,84,108
398,4,3:48.0,Personal take foul by R. McCallum (drawn by B. Roberts),,84,108
399,4,3:48.0,B. Roberts misses free throw 1 of 2,,84,108
400,4,3:48.0,Offensive rebound by Team,,84,108
401,4,3:48.0,,B. Marjanović enters the game for L. Aldridge,84,108
402,4,3:48.0,,D. West enters the game for K. Leonard,84,108
403,4,3:48.0,B. Roberts makes free throw 2 of 2,,85,108
404,4,3:34.0,,K. Anderson makes 2-pt layup from 2 ft (assist by D. West),85,110
405,4,3:16.0,F. Kaminsky makes 2-pt jump shot from 10 ft (assist by T. Daniels),,87,110
406,4,3:06.0,,B. Marjanović misses 2-pt jump shot from 8 ft,87,110
407,4,3:05.0,,Offensive rebound by B. Marjanović,87,110
408,4,2:46.0,,B. Marjanović makes 2-pt jump shot from 4 ft,87,112
409,4,2:32.0,J. Lin makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,90,112
410,4,2:04.0,,K. Anderson misses 2-pt jump shot from 16 ft,90,112
411,4,2:04.0,Defensive rebound by J. Lin,,90,112
412,4,1:58.0,B. Roberts misses 3-pt jump shot from 24 ft,,90,112
413,4,1:56.0,,Defensive rebound by R. McCallum,90,112
414,4,1:38.0,,R. Butler misses 3-pt jump shot from 25 ft,90,112
415,4,1:38.0,Defensive rebound by Team,,90,112
416,4,1:38.0,,Loose ball foul by B. Marjanović (drawn by F. Kaminsky),90,112
417,4,1:38.0,Charlotte full timeout,,90,112
418,4,1:38.0,F. Kaminsky misses free throw 1 of 2,,90,112
419,4,1:38.0,Offensive rebound by Team,,90,112
420,4,1:38.0,F. Kaminsky makes free throw 2 of 2,,91,112
421,4,1:27.0,,Turnover by R. Butler (bad pass),91,112
422,4,1:20.0,Shooting block foul by B. Marjanović (drawn by F. Kaminsky),,91,112
423,4,1:20.0,F. Kaminsky makes free throw 1 of 2,,92,112
424,4,1:20.0,F. Kaminsky makes free throw 2 of 2,,93,112
425,4,0:59.0,,R. Butler misses 2-pt layup at rim,93,112
426,4,0:58.0,,Offensive rebound by K. Anderson,93,112
427,4,0:58.0,,K. Anderson makes 2-pt layup from 1 ft,93,114
428,4,0:55.0,Shooting foul by B. Marjanović (drawn by J. Lin),,93,114
429,4,0:55.0,J. Lin makes free throw 1 of 2,,94,114
430,4,0:55.0,J. Lin misses free throw 2 of 2,,94,114
431,4,0:54.0,,Defensive rebound by R. Butler,94,114
432,4,0:30.0,,K. Anderson misses 2-pt jump shot from 8 ft,94,114
433,4,0:29.0,Defensive rebound by J. Lin,,94,114
434,4,0:19.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,94,114
435,4,0:19.0,,Defensive rebound by D. West,94,114
