,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
136,2,7:26.0,,T. Harris enters the game for M. Hezonja,40,32
137,2,7:26.0,,V. Oladipo makes free throw 2 of 2,40,33
138,2,7:04.0,J. Wall misses 3-pt jump shot from 27 ft,,40,33
139,2,7:03.0,,Defensive rebound by Team,40,33
140,2,7:03.0,J. Dudley enters the game for O. Porter,,40,33
141,2,6:47.0,,A. Gordon misses 2-pt hook shot from 3 ft,40,33
142,2,6:46.0,Defensive rebound by D. Gooden,,40,33
143,2,6:34.0,J. Dudley makes 2-pt jump shot from 21 ft (assist by G. Neal),,42,33
144,2,6:09.0,,A. Gordon misses 2-pt jump shot from 22 ft,42,33
145,2,6:08.0,Defensive rebound by J. Wall,,42,33
146,2,5:59.0,Official timeout,,42,33
147,2,5:59.0,M. Gortat enters the game for D. Gooden,,42,33
148,2,5:59.0,,C. Frye enters the game for A. Gordon,42,33
149,2,5:59.0,,N. Vučević enters the game for J. Smith,42,33
150,2,5:51.0,G. Neal makes 2-pt jump shot from 20 ft,,44,33
151,2,5:47.0,,Turnover by V. Oladipo (lost ball; steal by J. Wall),44,33
152,2,5:40.0,Turnover by J. Wall (bad pass),,44,33
153,2,5:30.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by N. Vučević),44,36
154,2,5:12.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Temple),,47,36
155,2,4:47.0,,E. Fournier makes 2-pt jump shot from 10 ft,47,38
156,2,4:37.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by J. Wall),,50,38
157,2,4:21.0,,C. Frye makes 2-pt jump shot from 15 ft,50,40
158,2,4:01.0,G. Temple makes 2-pt layup from 2 ft (assist by J. Dudley),,52,40
159,2,3:50.0,,N. Vučević misses 2-pt jump shot from 19 ft,52,40
160,2,3:49.0,Defensive rebound by J. Wall,,52,40
161,2,3:42.0,J. Wall makes 2-pt layup from 1 ft,,54,40
162,2,3:18.0,,C. Frye makes 2-pt jump shot from 18 ft,54,42
163,2,3:03.0,J. Wall misses 2-pt jump shot from 17 ft,,54,42
164,2,3:02.0,,Defensive rebound by T. Harris,54,42
165,2,2:56.0,,Orlando full timeout,54,42
166,2,2:44.0,,Personal foul by J. Dudley (drawn by C. Frye),54,42
167,2,2:44.0,,C. Frye misses free throw 1 of 2,54,42
168,2,2:44.0,,Offensive rebound by Team,54,42
169,2,2:44.0,,C. Frye makes free throw 2 of 2,54,43
170,2,2:29.0,G. Neal misses 2-pt jump shot from 5 ft,,54,43
171,2,2:29.0,,Defensive rebound by C. Frye,54,43
172,2,2:14.0,,T. Harris misses 2-pt layup at rim,54,43
173,2,2:14.0,,Offensive rebound by T. Harris,54,43
174,2,2:14.0,,T. Harris makes 2-pt layup at rim,54,45
175,2,1:56.0,Turnover by J. Wall (back court),,54,45
176,2,1:56.0,O. Porter enters the game for G. Neal,,54,45
177,2,1:40.0,,E. Fournier makes 2-pt layup from 1 ft,54,47
178,2,1:29.0,Personal foul by C. Frye (drawn by J. Dudley),,54,47
179,2,1:22.0,J. Wall misses 3-pt jump shot from 24 ft,,54,47
180,2,1:21.0,,Defensive rebound by T. Harris,54,47
181,2,1:02.0,,T. Harris makes 2-pt jump shot from 19 ft (assist by E. Fournier),54,49
182,2,0:39.0,J. Wall makes 2-pt layup at rim (assist by J. Dudley),,56,49
183,2,0:39.0,Shooting foul by N. Vučević (drawn by J. Wall),,56,49
184,2,0:39.0,K. Oubre enters the game for J. Dudley,,56,49
185,2,0:39.0,J. Wall makes free throw 1 of 1,,57,49
186,2,0:24.0,,Turnover by N. Vučević (offensive goaltending),57,49
187,2,0:24.0,Washington full timeout,,57,49
188,2,0:24.0,G. Neal enters the game for K. Oubre,,57,49
189,2,0:03.0,O. Porter misses 3-pt jump shot from 23 ft,,57,49
190,2,0:02.0,Offensive rebound by M. Gortat,,57,49
191,2,0:00.0,G. Neal makes 3-pt jump shot from 25 ft (assist by M. Gortat),,60,49
192,3,11:48.0,,V. Oladipo misses 2-pt jump shot from 17 ft,60,49
193,3,11:47.0,,Offensive rebound by N. Vučević,60,49
194,3,11:47.0,,N. Vučević misses 2-pt layup at rim,60,49
195,3,11:45.0,Defensive rebound by J. Wall,,60,49
196,3,11:29.0,M. Gortat makes 2-pt jump shot from 13 ft (assist by J. Wall),,62,49
197,3,11:08.0,,Shooting foul by O. Porter (drawn by T. Harris),62,49
198,3,11:08.0,,T. Harris makes free throw 1 of 2,62,50
199,3,11:08.0,,T. Harris makes free throw 2 of 2,62,51
200,3,10:54.0,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),,64,51
201,3,10:37.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by V. Oladipo),64,53
202,3,10:18.0,J. Dudley misses 2-pt jump shot from 18 ft,,64,53
203,3,10:17.0,,Defensive rebound by V. Oladipo,64,53
204,3,10:03.0,,C. Frye misses 2-pt jump shot from 18 ft,64,53
205,3,10:02.0,Defensive rebound by M. Gortat,,64,53
206,3,9:43.0,J. Wall misses 3-pt jump shot from 25 ft,,64,53
207,3,9:43.0,,Defensive rebound by E. Fournier,64,53
208,3,9:22.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Fournier),64,55
209,3,9:09.0,G. Temple makes 2-pt dunk at rim (assist by J. Dudley),,66,55
210,3,8:54.0,,Turnover by V. Oladipo (bad pass; steal by J. Wall),66,55
211,3,8:49.0,J. Wall makes 2-pt dunk at rim (assist by O. Porter),,68,55
212,3,8:49.0,,Orlando full timeout,68,55
213,3,8:38.0,,E. Fournier misses 2-pt jump shot from 18 ft,68,55
214,3,8:37.0,,Offensive rebound by N. Vučević,68,55
215,3,8:35.0,,N. Vučević makes 2-pt layup from 1 ft,68,57
216,3,8:15.0,O. Porter misses 2-pt layup from 2 ft,,68,57
217,3,8:14.0,,Defensive rebound by N. Vučević,68,57
218,3,8:10.0,,Personal foul by J. Wall (drawn by N. Vučević),68,57
219,3,8:03.0,,N. Vučević misses 2-pt jump shot from 18 ft,68,57
220,3,8:01.0,Defensive rebound by J. Wall,,68,57
221,3,7:48.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by O. Porter),,71,57
222,3,7:23.0,,Turnover by V. Oladipo (traveling),71,57
223,3,7:23.0,,M. Hezonja enters the game for E. Fournier,71,57
224,3,7:11.0,Flagrant foul type 1 by N. Vučević (drawn by M. Gortat),,71,57
225,3,7:11.0,M. Gortat misses flagrant free throw 1 of 2,,71,57
226,3,7:11.0,Offensive rebound by Team,,71,57
227,3,7:11.0,M. Gortat misses flagrant free throw 2 of 2,,71,57
228,3,7:11.0,Offensive rebound by Team,,71,57
229,3,6:57.0,Personal foul by V. Oladipo (drawn by M. Gortat),,71,57
230,3,6:54.0,Personal foul by M. Hezonja (drawn by M. Gortat),,71,57
231,3,6:54.0,,A. Gordon enters the game for C. Frye,71,57
232,3,6:41.0,Turnover by J. Wall (back court),,71,57
233,3,6:30.0,,N. Vučević misses 2-pt hook shot from 6 ft,71,57
234,3,6:29.0,Defensive rebound by M. Gortat,,71,57
235,3,6:10.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,74,57
236,3,5:59.0,,Personal foul by G. Temple (drawn by M. Hezonja),74,57
237,3,5:43.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by V. Oladipo),74,59
238,3,5:39.0,Turnover by J. Wall (bad pass; steal by M. Hezonja),,74,59
239,3,5:17.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by M. Hezonja),74,61
240,3,4:57.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Dudley),,76,61
241,3,4:47.0,,Turnover by V. Oladipo (lost ball),76,61
242,3,4:29.0,G. Temple misses 3-pt jump shot from 25 ft,,76,61
243,3,4:29.0,,Defensive rebound by N. Vučević,76,61
244,3,4:23.0,,Personal foul by J. Wall (drawn by V. Oladipo),76,61
245,3,4:10.0,,V. Oladipo makes 3-pt jump shot from 24 ft,76,64
246,3,3:53.0,M. Gortat misses 2-pt jump shot from 16 ft,,76,64
247,3,3:52.0,,Defensive rebound by A. Gordon,76,64
248,3,3:40.0,,Personal foul by O. Porter (drawn by T. Harris),76,64
249,3,3:40.0,,T. Harris misses free throw 1 of 2,76,64
250,3,3:40.0,,Offensive rebound by Team,76,64
251,3,3:40.0,,T. Harris makes free throw 2 of 2,76,65
252,3,3:28.0,J. Wall misses 2-pt jump shot from 17 ft,,76,65
253,3,3:27.0,,Defensive rebound by N. Vučević,76,65
254,3,3:19.0,,Personal foul by J. Dudley (drawn by A. Gordon),76,65
255,3,3:19.0,,A. Gordon misses free throw 1 of 2,76,65
256,3,3:19.0,,Offensive rebound by Team,76,65
257,3,3:19.0,,A. Gordon makes free throw 2 of 2,76,66
258,3,3:01.0,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),,78,66
259,3,2:46.0,,N. Vučević misses 2-pt hook shot from 9 ft,78,66
260,3,2:46.0,Defensive rebound by G. Temple,,78,66
261,3,2:41.0,O. Porter makes 2-pt layup from 2 ft (assist by G. Temple),,80,66
262,3,2:18.0,,T. Harris misses 3-pt jump shot from 23 ft,80,66
263,3,2:18.0,Defensive rebound by M. Gortat,,80,66
264,3,2:13.0,Offensive foul by G. Temple (drawn by M. Hezonja),,80,66
265,3,2:13.0,Turnover by G. Temple (offensive foul),,80,66
266,3,2:13.0,Washington full timeout,,80,66
267,3,2:13.0,K. Oubre enters the game for G. Temple,,80,66
268,3,2:13.0,R. Sessions enters the game for J. Dudley,,80,66
269,3,2:13.0,G. Neal enters the game for J. Wall,,80,66
270,3,2:03.0,,Personal foul by M. Gortat (drawn by N. Vučević),80,66
271,3,2:03.0,,N. Vučević makes free throw 1 of 2,80,67
272,3,2:03.0,,N. Vučević makes free throw 2 of 2,80,68
273,3,1:50.0,G. Neal misses 2-pt jump shot from 16 ft,,80,68
274,3,1:49.0,,Defensive rebound by A. Gordon,80,68
275,3,1:30.0,,Turnover by A. Gordon (lost ball; steal by O. Porter),80,68
276,3,1:15.0,M. Gortat misses 2-pt jump shot from 13 ft,,80,68
277,3,1:15.0,,Defensive rebound by A. Gordon,80,68
278,3,1:02.0,,T. Harris misses 2-pt layup from 1 ft,80,68
279,3,1:02.0,Defensive rebound by Team,,80,68
280,3,1:02.0,,E. Fournier enters the game for T. Harris,80,68
281,3,0:50.0,G. Neal makes 3-pt jump shot from 25 ft (assist by R. Sessions),,83,68
282,3,0:32.0,,V. Oladipo misses 3-pt jump shot from 24 ft,83,68
283,3,0:32.0,,Offensive rebound by A. Gordon,83,68
284,3,0:28.0,,E. Fournier misses 3-pt jump shot from 25 ft,83,68
285,3,0:26.0,,Offensive rebound by N. Vučević,83,68
286,3,0:05.0,,N. Vučević makes 2-pt jump shot from 7 ft (assist by E. Fournier),83,70
287,3,0:05.0,,Shooting foul by O. Porter (drawn by N. Vučević),83,70
288,3,0:05.0,J. Wall enters the game for K. Oubre,,83,70
289,3,0:05.0,,N. Vučević misses free throw 1 of 1,83,70
290,3,0:05.0,Defensive rebound by O. Porter,,83,70
291,3,0:00.0,J. Wall makes 2-pt jump shot from 20 ft,,85,70
292,4,11:40.0,G. Neal misses 2-pt jump shot from 10 ft,,85,70
293,4,11:40.0,,Defensive rebound by J. Smith,85,70
294,4,11:28.0,,Personal foul by K. Oubre (drawn by S. Napier),85,70
295,4,11:28.0,D. Gooden enters the game for M. Gortat,,85,70
296,4,11:20.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by S. Napier),85,72
297,4,10:57.0,Turnover by D. Gooden (bad pass; steal by J. Smith),,85,72
298,4,10:52.0,,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),85,74
299,4,10:36.0,R. Sessions makes 2-pt jump shot from 11 ft,,87,74
300,4,10:36.0,Shooting foul by S. Napier (drawn by R. Sessions),,87,74
301,4,10:36.0,R. Sessions makes free throw 1 of 1,,88,74
302,4,10:11.0,,J. Smith misses 2-pt jump shot from 18 ft,88,74
303,4,10:10.0,,Offensive rebound by A. Gordon,88,74
304,4,9:57.0,,A. Gordon makes 2-pt dunk at rim,88,76
305,4,9:42.0,R. Sessions misses 2-pt jump shot from 13 ft,,88,76
306,4,9:41.0,Offensive rebound by Team,,88,76
307,4,9:31.0,G. Neal makes 2-pt hook shot from 6 ft (assist by R. Sessions),,90,76
308,4,9:12.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by S. Napier),90,78
309,4,8:52.0,G. Neal makes 2-pt jump shot from 8 ft,,92,78
310,4,8:41.0,,Personal foul by R. Sessions (drawn by S. Napier),92,78
311,4,8:41.0,Official timeout,,92,78
312,4,8:41.0,,V. Oladipo enters the game for S. Napier,92,78
313,4,8:32.0,,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),92,80
314,4,8:09.0,G. Neal makes 2-pt jump shot from 19 ft,,94,80
315,4,7:54.0,,Turnover by M. Hezonja (bad pass),94,80
316,4,7:44.0,J. Dudley misses 3-pt jump shot from 24 ft,,94,80
317,4,7:43.0,,Defensive rebound by V. Oladipo,94,80
318,4,7:27.0,,Shooting foul by J. Dudley (drawn by M. Hezonja),94,80
319,4,7:27.0,,M. Hezonja misses free throw 1 of 2,94,80
320,4,7:27.0,,Offensive rebound by Team,94,80
321,4,7:27.0,,N. Vučević enters the game for J. Smith,94,80
322,4,7:27.0,J. Wall enters the game for R. Sessions,,94,80
323,4,7:27.0,M. Gortat enters the game for D. Gooden,,94,80
324,4,7:27.0,,M. Hezonja makes free throw 2 of 2,94,81
325,4,7:02.0,G. Neal misses 2-pt jump shot from 19 ft,,94,81
326,4,7:01.0,,Defensive rebound by A. Gordon,94,81
327,4,6:50.0,O. Porter enters the game for K. Oubre,,94,81
328,4,6:50.0,,T. Harris enters the game for M. Hezonja,94,81
329,4,6:39.0,,N. Vučević misses 2-pt jump shot from 13 ft,94,81
330,4,6:38.0,Defensive rebound by J. Wall,,94,81
331,4,6:28.0,J. Wall misses 2-pt jump shot from 20 ft,,94,81
332,4,6:28.0,Offensive rebound by O. Porter,,94,81
333,4,6:22.0,Turnover by J. Wall (bad pass; steal by T. Harris),,94,81
334,4,6:14.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by T. Harris),94,84
335,4,5:52.0,G. Neal misses 2-pt jump shot from 17 ft,,94,84
336,4,5:51.0,,Defensive rebound by N. Vučević,94,84
337,4,5:41.0,,V. Oladipo misses 2-pt jump shot from 17 ft,94,84
338,4,5:41.0,Defensive rebound by G. Neal,,94,84
339,4,5:27.0,G. Neal misses 2-pt jump shot from 16 ft,,94,84
340,4,5:26.0,,Defensive rebound by A. Gordon,94,84
341,4,5:14.0,,T. Harris makes 2-pt layup from 1 ft (assist by N. Vučević),94,86
342,4,5:14.0,Washington full timeout,,94,86
343,4,5:14.0,G. Temple enters the game for G. Neal,,94,86
344,4,5:00.0,,Offensive charge foul by M. Gortat (drawn by A. Gordon),94,86
345,4,5:00.0,Turnover by M. Gortat (offensive foul),,94,86
346,4,4:51.0,,Personal foul by G. Temple (drawn by E. Fournier),94,86
347,4,4:48.0,,Offensive foul by N. Vučević (drawn by M. Gortat),94,86
348,4,4:48.0,,Turnover by N. Vučević (offensive foul),94,86
349,4,4:48.0,D. Gooden enters the game for M. Gortat,,94,86
350,4,4:34.0,J. Dudley makes 3-pt jump shot from 23 ft (assist by J. Wall),,97,86
351,4,4:09.0,,T. Harris makes 2-pt jump shot from 4 ft (assist by V. Oladipo),97,88
352,4,3:50.0,J. Wall makes 3-pt jump shot from 25 ft,,100,88
353,4,3:37.0,,V. Oladipo makes 2-pt jump shot from 21 ft,100,90
354,4,3:11.0,D. Gooden misses 2-pt jump shot from 19 ft,,100,90
355,4,3:10.0,,Defensive rebound by A. Gordon,100,90
356,4,2:57.0,,N. Vučević misses 2-pt jump shot from 17 ft,100,90
357,4,2:56.0,Defensive rebound by G. Temple,,100,90
358,4,2:35.0,J. Wall makes 3-pt jump shot from 29 ft (assist by D. Gooden),,103,90
359,4,2:35.0,,Orlando full timeout,103,90
360,4,2:11.0,,Turnover by E. Fournier (bad pass; steal by O. Porter),103,90
361,4,1:53.0,O. Porter misses 3-pt jump shot from 22 ft,,103,90
362,4,1:52.0,,Defensive rebound by N. Vučević,103,90
363,4,1:45.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by V. Oladipo),103,92
364,4,1:45.0,,Shooting foul by J. Dudley (drawn by N. Vučević),103,92
365,4,1:45.0,,M. Hezonja enters the game for E. Fournier,103,92
366,4,1:45.0,,S. Napier enters the game for V. Oladipo,103,92
367,4,1:45.0,,A. Nicholson enters the game for T. Harris,103,92
368,4,1:45.0,,N. Vučević makes free throw 1 of 1,103,93
369,4,1:20.0,D. Gooden misses 3-pt jump shot from 23 ft,,103,93
370,4,1:20.0,,Defensive rebound by A. Nicholson,103,93
371,4,1:00.0,,N. Vučević makes 2-pt hook shot from 7 ft,103,95
372,4,0:37.0,J. Wall makes 2-pt jump shot from 19 ft,,105,95
373,4,0:37.0,,Orlando full timeout,105,95
374,4,0:37.0,,D. Dedmon enters the game for N. Vučević,105,95
375,4,0:33.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Dedmon),105,97
376,4,0:29.0,Washington full timeout,,105,97
377,4,0:29.0,Washington full timeout,,105,97
378,4,0:29.0,G. Neal enters the game for G. Temple,,105,97
379,4,0:29.0,Washington full timeout,,105,97
380,4,0:23.0,Personal take foul by A. Nicholson (drawn by J. Wall),,105,97
381,4,0:07.0,J. Dudley misses 2-pt jump shot from 17 ft,,105,97
382,4,0:07.0,,Defensive rebound by M. Hezonja,105,97
383,4,0:01.0,Violation by J. Wall (def goaltending),,105,97
