,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
62,1,4:24.0,M. Teletović misses 3-pt jump shot from 26 ft,,11,14
63,1,4:23.0,,Defensive rebound by W. Matthews,11,14
64,1,4:08.0,,D. Williams makes 2-pt layup from 2 ft (assist by Z. Pachulia),11,16
65,1,3:55.0,A. Goodwin makes 2-pt jump shot from 2 ft,,13,16
66,1,3:47.0,,J. Barea misses 2-pt layup from 1 ft,13,16
67,1,3:46.0,Defensive rebound by A. Len,,13,16
68,1,3:38.0,Shooting foul by D. Williams (drawn by A. Len),,13,16
69,1,3:38.0,A. Len makes free throw 1 of 2,,14,16
70,1,3:38.0,M. Morris enters the game for A. Goodwin,,14,16
71,1,3:38.0,J. McRae enters the game for M. Teletović,,14,16
72,1,3:38.0,,S. Mejri enters the game for Z. Pachulia,14,16
73,1,3:38.0,,C. Parsons enters the game for W. Matthews,14,16
74,1,3:38.0,,R. Felton enters the game for D. Williams,14,16
75,1,3:38.0,A. Len makes free throw 2 of 2,,15,16
76,1,3:31.0,,Turnover by J. Barea (bad pass; steal by M. Morris),15,16
77,1,3:25.0,D. Booker makes 2-pt jump shot from 7 ft (assist by M. Morris),,17,16
78,1,3:03.0,,Turnover by C. Parsons (lost ball; steal by M. Morris),17,16
79,1,2:59.0,Phoenix full timeout,,17,16
80,1,2:54.0,M. Morris makes 2-pt jump shot from 8 ft,,19,16
81,1,2:36.0,,C. Villanueva makes 3-pt jump shot from 25 ft (assist by R. Felton),19,19
82,1,2:22.0,M. Morris misses 2-pt jump shot from 15 ft,,19,19
83,1,2:21.0,,Defensive rebound by R. Felton,19,19
84,1,2:14.0,,R. Felton makes 2-pt layup from 1 ft,19,21
85,1,1:50.0,J. McRae misses 3-pt jump shot from 26 ft,,19,21
86,1,1:48.0,Offensive rebound by M. Morris,,19,21
87,1,1:38.0,Offensive foul by M. Morris (drawn by R. Felton),,19,21
88,1,1:38.0,Turnover by M. Morris (offensive foul),,19,21
89,1,1:24.0,,S. Mejri misses 2-pt layup from 1 ft (block by A. Len),19,21
90,1,1:22.0,Defensive rebound by D. Booker,,19,21
91,1,1:17.0,Shooting block foul by C. Villanueva (drawn by D. Booker),,19,21
92,1,1:17.0,D. Booker makes free throw 1 of 2,,20,21
93,1,1:17.0,D. Booker makes free throw 2 of 2,,21,21
94,1,1:04.0,,C. Villanueva misses 3-pt jump shot from 25 ft,21,21
95,1,1:03.0,Defensive rebound by A. Len,,21,21
96,1,0:47.0,A. Len makes 2-pt hook shot from 6 ft,,23,21
97,1,0:34.0,,J. Barea misses 2-pt jump shot from 16 ft,23,21
98,1,0:32.0,Defensive rebound by A. Len,,23,21
99,1,0:10.0,M. Morris misses 2-pt jump shot from 9 ft,,23,21
100,1,0:09.0,Offensive rebound by Team,,23,21
101,1,0:09.0,Turnover by Team (shot clock),,23,21
102,1,0:09.0,S. Weems enters the game for D. Booker,,23,21
103,1,0:09.0,Violation by Team (delay of game),,23,21
104,1,0:02.0,,J. Barea misses 2-pt layup from 2 ft (block by A. Len),23,21
105,1,0:01.0,Defensive rebound by A. Len,,23,21
106,1,0:00.0,M. Morris misses 3-pt jump shot from 55 ft,,23,21
107,1,0:00.0,Offensive rebound by Team,,23,21
108,2,11:39.0,,Turnover by J. Anderson (traveling),23,21
109,2,11:15.0,A. Len makes 2-pt layup from 2 ft,,25,21
110,2,10:57.0,,J. Barea makes 2-pt layup at rim,25,23
111,2,10:42.0,Personal foul by J. McGee (drawn by A. Len),,25,23
112,2,10:37.0,Turnover by J. McRae (traveling),,25,23
113,2,10:12.0,,C. Parsons makes 3-pt jump shot from 27 ft (assist by R. Felton),25,26
114,2,9:57.0,M. Morris makes 2-pt jump shot from 9 ft,,27,26
115,2,9:45.0,,C. Parsons misses 3-pt jump shot from 24 ft,27,26
116,2,9:45.0,Defensive rebound by A. Len,,27,26
117,2,9:35.0,J. McRae makes 2-pt layup from 2 ft (assist by M. Morris),,29,26
118,2,9:20.0,,R. Felton makes 2-pt jump shot from 2 ft,29,28
119,2,9:09.0,M. Morris misses 2-pt layup at rim,,29,28
120,2,9:09.0,Offensive rebound by M. Morris,,29,28
121,2,9:09.0,M. Morris misses 2-pt layup at rim,,29,28
122,2,9:06.0,Offensive rebound by A. Goodwin,,29,28
123,2,8:59.0,S. Weems misses 3-pt jump shot from 24 ft,,29,28
124,2,8:59.0,,Defensive rebound by J. Anderson,29,28
125,2,8:51.0,,J. McGee makes 2-pt dunk at rim (assist by J. Barea),29,30
126,2,8:50.0,Phoenix full timeout,,29,30
127,2,8:34.0,S. Weems makes 2-pt jump shot from 2 ft (assist by J. McRae),,31,30
128,2,8:18.0,,Offensive foul by J. McGee (drawn by A. Len),31,30
129,2,8:18.0,,Turnover by J. McGee (offensive foul),31,30
130,2,8:18.0,T. Chandler enters the game for A. Len,,31,30
131,2,8:18.0,,Z. Pachulia enters the game for J. McGee,31,30
132,2,8:18.0,,W. Matthews enters the game for J. Anderson,31,30
133,2,8:18.0,D. Booker enters the game for J. McRae,,31,30
134,2,8:04.0,S. Weems makes 3-pt jump shot from 23 ft (assist by M. Morris),,34,30
135,2,7:48.0,,J. Barea misses 2-pt jump shot from 6 ft,34,30
136,2,7:47.0,Defensive rebound by A. Goodwin,,34,30
137,2,7:41.0,Turnover by D. Booker (bad pass),,34,30
138,2,7:24.0,,C. Parsons misses 2-pt jump shot from 21 ft,34,30
139,2,7:24.0,Defensive rebound by T. Chandler,,34,30
140,2,7:08.0,M. Morris misses 2-pt jump shot from 11 ft,,34,30
141,2,7:07.0,,Defensive rebound by Team,34,30
142,2,7:06.0,,D. Williams enters the game for J. Barea,34,30
143,2,6:46.0,,W. Matthews makes 2-pt jump shot from 22 ft (assist by Z. Pachulia),34,32
144,2,6:21.0,D. Booker misses 3-pt jump shot from 29 ft,,34,32
145,2,6:21.0,,Defensive rebound by Z. Pachulia,34,32
146,2,6:09.0,,W. Matthews misses 3-pt jump shot from 25 ft,34,32
147,2,6:07.0,Defensive rebound by S. Weems,,34,32
148,2,6:01.0,T. Chandler makes 2-pt layup from 2 ft (assist by S. Weems),,36,32
149,2,6:01.0,Shooting foul by C. Parsons (drawn by T. Chandler),,36,32
150,2,6:01.0,P. Tucker enters the game for M. Morris,,36,32
151,2,6:01.0,,C. Villanueva enters the game for C. Parsons,36,32
152,2,6:01.0,T. Chandler misses free throw 1 of 1,,36,32
153,2,6:00.0,,Defensive rebound by C. Villanueva,36,32
154,2,5:41.0,,Z. Pachulia makes 2-pt layup at rim (assist by R. Felton),36,34
155,2,5:30.0,Turnover by S. Weems (bad pass; steal by R. Felton),,36,34
156,2,5:21.0,,W. Matthews misses 3-pt jump shot from 24 ft,36,34
157,2,5:20.0,,Offensive rebound by C. Villanueva,36,34
158,2,5:20.0,Loose ball foul by T. Chandler (drawn by C. Villanueva),,36,34
159,2,5:20.0,Official timeout,,36,34
160,2,5:04.0,,D. Williams misses 2-pt jump shot from 18 ft,36,34
161,2,5:02.0,Defensive rebound by T. Chandler,,36,34
162,2,4:56.0,S. Weems misses 2-pt jump shot from 15 ft,,36,34
163,2,4:55.0,Offensive rebound by T. Chandler,,36,34
164,2,4:55.0,Shooting foul by C. Villanueva (drawn by T. Chandler),,36,34
165,2,4:55.0,T. Chandler misses free throw 1 of 2,,36,34
166,2,4:55.0,Offensive rebound by Team,,36,34
167,2,4:55.0,,D. Powell enters the game for C. Villanueva,36,34
168,2,4:55.0,T. Chandler misses free throw 2 of 2,,36,34
169,2,4:54.0,,Defensive rebound by Z. Pachulia,36,34
170,2,4:42.0,M. Teletović enters the game for S. Weems,,36,34
171,2,4:35.0,,R. Felton misses 2-pt jump shot from 20 ft,36,34
172,2,4:34.0,Defensive rebound by T. Chandler,,36,34
173,2,4:23.0,,Violation by W. Matthews (kicked ball),36,34
174,2,4:13.0,Turnover by P. Tucker (bad pass),,36,34
175,2,4:00.0,,R. Felton misses 2-pt jump shot from 12 ft,36,34
176,2,3:58.0,Defensive rebound by T. Chandler,,36,34
177,2,3:49.0,Personal foul by D. Powell (drawn by A. Goodwin),,36,34
178,2,3:49.0,,J. Barea enters the game for R. Felton,36,34
179,2,3:49.0,,C. Parsons enters the game for D. Powell,36,34
180,2,3:42.0,Turnover by M. Teletović (lost ball),,36,34
181,2,3:35.0,,Personal foul by P. Tucker (drawn by Z. Pachulia),36,34
182,2,3:24.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Parsons),36,37
183,2,3:02.0,A. Goodwin misses 2-pt jump shot from 5 ft,,36,37
184,2,3:01.0,Offensive rebound by T. Chandler,,36,37
185,2,3:01.0,T. Chandler makes 2-pt dunk at rim,,38,37
186,2,2:48.0,,Turnover by D. Williams (bad pass; steal by A. Goodwin),38,37
187,2,2:48.0,,Loose ball foul by Z. Pachulia (drawn by A. Goodwin),38,37
188,2,2:48.0,,Dallas full timeout,38,37
189,2,2:48.0,A. Goodwin makes free throw 1 of 2,,39,37
190,2,2:48.0,A. Goodwin misses free throw 2 of 2,,39,37
191,2,2:47.0,,Defensive rebound by Z. Pachulia,39,37
192,2,2:29.0,,Shooting foul by D. Booker (drawn by D. Williams),39,37
193,2,2:29.0,,D. Williams makes free throw 1 of 2,39,38
194,2,2:29.0,,D. Williams makes free throw 2 of 2,39,39
195,2,2:19.0,Turnover by A. Goodwin (lost ball; steal by C. Parsons),,39,39
196,2,2:13.0,,C. Parsons makes 2-pt jump shot from 5 ft,39,41
197,2,1:50.0,D. Booker makes 2-pt jump shot from 7 ft,,41,41
198,2,1:35.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),41,44
199,2,1:18.0,D. Booker misses 2-pt jump shot from 23 ft,,41,44
200,2,1:17.0,Offensive rebound by M. Teletović,,41,44
201,2,1:17.0,,Loose ball foul by W. Matthews (drawn by M. Teletović),41,44
202,2,1:17.0,M. Teletović makes free throw 1 of 2,,42,44
203,2,1:17.0,M. Teletović makes free throw 2 of 2,,43,44
204,2,1:04.0,,D. Williams makes 2-pt jump shot from 4 ft,43,46
205,2,0:53.0,Turnover by A. Goodwin (bad pass),,43,46
206,2,0:37.0,,D. Williams makes 2-pt jump shot from 16 ft,43,48
207,2,0:37.0,,Shooting foul by D. Booker (drawn by D. Williams),43,48
208,2,0:37.0,,D. Williams makes free throw 1 of 1,43,49
209,2,0:28.0,Personal foul by J. Barea,,43,49
210,2,0:28.0,M. Teletović makes free throw 1 of 2,,44,49
211,2,0:28.0,S. Weems enters the game for D. Booker,,44,49
212,2,0:28.0,M. Teletović makes free throw 2 of 2,,45,49
213,2,0:06.0,,D. Williams misses 2-pt jump shot from 17 ft,45,49
214,2,0:05.0,,Offensive rebound by Z. Pachulia,45,49
215,2,0:03.0,,Personal foul by P. Tucker (drawn by D. Williams),45,49
216,2,0:03.0,,D. Williams makes free throw 1 of 2,45,50
217,2,0:03.0,,R. Felton enters the game for J. Barea,45,50
218,2,0:03.0,,D. Williams makes free throw 2 of 2,45,51
219,2,0:00.0,A. Goodwin misses 3-pt jump shot from 37 ft,,45,51
220,2,0:00.0,Offensive rebound by Team,,45,51
221,3,11:49.0,,Personal foul by A. Goodwin (drawn by C. Parsons),45,51
222,3,11:43.0,,D. Williams misses 3-pt jump shot from 24 ft,45,51
223,3,11:42.0,Defensive rebound by P. Tucker,,45,51
224,3,11:19.0,M. Teletović makes 2-pt jump shot from 8 ft (assist by D. Booker),,47,51
225,3,11:00.0,,W. Matthews misses 2-pt jump shot from 20 ft,47,51
226,3,10:59.0,,Offensive rebound by Z. Pachulia,47,51
227,3,10:50.0,,D. Williams misses 2-pt layup from 1 ft (block by M. Teletović),47,51
228,3,10:48.0,Defensive rebound by A. Goodwin,,47,51
229,3,10:44.0,P. Tucker misses 2-pt layup from 1 ft,,47,51
230,3,10:43.0,Offensive rebound by T. Chandler,,47,51
231,3,10:42.0,T. Chandler misses 2-pt layup from 1 ft,,47,51
232,3,10:40.0,,Defensive rebound by Z. Pachulia,47,51
233,3,10:39.0,,Turnover by Z. Pachulia (lost ball; steal by P. Tucker),47,51
234,3,10:33.0,Shooting foul by W. Matthews (drawn by M. Teletović),,47,51
235,3,10:33.0,M. Teletović makes free throw 1 of 2,,48,51
236,3,10:33.0,M. Teletović makes free throw 2 of 2,,49,51
237,3,10:17.0,,W. Matthews misses 3-pt jump shot from 25 ft,49,51
238,3,10:17.0,Defensive rebound by P. Tucker,,49,51
239,3,9:57.0,Turnover by P. Tucker (traveling),,49,51
240,3,9:48.0,,R. Felton misses 2-pt jump shot from 22 ft,49,51
241,3,9:48.0,Defensive rebound by Team,,49,51
242,3,9:36.0,M. Teletović misses 3-pt jump shot from 24 ft,,49,51
243,3,9:34.0,,Defensive rebound by W. Matthews,49,51
244,3,9:15.0,,Shooting foul by M. Teletović (drawn by C. Parsons),49,51
245,3,9:15.0,,C. Parsons makes free throw 1 of 2,49,52
246,3,9:15.0,,C. Parsons misses free throw 2 of 2,49,52
247,3,9:14.0,,Offensive rebound by W. Matthews,49,52
248,3,9:00.0,,D. Williams makes 2-pt layup from 1 ft,49,54
249,3,8:43.0,A. Goodwin misses 2-pt layup from 3 ft,,49,54
250,3,8:41.0,Offensive rebound by T. Chandler,,49,54
251,3,8:41.0,T. Chandler makes 2-pt layup from 2 ft,,51,54
252,3,8:29.0,,Z. Pachulia makes 2-pt jump shot from 8 ft (assist by D. Williams),51,56
253,3,8:13.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,53,56
254,3,7:57.0,,D. Williams misses 2-pt jump shot from 3 ft,53,56
255,3,7:55.0,Defensive rebound by D. Booker,,53,56
256,3,7:48.0,D. Booker misses 2-pt jump shot from 10 ft,,53,56
257,3,7:47.0,,Defensive rebound by C. Parsons,53,56
258,3,7:40.0,,C. Parsons makes 2-pt layup from 1 ft,53,58
259,3,7:39.0,Phoenix full timeout,,53,58
260,3,7:17.0,M. Teletović misses 2-pt jump shot from 12 ft,,53,58
261,3,7:16.0,,Defensive rebound by Z. Pachulia,53,58
262,3,7:10.0,,Turnover by D. Williams (bad pass),53,58
263,3,6:47.0,M. Teletović misses 2-pt jump shot from 11 ft,,53,58
264,3,6:46.0,,Defensive rebound by C. Parsons,53,58
265,3,6:39.0,,C. Parsons misses 3-pt jump shot from 25 ft,53,58
266,3,6:37.0,,Offensive rebound by D. Williams,53,58
267,3,6:18.0,,C. Parsons misses 3-pt jump shot from 26 ft,53,58
268,3,6:18.0,Defensive rebound by D. Booker,,53,58
269,3,6:13.0,D. Booker makes 2-pt dunk at rim,,55,58
270,3,5:50.0,,Shooting foul by M. Teletović (drawn by Z. Pachulia),55,58
271,3,5:50.0,,Z. Pachulia makes free throw 1 of 2,55,59
272,3,5:50.0,,C. Villanueva enters the game for C. Parsons,55,59
273,3,5:50.0,,J. Barea enters the game for R. Felton,55,59
274,3,5:50.0,J. McRae enters the game for M. Teletović,,55,59
275,3,5:50.0,M. Morris enters the game for A. Goodwin,,55,59
276,3,5:50.0,,Z. Pachulia makes free throw 2 of 2,55,60
277,3,5:38.0,T. Chandler makes 2-pt dunk at rim (assist by M. Morris),,57,60
278,3,5:20.0,,Personal foul by D. Booker (drawn by W. Matthews),57,60
279,3,5:05.0,,D. Williams misses 3-pt jump shot from 25 ft,57,60
280,3,5:04.0,,Offensive rebound by C. Villanueva,57,60
281,3,5:03.0,,Turnover by C. Villanueva (step out of bounds),57,60
282,3,4:50.0,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Chandler),,60,60
283,3,4:50.0,,Dallas full timeout,60,60
284,3,4:42.0,,C. Villanueva misses 3-pt jump shot from 26 ft,60,60
285,3,4:41.0,Defensive rebound by P. Tucker,,60,60
286,3,4:24.0,M. Morris misses 2-pt jump shot from 6 ft,,60,60
287,3,4:22.0,,Defensive rebound by Z. Pachulia,60,60
288,3,4:10.0,,W. Matthews misses 3-pt jump shot from 23 ft,60,60
289,3,4:09.0,Defensive rebound by M. Morris,,60,60
290,3,4:03.0,Turnover by J. McRae (step out of bounds),,60,60
291,3,3:47.0,,Z. Pachulia misses 2-pt jump shot from 12 ft,60,60
292,3,3:46.0,Defensive rebound by T. Chandler,,60,60
293,3,3:34.0,D. Booker makes 3-pt jump shot from 24 ft,,63,60
294,3,3:24.0,,Turnover by D. Williams (bad pass; steal by M. Morris),63,60
295,3,3:21.0,Turnover by J. McRae (bad pass; steal by C. Villanueva),,63,60
296,3,3:10.0,,J. Barea misses 3-pt jump shot from 25 ft,63,60
297,3,3:09.0,Defensive rebound by M. Morris,,63,60
298,3,2:55.0,D. Booker makes 2-pt layup from 1 ft,,65,60
299,3,2:55.0,,Dallas full timeout,65,60
300,3,2:55.0,,C. Parsons enters the game for C. Villanueva,65,60
301,3,2:40.0,,W. Matthews misses 3-pt jump shot from 25 ft,65,60
302,3,2:39.0,,Offensive rebound by Z. Pachulia,65,60
303,3,2:29.0,,J. Barea misses 3-pt jump shot from 24 ft,65,60
304,3,2:29.0,Defensive rebound by T. Chandler,,65,60
305,3,2:11.0,D. Booker misses 2-pt jump shot from 2 ft,,65,60
306,3,2:10.0,,Defensive rebound by Z. Pachulia,65,60
307,3,1:54.0,,J. Barea makes 2-pt layup from 4 ft (assist by D. Williams),65,62
308,3,1:35.0,Turnover by T. Chandler (lost ball; steal by D. Williams),,65,62
309,3,1:14.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),65,65
310,3,1:10.0,Phoenix full timeout,,65,65
311,3,0:50.0,Shooting foul by C. Parsons (drawn by D. Booker),,65,65
312,3,0:50.0,D. Booker makes free throw 1 of 2,,66,65
313,3,0:50.0,D. Booker makes free throw 2 of 2,,67,65
314,3,0:34.0,,C. Parsons misses 3-pt jump shot from 25 ft,67,65
315,3,0:34.0,Defensive rebound by T. Chandler,,67,65
316,3,0:14.0,T. Chandler misses 2-pt jump shot from 4 ft,,67,65
317,3,0:12.0,Offensive rebound by J. McRae,,67,65
318,3,0:12.0,Personal foul by J. Barea,,67,65
319,3,0:12.0,J. McRae makes free throw 1 of 2,,68,65
320,3,0:12.0,,R. Felton enters the game for W. Matthews,68,65
321,3,0:12.0,J. McRae makes free throw 2 of 2,,69,65
322,3,0:04.0,,J. Barea makes 3-pt jump shot from 25 ft,69,68
323,3,0:00.0,J. McRae misses 3-pt jump shot from 26 ft,,69,68
324,3,0:00.0,Offensive rebound by Team,,69,68
325,4,11:36.0,M. Morris makes 2-pt layup from 2 ft,,71,68
326,4,11:16.0,,Z. Pachulia misses 2-pt jump shot from 4 ft (block by A. Len),71,68
327,4,11:15.0,Defensive rebound by D. Booker,,71,68
328,4,11:12.0,Turnover by D. Booker (lost ball; steal by R. Felton),,71,68
329,4,11:06.0,,C. Parsons misses 2-pt layup from 1 ft,71,68
330,4,11:05.0,,Offensive rebound by Z. Pachulia,71,68
331,4,11:05.0,,Z. Pachulia misses 2-pt layup from 1 ft,71,68
332,4,11:03.0,Defensive rebound by A. Len,,71,68
333,4,10:47.0,M. Morris makes 2-pt jump shot from 10 ft,,73,68
334,4,10:32.0,Violation by M. Morris (kicked ball),,73,68
335,4,10:32.0,,J. McGee enters the game for Z. Pachulia,73,68
336,4,10:32.0,,W. Matthews enters the game for D. Powell,73,68
337,4,10:20.0,,C. Parsons misses 2-pt jump shot from 18 ft,73,68
338,4,10:19.0,,Offensive rebound by J. McGee,73,68
339,4,10:19.0,Loose ball foul by A. Len (drawn by J. McGee),,73,68
340,4,10:05.0,,R. Felton misses 2-pt jump shot from 7 ft,73,68
341,4,10:03.0,Defensive rebound by A. Len,,73,68
342,4,9:47.0,D. Booker misses 2-pt jump shot from 10 ft,,73,68
343,4,9:46.0,,Defensive rebound by J. McGee,73,68
344,4,9:27.0,,Turnover by J. Barea (bad pass; steal by M. Morris),73,68
345,4,9:23.0,D. Booker misses 2-pt jump shot from 2 ft,,73,68
346,4,9:22.0,Offensive rebound by Team,,73,68
347,4,9:22.0,S. Weems enters the game for D. Booker,,73,68
348,4,9:09.0,S. Weems misses 2-pt layup from 2 ft (block by J. McGee),,73,68
349,4,9:08.0,,Defensive rebound by J. Barea,73,68
350,4,8:59.0,,Shooting foul by A. Goodwin (drawn by W. Matthews),73,68
351,4,8:59.0,Official timeout,,73,68
352,4,8:59.0,,D. Powell enters the game for C. Parsons,73,68
353,4,8:59.0,,D. Williams enters the game for J. Barea,73,68
354,4,8:59.0,,W. Matthews makes free throw 1 of 2,73,69
355,4,8:59.0,,W. Matthews makes free throw 2 of 2,73,70
356,4,8:45.0,A. Goodwin misses 2-pt dunk at rim,,73,70
357,4,8:43.0,,Defensive rebound by D. Powell,73,70
358,4,8:26.0,,D. Williams misses 3-pt jump shot from 23 ft,73,70
359,4,8:26.0,,Offensive rebound by R. Felton,73,70
360,4,8:11.0,,Offensive foul by D. Williams (drawn by A. Goodwin),73,70
361,4,8:11.0,,Turnover by D. Williams (offensive foul),73,70
362,4,7:52.0,Turnover by M. Morris (lost ball; steal by W. Matthews),,73,70
363,4,7:48.0,,D. Williams makes 2-pt layup at rim,73,72
364,4,7:36.0,P. Tucker misses 3-pt jump shot from 23 ft,,73,72
365,4,7:36.0,Offensive rebound by Team,,73,72
366,4,7:36.0,Personal foul by J. McGee (drawn by A. Len),,73,72
367,4,7:36.0,D. Booker enters the game for S. Weems,,73,72
368,4,7:22.0,Turnover by M. Morris (bad pass),,73,72
369,4,6:58.0,,J. McGee makes 2-pt jump shot from 18 ft (assist by D. Williams),73,74
370,4,6:33.0,Shooting foul by W. Matthews (drawn by M. Morris),,73,74
371,4,6:33.0,M. Morris makes free throw 1 of 2,,74,74
372,4,6:33.0,M. Morris makes free throw 2 of 2,,75,74
373,4,6:16.0,,W. Matthews misses 3-pt jump shot from 25 ft,75,74
374,4,6:15.0,,Offensive rebound by Team,75,74
375,4,6:14.0,,Dallas full timeout,75,74
376,4,6:14.0,,C. Parsons enters the game for W. Matthews,75,74
377,4,6:14.0,,Z. Pachulia enters the game for J. McGee,75,74
378,4,6:14.0,M. Teletović enters the game for A. Len,,75,74
379,4,6:14.0,T. Chandler enters the game for M. Morris,,75,74
380,4,6:00.0,,D. Powell makes 2-pt layup from 1 ft (assist by R. Felton),75,76
381,4,5:35.0,M. Teletović misses 3-pt jump shot from 26 ft,,75,76
382,4,5:34.0,,Defensive rebound by R. Felton,75,76
383,4,5:34.0,Loose ball foul by P. Tucker (drawn by R. Felton),,75,76
384,4,5:19.0,,D. Powell makes 2-pt dunk at rim (assist by R. Felton),75,78
385,4,4:59.0,Turnover by M. Teletović (lost ball; steal by R. Felton),,75,78
386,4,4:53.0,,Shooting foul by M. Teletović (drawn by D. Powell),75,78
387,4,4:53.0,,D. Powell makes free throw 1 of 2,75,79
388,4,4:53.0,M. Morris enters the game for M. Teletović,,75,79
389,4,4:53.0,,D. Powell makes free throw 2 of 2,75,80
390,4,4:31.0,Turnover by D. Booker (bad pass; steal by C. Parsons),,75,80
391,4,4:14.0,,C. Parsons misses 3-pt jump shot from 25 ft,75,80
392,4,4:13.0,,Offensive rebound by R. Felton,75,80
393,4,3:57.0,,Personal foul by D. Booker (drawn by R. Felton),75,80
394,4,3:57.0,,R. Felton makes free throw 1 of 2,75,81
395,4,3:57.0,,R. Felton makes free throw 2 of 2,75,82
