,QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
110,1,0:30.0,,N. Vonleh makes 2-pt jump shot from 7 ft,28,26
111,1,0:10.0,E. Mudiay misses 2-pt layup from 1 ft (block by N. Vonleh),,28,26
112,1,0:08.0,,Defensive rebound by Team,28,26
113,1,0:08.0,,C. McCollum enters the game for N. Vonleh,28,26
114,1,0:08.0,A. Toupane enters the game for N. Jokić,,28,26
115,1,0:06.0,,Personal take foul by K. Faried,28,26
116,1,0:06.0,,E. Davis misses free throw 1 of 2,28,26
117,1,0:06.0,,Offensive rebound by Team,28,26
118,1,0:06.0,N. Jokić enters the game for A. Toupane,,28,26
119,1,0:06.0,,N. Vonleh enters the game for B. Roberts,28,26
120,1,0:06.0,,E. Davis makes free throw 2 of 2,28,27
121,1,0:00.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,31,27
122,2,11:47.0,,C. McCollum misses 2-pt jump shot from 7 ft (block by D. Augustin),31,27
123,2,11:45.0,Defensive rebound by D. Augustin,,31,27
124,2,11:40.0,D. Augustin misses 2-pt jump shot from 1 ft (block by C. McCollum),,31,27
125,2,11:39.0,,Defensive rebound by Team,31,27
126,2,11:19.0,,E. Davis makes 2-pt hook shot from 5 ft (assist by C. McCollum),31,29
127,2,11:02.0,W. Barton makes 2-pt jump shot from 9 ft,,33,29
128,2,10:49.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),33,32
129,2,10:33.0,Def 3 sec tech foul by E. Davis,,33,32
130,2,10:33.0,W. Barton makes technical free throw,,34,32
131,2,10:18.0,W. Barton misses 3-pt jump shot from 25 ft,,34,32
132,2,10:16.0,Offensive rebound by J. Nurkić,,34,32
133,2,10:08.0,Turnover by J. Nurkić (lost ball; steal by E. Davis),,34,32
134,2,9:58.0,,Turnover by E. Davis (lost ball; steal by J. Sampson),34,32
135,2,9:51.0,Personal foul by P. Connaughton,,34,32
136,2,9:43.0,D. Augustin misses 3-pt jump shot from 25 ft,,34,32
137,2,9:43.0,,Defensive rebound by P. Connaughton,34,32
138,2,9:34.0,,C. McCollum misses 2-pt layup from 2 ft (block by J. Nurkić),34,32
139,2,9:32.0,,Offensive rebound by P. Connaughton,34,32
140,2,9:27.0,,N. Vonleh misses 3-pt jump shot from 24 ft,34,32
141,2,9:26.0,,Offensive rebound by E. Davis,34,32
142,2,9:24.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by E. Davis),34,35
143,2,9:23.0,Denver full timeout,,34,35
144,2,9:05.0,J. Sampson misses 2-pt jump shot from 7 ft (block by N. Vonleh),,34,35
145,2,9:05.0,Offensive rebound by K. Faried,,34,35
146,2,9:05.0,Shooting foul by E. Davis (drawn by K. Faried),,34,35
147,2,9:05.0,K. Faried makes free throw 1 of 2,,35,35
148,2,9:05.0,K. Faried makes free throw 2 of 2,,36,35
149,2,8:51.0,,P. Connaughton misses 2-pt layup from 2 ft (block by K. Faried),36,35
150,2,8:49.0,,Offensive rebound by E. Davis,36,35
151,2,8:48.0,,E. Davis makes 2-pt dunk at rim,36,37
152,2,8:31.0,K. Faried misses 2-pt jump shot from 5 ft,,36,37
153,2,8:29.0,Offensive rebound by J. Nurkić,,36,37
154,2,8:28.0,J. Nurkić misses 2-pt layup from 1 ft,,36,37
155,2,8:27.0,Offensive rebound by J. Sampson,,36,37
156,2,8:23.0,J. Sampson misses 2-pt jump shot from 5 ft (block by N. Vonleh),,36,37
157,2,8:23.0,Offensive rebound by W. Barton,,36,37
158,2,8:20.0,W. Barton misses 2-pt layup from 1 ft,,36,37
159,2,8:19.0,,Defensive rebound by N. Vonleh,36,37
160,2,8:14.0,,P. Connaughton misses 3-pt jump shot from 23 ft,36,37
161,2,8:13.0,,Offensive rebound by A. Crabbe,36,37
162,2,8:04.0,,C. McCollum misses 3-pt jump shot from 25 ft,36,37
163,2,8:03.0,Defensive rebound by K. Faried,,36,37
164,2,7:56.0,K. Faried makes 2-pt dunk at rim (assist by D. Augustin),,38,37
165,2,7:33.0,,N. Vonleh misses 3-pt jump shot from 26 ft,38,37
166,2,7:32.0,Defensive rebound by J. Nurkić,,38,37
167,2,7:29.0,Turnover by J. Nurkić (traveling),,38,37
168,2,7:29.0,G. Harris enters the game for J. Sampson,,38,37
169,2,7:21.0,,Shooting foul by D. Augustin (drawn by A. Crabbe),38,37
170,2,7:21.0,,A. Crabbe makes free throw 1 of 3,38,38
171,2,7:21.0,,A. Crabbe makes free throw 2 of 3,38,39
172,2,7:21.0,,A. Crabbe makes free throw 3 of 3,38,40
173,2,7:03.0,J. Nurkić misses 2-pt layup from 1 ft,,38,40
174,2,7:02.0,,Defensive rebound by P. Connaughton,38,40
175,2,6:50.0,,C. McCollum misses 3-pt jump shot from 25 ft,38,40
176,2,6:49.0,Defensive rebound by G. Harris,,38,40
177,2,6:40.0,G. Harris makes 2-pt jump shot from 16 ft,,40,40
178,2,6:30.0,,C. McCollum makes 2-pt layup from 2 ft,40,42
179,2,6:12.0,K. Faried makes 3-pt jump shot from 23 ft (assist by D. Augustin),,43,42
180,2,6:12.0,,Portland full timeout,43,42
181,2,6:12.0,,M. Plumlee enters the game for E. Davis,43,42
182,2,6:12.0,E. Mudiay enters the game for K. Faried,,43,42
183,2,6:12.0,N. Jokić enters the game for W. Barton,,43,42
184,2,5:58.0,,Turnover by N. Vonleh (traveling),43,42
185,2,5:47.0,G. Harris misses 2-pt dunk at rim,,43,42
186,2,5:45.0,Offensive rebound by N. Jokić,,43,42
187,2,5:40.0,D. Augustin misses 3-pt jump shot from 26 ft,,43,42
188,2,5:38.0,,Defensive rebound by C. McCollum,43,42
189,2,5:38.0,,Personal foul by G. Harris,43,42
190,2,5:25.0,,M. Plumlee misses 2-pt hook shot from 7 ft,43,42
191,2,5:23.0,Defensive rebound by N. Jokić,,43,42
192,2,5:16.0,Turnover by D. Augustin (bad pass; steal by C. McCollum),,43,42
193,2,5:12.0,,A. Crabbe makes 2-pt dunk at rim (assist by C. McCollum),43,44
194,2,4:49.0,E. Mudiay misses 2-pt jump shot from 12 ft,,43,44
195,2,4:47.0,,Defensive rebound by N. Vonleh,43,44
196,2,4:35.0,,Shooting foul by J. Nurkić (drawn by M. Plumlee),43,44
197,2,4:35.0,,M. Plumlee makes free throw 1 of 2,43,45
198,2,4:35.0,M. Miller enters the game for D. Augustin,,43,45
199,2,4:35.0,,D. Lillard enters the game for C. McCollum,43,45
200,2,4:35.0,,M. Plumlee makes free throw 2 of 2,43,46
201,2,4:20.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by N. Jokić),,46,46
202,2,4:00.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Crabbe),46,49
203,2,3:53.0,Turnover by G. Harris (step out of bounds),,46,49
204,2,3:53.0,,M. Harkless enters the game for N. Vonleh,46,49
205,2,3:39.0,,A. Crabbe misses 3-pt jump shot from 22 ft,46,49
206,2,3:39.0,Defensive rebound by M. Miller,,46,49
207,2,3:32.0,N. Jokić makes 2-pt layup at rim (assist by M. Miller),,48,49
208,2,3:24.0,,Personal foul by N. Jokić,48,49
209,2,3:17.0,,D. Lillard misses 3-pt jump shot from 25 ft,48,49
210,2,3:17.0,Defensive rebound by N. Jokić,,48,49
211,2,3:06.0,E. Mudiay makes 2-pt layup from 3 ft (assist by J. Nurkić),,50,49
212,2,2:52.0,,A. Crabbe misses 2-pt jump shot from 16 ft,50,49
213,2,2:51.0,,Offensive rebound by M. Harkless,50,49
214,2,2:47.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by M. Harkless),50,52
215,2,2:33.0,Personal foul by M. Harkless,,50,52
216,2,2:33.0,Official timeout,,50,52
217,2,2:24.0,G. Harris misses 2-pt jump shot from 21 ft,,50,52
218,2,2:24.0,,Defensive rebound by P. Connaughton,50,52
219,2,2:14.0,,D. Lillard makes 2-pt layup at rim,50,54
220,2,1:59.0,Turnover by J. Nurkić (lost ball),,50,54
221,2,1:46.0,,M. Harkless misses 3-pt jump shot from 25 ft,50,54
222,2,1:46.0,Defensive rebound by E. Mudiay,,50,54
223,2,1:39.0,Shooting foul by M. Harkless (drawn by J. Nurkić),,50,54
224,2,1:39.0,J. Nurkić misses free throw 1 of 2,,50,54
225,2,1:39.0,Offensive rebound by Team,,50,54
226,2,1:39.0,J. Nurkić misses free throw 2 of 2,,50,54
227,2,1:38.0,,Defensive rebound by D. Lillard,50,54
228,2,1:18.0,,Turnover by D. Lillard (bad pass; steal by M. Miller),50,54
229,2,1:14.0,Shooting foul by P. Connaughton (drawn by E. Mudiay),,50,54
230,2,1:14.0,E. Mudiay makes free throw 1 of 2,,51,54
231,2,1:14.0,E. Mudiay makes free throw 2 of 2,,52,54
232,2,1:01.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),52,56
233,2,0:50.0,G. Harris misses 2-pt jump shot from 11 ft,,52,56
234,2,0:48.0,,Defensive rebound by M. Plumlee,52,56
235,2,0:47.0,,Turnover by M. Plumlee (lost ball; steal by J. Nurkić),52,56
236,2,0:43.0,J. Nurkić makes 2-pt layup from 2 ft (assist by G. Harris),,54,56
237,2,0:32.0,,D. Lillard misses 3-pt jump shot from 25 ft,54,56
238,2,0:31.0,,Offensive rebound by P. Connaughton,54,56
239,2,0:28.0,,Turnover by P. Connaughton (bad pass; steal by J. Nurkić),54,56
240,2,0:25.0,E. Mudiay makes 2-pt dunk at rim (assist by M. Miller),,56,56
241,2,0:05.0,,D. Lillard makes 2-pt layup from 1 ft,56,58
242,2,0:00.0,M. Miller misses 3-pt jump shot from 23 ft,,56,58
243,2,0:00.0,Offensive rebound by Team,,56,58
244,3,11:45.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),56,61
245,3,11:28.0,M. Miller misses 2-pt jump shot from 17 ft,,56,61
246,3,11:27.0,Offensive rebound by J. Nurkić,,56,61
247,3,11:22.0,Offensive foul by J. Nurkić (drawn by M. Plumlee),,56,61
248,3,11:22.0,Turnover by J. Nurkić (offensive foul),,56,61
249,3,11:11.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),56,63
250,3,11:04.0,Personal foul by A. Aminu,,56,63
251,3,10:55.0,G. Harris makes 2-pt jump shot from 13 ft (assist by E. Mudiay),,58,63
252,3,10:43.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Lillard),58,65
253,3,10:25.0,G. Harris makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,61,65
254,3,10:11.0,,Personal foul by M. Miller,61,65
255,3,10:06.0,,C. McCollum misses 3-pt jump shot from 26 ft,61,65
256,3,10:05.0,,Offensive rebound by M. Plumlee,61,65
257,3,9:56.0,,D. Lillard misses 3-pt jump shot from 25 ft,61,65
258,3,9:55.0,,Offensive rebound by M. Plumlee,61,65
259,3,9:53.0,,Turnover by M. Plumlee (bad pass),61,65
260,3,9:43.0,E. Mudiay misses 3-pt jump shot from 26 ft,,61,65
261,3,9:42.0,,Defensive rebound by M. Plumlee,61,65
262,3,9:36.0,,Turnover by C. McCollum (lost ball; steal by M. Miller),61,65
263,3,9:21.0,J. Nurkić misses 2-pt layup from 3 ft (block by M. Harkless),,61,65
264,3,9:19.0,,Defensive rebound by D. Lillard,61,65
265,3,9:14.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),61,68
266,3,9:13.0,Denver full timeout,,61,68
267,3,9:00.0,Turnover by E. Mudiay (traveling),,61,68
268,3,8:40.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by M. Plumlee),61,71
269,3,8:25.0,N. Jokić misses 2-pt jump shot from 4 ft (block by M. Harkless),,61,71
270,3,8:24.0,,Defensive rebound by D. Lillard,61,71
271,3,8:17.0,,D. Lillard misses 2-pt jump shot from 18 ft,61,71
272,3,8:16.0,Defensive rebound by E. Mudiay,,61,71
273,3,8:07.0,Personal foul by A. Aminu,,61,71
274,3,7:50.0,G. Harris makes 2-pt jump shot from 21 ft,,63,71
275,3,7:40.0,,Turnover by D. Lillard (bad pass; steal by J. Nurkić),63,71
276,3,7:36.0,J. Nurkić makes 2-pt dunk at rim (assist by E. Mudiay),,65,71
277,3,7:13.0,,C. McCollum misses 2-pt jump shot from 4 ft (block by J. Nurkić),65,71
278,3,7:11.0,,Offensive rebound by A. Aminu,65,71
279,3,7:09.0,,A. Aminu makes 3-pt jump shot from 22 ft,65,74
280,3,6:56.0,Turnover by J. Nurkić (bad pass; steal by A. Aminu),,65,74
281,3,6:33.0,,A. Aminu misses 3-pt jump shot from 23 ft,65,74
282,3,6:33.0,Defensive rebound by G. Harris,,65,74
283,3,6:24.0,J. Nurkić misses 2-pt jump shot from 12 ft,,65,74
284,3,6:24.0,,Defensive rebound by M. Plumlee,65,74
285,3,6:16.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),65,77
286,3,6:16.0,Denver full timeout,,65,77
287,3,6:16.0,K. Faried enters the game for M. Miller,,65,77
288,3,6:16.0,W. Barton enters the game for J. Nurkić,,65,77
289,3,5:58.0,Turnover by G. Harris (bad pass; steal by M. Harkless),,65,77
290,3,5:50.0,,D. Lillard misses 2-pt layup at rim,65,77
291,3,5:47.0,Defensive rebound by E. Mudiay,,65,77
292,3,5:40.0,E. Mudiay makes 2-pt jump shot from 13 ft,,67,77
293,3,5:22.0,,C. McCollum misses 3-pt jump shot from 26 ft,67,77
294,3,5:21.0,Defensive rebound by N. Jokić,,67,77
295,3,5:11.0,W. Barton misses 3-pt jump shot from 26 ft,,67,77
296,3,5:10.0,,Defensive rebound by M. Plumlee,67,77
297,3,4:52.0,,C. McCollum misses 2-pt jump shot from 18 ft,67,77
298,3,4:51.0,Defensive rebound by K. Faried,,67,77
299,3,4:47.0,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),,69,77
300,3,4:47.0,Shooting foul by D. Lillard (drawn by N. Jokić),,69,77
301,3,4:47.0,,P. Connaughton enters the game for M. Harkless,69,77
302,3,4:47.0,,A. Crabbe enters the game for D. Lillard,69,77
303,3,4:47.0,N. Jokić makes free throw 1 of 1,,70,77
304,3,4:29.0,,Shooting foul by N. Jokić (drawn by M. Plumlee),70,77
305,3,4:29.0,,M. Plumlee makes free throw 1 of 2,70,78
306,3,4:29.0,,M. Plumlee makes free throw 2 of 2,70,79
307,3,4:22.0,E. Mudiay misses 2-pt layup from 2 ft (block by M. Plumlee),,70,79
308,3,4:22.0,Offensive rebound by Team,,70,79
309,3,4:16.0,E. Mudiay misses 2-pt jump shot from 14 ft,,70,79
310,3,4:14.0,,Defensive rebound by A. Aminu,70,79
311,3,4:00.0,,C. McCollum makes 2-pt layup from 1 ft,70,81
312,3,3:42.0,N. Jokić misses 3-pt jump shot from 25 ft,,70,81
313,3,3:41.0,Offensive rebound by K. Faried,,70,81
314,3,3:40.0,K. Faried misses 2-pt layup from 1 ft,,70,81
315,3,3:40.0,Offensive rebound by K. Faried,,70,81
316,3,3:40.0,K. Faried misses 2-pt layup from 1 ft,,70,81
317,3,3:40.0,Offensive rebound by K. Faried,,70,81
318,3,3:38.0,K. Faried makes 2-pt layup at rim,,72,81
319,3,3:38.0,Shooting foul by A. Aminu (drawn by K. Faried),,72,81
320,3,3:38.0,K. Faried misses free throw 1 of 1,,72,81
321,3,3:36.0,,Defensive rebound by A. Crabbe,72,81
322,3,3:24.0,,Turnover by M. Plumlee (lost ball; steal by K. Faried),72,81
323,3,3:17.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,75,81
324,3,3:17.0,,Portland full timeout,75,81
325,3,3:17.0,,E. Davis enters the game for A. Aminu,75,81
326,3,3:17.0,,N. Vonleh enters the game for M. Plumlee,75,81
327,3,3:17.0,A. Toupane enters the game for N. Jokić,,75,81
328,3,2:55.0,,N. Vonleh misses 2-pt hook shot from 3 ft,75,81
329,3,2:54.0,Defensive rebound by W. Barton,,75,81
330,3,2:46.0,W. Barton makes 2-pt layup from 1 ft,,77,81
331,3,2:27.0,,C. McCollum makes 2-pt jump shot from 16 ft,77,83
332,3,2:02.0,A. Toupane misses 3-pt jump shot from 24 ft,,77,83
333,3,2:01.0,,Defensive rebound by A. Crabbe,77,83
334,3,1:50.0,,P. Connaughton misses 3-pt jump shot from 23 ft,77,83
335,3,1:49.0,Defensive rebound by E. Mudiay,,77,83
336,3,1:38.0,E. Mudiay misses 2-pt jump shot from 11 ft,,77,83
337,3,1:37.0,,Defensive rebound by E. Davis,77,83
338,3,1:16.0,,N. Vonleh makes 2-pt dunk at rim (assist by E. Davis),77,85
339,3,1:00.0,E. Mudiay makes 2-pt jump shot from 4 ft,,79,85
340,3,0:38.0,,A. Crabbe misses 2-pt jump shot from 16 ft,79,85
341,3,0:35.0,Defensive rebound by A. Toupane,,79,85
342,3,0:24.0,Turnover by K. Faried (offensive goaltending),,79,85
343,3,0:24.0,J. Nurkić enters the game for G. Harris,,79,85
344,3,0:24.0,D. Augustin enters the game for E. Mudiay,,79,85
345,3,0:11.0,,Personal foul by D. Augustin,79,85
346,3,0:01.0,,C. McCollum makes 2-pt jump shot from 18 ft,79,87
347,4,11:49.0,K. Faried misses 2-pt jump shot from 13 ft,,79,87
348,4,11:48.0,,Defensive rebound by P. Connaughton,79,87
349,4,11:41.0,,P. Connaughton misses 2-pt jump shot from 7 ft (block by K. Faried),79,87
350,4,11:41.0,,Offensive rebound by Team,79,87
351,4,11:27.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by A. Crabbe),79,90
352,4,11:10.0,Turnover by J. Nurkić (lost ball; steal by B. Roberts),,79,90
353,4,11:09.0,,B. Roberts makes 2-pt layup at rim,79,92
354,4,11:09.0,,Shooting foul by A. Toupane (drawn by B. Roberts),79,92
355,4,11:09.0,,B. Roberts makes free throw 1 of 1,79,93
356,4,10:59.0,Turnover by J. Nurkić (offensive foul),,79,93
357,4,10:59.0,Offensive foul by J. Nurkić (drawn by B. Roberts),,79,93
358,4,10:41.0,,Turnover by N. Vonleh (lost ball; steal by D. Augustin),79,93
359,4,10:27.0,A. Toupane misses 3-pt jump shot from 23 ft,,79,93
360,4,10:27.0,,Defensive rebound by B. Roberts,79,93
361,4,10:15.0,,Shooting foul by K. Faried (drawn by N. Vonleh),79,93
362,4,10:15.0,,N. Vonleh makes free throw 1 of 2,79,94
363,4,10:15.0,,N. Vonleh makes free throw 2 of 2,79,95
364,4,9:59.0,D. Augustin misses 2-pt jump shot from 15 ft,,79,95
365,4,9:57.0,,Defensive rebound by E. Davis,79,95
366,4,9:39.0,,Offensive foul by E. Davis (drawn by W. Barton),79,95
367,4,9:39.0,,Turnover by E. Davis (offensive foul),79,95
368,4,9:20.0,W. Barton misses 3-pt jump shot from 25 ft,,79,95
369,4,9:19.0,Offensive rebound by K. Faried,,79,95
370,4,9:16.0,K. Faried misses 2-pt layup at rim,,79,95
371,4,9:15.0,,Defensive rebound by N. Vonleh,79,95
372,4,9:03.0,,E. Davis misses 2-pt layup at rim,79,95
373,4,9:02.0,,Offensive rebound by E. Davis,79,95
374,4,9:02.0,,E. Davis makes 2-pt layup at rim,79,97
375,4,9:02.0,Denver full timeout,,79,97
376,4,9:02.0,,L. Montero enters the game for A. Crabbe,79,97
377,4,9:02.0,G. Harris enters the game for A. Toupane,,79,97
378,4,8:51.0,G. Harris misses 3-pt jump shot from 27 ft,,79,97
379,4,8:50.0,,Defensive rebound by E. Davis,79,97
380,4,8:35.0,,P. Connaughton misses 3-pt jump shot from 25 ft,79,97
381,4,8:34.0,Defensive rebound by J. Nurkić,,79,97
382,4,8:25.0,D. Augustin makes 2-pt jump shot from 12 ft,,81,97
383,4,8:09.0,,N. Vonleh misses 2-pt jump shot from 15 ft,81,97
384,4,8:08.0,Defensive rebound by G. Harris,,81,97
385,4,8:03.0,Shooting foul by B. Roberts (drawn by G. Harris),,81,97
