,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
385,4,1:00.0,Denver full timeout,,103,111
386,4,1:00.0,D. Arthur enters the game for W. Barton,,103,111
387,4,0:55.0,G. Harris makes 2-pt layup from 1 ft (assist by E. Mudiay),,105,111
388,4,0:36.0,,V. Oladipo misses 3-pt jump shot from 24 ft,105,111
389,4,0:34.0,Defensive rebound by N. Jokić,,105,111
390,4,0:28.0,E. Mudiay misses 2-pt jump shot from 5 ft,,105,111
391,4,0:27.0,,Defensive rebound by J. Smith,105,111
392,4,0:24.0,,Personal take foul by D. Augustin,105,111
393,4,0:24.0,,B. Jennings makes free throw 1 of 2,105,112
394,4,0:24.0,,B. Jennings makes free throw 2 of 2,105,113
395,4,0:24.0,Denver full timeout,,105,113
396,4,0:18.0,D. Arthur makes 3-pt jump shot from 24 ft (assist by G. Harris),,108,113
397,4,0:16.0,,Personal take foul by G. Harris,108,113
398,4,0:16.0,,B. Jennings misses free throw 1 of 2,108,113
399,4,0:16.0,,Offensive rebound by Team,108,113
400,4,0:16.0,,B. Jennings makes free throw 2 of 2,108,114
401,4,0:10.0,Shooting foul by J. Smith (drawn by E. Mudiay),,108,114
402,4,0:10.0,E. Mudiay makes free throw 1 of 2,,109,114
403,4,0:10.0,E. Mudiay makes free throw 2 of 2,,110,114
404,4,0:10.0,,Personal take foul by E. Mudiay,110,114
405,4,0:10.0,,B. Jennings makes free throw 1 of 2,110,115
406,4,0:10.0,,B. Jennings makes free throw 2 of 2,110,116
407,4,0:04.0,E. Mudiay misses 3-pt jump shot from 28 ft,,110,116
408,4,0:02.0,,Defensive rebound by V. Oladipo,110,116
