,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
385,4,4:36.0,Turnover by N. Noel (bad pass; steal by M. Williams),,85,100
386,4,4:15.0,,A. Jefferson makes 2-pt layup from 1 ft,85,102
387,4,4:15.0,Philadelphia full timeout,,85,102
388,4,4:15.0,H. Thompson enters the game for T. McConnell,,85,102
389,4,4:15.0,R. Covington enters the game for N. Noel,,85,102
390,4,4:01.0,Shooting foul by A. Jefferson (drawn by R. Covington),,85,102
391,4,4:01.0,R. Covington makes free throw 1 of 2,,86,102
392,4,4:01.0,R. Covington makes free throw 2 of 2,,87,102
393,4,3:38.0,,A. Jefferson makes 2-pt hook shot from 6 ft,87,104
394,4,3:24.0,Shooting foul by A. Jefferson (drawn by J. Okafor),,87,104
395,4,3:24.0,J. Okafor makes free throw 1 of 2,,88,104
396,4,3:24.0,J. Okafor misses free throw 2 of 2,,88,104
397,4,3:22.0,,Defensive rebound by M. Williams,88,104
398,4,3:06.0,,Turnover by N. Batum (bad pass; steal by H. Thompson),88,104
399,4,2:55.0,R. Covington misses 3-pt jump shot from 25 ft,,88,104
400,4,2:53.0,,Defensive rebound by K. Walker,88,104
401,4,2:38.0,,A. Jefferson misses 2-pt jump shot from 15 ft,88,104
402,4,2:37.0,Defensive rebound by R. Covington,,88,104
403,4,2:34.0,Turnover by R. Covington (bad pass; steal by K. Walker),,88,104
404,4,2:28.0,,Personal take foul by I. Canaan (drawn by K. Walker),88,104
405,4,2:28.0,C. Wood enters the game for J. Okafor,,88,104
406,4,2:28.0,P. Pressey enters the game for N. Stauskas,,88,104
407,4,2:28.0,J. Sampson enters the game for I. Canaan,,88,104
408,4,2:28.0,,T. Hansbrough enters the game for A. Jefferson,88,104
409,4,2:22.0,,Shooting foul by R. Covington (drawn by K. Walker),88,104
410,4,2:22.0,,K. Walker makes free throw 1 of 2,88,105
411,4,2:22.0,,T. Daniels enters the game for N. Batum,88,105
412,4,2:22.0,,A. Harrison enters the game for J. Lamb,88,105
413,4,2:22.0,,K. Walker makes free throw 2 of 2,88,106
414,4,2:22.0,Philadelphia full timeout,,88,106
415,4,2:22.0,,B. Roberts enters the game for M. Williams,88,106
416,4,2:22.0,,F. Kaminsky enters the game for K. Walker,88,106
417,4,2:05.0,R. Covington misses 3-pt jump shot from 26 ft,,88,106
418,4,2:03.0,,Defensive rebound by A. Harrison,88,106
419,4,1:49.0,,T. Hansbrough makes 2-pt jump shot from 5 ft (assist by B. Roberts),88,108
420,4,1:35.0,,Offensive charge foul by J. Sampson (drawn by F. Kaminsky),88,108
421,4,1:35.0,Turnover by J. Sampson (offensive foul),,88,108
422,4,1:22.0,,B. Roberts makes 2-pt jump shot from 9 ft (assist by T. Hansbrough),88,110
423,4,1:10.0,J. Sampson misses 3-pt jump shot from 26 ft,,88,110
424,4,1:09.0,,Defensive rebound by T. Hansbrough,88,110
425,4,0:59.0,,T. Hansbrough makes 3-pt jump shot from 25 ft (assist by B. Roberts),88,113
426,4,0:51.0,Offensive foul by R. Covington (drawn by A. Harrison),,88,113
427,4,0:51.0,Turnover by R. Covington (offensive foul),,88,113
428,4,0:36.0,,T. Hansbrough misses 2-pt layup from 2 ft (block by C. Wood),88,113
429,4,0:34.0,Defensive rebound by J. Sampson,,88,113
430,4,0:24.0,Turnover by J. Sampson (lost ball; steal by T. Hansbrough),,88,113
