,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA CLIPPERS_ACTION,ATLANTA_SCORE,LA CLIPPERS_SCORE
114,2,9:33.0,T. Hardaway misses 2-pt layup from 3 ft (block by C. Aldrich),,25,42
115,2,9:29.0,,Defensive rebound by A. Rivers,25,42
116,2,9:15.0,,A. Rivers misses 3-pt jump shot from 23 ft,25,42
117,2,9:14.0,Defensive rebound by A. Horford,,25,42
118,2,9:03.0,Shooting foul by C. Aldrich (drawn by D. Schröder),,25,42
119,2,9:03.0,D. Schröder makes free throw 1 of 2,,26,42
120,2,9:03.0,K. Korver enters the game for T. Hardaway,,26,42
121,2,9:03.0,P. Millsap enters the game for A. Horford,,26,42
122,2,9:03.0,D. Schröder makes free throw 2 of 2,,27,42
123,2,8:42.0,,Turnover by P. Prigioni (bad pass; steal by M. Scott),27,42
124,2,8:37.0,D. Schröder makes 2-pt dunk at rim (assist by M. Scott),,29,42
125,2,8:20.0,,W. Johnson misses 2-pt jump shot from 12 ft,29,42
126,2,8:17.0,,Offensive rebound by C. Aldrich,29,42
127,2,8:16.0,,C. Aldrich misses 2-pt layup from 2 ft,29,42
128,2,8:14.0,Defensive rebound by P. Millsap,,29,42
129,2,8:06.0,M. Scott misses 2-pt jump shot from 16 ft,,29,42
130,2,8:05.0,Offensive rebound by P. Millsap,,29,42
131,2,8:00.0,T. Sefolosha misses 2-pt jump shot from 20 ft,,29,42
132,2,7:59.0,,Defensive rebound by W. Johnson,29,42
133,2,7:39.0,,P. Prigioni misses 3-pt jump shot from 27 ft,29,42
134,2,7:38.0,Defensive rebound by P. Millsap,,29,42
135,2,7:34.0,Personal foul by P. Prigioni (drawn by D. Schröder),,29,42
136,2,7:34.0,Official timeout,,29,42
137,2,7:25.0,M. Scott misses 3-pt jump shot from 27 ft,,29,42
138,2,7:23.0,,Defensive rebound by J. Crawford,29,42
139,2,7:05.0,,W. Johnson makes 2-pt jump shot from 18 ft (assist by A. Rivers),29,44
140,2,6:50.0,D. Schröder makes 2-pt layup from 2 ft,,31,44
141,2,6:29.0,,A. Rivers misses 3-pt jump shot from 27 ft,31,44
142,2,6:27.0,Defensive rebound by T. Sefolosha,,31,44
143,2,6:21.0,K. Korver makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,34,44
144,2,6:20.0,,LA Clippers full timeout,34,44
145,2,6:20.0,,J. Redick enters the game for W. Johnson,34,44
146,2,6:20.0,,C. Paul enters the game for J. Crawford,34,44
147,2,6:20.0,,J. Green enters the game for P. Prigioni,34,44
148,2,6:20.0,,D. Jordan enters the game for C. Aldrich,34,44
149,2,6:20.0,J. Teague enters the game for T. Sefolosha,,34,44
150,2,6:20.0,K. Bazemore enters the game for D. Schröder,,34,44
151,2,6:12.0,,Turnover by A. Rivers (lost ball; steal by K. Korver),34,44
152,2,6:10.0,Turnover by K. Bazemore (step out of bounds),,34,44
153,2,5:59.0,,A. Rivers misses 2-pt jump shot from 6 ft,34,44
154,2,5:56.0,Defensive rebound by K. Bazemore,,34,44
155,2,5:34.0,M. Scott misses 2-pt hook shot from 3 ft,,34,44
156,2,5:32.0,Offensive rebound by P. Millsap,,34,44
157,2,5:32.0,P. Millsap misses 2-pt layup from 2 ft,,34,44
158,2,5:29.0,,Defensive rebound by D. Jordan,34,44
159,2,5:23.0,,C. Paul makes 3-pt jump shot from 27 ft (assist by A. Rivers),34,47
160,2,5:02.0,M. Scott makes 2-pt layup from 2 ft (assist by K. Korver),,36,47
161,2,4:50.0,,J. Redick misses 2-pt jump shot from 19 ft,36,47
162,2,4:49.0,Defensive rebound by P. Millsap,,36,47
163,2,4:43.0,P. Millsap misses 2-pt layup from 2 ft (block by D. Jordan),,36,47
164,2,4:39.0,,Defensive rebound by J. Green,36,47
165,2,4:20.0,,C. Paul misses 3-pt jump shot from 28 ft,36,47
166,2,4:19.0,Defensive rebound by M. Scott,,36,47
167,2,4:14.0,Turnover by P. Millsap (bad pass; steal by A. Rivers),,36,47
168,2,4:08.0,,A. Rivers misses 2-pt layup from 2 ft,36,47
169,2,4:06.0,Defensive rebound by K. Bazemore,,36,47
170,2,4:02.0,Turnover by P. Millsap (bad pass),,36,47
171,2,4:02.0,A. Horford enters the game for M. Scott,,36,47
172,2,4:02.0,,P. Pierce enters the game for A. Rivers,36,47
173,2,3:51.0,,C. Paul makes 2-pt layup from 3 ft (assist by J. Redick),36,49
174,2,3:51.0,,Shooting foul by J. Teague (drawn by C. Paul),36,49
175,2,3:51.0,,C. Paul makes free throw 1 of 1,36,50
176,2,3:39.0,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Teague),,38,50
177,2,3:21.0,,P. Pierce makes 3-pt jump shot from 27 ft (assist by C. Paul),38,53
178,2,3:16.0,Atlanta full timeout,,38,53
179,2,3:05.0,K. Korver misses 3-pt jump shot from 25 ft,,38,53
180,2,3:04.0,Offensive rebound by J. Teague,,38,53
181,2,2:59.0,A. Horford makes 2-pt jump shot from 3 ft (assist by J. Teague),,40,53
182,2,2:49.0,,Personal foul by J. Teague (drawn by C. Paul),40,53
183,2,2:49.0,K. Humphries enters the game for P. Millsap,,40,53
184,2,2:42.0,,J. Redick misses 2-pt layup from 1 ft (block by K. Bazemore),40,53
185,2,2:39.0,Defensive rebound by A. Horford,,40,53
186,2,2:29.0,Personal foul by P. Pierce (drawn by K. Bazemore),,40,53
187,2,2:22.0,J. Teague makes 3-pt jump shot from 25 ft,,43,53
188,2,2:06.0,,J. Redick misses 2-pt jump shot from 18 ft,43,53
189,2,2:04.0,Defensive rebound by J. Teague,,43,53
190,2,1:59.0,J. Teague misses 3-pt jump shot from 25 ft,,43,53
191,2,1:56.0,,Defensive rebound by J. Green,43,53
192,2,1:51.0,,J. Green makes 2-pt layup from 2 ft,43,55
193,2,1:41.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),,46,55
194,2,1:22.0,,C. Paul misses 3-pt jump shot from 25 ft,46,55
195,2,1:21.0,Defensive rebound by K. Humphries,,46,55
196,2,1:11.0,K. Bazemore misses 3-pt jump shot from 25 ft,,46,55
197,2,1:10.0,,Defensive rebound by D. Jordan,46,55
198,2,0:59.0,,P. Pierce misses 3-pt jump shot from 28 ft,46,55
199,2,0:58.0,Defensive rebound by A. Horford,,46,55
200,2,0:52.0,Shooting foul by J. Redick (drawn by K. Bazemore),,46,55
201,2,0:52.0,K. Bazemore makes free throw 1 of 2,,47,55
202,2,0:52.0,T. Sefolosha enters the game for K. Korver,,47,55
203,2,0:52.0,K. Bazemore makes free throw 2 of 2,,48,55
204,2,0:43.0,,Turnover by D. Jordan (3 sec),48,55
205,2,0:43.0,K. Korver enters the game for K. Humphries,,48,55
206,2,0:34.0,J. Teague makes 2-pt jump shot from 15 ft,,50,55
207,2,0:34.0,,LA Clippers full timeout,50,55
208,2,0:34.0,,J. Crawford enters the game for P. Pierce,50,55
209,2,0:34.0,P. Millsap enters the game for K. Korver,,50,55
210,2,0:34.0,D. Schröder enters the game for J. Teague,,50,55
211,2,0:26.0,,Turnover by J. Redick (bad pass; steal by P. Millsap),50,55
212,2,0:20.0,K. Bazemore misses 3-pt jump shot from 23 ft,,50,55
213,2,0:15.0,,Defensive rebound by C. Paul,50,55
214,3,11:43.0,P. Millsap makes 2-pt jump shot from 3 ft (assist by J. Teague),,52,55
215,3,11:24.0,,Personal foul by K. Bazemore (drawn by D. Jordan),52,55
216,3,11:18.0,,Turnover by J. Redick (bad pass),52,55
217,3,11:04.0,K. Korver misses 3-pt jump shot from 25 ft,,52,55
218,3,11:03.0,Offensive rebound by A. Horford,,52,55
219,3,10:44.0,Turnover by J. Teague (bad pass; steal by D. Jordan),,52,55
220,3,10:37.0,,Personal foul by K. Bazemore (drawn by D. Jordan),52,55
221,3,10:27.0,,D. Jordan makes 2-pt layup from 3 ft (assist by C. Paul),52,57
222,3,10:27.0,,Shooting foul by K. Korver (drawn by D. Jordan),52,57
223,3,10:27.0,,D. Jordan misses free throw 1 of 1,52,57
224,3,10:25.0,Defensive rebound by P. Millsap,,52,57
225,3,10:16.0,J. Teague misses 2-pt layup from 2 ft (block by J. Green),,52,57
226,3,10:16.0,Offensive rebound by Team,,52,57
227,3,10:07.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by J. Teague),,55,57
228,3,9:57.0,,Turnover by D. Jordan (offensive goaltending),55,57
229,3,9:35.0,Shooting foul by J. Redick (drawn by J. Teague),,55,57
230,3,9:35.0,J. Teague makes free throw 1 of 2,,56,57
231,3,9:35.0,J. Teague makes free throw 2 of 2,,57,57
232,3,9:27.0,,Turnover by D. Jordan (offensive foul),57,57
233,3,9:27.0,,Offensive foul by D. Jordan (drawn by K. Bazemore),57,57
234,3,9:03.0,J. Teague makes 2-pt layup from 2 ft,,59,57
235,3,8:54.0,,Turnover by P. Pierce (bad pass; steal by P. Millsap),59,57
236,3,8:50.0,Turnover by K. Bazemore (bad pass; steal by C. Paul),,59,57
237,3,8:48.0,,Clear path foul by J. Teague,59,57
238,3,8:48.0,,D. Jordan makes clear path free throw 1 of 2,59,58
239,3,8:48.0,,D. Jordan misses clear path free throw 2 of 2,59,58
240,3,8:48.0,,Offensive rebound by Team,59,58
241,3,8:38.0,,Turnover by C. Paul (bad pass),59,58
242,3,8:26.0,J. Teague misses 2-pt jump shot from 18 ft,,59,58
243,3,8:23.0,Offensive rebound by A. Horford,,59,58
244,3,8:14.0,Turnover by A. Horford (bad pass),,59,58
245,3,8:14.0,,J. Crawford enters the game for P. Pierce,59,58
246,3,7:53.0,,J. Crawford makes 2-pt jump shot from 13 ft (assist by C. Paul),59,60
247,3,7:42.0,A. Horford misses 3-pt jump shot from 26 ft,,59,60
248,3,7:41.0,,Defensive rebound by J. Redick,59,60
249,3,7:33.0,,Turnover by J. Redick (bad pass; steal by K. Bazemore),59,60
250,3,7:30.0,K. Bazemore makes 2-pt layup from 1 ft,,61,60
251,3,7:30.0,Shooting foul by J. Crawford (drawn by K. Bazemore),,61,60
252,3,7:30.0,K. Bazemore makes free throw 1 of 1,,62,60
253,3,7:18.0,,J. Green misses 3-pt jump shot from 24 ft,62,60
254,3,7:17.0,Defensive rebound by K. Bazemore,,62,60
255,3,7:10.0,Turnover by K. Korver (bad pass; steal by J. Green),,62,60
256,3,7:05.0,,J. Redick misses 3-pt jump shot from 26 ft,62,60
257,3,7:02.0,Defensive rebound by K. Korver,,62,60
258,3,6:50.0,A. Horford misses 2-pt layup from 2 ft,,62,60
259,3,6:49.0,,Defensive rebound by C. Paul,62,60
260,3,6:39.0,,C. Paul misses 2-pt jump shot from 11 ft,62,60
261,3,6:37.0,,Offensive rebound by D. Jordan,62,60
262,3,6:37.0,,D. Jordan makes 2-pt layup from 1 ft,62,62
263,3,6:26.0,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),,64,62
264,3,6:02.0,,J. Redick makes 2-pt jump shot from 15 ft (assist by D. Jordan),64,64
265,3,5:49.0,J. Teague makes 3-pt jump shot from 25 ft (assist by K. Korver),,67,64
266,3,5:31.0,,J. Crawford misses 3-pt jump shot from 25 ft,67,64
267,3,5:30.0,Defensive rebound by K. Bazemore,,67,64
268,3,5:19.0,A. Horford makes 2-pt dunk at rim (assist by P. Millsap),,69,64
269,3,5:18.0,,LA Clippers full timeout,69,64
270,3,5:18.0,K. Humphries enters the game for A. Horford,,69,64
271,3,5:18.0,T. Sefolosha enters the game for K. Korver,,69,64
272,3,5:18.0,,W. Johnson enters the game for J. Green,69,64
273,3,5:15.0,,Turnover by W. Johnson (bad pass; steal by J. Teague),69,64
274,3,5:09.0,Turnover by K. Bazemore (bad pass; steal by D. Jordan),,69,64
275,3,5:05.0,,J. Redick misses 2-pt layup from 1 ft (block by T. Sefolosha),69,64
276,3,5:02.0,Defensive rebound by J. Teague,,69,64
277,3,4:58.0,J. Teague misses 2-pt layup from 1 ft (block by D. Jordan),,69,64
278,3,4:55.0,,Defensive rebound by W. Johnson,69,64
279,3,4:47.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),69,66
280,3,4:23.0,J. Teague misses 2-pt jump shot from 18 ft,,69,66
281,3,4:22.0,,Defensive rebound by D. Jordan,69,66
282,3,4:16.0,,Shooting foul by J. Teague (drawn by W. Johnson),69,66
283,3,4:16.0,,W. Johnson makes free throw 1 of 2,69,67
284,3,4:16.0,D. Schröder enters the game for J. Teague,,69,67
285,3,4:16.0,,W. Johnson makes free throw 2 of 2,69,68
286,3,4:00.0,Personal foul by W. Johnson (drawn by P. Millsap),,69,68
287,3,3:52.0,Turnover by P. Millsap (lost ball; steal by J. Crawford),,69,68
288,3,3:46.0,,J. Crawford makes 2-pt jump shot from 5 ft,69,70
289,3,3:46.0,,Shooting foul by K. Bazemore (drawn by J. Crawford),69,70
290,3,3:46.0,,J. Crawford makes free throw 1 of 1,69,71
291,3,3:31.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,72,71
292,3,3:21.0,,Personal take foul by K. Humphries (drawn by D. Jordan),72,71
293,3,3:21.0,,D. Jordan makes free throw 1 of 2,72,72
294,3,3:21.0,K. Korver enters the game for K. Bazemore,,72,72
295,3,3:21.0,,A. Rivers enters the game for J. Redick,72,72
296,3,3:21.0,,D. Jordan misses free throw 2 of 2,72,72
297,3,3:20.0,Defensive rebound by P. Millsap,,72,72
298,3,3:11.0,K. Humphries makes 2-pt dunk at rim (assist by D. Schröder),,74,72
299,3,3:06.0,,Personal take foul by K. Humphries (drawn by D. Jordan),74,72
300,3,3:06.0,,D. Jordan makes free throw 1 of 2,74,73
301,3,3:06.0,,D. Jordan makes free throw 2 of 2,74,74
302,3,2:54.0,Turnover by K. Korver (bad pass; steal by A. Rivers),,74,74
303,3,2:53.0,,Personal foul by K. Korver (drawn by D. Jordan),74,74
304,3,2:53.0,Atlanta full timeout,,74,74
305,3,2:53.0,,D. Jordan makes free throw 1 of 2,74,75
306,3,2:53.0,,D. Jordan misses free throw 2 of 2,74,75
307,3,2:52.0,Defensive rebound by T. Sefolosha,,74,75
308,3,2:40.0,K. Humphries misses 2-pt jump shot from 12 ft,,74,75
309,3,2:39.0,,Defensive rebound by C. Paul,74,75
310,3,2:30.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by C. Paul),74,78
311,3,2:13.0,D. Schröder makes 2-pt layup from 2 ft,,76,78
312,3,1:58.0,,Turnover by W. Johnson (bad pass; steal by P. Millsap),76,78
313,3,1:51.0,Shooting foul by W. Johnson (drawn by P. Millsap),,76,78
314,3,1:51.0,P. Millsap makes free throw 1 of 2,,77,78
315,3,1:51.0,P. Millsap makes free throw 2 of 2,,78,78
316,3,1:48.0,,Personal take foul by K. Humphries (drawn by D. Jordan),78,78
317,3,1:48.0,,D. Jordan misses free throw 1 of 2,78,78
318,3,1:48.0,,Offensive rebound by Team,78,78
319,3,1:48.0,,J. Green enters the game for W. Johnson,78,78
320,3,1:48.0,,D. Jordan misses free throw 2 of 2,78,78
321,3,1:47.0,Defensive rebound by P. Millsap,,78,78
322,3,1:35.0,D. Schröder makes 2-pt layup from 2 ft,,80,78
323,3,1:29.0,,Personal take foul by K. Humphries (drawn by D. Jordan),80,78
324,3,1:29.0,,D. Jordan misses free throw 1 of 2,80,78
325,3,1:29.0,,Offensive rebound by Team,80,78
326,3,1:29.0,M. Scott enters the game for P. Millsap,,80,78
327,3,1:29.0,A. Horford enters the game for K. Humphries,,80,78
328,3,1:29.0,,D. Jordan makes free throw 2 of 2,80,79
329,3,1:19.0,Turnover by D. Schröder (lost ball; steal by D. Jordan),,80,79
330,3,1:15.0,,Turnover by J. Crawford (step out of bounds),80,79
331,3,1:15.0,,C. Aldrich enters the game for D. Jordan,80,79
332,3,1:02.0,M. Scott misses 3-pt jump shot from 27 ft,,80,79
333,3,1:01.0,,Defensive rebound by A. Rivers,80,79
334,3,0:52.0,,C. Paul misses 2-pt jump shot from 6 ft,80,79
335,3,0:47.0,Defensive rebound by A. Horford,,80,79
336,3,0:44.0,K. Korver misses 3-pt jump shot from 26 ft,,80,79
337,3,0:41.0,,Defensive rebound by C. Paul,80,79
338,3,0:37.0,,Turnover by C. Paul (bad pass; steal by K. Korver),80,79
339,3,0:26.0,M. Scott misses 2-pt jump shot from 7 ft,,80,79
340,3,0:22.0,,Defensive rebound by C. Aldrich,80,79
341,3,0:05.0,,C. Paul misses 2-pt jump shot from 14 ft,80,79
342,3,0:03.0,Defensive rebound by T. Sefolosha,,80,79
343,3,0:00.0,T. Sefolosha misses 3-pt jump shot from 49 ft,,80,79
344,3,0:00.0,Offensive rebound by Team,,80,79
345,4,11:39.0,,J. Green misses 3-pt jump shot from 24 ft,80,79
346,4,11:37.0,,Offensive rebound by C. Aldrich,80,79
347,4,11:25.0,,J. Crawford misses 2-pt layup from 2 ft,80,79
348,4,11:22.0,Defensive rebound by T. Sefolosha,,80,79
349,4,11:19.0,K. Korver makes 2-pt layup at rim (assist by D. Schröder),,82,79
350,4,11:05.0,,A. Rivers makes 2-pt layup from 2 ft,82,81
351,4,11:05.0,,Shooting foul by K. Korver (drawn by A. Rivers),82,81
352,4,11:05.0,,A. Rivers makes free throw 1 of 1,82,82
353,4,10:51.0,M. Scott misses 3-pt jump shot from 24 ft,,82,82
354,4,10:49.0,,Defensive rebound by J. Crawford,82,82
355,4,10:35.0,,Turnover by J. Crawford (lost ball),82,82
356,4,10:35.0,K. Bazemore enters the game for K. Korver,,82,82
357,4,10:13.0,K. Bazemore misses 2-pt jump shot from 11 ft,,82,82
358,4,10:11.0,,Defensive rebound by J. Green,82,82
359,4,9:50.0,,P. Prigioni makes 3-pt jump shot from 24 ft (assist by J. Green),82,85
360,4,9:34.0,Turnover by D. Schröder (lost ball),,82,85
361,4,9:13.0,,A. Rivers misses 2-pt jump shot from 2 ft,82,85
362,4,9:11.0,Defensive rebound by A. Horford,,82,85
363,4,8:48.0,D. Schröder misses 2-pt jump shot from 21 ft,,82,85
364,4,8:46.0,,Defensive rebound by C. Aldrich,82,85
365,4,8:26.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Green),82,88
366,4,8:26.0,Atlanta full timeout,,82,88
367,4,8:26.0,K. Korver enters the game for K. Bazemore,,82,88
368,4,8:26.0,P. Millsap enters the game for D. Schröder,,82,88
369,4,8:26.0,J. Teague enters the game for M. Scott,,82,88
370,4,8:16.0,Offensive foul by K. Korver (drawn by J. Green),,82,88
371,4,8:16.0,Turnover by K. Korver (offensive foul),,82,88
372,4,8:03.0,,J. Crawford misses 2-pt layup from 3 ft,82,88
373,4,8:03.0,Defensive rebound by Team,,82,88
374,4,7:53.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by P. Millsap),,85,88
375,4,7:30.0,,Personal foul by T. Sefolosha (drawn by A. Rivers),85,88
376,4,7:30.0,K. Bazemore enters the game for K. Korver,,85,88
377,4,7:22.0,,A. Rivers makes 2-pt layup from 2 ft (assist by P. Prigioni),85,90
378,4,7:06.0,K. Bazemore makes 2-pt jump shot from 18 ft (assist by T. Sefolosha),,87,90
379,4,6:44.0,,J. Green misses 2-pt layup from 2 ft,87,90
380,4,6:42.0,,Offensive rebound by C. Aldrich,87,90
381,4,6:41.0,,Offensive foul by C. Aldrich (drawn by K. Bazemore),87,90
382,4,6:41.0,,Turnover by C. Aldrich (offensive foul),87,90
