,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
109,2,11:43.0,Turnover by T. Johnson (lost ball; steal by P. Prigioni),,25,19
110,2,11:35.0,,J. Crawford misses 2-pt jump shot from 18 ft,25,19
111,2,11:35.0,Defensive rebound by H. Whiteside,,25,19
112,2,11:19.0,Shooting foul by J. Smith (drawn by D. Wade),,25,19
113,2,11:19.0,D. Wade misses free throw 1 of 2,,25,19
114,2,11:19.0,Offensive rebound by Team,,25,19
115,2,11:19.0,D. Wade makes free throw 2 of 2,,26,19
116,2,10:58.0,,J. Smith misses 2-pt hook shot from 5 ft,26,19
117,2,10:56.0,Defensive rebound by D. Wade,,26,19
118,2,10:50.0,G. Green makes 3-pt jump shot from 24 ft (assist by T. Johnson),,29,19
119,2,10:36.0,,J. Smith misses 2-pt hook shot from 5 ft,29,19
120,2,10:34.0,Defensive rebound by D. Wade,,29,19
121,2,10:28.0,H. Whiteside misses 2-pt jump shot from 3 ft (block by J. Smith),,29,19
122,2,10:24.0,,Defensive rebound by W. Johnson,29,19
123,2,10:23.0,Technical foul by Team,,29,19
124,2,10:23.0,,J. Crawford makes technical free throw,29,20
125,2,10:23.0,,L. Stephenson enters the game for W. Johnson,29,20
126,2,10:23.0,,C. Aldrich enters the game for J. Smith,29,20
127,2,10:16.0,,A. Rivers misses 2-pt jump shot from 13 ft,29,20
128,2,10:14.0,Defensive rebound by L. Deng,,29,20
129,2,10:11.0,Turnover by D. Wade (lost ball; steal by P. Prigioni),,29,20
130,2,10:09.0,,Personal take foul by L. Deng (drawn by P. Prigioni),29,20
131,2,10:00.0,,J. Crawford misses 2-pt jump shot from 14 ft,29,20
132,2,9:58.0,Defensive rebound by H. Whiteside,,29,20
133,2,9:47.0,G. Green makes 2-pt jump shot from 19 ft (assist by D. Wade),,31,20
134,2,9:35.0,,C. Aldrich misses 2-pt hook shot from 5 ft,31,20
135,2,9:34.0,Defensive rebound by T. Johnson,,31,20
136,2,9:18.0,G. Green misses 2-pt jump shot from 18 ft,,31,20
137,2,9:16.0,,Defensive rebound by J. Crawford,31,20
138,2,9:02.0,,J. Crawford makes 2-pt hook shot from 6 ft,31,22
139,2,8:37.0,Shooting foul by A. Rivers (drawn by D. Wade),,31,22
140,2,8:37.0,D. Wade makes 2-pt hook shot from 5 ft,,33,22
141,2,8:37.0,Official timeout,,33,22
142,2,8:37.0,,C. Paul enters the game for A. Rivers,33,22
143,2,8:37.0,,J. Redick enters the game for P. Prigioni,33,22
144,2,8:37.0,B. Udrih enters the game for G. Green,,33,22
145,2,8:37.0,D. Wade misses free throw 1 of 1,,33,22
146,2,8:36.0,Offensive rebound by L. Deng,,33,22
147,2,8:30.0,D. Wade misses 2-pt jump shot from 11 ft,,33,22
148,2,8:28.0,,Defensive rebound by C. Aldrich,33,22
149,2,8:15.0,,C. Aldrich misses 2-pt hook shot from 7 ft,33,22
150,2,8:12.0,,Offensive rebound by L. Stephenson,33,22
151,2,8:12.0,,L. Stephenson makes 2-pt layup from 2 ft,33,24
152,2,8:01.0,Personal foul by J. Crawford (drawn by L. Deng),,33,24
153,2,7:51.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,35,24
154,2,7:28.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),35,27
155,2,7:09.0,D. Wade makes 2-pt jump shot from 18 ft (assist by L. Deng),,37,27
156,2,6:54.0,,Personal foul by T. Johnson (drawn by J. Redick),37,27
157,2,6:54.0,C. Bosh enters the game for L. Deng,,37,27
158,2,6:54.0,G. Green enters the game for D. Wade,,37,27
159,2,6:54.0,,P. Pierce enters the game for J. Crawford,37,27
160,2,6:54.0,,L. Mbah a Moute enters the game for L. Stephenson,37,27
161,2,6:54.0,J. Winslow enters the game for T. Johnson,,37,27
162,2,6:46.0,,C. Paul misses 2-pt jump shot from 14 ft,37,27
163,2,6:44.0,Defensive rebound by H. Whiteside,,37,27
164,2,6:30.0,G. Green makes 3-pt jump shot from 25 ft (assist by B. Udrih),,40,27
165,2,6:21.0,,LA Clippers full timeout,40,27
166,2,6:07.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),40,29
167,2,5:48.0,B. Udrih makes 2-pt jump shot from 14 ft (assist by C. Bosh),,42,29
168,2,5:29.0,,J. Redick misses 3-pt jump shot from 23 ft,42,29
169,2,5:28.0,Defensive rebound by C. Bosh,,42,29
170,2,5:15.0,J. Winslow makes 2-pt layup from 2 ft (assist by H. Whiteside),,44,29
171,2,5:01.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Aldrich),44,31
172,2,4:42.0,B. Udrih makes 3-pt jump shot from 28 ft (assist by C. Bosh),,47,31
173,2,4:23.0,,P. Pierce makes 3-pt jump shot from 22 ft (assist by J. Redick),47,34
174,2,4:22.0,Miami full timeout,,47,34
175,2,4:06.0,G. Green misses 2-pt dunk at rim,,47,34
176,2,4:04.0,,Defensive rebound by P. Pierce,47,34
177,2,3:58.0,,P. Pierce misses 3-pt jump shot from 25 ft,47,34
178,2,3:57.0,Defensive rebound by H. Whiteside,,47,34
179,2,3:52.0,G. Green misses 3-pt jump shot from 24 ft,,47,34
180,2,3:49.0,,Defensive rebound by L. Mbah a Moute,47,34
181,2,3:27.0,,P. Pierce makes 2-pt jump shot from 11 ft (assist by J. Redick),47,36
182,2,3:09.0,H. Whiteside makes 2-pt dunk at rim,,49,36
183,2,2:55.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by C. Paul),49,39
184,2,2:42.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by B. Udrih),,51,39
185,2,2:21.0,,C. Paul misses 2-pt jump shot from 15 ft,51,39
186,2,2:19.0,Defensive rebound by C. Bosh,,51,39
187,2,2:07.0,J. Winslow misses 3-pt jump shot from 24 ft,,51,39
188,2,2:06.0,,Defensive rebound by L. Mbah a Moute,51,39
189,2,1:53.0,,C. Aldrich makes 2-pt hook shot from 4 ft (assist by C. Paul),51,41
190,2,1:53.0,,Shooting foul by H. Whiteside (drawn by C. Aldrich),51,41
191,2,1:53.0,L. Deng enters the game for H. Whiteside,,51,41
192,2,1:53.0,D. Wade enters the game for J. Winslow,,51,41
193,2,1:53.0,,C. Aldrich misses free throw 1 of 1,51,41
194,2,1:52.0,Defensive rebound by C. Bosh,,51,41
195,2,1:38.0,G. Green misses 3-pt jump shot from 25 ft,,51,41
196,2,1:38.0,Offensive rebound by Team,,51,41
197,2,1:38.0,,Loose ball foul by P. Pierce (drawn by L. Deng),51,41
198,2,1:38.0,,W. Johnson enters the game for C. Aldrich,51,41
199,2,1:36.0,Turnover by D. Wade (bad pass; steal by C. Paul),,51,41
200,2,1:30.0,,W. Johnson misses 3-pt jump shot from 24 ft,51,41
201,2,1:26.0,,Offensive rebound by P. Pierce,51,41
202,2,1:09.0,,C. Paul misses 2-pt jump shot from 17 ft,51,41
203,2,1:07.0,Defensive rebound by L. Deng,,51,41
204,2,0:59.0,Offensive foul by D. Wade (drawn by C. Paul),,51,41
205,2,0:59.0,Turnover by D. Wade (offensive foul),,51,41
206,2,0:46.0,,J. Redick misses 2-pt jump shot from 2 ft,51,41
207,2,0:45.0,Defensive rebound by C. Bosh,,51,41
208,2,0:41.0,Shooting block foul by W. Johnson (drawn by D. Wade),,51,41
209,2,0:41.0,D. Wade makes free throw 1 of 2,,52,41
210,2,0:41.0,,J. Crawford enters the game for P. Pierce,52,41
211,2,0:41.0,H. Whiteside enters the game for G. Green,,52,41
212,2,0:41.0,,LA Clippers full timeout,52,41
213,2,0:41.0,D. Wade misses free throw 2 of 2,,52,41
214,2,0:41.0,,Defensive rebound by L. Mbah a Moute,52,41
215,2,0:32.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),52,43
216,2,0:26.0,Miami full timeout,,52,43
217,2,0:26.0,G. Green enters the game for B. Udrih,,52,43
218,2,0:26.0,,A. Rivers enters the game for J. Crawford,52,43
219,2,0:26.0,,J. Smith enters the game for W. Johnson,52,43
220,2,0:07.0,Turnover by Team (shot clock),,52,43
221,2,0:07.0,,J. Crawford enters the game for L. Mbah a Moute,52,43
222,2,0:07.0,T. Johnson enters the game for H. Whiteside,,52,43
223,2,0:01.0,,C. Paul makes 2-pt jump shot from 12 ft,52,45
224,2,0:00.0,G. Green misses 3-pt jump shot from 25 ft,,52,45
225,2,0:00.0,Offensive rebound by Team,,52,45
226,3,11:40.0,,J. Redick makes 2-pt jump shot from 13 ft (assist by C. Aldrich),52,47
227,3,11:17.0,L. Deng misses 3-pt jump shot from 26 ft,,52,47
228,3,11:16.0,,Defensive rebound by L. Mbah a Moute,52,47
229,3,10:58.0,,Shooting foul by C. Bosh (drawn by C. Aldrich),52,47
230,3,10:58.0,,C. Aldrich makes free throw 1 of 2,52,48
231,3,10:58.0,,C. Aldrich makes free throw 2 of 2,52,49
232,3,10:39.0,J. Winslow misses 3-pt jump shot from 25 ft,,52,49
233,3,10:39.0,,Defensive rebound by P. Pierce,52,49
234,3,10:31.0,,C. Aldrich makes 2-pt dunk at rim (assist by C. Paul),52,51
235,3,10:13.0,Personal foul by P. Pierce (drawn by L. Deng),,52,51
236,3,10:13.0,G. Green enters the game for J. Winslow,,52,51
237,3,10:02.0,B. Udrih misses 2-pt jump shot from 20 ft,,52,51
238,3,10:01.0,,Defensive rebound by C. Paul,52,51
239,3,9:52.0,,C. Aldrich misses 2-pt layup from 1 ft (block by L. Deng),52,51
240,3,9:50.0,,Offensive rebound by C. Aldrich,52,51
241,3,9:49.0,,C. Aldrich makes 2-pt hook shot from 4 ft,52,53
242,3,9:49.0,Miami full timeout,,52,53
243,3,9:29.0,D. Wade misses 2-pt jump shot from 11 ft,,52,53
244,3,9:27.0,,Defensive rebound by P. Pierce,52,53
245,3,9:12.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),52,56
246,3,8:56.0,C. Bosh misses 2-pt jump shot from 19 ft,,52,56
247,3,8:55.0,,Defensive rebound by P. Pierce,52,56
248,3,8:48.0,,Shooting foul by B. Udrih (drawn by C. Aldrich),52,56
249,3,8:48.0,,C. Aldrich makes free throw 1 of 2,52,57
250,3,8:48.0,,C. Aldrich makes free throw 2 of 2,52,58
251,3,8:31.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),,55,58
252,3,8:13.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Aldrich),55,61
253,3,7:51.0,L. Deng makes 2-pt layup from 3 ft (assist by D. Wade),,57,61
254,3,7:35.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by C. Paul),57,64
255,3,7:16.0,C. Bosh misses 3-pt jump shot from 25 ft,,57,64
256,3,7:16.0,,Defensive rebound by P. Pierce,57,64
257,3,7:08.0,,C. Paul makes 2-pt jump shot from 11 ft,57,66
258,3,7:08.0,Miami full timeout,,57,66
259,3,7:08.0,H. Whiteside enters the game for L. Deng,,57,66
260,3,6:51.0,C. Bosh misses 2-pt jump shot from 5 ft (block by L. Mbah a Moute),,57,66
261,3,6:49.0,,Defensive rebound by P. Pierce,57,66
262,3,6:44.0,,Shooting foul by H. Whiteside (drawn by C. Aldrich),57,66
263,3,6:44.0,,C. Aldrich misses free throw 1 of 2,57,66
264,3,6:44.0,,Offensive rebound by Team,57,66
265,3,6:44.0,T. Johnson enters the game for B. Udrih,,57,66
266,3,6:44.0,,C. Aldrich makes free throw 2 of 2,57,67
267,3,6:37.0,Personal foul by L. Mbah a Moute (drawn by C. Bosh),,57,67
268,3,6:27.0,H. Whiteside misses 2-pt hook shot from 5 ft,,57,67
269,3,6:26.0,,Defensive rebound by C. Aldrich,57,67
270,3,6:15.0,,C. Aldrich misses 2-pt layup from 2 ft,57,67
271,3,6:14.0,,Offensive rebound by C. Aldrich,57,67
272,3,6:11.0,,C. Aldrich makes 2-pt hook shot from 4 ft,57,69
273,3,5:56.0,G. Green makes 3-pt jump shot from 23 ft (assist by T. Johnson),,60,69
274,3,5:34.0,,P. Pierce misses 3-pt jump shot from 25 ft,60,69
275,3,5:34.0,Defensive rebound by T. Johnson,,60,69
276,3,5:26.0,Personal foul by P. Pierce (drawn by H. Whiteside),,60,69
277,3,5:26.0,,J. Crawford enters the game for P. Pierce,60,69
278,3,5:14.0,G. Green makes 2-pt jump shot from 12 ft (assist by C. Bosh),,62,69
279,3,4:58.0,,C. Paul misses 2-pt layup from 1 ft (block by T. Johnson),62,69
280,3,4:56.0,,Offensive rebound by C. Aldrich,62,69
281,3,4:53.0,,C. Aldrich makes 2-pt hook shot from 5 ft (assist by C. Paul),62,71
282,3,4:40.0,Shooting foul by J. Redick (drawn by H. Whiteside),,62,71
283,3,4:40.0,H. Whiteside misses free throw 1 of 2,,62,71
284,3,4:40.0,Offensive rebound by Team,,62,71
285,3,4:40.0,L. Deng enters the game for C. Bosh,,62,71
286,3,4:40.0,,W. Johnson enters the game for J. Redick,62,71
287,3,4:40.0,H. Whiteside makes free throw 2 of 2,,63,71
288,3,4:23.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by H. Whiteside),63,71
289,3,4:22.0,Defensive rebound by H. Whiteside,,63,71
290,3,4:08.0,T. Johnson misses 3-pt jump shot from 27 ft,,63,71
291,3,4:08.0,,Defensive rebound by J. Crawford,63,71
292,3,4:00.0,,Personal foul by T. Johnson (drawn by C. Paul),63,71
293,3,4:00.0,,A. Rivers enters the game for L. Mbah a Moute,63,71
294,3,3:55.0,,Personal foul by T. Johnson (drawn by C. Paul),63,71
295,3,3:55.0,,C. Paul makes free throw 1 of 2,63,72
296,3,3:55.0,,C. Paul misses free throw 2 of 2,63,72
297,3,3:54.0,,Offensive rebound by C. Aldrich,63,72
298,3,3:51.0,,C. Aldrich misses 2-pt jump shot from 2 ft (block by H. Whiteside),63,72
299,3,3:50.0,,Offensive rebound by Team,63,72
300,3,3:35.0,,C. Paul misses 2-pt jump shot from 15 ft,63,72
301,3,3:34.0,Defensive rebound by D. Wade,,63,72
302,3,3:26.0,D. Wade makes 2-pt layup from 3 ft,,65,72
303,3,3:18.0,,LA Clippers full timeout,65,72
304,3,3:11.0,,Turnover by C. Aldrich (bad pass; steal by H. Whiteside),65,72
305,3,3:10.0,Clear path foul by A. Rivers,,65,72
306,3,3:10.0,G. Green makes clear path free throw 1 of 2,,66,72
307,3,3:10.0,G. Green misses clear path free throw 2 of 2,,66,72
308,3,3:10.0,Offensive rebound by Team,,66,72
309,3,2:59.0,Turnover by T. Johnson (bad pass; steal by C. Paul),,66,72
310,3,2:48.0,,Shooting foul by H. Whiteside (drawn by J. Crawford),66,72
311,3,2:48.0,,J. Crawford makes free throw 1 of 2,66,73
312,3,2:48.0,,J. Crawford makes free throw 2 of 2,66,74
313,3,2:32.0,Shooting foul by C. Paul (drawn by H. Whiteside),,66,74
314,3,2:32.0,H. Whiteside makes free throw 1 of 2,,67,74
315,3,2:32.0,,J. Smith enters the game for C. Aldrich,67,74
316,3,2:32.0,,P. Prigioni enters the game for C. Paul,67,74
317,3,2:32.0,H. Whiteside makes free throw 2 of 2,,68,74
318,3,2:18.0,,J. Smith makes 2-pt hook shot from 8 ft (assist by J. Crawford),68,76
319,3,2:06.0,Turnover by D. Wade (lost ball),,68,76
320,3,1:53.0,,J. Crawford misses 2-pt jump shot from 15 ft,68,76
321,3,1:51.0,Defensive rebound by H. Whiteside,,68,76
322,3,1:42.0,Turnover by D. Wade (lost ball; steal by W. Johnson),,68,76
323,3,1:27.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by P. Prigioni),68,79
324,3,1:19.0,Turnover by H. Whiteside (bad pass; steal by P. Prigioni),,68,79
325,3,1:10.0,,J. Crawford misses 3-pt jump shot from 22 ft,68,79
326,3,1:09.0,Defensive rebound by G. Green,,68,79
327,3,1:00.0,Turnover by T. Johnson (bad pass; steal by P. Prigioni),,68,79
328,3,0:42.0,,A. Rivers misses 2-pt layup from 1 ft (block by H. Whiteside),68,79
329,3,0:41.0,Defensive rebound by D. Wade,,68,79
330,3,0:38.0,Turnover by D. Wade (lost ball; steal by P. Prigioni),,68,79
331,3,0:29.0,,Turnover by W. Johnson (bad pass; steal by L. Deng),68,79
332,3,0:24.0,D. Wade misses 2-pt jump shot from 2 ft,,68,79
333,3,0:24.0,Offensive rebound by D. Wade,,68,79
334,3,0:24.0,Shooting foul by J. Crawford (drawn by D. Wade),,68,79
335,3,0:24.0,D. Wade makes free throw 1 of 2,,69,79
336,3,0:24.0,D. Wade misses free throw 2 of 2,,69,79
337,3,0:23.0,,Defensive rebound by J. Crawford,69,79
338,3,0:02.0,,J. Crawford misses 2-pt jump shot from 20 ft,69,79
339,3,0:01.0,Defensive rebound by L. Deng,,69,79
340,4,11:34.0,T. Johnson misses 2-pt layup from 3 ft (block by W. Johnson),,69,79
341,4,11:33.0,,Defensive rebound by J. Smith,69,79
342,4,11:21.0,,J. Crawford makes 2-pt layup at rim,69,81
343,4,11:00.0,G. Green misses 3-pt jump shot from 27 ft,,69,81
344,4,11:00.0,Offensive rebound by Team,,69,81
345,4,11:00.0,,Loose ball foul by W. Johnson (drawn by C. Bosh),69,81
346,4,10:59.0,Turnover by B. Udrih (bad pass; steal by J. Smith),,69,81
347,4,10:54.0,,J. Smith makes 2-pt dunk at rim,69,83
348,4,10:40.0,C. Bosh misses 3-pt jump shot from 24 ft,,69,83
349,4,10:39.0,,Defensive rebound by P. Prigioni,69,83
350,4,10:32.0,,Personal block foul by T. Johnson (drawn by J. Crawford),69,83
351,4,10:27.0,,Inbound foul by G. Green,69,83
352,4,10:27.0,,A. Rivers makes free throw 1 of 2,69,84
353,4,10:27.0,,A. Rivers makes free throw 2 of 2,69,85
354,4,10:27.0,Miami full timeout,,69,85
355,4,10:27.0,L. Deng enters the game for T. Johnson,,69,85
356,4,10:13.0,B. Udrih misses 2-pt jump shot from 16 ft,,69,85
357,4,10:11.0,,Defensive rebound by P. Prigioni,69,85
358,4,9:57.0,,J. Smith misses 2-pt jump shot from 19 ft,69,85
359,4,9:56.0,Defensive rebound by L. Deng,,69,85
360,4,9:47.0,Personal foul by W. Johnson (drawn by C. Bosh),,69,85
361,4,9:47.0,Offensive foul by H. Whiteside (drawn by P. Prigioni),,69,85
362,4,9:47.0,Turnover by H. Whiteside (offensive foul),,69,85
363,4,9:35.0,,A. Rivers makes 2-pt layup from 1 ft,69,87
364,4,9:28.0,Turnover by G. Green (bad pass; steal by P. Prigioni),,69,87
365,4,9:23.0,,J. Crawford misses 2-pt layup from 1 ft,69,87
366,4,9:21.0,Defensive rebound by C. Bosh,,69,87
367,4,9:19.0,Shooting foul by J. Smith (drawn by H. Whiteside),,69,87
368,4,9:19.0,H. Whiteside misses free throw 1 of 2,,69,87
369,4,9:19.0,Offensive rebound by Team,,69,87
370,4,9:19.0,T. Johnson enters the game for G. Green,,69,87
371,4,9:19.0,H. Whiteside makes free throw 2 of 2,,70,87
372,4,9:09.0,,Turnover by Team (back court),70,87
373,4,9:09.0,,Violation by Team (delay of game),70,87
374,4,8:56.0,H. Whiteside makes 2-pt dunk at rim (assist by C. Bosh),,72,87
375,4,8:39.0,,J. Crawford misses 2-pt jump shot from 18 ft,72,87
376,4,8:39.0,Defensive rebound by H. Whiteside,,72,87
377,4,8:37.0,Turnover by H. Whiteside (bad pass; steal by J. Smith),,72,87
378,4,8:21.0,,J. Smith misses 3-pt jump shot from 26 ft,72,87
379,4,8:20.0,,Offensive rebound by W. Johnson,72,87
380,4,8:05.0,,J. Smith misses 2-pt jump shot from 6 ft,72,87
381,4,8:03.0,,Offensive rebound by W. Johnson,72,87
382,4,7:51.0,,Shooting foul by L. Deng (drawn by J. Crawford),72,87
383,4,7:51.0,,J. Crawford makes free throw 1 of 2,72,88
