,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
132,2,9:52.0,Turnover by C. Landry (bad pass; steal by A. Gee),,29,43
133,2,9:47.0,,A. Gee misses 2-pt jump shot from 4 ft,29,43
134,2,9:46.0,Defensive rebound by I. Canaan,,29,43
135,2,9:27.0,Turnover by T. McConnell (lost ball; steal by J. Holiday),,29,43
136,2,9:23.0,,A. Gee makes 2-pt dunk at rim (assist by J. Holiday),29,45
137,2,9:04.0,Personal foul by A. Gee,,29,45
138,2,9:04.0,I. Smith enters the game for T. McConnell,,29,45
139,2,9:04.0,,D. Cunningham enters the game for A. Gee,29,45
140,2,8:53.0,Turnover by N. Noel (bad pass),,29,45
141,2,8:53.0,Official timeout,,29,45
142,2,8:52.0,,Turnover by N. Cole (traveling),29,45
143,2,8:41.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by C. Landry),,32,45
144,2,8:18.0,,R. Anderson makes 2-pt jump shot from 8 ft (assist by J. Holiday),32,47
145,2,8:00.0,Personal foul by R. Anderson,,32,47
146,2,7:50.0,Turnover by H. Thompson (bad pass; steal by R. Anderson),,32,47
147,2,7:41.0,,J. Holiday misses 3-pt jump shot from 24 ft,32,47
148,2,7:40.0,Defensive rebound by H. Thompson,,32,47
149,2,7:25.0,Turnover by I. Canaan (traveling),,32,47
150,2,7:25.0,R. Covington enters the game for H. Thompson,,32,47
151,2,7:25.0,N. Stauskas enters the game for I. Canaan,,32,47
152,2,7:17.0,,Shooting foul by N. Stauskas (drawn by R. Anderson),32,47
153,2,7:17.0,,R. Anderson makes free throw 1 of 2,32,48
154,2,7:17.0,,A. Davis enters the game for A. Ajinça,32,48
155,2,7:17.0,,B. Dejean-Jones enters the game for J. Holiday,32,48
156,2,7:17.0,,R. Anderson makes free throw 2 of 2,32,49
157,2,7:01.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by I. Smith),,35,49
158,2,6:41.0,,R. Anderson makes 2-pt layup from 2 ft (assist by N. Cole),35,51
159,2,6:32.0,I. Smith makes 2-pt jump shot from 4 ft,,37,51
160,2,6:25.0,,N. Cole misses 2-pt jump shot from 19 ft,37,51
161,2,6:24.0,Defensive rebound by R. Covington,,37,51
162,2,6:18.0,I. Smith makes 2-pt layup from 1 ft,,39,51
163,2,6:09.0,,New Orleans full timeout,39,51
164,2,6:00.0,,A. Davis misses 2-pt jump shot from 7 ft (block by N. Noel),39,51
165,2,6:00.0,,Offensive rebound by A. Davis,39,51
166,2,6:00.0,,Personal foul by R. Covington,39,51
167,2,6:00.0,J. Grant enters the game for C. Landry,,39,51
168,2,5:49.0,,A. Davis misses 2-pt jump shot from 20 ft,39,51
169,2,5:48.0,Defensive rebound by Team,,39,51
170,2,5:33.0,N. Stauskas misses 3-pt jump shot from 24 ft,,39,51
171,2,5:32.0,,Defensive rebound by N. Cole,39,51
172,2,5:25.0,,Turnover by B. Dejean-Jones (lost ball; steal by R. Covington),39,51
173,2,5:21.0,Turnover by R. Covington (traveling),,39,51
174,2,5:12.0,,Turnover by N. Cole (bad pass; steal by N. Noel),39,51
175,2,5:09.0,N. Noel makes 2-pt dunk at rim,,41,51
176,2,4:57.0,,N. Cole makes 2-pt layup from 1 ft,41,53
177,2,4:44.0,Shooting foul by B. Dejean-Jones (drawn by J. Grant),,41,53
178,2,4:44.0,J. Grant makes free throw 1 of 2,,42,53
179,2,4:44.0,J. Grant makes free throw 2 of 2,,43,53
180,2,4:28.0,,N. Cole makes 2-pt jump shot from 12 ft,43,55
181,2,4:17.0,N. Noel makes 2-pt jump shot from 16 ft (assist by I. Smith),,45,55
182,2,4:04.0,,B. Dejean-Jones makes 3-pt jump shot from 24 ft (assist by N. Cole),45,58
183,2,3:47.0,,J. Holiday enters the game for N. Cole,45,58
184,2,3:40.0,I. Smith misses 3-pt jump shot from 26 ft,,45,58
185,2,3:39.0,,Defensive rebound by B. Dejean-Jones,45,58
186,2,3:37.0,,Shooting foul by R. Covington (drawn by A. Davis),45,58
187,2,3:37.0,,A. Davis makes free throw 1 of 2,45,59
188,2,3:37.0,H. Thompson enters the game for R. Covington,,45,59
189,2,3:37.0,,A. Davis makes free throw 2 of 2,45,60
190,2,3:22.0,J. Grant makes 2-pt layup from 1 ft,,47,60
191,2,3:13.0,,B. Dejean-Jones makes 2-pt jump shot from 21 ft,47,62
192,2,2:47.0,H. Thompson misses 2-pt jump shot from 14 ft,,47,62
193,2,2:47.0,,Defensive rebound by B. Dejean-Jones,47,62
194,2,2:40.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),47,64
195,2,2:14.0,Turnover by I. Smith (bad pass; steal by A. Davis),,47,64
196,2,2:08.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),47,67
197,2,2:07.0,Philadelphia full timeout,,47,67
198,2,2:07.0,C. Landry enters the game for N. Noel,,47,67
199,2,1:54.0,Turnover by N. Stauskas (bad pass; steal by A. Davis),,47,67
200,2,1:49.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),47,69
201,2,1:28.0,I. Smith makes 2-pt layup from 1 ft,,49,69
202,2,1:22.0,,J. Holiday misses 3-pt jump shot from 24 ft,49,69
203,2,1:19.0,Defensive rebound by I. Smith,,49,69
204,2,1:09.0,Turnover by I. Smith (bad pass; steal by J. Holiday),,49,69
205,2,1:06.0,,R. Anderson misses 3-pt jump shot from 24 ft,49,69
206,2,1:02.0,Defensive rebound by N. Stauskas,,49,69
207,2,0:46.0,Shooting foul by A. Davis (drawn by J. Grant),,49,69
208,2,0:46.0,J. Grant makes free throw 1 of 2,,50,69
209,2,0:46.0,J. Grant makes free throw 2 of 2,,51,69
210,2,0:28.0,,Shooting foul by N. Stauskas (drawn by R. Anderson),51,69
211,2,0:28.0,,R. Anderson makes free throw 1 of 2,51,70
212,2,0:28.0,,R. Anderson makes free throw 2 of 2,51,71
213,2,0:12.0,I. Smith misses 3-pt jump shot from 24 ft,,51,71
214,2,0:11.0,,Defensive rebound by B. Dejean-Jones,51,71
215,2,0:05.0,,Turnover by J. Holiday (bad pass; steal by I. Smith),51,71
216,2,0:01.0,Shooting foul by B. Dejean-Jones (drawn by I. Smith),,51,71
217,2,0:01.0,,Ö. Aşık enters the game for J. Holiday,51,71
218,2,0:01.0,R. Covington enters the game for J. Grant,,51,71
219,2,0:01.0,,T. Douglas enters the game for B. Dejean-Jones,51,71
220,2,0:01.0,I. Smith misses free throw 1 of 2,,51,71
221,2,0:01.0,Offensive rebound by Team,,51,71
222,2,0:01.0,I. Smith makes free throw 2 of 2,,52,71
223,2,0:00.0,,Turnover by A. Davis (bad pass),52,71
224,2,0:00.0,N. Stauskas makes 3-pt jump shot from 29 ft (assist by I. Smith),,55,71
225,3,11:38.0,N. Stauskas misses 3-pt jump shot from 27 ft,,55,71
226,3,11:38.0,,Defensive rebound by A. Davis,55,71
227,3,11:21.0,,Turnover by A. Davis (lost ball; steal by I. Smith),55,71
228,3,11:18.0,Personal foul by D. Cunningham,,55,71
229,3,11:06.0,J. Okafor makes 2-pt jump shot from 9 ft,,57,71
230,3,10:54.0,,A. Davis misses 2-pt jump shot from 19 ft,57,71
231,3,10:53.0,Defensive rebound by J. Okafor,,57,71
232,3,10:40.0,N. Noel makes 2-pt hook shot from 10 ft,,59,71
233,3,10:19.0,,Turnover by N. Cole (bad pass; steal by I. Smith),59,71
234,3,10:00.0,Personal foul by A. Davis,,59,71
235,3,9:53.0,I. Smith makes 2-pt layup from 1 ft,,61,71
236,3,9:53.0,,New Orleans full timeout,61,71
237,3,9:38.0,,A. Davis misses 2-pt jump shot from 15 ft,61,71
238,3,9:37.0,Defensive rebound by N. Noel,,61,71
239,3,9:23.0,J. Okafor makes 2-pt jump shot from 5 ft,,63,71
240,3,9:06.0,,N. Cole misses 2-pt jump shot from 8 ft,63,71
241,3,9:05.0,,Offensive rebound by Ö. Aşık,63,71
242,3,9:05.0,,Ö. Aşık misses 2-pt layup at rim,63,71
243,3,9:04.0,,Offensive rebound by Ö. Aşık,63,71
244,3,9:04.0,,Ö. Aşık makes 2-pt layup at rim,63,73
245,3,8:49.0,Shooting foul by A. Davis (drawn by N. Noel),,63,73
246,3,8:49.0,N. Noel makes free throw 1 of 2,,64,73
247,3,8:49.0,N. Noel makes free throw 2 of 2,,65,73
248,3,8:31.0,,Shooting foul by N. Noel (drawn by A. Davis),65,73
249,3,8:31.0,,A. Davis makes free throw 1 of 2,65,74
250,3,8:31.0,,A. Davis makes free throw 2 of 2,65,75
251,3,8:22.0,Turnover by R. Covington (discontinued dribble),,65,75
252,3,8:08.0,,A. Davis misses 2-pt jump shot from 5 ft,65,75
253,3,8:06.0,Defensive rebound by I. Smith,,65,75
254,3,8:01.0,N. Noel makes 2-pt dunk at rim (assist by I. Smith),,67,75
255,3,7:48.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by N. Cole),67,77
256,3,7:33.0,Shooting foul by Ö. Aşık (drawn by J. Okafor),,67,77
257,3,7:33.0,J. Okafor makes free throw 1 of 2,,68,77
258,3,7:33.0,,J. Holiday enters the game for N. Cole,68,77
259,3,7:33.0,,T. Douglas enters the game for B. Dejean-Jones,68,77
260,3,7:33.0,J. Okafor makes free throw 2 of 2,,69,77
261,3,7:23.0,,J. Holiday makes 2-pt jump shot from 9 ft,69,79
262,3,7:02.0,N. Noel misses 2-pt jump shot from 16 ft,,69,79
263,3,7:01.0,,Defensive rebound by D. Cunningham,69,79
264,3,6:52.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by T. Douglas),69,81
265,3,6:51.0,Philadelphia full timeout,,69,81
266,3,6:27.0,I. Smith misses 3-pt jump shot from 28 ft,,69,81
267,3,6:26.0,Offensive rebound by Team,,69,81
268,3,6:26.0,Turnover by Team (shot clock),,69,81
269,3,6:12.0,,Turnover by J. Holiday (lost ball; steal by I. Smith),69,81
270,3,6:01.0,Turnover by I. Smith (lost ball; steal by J. Holiday),,69,81
271,3,5:48.0,,J. Holiday misses 3-pt jump shot from 25 ft,69,81
272,3,5:47.0,Defensive rebound by N. Noel,,69,81
273,3,5:28.0,Personal foul by T. Douglas,,69,81
274,3,5:28.0,N. Noel makes free throw 1 of 2,,70,81
275,3,5:28.0,H. Thompson enters the game for R. Covington,,70,81
276,3,5:28.0,K. Marshall enters the game for I. Smith,,70,81
277,3,5:28.0,N. Noel makes free throw 2 of 2,,71,81
278,3,5:18.0,,Shooting foul by N. Stauskas (drawn by J. Holiday),71,81
279,3,5:18.0,,J. Holiday makes free throw 1 of 2,71,82
280,3,5:18.0,J. Grant enters the game for N. Noel,,71,82
281,3,5:18.0,,J. Holiday misses free throw 2 of 2,71,82
282,3,5:17.0,,Offensive rebound by Ö. Aşık,71,82
283,3,5:17.0,,Personal foul by J. Grant,71,82
284,3,5:12.0,,J. Holiday makes 2-pt jump shot from 14 ft,71,84
285,3,5:01.0,J. Okafor makes 2-pt layup from 2 ft (assist by N. Stauskas),,73,84
286,3,4:50.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),73,86
287,3,4:34.0,J. Okafor makes 2-pt jump shot from 5 ft,,75,86
288,3,4:22.0,,A. Davis misses 3-pt jump shot from 23 ft,75,86
289,3,4:21.0,Defensive rebound by N. Stauskas,,75,86
290,3,4:05.0,I. Canaan enters the game for N. Stauskas,,75,86
291,3,4:00.0,J. Okafor makes 2-pt jump shot from 14 ft (assist by K. Marshall),,77,86
292,3,3:42.0,,Shooting foul by J. Okafor (drawn by A. Davis),77,86
293,3,3:42.0,,A. Davis misses free throw 1 of 2,77,86
294,3,3:42.0,,Offensive rebound by Team,77,86
295,3,3:42.0,,A. Davis makes free throw 2 of 2,77,87
296,3,3:28.0,H. Thompson misses 2-pt jump shot from 23 ft,,77,87
297,3,3:27.0,,Defensive rebound by Ö. Aşık,77,87
298,3,3:17.0,,A. Davis misses 2-pt jump shot from 13 ft,77,87
299,3,3:16.0,,Offensive rebound by Ö. Aşık,77,87
300,3,3:15.0,,Ö. Aşık makes 2-pt hook shot from 2 ft,77,89
301,3,3:04.0,J. Grant makes 2-pt layup from 2 ft,,79,89
302,3,2:46.0,,A. Davis misses 2-pt jump shot from 17 ft,79,89
303,3,2:44.0,Defensive rebound by J. Okafor,,79,89
304,3,2:32.0,Shooting block foul by Ö. Aşık (drawn by J. Okafor),,79,89
305,3,2:32.0,J. Okafor makes free throw 1 of 2,,80,89
306,3,2:32.0,J. Okafor makes free throw 2 of 2,,81,89
307,3,2:07.0,,A. Davis misses 2-pt layup from 2 ft (block by J. Grant),81,89
308,3,2:05.0,Defensive rebound by H. Thompson,,81,89
309,3,2:00.0,I. Canaan misses 3-pt jump shot from 24 ft,,81,89
310,3,1:59.0,,Defensive rebound by Ö. Aşık,81,89
311,3,1:51.0,,T. Douglas misses 3-pt jump shot from 25 ft,81,89
312,3,1:50.0,,Offensive rebound by T. Douglas,81,89
313,3,1:35.0,,J. Holiday misses 2-pt jump shot from 14 ft,81,89
314,3,1:34.0,,Offensive rebound by Ö. Aşık,81,89
315,3,1:34.0,,Shooting foul by K. Marshall (drawn by Ö. Aşık),81,89
316,3,1:34.0,,Ö. Aşık makes free throw 1 of 2,81,90
317,3,1:34.0,N. Noel enters the game for J. Okafor,,81,90
318,3,1:34.0,,Ö. Aşık misses free throw 2 of 2,81,90
319,3,1:33.0,Defensive rebound by I. Canaan,,81,90
320,3,1:18.0,K. Marshall makes 3-pt jump shot from 24 ft (assist by N. Noel),,84,90
321,3,1:02.0,,Turnover by J. Holiday (lost ball; steal by K. Marshall),84,90
322,3,0:52.0,K. Marshall makes 3-pt jump shot from 27 ft (assist by J. Grant),,87,90
323,3,0:38.0,,T. Douglas misses 3-pt jump shot from 23 ft,87,90
324,3,0:37.0,Defensive rebound by H. Thompson,,87,90
325,3,0:29.0,H. Thompson misses 3-pt jump shot from 25 ft,,87,90
326,3,0:28.0,,Defensive rebound by J. Holiday,87,90
327,3,0:13.0,,Personal foul by H. Thompson,87,90
328,3,0:13.0,,A. Davis makes free throw 1 of 2,87,91
329,3,0:13.0,,R. Anderson enters the game for Ö. Aşık,87,91
330,3,0:13.0,,A. Gee enters the game for D. Cunningham,87,91
331,3,0:13.0,R. Covington enters the game for J. Grant,,87,91
332,3,0:13.0,,A. Davis makes free throw 2 of 2,87,92
333,3,0:01.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by N. Noel),,90,92
334,3,0:00.0,,A. Davis misses 3-pt jump shot from 48 ft,90,92
335,3,0:00.0,,Offensive rebound by Team,90,92
336,4,11:49.0,,J. Holiday makes 2-pt jump shot from 14 ft,90,94
337,4,11:34.0,,Offensive charge foul by J. Grant (drawn by R. Anderson),90,94
338,4,11:34.0,Turnover by J. Grant (offensive foul),,90,94
339,4,11:34.0,,A. Ajinça enters the game for A. Davis,90,94
340,4,11:18.0,,R. Anderson misses 2-pt layup from 2 ft (block by J. Grant),90,94
341,4,11:18.0,,Offensive rebound by Team,90,94
342,4,11:15.0,,A. Ajinça misses 2-pt jump shot from 15 ft,90,94
343,4,11:14.0,Defensive rebound by N. Noel,,90,94
344,4,11:08.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by K. Marshall),,93,94
345,4,10:51.0,,A. Ajinça makes 2-pt jump shot from 4 ft (assist by J. Holiday),93,96
346,4,10:32.0,N. Noel misses 2-pt jump shot from 4 ft (block by A. Ajinça),,93,96
347,4,10:32.0,,Defensive rebound by Team,93,96
348,4,10:23.0,,J. Holiday makes 2-pt jump shot from 18 ft,93,98
349,4,10:05.0,J. Grant misses 2-pt jump shot from 15 ft,,93,98
350,4,10:04.0,,Defensive rebound by R. Anderson,93,98
351,4,9:56.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Holiday),93,101
352,4,9:56.0,Philadelphia full timeout,,93,101
353,4,9:41.0,N. Noel makes 2-pt dunk at rim (assist by K. Marshall),,95,101
354,4,9:41.0,Shooting foul by J. Holiday (drawn by N. Noel),,95,101
355,4,9:41.0,N. Noel misses free throw 1 of 1,,95,101
356,4,9:41.0,,Defensive rebound by J. Holiday,95,101
357,4,9:31.0,,Shooting foul by N. Noel (drawn by A. Ajinça),95,101
358,4,9:31.0,,A. Ajinça makes free throw 1 of 2,95,102
359,4,9:31.0,J. Okafor enters the game for N. Noel,,95,102
360,4,9:31.0,,A. Ajinça makes free throw 2 of 2,95,103
361,4,9:17.0,Shooting foul by N. Cole (drawn by K. Marshall),,95,103
362,4,9:17.0,K. Marshall misses free throw 1 of 2,,95,103
363,4,9:17.0,Offensive rebound by Team,,95,103
364,4,9:17.0,K. Marshall makes free throw 2 of 2,,96,103
365,4,9:06.0,,Personal block foul by J. Grant,96,103
366,4,9:06.0,R. Covington enters the game for J. Grant,,96,103
367,4,8:57.0,,R. Anderson misses 3-pt jump shot from 26 ft,96,103
368,4,8:56.0,Defensive rebound by H. Thompson,,96,103
369,4,8:34.0,K. Marshall makes 2-pt layup from 1 ft,,98,103
370,4,8:21.0,,Personal foul by K. Marshall,98,103
371,4,8:16.0,,Turnover by R. Anderson (traveling),98,103
372,4,8:05.0,R. Covington misses 3-pt jump shot from 28 ft,,98,103
373,4,8:04.0,,Defensive rebound by A. Ajinça,98,103
374,4,7:54.0,,R. Anderson makes 2-pt layup from 2 ft (assist by N. Cole),98,105
375,4,7:31.0,I. Canaan misses 3-pt jump shot from 24 ft,,98,105
376,4,7:30.0,,Defensive rebound by A. Ajinça,98,105
377,4,7:16.0,,J. Holiday misses 2-pt jump shot from 11 ft,98,105
378,4,7:15.0,Defensive rebound by J. Okafor,,98,105
379,4,6:58.0,J. Okafor misses 2-pt jump shot from 16 ft,,98,105
380,4,6:57.0,,Defensive rebound by N. Cole,98,105
381,4,6:39.0,,Shooting foul by J. Okafor (drawn by N. Cole),98,105
382,4,6:39.0,,N. Cole misses free throw 1 of 2,98,105
383,4,6:39.0,,Offensive rebound by Team,98,105
384,4,6:39.0,,A. Davis enters the game for A. Ajinça,98,105
385,4,6:39.0,I. Smith enters the game for R. Covington,,98,105
386,4,6:39.0,N. Stauskas enters the game for I. Canaan,,98,105
387,4,6:39.0,N. Noel enters the game for K. Marshall,,98,105
