,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
382,4,1:01.0,Violation by J. Holiday (kicked ball),,115,108
383,4,1:01.0,,New Orleans full timeout,115,108
384,4,0:55.0,,J. Ennis makes 2-pt layup from 1 ft (assist by J. Hamilton),115,110
385,4,0:55.0,,Shooting foul by N. Mirotić (drawn by J. Ennis),115,110
386,4,0:55.0,,J. Ennis makes free throw 1 of 1,115,111
387,4,0:51.0,Personal foul by J. Ennis,,115,111
388,4,0:51.0,J. Butler makes free throw 1 of 2,,116,111
389,4,0:51.0,J. Butler makes free throw 2 of 2,,117,111
390,4,0:43.0,,T. Frazier misses 3-pt jump shot from 26 ft,117,111
391,4,0:42.0,Defensive rebound by D. McDermott,,117,111
392,4,0:42.0,Personal take foul by D. Cunningham,,117,111
393,4,0:42.0,D. McDermott makes free throw 1 of 2,,118,111
394,4,0:42.0,D. McDermott makes free throw 2 of 2,,119,111
395,4,0:42.0,,New Orleans full timeout,119,111
396,4,0:32.0,,J. Hamilton makes 2-pt layup from 1 ft (assist by J. Ennis),119,113
397,4,0:25.0,Chicago full timeout,,119,113
398,4,0:18.0,Personal take foul by D. Cunningham,,119,113
399,4,0:18.0,N. Mirotić makes free throw 1 of 2,,120,113
400,4,0:18.0,N. Mirotić makes free throw 2 of 2,,121,113
401,4,0:09.0,,J. Hamilton makes 2-pt layup from 2 ft,121,115
402,4,0:09.0,,Shooting foul by J. Holiday (drawn by J. Hamilton),121,115
403,4,0:09.0,,J. Hamilton makes free throw 1 of 1,121,116
