,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
67,1,3:42.0,,Defensive rebound by L. Scola,17,15
68,1,3:39.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Scola),17,18
69,1,3:21.0,B. Knight misses 2-pt jump shot from 21 ft,,17,18
70,1,3:21.0,,Defensive rebound by B. Biyombo,17,18
71,1,3:10.0,,K. Lowry misses 2-pt jump shot from 19 ft,17,18
72,1,3:10.0,,Offensive rebound by B. Biyombo,17,18
73,1,3:06.0,,Turnover by B. Biyombo (traveling),17,18
74,1,3:06.0,,P. Patterson enters the game for L. Scola,17,18
75,1,3:06.0,Phoenix full timeout,,17,18
76,1,3:06.0,,L. Nogueira enters the game for B. Biyombo,17,18
77,1,2:50.0,J. Leuer misses 2-pt hook shot from 5 ft,,17,18
78,1,2:48.0,,Defensive rebound by K. Lowry,17,18
79,1,2:39.0,,K. Lowry misses 2-pt layup from 2 ft (block by J. Leuer),17,18
80,1,2:38.0,Defensive rebound by T. Warren,,17,18
81,1,2:30.0,M. Morris misses 2-pt jump shot from 9 ft,,17,18
82,1,2:29.0,Offensive rebound by T. Warren,,17,18
83,1,2:25.0,T. Warren misses 2-pt layup from 1 ft,,17,18
84,1,2:25.0,,Defensive rebound by K. Lowry,17,18
85,1,2:19.0,,C. Joseph misses 2-pt jump shot from 18 ft,17,18
86,1,2:17.0,,Offensive rebound by D. Carroll,17,18
87,1,2:09.0,,C. Joseph misses 2-pt jump shot from 5 ft,17,18
88,1,2:08.0,Defensive rebound by M. Morris,,17,18
89,1,1:59.0,Shooting foul by D. Carroll (drawn by B. Knight),,17,18
90,1,1:59.0,B. Knight makes free throw 1 of 2,,18,18
91,1,1:59.0,B. Knight makes free throw 2 of 2,,19,18
92,1,1:45.0,,Turnover by K. Lowry (bad pass; steal by B. Knight),19,18
93,1,1:41.0,B. Knight misses 2-pt jump shot from 3 ft (block by C. Joseph),,19,18
94,1,1:41.0,,Defensive rebound by Team,19,18
95,1,1:22.0,,K. Lowry misses 3-pt jump shot from 23 ft,19,18
96,1,1:20.0,Defensive rebound by R. Price,,19,18
97,1,1:11.0,M. Morris misses 2-pt layup from 2 ft,,19,18
98,1,1:11.0,,Defensive rebound by D. Carroll,19,18
99,1,1:01.0,,P. Patterson misses 3-pt jump shot from 23 ft,19,18
100,1,1:01.0,Defensive rebound by J. Leuer,,19,18
101,1,0:55.0,T. Warren misses 2-pt jump shot from 12 ft,,19,18
102,1,0:53.0,Offensive rebound by M. Morris,,19,18
103,1,0:51.0,Turnover by M. Morris (bad pass; steal by L. Nogueira),,19,18
104,1,0:44.0,,C. Joseph misses 2-pt layup from 4 ft,19,18
105,1,0:44.0,Defensive rebound by J. Leuer,,19,18
106,1,0:36.0,T. Warren makes 2-pt jump shot from 3 ft (assist by R. Price),,21,18
107,1,0:11.0,,D. Carroll misses 2-pt jump shot from 15 ft (block by T. Warren),21,18
108,1,0:09.0,,Offensive rebound by L. Nogueira,21,18
109,1,0:06.0,,L. Nogueira misses 3-pt jump shot from 24 ft,21,18
110,1,0:05.0,Defensive rebound by M. Morris,,21,18
111,1,0:00.0,J. Leuer misses 3-pt jump shot from 25 ft,,21,18
112,1,0:00.0,,Defensive rebound by P. Patterson,21,18
113,2,11:42.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,24,18
114,2,11:24.0,,P. Patterson misses 2-pt jump shot from 12 ft,24,18
115,2,11:23.0,Defensive rebound by T. Warren,,24,18
116,2,11:12.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by R. Price),,27,18
117,2,10:58.0,,D. DeRozan makes 2-pt layup from 1 ft,27,20
118,2,10:48.0,E. Bledsoe misses 2-pt layup from 3 ft,,27,20
119,2,10:47.0,,Defensive rebound by L. Nogueira,27,20
120,2,10:36.0,,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),27,22
121,2,10:21.0,Turnover by R. Price (bad pass),,27,22
122,2,10:08.0,,D. DeRozan makes 2-pt jump shot from 12 ft,27,24
123,2,10:08.0,,Shooting foul by J. Leuer (drawn by D. DeRozan),27,24
124,2,10:08.0,,D. DeRozan makes free throw 1 of 1,27,25
125,2,9:56.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,30,25
126,2,9:28.0,,C. Joseph misses 2-pt jump shot from 15 ft,30,25
127,2,9:28.0,Defensive rebound by T. Warren,,30,25
128,2,9:19.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by R. Price),,33,25
129,2,9:07.0,,Toronto full timeout,33,25
130,2,9:07.0,,B. Biyombo enters the game for P. Patterson,33,25
131,2,9:07.0,,J. Johnson enters the game for L. Nogueira,33,25
132,2,8:57.0,,D. DeRozan makes 2-pt jump shot from 17 ft (assist by J. Johnson),33,27
133,2,8:36.0,J. Leuer misses 3-pt jump shot from 23 ft,,33,27
134,2,8:34.0,Offensive rebound by R. Price,,33,27
135,2,8:25.0,T. Warren misses 3-pt jump shot from 22 ft,,33,27
136,2,8:24.0,,Defensive rebound by C. Joseph,33,27
137,2,8:11.0,,D. DeRozan makes 2-pt jump shot from 6 ft,33,29
138,2,8:02.0,Personal foul by D. DeRozan (drawn by M. Teletović),,33,29
139,2,8:02.0,A. Len enters the game for J. Leuer,,33,29
140,2,8:02.0,P. Tucker enters the game for T. Warren,,33,29
141,2,7:48.0,R. Price misses 3-pt jump shot from 25 ft,,33,29
142,2,7:45.0,,Defensive rebound by C. Joseph,33,29
143,2,7:42.0,,Offensive foul by B. Biyombo (drawn by P. Tucker),33,29
144,2,7:42.0,,Turnover by B. Biyombo (offensive foul),33,29
145,2,7:23.0,M. Teletović makes 2-pt jump shot from 21 ft,,35,29
146,2,7:08.0,,Turnover by D. DeRozan (bad pass),35,29
147,2,7:01.0,E. Bledsoe misses 2-pt layup from 2 ft (block by B. Biyombo),,35,29
148,2,6:59.0,,Defensive rebound by D. DeRozan,35,29
149,2,6:50.0,,J. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),35,31
150,2,6:38.0,R. Price misses 2-pt layup from 1 ft,,35,31
151,2,6:38.0,Offensive rebound by Team,,35,31
152,2,6:37.0,Turnover by P. Tucker (bad pass; steal by J. Johnson),,35,31
153,2,6:30.0,,J. Johnson makes 2-pt layup from 1 ft,35,33
154,2,6:10.0,R. Price misses 3-pt jump shot from 24 ft,,35,33
155,2,6:10.0,,Defensive rebound by C. Joseph,35,33
156,2,5:58.0,,D. DeRozan misses 2-pt jump shot from 14 ft,35,33
157,2,5:57.0,,Offensive rebound by B. Biyombo,35,33
158,2,5:51.0,,J. Johnson misses 2-pt layup from 2 ft,35,33
159,2,5:49.0,Defensive rebound by P. Tucker,,35,33
160,2,5:42.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,38,33
161,2,5:23.0,,T. Ross misses 3-pt jump shot from 24 ft,38,33
162,2,5:22.0,Defensive rebound by P. Tucker,,38,33
163,2,5:16.0,E. Bledsoe misses 2-pt layup from 1 ft (block by B. Biyombo),,38,33
164,2,5:16.0,Offensive rebound by Team,,38,33
165,2,5:16.0,Official timeout,,38,33
166,2,5:16.0,B. Knight enters the game for R. Price,,38,33
167,2,5:16.0,,D. Carroll enters the game for T. Ross,38,33
168,2,5:16.0,,K. Lowry enters the game for J. Johnson,38,33
169,2,5:15.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by M. Teletović),,40,33
170,2,5:15.0,Shooting foul by C. Joseph (drawn by E. Bledsoe),,40,33
171,2,5:15.0,E. Bledsoe misses free throw 1 of 1,,40,33
172,2,5:12.0,Offensive rebound by Team,,40,33
173,2,4:57.0,E. Bledsoe misses 2-pt jump shot from 5 ft (block by C. Joseph),,40,33
174,2,4:55.0,,Defensive rebound by Team,40,33
175,2,4:55.0,Loose ball foul by E. Bledsoe (drawn by K. Lowry),,40,33
176,2,4:38.0,,D. DeRozan misses 2-pt jump shot from 19 ft,40,33
177,2,4:37.0,Defensive rebound by B. Knight,,40,33
178,2,4:27.0,A. Len makes 2-pt jump shot from 11 ft (assist by B. Knight),,42,33
179,2,4:02.0,,B. Biyombo misses 2-pt layup from 4 ft (block by E. Bledsoe),42,33
180,2,4:00.0,Defensive rebound by E. Bledsoe,,42,33
181,2,3:53.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by B. Knight),,45,33
182,2,3:28.0,,C. Joseph misses 2-pt jump shot from 7 ft,45,33
183,2,3:27.0,,Offensive rebound by C. Joseph,45,33
184,2,3:22.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by D. DeRozan),45,36
185,2,3:13.0,M. Teletović misses 3-pt jump shot from 23 ft,,45,36
186,2,3:12.0,,Defensive rebound by K. Lowry,45,36
187,2,3:06.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),45,39
188,2,3:01.0,Phoenix full timeout,,45,39
189,2,3:01.0,M. Morris enters the game for M. Teletović,,45,39
190,2,2:48.0,B. Knight makes 2-pt jump shot from 9 ft,,47,39
191,2,2:34.0,,Shooting foul by M. Morris (drawn by D. DeRozan),47,39
192,2,2:34.0,,D. DeRozan makes free throw 1 of 2,47,40
193,2,2:34.0,,D. DeRozan makes free throw 2 of 2,47,41
194,2,2:10.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,47,41
195,2,2:09.0,,Defensive rebound by D. DeRozan,47,41
196,2,2:03.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),47,44
197,2,1:52.0,B. Knight misses 3-pt jump shot from 25 ft,,47,44
198,2,1:51.0,,Defensive rebound by B. Biyombo,47,44
199,2,1:36.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Carroll),47,47
200,2,1:17.0,M. Morris misses 2-pt jump shot from 3 ft,,47,47
201,2,1:16.0,,Defensive rebound by D. DeRozan,47,47
202,2,1:09.0,,D. DeRozan makes 2-pt layup from 1 ft,47,49
203,2,0:52.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,49,49
204,2,0:43.0,,Offensive foul by B. Biyombo (drawn by P. Tucker),49,49
205,2,0:43.0,,Turnover by B. Biyombo (offensive foul),49,49
206,2,0:31.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,49,49
207,2,0:31.0,E. Bledsoe makes free throw 1 of 2,,50,49
208,2,0:31.0,R. Price enters the game for M. Morris,,50,49
209,2,0:31.0,,L. Scola enters the game for B. Biyombo,50,49
210,2,0:31.0,J. Leuer enters the game for A. Len,,50,49
211,2,0:31.0,E. Bledsoe makes free throw 2 of 2,,51,49
212,2,0:07.0,,K. Lowry misses 3-pt jump shot from 24 ft,51,49
213,2,0:07.0,,Offensive rebound by Team,51,49
214,2,0:07.0,,Turnover by Team (shot clock),51,49
215,2,0:07.0,,B. Biyombo enters the game for L. Scola,51,49
216,2,0:07.0,Phoenix full timeout,,51,49
217,2,0:07.0,M. Teletović enters the game for P. Tucker,,51,49
218,2,0:02.0,Shooting foul by D. DeRozan (drawn by J. Leuer),,51,49
219,2,0:02.0,J. Leuer makes free throw 1 of 2,,52,49
220,2,0:02.0,J. Leuer makes free throw 2 of 2,,53,49
221,3,11:42.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,55,49
222,3,11:25.0,,Shooting foul by M. Morris (drawn by L. Scola),55,49
223,3,11:25.0,,L. Scola makes free throw 1 of 2,55,50
224,3,11:25.0,,L. Scola misses free throw 2 of 2,55,50
225,3,11:23.0,Defensive rebound by A. Len,,55,50
226,3,11:07.0,A. Len makes 2-pt hook shot from 6 ft (assist by E. Bledsoe),,57,50
227,3,10:50.0,,K. Lowry misses 3-pt jump shot from 24 ft,57,50
228,3,10:49.0,Defensive rebound by E. Bledsoe,,57,50
229,3,10:47.0,Turnover by E. Bledsoe (lost ball; steal by K. Lowry),,57,50
230,3,10:36.0,,D. DeRozan misses 2-pt jump shot from 19 ft,57,50
231,3,10:34.0,Defensive rebound by M. Morris,,57,50
232,3,10:23.0,M. Morris makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,59,50
233,3,10:06.0,,D. Carroll makes 2-pt jump shot from 11 ft,59,52
234,3,9:49.0,B. Knight misses 2-pt hook shot from 7 ft,,59,52
235,3,9:48.0,,Defensive rebound by L. Scola,59,52
236,3,9:29.0,,B. Biyombo makes 2-pt dunk at rim (assist by D. DeRozan),59,54
237,3,9:05.0,M. Morris misses 3-pt jump shot from 25 ft,,59,54
238,3,9:04.0,,Defensive rebound by D. Carroll,59,54
239,3,8:56.0,,D. DeRozan misses 3-pt jump shot from 23 ft,59,54
240,3,8:55.0,Defensive rebound by E. Bledsoe,,59,54
241,3,8:53.0,Personal foul by D. Carroll (drawn by E. Bledsoe),,59,54
242,3,8:45.0,A. Len misses 2-pt jump shot from 16 ft,,59,54
243,3,8:45.0,Offensive rebound by Team,,59,54
244,3,8:39.0,,Violation by B. Biyombo (kicked ball),59,54
245,3,8:31.0,E. Bledsoe misses 2-pt jump shot from 19 ft (block by D. DeRozan),,59,54
246,3,8:30.0,Offensive rebound by A. Len,,59,54
247,3,8:24.0,B. Knight makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,61,54
248,3,8:13.0,,Personal foul by E. Bledsoe (drawn by K. Lowry),61,54
249,3,8:05.0,,D. DeRozan makes 2-pt jump shot from 15 ft,61,56
250,3,7:54.0,,Offensive charge foul by M. Morris (drawn by L. Scola),61,56
251,3,7:54.0,Turnover by M. Morris (offensive foul),,61,56
252,3,7:54.0,J. Leuer enters the game for M. Morris,,61,56
253,3,7:30.0,,L. Scola makes 3-pt jump shot from 24 ft (assist by K. Lowry),61,59
254,3,7:12.0,P. Tucker misses 3-pt jump shot from 24 ft,,61,59
255,3,7:10.0,,Defensive rebound by K. Lowry,61,59
256,3,7:02.0,,K. Lowry makes 2-pt jump shot from 7 ft,61,61
257,3,7:02.0,Phoenix full timeout,,61,61
258,3,6:45.0,Shooting foul by D. DeRozan (drawn by E. Bledsoe),,61,61
259,3,6:45.0,E. Bledsoe makes free throw 1 of 2,,62,61
260,3,6:45.0,E. Bledsoe makes free throw 2 of 2,,63,61
261,3,6:32.0,,D. DeRozan makes 2-pt jump shot from 15 ft,63,63
262,3,6:13.0,B. Knight makes 3-pt jump shot from 24 ft (assist by A. Len),,66,63
263,3,6:00.0,,D. DeRozan makes 2-pt jump shot from 18 ft,66,65
264,3,5:45.0,P. Tucker makes 2-pt layup from 1 ft (assist by E. Bledsoe),,68,65
265,3,5:28.0,,Personal foul by P. Tucker (drawn by D. DeRozan),68,65
266,3,5:28.0,T. Warren enters the game for P. Tucker,,68,65
267,3,5:28.0,R. Price enters the game for E. Bledsoe,,68,65
268,3,5:14.0,,Turnover by Team (shot clock),68,65
269,3,4:59.0,J. Leuer makes 2-pt jump shot from 7 ft,,70,65
270,3,4:33.0,,L. Scola makes 3-pt jump shot from 24 ft (assist by D. DeRozan),70,68
271,3,4:09.0,J. Leuer makes 2-pt dunk at rim (assist by B. Knight),,72,68
272,3,4:01.0,,Toronto full timeout,72,68
273,3,4:01.0,,C. Joseph enters the game for D. Carroll,72,68
274,3,4:01.0,,P. Patterson enters the game for L. Scola,72,68
275,3,3:47.0,,P. Patterson misses 2-pt jump shot from 10 ft,72,68
276,3,3:47.0,Defensive rebound by J. Leuer,,72,68
277,3,3:29.0,T. Warren makes 2-pt jump shot from 13 ft (assist by B. Knight),,74,68
278,3,3:18.0,,D. DeRozan misses 2-pt layup from 2 ft (block by R. Price),74,68
279,3,3:18.0,,Offensive rebound by Team,74,68
280,3,3:02.0,,B. Biyombo misses 2-pt jump shot from 10 ft,74,68
281,3,3:02.0,Defensive rebound by J. Leuer,,74,68
282,3,2:56.0,B. Knight makes 3-pt jump shot from 25 ft,,77,68
283,3,2:29.0,,C. Joseph misses 2-pt layup from 3 ft (block by T. Warren),77,68
284,3,2:29.0,,Offensive rebound by Team,77,68
285,3,2:22.0,,K. Lowry misses 2-pt jump shot from 20 ft,77,68
286,3,2:21.0,Defensive rebound by T. Warren,,77,68
287,3,2:13.0,T. Warren misses 2-pt jump shot from 3 ft,,77,68
288,3,2:12.0,Offensive rebound by A. Len,,77,68
289,3,2:10.0,A. Len misses 2-pt dunk at rim,,77,68
290,3,2:09.0,,Defensive rebound by K. Lowry,77,68
291,3,2:08.0,,Turnover by K. Lowry (lost ball; steal by B. Knight),77,68
292,3,2:02.0,A. Len misses 2-pt hook shot from 2 ft,,77,68
293,3,2:00.0,,Defensive rebound by P. Patterson,77,68
294,3,1:41.0,,D. DeRozan misses 3-pt jump shot from 23 ft,77,68
295,3,1:40.0,Defensive rebound by T. Warren,,77,68
296,3,1:30.0,B. Knight misses 3-pt jump shot from 24 ft,,77,68
297,3,1:29.0,,Defensive rebound by B. Biyombo,77,68
298,3,1:16.0,M. Teletović enters the game for A. Len,,77,68
299,3,1:16.0,,T. Ross enters the game for K. Lowry,77,68
300,3,1:16.0,,J. Johnson enters the game for B. Biyombo,77,68
301,3,1:07.0,,C. Joseph makes 2-pt jump shot from 14 ft,77,70
302,3,0:56.0,J. Leuer makes 2-pt dunk at rim,,79,70
303,3,0:38.0,,T. Ross misses 2-pt jump shot from 20 ft (block by T. Warren),79,70
304,3,0:36.0,Defensive rebound by T. Warren,,79,70
305,3,0:33.0,T. Warren misses 2-pt layup from 1 ft,,79,70
306,3,0:33.0,Offensive rebound by B. Knight,,79,70
307,3,0:30.0,B. Knight makes 2-pt layup from 2 ft,,81,70
308,3,0:18.0,,D. DeRozan makes 2-pt layup from 2 ft,81,72
309,3,0:03.0,B. Knight misses 3-pt jump shot from 25 ft,,81,72
310,3,0:03.0,,Defensive rebound by T. Ross,81,72
311,3,0:00.0,,T. Ross misses 3-pt jump shot from 50 ft,81,72
312,3,0:00.0,,Offensive rebound by Team,81,72
313,4,11:36.0,,J. Johnson misses 2-pt jump shot from 21 ft,81,72
314,4,11:35.0,Defensive rebound by M. Teletović,,81,72
315,4,11:10.0,T. Warren makes 2-pt layup from 2 ft (assist by J. Leuer),,83,72
316,4,10:45.0,,C. Joseph makes 2-pt layup from 1 ft,83,74
317,4,10:27.0,Turnover by R. Price (bad pass; steal by D. Carroll),,83,74
318,4,10:24.0,,D. Carroll makes 2-pt layup at rim,83,76
319,4,10:24.0,,Shooting foul by R. Price (drawn by D. Carroll),83,76
320,4,10:24.0,,D. Carroll misses free throw 1 of 1,83,76
321,4,10:24.0,,Offensive rebound by P. Patterson,83,76
322,4,10:20.0,,P. Patterson misses 2-pt layup from 2 ft,83,76
323,4,10:19.0,Defensive rebound by T. Warren,,83,76
324,4,10:10.0,R. Price misses 3-pt jump shot from 22 ft,,83,76
325,4,10:09.0,,Defensive rebound by C. Joseph,83,76
326,4,9:50.0,,P. Patterson misses 3-pt jump shot from 24 ft,83,76
327,4,9:49.0,,Offensive rebound by Team,83,76
328,4,9:49.0,Loose ball foul by T. Warren (drawn by J. Johnson),,83,76
329,4,9:41.0,,T. Ross misses 3-pt jump shot from 25 ft,83,76
330,4,9:40.0,Defensive rebound by E. Bledsoe,,83,76
331,4,9:37.0,Turnover by E. Bledsoe (lost ball; steal by D. Carroll),,83,76
332,4,9:20.0,,J. Johnson makes 2-pt jump shot from 4 ft,83,78
333,4,8:57.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Leuer),,86,78
334,4,8:40.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),86,81
335,4,8:25.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,89,81
336,4,8:08.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Carroll),89,84
337,4,7:55.0,Personal foul by T. Ross (drawn by R. Price),,89,84
338,4,7:55.0,Official timeout,,89,84
339,4,7:39.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,89,84
340,4,7:39.0,Offensive rebound by Team,,89,84
341,4,7:39.0,Turnover by Team (shot clock),,89,84
342,4,7:30.0,,Turnover by J. Johnson (bad pass),89,84
343,4,7:30.0,B. Knight enters the game for R. Price,,89,84
344,4,7:14.0,J. Leuer misses 2-pt jump shot from 11 ft,,89,84
345,4,7:14.0,,Defensive rebound by J. Johnson,89,84
346,4,7:02.0,,C. Joseph makes 2-pt hook shot from 3 ft,89,86
347,4,6:50.0,T. Warren makes 2-pt layup from 2 ft (assist by E. Bledsoe),,91,86
348,4,6:34.0,,D. Carroll misses 3-pt jump shot from 24 ft,91,86
349,4,6:34.0,,Offensive rebound by T. Ross,91,86
350,4,6:27.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Ross),91,88
351,4,6:11.0,,Violation by P. Patterson (kicked ball),91,88
352,4,6:11.0,A. Len enters the game for J. Leuer,,91,88
353,4,6:02.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,91,88
354,4,6:01.0,Offensive rebound by M. Teletović,,91,88
355,4,5:59.0,M. Teletović misses 2-pt layup from 1 ft,,91,88
356,4,5:58.0,Offensive rebound by A. Len,,91,88
357,4,5:56.0,A. Len misses 2-pt layup from 1 ft,,91,88
358,4,5:55.0,Offensive rebound by T. Warren,,91,88
359,4,5:53.0,T. Warren makes 2-pt layup from 1 ft,,93,88
360,4,5:42.0,,J. Johnson misses 2-pt layup from 2 ft,93,88
361,4,5:41.0,Defensive rebound by B. Knight,,93,88
362,4,5:35.0,B. Knight misses 2-pt jump shot from 22 ft,,93,88
363,4,5:33.0,,Defensive rebound by D. Carroll,93,88
364,4,5:31.0,,Toronto full timeout,93,88
365,4,5:31.0,,D. DeRozan enters the game for P. Patterson,93,88
366,4,5:31.0,,K. Lowry enters the game for T. Ross,93,88
367,4,5:31.0,,B. Biyombo enters the game for J. Johnson,93,88
368,4,5:18.0,,D. Carroll makes 2-pt layup from 2 ft,93,90
369,4,4:59.0,E. Bledsoe makes 2-pt layup from 2 ft,,95,90
370,4,4:44.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by K. Lowry),95,93
371,4,4:23.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,95,93
372,4,4:23.0,,Defensive rebound by B. Biyombo,95,93
373,4,4:07.0,,D. DeRozan misses 2-pt jump shot from 17 ft,95,93
374,4,4:06.0,,Offensive rebound by K. Lowry,95,93
375,4,4:03.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),95,95
376,4,4:03.0,Phoenix full timeout,,95,95
377,4,4:03.0,M. Morris enters the game for A. Len,,95,95
378,4,4:03.0,P. Tucker enters the game for M. Teletović,,95,95
379,4,3:40.0,Turnover by P. Tucker (3 sec),,95,95
380,4,3:21.0,,C. Joseph misses 2-pt hook shot from 6 ft,95,95
381,4,3:20.0,Defensive rebound by P. Tucker,,95,95
382,4,3:12.0,Shooting block foul by C. Joseph (drawn by P. Tucker),,95,95
