,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
253,3,10:11.0,,Defensive rebound by R. Price,55,64
254,3,9:59.0,,Turnover by D. Booker (bad pass; steal by P. Prigioni),55,64
255,3,9:56.0,,Offensive charge foul by P. Prigioni (drawn by R. Price),55,64
256,3,9:56.0,Turnover by P. Prigioni (offensive foul),,55,64
257,3,9:41.0,,Turnover by A. Len (traveling),55,64
258,3,9:26.0,A. Rivers misses 3-pt jump shot from 23 ft,,55,64
259,3,9:26.0,Offensive rebound by C. Aldrich,,55,64
260,3,9:20.0,P. Prigioni misses 3-pt jump shot from 24 ft,,55,64
261,3,9:19.0,,Defensive rebound by J. Leuer,55,64
262,3,9:13.0,,D. Booker misses 2-pt layup from 2 ft (block by C. Aldrich),55,64
263,3,9:12.0,Defensive rebound by A. Rivers,,55,64
264,3,9:03.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,55,64
265,3,9:01.0,,Defensive rebound by J. Leuer,55,64
266,3,8:56.0,,P. Tucker misses 3-pt jump shot from 22 ft,55,64
267,3,8:56.0,Defensive rebound by Team,,55,64
268,3,8:41.0,Turnover by P. Pierce (bad pass; steal by J. Leuer),,55,64
269,3,8:40.0,,Personal foul by L. Mbah a Moute,55,64
270,3,8:30.0,,D. Booker misses 2-pt jump shot from 20 ft,55,64
271,3,8:30.0,,Offensive rebound by J. Leuer,55,64
272,3,8:27.0,,J. Leuer makes 2-pt layup from 1 ft,55,66
273,3,8:27.0,LA Clippers full timeout,,55,66
274,3,8:27.0,W. Johnson enters the game for L. Mbah a Moute,,55,66
275,3,8:10.0,A. Rivers makes 2-pt layup at rim (assist by C. Aldrich),,57,66
276,3,7:54.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by P. Tucker),57,69
277,3,7:48.0,P. Prigioni misses 2-pt jump shot from 4 ft (block by D. Booker),,57,69
278,3,7:48.0,Offensive rebound by Team,,57,69
279,3,7:36.0,W. Johnson misses 2-pt jump shot from 8 ft,,57,69
280,3,7:34.0,,Defensive rebound by J. Leuer,57,69
281,3,7:21.0,,D. Booker misses 3-pt jump shot from 24 ft,57,69
282,3,7:21.0,Defensive rebound by W. Johnson,,57,69
283,3,7:12.0,P. Prigioni makes 2-pt layup from 1 ft,,59,69
284,3,6:58.0,,A. Len makes 2-pt dunk at rim (assist by J. Leuer),59,71
285,3,6:40.0,C. Aldrich makes 2-pt hook shot from 3 ft,,61,71
286,3,6:26.0,,Shooting foul by P. Pierce (drawn by J. Leuer),61,71
287,3,6:26.0,,J. Leuer makes free throw 1 of 2,61,72
288,3,6:26.0,J. Green enters the game for P. Pierce,,61,72
289,3,6:26.0,,A. Goodwin enters the game for R. Price,61,72
290,3,6:26.0,,J. Leuer makes free throw 2 of 2,61,73
291,3,6:14.0,A. Rivers misses 2-pt jump shot from 12 ft,,61,73
292,3,6:13.0,,Defensive rebound by Team,61,73
293,3,6:13.0,,M. Teletović enters the game for J. Leuer,61,73
294,3,6:06.0,,Turnover by D. Booker (lost ball; steal by A. Rivers),61,73
295,3,6:02.0,A. Rivers makes 2-pt dunk at rim,,63,73
296,3,5:47.0,,A. Goodwin makes 2-pt jump shot from 16 ft (assist by M. Teletović),63,75
297,3,5:32.0,P. Prigioni misses 3-pt jump shot from 24 ft,,63,75
298,3,5:32.0,,Defensive rebound by M. Teletović,63,75
299,3,5:20.0,,Turnover by P. Tucker (bad pass; steal by P. Prigioni),63,75
300,3,5:16.0,P. Prigioni makes 2-pt layup from 1 ft,,65,75
301,3,5:02.0,,Shooting foul by A. Rivers (drawn by D. Booker),65,75
302,3,5:02.0,,D. Booker makes free throw 1 of 2,65,76
303,3,5:02.0,C. Wilcox enters the game for P. Prigioni,,65,76
304,3,5:02.0,,D. Booker makes free throw 2 of 2,65,77
305,3,4:46.0,A. Rivers misses 3-pt jump shot from 25 ft,,65,77
306,3,4:45.0,,Defensive rebound by P. Tucker,65,77
307,3,4:39.0,,A. Len makes 2-pt layup at rim (assist by D. Booker),65,79
308,3,4:38.0,LA Clippers full timeout,,65,79
309,3,4:26.0,W. Johnson misses 2-pt jump shot from 18 ft,,65,79
310,3,4:25.0,,Defensive rebound by P. Tucker,65,79
311,3,4:04.0,,D. Booker misses 2-pt jump shot from 15 ft,65,79
312,3,4:03.0,Defensive rebound by J. Green,,65,79
313,3,3:57.0,J. Green misses 2-pt jump shot from 4 ft,,65,79
314,3,3:57.0,Offensive rebound by Team,,65,79
315,3,3:57.0,,Loose ball foul by D. Booker,65,79
316,3,3:46.0,C. Wilcox misses 2-pt jump shot from 7 ft,,65,79
317,3,3:46.0,Offensive rebound by Team,,65,79
318,3,3:46.0,,Loose ball foul by P. Tucker,65,79
319,3,3:39.0,Def 3 sec tech foul by A. Len,,65,79
320,3,3:39.0,A. Rivers misses technical free throw,,65,79
321,3,3:39.0,Offensive rebound by Team,,65,79
322,3,3:29.0,C. Wilcox makes 2-pt jump shot from 17 ft (assist by A. Rivers),,67,79
323,3,3:15.0,,Personal foul by W. Johnson,67,79
324,3,3:15.0,,J. Jenkins enters the game for D. Booker,67,79
325,3,3:04.0,,M. Teletović misses 3-pt jump shot from 22 ft,67,79
326,3,3:03.0,Defensive rebound by A. Rivers,,67,79
327,3,2:55.0,C. Aldrich makes 2-pt layup at rim (assist by A. Rivers),,69,79
328,3,2:37.0,,A. Len misses 2-pt jump shot from 18 ft,69,79
329,3,2:36.0,Defensive rebound by C. Aldrich,,69,79
330,3,2:25.0,A. Rivers misses 2-pt jump shot from 16 ft,,69,79
331,3,2:25.0,,Defensive rebound by M. Teletović,69,79
332,3,2:22.0,,Phoenix full timeout,69,79
333,3,2:22.0,,A. Williams enters the game for A. Len,69,79
334,3,2:11.0,,A. Williams misses 2-pt layup from 1 ft,69,79
335,3,2:10.0,Defensive rebound by J. Green,,69,79
336,3,1:47.0,J. Green makes 2-pt jump shot from 18 ft (assist by C. Wilcox),,71,79
337,3,1:28.0,,M. Teletović misses 3-pt jump shot from 23 ft,71,79
338,3,1:28.0,,Offensive rebound by A. Goodwin,71,79
339,3,1:22.0,,A. Goodwin makes 2-pt jump shot from 13 ft,71,81
340,3,1:09.0,J. Green makes 2-pt layup from 1 ft,,73,81
341,3,0:49.0,,Personal foul by C. Wilcox,73,81
342,3,0:49.0,,M. Teletović makes free throw 1 of 2,73,82
343,3,0:49.0,,M. Teletović makes free throw 2 of 2,73,83
344,3,0:31.0,J. Green makes 2-pt jump shot from 4 ft,,75,83
345,3,0:11.0,,A. Goodwin makes 2-pt layup from 1 ft,75,85
346,3,0:01.0,J. Green misses 3-pt jump shot from 25 ft,,75,85
347,3,0:01.0,,Defensive rebound by A. Williams,75,85
348,4,11:44.0,,Turnover by M. Teletović (lost ball),75,85
349,4,11:22.0,J. Ayres misses 2-pt jump shot from 4 ft,,75,85
350,4,11:21.0,,Defensive rebound by A. Williams,75,85
351,4,11:18.0,,Offensive foul by M. Teletović (drawn by C. Wilcox),75,85
352,4,11:18.0,,Turnover by M. Teletović (offensive foul),75,85
353,4,11:06.0,C. Wilcox makes 2-pt jump shot from 18 ft,,77,85
354,4,10:52.0,,Turnover by A. Williams (bad pass; steal by W. Johnson),77,85
355,4,10:45.0,W. Johnson misses 2-pt layup from 1 ft,,77,85
356,4,10:42.0,Offensive rebound by W. Johnson,,77,85
357,4,10:42.0,W. Johnson misses 2-pt layup at rim,,77,85
358,4,10:39.0,,Defensive rebound by A. Williams,77,85
359,4,10:39.0,,Offensive foul by A. Williams (drawn by J. Ayres),77,85
360,4,10:39.0,,Turnover by A. Williams (offensive foul),77,85
361,4,10:22.0,J. Green misses 2-pt jump shot from 18 ft,,77,85
362,4,10:21.0,,Defensive rebound by A. Williams,77,85
363,4,10:10.0,,M. Teletović makes 2-pt jump shot from 3 ft,77,87
364,4,9:54.0,J. Ayres misses 2-pt dunk at rim (block by A. Williams),,77,87
365,4,9:53.0,,Defensive rebound by C. Budinger,77,87
366,4,9:47.0,,Personal foul by P. Prigioni,77,87
367,4,9:42.0,,J. Jenkins misses 3-pt jump shot from 24 ft,77,87
368,4,9:41.0,,Offensive rebound by C. Budinger,77,87
369,4,9:36.0,,A. Goodwin misses 3-pt jump shot from 24 ft,77,87
370,4,9:35.0,,Offensive rebound by C. Budinger,77,87
371,4,9:31.0,,J. Jenkins makes 3-pt jump shot from 24 ft (assist by C. Budinger),77,90
372,4,9:17.0,Turnover by P. Prigioni (lost ball),,77,90
373,4,9:02.0,,M. Teletović misses 2-pt jump shot from 9 ft,77,90
374,4,9:02.0,Defensive rebound by Team,,77,90
375,4,9:02.0,Personal foul by A. Williams,,77,90
376,4,8:48.0,J. Ayres makes 2-pt dunk at rim (assist by J. Green),,79,90
377,4,8:39.0,,A. Goodwin misses 2-pt layup from 1 ft,79,90
378,4,8:38.0,Defensive rebound by P. Prigioni,,79,90
379,4,8:34.0,P. Prigioni misses 2-pt layup from 1 ft,,79,90
380,4,8:31.0,,Defensive rebound by J. Jenkins,79,90
381,4,8:30.0,,Personal foul by J. Green,79,90
382,4,8:30.0,Official timeout,,79,90
383,4,8:27.0,,Shooting foul by J. Ayres (drawn by A. Williams),79,90
384,4,8:27.0,,A. Williams misses free throw 1 of 2,79,90
385,4,8:27.0,,Offensive rebound by Team,79,90
386,4,8:27.0,,A. Williams makes free throw 2 of 2,79,91
387,4,8:17.0,Turnover by J. Ayres (bad pass; steal by C. Budinger),,79,91
388,4,8:12.0,,A. Goodwin misses 2-pt jump shot from 3 ft,79,91
389,4,8:11.0,,Offensive rebound by M. Teletović,79,91
390,4,8:11.0,,M. Teletović makes 2-pt dunk at rim,79,93
