,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
391,4,4:30.0,,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),99,95
392,4,4:12.0,R. Gay makes 2-pt jump shot from 20 ft (assist by R. Rondo),,101,95
393,4,3:59.0,,C. Miles makes 2-pt jump shot from 14 ft,101,97
394,4,3:44.0,Turnover by R. Rondo (bad pass; steal by P. George),,101,97
395,4,3:32.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),101,100
396,4,3:14.0,D. Collison makes 3-pt jump shot from 25 ft (assist by D. Cousins),,104,100
397,4,3:02.0,,I. Mahinmi makes 2-pt layup at rim (assist by M. Ellis),104,102
398,4,2:39.0,R. Gay misses 3-pt jump shot from 22 ft,,104,102
399,4,2:37.0,,Defensive rebound by C. Miles,104,102
400,4,2:32.0,,Shooting block foul by D. Collison (drawn by M. Ellis),104,102
401,4,2:32.0,Sacramento full timeout,,104,102
402,4,2:32.0,,M. Ellis misses free throw 1 of 2,104,102
403,4,2:32.0,,Offensive rebound by Team,104,102
404,4,2:32.0,,M. Ellis makes free throw 2 of 2,104,103
405,4,2:18.0,Turnover by R. Rondo (bad pass; steal by P. George),,104,103
406,4,2:06.0,,M. Ellis makes 3-pt jump shot from 23 ft,104,106
407,4,1:40.0,Personal foul by I. Mahinmi (drawn by D. Cousins),,104,106
408,4,1:33.0,R. Gay makes 2-pt jump shot from 21 ft,,106,106
409,4,1:15.0,,C. Miles misses 3-pt jump shot from 22 ft,106,106
410,4,1:14.0,Defensive rebound by R. Rondo,,106,106
411,4,1:05.0,Shooting foul by I. Mahinmi (drawn by D. Cousins),,106,106
412,4,1:05.0,D. Cousins makes free throw 1 of 2,,107,106
413,4,1:05.0,,J. Hill enters the game for I. Mahinmi,107,106
414,4,1:05.0,D. Cousins makes free throw 2 of 2,,108,106
415,4,0:48.0,,P. George misses 3-pt jump shot from 26 ft,108,106
416,4,0:46.0,,Offensive rebound by C. Miles,108,106
417,4,0:36.0,,P. George misses 2-pt jump shot from 20 ft,108,106
418,4,0:35.0,Defensive rebound by O. Casspi,,108,106
419,4,0:10.0,D. Collison misses 3-pt jump shot from 26 ft,,108,106
420,4,0:09.0,,Defensive rebound by P. George,108,106
421,4,0:08.0,,Indiana full timeout,108,106
422,4,0:04.0,,Personal take foul by R. Rondo (drawn by M. Ellis),108,106
423,4,0:04.0,,Indiana full timeout,108,106
424,4,0:00.0,,P. George misses 2-pt jump shot from 16 ft,108,106
425,4,0:00.0,,Offensive rebound by Team,108,106
