,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
42,1,6:24.0,,P. Gasol makes 2-pt jump shot from 5 ft (assist by J. Butler),12,15
43,1,6:09.0,D. Cousins makes 2-pt jump shot from 21 ft (assist by R. Rondo),,14,15
44,1,5:58.0,,Chicago full timeout,14,15
45,1,5:58.0,,N. Mirotić enters the game for P. Gasol,14,15
46,1,5:45.0,,T. Gibson makes 2-pt hook shot at rim (assist by J. Butler),14,17
47,1,5:28.0,R. Gay misses 2-pt jump shot from 20 ft,,14,17
48,1,5:27.0,,Defensive rebound by N. Mirotić,14,17
49,1,5:16.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,14,17
50,1,5:15.0,Defensive rebound by D. Cousins,,14,17
51,1,5:10.0,D. Cousins misses 2-pt layup from 2 ft (block by N. Mirotić),,14,17
52,1,5:07.0,Offensive rebound by D. Cousins,,14,17
53,1,5:06.0,D. Cousins makes 2-pt layup from 1 ft,,16,17
54,1,4:58.0,,Shooting foul by Q. Acy (drawn by D. Rose),16,17
55,1,4:58.0,,D. Rose misses free throw 1 of 2,16,17
56,1,4:58.0,,Offensive rebound by Team,16,17
57,1,4:58.0,,D. McDermott enters the game for M. Dunleavy,16,17
58,1,4:58.0,W. Cauley-Stein enters the game for Q. Acy,,16,17
59,1,4:58.0,,D. Rose misses free throw 2 of 2,16,17
60,1,4:57.0,Defensive rebound by D. Cousins,,16,17
61,1,4:43.0,R. Rondo makes 2-pt layup from 1 ft (assist by D. Cousins),,18,17
62,1,4:31.0,,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),18,19
63,1,4:16.0,D. Cousins misses 2-pt jump shot from 13 ft,,18,19
64,1,4:15.0,Offensive rebound by R. Gay,,18,19
65,1,4:05.0,Turnover by D. Cousins (bad pass; steal by T. Gibson),,18,19
66,1,3:55.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by J. Butler),18,22
67,1,3:41.0,R. Gay makes 2-pt jump shot from 5 ft,,20,22
68,1,3:22.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by T. Gibson),20,25
69,1,2:57.0,Sacramento full timeout,,20,25
70,1,2:57.0,,A. Brooks enters the game for D. Rose,20,25
71,1,2:57.0,,J. Holiday enters the game for J. Butler,20,25
72,1,2:57.0,D. Collison enters the game for R. Gay,,20,25
73,1,2:57.0,O. Casspi enters the game for J. Anderson,,20,25
74,1,2:56.0,Turnover by R. Rondo (bad pass),,20,25
75,1,2:39.0,,N. Mirotić misses 2-pt jump shot from 21 ft,20,25
76,1,2:38.0,Defensive rebound by D. Cousins,,20,25
77,1,2:27.0,Turnover by W. Cauley-Stein (lost ball; steal by A. Brooks),,20,25
78,1,2:24.0,,Turnover by A. Brooks (bad pass),20,25
79,1,2:13.0,D. Collison makes 2-pt layup from 2 ft,,22,25
80,1,2:13.0,Shooting foul by J. Holiday (drawn by D. Collison),,22,25
81,1,2:13.0,D. Collison makes free throw 1 of 1,,23,25
82,1,1:57.0,,A. Brooks misses 2-pt jump shot from 9 ft,23,25
83,1,1:56.0,Defensive rebound by D. Cousins,,23,25
84,1,1:50.0,R. Rondo misses 2-pt jump shot from 5 ft,,23,25
85,1,1:49.0,Offensive rebound by D. Cousins,,23,25
86,1,1:49.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,23,25
87,1,1:47.0,Offensive rebound by W. Cauley-Stein,,23,25
88,1,1:47.0,W. Cauley-Stein misses 2-pt layup at rim,,23,25
89,1,1:45.0,Offensive rebound by R. Rondo,,23,25
90,1,1:41.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),,26,25
91,1,1:20.0,,A. Brooks makes 2-pt jump shot from 11 ft,26,27
92,1,1:05.0,Turnover by D. Cousins (traveling),,26,27
93,1,1:05.0,,B. Portis enters the game for T. Gibson,26,27
94,1,1:05.0,C. Butler enters the game for D. Cousins,,26,27
95,1,0:57.0,,J. Holiday misses 3-pt jump shot from 25 ft,26,27
96,1,0:56.0,Defensive rebound by O. Casspi,,26,27
97,1,0:42.0,O. Casspi misses 2-pt layup from 1 ft,,26,27
98,1,0:41.0,,Defensive rebound by B. Portis,26,27
99,1,0:36.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Brooks),26,30
100,1,0:29.0,D. Collison misses 2-pt jump shot from 20 ft,,26,30
101,1,0:28.0,,Defensive rebound by A. Brooks,26,30
102,1,0:04.0,,A. Brooks misses 2-pt jump shot from 14 ft,26,30
103,1,0:03.0,Defensive rebound by Team,,26,30
104,1,0:00.0,C. Butler misses 3-pt jump shot from 47 ft,,26,30
105,1,0:00.0,Offensive rebound by Team,,26,30
106,2,11:45.0,M. Belinelli misses 2-pt jump shot from 6 ft (block by J. Holiday),,26,30
107,2,11:43.0,Offensive rebound by M. Belinelli,,26,30
108,2,11:39.0,C. Butler makes 2-pt jump shot from 20 ft (assist by M. Belinelli),,28,30
109,2,11:20.0,,B. Portis misses 2-pt jump shot from 15 ft,28,30
110,2,11:19.0,Defensive rebound by D. Collison,,28,30
111,2,11:01.0,K. Koufos misses 2-pt jump shot from 11 ft (block by N. Mirotić),,28,30
112,2,10:59.0,,Defensive rebound by N. Mirotić,28,30
113,2,10:45.0,,B. Portis makes 2-pt layup from 1 ft (assist by A. Brooks),28,32
114,2,10:35.0,M. Belinelli misses 2-pt jump shot from 13 ft,,28,32
115,2,10:34.0,,Defensive rebound by N. Mirotić,28,32
116,2,10:29.0,,Turnover by N. Mirotić (lost ball; steal by C. Butler),28,32
117,2,10:22.0,D. Collison misses 2-pt layup from 1 ft,,28,32
118,2,10:21.0,,Defensive rebound by B. Portis,28,32
119,2,10:09.0,,D. McDermott misses 2-pt jump shot from 17 ft,28,32
120,2,10:08.0,Defensive rebound by K. Koufos,,28,32
121,2,9:56.0,C. Butler makes 2-pt jump shot from 17 ft,,30,32
122,2,9:39.0,,Turnover by D. McDermott (lost ball; steal by M. Belinelli),30,32
123,2,9:36.0,M. Belinelli makes 2-pt dunk at rim (assist by D. Collison),,32,32
124,2,9:18.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Portis),32,35
125,2,9:00.0,Sacramento full timeout,,32,35
126,2,9:00.0,,P. Gasol enters the game for N. Mirotić,32,35
127,2,9:00.0,,J. Butler enters the game for J. Holiday,32,35
128,2,8:57.0,C. Butler misses 3-pt jump shot from 24 ft,,32,35
129,2,8:57.0,Offensive rebound by O. Casspi,,32,35
130,2,8:57.0,Personal foul by D. McDermott,,32,35
131,2,8:42.0,K. Koufos misses 2-pt hook shot from 6 ft,,32,35
132,2,8:41.0,,Defensive rebound by P. Gasol,32,35
133,2,8:29.0,,J. Butler misses 2-pt dunk at rim,32,35
134,2,8:27.0,Defensive rebound by D. Collison,,32,35
135,2,8:17.0,O. Casspi misses 3-pt jump shot from 25 ft,,32,35
136,2,8:16.0,,Defensive rebound by B. Portis,32,35
137,2,8:08.0,,Personal foul by M. Belinelli,32,35
138,2,8:01.0,,A. Brooks misses 3-pt jump shot from 24 ft,32,35
139,2,8:00.0,Defensive rebound by O. Casspi,,32,35
140,2,7:56.0,Shooting foul by A. Brooks (drawn by O. Casspi),,32,35
141,2,7:56.0,O. Casspi misses free throw 1 of 2,,32,35
142,2,7:56.0,Offensive rebound by Team,,32,35
143,2,7:56.0,,D. Rose enters the game for A. Brooks,32,35
144,2,7:56.0,O. Casspi misses free throw 2 of 2,,32,35
145,2,7:54.0,,Defensive rebound by B. Portis,32,35
146,2,7:34.0,,D. Rose makes 2-pt layup from 2 ft (assist by J. Butler),32,37
147,2,7:24.0,K. Koufos makes 2-pt dunk at rim (assist by D. Collison),,34,37
148,2,7:11.0,R. Gay enters the game for O. Casspi,,34,37
149,2,7:05.0,,P. Gasol misses 2-pt jump shot from 9 ft,34,37
150,2,7:04.0,Defensive rebound by K. Koufos,,34,37
151,2,6:50.0,C. Butler makes 2-pt jump shot from 15 ft (assist by M. Belinelli),,36,37
152,2,6:36.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. McDermott),36,39
153,2,6:21.0,C. Butler misses 3-pt jump shot from 24 ft,,36,39
154,2,6:20.0,,Defensive rebound by P. Gasol,36,39
155,2,6:18.0,,Personal foul by C. Butler,36,39
156,2,6:18.0,D. Cousins enters the game for K. Koufos,,36,39
157,2,6:04.0,,Shooting foul by D. Cousins (drawn by P. Gasol),36,39
158,2,6:04.0,,P. Gasol misses free throw 1 of 2,36,39
159,2,6:04.0,,Offensive rebound by Team,36,39
160,2,6:04.0,,P. Gasol makes free throw 2 of 2,36,40
161,2,5:49.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,38,40
162,2,5:35.0,,P. Gasol misses 2-pt jump shot from 19 ft,38,40
163,2,5:34.0,Defensive rebound by D. Cousins,,38,40
164,2,5:26.0,Turnover by D. Cousins (bad pass; steal by P. Gasol),,38,40
165,2,5:08.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by P. Gasol),38,43
166,2,4:51.0,C. Butler misses 3-pt jump shot from 22 ft,,38,43
167,2,4:50.0,,Defensive rebound by P. Gasol,38,43
168,2,4:46.0,,D. McDermott misses 3-pt jump shot from 24 ft,38,43
169,2,4:45.0,,Offensive rebound by B. Portis,38,43
170,2,4:36.0,,D. McDermott misses 2-pt jump shot from 20 ft,38,43
171,2,4:36.0,,Offensive rebound by Team,38,43
172,2,4:36.0,,Chicago full timeout,38,43
173,2,4:36.0,R. Rondo enters the game for C. Butler,,38,43
174,2,4:36.0,,T. Gibson enters the game for B. Portis,38,43
175,2,4:36.0,,Shooting foul by R. Rondo (drawn by J. Butler),38,43
176,2,4:36.0,,J. Butler misses free throw 1 of 2,38,43
177,2,4:36.0,,Offensive rebound by Team,38,43
178,2,4:36.0,,J. Butler misses free throw 2 of 2,38,43
179,2,4:34.0,Defensive rebound by D. Cousins,,38,43
180,2,4:19.0,M. Belinelli makes 2-pt jump shot from 3 ft (assist by D. Cousins),,40,43
181,2,4:09.0,,D. Rose makes 2-pt jump shot from 10 ft,40,45
182,2,3:47.0,D. Cousins misses 2-pt layup from 2 ft (block by P. Gasol),,40,45
183,2,3:45.0,Offensive rebound by D. Cousins,,40,45
184,2,3:45.0,Shooting foul by P. Gasol (drawn by D. Cousins),,40,45
185,2,3:45.0,D. Cousins makes free throw 1 of 2,,41,45
186,2,3:45.0,,M. Dunleavy enters the game for D. McDermott,41,45
187,2,3:45.0,D. Cousins makes free throw 2 of 2,,42,45
188,2,3:29.0,,T. Gibson misses 2-pt jump shot from 8 ft,42,45
189,2,3:28.0,Defensive rebound by D. Cousins,,42,45
190,2,3:18.0,R. Gay makes 2-pt jump shot from 20 ft,,44,45
191,2,3:01.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Rose),44,48
192,2,2:45.0,R. Gay makes 2-pt jump shot from 22 ft,,46,48
193,2,2:37.0,,Personal foul by R. Gay,46,48
194,2,2:37.0,,Chicago full timeout,46,48
195,2,2:37.0,,N. Mirotić enters the game for P. Gasol,46,48
196,2,2:37.0,,T. Gibson makes free throw 1 of 2,46,49
197,2,2:37.0,,T. Gibson makes free throw 2 of 2,46,50
198,2,2:21.0,D. Collison misses 2-pt jump shot from 21 ft,,46,50
199,2,2:21.0,,Defensive rebound by Team,46,50
200,2,2:21.0,Loose ball foul by D. Cousins,,46,50
201,2,2:21.0,,T. Gibson makes free throw 1 of 2,46,51
202,2,2:21.0,O. Casspi enters the game for M. Belinelli,,46,51
203,2,2:21.0,,T. Gibson makes free throw 2 of 2,46,52
204,2,2:07.0,R. Rondo misses 2-pt jump shot from 15 ft,,46,52
205,2,2:06.0,,Defensive rebound by D. Rose,46,52
206,2,2:01.0,,D. Rose misses 2-pt layup from 1 ft,46,52
207,2,2:00.0,Defensive rebound by D. Cousins,,46,52
208,2,1:58.0,Personal foul by T. Gibson,,46,52
209,2,1:49.0,Personal foul by M. Dunleavy,,46,52
210,2,1:49.0,D. Cousins makes free throw 1 of 2,,47,52
211,2,1:49.0,J. Anderson enters the game for D. Collison,,47,52
212,2,1:49.0,D. Cousins makes free throw 2 of 2,,48,52
213,2,1:37.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),48,55
214,2,1:22.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),,51,55
215,2,1:00.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),51,57
216,2,0:51.0,Turnover by D. Cousins (lost ball; steal by J. Butler),,51,57
217,2,0:47.0,,J. Butler makes 2-pt layup from 1 ft,51,59
218,2,0:47.0,Sacramento full timeout,,51,59
219,2,0:31.0,D. Cousins misses 2-pt layup from 2 ft,,51,59
220,2,0:31.0,,Defensive rebound by Team,51,59
221,2,0:13.0,,T. Gibson misses 2-pt jump shot from 10 ft,51,59
222,2,0:12.0,Defensive rebound by J. Anderson,,51,59
223,2,0:00.0,J. Anderson misses 3-pt jump shot from 27 ft,,51,59
224,2,0:00.0,Offensive rebound by Team,,51,59
225,3,11:44.0,D. Cousins misses 2-pt layup from 1 ft (block by P. Gasol),,51,59
226,3,11:44.0,,Defensive rebound by Team,51,59
227,3,11:27.0,,D. Rose makes 2-pt jump shot from 19 ft (assist by J. Butler),51,61
228,3,11:05.0,R. Rondo misses 3-pt jump shot from 24 ft,,51,61
229,3,11:04.0,,Defensive rebound by P. Gasol,51,61
230,3,10:55.0,,J. Butler misses 3-pt jump shot from 22 ft,51,61
231,3,10:52.0,Defensive rebound by J. Anderson,,51,61
232,3,10:36.0,R. Gay misses 3-pt jump shot from 24 ft,,51,61
233,3,10:34.0,Offensive rebound by R. Rondo,,51,61
234,3,10:30.0,J. Anderson misses 3-pt jump shot from 27 ft,,51,61
235,3,10:29.0,,Defensive rebound by P. Gasol,51,61
236,3,10:07.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,51,61
237,3,10:05.0,Defensive rebound by R. Gay,,51,61
238,3,9:57.0,Turnover by J. Anderson (step out of bounds),,51,61
239,3,9:42.0,,D. Rose misses 2-pt layup from 1 ft,51,61
240,3,9:41.0,Defensive rebound by D. Cousins,,51,61
241,3,9:30.0,R. Rondo makes 2-pt layup from 2 ft,,53,61
242,3,9:12.0,,M. Dunleavy misses 2-pt jump shot from 3 ft,53,61
243,3,9:11.0,Defensive rebound by R. Gay,,53,61
244,3,9:05.0,Turnover by J. Anderson (bad pass; steal by M. Dunleavy),,53,61
245,3,9:01.0,,Turnover by D. Rose (bad pass; steal by D. Cousins),53,61
246,3,8:55.0,J. Anderson misses 3-pt jump shot from 25 ft,,53,61
247,3,8:54.0,,Defensive rebound by P. Gasol,53,61
248,3,8:43.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Butler),53,63
249,3,8:24.0,Q. Acy misses 3-pt jump shot from 25 ft,,53,63
250,3,8:23.0,,Defensive rebound by P. Gasol,53,63
251,3,8:08.0,,T. Gibson misses 2-pt layup at rim,53,63
252,3,8:08.0,,Offensive rebound by T. Gibson,53,63
253,3,8:08.0,,Personal foul by Q. Acy,53,63
254,3,8:08.0,O. Casspi enters the game for Q. Acy,,53,63
255,3,8:01.0,,D. Rose makes 2-pt jump shot from 6 ft (assist by P. Gasol),53,65
256,3,7:53.0,J. Anderson misses 2-pt layup from 2 ft (block by P. Gasol),,53,65
257,3,7:52.0,,Defensive rebound by P. Gasol,53,65
258,3,7:31.0,,Turnover by M. Dunleavy (lost ball; steal by O. Casspi),53,65
259,3,7:26.0,R. Rondo makes 2-pt layup from 2 ft,,55,65
260,3,7:12.0,,J. Butler misses 2-pt jump shot from 10 ft,55,65
261,3,7:12.0,,Offensive rebound by P. Gasol,55,65
262,3,7:12.0,,Shooting foul by O. Casspi (drawn by P. Gasol),55,65
263,3,7:12.0,,P. Gasol misses free throw 1 of 2,55,65
264,3,7:12.0,,Offensive rebound by Team,55,65
265,3,7:12.0,D. Collison enters the game for J. Anderson,,55,65
266,3,7:12.0,,P. Gasol makes free throw 2 of 2,55,66
267,3,6:58.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),,57,66
268,3,6:48.0,,Turnover by T. Gibson (3 sec),57,66
269,3,6:38.0,R. Rondo misses 2-pt layup from 1 ft,,57,66
270,3,6:37.0,,Defensive rebound by D. Rose,57,66
271,3,6:31.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Rose),57,69
272,3,6:28.0,Sacramento full timeout,,57,69
273,3,6:12.0,D. Collison makes 3-pt jump shot from 24 ft (assist by O. Casspi),,60,69
274,3,6:00.0,,Personal foul by D. Collison,60,69
275,3,6:00.0,,N. Mirotić enters the game for P. Gasol,60,69
276,3,5:47.0,,D. Rose misses 3-pt jump shot from 24 ft,60,69
277,3,5:46.0,Defensive rebound by R. Gay,,60,69
278,3,5:28.0,R. Gay makes 3-pt jump shot from 25 ft (assist by O. Casspi),,63,69
279,3,5:13.0,,N. Mirotić misses 2-pt jump shot from 19 ft,63,69
280,3,5:12.0,Defensive rebound by D. Cousins,,63,69
281,3,5:08.0,Turnover by D. Cousins (lost ball; steal by T. Gibson),,63,69
282,3,5:06.0,,T. Gibson makes 2-pt dunk at rim,63,71
283,3,4:48.0,Turnover by R. Rondo (bad pass; steal by D. Rose),,63,71
284,3,4:42.0,Offensive charge foul by N. Mirotić (drawn by D. Cousins),,63,71
285,3,4:42.0,,Turnover by N. Mirotić (offensive foul),63,71
286,3,4:42.0,,D. McDermott enters the game for M. Dunleavy,63,71
287,3,4:35.0,Shooting foul by D. McDermott (drawn by D. Cousins),,63,71
288,3,4:35.0,D. Cousins makes free throw 1 of 2,,64,71
289,3,4:35.0,,A. Brooks enters the game for D. Rose,64,71
290,3,4:35.0,D. Cousins makes free throw 2 of 2,,65,71
291,3,4:17.0,,J. Butler misses 2-pt jump shot from 17 ft,65,71
292,3,4:16.0,Defensive rebound by D. Collison,,65,71
293,3,4:00.0,R. Gay makes 3-pt jump shot from 23 ft (assist by R. Rondo),,68,71
294,3,4:00.0,,Chicago full timeout,68,71
295,3,3:36.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),68,74
296,3,3:15.0,D. Cousins misses 3-pt jump shot from 25 ft,,68,74
297,3,3:15.0,Offensive rebound by O. Casspi,,68,74
298,3,3:15.0,O. Casspi misses 2-pt layup from 1 ft,,68,74
299,3,3:15.0,Offensive rebound by O. Casspi,,68,74
300,3,3:15.0,Shooting foul by N. Mirotić (drawn by O. Casspi),,68,74
301,3,3:15.0,O. Casspi makes free throw 1 of 2,,69,74
302,3,3:15.0,,J. Holiday enters the game for J. Butler,69,74
303,3,3:15.0,C. Butler enters the game for R. Gay,,69,74
304,3,3:15.0,O. Casspi makes free throw 2 of 2,,70,74
305,3,3:00.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Brooks),70,77
306,3,2:50.0,R. Rondo makes 2-pt layup from 1 ft,,72,77
307,3,2:27.0,,N. Mirotić misses 2-pt jump shot from 7 ft,72,77
308,3,2:26.0,Defensive rebound by D. Cousins,,72,77
309,3,2:22.0,Turnover by R. Rondo (lost ball; steal by T. Gibson),,72,77
310,3,2:16.0,,D. McDermott misses 3-pt jump shot from 24 ft,72,77
311,3,2:14.0,Defensive rebound by D. Cousins,,72,77
312,3,2:09.0,D. Cousins makes 2-pt layup from 1 ft,,74,77
313,3,1:52.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by N. Mirotić),74,80
314,3,1:24.0,C. Butler makes 2-pt jump shot from 20 ft (assist by O. Casspi),,76,80
315,3,1:12.0,,D. McDermott makes 2-pt jump shot from 20 ft (assist by T. Gibson),76,82
316,3,1:06.0,Turnover by R. Rondo (bad pass),,76,82
317,3,1:06.0,M. Belinelli enters the game for R. Rondo,,76,82
318,3,0:47.0,,N. Mirotić misses 3-pt jump shot from 25 ft,76,82
319,3,0:45.0,Defensive rebound by D. Cousins,,76,82
320,3,0:37.0,Shooting foul by D. McDermott (drawn by D. Collison),,76,82
321,3,0:37.0,D. Collison makes free throw 1 of 2,,77,82
322,3,0:37.0,,B. Portis enters the game for T. Gibson,77,82
323,3,0:37.0,D. Collison makes free throw 2 of 2,,78,82
324,3,0:14.0,,N. Mirotić misses 2-pt jump shot from 21 ft,78,82
325,3,0:13.0,Defensive rebound by O. Casspi,,78,82
326,3,0:07.0,D. Cousins makes 2-pt hook shot from 2 ft (assist by M. Belinelli),,80,82
327,3,0:07.0,Shooting foul by N. Mirotić (drawn by D. Cousins),,80,82
328,3,0:07.0,D. Cousins makes free throw 1 of 1,,81,82
329,3,0:02.0,,J. Holiday misses 2-pt layup from 3 ft,81,82
330,3,0:01.0,Defensive rebound by M. Belinelli,,81,82
331,3,0:00.0,M. Belinelli misses 3-pt jump shot from 67 ft,,81,82
332,3,0:00.0,Offensive rebound by Team,,81,82
333,4,11:35.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by A. Brooks),81,84
334,4,11:17.0,O. Casspi makes 2-pt jump shot from 10 ft (assist by C. Butler),,83,84
335,4,11:00.0,,B. Portis misses 2-pt layup at rim,83,84
336,4,10:59.0,Defensive rebound by O. Casspi,,83,84
337,4,10:48.0,C. Butler misses 2-pt jump shot from 23 ft,,83,84
338,4,10:47.0,,Defensive rebound by D. McDermott,83,84
339,4,10:33.0,,B. Portis makes 2-pt layup from 2 ft (assist by A. Brooks),83,86
340,4,10:05.0,C. Butler misses 3-pt jump shot from 24 ft,,83,86
341,4,10:04.0,,Defensive rebound by J. Holiday,83,86
342,4,9:56.0,,Shooting foul by D. Collison (drawn by A. Brooks),83,86
343,4,9:56.0,,A. Brooks misses free throw 1 of 2,83,86
344,4,9:56.0,,Offensive rebound by Team,83,86
345,4,9:56.0,,A. Brooks misses free throw 2 of 2,83,86
346,4,9:54.0,,Offensive rebound by A. Brooks,83,86
347,4,9:40.0,,Turnover by A. Brooks (bad pass; steal by C. Butler),83,86
348,4,9:30.0,D. Collison makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,86,86
349,4,9:15.0,,N. Mirotić misses 3-pt jump shot from 24 ft,86,86
350,4,9:14.0,,Offensive rebound by B. Portis,86,86
351,4,9:10.0,,D. McDermott misses 3-pt jump shot from 24 ft,86,86
352,4,9:09.0,Defensive rebound by O. Casspi,,86,86
353,4,9:01.0,O. Casspi misses 3-pt jump shot from 24 ft,,86,86
354,4,9:00.0,Offensive rebound by K. Koufos,,86,86
355,4,8:53.0,M. Belinelli misses 3-pt jump shot from 24 ft,,86,86
356,4,8:51.0,,Defensive rebound by A. Brooks,86,86
357,4,8:45.0,,Turnover by N. Mirotić (lost ball; steal by C. Butler),86,86
358,4,8:40.0,M. Belinelli makes 3-pt jump shot from 24 ft,,89,86
359,4,8:40.0,,Chicago full timeout,89,86
360,4,8:40.0,,M. Dunleavy enters the game for N. Mirotić,89,86
361,4,8:40.0,,D. Rose enters the game for D. McDermott,89,86
362,4,8:40.0,,J. Butler enters the game for A. Brooks,89,86
363,4,8:27.0,,Shooting foul by K. Koufos (drawn by J. Butler),89,86
364,4,8:27.0,,J. Butler makes free throw 1 of 2,89,87
365,4,8:27.0,,J. Butler makes free throw 2 of 2,89,88
366,4,8:04.0,M. Belinelli misses 3-pt jump shot from 25 ft,,89,88
367,4,8:03.0,Offensive rebound by D. Collison,,89,88
368,4,8:01.0,Turnover by D. Collison (lost ball; steal by J. Butler),,89,88
369,4,7:59.0,,Personal take foul by K. Koufos,89,88
370,4,7:59.0,R. Gay enters the game for O. Casspi,,89,88
371,4,7:49.0,,J. Holiday misses 2-pt jump shot from 16 ft,89,88
372,4,7:48.0,Defensive rebound by C. Butler,,89,88
373,4,7:38.0,C. Butler makes 2-pt jump shot from 17 ft,,91,88
374,4,7:22.0,,B. Portis misses 2-pt jump shot from 17 ft,91,88
375,4,7:21.0,Defensive rebound by C. Butler,,91,88
376,4,7:12.0,D. Collison makes 2-pt layup from 2 ft,,93,88
377,4,6:55.0,,D. Rose makes 2-pt layup from 2 ft,93,90
378,4,6:34.0,R. Gay makes 2-pt jump shot from 7 ft (assist by D. Collison),,95,90
379,4,6:19.0,,D. Rose misses 2-pt jump shot from 10 ft,95,90
380,4,6:19.0,,Offensive rebound by J. Butler,95,90
381,4,6:10.0,,Personal foul by R. Gay,95,90
382,4,6:10.0,,P. Gasol enters the game for B. Portis,95,90
383,4,6:10.0,,T. Gibson enters the game for J. Holiday,95,90
384,4,6:10.0,Sacramento full timeout,,95,90
385,4,6:10.0,D. Cousins enters the game for K. Koufos,,95,90
