,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
386,4,3:12.0,,J. Lin misses 2-pt jump shot from 17 ft,92,100
387,4,3:11.0,Defensive rebound by K. Bryant,,92,100
388,4,3:00.0,L. Nance misses 2-pt jump shot from 18 ft,,92,100
389,4,2:58.0,,Defensive rebound by M. Williams,92,100
390,4,2:53.0,,K. Walker misses 2-pt layup from 1 ft,92,100
391,4,2:52.0,Defensive rebound by R. Hibbert,,92,100
392,4,2:33.0,K. Bryant misses 3-pt jump shot from 25 ft,,92,100
393,4,2:33.0,,Defensive rebound by Team,92,100
394,4,2:33.0,Loose ball foul by L. Nance (drawn by M. Williams),,92,100
395,4,2:23.0,,N. Batum misses 2-pt jump shot from 18 ft,92,100
396,4,2:22.0,Defensive rebound by Team,,92,100
397,4,2:08.0,Turnover by K. Bryant (lost ball; steal by N. Batum),,92,100
398,4,1:57.0,,Shooting foul by J. Clarkson (drawn by K. Walker),92,100
399,4,1:57.0,,K. Walker makes free throw 1 of 2,92,101
400,4,1:57.0,,K. Walker makes free throw 2 of 2,92,102
401,4,1:46.0,J. Clarkson misses 2-pt jump shot from 19 ft,,92,102
402,4,1:43.0,Offensive rebound by L. Williams,,92,102
403,4,1:38.0,K. Bryant makes 3-pt jump shot from 28 ft (assist by L. Williams),,95,102
404,4,1:21.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),95,105
405,4,1:21.0,LA Lakers full timeout,,95,105
406,4,1:16.0,K. Bryant misses 3-pt jump shot from 27 ft,,95,105
407,4,1:14.0,Offensive rebound by J. Clarkson,,95,105
408,4,1:12.0,J. Clarkson misses 3-pt jump shot from 24 ft,,95,105
409,4,1:10.0,Offensive rebound by K. Bryant,,95,105
410,4,1:07.0,K. Bryant misses 3-pt jump shot from 25 ft,,95,105
411,4,1:07.0,,Defensive rebound by N. Batum,95,105
412,4,1:07.0,,Personal foul by K. Bryant (drawn by N. Batum),95,105
413,4,1:07.0,,N. Batum makes free throw 1 of 2,95,106
414,4,1:07.0,N. Young enters the game for K. Bryant,,95,106
415,4,1:07.0,,N. Batum misses free throw 2 of 2,95,106
416,4,1:05.0,Defensive rebound by L. Nance,,95,106
417,4,0:57.0,N. Young makes 3-pt jump shot from 23 ft (assist by L. Williams),,98,106
418,4,0:53.0,,Personal take foul by J. Clarkson (drawn by K. Walker),98,106
419,4,0:53.0,,K. Walker makes free throw 1 of 2,98,107
420,4,0:53.0,,K. Walker makes free throw 2 of 2,98,108
421,4,0:45.0,L. Williams misses 2-pt layup from 2 ft,,98,108
422,4,0:44.0,,Defensive rebound by M. Williams,98,108
423,4,0:26.0,,K. Walker misses 3-pt jump shot from 26 ft,98,108
424,4,0:24.0,,Offensive rebound by J. Lin,98,108
425,4,0:00.0,,Turnover by Team (shot clock),98,108
