,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
383,4,5:33.0,Shooting foul by J. Johnson (drawn by G. Dieng),,95,101
384,4,5:33.0,K. Towns enters the game for S. Muhammad,,95,101
385,4,5:33.0,G. Dieng makes free throw 1 of 1,,96,101
386,4,5:16.0,,Turnover by P. Patterson (bad pass; steal by G. Dieng),96,101
387,4,5:03.0,Personal foul by J. Valančiūnas,,96,101
388,4,4:57.0,A. Wiggins misses 2-pt jump shot from 5 ft,,96,101
389,4,4:57.0,,Defensive rebound by P. Patterson,96,101
390,4,4:51.0,,D. DeRozan misses 2-pt layup from 4 ft (block by Z. LaVine),96,101
391,4,4:51.0,,Offensive rebound by Team,96,101
392,4,4:33.0,,K. Lowry misses 3-pt jump shot from 25 ft,96,101
393,4,4:33.0,Defensive rebound by K. Towns,,96,101
394,4,4:20.0,Z. LaVine misses 3-pt jump shot from 27 ft,,96,101
395,4,4:19.0,Offensive rebound by G. Dieng,,96,101
396,4,4:07.0,G. Dieng makes 2-pt jump shot from 4 ft (assist by Z. LaVine),,98,101
397,4,4:07.0,Shooting foul by P. Patterson (drawn by G. Dieng),,98,101
398,4,4:07.0,G. Dieng makes free throw 1 of 1,,99,101
399,4,3:55.0,,D. DeRozan misses 2-pt layup from 2 ft,99,101
400,4,3:54.0,Defensive rebound by K. Towns,,99,101
401,4,3:48.0,K. Towns misses 2-pt layup from 3 ft (block by J. Johnson),,99,101
402,4,3:48.0,Offensive rebound by Z. LaVine,,99,101
403,4,3:48.0,Z. LaVine makes 2-pt dunk at rim,,101,101
404,4,3:48.0,,Toronto full timeout,101,101
405,4,3:48.0,,B. Biyombo enters the game for J. Johnson,101,101
406,4,3:48.0,,C. Joseph enters the game for J. Valančiūnas,101,101
407,4,3:26.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by C. Joseph),101,104
408,4,3:08.0,A. Wiggins misses 2-pt layup from 2 ft,,101,104
409,4,3:08.0,,Defensive rebound by B. Biyombo,101,104
410,4,2:54.0,,K. Lowry misses 2-pt layup from 1 ft,101,104
411,4,2:54.0,,Offensive rebound by D. DeRozan,101,104
412,4,2:51.0,,D. DeRozan misses 2-pt layup from 1 ft,101,104
413,4,2:50.0,Defensive rebound by K. Towns,,101,104
414,4,2:46.0,Turnover by A. Wiggins (lost ball),,101,104
415,4,2:34.0,,P. Patterson misses 3-pt jump shot from 25 ft,101,104
416,4,2:34.0,Defensive rebound by R. Rubio,,101,104
417,4,2:09.0,Turnover by Team (shot clock),,101,104
418,4,1:51.0,,D. DeRozan makes 3-pt jump shot from 22 ft (assist by C. Joseph),101,107
419,4,1:51.0,Minnesota full timeout,,101,107
420,4,1:42.0,A. Wiggins misses 2-pt jump shot from 4 ft,,101,107
421,4,1:42.0,,Defensive rebound by B. Biyombo,101,107
422,4,1:23.0,,D. DeRozan misses 2-pt jump shot from 5 ft,101,107
423,4,1:22.0,Defensive rebound by R. Rubio,,101,107
424,4,1:11.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,103,107
425,4,0:54.0,,K. Lowry makes 3-pt jump shot from 26 ft,103,110
426,4,0:54.0,Minnesota full timeout,,103,110
427,4,0:49.0,Z. LaVine misses 2-pt jump shot from 23 ft,,103,110
428,4,0:48.0,Offensive rebound by A. Wiggins,,103,110
429,4,0:48.0,A. Wiggins makes 2-pt layup at rim,,105,110
430,4,0:28.0,,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),105,113
431,4,0:20.0,Turnover by G. Dieng (offensive goaltending),,105,113
432,4,0:20.0,,Personal take foul by Z. LaVine,105,113
433,4,0:16.0,,Personal take foul by G. Dieng,105,113
434,4,0:16.0,,C. Joseph makes free throw 1 of 2,105,114
435,4,0:16.0,,D. Wright enters the game for K. Lowry,105,114
436,4,0:16.0,,C. Joseph misses free throw 2 of 2,105,114
437,4,0:16.0,Defensive rebound by Z. LaVine,,105,114
438,4,0:15.0,Minnesota full timeout,,105,114
439,4,0:12.0,Turnover by R. Rubio (bad pass),,105,114
