,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
380,4,7:37.0,,G. Henderson makes 3-pt jump shot from 22 ft (assist by C. McCollum),77,92
381,4,7:37.0,Milwaukee full timeout,,77,92
382,4,7:37.0,,M. Plumlee enters the game for E. Davis,77,92
383,4,7:17.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),,79,92
384,4,6:54.0,,A. Crabbe misses 2-pt jump shot from 14 ft,79,92
385,4,6:53.0,Defensive rebound by G. Antetokounmpo,,79,92
386,4,6:53.0,Personal foul by M. Plumlee (drawn by G. Antetokounmpo),,79,92
387,4,6:42.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by G. Monroe),,82,92
388,4,6:19.0,,A. Aminu misses 2-pt jump shot from 9 ft,82,92
389,4,6:18.0,Defensive rebound by G. Monroe,,82,92
390,4,6:13.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Bayless),,84,92
391,4,5:52.0,,G. Henderson makes 2-pt dunk at rim (assist by C. McCollum),84,94
392,4,5:40.0,Shooting foul by G. Henderson (drawn by K. Middleton),,84,94
393,4,5:40.0,K. Middleton makes free throw 1 of 2,,85,94
394,4,5:40.0,,D. Lillard enters the game for A. Crabbe,85,94
395,4,5:40.0,K. Middleton misses free throw 2 of 2,,85,94
396,4,5:38.0,,Defensive rebound by C. McCollum,85,94
397,4,5:16.0,,D. Lillard misses 3-pt jump shot from 24 ft,85,94
398,4,5:16.0,Defensive rebound by J. Bayless,,85,94
399,4,5:07.0,J. Bayless misses 2-pt jump shot from 6 ft,,85,94
400,4,5:06.0,,Defensive rebound by G. Henderson,85,94
401,4,4:56.0,,G. Henderson makes 2-pt layup from 1 ft (assist by D. Lillard),85,96
402,4,4:33.0,J. Bayless misses 3-pt jump shot from 24 ft,,85,96
403,4,4:32.0,,Defensive rebound by G. Henderson,85,96
404,4,4:26.0,,Shooting foul by J. Bayless (drawn by C. McCollum),85,96
405,4,4:26.0,,C. McCollum makes free throw 1 of 2,85,97
406,4,4:26.0,M. Carter-Williams enters the game for J. Bayless,,85,97
407,4,4:26.0,,C. McCollum makes free throw 2 of 2,85,98
408,4,4:05.0,G. Monroe misses 2-pt layup from 2 ft,,85,98
409,4,4:04.0,,Defensive rebound by A. Aminu,85,98
410,4,4:00.0,,Turnover by A. Aminu (lost ball; steal by G. Antetokounmpo),85,98
411,4,3:54.0,G. Monroe misses 2-pt layup from 2 ft (block by M. Plumlee),,85,98
412,4,3:53.0,,Defensive rebound by G. Henderson,85,98
413,4,3:50.0,Violation by G. Antetokounmpo (def goaltending),,85,98
414,4,3:50.0,,G. Henderson makes 2-pt layup from 2 ft (assist by A. Aminu),85,100
415,4,3:38.0,Shooting foul by C. McCollum (drawn by K. Middleton),,85,100
416,4,3:38.0,K. Middleton misses free throw 1 of 2,,85,100
417,4,3:38.0,Offensive rebound by Team,,85,100
418,4,3:38.0,K. Middleton misses free throw 2 of 2,,85,100
419,4,3:37.0,,Defensive rebound by D. Lillard,85,100
420,4,3:16.0,,C. McCollum makes 2-pt layup from 1 ft,85,102
421,4,2:57.0,G. Antetokounmpo misses 3-pt jump shot from 23 ft,,85,102
422,4,2:55.0,Offensive rebound by K. Middleton,,85,102
423,4,2:51.0,G. Monroe misses 2-pt layup from 1 ft,,85,102
424,4,2:50.0,Offensive rebound by G. Monroe,,85,102
425,4,2:50.0,G. Monroe makes 2-pt layup from 1 ft,,87,102
426,4,2:46.0,,Portland full timeout,87,102
427,4,2:46.0,T. Ennis enters the game for G. Antetokounmpo,,87,102
428,4,2:46.0,M. Plumlee enters the game for J. Parker,,87,102
429,4,2:46.0,C. Copeland enters the game for G. Monroe,,87,102
430,4,2:46.0,J. O'Bryant enters the game for K. Middleton,,87,102
431,4,2:46.0,R. Vaughn enters the game for M. Carter-Williams,,87,102
432,4,2:26.0,,G. Henderson misses 2-pt jump shot from 19 ft,87,102
433,4,2:25.0,Defensive rebound by T. Ennis,,87,102
434,4,2:04.0,R. Vaughn misses 3-pt jump shot from 24 ft,,87,102
435,4,2:02.0,,Defensive rebound by M. Plumlee,87,102
436,4,1:50.0,,Personal foul by J. O'Bryant (drawn by M. Plumlee),87,102
437,4,1:50.0,,M. Leonard enters the game for A. Aminu,87,102
438,4,1:50.0,,C. Kaman enters the game for M. Plumlee,87,102
439,4,1:50.0,,P. Connaughton enters the game for C. McCollum,87,102
440,4,1:50.0,,M. Harkless enters the game for D. Lillard,87,102
441,4,1:50.0,,T. Frazier enters the game for G. Henderson,87,102
442,4,1:36.0,,C. Kaman misses 2-pt jump shot from 13 ft,87,102
443,4,1:35.0,Defensive rebound by R. Vaughn,,87,102
444,4,1:24.0,J. O'Bryant makes 2-pt jump shot from 19 ft (assist by T. Ennis),,89,102
445,4,1:13.0,,Shooting foul by C. Copeland (drawn by M. Harkless),89,102
446,4,1:13.0,,M. Harkless makes free throw 1 of 2,89,103
447,4,1:13.0,,M. Harkless makes free throw 2 of 2,89,104
448,4,1:00.0,M. Plumlee makes 2-pt jump shot from 12 ft (assist by J. O'Bryant),,91,104
449,4,0:52.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by P. Connaughton),91,107
450,4,0:42.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,91,107
451,4,0:40.0,Offensive rebound by M. Plumlee,,91,107
452,4,0:35.0,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),,93,107
453,4,0:24.0,,M. Harkless misses 2-pt jump shot from 3 ft (block by M. Plumlee),93,107
454,4,0:23.0,Defensive rebound by T. Ennis,,93,107
455,4,0:09.0,R. Vaughn makes 2-pt jump shot from 18 ft (assist by J. O'Bryant),,95,107
