,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
383,4,5:52.0,W. Cauley-Stein enters the game for K. Koufos,,90,100
384,4,5:45.0,,Personal foul by W. Cauley-Stein (drawn by C. Bosh),90,100
385,4,5:39.0,,Turnover by T. Johnson (lost ball; steal by R. Rondo),90,100
386,4,5:31.0,Turnover by O. Casspi (traveling),,90,100
387,4,5:16.0,,D. Wade misses 2-pt layup from 1 ft (block by W. Cauley-Stein),90,100
388,4,5:15.0,Defensive rebound by R. Rondo,,90,100
389,4,5:13.0,Turnover by R. Rondo (discontinued dribble),,90,100
390,4,4:59.0,,Shooting foul by W. Cauley-Stein (drawn by C. Bosh),90,100
391,4,4:59.0,,C. Bosh makes free throw 1 of 2,90,101
392,4,4:59.0,,C. Bosh makes free throw 2 of 2,90,102
393,4,4:51.0,Personal foul by G. Green (drawn by M. Belinelli),,90,102
394,4,4:51.0,M. Belinelli misses free throw 1 of 2,,90,102
395,4,4:51.0,Offensive rebound by Team,,90,102
396,4,4:51.0,M. Belinelli makes free throw 2 of 2,,91,102
397,4,4:36.0,,C. Bosh misses 2-pt jump shot from 18 ft,91,102
398,4,4:35.0,,Offensive rebound by J. McRoberts,91,102
399,4,4:34.0,,J. McRoberts misses 2-pt jump shot from 1 ft,91,102
400,4,4:33.0,,Offensive rebound by J. McRoberts,91,102
401,4,4:29.0,,Turnover by G. Green (step out of bounds),91,102
402,4,4:21.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Rondo),,94,102
403,4,3:59.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by G. Green),94,105
404,4,3:40.0,Shooting foul by G. Green (drawn by M. Belinelli),,94,105
405,4,3:40.0,M. Belinelli makes free throw 1 of 3,,95,105
406,4,3:40.0,M. Belinelli makes free throw 2 of 3,,96,105
407,4,3:40.0,K. Koufos enters the game for W. Cauley-Stein,,96,105
408,4,3:40.0,,L. Deng enters the game for G. Green,96,105
409,4,3:40.0,M. Belinelli makes free throw 3 of 3,,97,105
410,4,3:26.0,,C. Bosh makes 2-pt layup from 1 ft (assist by D. Wade),97,107
411,4,3:26.0,,Shooting foul by O. Casspi (drawn by C. Bosh),97,107
412,4,3:26.0,,C. Bosh makes free throw 1 of 1,97,108
413,4,3:18.0,R. Rondo misses 2-pt jump shot from 7 ft,,97,108
414,4,3:17.0,,Defensive rebound by T. Johnson,97,108
415,4,3:04.0,,D. Wade misses 2-pt layup from 1 ft,97,108
416,4,3:03.0,Defensive rebound by R. Rondo,,97,108
417,4,2:57.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Rondo),,100,108
418,4,2:56.0,,Miami full timeout,100,108
419,4,2:56.0,W. Cauley-Stein enters the game for K. Koufos,,100,108
420,4,2:56.0,,G. Dragić enters the game for J. McRoberts,100,108
421,4,2:35.0,,D. Wade misses 2-pt jump shot from 19 ft,100,108
422,4,2:34.0,Defensive rebound by O. Casspi,,100,108
423,4,2:16.0,M. Belinelli misses 3-pt jump shot from 24 ft,,100,108
424,4,2:15.0,,Defensive rebound by D. Wade,100,108
425,4,2:04.0,,Shooting foul by W. Cauley-Stein (drawn by D. Wade),100,108
426,4,2:04.0,K. Koufos enters the game for W. Cauley-Stein,,100,108
427,4,2:04.0,,D. Wade misses free throw 1 of 2,100,108
428,4,2:04.0,,Offensive rebound by Team,100,108
429,4,2:04.0,,D. Wade makes free throw 2 of 2,100,109
430,4,1:54.0,R. Rondo misses 2-pt jump shot from 13 ft,,100,109
431,4,1:53.0,Offensive rebound by K. Koufos,,100,109
432,4,1:52.0,K. Koufos makes 2-pt jump shot from 4 ft,,102,109
433,4,1:29.0,,T. Johnson misses 3-pt jump shot from 24 ft,102,109
434,4,1:28.0,Defensive rebound by K. Koufos,,102,109
435,4,1:20.0,R. Rondo makes 2-pt layup from 2 ft,,104,109
436,4,1:20.0,,Miami full timeout,104,109
437,4,1:07.0,,Personal foul by M. Belinelli (drawn by L. Deng),104,109
438,4,1:07.0,,L. Deng makes free throw 1 of 2,104,110
439,4,1:07.0,,L. Deng makes free throw 2 of 2,104,111
440,4,0:59.0,M. Belinelli misses 3-pt jump shot from 25 ft,,104,111
441,4,0:58.0,,Defensive rebound by L. Deng,104,111
442,4,0:53.0,,Personal foul by R. Rondo (drawn by L. Deng),104,111
443,4,0:53.0,,L. Deng misses free throw 1 of 2,104,111
444,4,0:53.0,,Offensive rebound by Team,104,111
445,4,0:53.0,,L. Deng makes free throw 2 of 2,104,112
446,4,0:43.0,O. Casspi makes 2-pt jump shot from 6 ft,,106,112
447,4,0:17.0,,D. Wade misses 3-pt jump shot from 25 ft,106,112
448,4,0:16.0,,Offensive rebound by L. Deng,106,112
449,4,0:13.0,,Personal foul by O. Casspi (drawn by L. Deng),106,112
450,4,0:13.0,,L. Deng makes free throw 1 of 2,106,113
451,4,0:13.0,,L. Deng makes free throw 2 of 2,106,114
452,4,0:08.0,R. Rondo makes 3-pt jump shot from 24 ft,,109,114
453,4,0:07.0,,Personal foul by R. Rondo (drawn by D. Wade),109,114
454,4,0:07.0,,D. Wade makes free throw 1 of 2,109,115
455,4,0:07.0,,D. Wade makes free throw 2 of 2,109,116
456,4,0:05.0,R. Rondo misses 3-pt jump shot from 25 ft,,109,116
457,4,0:04.0,Offensive rebound by K. Koufos,,109,116
458,4,0:02.0,K. Koufos misses 2-pt jump shot from 7 ft,,109,116
459,4,0:01.0,,Defensive rebound by C. Bosh,109,116
