,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
387,4,1:46.0,Personal foul by K. Anderson (drawn by T. Harris),,80,95
388,4,1:46.0,T. Harris makes free throw 1 of 2,,81,95
389,4,1:46.0,S. Blake enters the game for M. Morris,,81,95
390,4,1:46.0,R. Bullock enters the game for A. Drummond,,81,95
391,4,1:46.0,A. Baynes enters the game for K. Caldwell-Pope,,81,95
392,4,1:46.0,D. Hilliard enters the game for R. Jackson,,81,95
393,4,1:46.0,,B. Marjanović enters the game for D. West,81,95
394,4,1:46.0,T. Harris misses free throw 2 of 2,,81,95
395,4,1:45.0,,Defensive rebound by K. Anderson,81,95
396,4,1:23.0,,R. Butler misses 3-pt jump shot from 22 ft,81,95
397,4,1:22.0,,Offensive rebound by B. Marjanović,81,95
398,4,1:10.0,,J. Simmons makes 2-pt layup from 1 ft (assist by A. Miller),81,97
399,4,0:54.0,D. Hilliard misses 3-pt jump shot from 24 ft,,81,97
400,4,0:53.0,Offensive rebound by A. Baynes,,81,97
401,4,0:36.0,S. Blake misses 2-pt jump shot from 15 ft (block by B. Marjanović),,81,97
402,4,0:34.0,,Defensive rebound by K. Anderson,81,97
403,4,0:21.0,,K. Anderson misses 2-pt layup at rim,81,97
404,4,0:20.0,Defensive rebound by R. Bullock,,81,97
405,4,0:05.0,Turnover by S. Blake (bad pass; steal by R. Butler),,81,97
