,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
28,1,7:50.0,,J. Smith misses 3-pt jump shot from 24 ft,9,13
29,1,7:50.0,,Offensive rebound by K. Love,9,13
30,1,7:50.0,,K. Love makes 2-pt layup at rim,9,15
31,1,7:50.0,,Shooting foul by J. Bayless (drawn by K. Love),9,15
32,1,7:50.0,,K. Love makes free throw 1 of 1,9,16
33,1,7:39.0,G. Monroe makes 2-pt jump shot from 15 ft (assist by K. Middleton),,11,16
34,1,7:12.0,,J. Smith makes 2-pt jump shot from 12 ft,11,18
35,1,6:51.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,11,18
36,1,6:50.0,,Defensive rebound by K. Love,11,18
37,1,6:43.0,,K. Love misses 3-pt jump shot from 23 ft,11,18
38,1,6:43.0,Defensive rebound by G. Monroe,,11,18
39,1,6:35.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,14,18
40,1,6:07.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),14,20
41,1,5:58.0,Milwaukee full timeout,,14,20
42,1,5:47.0,G. Antetokounmpo makes 2-pt jump shot from 21 ft (assist by J. Parker),,16,20
43,1,5:33.0,,Turnover by K. Love (bad pass),16,20
44,1,5:14.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by T. Mozgov),,16,20
45,1,5:13.0,,Defensive rebound by K. Irving,16,20
46,1,5:04.0,,Turnover by K. Love (lost ball; steal by K. Middleton),16,20
47,1,4:59.0,Turnover by J. Parker (lost ball; steal by L. James),,16,20
48,1,4:55.0,,L. James makes 2-pt dunk at rim (assist by K. Love),16,22
49,1,4:40.0,J. Parker makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),,18,22
50,1,4:17.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),18,25
51,1,4:02.0,J. Parker makes 3-pt jump shot from 23 ft,,21,25
52,1,3:45.0,,K. Love makes 2-pt layup at rim (assist by T. Mozgov),21,27
53,1,3:33.0,J. Parker misses 2-pt jump shot from 20 ft,,21,27
54,1,3:32.0,,Defensive rebound by K. Irving,21,27
55,1,3:26.0,,Turnover by K. Irving (bad pass; steal by J. Parker),21,27
56,1,3:23.0,J. Cunningham enters the game for K. Middleton,,21,27
57,1,3:23.0,,M. Dellavedova enters the game for K. Irving,21,27
58,1,3:23.0,,T. Thompson enters the game for T. Mozgov,21,27
59,1,3:08.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,21,27
60,1,3:08.0,,Defensive rebound by T. Thompson,21,27
61,1,2:50.0,,T. Thompson makes 2-pt layup at rim (assist by L. James),21,29
62,1,2:29.0,J. Cunningham misses 2-pt jump shot from 4 ft,,21,29
63,1,2:29.0,Offensive rebound by J. Parker,,21,29
64,1,2:29.0,Shooting foul by K. Love (drawn by J. Parker),,21,29
65,1,2:29.0,,Cleveland full timeout,21,29
66,1,2:29.0,,C. Frye enters the game for K. Love,21,29
67,1,2:29.0,,I. Shumpert enters the game for J. Smith,21,29
68,1,2:29.0,D. Inglis enters the game for G. Antetokounmpo,,21,29
69,1,2:29.0,T. Ennis enters the game for J. Bayless,,21,29
70,1,2:29.0,J. Parker misses free throw 1 of 2,,21,29
71,1,2:29.0,Offensive rebound by Team,,21,29
72,1,2:29.0,J. Parker makes free throw 2 of 2,,22,29
73,1,2:06.0,,C. Frye misses 3-pt jump shot from 24 ft,22,29
74,1,2:06.0,Defensive rebound by D. Inglis,,22,29
75,1,1:52.0,Turnover by J. Parker (bad pass; steal by L. James),,22,29
76,1,1:49.0,,Shooting foul by J. Parker (drawn by L. James),22,29
77,1,1:49.0,,L. James makes free throw 1 of 2,22,30
78,1,1:49.0,J. O'Bryant enters the game for J. Parker,,22,30
79,1,1:49.0,,L. James makes free throw 2 of 2,22,31
80,1,1:32.0,Turnover by G. Monroe (traveling),,22,31
81,1,1:21.0,,L. James misses 2-pt layup from 2 ft,22,31
82,1,1:21.0,Defensive rebound by Team,,22,31
83,1,1:09.0,J. Cunningham makes 3-pt jump shot from 26 ft (assist by G. Monroe),,25,31
84,1,0:54.0,,C. Frye misses 3-pt jump shot from 23 ft,25,31
85,1,0:53.0,,Offensive rebound by Team,25,31
86,1,0:53.0,Loose ball foul by J. Cunningham,,25,31
87,1,0:53.0,,I. Shumpert makes free throw 1 of 2,25,32
88,1,0:53.0,,I. Shumpert makes free throw 2 of 2,25,33
89,1,0:41.0,Personal foul by I. Shumpert,,25,33
90,1,0:35.0,G. Monroe misses 2-pt jump shot from 16 ft,,25,33
91,1,0:34.0,,Defensive rebound by T. Thompson,25,33
92,1,0:13.0,,Shooting foul by T. Ennis (drawn by M. Dellavedova),25,33
93,1,0:13.0,,M. Dellavedova makes free throw 1 of 2,25,34
94,1,0:13.0,,K. Irving enters the game for L. James,25,34
95,1,0:13.0,,M. Dellavedova makes free throw 2 of 2,25,35
96,1,0:03.0,J. Cunningham misses 3-pt jump shot from 24 ft,,25,35
97,1,0:02.0,,Defensive rebound by I. Shumpert,25,35
98,1,0:00.0,,I. Shumpert misses 3-pt jump shot from 39 ft,25,35
99,1,0:00.0,,Offensive rebound by Team,25,35
100,2,11:37.0,Shooting foul by T. Thompson (drawn by J. Henson),,25,35
101,2,11:37.0,J. Henson misses free throw 1 of 2,,25,35
102,2,11:37.0,Offensive rebound by Team,,25,35
103,2,11:37.0,J. Henson makes free throw 2 of 2,,26,35
104,2,11:20.0,,K. Irving makes 2-pt jump shot from 14 ft (assist by C. Frye),26,37
105,2,11:09.0,T. Ennis misses 2-pt layup from 1 ft,,26,37
106,2,11:07.0,,Defensive rebound by K. Irving,26,37
107,2,10:46.0,,I. Shumpert misses 2-pt dunk at rim (block by M. Plumlee),26,37
108,2,10:43.0,Defensive rebound by T. Ennis,,26,37
109,2,10:34.0,T. Ennis makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,29,37
110,2,10:23.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by K. Irving),29,40
111,2,10:02.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,31,40
112,2,9:48.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),31,43
113,2,9:48.0,,Shooting foul by T. Ennis (drawn by K. Irving),31,43
114,2,9:48.0,,K. Irving makes free throw 1 of 1,31,44
115,2,9:29.0,J. Henson makes 2-pt hook shot from 11 ft (assist by K. Middleton),,33,44
116,2,9:04.0,,Turnover by Team (shot clock),33,44
117,2,8:46.0,J. Henson makes 2-pt jump shot from 6 ft (assist by K. Middleton),,35,44
118,2,8:29.0,,T. Thompson makes 2-pt layup at rim (assist by M. Dellavedova),35,46
119,2,8:12.0,Shooting foul by M. Dellavedova (drawn by K. Middleton),,35,46
120,2,8:12.0,Official timeout,,35,46
121,2,8:12.0,,J. Smith enters the game for M. Dellavedova,35,46
122,2,8:12.0,K. Middleton makes free throw 1 of 2,,36,46
123,2,8:12.0,K. Middleton makes free throw 2 of 2,,37,46
124,2,7:53.0,,K. Irving misses 3-pt jump shot from 24 ft,37,46
125,2,7:53.0,Defensive rebound by G. Antetokounmpo,,37,46
126,2,7:36.0,T. Ennis misses 2-pt jump shot from 15 ft,,37,46
127,2,7:35.0,,Defensive rebound by T. Thompson,37,46
128,2,7:23.0,,T. Thompson misses 2-pt layup from 1 ft,37,46
129,2,7:22.0,Defensive rebound by K. Middleton,,37,46
130,2,7:11.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,39,46
131,2,6:57.0,,C. Frye misses 3-pt jump shot from 25 ft,39,46
132,2,6:57.0,,Offensive rebound by J. Smith,39,46
133,2,6:51.0,,I. Shumpert misses 3-pt jump shot from 24 ft,39,46
134,2,6:51.0,,Offensive rebound by Team,39,46
135,2,6:51.0,,K. Love enters the game for C. Frye,39,46
136,2,6:51.0,,L. James enters the game for I. Shumpert,39,46
137,2,6:51.0,J. Bayless enters the game for T. Ennis,,39,46
138,2,6:39.0,,T. Thompson misses 2-pt layup at rim (block by J. Henson),39,46
139,2,6:37.0,Defensive rebound by M. Plumlee,,39,46
140,2,6:30.0,Turnover by K. Middleton (bad pass; steal by K. Love),,39,46
141,2,6:23.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),39,48
142,2,6:01.0,G. Antetokounmpo misses 2-pt layup at rim,,39,48
143,2,6:00.0,Offensive rebound by J. Henson,,39,48
144,2,6:00.0,J. Henson misses 2-pt layup at rim,,39,48
145,2,6:00.0,Offensive rebound by J. Henson,,39,48
146,2,6:00.0,Shooting foul by K. Love (drawn by J. Henson),,39,48
147,2,6:00.0,J. Henson makes free throw 1 of 2,,40,48
148,2,6:00.0,J. Henson misses free throw 2 of 2,,40,48
149,2,5:58.0,Offensive rebound by G. Antetokounmpo,,40,48
150,2,5:55.0,G. Antetokounmpo makes 2-pt dunk at rim,,42,48
151,2,5:46.0,,Shooting foul by J. Henson (drawn by K. Love),42,48
152,2,5:46.0,,Cleveland full timeout,42,48
153,2,5:46.0,,K. Love makes free throw 1 of 2,42,49
154,2,5:46.0,,K. Love makes free throw 2 of 2,42,50
155,2,5:32.0,M. Plumlee misses 2-pt hook shot from 5 ft,,42,50
156,2,5:30.0,Offensive rebound by K. Middleton,,42,50
157,2,5:25.0,J. Henson makes 2-pt hook shot from 13 ft (assist by K. Middleton),,44,50
158,2,5:06.0,,Turnover by J. Smith (lost ball; steal by J. Henson),44,50
159,2,4:58.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by K. Middleton),,47,50
160,2,4:33.0,,L. James misses 2-pt layup at rim,47,50
161,2,4:29.0,,Offensive rebound by L. James,47,50
162,2,4:29.0,,L. James misses 2-pt layup from 6 ft,47,50
163,2,4:28.0,,Offensive rebound by L. James,47,50
164,2,4:28.0,,L. James misses 2-pt jump shot from 6 ft,47,50
165,2,4:26.0,Defensive rebound by J. Henson,,47,50
166,2,4:17.0,J. Henson makes 2-pt hook shot from 7 ft,,49,50
167,2,4:17.0,,Cleveland full timeout,49,50
168,2,4:17.0,,T. Mozgov enters the game for T. Thompson,49,50
169,2,4:07.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by L. James),49,53
170,2,3:53.0,Offensive foul by M. Plumlee (drawn by J. Smith),,49,53
171,2,3:53.0,Turnover by M. Plumlee (offensive foul),,49,53
172,2,3:42.0,,Turnover by L. James (bad pass; steal by K. Middleton),49,53
173,2,3:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,51,53
174,2,3:24.0,,Shooting foul by M. Plumlee (drawn by K. Irving),51,53
175,2,3:24.0,,K. Irving makes free throw 1 of 2,51,54
176,2,3:24.0,,T. Thompson enters the game for K. Love,51,54
177,2,3:24.0,,K. Irving makes free throw 2 of 2,51,55
178,2,3:06.0,J. Henson misses 2-pt jump shot from 6 ft,,51,55
179,2,3:02.0,Offensive rebound by G. Antetokounmpo,,51,55
180,2,3:02.0,G. Antetokounmpo makes 2-pt dunk at rim,,53,55
181,2,2:49.0,,K. Irving makes 2-pt jump shot from 10 ft,53,57
182,2,2:45.0,Milwaukee full timeout,,53,57
183,2,2:45.0,G. Monroe enters the game for M. Plumlee,,53,57
184,2,2:45.0,J. Parker enters the game for J. Henson,,53,57
185,2,2:29.0,Turnover by G. Monroe (lost ball),,53,57
186,2,2:16.0,,Turnover by K. Irving (bad pass; steal by J. Parker),53,57
187,2,2:01.0,J. Parker misses 2-pt jump shot from 16 ft,,53,57
188,2,2:01.0,,Defensive rebound by T. Thompson,53,57
189,2,1:56.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),53,59
190,2,1:33.0,Shooting foul by T. Mozgov (drawn by G. Monroe),,53,59
191,2,1:33.0,G. Monroe makes free throw 1 of 2,,54,59
192,2,1:33.0,,M. Dellavedova enters the game for K. Irving,54,59
193,2,1:33.0,G. Monroe makes free throw 2 of 2,,55,59
194,2,1:23.0,,Personal foul by G. Antetokounmpo,55,59
195,2,1:17.0,,Turnover by M. Dellavedova (bad pass; steal by J. Parker),55,59
196,2,1:07.0,J. Parker makes 2-pt layup at rim (assist by J. Bayless),,57,59
197,2,0:55.0,,L. James makes 2-pt layup at rim,57,61
198,2,0:39.0,G. Monroe makes 2-pt hook shot from 9 ft (assist by K. Middleton),,59,61
199,2,0:31.0,,Turnover by L. James (bad pass; steal by J. Parker),59,61
200,2,0:28.0,J. Parker makes 2-pt dunk at rim,,61,61
201,2,0:03.0,,L. James misses 3-pt jump shot from 24 ft,61,61
202,2,0:03.0,,Offensive rebound by T. Thompson,61,61
203,2,0:03.0,,T. Thompson makes 2-pt layup from 1 ft,61,63
204,2,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,61,63
205,2,0:00.0,Offensive rebound by Team,,61,63
206,3,11:54.0,,Offensive charge foul by G. Antetokounmpo (drawn by K. Irving),61,63
207,3,11:54.0,Turnover by G. Antetokounmpo (offensive foul),,61,63
208,3,11:30.0,,Turnover by Team (shot clock),61,63
209,3,11:17.0,G. Monroe makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),,63,63
210,3,10:57.0,,K. Love makes 2-pt layup from 1 ft,63,65
211,3,10:42.0,K. Middleton makes 2-pt jump shot from 13 ft,,65,65
212,3,10:32.0,,Personal foul by G. Monroe,65,65
213,3,10:27.0,,Offensive foul by K. Love (drawn by J. Parker),65,65
214,3,10:27.0,,Turnover by K. Love (offensive foul),65,65
215,3,10:18.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft,,67,65
216,3,9:57.0,,L. James makes 3-pt jump shot from 26 ft (assist by T. Mozgov),67,68
217,3,9:35.0,J. Bayless makes 2-pt jump shot from 7 ft,,69,68
218,3,9:20.0,,Personal foul by G. Monroe,69,68
219,3,9:05.0,,L. James misses 3-pt jump shot from 24 ft (block by G. Antetokounmpo),69,68
220,3,9:03.0,Defensive rebound by J. Bayless,,69,68
221,3,8:51.0,K. Middleton misses 2-pt jump shot from 14 ft,,69,68
222,3,8:50.0,,Defensive rebound by K. Irving,69,68
223,3,8:43.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),69,71
224,3,8:30.0,Personal foul by J. Smith,,69,71
225,3,8:26.0,Turnover by G. Monroe (bad pass; steal by J. Smith),,69,71
226,3,8:20.0,,Personal foul by J. Parker,69,71
227,3,8:07.0,,K. Irving misses 2-pt layup from 1 ft,69,71
228,3,8:04.0,,Offensive rebound by T. Mozgov,69,71
229,3,8:01.0,,K. Love misses 3-pt jump shot from 24 ft,69,71
230,3,8:00.0,,Offensive rebound by K. Irving,69,71
231,3,7:52.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),69,74
232,3,7:38.0,J. Parker misses 2-pt jump shot from 20 ft,,69,74
233,3,7:37.0,,Defensive rebound by T. Mozgov,69,74
234,3,7:28.0,,Turnover by T. Mozgov (lost ball; steal by G. Monroe),69,74
235,3,7:22.0,G. Antetokounmpo makes 2-pt layup at rim,,71,74
236,3,7:13.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),71,76
237,3,6:48.0,G. Monroe makes 2-pt layup at rim,,73,76
238,3,6:32.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),73,78
239,3,6:14.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,73,78
240,3,6:14.0,,Defensive rebound by T. Mozgov,73,78
241,3,6:05.0,,J. Smith misses 3-pt jump shot from 23 ft,73,78
242,3,6:04.0,,Offensive rebound by K. Love,73,78
243,3,5:59.0,,K. Love makes 2-pt hook shot from 7 ft,73,80
244,3,5:59.0,Milwaukee full timeout,,73,80
245,3,5:54.0,Personal foul by J. Smith,,73,80
246,3,5:37.0,G. Monroe makes 2-pt hook shot from 5 ft,,75,80
247,3,5:19.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Smith),75,82
248,3,4:57.0,Turnover by K. Middleton (palming),,75,82
249,3,4:57.0,,M. Dellavedova enters the game for K. Irving,75,82
250,3,4:50.0,,Personal foul by K. Middleton,75,82
251,3,4:40.0,,T. Mozgov misses 2-pt dunk at rim,75,82
252,3,4:40.0,,Offensive rebound by L. James,75,82
253,3,4:40.0,,Personal foul by K. Middleton,75,82
254,3,4:40.0,,L. James makes free throw 1 of 2,75,83
255,3,4:40.0,,L. James makes free throw 2 of 2,75,84
256,3,4:27.0,G. Monroe misses 2-pt layup from 1 ft (block by K. Love),,75,84
257,3,4:25.0,,Defensive rebound by L. James,75,84
258,3,4:17.0,,L. James misses 2-pt layup from 3 ft,75,84
259,3,4:16.0,Defensive rebound by J. Bayless,,75,84
260,3,4:10.0,J. Bayless misses 3-pt jump shot from 24 ft,,75,84
261,3,4:10.0,,Defensive rebound by K. Love,75,84
262,3,4:03.0,,L. James misses 3-pt jump shot from 25 ft,75,84
263,3,4:01.0,Defensive rebound by J. Bayless,,75,84
264,3,3:58.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,75,84
265,3,3:58.0,G. Antetokounmpo makes free throw 1 of 2,,76,84
266,3,3:58.0,T. Ennis enters the game for K. Middleton,,76,84
267,3,3:58.0,J. Cunningham enters the game for J. Bayless,,76,84
268,3,3:58.0,,C. Frye enters the game for T. Mozgov,76,84
269,3,3:58.0,,T. Thompson enters the game for K. Love,76,84
270,3,3:58.0,G. Antetokounmpo makes free throw 2 of 2,,77,84
271,3,3:46.0,M. Plumlee enters the game for J. Parker,,77,84
272,3,3:46.0,J. Henson enters the game for G. Monroe,,77,84
273,3,3:45.0,Violation by J. Henson (def goaltending),,77,84
274,3,3:45.0,,M. Dellavedova makes 2-pt layup from 1 ft (assist by L. James),77,86
275,3,3:24.0,Shooting foul by C. Frye (drawn by J. Cunningham),,77,86
276,3,3:24.0,J. Cunningham misses free throw 1 of 2,,77,86
277,3,3:24.0,Offensive rebound by Team,,77,86
278,3,3:24.0,J. Cunningham makes free throw 2 of 2,,78,86
279,3,3:14.0,,Personal foul by G. Antetokounmpo,78,86
280,3,3:14.0,,M. Dellavedova makes free throw 1 of 2,78,87
281,3,3:14.0,,M. Dellavedova makes free throw 2 of 2,78,88
282,3,2:51.0,J. Cunningham misses 3-pt jump shot from 22 ft,,78,88
283,3,2:51.0,,Defensive rebound by Team,78,88
284,3,2:51.0,,Cleveland full timeout,78,88
285,3,2:51.0,D. Inglis enters the game for G. Antetokounmpo,,78,88
286,3,2:38.0,,T. Thompson misses 2-pt layup from 1 ft,78,88
287,3,2:36.0,Defensive rebound by D. Inglis,,78,88
288,3,2:24.0,M. Plumlee makes 2-pt hook shot from 5 ft (assist by J. Henson),,80,88
289,3,2:06.0,,L. James misses 2-pt layup from 1 ft,80,88
290,3,2:04.0,,Offensive rebound by T. Thompson,80,88
291,3,2:04.0,,T. Thompson makes 2-pt layup from 1 ft,80,90
292,3,1:50.0,D. Inglis misses 3-pt jump shot from 23 ft,,80,90
293,3,1:49.0,Offensive rebound by D. Inglis,,80,90
294,3,1:44.0,D. Inglis makes 2-pt layup at rim,,82,90
295,3,1:19.0,,C. Frye misses 3-pt jump shot from 24 ft,82,90
296,3,1:19.0,,Offensive rebound by J. Smith,82,90
297,3,1:11.0,,J. Smith misses 2-pt jump shot from 11 ft,82,90
298,3,1:09.0,Defensive rebound by J. Cunningham,,82,90
299,3,1:07.0,J. Cunningham makes 2-pt layup at rim,,84,90
300,3,1:07.0,Shooting foul by C. Frye (drawn by J. Cunningham),,84,90
301,3,1:07.0,,I. Shumpert enters the game for J. Smith,84,90
302,3,1:07.0,J. Cunningham makes free throw 1 of 1,,85,90
303,3,0:59.0,,Personal foul by D. Inglis,85,90
304,3,0:59.0,,L. James misses free throw 1 of 2,85,90
305,3,0:59.0,,Offensive rebound by Team,85,90
306,3,0:59.0,,L. James makes free throw 2 of 2,85,91
307,3,0:49.0,T. Ennis makes 2-pt jump shot from 12 ft,,87,91
308,3,0:31.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,87,91
309,3,0:30.0,Defensive rebound by J. Cunningham,,87,91
310,3,0:11.0,Turnover by J. Henson (bad pass; steal by I. Shumpert),,87,91
311,3,0:07.0,,Offensive foul by M. Dellavedova (drawn by J. Cunningham),87,91
312,3,0:07.0,,Turnover by M. Dellavedova (offensive foul),87,91
313,3,0:02.0,T. Ennis misses 2-pt layup at rim (block by T. Thompson),,87,91
314,3,0:01.0,Offensive rebound by M. Plumlee,,87,91
315,4,11:37.0,,C. Frye misses 3-pt jump shot from 26 ft,87,91
316,4,11:36.0,Defensive rebound by D. Inglis,,87,91
317,4,11:22.0,J. Henson misses 2-pt jump shot from 11 ft,,87,91
318,4,11:21.0,,Defensive rebound by I. Shumpert,87,91
319,4,11:21.0,,Personal foul by J. Henson,87,91
320,4,11:08.0,,K. Irving misses 2-pt jump shot from 21 ft,87,91
321,4,11:08.0,Defensive rebound by J. Cunningham,,87,91
322,4,10:54.0,J. Cunningham misses 2-pt jump shot from 4 ft (block by C. Frye),,87,91
323,4,10:52.0,,Defensive rebound by K. Irving,87,91
324,4,10:49.0,,Personal foul by J. Cunningham,87,91
325,4,10:29.0,,K. Irving misses 3-pt jump shot from 28 ft,87,91
326,4,10:29.0,Defensive rebound by T. Ennis,,87,91
327,4,10:11.0,Personal foul by M. Dellavedova,,87,91
328,4,10:11.0,,K. Love enters the game for C. Frye,87,91
329,4,10:01.0,D. Inglis misses 2-pt jump shot from 14 ft (block by I. Shumpert),,87,91
330,4,10:01.0,Offensive rebound by Team,,87,91
331,4,9:55.0,T. Ennis misses 2-pt layup from 2 ft (block by K. Love),,87,91
332,4,9:54.0,,Defensive rebound by T. Thompson,87,91
333,4,9:42.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),87,94
334,4,9:23.0,J. Henson misses 2-pt jump shot from 7 ft,,87,94
335,4,9:23.0,,Defensive rebound by K. Love,87,94
336,4,9:18.0,,T. Thompson makes 2-pt jump shot from 5 ft (assist by K. Irving),87,96
337,4,9:18.0,,Shooting foul by M. Plumlee (drawn by T. Thompson),87,96
338,4,9:18.0,,T. Thompson makes free throw 1 of 1,87,97
339,4,8:54.0,Turnover by T. Ennis (bad pass; steal by K. Irving),,87,97
340,4,8:37.0,,M. Dellavedova misses 2-pt jump shot from 10 ft (block by M. Plumlee),87,97
341,4,8:37.0,,Offensive rebound by Team,87,97
342,4,8:37.0,Official timeout,,87,97
343,4,8:37.0,K. Middleton enters the game for J. Cunningham,,87,97
344,4,8:37.0,G. Antetokounmpo enters the game for T. Ennis,,87,97
345,4,8:37.0,J. Bayless enters the game for D. Inglis,,87,97
346,4,8:30.0,,Turnover by Team (shot clock),87,97
347,4,8:06.0,K. Middleton misses 3-pt jump shot from 24 ft,,87,97
348,4,8:06.0,Offensive rebound by M. Plumlee,,87,97
349,4,8:06.0,Personal foul by K. Irving,,87,97
350,4,8:06.0,,J. Smith enters the game for M. Dellavedova,87,97
351,4,7:55.0,M. Plumlee makes 2-pt hook shot from 11 ft (assist by K. Middleton),,89,97
352,4,7:39.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by K. Irving),89,99
353,4,7:23.0,Personal foul by K. Irving,,89,99
354,4,7:10.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,91,99
355,4,6:50.0,,K. Love misses 3-pt jump shot from 24 ft,91,99
356,4,6:49.0,Defensive rebound by G. Antetokounmpo,,91,99
357,4,6:30.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,93,99
358,4,6:30.0,,Cleveland full timeout,93,99
359,4,6:30.0,,L. James enters the game for I. Shumpert,93,99
360,4,6:18.0,,L. James misses 2-pt layup from 1 ft,93,99
361,4,6:18.0,Defensive rebound by Team,,93,99
362,4,6:18.0,,Loose ball foul by T. Thompson,93,99
363,4,6:10.0,Turnover by J. Henson (lost ball),,93,99
364,4,5:51.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Love),93,102
365,4,5:42.0,Turnover by J. Henson (traveling),,93,102
366,4,5:22.0,,Shooting foul by M. Plumlee (drawn by L. James),93,102
367,4,5:22.0,,L. James makes free throw 1 of 2,93,103
368,4,5:22.0,J. Parker enters the game for J. Henson,,93,103
369,4,5:22.0,,L. James makes free throw 2 of 2,93,104
370,4,5:09.0,M. Plumlee misses 2-pt jump shot from 6 ft (block by T. Thompson),,93,104
371,4,5:08.0,Offensive rebound by J. Bayless,,93,104
372,4,5:05.0,K. Middleton misses 3-pt jump shot from 24 ft,,93,104
373,4,5:05.0,,Defensive rebound by K. Love,93,104
374,4,5:02.0,,Turnover by K. Love (bad pass),93,104
375,4,4:47.0,J. Bayless makes 2-pt jump shot from 16 ft (assist by J. Parker),,95,104
376,4,4:20.0,,L. James misses 2-pt jump shot from 15 ft,95,104
377,4,4:19.0,,Offensive rebound by J. Smith,95,104
378,4,4:00.0,,K. Love misses 3-pt jump shot from 24 ft,95,104
379,4,3:59.0,Defensive rebound by G. Antetokounmpo,,95,104
380,4,3:52.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by J. Parker),,98,104
381,4,3:28.0,,J. Smith misses 3-pt jump shot from 25 ft,98,104
382,4,3:28.0,,Offensive rebound by T. Thompson,98,104
383,4,3:07.0,,L. James misses 2-pt dunk at rim,98,104
384,4,3:04.0,,Offensive rebound by T. Thompson,98,104
385,4,2:44.0,,K. Irving misses 3-pt jump shot from 24 ft,98,104
386,4,2:44.0,,Offensive rebound by T. Thompson,98,104
387,4,2:43.0,,T. Thompson makes 2-pt layup at rim,98,106
388,4,2:43.0,Milwaukee full timeout,,98,106
389,4,2:43.0,G. Monroe enters the game for M. Plumlee,,98,106
