,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
44,1,5:26.0,,Shooting foul by T. Robinson (drawn by D. Dedmon),16,13
45,1,5:26.0,,D. Dedmon makes free throw 1 of 2,16,14
46,1,5:26.0,,D. Dedmon makes free throw 2 of 2,16,15
47,1,5:12.0,Turnover by S. Karasev (bad pass; steal by E. Payton),,16,15
48,1,5:08.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),16,17
49,1,4:40.0,Shooting foul by D. Dedmon (drawn by B. Lopez),,16,17
50,1,4:40.0,B. Lopez misses free throw 1 of 2,,16,17
51,1,4:40.0,Offensive rebound by Team,,16,17
52,1,4:40.0,S. Kilpatrick enters the game for S. Karasev,,16,17
53,1,4:40.0,,J. Smith enters the game for D. Dedmon,16,17
54,1,4:40.0,B. Lopez makes free throw 2 of 2,,17,17
55,1,4:29.0,,V. Oladipo misses 2-pt jump shot from 16 ft,17,17
56,1,4:28.0,Defensive rebound by S. Larkin,,17,17
57,1,4:11.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,17,17
58,1,4:10.0,,Defensive rebound by J. Smith,17,17
59,1,4:03.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),17,20
60,1,3:43.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,17,20
61,1,3:42.0,,Defensive rebound by J. Smith,17,20
62,1,3:32.0,Violation by B. Bogdanović (kicked ball),,17,20
63,1,3:19.0,,A. Gordon makes 2-pt dunk at rim (assist by V. Oladipo),17,22
64,1,2:57.0,Turnover by B. Lopez (traveling),,17,22
65,1,2:57.0,Brooklyn full timeout,,17,22
66,1,2:57.0,H. Sims enters the game for B. Lopez,,17,22
67,1,2:46.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Payton),17,24
68,1,2:27.0,Turnover by S. Kilpatrick (lost ball; steal by V. Oladipo),,17,24
69,1,2:18.0,,A. Gordon makes 2-pt layup from 2 ft,17,26
70,1,2:04.0,T. Robinson makes 2-pt layup from 2 ft,,19,26
71,1,1:49.0,,E. Fournier misses 2-pt jump shot from 4 ft (block by H. Sims),19,26
72,1,1:49.0,,Offensive rebound by Team,19,26
73,1,1:49.0,D. Sloan enters the game for B. Bogdanović,,19,26
74,1,1:49.0,M. Brown enters the game for S. Larkin,,19,26
75,1,1:49.0,,M. Hezonja enters the game for E. Fournier,19,26
76,1,1:47.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Payton),19,28
77,1,1:26.0,M. Brown makes 2-pt jump shot from 7 ft,,21,28
78,1,1:26.0,Shooting foul by M. Hezonja (drawn by M. Brown),,21,28
79,1,1:26.0,M. Brown misses free throw 1 of 1,,21,28
80,1,1:25.0,,Defensive rebound by A. Gordon,21,28
81,1,1:15.0,,J. Smith misses 2-pt jump shot from 20 ft,21,28
82,1,1:14.0,Defensive rebound by S. Kilpatrick,,21,28
83,1,1:04.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,21,28
84,1,1:03.0,,Defensive rebound by A. Gordon,21,28
85,1,0:55.0,,E. Payton misses 2-pt layup from 2 ft,21,28
86,1,0:53.0,,Offensive rebound by E. Payton,21,28
87,1,0:53.0,,E. Payton makes 2-pt layup from 2 ft,21,30
88,1,0:35.0,Turnover by S. Kilpatrick (bad pass; steal by V. Oladipo),,21,30
89,1,0:31.0,,A. Gordon makes 2-pt dunk at rim (assist by V. Oladipo),21,32
90,1,0:06.0,T. Robinson makes 2-pt jump shot from 17 ft (assist by S. Kilpatrick),,23,32
91,1,0:03.0,,Personal take foul by D. Sloan,23,32
92,1,0:03.0,C. McCullough enters the game for H. Sims,,23,32
93,1,0:03.0,,A. Nicholson enters the game for A. Gordon,23,32
94,1,0:01.0,,M. Hezonja misses 2-pt jump shot from 9 ft,23,32
95,1,0:00.0,,Offensive rebound by Team,23,32
96,2,11:44.0,H. Sims makes 2-pt dunk at rim (assist by M. Brown),,25,32
97,2,11:22.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by B. Jennings),25,34
98,2,10:59.0,H. Sims misses 2-pt jump shot from 17 ft,,25,34
99,2,10:58.0,,Defensive rebound by B. Jennings,25,34
100,2,10:48.0,Violation by M. Brown (kicked ball),,25,34
101,2,10:41.0,,A. Nicholson makes 2-pt dunk at rim (assist by B. Jennings),25,36
102,2,10:23.0,S. Kilpatrick misses 2-pt jump shot from 16 ft,,25,36
103,2,10:23.0,,Defensive rebound by Team,25,36
104,2,10:23.0,W. Ellington enters the game for S. Kilpatrick,,25,36
105,2,10:11.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by C. Watson),25,38
106,2,10:11.0,Brooklyn full timeout,,25,38
107,2,9:55.0,M. Brown makes 2-pt jump shot from 19 ft (assist by C. McCullough),,27,38
108,2,9:41.0,,A. Nicholson makes 2-pt hook shot from 6 ft (assist by B. Jennings),27,40
109,2,9:21.0,C. McCullough misses 3-pt jump shot from 26 ft,,27,40
110,2,9:20.0,,Defensive rebound by C. Watson,27,40
111,2,9:10.0,,J. Smith makes 2-pt layup from 3 ft (assist by A. Nicholson),27,42
112,2,8:54.0,D. Sloan misses 2-pt jump shot from 10 ft,,27,42
113,2,8:53.0,,Defensive rebound by C. Watson,27,42
114,2,8:46.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by C. Watson),27,44
115,2,8:46.0,Brooklyn full timeout,,27,44
116,2,8:46.0,B. Lopez enters the game for H. Sims,,27,44
117,2,8:36.0,Personal foul by C. Watson,,27,44
118,2,8:30.0,W. Ellington misses 2-pt jump shot from 20 ft,,27,44
119,2,8:28.0,,Defensive rebound by J. Smith,27,44
120,2,8:13.0,,A. Nicholson makes 2-pt jump shot from 15 ft,27,46
121,2,8:02.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by D. Sloan),,29,46
122,2,7:52.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by B. Jennings),29,49
123,2,7:38.0,W. Ellington misses 2-pt jump shot from 8 ft,,29,49
124,2,7:37.0,Offensive rebound by B. Lopez,,29,49
125,2,7:36.0,Turnover by B. Lopez (lost ball; steal by C. Watson),,29,49
126,2,7:28.0,,J. Smith misses 2-pt jump shot from 19 ft,29,49
127,2,7:27.0,Defensive rebound by M. Brown,,29,49
128,2,7:20.0,Turnover by W. Ellington (bad pass; steal by B. Jennings),,29,49
129,2,7:16.0,,Shooting foul by M. Brown (drawn by C. Watson),29,49
130,2,7:16.0,,C. Watson makes free throw 1 of 2,29,50
131,2,7:16.0,S. Larkin enters the game for M. Brown,,29,50
132,2,7:16.0,T. Robinson enters the game for D. Sloan,,29,50
133,2,7:16.0,B. Bogdanović enters the game for C. McCullough,,29,50
134,2,7:16.0,,C. Watson makes free throw 2 of 2,29,51
135,2,7:04.0,S. Larkin misses 2-pt layup from 1 ft (block by M. Hezonja),,29,51
136,2,7:02.0,,Defensive rebound by A. Nicholson,29,51
137,2,6:55.0,,A. Nicholson makes 3-pt jump shot from 24 ft (assist by B. Jennings),29,54
138,2,6:54.0,Brooklyn full timeout,,29,54
139,2,6:38.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,32,54
140,2,6:28.0,,Personal foul by T. Robinson,32,54
141,2,6:20.0,,B. Jennings misses 3-pt jump shot from 26 ft,32,54
142,2,6:19.0,Defensive rebound by B. Bogdanović,,32,54
143,2,6:00.0,B. Lopez misses 2-pt jump shot from 8 ft,,32,54
144,2,5:59.0,,Defensive rebound by J. Smith,32,54
145,2,5:52.0,,A. Nicholson makes 2-pt dunk at rim (assist by B. Jennings),32,56
146,2,5:25.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by S. Larkin),,35,56
147,2,5:11.0,,M. Hezonja makes 2-pt jump shot from 7 ft,35,58
148,2,4:57.0,Offensive foul by B. Lopez (drawn by J. Smith),,35,58
149,2,4:57.0,Turnover by B. Lopez (offensive foul),,35,58
150,2,4:57.0,,E. Payton enters the game for M. Hezonja,35,58
151,2,4:57.0,,E. Fournier enters the game for B. Jennings,35,58
152,2,4:57.0,,V. Oladipo enters the game for C. Watson,35,58
153,2,4:39.0,,E. Payton makes 2-pt jump shot from 6 ft,35,60
154,2,4:13.0,B. Lopez misses 2-pt hook shot from 7 ft,,35,60
155,2,4:10.0,Offensive rebound by S. Larkin,,35,60
156,2,4:09.0,S. Larkin makes 2-pt jump shot from 8 ft,,37,60
157,2,4:09.0,,Orlando full timeout,37,60
158,2,4:09.0,,D. Dedmon enters the game for J. Smith,37,60
159,2,4:09.0,,A. Gordon enters the game for A. Nicholson,37,60
160,2,3:46.0,,E. Fournier makes 2-pt jump shot from 10 ft (assist by V. Oladipo),37,62
161,2,3:28.0,Personal foul by V. Oladipo,,37,62
162,2,3:19.0,S. Larkin misses 2-pt layup from 1 ft,,37,62
163,2,3:17.0,,Defensive rebound by D. Dedmon,37,62
164,2,3:11.0,,A. Gordon misses 3-pt jump shot from 23 ft,37,62
165,2,3:10.0,Defensive rebound by W. Ellington,,37,62
166,2,3:08.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Ellington),,39,62
167,2,3:08.0,Away from play foul by E. Fournier,,39,62
168,2,3:08.0,H. Sims enters the game for B. Lopez,,39,62
169,2,3:08.0,W. Ellington makes free throw 1 of 1,,40,62
170,2,2:49.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by V. Oladipo),40,65
171,2,2:31.0,S. Larkin makes 2-pt layup from 2 ft,,42,65
172,2,2:25.0,,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),42,67
173,2,2:25.0,,Shooting foul by T. Robinson (drawn by A. Gordon),42,67
174,2,2:25.0,C. McCullough enters the game for T. Robinson,,42,67
175,2,2:25.0,,A. Gordon makes free throw 1 of 1,42,68
176,2,2:12.0,S. Larkin misses 2-pt layup from 2 ft,,42,68
177,2,2:11.0,Offensive rebound by H. Sims,,42,68
178,2,2:10.0,Turnover by H. Sims (bad pass; steal by A. Gordon),,42,68
179,2,2:10.0,,Personal foul by S. Larkin,42,68
180,2,2:10.0,S. Kilpatrick enters the game for B. Bogdanović,,42,68
181,2,1:52.0,,E. Payton misses 2-pt jump shot from 6 ft,42,68
182,2,1:50.0,Defensive rebound by H. Sims,,42,68
183,2,1:46.0,S. Kilpatrick misses 2-pt layup from 1 ft,,42,68
184,2,1:45.0,,Defensive rebound by E. Fournier,42,68
185,2,1:30.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Fournier),42,70
186,2,1:07.0,W. Ellington misses 2-pt jump shot from 18 ft,,42,70
187,2,1:05.0,,Defensive rebound by E. Payton,42,70
188,2,0:58.0,,E. Payton misses 2-pt jump shot from 10 ft,42,70
189,2,0:57.0,Defensive rebound by W. Ellington,,42,70
190,2,0:53.0,Shooting foul by V. Oladipo (drawn by S. Kilpatrick),,42,70
191,2,0:53.0,S. Kilpatrick makes free throw 1 of 2,,43,70
192,2,0:53.0,S. Kilpatrick misses free throw 2 of 2,,43,70
193,2,0:53.0,,Defensive rebound by E. Payton,43,70
194,2,0:48.0,,Turnover by V. Oladipo (lost ball; steal by S. Kilpatrick),43,70
195,2,0:43.0,,Offensive charge foul by C. McCullough (drawn by A. Gordon),43,70
196,2,0:43.0,Turnover by C. McCullough (offensive foul),,43,70
197,2,0:34.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),43,73
198,2,0:17.0,S. Kilpatrick makes 2-pt layup from 2 ft,,45,73
199,2,0:00.0,,V. Oladipo misses 3-pt jump shot from 25 ft,45,73
200,2,0:00.0,,Offensive rebound by Team,45,73
201,3,11:43.0,T. Robinson misses 2-pt jump shot from 7 ft (block by D. Dedmon),,45,73
202,3,11:43.0,,Defensive rebound by Team,45,73
203,3,11:34.0,,Turnover by V. Oladipo (bad pass; steal by S. Kilpatrick),45,73
204,3,11:29.0,Turnover by T. Robinson (bad pass),,45,73
205,3,11:20.0,,D. Dedmon makes 2-pt dunk at rim (assist by V. Oladipo),45,75
206,3,10:58.0,Personal foul by A. Gordon,,45,75
207,3,10:45.0,S. Larkin misses 2-pt layup from 2 ft (block by D. Dedmon),,45,75
208,3,10:43.0,,Defensive rebound by E. Payton,45,75
209,3,10:37.0,,V. Oladipo makes 3-pt jump shot from 24 ft,45,78
210,3,10:36.0,Brooklyn full timeout,,45,78
211,3,10:22.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,48,78
212,3,10:09.0,,E. Payton misses 2-pt jump shot from 20 ft,48,78
213,3,10:08.0,Defensive rebound by T. Robinson,,48,78
214,3,9:53.0,H. Sims misses 2-pt layup from 2 ft,,48,78
215,3,9:51.0,Offensive rebound by T. Robinson,,48,78
216,3,9:46.0,Turnover by T. Robinson (bad pass),,48,78
217,3,9:39.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),48,80
218,3,9:13.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,48,80
219,3,9:12.0,,Defensive rebound by A. Gordon,48,80
220,3,8:59.0,,E. Fournier misses 2-pt layup from 2 ft,48,80
221,3,8:57.0,Defensive rebound by H. Sims,,48,80
222,3,8:49.0,Shooting foul by D. Dedmon (drawn by H. Sims),,48,80
223,3,8:49.0,H. Sims makes free throw 1 of 2,,49,80
224,3,8:49.0,H. Sims makes free throw 2 of 2,,50,80
225,3,8:32.0,,A. Gordon makes 2-pt jump shot from 13 ft (assist by E. Fournier),50,82
226,3,8:17.0,W. Ellington misses 3-pt jump shot from 24 ft,,50,82
227,3,8:16.0,,Defensive rebound by D. Dedmon,50,82
228,3,8:13.0,,Turnover by D. Dedmon (bad pass; steal by S. Larkin),50,82
229,3,8:09.0,S. Larkin misses 2-pt jump shot from 14 ft,,50,82
230,3,8:07.0,Offensive rebound by T. Robinson,,50,82
231,3,8:07.0,T. Robinson misses 2-pt layup from 3 ft,,50,82
232,3,8:04.0,Offensive rebound by T. Robinson,,50,82
233,3,8:04.0,T. Robinson misses 2-pt layup from 2 ft (block by D. Dedmon),,50,82
234,3,8:04.0,Offensive rebound by T. Robinson,,50,82
235,3,8:04.0,T. Robinson misses 2-pt layup from 2 ft,,50,82
236,3,8:04.0,Offensive rebound by Team,,50,82
237,3,7:57.0,H. Sims misses 2-pt jump shot from 6 ft,,50,82
238,3,7:55.0,Offensive rebound by T. Robinson,,50,82
239,3,7:55.0,T. Robinson makes 2-pt dunk at rim,,52,82
240,3,7:33.0,,D. Dedmon makes 2-pt dunk at rim (assist by V. Oladipo),52,84
241,3,7:10.0,S. Kilpatrick misses 2-pt jump shot from 16 ft,,52,84
242,3,7:09.0,Offensive rebound by S. Kilpatrick,,52,84
243,3,7:06.0,S. Kilpatrick makes 2-pt jump shot from 15 ft,,54,84
244,3,6:57.0,,E. Payton misses 2-pt layup from 2 ft (block by H. Sims),54,84
245,3,6:57.0,,Offensive rebound by Team,54,84
246,3,6:57.0,W. Reed enters the game for H. Sims,,54,84
247,3,6:51.0,,Turnover by D. Dedmon (3 sec),54,84
248,3,6:34.0,S. Kilpatrick misses 2-pt jump shot from 10 ft,,54,84
249,3,6:33.0,,Defensive rebound by V. Oladipo,54,84
250,3,6:20.0,,E. Fournier misses 2-pt layup from 3 ft (block by W. Reed),54,84
251,3,6:18.0,Defensive rebound by S. Larkin,,54,84
252,3,6:04.0,Personal foul by E. Payton,,54,84
253,3,5:57.0,W. Reed makes 2-pt dunk at rim (assist by T. Robinson),,56,84
254,3,5:42.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),56,86
255,3,5:42.0,,Shooting foul by W. Ellington (drawn by D. Dedmon),56,86
256,3,5:42.0,,D. Dedmon makes free throw 1 of 1,56,87
257,3,5:25.0,W. Ellington misses 2-pt jump shot from 19 ft,,56,87
258,3,5:24.0,Offensive rebound by W. Reed,,56,87
259,3,5:24.0,W. Reed makes 2-pt layup from 2 ft,,58,87
260,3,5:17.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),58,89
261,3,5:03.0,Turnover by S. Kilpatrick (lost ball; steal by V. Oladipo),,58,89
262,3,4:58.0,,E. Payton makes 2-pt layup from 2 ft,58,91
263,3,4:58.0,,Shooting foul by W. Reed (drawn by E. Payton),58,91
264,3,4:58.0,,E. Payton makes free throw 1 of 1,58,92
265,3,4:51.0,Shooting foul by A. Gordon (drawn by T. Robinson),,58,92
266,3,4:51.0,T. Robinson misses free throw 1 of 2,,58,92
267,3,4:51.0,Offensive rebound by Team,,58,92
268,3,4:51.0,M. Brown enters the game for S. Kilpatrick,,58,92
269,3,4:51.0,T. Robinson misses free throw 2 of 2,,58,92
270,3,4:50.0,,Defensive rebound by D. Dedmon,58,92
271,3,4:39.0,,V. Oladipo makes 2-pt jump shot from 18 ft (assist by E. Payton),58,94
272,3,4:27.0,Shooting foul by E. Payton (drawn by T. Robinson),,58,94
273,3,4:27.0,T. Robinson makes free throw 1 of 2,,59,94
274,3,4:27.0,S. Karasev enters the game for W. Ellington,,59,94
275,3,4:27.0,T. Robinson makes free throw 2 of 2,,60,94
276,3,4:15.0,,A. Gordon misses 3-pt jump shot from 25 ft,60,94
277,3,4:14.0,Defensive rebound by S. Karasev,,60,94
278,3,4:04.0,T. Robinson makes 2-pt layup from 3 ft,,62,94
279,3,3:54.0,,E. Payton misses 3-pt jump shot from 25 ft,62,94
280,3,3:53.0,,Offensive rebound by Team,62,94
281,3,3:53.0,C. McCullough enters the game for T. Robinson,,62,94
282,3,3:53.0,,M. Hezonja enters the game for E. Fournier,62,94
283,3,3:38.0,,E. Payton makes 2-pt layup from 2 ft,62,96
284,3,3:26.0,Personal foul by V. Oladipo,,62,96
285,3,3:26.0,M. Brown makes free throw 1 of 2,,63,96
286,3,3:26.0,,J. Smith enters the game for D. Dedmon,63,96
287,3,3:26.0,M. Brown makes free throw 2 of 2,,64,96
288,3,3:10.0,,Shooting foul by S. Larkin (drawn by E. Payton),64,96
289,3,3:10.0,,E. Payton makes free throw 1 of 2,64,97
290,3,3:10.0,S. Kilpatrick enters the game for S. Larkin,,64,97
291,3,3:10.0,,E. Payton makes free throw 2 of 2,64,98
292,3,2:52.0,Personal foul by V. Oladipo,,64,98
293,3,2:52.0,,Orlando full timeout,64,98
294,3,2:52.0,,C. Watson enters the game for V. Oladipo,64,98
295,3,2:52.0,,B. Jennings enters the game for E. Payton,64,98
296,3,2:52.0,S. Kilpatrick misses free throw 1 of 2,,64,98
297,3,2:52.0,Offensive rebound by Team,,64,98
298,3,2:52.0,S. Kilpatrick makes free throw 2 of 2,,65,98
299,3,2:36.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by M. Hezonja),65,100
300,3,2:24.0,Shooting foul by C. Watson (drawn by M. Brown),,65,100
301,3,2:24.0,M. Brown misses free throw 1 of 2,,65,100
302,3,2:24.0,Offensive rebound by Team,,65,100
303,3,2:24.0,M. Brown makes free throw 2 of 2,,66,100
304,3,2:02.0,,M. Hezonja misses 3-pt jump shot from 25 ft,66,100
305,3,2:01.0,Defensive rebound by S. Karasev,,66,100
306,3,1:43.0,S. Kilpatrick misses 2-pt layup from 1 ft (block by J. Smith),,66,100
307,3,1:43.0,Offensive rebound by Team,,66,100
308,3,1:36.0,M. Brown misses 3-pt jump shot from 26 ft,,66,100
309,3,1:35.0,Offensive rebound by W. Reed,,66,100
310,3,1:33.0,W. Reed makes 2-pt dunk at rim,,68,100
311,3,1:33.0,Shooting foul by J. Smith (drawn by W. Reed),,68,100
312,3,1:33.0,W. Reed misses free throw 1 of 1,,68,100
313,3,1:32.0,,Defensive rebound by M. Hezonja,68,100
314,3,1:29.0,,Shooting foul by S. Karasev (drawn by M. Hezonja),68,100
315,3,1:29.0,,M. Hezonja makes free throw 1 of 2,68,101
316,3,1:29.0,,A. Nicholson enters the game for A. Gordon,68,101
317,3,1:29.0,,M. Hezonja misses free throw 2 of 2,68,101
318,3,1:28.0,Defensive rebound by C. McCullough,,68,101
319,3,1:19.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by M. Brown),,70,101
320,3,1:19.0,Shooting foul by A. Nicholson (drawn by S. Kilpatrick),,70,101
321,3,1:19.0,S. Kilpatrick makes free throw 1 of 1,,71,101
322,3,1:06.0,,Shooting foul by C. McCullough (drawn by A. Nicholson),71,101
323,3,1:06.0,,A. Nicholson misses free throw 1 of 2,71,101
324,3,1:06.0,,Offensive rebound by Team,71,101
325,3,1:06.0,,A. Nicholson misses free throw 2 of 2,71,101
326,3,1:05.0,Defensive rebound by W. Reed,,71,101
327,3,0:52.0,W. Reed misses 2-pt jump shot from 5 ft,,71,101
328,3,0:50.0,,Defensive rebound by J. Smith,71,101
329,3,0:40.0,,B. Jennings misses 2-pt jump shot from 7 ft (block by C. McCullough),71,101
330,3,0:38.0,Defensive rebound by S. Karasev,,71,101
331,3,0:36.0,Personal foul by B. Jennings,,71,101
332,3,0:36.0,S. Karasev makes free throw 1 of 2,,72,101
333,3,0:36.0,S. Karasev makes free throw 2 of 2,,73,101
334,3,0:22.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by C. Watson),73,103
335,3,0:07.0,Turnover by M. Brown (lost ball; steal by M. Hezonja),,73,103
336,3,0:01.0,,C. Watson misses 2-pt jump shot from 4 ft,73,103
337,3,0:00.0,,Offensive rebound by B. Jennings,73,103
338,4,11:40.0,,Turnover by M. Hezonja (bad pass; steal by C. McCullough),73,103
339,4,11:26.0,Turnover by S. Kilpatrick (bad pass; steal by C. Watson),,73,103
340,4,11:21.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by C. Watson),73,106
341,4,11:05.0,W. Reed makes 2-pt dunk at rim (assist by M. Brown),,75,106
342,4,10:49.0,,J. Smith misses 2-pt jump shot from 17 ft,75,106
343,4,10:47.0,Defensive rebound by W. Reed,,75,106
344,4,10:40.0,S. Karasev makes 3-pt jump shot from 24 ft (assist by M. Brown),,78,106
345,4,10:23.0,,B. Jennings misses 3-pt jump shot from 25 ft,78,106
346,4,10:22.0,Defensive rebound by W. Reed,,78,106
347,4,10:15.0,C. McCullough makes 2-pt dunk at rim (assist by M. Brown),,80,106
348,4,9:57.0,,J. Smith misses 2-pt jump shot from 20 ft,80,106
349,4,9:56.0,,Offensive rebound by A. Nicholson,80,106
350,4,9:51.0,,M. Hezonja misses 3-pt jump shot from 24 ft,80,106
351,4,9:50.0,,Offensive rebound by Team,80,106
352,4,9:47.0,,B. Jennings makes 2-pt jump shot from 20 ft,80,108
353,4,9:44.0,Personal foul by B. Jennings,,80,108
354,4,9:41.0,Personal foul by M. Hezonja,,80,108
355,4,9:37.0,Personal foul by B. Jennings,,80,108
356,4,9:31.0,S. Kilpatrick makes 2-pt jump shot from 17 ft,,82,108
357,4,9:13.0,,Shooting foul by C. McCullough (drawn by A. Nicholson),82,108
358,4,9:13.0,,A. Nicholson makes free throw 1 of 2,82,109
359,4,9:13.0,H. Sims enters the game for W. Reed,,82,109
360,4,9:13.0,,A. Nicholson makes free throw 2 of 2,82,110
361,4,8:58.0,C. McCullough makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,85,110
362,4,8:43.0,,B. Jennings misses 3-pt jump shot from 25 ft,85,110
363,4,8:42.0,,Offensive rebound by Team,85,110
364,4,8:42.0,Official timeout,,85,110
365,4,8:37.0,,M. Hezonja makes 2-pt jump shot from 16 ft,85,112
366,4,8:22.0,Shooting foul by M. Hezonja (drawn by S. Karasev),,85,112
367,4,8:22.0,S. Karasev makes free throw 1 of 2,,86,112
368,4,8:22.0,S. Karasev makes free throw 2 of 2,,87,112
369,4,8:06.0,,Turnover by A. Nicholson (bad pass; steal by M. Brown),87,112
370,4,8:03.0,Turnover by M. Brown (bad pass),,87,112
371,4,7:43.0,,A. Nicholson makes 3-pt jump shot from 23 ft (assist by M. Hezonja),87,115
372,4,7:30.0,Shooting block foul by A. Nicholson (drawn by M. Brown),,87,115
373,4,7:30.0,M. Brown misses free throw 1 of 2,,87,115
374,4,7:30.0,Offensive rebound by Team,,87,115
375,4,7:30.0,W. Ellington enters the game for S. Kilpatrick,,87,115
376,4,7:30.0,M. Brown makes free throw 2 of 2,,88,115
377,4,7:18.0,,B. Jennings makes 3-pt jump shot from 23 ft (assist by C. Watson),88,118
378,4,7:06.0,M. Brown makes 2-pt jump shot from 21 ft,,90,118
