,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ATLANTA_ACTION,HOUSTON_SCORE,ATLANTA_SCORE
389,4,6:55.0,,A. Horford misses 2-pt layup at rim,87,90
390,4,6:54.0,Defensive rebound by T. Ariza,,87,90
391,4,6:35.0,M. Beasley makes 2-pt layup from 1 ft,,89,90
392,4,6:10.0,,Personal foul by D. Howard,89,90
393,4,6:10.0,,P. Millsap enters the game for A. Horford,89,90
394,4,6:10.0,,J. Teague enters the game for D. Schröder,89,90
395,4,6:10.0,,K. Korver enters the game for T. Sefolosha,89,90
396,4,6:03.0,,M. Scott misses 3-pt jump shot from 25 ft,89,90
397,4,6:02.0,Defensive rebound by D. Howard,,89,90
398,4,5:49.0,J. Harden misses 2-pt jump shot from 19 ft,,89,90
399,4,5:47.0,,Defensive rebound by M. Scott,89,90
400,4,5:39.0,,T. Hardaway makes 3-pt jump shot from 22 ft (assist by P. Millsap),89,93
401,4,5:16.0,Shooting foul by M. Scott (drawn by M. Beasley),,89,93
402,4,5:16.0,Official timeout,,89,93
403,4,5:16.0,M. Beasley makes free throw 1 of 2,,90,93
404,4,5:16.0,M. Beasley makes free throw 2 of 2,,91,93
405,4,4:53.0,,J. Teague misses 2-pt layup from 2 ft (block by D. Howard),91,93
406,4,4:53.0,,Offensive rebound by Team,91,93
407,4,4:53.0,,A. Horford enters the game for M. Scott,91,93
408,4,4:51.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),91,95
409,4,4:34.0,M. Beasley makes 2-pt jump shot from 19 ft,,93,95
410,4,4:17.0,,Turnover by A. Horford (bad pass; steal by J. Harden),93,95
411,4,4:11.0,J. Harden misses 2-pt layup at rim,,93,95
412,4,4:10.0,,Defensive rebound by A. Horford,93,95
413,4,4:10.0,,T. Sefolosha enters the game for T. Hardaway,93,95
414,4,3:51.0,,P. Millsap makes 2-pt layup at rim,93,97
415,4,3:33.0,M. Beasley misses 2-pt jump shot from 15 ft,,93,97
416,4,3:31.0,Offensive rebound by M. Beasley,,93,97
417,4,3:30.0,M. Beasley makes 2-pt layup at rim,,95,97
418,4,3:12.0,,A. Horford makes 3-pt jump shot from 22 ft (assist by P. Millsap),95,100
419,4,2:43.0,J. Harden misses 3-pt jump shot from 25 ft,,95,100
420,4,2:41.0,,Defensive rebound by J. Teague,95,100
421,4,2:33.0,,T. Sefolosha misses 2-pt layup at rim (block by J. Harden),95,100
422,4,2:33.0,Defensive rebound by Team,,95,100
423,4,2:33.0,Houston full timeout,,95,100
424,4,2:23.0,Turnover by M. Beasley (lost ball),,95,100
425,4,2:02.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by P. Millsap),95,103
426,4,1:49.0,Turnover by J. Harden (bad pass; steal by T. Sefolosha),,95,103
427,4,1:44.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),95,105
428,4,1:35.0,Turnover by J. Harden (bad pass; steal by T. Sefolosha),,95,105
429,4,1:33.0,,Shooting foul by J. Harden (drawn by T. Sefolosha),95,105
430,4,1:33.0,,T. Sefolosha misses free throw 1 of 2,95,105
431,4,1:33.0,,Offensive rebound by Team,95,105
432,4,1:33.0,K. McDaniels enters the game for T. Ariza,,95,105
433,4,1:33.0,M. Harrell enters the game for D. Howard,,95,105
434,4,1:33.0,C. Capela enters the game for J. Harden,,95,105
435,4,1:33.0,C. Brewer enters the game for M. Beasley,,95,105
436,4,1:33.0,,M. Scott enters the game for A. Horford,95,105
437,4,1:33.0,,T. Sefolosha makes free throw 2 of 2,95,106
438,4,1:21.0,P. Beverley misses 3-pt jump shot from 24 ft,,95,106
439,4,1:20.0,,Defensive rebound by Team,95,106
440,4,1:20.0,,K. Humphries enters the game for P. Millsap,95,106
441,4,1:20.0,,K. Hinrich enters the game for J. Teague,95,106
442,4,1:20.0,,T. Hardaway enters the game for K. Korver,95,106
443,4,1:20.0,,M. Muscala enters the game for T. Sefolosha,95,106
444,4,0:58.0,,K. Hinrich misses 3-pt jump shot from 24 ft,95,106
445,4,0:56.0,Defensive rebound by K. McDaniels,,95,106
446,4,0:48.0,K. McDaniels misses 2-pt jump shot from 3 ft,,95,106
447,4,0:46.0,Offensive rebound by K. McDaniels,,95,106
448,4,0:37.0,M. Harrell makes 2-pt hook shot from 7 ft,,97,106
449,4,0:17.0,,M. Scott makes 3-pt jump shot from 24 ft,97,109
