,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
112,2,8:21.0,K. Lowry misses 3-pt jump shot from 25 ft,,28,20
113,2,8:20.0,,Defensive rebound by J. Hamilton,28,20
114,2,8:05.0,,A. Gee makes 2-pt dunk at rim (assist by K. Perkins),28,22
115,2,7:42.0,P. Patterson misses 2-pt jump shot from 13 ft,,28,22
116,2,7:42.0,,Defensive rebound by J. Hamilton,28,22
117,2,7:22.0,J. Valančiūnas enters the game for B. Biyombo,,28,22
118,2,7:16.0,,T. Frazier misses 2-pt jump shot from 14 ft,28,22
119,2,7:15.0,Defensive rebound by J. Johnson,,28,22
120,2,7:08.0,Turnover by J. Johnson (lost ball; steal by K. Perkins),,28,22
121,2,6:47.0,,J. Hamilton misses 2-pt jump shot from 14 ft,28,22
122,2,6:45.0,Defensive rebound by P. Patterson,,28,22
123,2,6:34.0,C. Joseph misses 2-pt layup from 1 ft,,28,22
124,2,6:33.0,,Defensive rebound by K. Perkins,28,22
125,2,6:28.0,,Personal foul by K. Lowry,28,22
126,2,6:28.0,,Ö. Aşık enters the game for K. Perkins,28,22
127,2,6:28.0,N. Powell enters the game for C. Joseph,,28,22
128,2,6:28.0,D. DeRozan enters the game for J. Johnson,,28,22
129,2,6:28.0,,D. Cunningham enters the game for J. Hamilton,28,22
130,2,6:22.0,,Personal foul by K. Lowry,28,22
131,2,6:16.0,,T. Frazier misses 2-pt jump shot from 20 ft,28,22
132,2,6:15.0,Defensive rebound by P. Patterson,,28,22
133,2,6:05.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,31,22
134,2,5:48.0,,D. Cunningham misses 3-pt jump shot from 22 ft,31,22
135,2,5:47.0,Defensive rebound by D. DeRozan,,31,22
136,2,5:33.0,Personal foul by A. Gee,,31,22
137,2,5:33.0,,New Orleans full timeout,31,22
138,2,5:33.0,,T. Douglas enters the game for L. Babbitt,31,22
139,2,5:29.0,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by K. Lowry),,33,22
140,2,5:12.0,,T. Douglas misses 2-pt layup from 1 ft (block by J. Valančiūnas),33,22
141,2,5:10.0,Defensive rebound by P. Patterson,,33,22
142,2,4:56.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by K. Lowry),,35,22
143,2,4:44.0,,Personal foul by N. Powell,35,22
144,2,4:32.0,,T. Frazier makes 2-pt jump shot from 9 ft,35,24
145,2,4:23.0,Personal foul by A. Gee,,35,24
146,2,4:15.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),,37,24
147,2,3:56.0,,T. Douglas misses 2-pt jump shot from 6 ft (block by J. Valančiūnas),37,24
148,2,3:54.0,Defensive rebound by N. Powell,,37,24
149,2,3:49.0,K. Lowry misses 3-pt jump shot from 26 ft,,37,24
150,2,3:47.0,,Defensive rebound by Ö. Aşık,37,24
151,2,3:40.0,,Turnover by T. Douglas (lost ball; steal by K. Lowry),37,24
152,2,3:29.0,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),,39,24
153,2,3:17.0,,New Orleans full timeout,39,24
154,2,3:17.0,C. Joseph enters the game for K. Lowry,,39,24
155,2,3:17.0,,A. Ajinça enters the game for T. Douglas,39,24
156,2,3:02.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by A. Gee),39,26
157,2,3:02.0,,Shooting foul by P. Patterson (drawn by A. Ajinça),39,26
158,2,3:02.0,,A. Ajinça makes free throw 1 of 1,39,27
159,2,2:51.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,42,27
160,2,2:27.0,,A. Ajinça misses 2-pt jump shot from 8 ft,42,27
161,2,2:26.0,Defensive rebound by D. DeRozan,,42,27
162,2,2:13.0,Turnover by N. Powell (bad pass; steal by Ö. Aşık),,42,27
163,2,2:01.0,,T. Frazier makes 2-pt jump shot from 14 ft,42,29
164,2,1:35.0,P. Patterson makes 2-pt jump shot from 15 ft (assist by C. Joseph),,44,29
165,2,1:16.0,,Ö. Aşık misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),44,29
166,2,1:16.0,Defensive rebound by C. Joseph,,44,29
167,2,1:07.0,Personal foul by T. Frazier,,44,29
168,2,1:07.0,D. DeRozan makes free throw 1 of 2,,45,29
169,2,1:07.0,,L. Babbitt enters the game for A. Gee,45,29
170,2,1:07.0,D. DeRozan makes free throw 2 of 2,,46,29
171,2,0:51.0,,L. Babbitt makes 2-pt jump shot from 9 ft,46,31
172,2,0:35.0,N. Powell misses 2-pt jump shot from 3 ft (block by A. Ajinça),,46,31
173,2,0:34.0,,Defensive rebound by A. Ajinça,46,31
174,2,0:25.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by T. Frazier),46,34
175,2,0:07.0,Shooting foul by A. Ajinça (drawn by D. DeRozan),,46,34
176,2,0:07.0,D. DeRozan makes free throw 1 of 2,,47,34
177,2,0:07.0,,A. Gee enters the game for A. Ajinça,47,34
178,2,0:07.0,,J. Hamilton enters the game for Ö. Aşık,47,34
179,2,0:07.0,B. Biyombo enters the game for J. Valančiūnas,,47,34
180,2,0:07.0,D. DeRozan makes free throw 2 of 2,,48,34
181,2,0:01.0,,L. Babbitt makes 2-pt layup from 1 ft,48,36
182,3,11:34.0,L. Scola makes 3-pt jump shot from 24 ft (assist by N. Powell),,51,36
183,3,11:18.0,,Shooting foul by K. Lowry (drawn by Ö. Aşık),51,36
184,3,11:18.0,,Ö. Aşık makes free throw 1 of 2,51,37
185,3,11:18.0,,Ö. Aşık misses free throw 2 of 2,51,37
186,3,11:15.0,Defensive rebound by N. Powell,,51,37
187,3,11:03.0,D. DeRozan makes 2-pt jump shot from 6 ft,,53,37
188,3,10:41.0,,A. Ajinça misses 2-pt jump shot from 14 ft,53,37
189,3,10:40.0,Defensive rebound by D. DeRozan,,53,37
190,3,10:28.0,L. Scola makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,56,37
191,3,10:19.0,,T. Douglas misses 3-pt jump shot from 25 ft,56,37
192,3,10:19.0,Defensive rebound by L. Scola,,56,37
193,3,10:03.0,Turnover by D. DeRozan (bad pass; steal by A. Ajinça),,56,37
194,3,9:53.0,,T. Douglas misses 2-pt layup from 1 ft,56,37
195,3,9:52.0,Defensive rebound by N. Powell,,56,37
196,3,9:46.0,Turnover by N. Powell (traveling),,56,37
197,3,9:21.0,,A. Ajinça misses 2-pt jump shot from 16 ft,56,37
198,3,9:21.0,Defensive rebound by L. Scola,,56,37
199,3,9:09.0,K. Lowry misses 3-pt jump shot from 24 ft,,56,37
200,3,9:09.0,Offensive rebound by J. Valančiūnas,,56,37
201,3,9:09.0,J. Valančiūnas makes 2-pt layup from 1 ft,,58,37
202,3,9:09.0,,New Orleans full timeout,58,37
203,3,9:09.0,,L. Babbitt enters the game for A. Ajinça,58,37
204,3,8:56.0,,A. Gee makes 2-pt layup from 2 ft (assist by L. Babbitt),58,39
205,3,8:45.0,Shooting foul by T. Douglas (drawn by K. Lowry),,58,39
206,3,8:45.0,K. Lowry makes free throw 1 of 3,,59,39
207,3,8:45.0,K. Lowry misses free throw 2 of 3,,59,39
208,3,8:45.0,Offensive rebound by Team,,59,39
209,3,8:45.0,K. Lowry makes free throw 3 of 3,,60,39
210,3,8:33.0,,Personal foul by N. Powell,60,39
211,3,8:20.0,,T. Douglas misses 3-pt jump shot from 24 ft,60,39
212,3,8:19.0,Defensive rebound by N. Powell,,60,39
213,3,8:08.0,N. Powell misses 3-pt jump shot from 22 ft,,60,39
214,3,8:06.0,,Defensive rebound by T. Douglas,60,39
215,3,8:03.0,,Shooting foul by L. Scola (drawn by D. Cunningham),60,39
216,3,8:03.0,,D. Cunningham makes free throw 1 of 2,60,40
217,3,8:03.0,,D. Cunningham misses free throw 2 of 2,60,40
218,3,8:01.0,Defensive rebound by J. Valančiūnas,,60,40
219,3,7:38.0,D. DeRozan makes 3-pt jump shot from 25 ft,,63,40
220,3,7:27.0,,D. Cunningham misses 3-pt jump shot from 23 ft,63,40
221,3,7:26.0,,Offensive rebound by Ö. Aşık,63,40
222,3,7:26.0,,Shooting foul by D. DeRozan (drawn by Ö. Aşık),63,40
223,3,7:26.0,,Ö. Aşık makes free throw 1 of 2,63,41
224,3,7:26.0,,Ö. Aşık makes free throw 2 of 2,63,42
225,3,7:13.0,D. DeRozan makes 2-pt jump shot from 9 ft,,65,42
226,3,6:58.0,,L. Babbitt misses 2-pt jump shot from 9 ft,65,42
227,3,6:55.0,,Offensive rebound by A. Gee,65,42
228,3,6:51.0,,Ö. Aşık makes 2-pt dunk at rim (assist by A. Gee),65,44
229,3,6:37.0,K. Lowry misses 3-pt jump shot from 25 ft,,65,44
230,3,6:36.0,,Defensive rebound by Ö. Aşık,65,44
231,3,6:26.0,,Shooting foul by D. DeRozan (drawn by Ö. Aşık),65,44
232,3,6:26.0,,Ö. Aşık misses free throw 1 of 2,65,44
233,3,6:26.0,,Offensive rebound by Team,65,44
234,3,6:26.0,,Ö. Aşık misses free throw 2 of 2,65,44
235,3,6:25.0,Defensive rebound by J. Valančiūnas,,65,44
236,3,6:16.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,67,44
237,3,6:02.0,,T. Douglas misses 2-pt layup from 2 ft (block by J. Valančiūnas),67,44
238,3,6:01.0,Defensive rebound by J. Valančiūnas,,67,44
239,3,5:54.0,K. Lowry misses 3-pt jump shot from 24 ft,,67,44
240,3,5:53.0,,Defensive rebound by L. Babbitt,67,44
241,3,5:44.0,,T. Douglas misses 2-pt jump shot from 5 ft,67,44
242,3,5:43.0,Defensive rebound by J. Valančiūnas,,67,44
243,3,5:33.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,69,44
244,3,5:17.0,,L. Babbitt makes 2-pt jump shot from 16 ft (assist by D. Cunningham),69,46
245,3,4:55.0,D. DeRozan makes 2-pt jump shot from 16 ft,,71,46
246,3,4:33.0,,A. Gee misses 2-pt jump shot from 5 ft,71,46
247,3,4:31.0,,Offensive rebound by A. Gee,71,46
248,3,4:25.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by L. Babbitt),71,49
249,3,4:23.0,Toronto full timeout,,71,49
250,3,4:23.0,C. Joseph enters the game for N. Powell,,71,49
251,3,4:23.0,,K. Perkins enters the game for D. Cunningham,71,49
252,3,4:23.0,,J. Hamilton enters the game for Ö. Aşık,71,49
253,3,4:09.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,71,49
254,3,4:08.0,,Defensive rebound by L. Babbitt,71,49
255,3,3:53.0,,J. Hamilton misses 2-pt jump shot from 6 ft,71,49
256,3,3:52.0,Defensive rebound by J. Valančiūnas,,71,49
257,3,3:43.0,L. Scola misses 3-pt jump shot from 24 ft,,71,49
258,3,3:42.0,,Defensive rebound by A. Gee,71,49
259,3,3:36.0,,J. Hamilton makes 2-pt dunk at rim (assist by T. Douglas),71,51
260,3,3:14.0,L. Scola makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,74,51
261,3,2:59.0,,A. Gee makes 2-pt layup at rim,74,53
262,3,2:46.0,K. Lowry makes 2-pt jump shot from 4 ft,,76,53
263,3,2:36.0,,T. Douglas misses 2-pt jump shot from 9 ft,76,53
264,3,2:35.0,Defensive rebound by L. Scola,,76,53
265,3,2:32.0,Shooting foul by L. Babbitt (drawn by K. Lowry),,76,53
266,3,2:32.0,K. Lowry makes free throw 1 of 2,,77,53
267,3,2:32.0,B. Biyombo enters the game for J. Valančiūnas,,77,53
268,3,2:32.0,P. Patterson enters the game for L. Scola,,77,53
269,3,2:32.0,K. Lowry misses free throw 2 of 2,,77,53
270,3,2:31.0,,Defensive rebound by A. Gee,77,53
271,3,2:11.0,,K. Perkins makes 2-pt layup from 2 ft (assist by L. Babbitt),77,55
272,3,1:58.0,K. Lowry misses 2-pt layup from 2 ft,,77,55
273,3,1:57.0,Offensive rebound by K. Lowry,,77,55
274,3,1:55.0,K. Lowry misses 2-pt layup from 2 ft,,77,55
275,3,1:54.0,,Defensive rebound by K. Perkins,77,55
276,3,1:47.0,,J. Hamilton misses 2-pt layup from 1 ft (block by B. Biyombo),77,55
277,3,1:46.0,Defensive rebound by D. DeRozan,,77,55
278,3,1:30.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,80,55
279,3,1:14.0,,T. Douglas makes 3-pt jump shot from 24 ft,80,58
280,3,0:53.0,P. Patterson makes 2-pt jump shot from 16 ft (assist by K. Lowry),,82,58
281,3,0:53.0,Shooting foul by L. Babbitt (drawn by P. Patterson),,82,58
282,3,0:53.0,P. Patterson makes free throw 1 of 1,,83,58
283,3,0:44.0,,Shooting foul by K. Lowry (drawn by A. Gee),83,58
284,3,0:44.0,,A. Gee makes free throw 1 of 2,83,59
285,3,0:44.0,,A. Gee misses free throw 2 of 2,83,59
286,3,0:43.0,Defensive rebound by P. Patterson,,83,59
287,3,0:28.0,Shooting foul by T. Douglas (drawn by K. Lowry),,83,59
288,3,0:28.0,K. Lowry makes free throw 1 of 2,,84,59
289,3,0:28.0,K. Lowry makes free throw 2 of 2,,85,59
290,3,0:07.0,,A. Gee makes 2-pt dunk at rim (assist by J. Hamilton),85,61
291,3,0:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,85,61
292,3,0:00.0,Offensive rebound by P. Patterson,,85,61
293,3,0:00.0,P. Patterson misses 2-pt layup from 2 ft,,85,61
294,3,0:00.0,Offensive rebound by Team,,85,61
295,4,11:45.0,,Shooting foul by B. Biyombo (drawn by J. Hamilton),85,61
296,4,11:45.0,,J. Hamilton misses free throw 1 of 2,85,61
297,4,11:45.0,,Offensive rebound by Team,85,61
298,4,11:45.0,,J. Hamilton makes free throw 2 of 2,85,62
299,4,11:33.0,N. Powell misses 2-pt jump shot from 12 ft,,85,62
300,4,11:32.0,,Defensive rebound by K. Perkins,85,62
301,4,11:19.0,,L. Babbitt misses 2-pt jump shot from 7 ft,85,62
302,4,11:17.0,Defensive rebound by B. Biyombo,,85,62
303,4,11:05.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by P. Patterson),,88,62
304,4,10:49.0,,D. Cunningham misses 2-pt jump shot from 20 ft,88,62
305,4,10:48.0,Defensive rebound by C. Joseph,,88,62
306,4,10:37.0,Shooting foul by L. Babbitt (drawn by P. Patterson),,88,62
307,4,10:37.0,P. Patterson makes free throw 1 of 2,,89,62
308,4,10:37.0,P. Patterson makes free throw 2 of 2,,90,62
309,4,10:26.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by K. Perkins),90,65
310,4,10:06.0,B. Biyombo makes 2-pt jump shot from 14 ft (assist by N. Powell),,92,65
311,4,9:45.0,,T. Frazier makes 2-pt jump shot from 22 ft,92,67
312,4,9:30.0,J. Johnson misses 2-pt jump shot from 21 ft,,92,67
313,4,9:29.0,Offensive rebound by B. Biyombo,,92,67
314,4,9:18.0,N. Powell makes 2-pt dunk at rim,,94,67
315,4,9:18.0,Shooting foul by D. Cunningham (drawn by N. Powell),,94,67
316,4,9:18.0,N. Powell makes free throw 1 of 1,,95,67
317,4,8:56.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by T. Frazier),95,69
318,4,8:43.0,N. Powell misses 3-pt jump shot from 25 ft,,95,69
319,4,8:42.0,,Defensive rebound by K. Perkins,95,69
320,4,8:18.0,,D. Cunningham misses 2-pt jump shot from 18 ft,95,69
321,4,8:16.0,Defensive rebound by Team,,95,69
322,4,8:16.0,Official timeout,,95,69
323,4,8:16.0,,A. Gee enters the game for L. Babbitt,95,69
324,4,8:16.0,,A. Ajinça enters the game for K. Perkins,95,69
325,4,8:01.0,J. Johnson makes 2-pt layup from 2 ft,,97,69
326,4,7:51.0,,Turnover by T. Frazier (lost ball; steal by C. Joseph),97,69
327,4,7:44.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by P. Patterson),,100,69
328,4,7:38.0,,New Orleans full timeout,100,69
329,4,7:20.0,,J. Hamilton makes 2-pt jump shot from 8 ft,100,71
330,4,6:58.0,Turnover by P. Patterson (bad pass),,100,71
331,4,6:49.0,,Shooting foul by P. Patterson (drawn by A. Ajinça),100,71
332,4,6:49.0,,A. Ajinça makes free throw 1 of 2,100,72
333,4,6:49.0,J. Thompson enters the game for P. Patterson,,100,72
334,4,6:49.0,,A. Ajinça makes free throw 2 of 2,100,73
335,4,6:31.0,C. Joseph misses 2-pt layup from 1 ft,,100,73
336,4,6:30.0,,Defensive rebound by A. Ajinça,100,73
337,4,6:29.0,,Personal foul by C. Joseph,100,73
338,4,6:20.0,,J. Hamilton makes 2-pt jump shot from 6 ft (assist by T. Frazier),100,75
339,4,6:00.0,Shooting foul by J. Hamilton (drawn by N. Powell),,100,75
340,4,6:00.0,N. Powell makes free throw 1 of 2,,101,75
341,4,6:00.0,N. Powell makes free throw 2 of 2,,102,75
342,4,5:48.0,,A. Gee misses 2-pt layup from 2 ft,102,75
343,4,5:47.0,,Offensive rebound by J. Hamilton,102,75
344,4,5:44.0,,J. Hamilton makes 2-pt layup from 1 ft,102,77
345,4,5:27.0,Turnover by J. Johnson (discontinued dribble),,102,77
346,4,5:22.0,,T. Frazier misses 2-pt layup from 2 ft,102,77
347,4,5:19.0,,Offensive rebound by T. Frazier,102,77
348,4,5:14.0,,T. Frazier misses 3-pt jump shot from 22 ft,102,77
349,4,5:11.0,,Offensive rebound by A. Ajinça,102,77
350,4,5:11.0,Loose ball foul by J. Thompson,,102,77
351,4,5:00.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by J. Hamilton),102,79
352,4,4:46.0,Shooting foul by D. Cunningham (drawn by B. Biyombo),,102,79
353,4,4:46.0,B. Biyombo makes free throw 1 of 2,,103,79
354,4,4:46.0,B. Biyombo makes free throw 2 of 2,,104,79
355,4,4:35.0,,J. Hamilton makes 2-pt jump shot from 15 ft,104,81
356,4,4:16.0,N. Powell misses 3-pt jump shot from 25 ft,,104,81
357,4,4:15.0,Offensive rebound by J. Johnson,,104,81
358,4,4:14.0,J. Johnson misses 2-pt layup from 1 ft,,104,81
359,4,4:09.0,Offensive rebound by J. Johnson,,104,81
360,4,4:09.0,Turnover by J. Johnson (bad pass),,104,81
361,4,4:05.0,,T. Frazier makes 2-pt jump shot from 11 ft,104,83
362,4,3:40.0,J. Johnson makes 2-pt jump shot from 3 ft,,106,83
363,4,3:40.0,,Violation by A. Ajinça (def goaltending),106,83
364,4,3:40.0,,Technical foul by A. Ajinça,106,83
365,4,3:40.0,C. Joseph makes technical free throw,,107,83
366,4,3:34.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by T. Frazier),107,85
367,4,3:17.0,D. Wright enters the game for C. Joseph,,107,85
368,4,3:12.0,Shooting foul by A. Ajinça (drawn by B. Biyombo),,107,85
369,4,3:12.0,B. Biyombo misses free throw 1 of 2,,107,85
370,4,3:12.0,Offensive rebound by Team,,107,85
371,4,3:12.0,B. Biyombo makes free throw 2 of 2,,108,85
372,4,3:06.0,,A. Ajinça makes 2-pt jump shot from 17 ft (assist by J. Hamilton),108,87
373,4,2:42.0,Toronto full timeout,,108,87
374,4,2:42.0,L. Nogueira enters the game for B. Biyombo,,108,87
375,4,2:39.0,N. Powell makes 3-pt jump shot from 22 ft (assist by D. Wright),,111,87
376,4,2:17.0,Offensive charge foul by A. Gee (drawn by J. Johnson),,111,87
377,4,2:17.0,,Turnover by A. Gee (offensive foul),111,87
378,4,2:04.0,,Violation by T. Frazier (kicked ball),111,87
379,4,2:04.0,B. Caboclo enters the game for N. Powell,,111,87
