,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
384,4,4:51.0,,R. Westbrook misses 3-pt jump shot from 25 ft,82,74
385,4,4:50.0,Defensive rebound by K. Porziņģis,,82,74
386,4,4:27.0,C. Anthony makes 2-pt jump shot from 9 ft,,84,74
387,4,4:05.0,,R. Westbrook misses 2-pt layup at rim,84,74
388,4,4:04.0,,Offensive rebound by E. Freedom,84,74
389,4,4:04.0,,E. Freedom makes 2-pt jump shot from 1 ft,84,76
390,4,3:47.0,A. Afflalo makes 2-pt jump shot from 15 ft,,86,76
391,4,3:45.0,,Oklahoma City full timeout,86,76
392,4,3:31.0,,A. Roberson misses 3-pt jump shot from 24 ft,86,76
393,4,3:30.0,Defensive rebound by Team,,86,76
394,4,3:13.0,Shooting foul by N. Collison (drawn by K. Porziņģis),,86,76
395,4,3:13.0,K. Porziņģis misses free throw 1 of 2,,86,76
396,4,3:13.0,Offensive rebound by Team,,86,76
397,4,3:13.0,,D. Waiters enters the game for A. Roberson,86,76
398,4,3:13.0,K. Porziņģis makes free throw 2 of 2,,87,76
399,4,3:06.0,,R. Westbrook misses 2-pt layup from 1 ft,87,76
400,4,3:05.0,,Offensive rebound by R. Westbrook,87,76
401,4,3:03.0,,Shooting foul by A. Afflalo (drawn by R. Westbrook),87,76
402,4,3:03.0,,R. Westbrook makes free throw 1 of 2,87,77
403,4,3:03.0,,R. Westbrook makes free throw 2 of 2,87,78
404,4,2:47.0,A. Afflalo misses 2-pt jump shot from 6 ft (block by N. Collison),,87,78
405,4,2:47.0,Offensive rebound by Team,,87,78
406,4,2:42.0,J. Calderón misses 2-pt jump shot from 19 ft,,87,78
407,4,2:41.0,Offensive rebound by Team,,87,78
408,4,2:28.0,A. Afflalo misses 3-pt jump shot from 24 ft,,87,78
409,4,2:27.0,,Defensive rebound by R. Westbrook,87,78
410,4,2:19.0,,R. Westbrook misses 3-pt jump shot from 25 ft,87,78
411,4,2:18.0,Defensive rebound by R. Lopez,,87,78
412,4,2:03.0,C. Anthony misses 2-pt jump shot from 13 ft,,87,78
413,4,2:02.0,,Defensive rebound by E. Freedom,87,78
414,4,1:57.0,,D. Waiters makes 2-pt layup from 1 ft,87,80
415,4,1:57.0,,Shooting foul by R. Lopez (drawn by D. Waiters),87,80
416,4,1:57.0,,D. Waiters makes free throw 1 of 1,87,81
417,4,1:37.0,C. Anthony makes 2-pt jump shot from 13 ft (assist by J. Calderón),,89,81
418,4,1:26.0,,R. Westbrook makes 2-pt jump shot from 13 ft,89,83
419,4,1:10.0,Turnover by R. Lopez (traveling),,89,83
420,4,1:02.0,,R. Westbrook misses 2-pt jump shot from 12 ft,89,83
421,4,1:02.0,Defensive rebound by C. Anthony,,89,83
422,4,1:02.0,Personal foul by R. Westbrook (drawn by C. Anthony),,89,83
423,4,1:02.0,New York full timeout,,89,83
424,4,1:02.0,,A. Roberson enters the game for E. Freedom,89,83
425,4,1:02.0,,S. Ibaka enters the game for A. Morrow,89,83
426,4,0:50.0,Turnover by R. Lopez (lost ball; steal by R. Westbrook),,89,83
427,4,0:46.0,,Shooting foul by A. Afflalo (drawn by R. Westbrook),89,83
428,4,0:46.0,,R. Westbrook makes free throw 1 of 2,89,84
429,4,0:46.0,,R. Westbrook makes free throw 2 of 2,89,85
430,4,0:33.0,Personal foul by R. Westbrook (drawn by C. Anthony),,89,85
431,4,0:33.0,C. Anthony misses free throw 1 of 2,,89,85
432,4,0:33.0,Offensive rebound by Team,,89,85
433,4,0:33.0,C. Anthony misses free throw 2 of 2,,89,85
434,4,0:32.0,,Defensive rebound by N. Collison,89,85
435,4,0:32.0,,Oklahoma City full timeout,89,85
436,4,0:32.0,,A. Morrow enters the game for A. Roberson,89,85
437,4,0:32.0,L. Thomas enters the game for K. Porziņģis,,89,85
438,4,0:26.0,,S. Ibaka misses 3-pt jump shot from 23 ft,89,85
439,4,0:25.0,Defensive rebound by R. Lopez,,89,85
440,4,0:25.0,Personal take foul by N. Collison (drawn by R. Lopez),,89,85
441,4,0:25.0,R. Lopez makes free throw 1 of 2,,90,85
442,4,0:25.0,R. Lopez makes free throw 2 of 2,,91,85
443,4,0:25.0,,Oklahoma City full timeout,91,85
444,4,0:20.0,,R. Westbrook makes 2-pt layup at rim,91,87
445,4,0:18.0,Personal take foul by R. Westbrook (drawn by C. Anthony),,91,87
446,4,0:18.0,C. Anthony makes free throw 1 of 2,,92,87
447,4,0:18.0,C. Anthony makes free throw 2 of 2,,93,87
448,4,0:13.0,,R. Westbrook makes 3-pt jump shot from 24 ft,93,90
449,4,0:12.0,Turnover by R. Lopez (bad pass),,93,90
450,4,0:09.0,,R. Westbrook misses 3-pt jump shot from 30 ft,93,90
451,4,0:06.0,,Offensive rebound by D. Waiters,93,90
452,4,0:01.0,,D. Waiters misses 3-pt jump shot from 25 ft,93,90
453,4,0:00.0,Defensive rebound by A. Afflalo,,93,90
