,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
25,1,8:58.0,,T. Gibson misses 2-pt hook shot at rim,9,7
26,1,8:57.0,,Offensive rebound by T. Gibson,9,7
27,1,8:57.0,,T. Gibson misses 2-pt layup at rim,9,7
28,1,8:55.0,Defensive rebound by J. Randle,,9,7
29,1,8:49.0,K. Bryant misses 3-pt jump shot from 24 ft,,9,7
30,1,8:48.0,,Defensive rebound by P. Gasol,9,7
31,1,8:41.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),9,9
32,1,8:29.0,K. Bryant makes 2-pt layup from 2 ft (assist by D. Russell),,11,9
33,1,8:23.0,,Shooting foul by D. Russell (drawn by D. Rose),11,9
34,1,8:23.0,,D. Rose makes free throw 1 of 2,11,10
35,1,8:23.0,,D. Rose makes free throw 2 of 2,11,11
36,1,8:02.0,Personal foul by T. Gibson (drawn by K. Bryant),,11,11
37,1,7:54.0,J. Clarkson misses 2-pt layup from 1 ft,,11,11
38,1,7:53.0,,Defensive rebound by D. Rose,11,11
39,1,7:46.0,,P. Gasol misses 2-pt jump shot from 5 ft (block by R. Hibbert),11,11
40,1,7:45.0,Defensive rebound by J. Clarkson,,11,11
41,1,7:38.0,J. Randle misses 2-pt layup from 1 ft,,11,11
42,1,7:38.0,Offensive rebound by K. Bryant,,11,11
43,1,7:38.0,Personal foul by M. Dunleavy (drawn by K. Bryant),,11,11
44,1,7:26.0,K. Bryant misses 2-pt jump shot from 20 ft,,11,11
45,1,7:25.0,,Defensive rebound by P. Gasol,11,11
46,1,7:17.0,,T. Gibson makes 2-pt layup from 1 ft (assist by M. Dunleavy),11,13
47,1,7:07.0,D. Russell makes 2-pt jump shot from 12 ft,,13,13
48,1,6:52.0,,P. Gasol misses 2-pt jump shot from 15 ft,13,13
49,1,6:50.0,Defensive rebound by K. Bryant,,13,13
50,1,6:32.0,J. Randle makes 2-pt layup from 2 ft,,15,13
51,1,6:26.0,,D. Rose makes 2-pt layup from 1 ft,15,15
52,1,6:13.0,K. Bryant misses 3-pt jump shot from 25 ft,,15,15
53,1,6:12.0,,Defensive rebound by T. Gibson,15,15
54,1,6:06.0,,D. Rose misses 2-pt jump shot from 19 ft,15,15
55,1,6:04.0,,Offensive rebound by D. Rose,15,15
56,1,6:02.0,,Chicago full timeout,15,15
57,1,6:02.0,L. Williams enters the game for J. Clarkson,,15,15
58,1,6:02.0,,A. Brooks enters the game for D. Rose,15,15
59,1,5:48.0,,P. Gasol makes 2-pt hook shot from 5 ft,15,17
60,1,5:29.0,J. Randle makes 2-pt layup from 1 ft,,17,17
61,1,5:24.0,,Personal foul by J. Randle (drawn by T. Gibson),17,17
62,1,5:24.0,,T. Snell enters the game for M. Dunleavy,17,17
63,1,5:19.0,,E. Moore makes 2-pt layup at rim (assist by P. Gasol),17,19
64,1,4:57.0,K. Bryant misses 2-pt jump shot from 19 ft,,17,19
65,1,4:56.0,,Defensive rebound by T. Gibson,17,19
66,1,4:47.0,,T. Gibson makes 2-pt dunk at rim (assist by A. Brooks),17,21
67,1,4:35.0,R. Hibbert makes 2-pt jump shot from 5 ft,,19,21
68,1,4:24.0,,Turnover by T. Gibson (bad pass),19,21
69,1,4:24.0,,B. Portis enters the game for T. Gibson,19,21
70,1,4:24.0,N. Young enters the game for K. Bryant,,19,21
71,1,4:10.0,D. Russell makes 2-pt layup at rim,,21,21
72,1,3:51.0,,Shooting foul by R. Hibbert (drawn by P. Gasol),21,21
73,1,3:51.0,,P. Gasol makes free throw 1 of 2,21,22
74,1,3:51.0,,D. McDermott enters the game for E. Moore,21,22
75,1,3:51.0,B. Bass enters the game for R. Hibbert,,21,22
76,1,3:51.0,,P. Gasol makes free throw 2 of 2,21,23
77,1,3:35.0,N. Young misses 3-pt jump shot from 23 ft,,21,23
78,1,3:34.0,Offensive rebound by J. Randle,,21,23
79,1,3:32.0,J. Randle misses 2-pt jump shot from 3 ft,,21,23
80,1,3:30.0,,Defensive rebound by A. Brooks,21,23
81,1,3:24.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by A. Brooks),21,25
82,1,3:00.0,J. Randle makes 2-pt layup from 2 ft,,23,25
83,1,2:49.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by A. Brooks),23,28
84,1,2:29.0,D. Russell makes 2-pt jump shot from 15 ft,,25,28
85,1,2:09.0,,P. Gasol misses 2-pt jump shot from 16 ft,25,28
86,1,2:08.0,Defensive rebound by D. Russell,,25,28
87,1,2:01.0,Personal foul by B. Portis (drawn by J. Randle),,25,28
88,1,2:01.0,LA Lakers full timeout,,25,28
89,1,2:01.0,L. Nance enters the game for J. Randle,,25,28
90,1,1:51.0,Shooting foul by P. Gasol (drawn by L. Williams),,25,28
91,1,1:51.0,L. Williams misses free throw 1 of 3,,25,28
92,1,1:51.0,Offensive rebound by Team,,25,28
93,1,1:51.0,L. Williams misses free throw 2 of 3,,25,28
94,1,1:51.0,Offensive rebound by Team,,25,28
95,1,1:51.0,L. Williams makes free throw 3 of 3,,26,28
96,1,1:25.0,,A. Brooks misses 3-pt jump shot from 25 ft,26,28
97,1,1:24.0,Defensive rebound by B. Bass,,26,28
98,1,1:03.0,D. Russell makes 2-pt layup from 1 ft,,28,28
99,1,0:43.0,,B. Portis misses 2-pt hook shot from 5 ft,28,28
100,1,0:42.0,Defensive rebound by B. Bass,,28,28
101,1,0:28.0,L. Williams makes 2-pt layup from 1 ft,,30,28
102,1,0:08.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by A. Brooks),30,31
103,1,0:02.0,D. Russell misses 2-pt jump shot from 4 ft (block by P. Gasol),,30,31
104,1,0:02.0,Offensive rebound by Team,,30,31
105,1,0:02.0,,C. Felício enters the game for P. Gasol,30,31
106,1,0:00.0,Offensive foul by N. Young (drawn by A. Brooks),,30,31
107,1,0:00.0,Turnover by N. Young (offensive foul),,30,31
108,2,11:47.0,N. Young misses 3-pt jump shot from 24 ft,,30,31
109,2,11:46.0,,Defensive rebound by B. Portis,30,31
110,2,11:34.0,,A. Brooks makes 2-pt jump shot from 14 ft,30,33
111,2,11:24.0,L. Williams misses 2-pt jump shot from 15 ft,,30,33
112,2,11:23.0,,Defensive rebound by B. Portis,30,33
113,2,11:05.0,,A. Brooks misses 3-pt jump shot from 25 ft,30,33
114,2,11:04.0,Defensive rebound by L. Nance,,30,33
115,2,10:49.0,L. Nance misses 2-pt jump shot from 21 ft,,30,33
116,2,10:48.0,Offensive rebound by B. Bass,,30,33
117,2,10:43.0,J. Clarkson makes 2-pt layup from 2 ft,,32,33
118,2,10:23.0,,D. McDermott misses 2-pt jump shot from 19 ft,32,33
119,2,10:22.0,,Offensive rebound by C. Felício,32,33
120,2,10:18.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by A. Brooks),32,35
121,2,10:07.0,Turnover by L. Williams (lost ball),,32,35
122,2,9:55.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by A. Brooks),32,38
123,2,9:29.0,J. Clarkson misses 2-pt jump shot from 19 ft,,32,38
124,2,9:28.0,,Defensive rebound by B. Portis,32,38
125,2,9:19.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by A. Brooks),32,41
126,2,9:12.0,LA Lakers full timeout,,32,41
127,2,9:12.0,K. Bryant enters the game for N. Young,,32,41
128,2,9:12.0,,E. Moore enters the game for T. Snell,32,41
129,2,9:03.0,J. Clarkson misses 3-pt jump shot from 23 ft,,32,41
130,2,9:03.0,Offensive rebound by Team,,32,41
131,2,9:03.0,,D. Rose enters the game for A. Brooks,32,41
132,2,9:01.0,J. Clarkson makes 2-pt jump shot from 4 ft (assist by K. Bryant),,34,41
133,2,8:47.0,,B. Portis misses 2-pt jump shot from 18 ft,34,41
134,2,8:45.0,Defensive rebound by L. Nance,,34,41
135,2,8:20.0,J. Clarkson misses 2-pt jump shot from 20 ft,,34,41
136,2,8:20.0,Offensive rebound by Team,,34,41
137,2,8:17.0,J. Clarkson misses 2-pt jump shot from 15 ft,,34,41
138,2,8:16.0,,Defensive rebound by D. Rose,34,41
139,2,8:06.0,,D. McDermott misses 2-pt jump shot from 22 ft,34,41
140,2,8:05.0,Defensive rebound by L. Williams,,34,41
141,2,7:54.0,Shooting foul by C. Felício (drawn by B. Bass),,34,41
142,2,7:54.0,B. Bass makes 2-pt jump shot from 4 ft,,36,41
143,2,7:54.0,,T. Gibson enters the game for C. Felício,36,41
144,2,7:54.0,,M. Dunleavy enters the game for D. McDermott,36,41
145,2,7:54.0,B. Bass makes free throw 1 of 1,,37,41
146,2,7:36.0,,Turnover by E. Moore (bad pass; steal by L. Williams),37,41
147,2,7:26.0,Shooting foul by T. Gibson (drawn by B. Bass),,37,41
148,2,7:26.0,B. Bass makes free throw 1 of 2,,38,41
149,2,7:26.0,B. Bass makes free throw 2 of 2,,39,41
150,2,7:06.0,,E. Moore misses 2-pt jump shot from 20 ft,39,41
151,2,7:05.0,Defensive rebound by K. Bryant,,39,41
152,2,6:56.0,Turnover by B. Bass (traveling),,39,41
153,2,6:41.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by T. Gibson),39,44
154,2,6:26.0,K. Bryant makes 2-pt jump shot from 22 ft (assist by B. Bass),,41,44
155,2,6:12.0,,Turnover by B. Portis (lost ball; steal by L. Nance),41,44
156,2,6:08.0,L. Nance makes 2-pt layup from 1 ft,,43,44
157,2,6:08.0,,Chicago full timeout,43,44
158,2,6:08.0,,P. Gasol enters the game for B. Portis,43,44
159,2,6:08.0,J. Randle enters the game for L. Nance,,43,44
160,2,5:53.0,,D. Rose misses 2-pt layup from 1 ft,43,44
161,2,5:53.0,,Offensive rebound by D. Rose,43,44
162,2,5:53.0,,Shooting foul by J. Clarkson (drawn by D. Rose),43,44
163,2,5:53.0,,D. Rose makes free throw 1 of 2,43,45
164,2,5:53.0,R. Hibbert enters the game for B. Bass,,43,45
165,2,5:53.0,,D. Rose makes free throw 2 of 2,43,46
166,2,5:27.0,J. Randle misses 2-pt jump shot from 7 ft,,43,46
167,2,5:26.0,Offensive rebound by K. Bryant,,43,46
168,2,5:26.0,K. Bryant misses 2-pt layup from 2 ft,,43,46
169,2,5:25.0,,Defensive rebound by P. Gasol,43,46
170,2,5:18.0,,D. Rose makes 2-pt jump shot from 12 ft,43,48
171,2,4:59.0,Turnover by J. Clarkson (lost ball),,43,48
172,2,4:59.0,D. Russell enters the game for L. Williams,,43,48
173,2,4:53.0,,Shooting foul by R. Hibbert (drawn by D. Rose),43,48
174,2,4:53.0,,D. Rose makes free throw 1 of 2,43,49
175,2,4:53.0,B. Bass enters the game for R. Hibbert,,43,49
176,2,4:53.0,,D. Rose makes free throw 2 of 2,43,50
177,2,4:32.0,D. Russell misses 2-pt layup from 1 ft (block by E. Moore),,43,50
178,2,4:30.0,Offensive rebound by B. Bass,,43,50
179,2,4:25.0,B. Bass makes 2-pt jump shot from 12 ft,,45,50
180,2,4:13.0,,P. Gasol misses 2-pt jump shot from 11 ft,45,50
181,2,4:12.0,Defensive rebound by J. Randle,,45,50
182,2,4:04.0,J. Randle makes 2-pt jump shot from 4 ft,,47,50
183,2,4:04.0,Shooting foul by T. Gibson (drawn by J. Randle),,47,50
184,2,4:04.0,,B. Portis enters the game for T. Gibson,47,50
185,2,4:04.0,J. Randle makes free throw 1 of 1,,48,50
186,2,3:55.0,,Personal foul by J. Clarkson (drawn by D. Rose),48,50
187,2,3:48.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),48,53
188,2,3:25.0,J. Randle misses 3-pt jump shot from 25 ft,,48,53
189,2,3:23.0,Offensive rebound by B. Bass,,48,53
190,2,3:07.0,Shooting foul by M. Dunleavy (drawn by K. Bryant),,48,53
191,2,3:07.0,K. Bryant makes free throw 1 of 2,,49,53
192,2,3:07.0,K. Bryant misses free throw 2 of 2,,49,53
193,2,3:06.0,,Defensive rebound by B. Portis,49,53
194,2,2:56.0,,D. Rose misses 2-pt jump shot from 14 ft,49,53
195,2,2:55.0,Defensive rebound by J. Randle,,49,53
196,2,2:46.0,K. Bryant misses 3-pt jump shot from 25 ft,,49,53
197,2,2:45.0,,Defensive rebound by P. Gasol,49,53
198,2,2:39.0,,B. Portis makes 2-pt layup from 2 ft,49,55
199,2,2:23.0,J. Randle makes 2-pt layup from 2 ft (assist by D. Russell),,51,55
200,2,2:04.0,,P. Gasol makes 2-pt jump shot from 6 ft,51,57
201,2,1:57.0,Turnover by D. Russell (discontinued dribble),,51,57
202,2,1:57.0,,Chicago full timeout,51,57
203,2,1:57.0,,D. McDermott enters the game for M. Dunleavy,51,57
204,2,1:42.0,,P. Gasol misses 2-pt jump shot from 4 ft (block by B. Bass),51,57
205,2,1:40.0,,Offensive rebound by E. Moore,51,57
206,2,1:39.0,,E. Moore misses 2-pt jump shot from 11 ft (block by B. Bass),51,57
207,2,1:37.0,Defensive rebound by J. Clarkson,,51,57
208,2,1:32.0,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,54,57
209,2,1:18.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Rose),54,60
210,2,1:00.0,J. Randle makes 2-pt layup from 1 ft,,56,60
211,2,0:40.0,,Shooting foul by J. Randle (drawn by B. Portis),56,60
212,2,0:40.0,,B. Portis makes free throw 1 of 2,56,61
213,2,0:40.0,,B. Portis makes free throw 2 of 2,56,62
214,2,0:35.0,Shooting foul by E. Moore (drawn by K. Bryant),,56,62
215,2,0:35.0,K. Bryant makes free throw 1 of 2,,57,62
216,2,0:35.0,K. Bryant makes free throw 2 of 2,,58,62
217,2,0:28.0,,Turnover by D. Rose (lost ball),58,62
218,2,0:28.0,,T. Snell enters the game for D. McDermott,58,62
219,2,0:15.0,K. Bryant misses 2-pt jump shot from 17 ft,,58,62
220,2,0:14.0,,Defensive rebound by E. Moore,58,62
221,3,11:39.0,K. Bryant makes 2-pt jump shot from 9 ft,,60,62
222,3,11:25.0,,Shooting foul by D. Russell (drawn by M. Dunleavy),60,62
223,3,11:25.0,,M. Dunleavy makes free throw 1 of 2,60,63
224,3,11:25.0,,M. Dunleavy makes free throw 2 of 2,60,64
225,3,11:05.0,K. Bryant makes 2-pt jump shot from 15 ft,,62,64
226,3,10:43.0,,E. Moore makes 2-pt jump shot from 8 ft,62,66
227,3,10:28.0,J. Clarkson misses 3-pt jump shot from 25 ft,,62,66
228,3,10:27.0,,Defensive rebound by T. Gibson,62,66
229,3,10:16.0,,T. Gibson misses 2-pt jump shot from 12 ft,62,66
230,3,10:15.0,Defensive rebound by J. Randle,,62,66
231,3,9:58.0,K. Bryant makes 2-pt jump shot from 14 ft,,64,66
232,3,9:43.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,64,66
233,3,9:42.0,Defensive rebound by J. Randle,,64,66
234,3,9:30.0,K. Bryant makes 2-pt jump shot from 22 ft,,66,66
235,3,9:14.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by T. Gibson),66,69
236,3,9:00.0,K. Bryant misses 3-pt jump shot from 24 ft,,66,69
237,3,8:59.0,,Defensive rebound by D. Rose,66,69
238,3,8:56.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by D. Rose),66,71
239,3,8:29.0,R. Hibbert misses 2-pt jump shot from 21 ft (block by P. Gasol),,66,71
240,3,8:29.0,Offensive rebound by Team,,66,71
241,3,8:29.0,Turnover by Team (shot clock),,66,71
242,3,8:18.0,,D. Rose misses 2-pt jump shot from 20 ft,66,71
243,3,8:17.0,,Offensive rebound by T. Gibson,66,71
244,3,8:15.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Gibson),66,74
245,3,7:47.0,K. Bryant misses 3-pt jump shot from 26 ft,,66,74
246,3,7:45.0,Offensive rebound by R. Hibbert,,66,74
247,3,7:44.0,R. Hibbert makes 2-pt dunk at rim,,68,74
248,3,7:30.0,,M. Dunleavy misses 2-pt layup from 2 ft,68,74
249,3,7:28.0,,Offensive rebound by M. Dunleavy,68,74
250,3,7:24.0,,D. Rose makes 2-pt layup from 1 ft,68,76
251,3,7:08.0,J. Clarkson makes 2-pt jump shot from 8 ft,,70,76
252,3,6:51.0,,D. Rose misses 2-pt jump shot from 18 ft,70,76
253,3,6:50.0,Defensive rebound by R. Hibbert,,70,76
254,3,6:36.0,J. Randle misses 2-pt jump shot from 8 ft,,70,76
255,3,6:34.0,,Defensive rebound by T. Gibson,70,76
256,3,6:29.0,,E. Moore makes 2-pt layup from 1 ft (assist by M. Dunleavy),70,78
257,3,6:27.0,LA Lakers full timeout,,70,78
258,3,6:27.0,,A. Brooks enters the game for D. Rose,70,78
259,3,6:06.0,K. Bryant misses 3-pt jump shot from 24 ft,,70,78
260,3,6:05.0,,Defensive rebound by A. Brooks,70,78
261,3,5:52.0,,Personal foul by R. Hibbert (drawn by T. Gibson),70,78
262,3,5:45.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by P. Gasol),70,80
263,3,5:21.0,K. Bryant makes 2-pt jump shot from 16 ft,,72,80
264,3,5:05.0,,Shooting foul by J. Randle (drawn by M. Dunleavy),72,80
265,3,5:05.0,,M. Dunleavy makes free throw 1 of 2,72,81
266,3,5:05.0,L. Williams enters the game for J. Clarkson,,72,81
267,3,5:05.0,,B. Portis enters the game for T. Gibson,72,81
268,3,5:05.0,,M. Dunleavy makes free throw 2 of 2,72,82
269,3,4:51.0,Personal foul by A. Brooks (drawn by J. Randle),,72,82
270,3,4:51.0,,D. McDermott enters the game for M. Dunleavy,72,82
271,3,4:44.0,Shooting foul by B. Portis (drawn by D. Russell),,72,82
272,3,4:44.0,D. Russell makes free throw 1 of 2,,73,82
273,3,4:44.0,D. Russell misses free throw 2 of 2,,73,82
274,3,4:43.0,,Defensive rebound by B. Portis,73,82
275,3,4:28.0,,A. Brooks misses 2-pt layup from 2 ft,73,82
276,3,4:26.0,Defensive rebound by J. Randle,,73,82
277,3,4:20.0,L. Williams makes 3-pt jump shot from 23 ft (assist by D. Russell),,76,82
278,3,3:58.0,,A. Brooks misses 3-pt jump shot from 26 ft,76,82
279,3,3:56.0,Defensive rebound by L. Williams,,76,82
280,3,3:44.0,J. Randle misses 2-pt layup from 2 ft,,76,82
281,3,3:44.0,Offensive rebound by J. Randle,,76,82
282,3,3:44.0,J. Randle makes 2-pt layup from 2 ft,,78,82
283,3,3:44.0,,Chicago full timeout,78,82
284,3,3:44.0,N. Young enters the game for K. Bryant,,78,82
285,3,3:33.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by A. Brooks),78,85
286,3,3:15.0,N. Young misses 2-pt jump shot from 18 ft,,78,85
287,3,3:13.0,Offensive rebound by J. Randle,,78,85
288,3,3:00.0,R. Hibbert misses 2-pt hook shot from 5 ft,,78,85
289,3,3:00.0,,Defensive rebound by P. Gasol,78,85
290,3,3:00.0,,Personal foul by J. Randle (drawn by P. Gasol),78,85
291,3,2:44.0,,P. Gasol misses 2-pt hook shot from 11 ft,78,85
292,3,2:43.0,Defensive rebound by J. Randle,,78,85
293,3,2:25.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),,80,85
294,3,2:03.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by B. Portis),80,88
295,3,1:43.0,Shooting foul by B. Portis (drawn by J. Randle),,80,88
296,3,1:43.0,J. Randle makes free throw 1 of 2,,81,88
297,3,1:43.0,J. Randle misses free throw 2 of 2,,81,88
298,3,1:41.0,,Defensive rebound by E. Moore,81,88
299,3,1:23.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by B. Portis),81,91
300,3,1:10.0,D. Russell misses 2-pt layup from 1 ft (block by P. Gasol),,81,91
301,3,1:09.0,,Defensive rebound by P. Gasol,81,91
302,3,1:03.0,,P. Gasol makes 2-pt layup from 1 ft (assist by E. Moore),81,93
303,3,1:01.0,LA Lakers full timeout,,81,93
304,3,0:42.0,L. Nance enters the game for J. Randle,,81,93
305,3,0:42.0,L. Nance misses 2-pt jump shot from 20 ft,,81,93
306,3,0:39.0,,Defensive rebound by B. Portis,81,93
307,3,0:30.0,,B. Portis makes 2-pt dunk at rim (assist by A. Brooks),81,95
308,3,0:12.0,Turnover by D. Russell (bad pass; steal by A. Brooks),,81,95
309,3,0:09.0,,E. Moore makes 2-pt dunk at rim (assist by P. Gasol),81,97
310,3,0:01.0,N. Young misses 3-pt jump shot from 26 ft,,81,97
311,3,0:00.0,,Defensive rebound by A. Brooks,81,97
312,4,12:00.0,Technical foul by N. Young,,81,97
313,4,12:00.0,,D. McDermott makes technical free throw,81,98
314,4,11:48.0,Violation by L. Nance (kicked ball),,81,98
315,4,11:39.0,,E. Moore makes 2-pt jump shot from 12 ft (assist by T. Gibson),81,100
316,4,11:25.0,Personal foul by T. Gibson,,81,100
317,4,11:25.0,L. Williams makes free throw 1 of 2,,82,100
318,4,11:25.0,L. Williams misses free throw 2 of 2,,82,100
319,4,11:24.0,,Defensive rebound by E. Moore,82,100
320,4,11:04.0,,Turnover by A. Brooks (bad pass; steal by B. Bass),82,100
321,4,10:51.0,B. Bass makes 2-pt dunk at rim (assist by L. Williams),,84,100
322,4,10:40.0,,A. Brooks misses 2-pt jump shot from 21 ft,84,100
323,4,10:39.0,Defensive rebound by J. Clarkson,,84,100
324,4,10:30.0,J. Clarkson makes 2-pt jump shot from 21 ft,,86,100
325,4,10:15.0,,Personal foul by L. Nance (drawn by E. Moore),86,100
326,4,10:15.0,,D. Rose enters the game for A. Brooks,86,100
327,4,10:05.0,,B. Portis makes 2-pt jump shot from 20 ft (assist by D. Rose),86,102
328,4,9:55.0,Shooting foul by D. Rose (drawn by J. Clarkson),,86,102
329,4,9:55.0,J. Clarkson misses free throw 1 of 2,,86,102
330,4,9:55.0,Offensive rebound by Team,,86,102
331,4,9:55.0,J. Clarkson makes free throw 2 of 2,,87,102
332,4,9:38.0,,D. McDermott makes 2-pt jump shot from 6 ft (assist by B. Portis),87,104
333,4,9:28.0,J. Clarkson makes 3-pt jump shot from 25 ft,,90,104
334,4,9:13.0,,E. Moore misses 2-pt jump shot from 3 ft (block by L. Nance),90,104
335,4,9:13.0,,Offensive rebound by Team,90,104
336,4,9:11.0,,Personal foul by J. Clarkson (drawn by D. Rose),90,104
337,4,9:05.0,,Turnover by D. Rose (lost ball),90,104
338,4,8:54.0,J. Clarkson makes 3-pt jump shot from 25 ft,,93,104
339,4,8:41.0,,D. Rose makes 2-pt jump shot from 6 ft,93,106
340,4,8:26.0,L. Williams misses 2-pt jump shot from 19 ft,,93,106
341,4,8:25.0,Offensive rebound by L. Nance,,93,106
342,4,8:25.0,Shooting foul by D. McDermott (drawn by L. Nance),,93,106
343,4,8:25.0,LA Lakers full timeout,,93,106
344,4,8:25.0,L. Nance misses free throw 1 of 2,,93,106
345,4,8:25.0,Offensive rebound by Team,,93,106
346,4,8:25.0,L. Nance makes free throw 2 of 2,,94,106
347,4,8:14.0,,D. Rose misses 3-pt jump shot from 24 ft,94,106
348,4,8:13.0,Defensive rebound by B. Bass,,94,106
349,4,8:00.0,L. Williams makes 2-pt layup from 1 ft,,96,106
350,4,7:40.0,,Turnover by B. Portis (bad pass; steal by J. Clarkson),96,106
351,4,7:27.0,Shooting foul by B. Portis (drawn by J. Clarkson),,96,106
352,4,7:27.0,J. Clarkson makes free throw 1 of 2,,97,106
353,4,7:27.0,,P. Gasol enters the game for T. Gibson,97,106
354,4,7:27.0,J. Clarkson makes free throw 2 of 2,,98,106
355,4,7:12.0,,D. McDermott makes 2-pt layup from 1 ft (assist by P. Gasol),98,108
356,4,6:51.0,B. Bass makes 2-pt layup at rim (assist by J. Clarkson),,100,108
357,4,6:51.0,Shooting foul by P. Gasol (drawn by B. Bass),,100,108
358,4,6:51.0,B. Bass misses free throw 1 of 1,,100,108
359,4,6:49.0,,Defensive rebound by B. Portis,100,108
360,4,6:35.0,,P. Gasol misses 2-pt jump shot from 18 ft,100,108
361,4,6:34.0,Defensive rebound by J. Clarkson,,100,108
362,4,6:26.0,J. Clarkson misses 3-pt jump shot from 25 ft,,100,108
363,4,6:26.0,,Defensive rebound by Team,100,108
364,4,6:13.0,,B. Portis misses 2-pt jump shot from 20 ft,100,108
365,4,6:11.0,Defensive rebound by N. Young,,100,108
366,4,6:05.0,Shooting foul by B. Portis (drawn by L. Williams),,100,108
367,4,6:05.0,L. Williams makes free throw 1 of 2,,101,108
368,4,6:05.0,,T. Gibson enters the game for B. Portis,101,108
369,4,6:05.0,L. Williams makes free throw 2 of 2,,102,108
370,4,5:55.0,,Personal foul by L. Nance (drawn by T. Gibson),102,108
371,4,5:55.0,,Chicago full timeout,102,108
372,4,5:49.0,,D. McDermott misses 3-pt jump shot from 24 ft,102,108
373,4,5:48.0,Defensive rebound by L. Nance,,102,108
374,4,5:33.0,L. Williams misses 3-pt jump shot from 25 ft,,102,108
375,4,5:32.0,Offensive rebound by J. Clarkson,,102,108
376,4,5:26.0,N. Young makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,105,108
377,4,5:02.0,,Shooting foul by B. Bass (drawn by P. Gasol),105,108
378,4,5:02.0,,P. Gasol makes free throw 1 of 2,105,109
379,4,5:02.0,,M. Dunleavy enters the game for D. McDermott,105,109
380,4,5:02.0,D. Russell enters the game for L. Williams,,105,109
381,4,5:02.0,,P. Gasol makes free throw 2 of 2,105,110
382,4,4:46.0,Personal foul by T. Gibson (drawn by B. Bass),,105,110
383,4,4:46.0,B. Bass makes free throw 1 of 2,,106,110
384,4,4:46.0,J. Randle enters the game for L. Nance,,106,110
385,4,4:46.0,B. Bass makes free throw 2 of 2,,107,110
386,4,4:32.0,,D. Rose makes 2-pt jump shot from 17 ft,107,112
387,4,4:16.0,Turnover by J. Randle (bad pass; steal by E. Moore),,107,112
