,QUARTER,TIME_REMAINING,DENVER_ACTION,PHILADELPHIA_ACTION,DENVER_SCORE,PHILADELPHIA_SCORE
56,1,3:52.0,,T. Wroten makes 2-pt layup from 1 ft,19,18
57,1,3:52.0,Violation by J. Hickson (def goaltending),,19,18
58,1,3:39.0,R. Foye misses 2-pt jump shot from 4 ft (block by N. Stauskas),,19,18
59,1,3:38.0,Offensive rebound by J. Hickson,,19,18
60,1,3:37.0,Shooting foul by J. Grant (drawn by J. Hickson),,19,18
61,1,3:37.0,J. Hickson makes free throw 1 of 2,,20,18
62,1,3:37.0,J. Nelson enters the game for E. Mudiay,,20,18
63,1,3:37.0,,R. Covington enters the game for J. Grant,20,18
64,1,3:37.0,J. Hickson misses free throw 2 of 2,,20,18
65,1,3:36.0,,Defensive rebound by R. Covington,20,18
66,1,3:17.0,,T. Wroten misses 2-pt layup at rim,20,18
67,1,3:16.0,Defensive rebound by J. Hickson,,20,18
68,1,3:12.0,W. Barton makes 2-pt layup from 2 ft (assist by J. Hickson),,22,18
69,1,3:06.0,,Personal block foul by D. Gallinari (drawn by R. Covington),22,18
70,1,2:56.0,,N. Stauskas makes 3-pt jump shot from 26 ft,22,21
71,1,2:45.0,D. Gallinari misses 3-pt jump shot from 26 ft,,22,21
72,1,2:43.0,,Defensive rebound by R. Holmes,22,21
73,1,2:39.0,,Turnover by T. Wroten (offensive foul),22,21
74,1,2:39.0,Offensive charge foul by T. Wroten (drawn by R. Foye),,22,21
75,1,2:39.0,Denver full timeout,,22,21
76,1,2:21.0,Shooting foul by R. Covington (drawn by J. Hickson),,22,21
77,1,2:21.0,J. Hickson makes free throw 1 of 2,,23,21
78,1,2:21.0,J. Hickson misses free throw 2 of 2,,23,21
79,1,2:20.0,,Defensive rebound by R. Holmes,23,21
80,1,2:03.0,,H. Thompson makes 2-pt jump shot from 19 ft (assist by R. Covington),23,23
81,1,1:52.0,J. Hickson misses 2-pt jump shot from 10 ft,,23,23
82,1,1:50.0,,Defensive rebound by H. Thompson,23,23
83,1,1:43.0,,T. Wroten misses 2-pt layup from 1 ft,23,23
84,1,1:41.0,Defensive rebound by J. Hickson,,23,23
85,1,1:33.0,J. Hickson makes 2-pt layup from 2 ft (assist by R. Foye),,25,23
86,1,1:33.0,Shooting foul by R. Holmes (drawn by J. Hickson),,25,23
87,1,1:33.0,J. Hickson misses free throw 1 of 1,,25,23
88,1,1:32.0,,Defensive rebound by R. Covington,25,23
89,1,1:16.0,,R. Covington makes 2-pt jump shot from 11 ft,25,25
90,1,1:06.0,Shooting foul by R. Holmes (drawn by J. Hickson),,25,25
91,1,1:06.0,J. Hickson misses free throw 1 of 2,,25,25
92,1,1:06.0,Offensive rebound by Team,,25,25
93,1,1:06.0,E. Mudiay enters the game for R. Foye,,25,25
94,1,1:06.0,J. Hickson makes free throw 2 of 2,,26,25
95,1,0:54.0,Offensive charge foul by R. Covington (drawn by D. Gallinari),,26,25
96,1,0:54.0,,Turnover by R. Covington (offensive foul),26,25
97,1,0:54.0,,J. Sampson enters the game for R. Covington,26,25
98,1,0:39.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by J. Hickson),,29,25
99,1,0:35.0,,Turnover by T. Wroten (bad pass; steal by J. Hickson),29,25
100,1,0:25.0,Shooting foul by R. Holmes (drawn by J. Hickson),,29,25
101,1,0:25.0,J. Hickson misses free throw 1 of 2,,29,25
102,1,0:25.0,Offensive rebound by Team,,29,25
103,1,0:25.0,,R. Covington enters the game for J. Sampson,29,25
104,1,0:25.0,J. Hickson misses free throw 2 of 2,,29,25
105,1,0:25.0,,Defensive rebound by R. Covington,29,25
106,1,0:02.0,,T. Wroten misses 2-pt jump shot from 4 ft,29,25
107,1,0:00.0,,Offensive rebound by Team,29,25
108,2,11:41.0,E. Mudiay makes 2-pt layup from 1 ft (assist by M. Miller),,31,25
109,2,11:40.0,,Philadelphia full timeout,31,25
110,2,11:27.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by T. McConnell),31,28
111,2,11:00.0,Shooting foul by J. Sampson (drawn by W. Barton),,31,28
112,2,11:00.0,W. Barton makes free throw 1 of 2,,32,28
113,2,11:00.0,W. Barton misses free throw 2 of 2,,32,28
114,2,10:58.0,,Defensive rebound by T. McConnell,32,28
115,2,10:49.0,,Shooting foul by M. Miller (drawn by J. Sampson),32,28
116,2,10:49.0,,J. Sampson makes free throw 1 of 2,32,29
117,2,10:49.0,,H. Thompson enters the game for N. Stauskas,32,29
118,2,10:49.0,,J. Sampson makes free throw 2 of 2,32,30
119,2,10:36.0,E. Mudiay misses 2-pt jump shot from 10 ft,,32,30
120,2,10:35.0,Offensive rebound by Team,,32,30
121,2,10:27.0,M. Miller makes 2-pt layup from 2 ft,,34,30
122,2,10:15.0,,J. Grant makes 2-pt layup from 1 ft (assist by H. Thompson),34,32
123,2,10:05.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by M. Miller),,37,32
124,2,9:53.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by T. McConnell),37,35
125,2,9:40.0,Denver full timeout,,37,35
126,2,9:40.0,,N. Noel enters the game for J. Sampson,37,35
127,2,9:37.0,M. Miller makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,40,35
128,2,9:12.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by H. Thompson),40,38
129,2,9:02.0,K. Faried makes 2-pt hook shot from 4 ft (assist by M. Miller),,42,38
130,2,8:51.0,,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),42,40
131,2,8:19.0,W. Barton misses 3-pt jump shot from 26 ft,,42,40
132,2,8:17.0,Offensive rebound by K. Faried,,42,40
133,2,8:15.0,K. Faried misses 2-pt jump shot from 3 ft,,42,40
134,2,8:14.0,,Defensive rebound by J. Grant,42,40
135,2,8:07.0,,H. Thompson misses 3-pt jump shot from 26 ft,42,40
136,2,8:05.0,Defensive rebound by J. Nelson,,42,40
137,2,7:57.0,,T. Wroten enters the game for T. McConnell,42,40
138,2,7:54.0,Turnover by W. Barton (lost ball; steal by I. Canaan),,42,40
139,2,7:52.0,Offensive charge foul by T. Wroten (drawn by J. Nelson),,42,40
140,2,7:52.0,,Turnover by T. Wroten (offensive foul),42,40
141,2,7:52.0,,N. Stauskas enters the game for I. Canaan,42,40
142,2,7:52.0,R. Foye enters the game for W. Barton,,42,40
143,2,7:43.0,Turnover by K. Faried (lost ball; steal by J. Grant),,42,40
144,2,7:37.0,,J. Grant misses 2-pt layup from 2 ft (block by K. Faried),42,40
145,2,7:34.0,Defensive rebound by M. Miller,,42,40
146,2,7:30.0,Turnover by M. Miller (bad pass),,42,40
147,2,7:14.0,,Turnover by T. Wroten (traveling),42,40
148,2,7:14.0,D. Gallinari enters the game for M. Miller,,42,40
149,2,6:57.0,R. Foye makes 2-pt jump shot from 16 ft (assist by E. Mudiay),,44,40
150,2,6:39.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Grant),44,43
151,2,6:25.0,E. Mudiay misses 2-pt jump shot from 21 ft,,44,43
152,2,6:23.0,,Defensive rebound by N. Noel,44,43
153,2,6:09.0,D. Arthur enters the game for K. Faried,,44,43
154,2,6:09.0,,R. Covington enters the game for J. Grant,44,43
155,2,6:09.0,,Philadelphia full timeout,44,43
156,2,6:02.0,,N. Noel makes 2-pt jump shot from 10 ft,44,45
157,2,5:44.0,J. Nelson misses 3-pt jump shot from 25 ft,,44,45
158,2,5:42.0,Offensive rebound by D. Arthur,,44,45
159,2,5:38.0,R. Foye makes 2-pt layup from 2 ft (assist by D. Arthur),,46,45
160,2,5:38.0,Shooting foul by N. Stauskas (drawn by R. Foye),,46,45
161,2,5:38.0,R. Foye makes free throw 1 of 1,,47,45
162,2,5:25.0,,Shooting foul by J. Nelson (drawn by N. Stauskas),47,45
163,2,5:25.0,,N. Stauskas misses free throw 1 of 2,47,45
164,2,5:25.0,,Offensive rebound by Team,47,45
165,2,5:25.0,,N. Stauskas makes free throw 2 of 2,47,46
166,2,5:20.0,Turnover by E. Mudiay (lost ball),,47,46
167,2,5:09.0,,T. Wroten misses 2-pt layup from 2 ft,47,46
168,2,5:07.0,Defensive rebound by D. Gallinari,,47,46
169,2,4:59.0,R. Foye misses 3-pt jump shot from 25 ft,,47,46
170,2,4:58.0,,Defensive rebound by N. Noel,47,46
171,2,4:45.0,,R. Covington misses 3-pt jump shot from 24 ft,47,46
172,2,4:43.0,,Offensive rebound by N. Noel,47,46
173,2,4:37.0,,N. Stauskas makes 2-pt jump shot from 17 ft,47,48
174,2,4:25.0,E. Mudiay misses 2-pt jump shot from 17 ft,,47,48
175,2,4:23.0,,Defensive rebound by R. Covington,47,48
176,2,4:19.0,,Shooting foul by D. Gallinari (drawn by N. Noel),47,48
177,2,4:19.0,Denver full timeout,,47,48
178,2,4:19.0,,N. Noel makes free throw 1 of 2,47,49
179,2,4:19.0,,N. Noel makes free throw 2 of 2,47,50
180,2,4:04.0,Turnover by E. Mudiay (traveling),,47,50
181,2,4:04.0,W. Barton enters the game for J. Nelson,,47,50
182,2,3:51.0,,Turnover by N. Stauskas (bad pass; steal by D. Arthur),47,50
183,2,3:47.0,Turnover by E. Mudiay (lost ball; steal by N. Stauskas),,47,50
184,2,3:47.0,,Shooting foul by D. Arthur (drawn by N. Noel),47,50
185,2,3:47.0,,N. Noel misses free throw 1 of 2,47,50
186,2,3:47.0,,Offensive rebound by Team,47,50
187,2,3:47.0,,T. McConnell enters the game for T. Wroten,47,50
188,2,3:47.0,,J. Sampson enters the game for H. Thompson,47,50
189,2,3:47.0,,N. Noel misses free throw 2 of 2,47,50
190,2,3:44.0,Defensive rebound by W. Barton,,47,50
191,2,3:32.0,R. Foye makes 2-pt layup from 1 ft (assist by E. Mudiay),,49,50
192,2,3:09.0,,N. Stauskas misses 3-pt jump shot from 22 ft,49,50
193,2,3:07.0,Defensive rebound by D. Gallinari,,49,50
194,2,3:00.0,Turnover by W. Barton (lost ball; steal by R. Covington),,49,50
195,2,2:56.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by T. McConnell),49,53
196,2,2:41.0,Personal foul by R. Covington (drawn by D. Gallinari),,49,53
197,2,2:41.0,Official timeout,,49,53
198,2,2:41.0,,J. Grant enters the game for R. Covington,49,53
199,2,2:31.0,D. Gallinari misses 3-pt jump shot from 25 ft,,49,53
200,2,2:29.0,,Defensive rebound by T. McConnell,49,53
201,2,2:17.0,,Turnover by T. McConnell (bad pass; steal by D. Gallinari),49,53
202,2,2:13.0,Turnover by E. Mudiay (lost ball),,49,53
203,2,2:01.0,,T. McConnell makes 2-pt jump shot from 18 ft,49,55
204,2,1:45.0,Turnover by D. Arthur (bad pass; steal by J. Grant),,49,55
205,2,1:40.0,,Shooting foul by D. Arthur (drawn by J. Sampson),49,55
206,2,1:40.0,,J. Sampson makes free throw 1 of 2,49,56
207,2,1:40.0,,J. Sampson misses free throw 2 of 2,49,56
208,2,1:38.0,Defensive rebound by W. Barton,,49,56
209,2,1:18.0,R. Foye misses 3-pt jump shot from 25 ft,,49,56
210,2,1:16.0,,Defensive rebound by T. McConnell,49,56
211,2,1:10.0,,N. Noel makes 2-pt layup from 1 ft,49,58
212,2,1:10.0,,Shooting foul by R. Foye (drawn by N. Noel),49,58
213,2,1:10.0,,N. Noel makes free throw 1 of 1,49,59
214,2,1:00.0,D. Arthur misses 3-pt jump shot from 22 ft,,49,59
215,2,0:58.0,Offensive rebound by D. Gallinari,,49,59
216,2,0:54.0,Shooting foul by N. Noel (drawn by D. Gallinari),,49,59
217,2,0:54.0,D. Gallinari makes 2-pt jump shot from 5 ft,,51,59
218,2,0:54.0,,H. Thompson enters the game for J. Sampson,51,59
219,2,0:54.0,J. Hickson enters the game for D. Arthur,,51,59
220,2,0:54.0,D. Gallinari makes free throw 1 of 1,,52,59
221,2,0:33.0,,J. Grant misses 2-pt jump shot from 12 ft,52,59
222,2,0:31.0,Defensive rebound by J. Hickson,,52,59
223,2,0:23.0,Turnover by R. Foye (bad pass; steal by T. McConnell),,52,59
224,2,0:04.0,,T. McConnell misses 2-pt layup at rim,52,59
225,2,0:02.0,Defensive rebound by D. Gallinari,,52,59
226,2,0:01.0,D. Gallinari misses 3-pt jump shot from 39 ft,,52,59
227,2,0:00.0,Offensive rebound by Team,,52,59
228,3,11:48.0,Turnover by E. Mudiay (lost ball; steal by T. McConnell),,52,59
229,3,11:44.0,,I. Canaan misses 3-pt jump shot from 24 ft,52,59
230,3,11:42.0,Defensive rebound by D. Arthur,,52,59
231,3,11:18.0,D. Gallinari misses 3-pt jump shot from 34 ft,,52,59
232,3,11:16.0,Offensive rebound by J. Lauvergne,,52,59
233,3,11:15.0,J. Lauvergne misses 2-pt layup from 2 ft (block by N. Noel),,52,59
234,3,11:13.0,,Defensive rebound by T. McConnell,52,59
235,3,11:08.0,,R. Covington misses 3-pt jump shot from 26 ft,52,59
236,3,11:06.0,Defensive rebound by E. Mudiay,,52,59
237,3,11:00.0,E. Mudiay makes 2-pt layup from 2 ft,,54,59
238,3,10:38.0,,Turnover by N. Noel (bad pass; steal by E. Mudiay),54,59
239,3,10:31.0,Shooting foul by J. Grant (drawn by D. Gallinari),,54,59
240,3,10:31.0,D. Gallinari makes free throw 1 of 2,,55,59
241,3,10:31.0,D. Gallinari makes free throw 2 of 2,,56,59
242,3,10:11.0,,N. Noel misses 2-pt jump shot from 3 ft,56,59
243,3,10:10.0,Defensive rebound by D. Arthur,,56,59
244,3,9:54.0,E. Mudiay misses 2-pt jump shot from 17 ft,,56,59
245,3,9:51.0,,Defensive rebound by R. Covington,56,59
246,3,9:41.0,,T. McConnell makes 2-pt layup from 2 ft,56,61
247,3,9:32.0,Shooting foul by N. Noel (drawn by D. Gallinari),,56,61
248,3,9:32.0,D. Gallinari makes free throw 1 of 2,,57,61
249,3,9:32.0,D. Gallinari makes free throw 2 of 2,,58,61
250,3,9:08.0,,Turnover by I. Canaan (lost ball; steal by J. Lauvergne),58,61
251,3,8:49.0,Turnover by E. Mudiay (lost ball; steal by R. Covington),,58,61
252,3,8:46.0,,Shooting foul by R. Foye (drawn by R. Covington),58,61
253,3,8:46.0,,R. Covington misses free throw 1 of 2,58,61
254,3,8:46.0,,Offensive rebound by Team,58,61
255,3,8:46.0,,N. Stauskas enters the game for N. Noel,58,61
256,3,8:46.0,,R. Holmes enters the game for I. Canaan,58,61
257,3,8:46.0,,R. Covington makes free throw 2 of 2,58,62
258,3,8:32.0,Offensive foul by J. Lauvergne (drawn by R. Holmes),,58,62
259,3,8:32.0,Turnover by J. Lauvergne (offensive foul),,58,62
260,3,8:32.0,,J. Sampson enters the game for R. Covington,58,62
261,3,8:32.0,W. Barton enters the game for J. Lauvergne,,58,62
262,3,8:20.0,,R. Holmes makes 3-pt jump shot from 24 ft (assist by J. Grant),58,65
263,3,8:06.0,W. Barton misses 3-pt jump shot from 26 ft,,58,65
264,3,8:05.0,,Defensive rebound by N. Stauskas,58,65
265,3,7:56.0,,Shooting foul by D. Gallinari (drawn by J. Grant),58,65
266,3,7:56.0,,J. Grant misses free throw 1 of 2,58,65
267,3,7:56.0,,Offensive rebound by Team,58,65
268,3,7:56.0,,J. Grant misses free throw 2 of 2,58,65
269,3,7:54.0,Defensive rebound by W. Barton,,58,65
270,3,7:42.0,E. Mudiay misses 3-pt jump shot from 25 ft,,58,65
271,3,7:40.0,,Defensive rebound by J. Sampson,58,65
272,3,7:28.0,,J. Grant misses 2-pt jump shot from 3 ft (block by D. Arthur),58,65
273,3,7:26.0,Defensive rebound by R. Foye,,58,65
274,3,7:21.0,W. Barton makes 2-pt layup from 4 ft,,60,65
275,3,7:01.0,,N. Stauskas misses 2-pt jump shot from 21 ft,60,65
276,3,6:59.0,Defensive rebound by W. Barton,,60,65
277,3,6:52.0,Shooting foul by N. Stauskas (drawn by D. Gallinari),,60,65
278,3,6:52.0,D. Gallinari misses free throw 1 of 2,,60,65
279,3,6:52.0,Offensive rebound by Team,,60,65
280,3,6:52.0,J. Nelson enters the game for E. Mudiay,,60,65
281,3,6:52.0,,T. Wroten enters the game for T. McConnell,60,65
282,3,6:52.0,,R. Covington enters the game for J. Grant,60,65
283,3,6:52.0,D. Gallinari misses free throw 2 of 2,,60,65
284,3,6:51.0,,Defensive rebound by R. Covington,60,65
285,3,6:50.0,,Personal foul by D. Arthur (drawn by R. Covington),60,65
286,3,6:39.0,,R. Covington misses 3-pt jump shot from 26 ft,60,65
287,3,6:37.0,,Offensive rebound by J. Sampson,60,65
288,3,6:37.0,,Shooting foul by R. Foye (drawn by J. Sampson),60,65
289,3,6:37.0,,J. Sampson makes free throw 1 of 2,60,66
290,3,6:37.0,M. Miller enters the game for R. Foye,,60,66
291,3,6:37.0,,J. Sampson misses free throw 2 of 2,60,66
292,3,6:37.0,,Offensive rebound by R. Covington,60,66
293,3,6:27.0,,Turnover by R. Covington (lost ball),60,66
294,3,6:16.0,D. Arthur misses 3-pt jump shot from 26 ft,,60,66
295,3,6:14.0,,Defensive rebound by R. Covington,60,66
296,3,6:05.0,,R. Holmes makes 2-pt layup from 2 ft (assist by T. Wroten),60,68
297,3,6:05.0,,Shooting foul by D. Arthur (drawn by R. Holmes),60,68
298,3,6:05.0,K. Faried enters the game for D. Arthur,,60,68
299,3,6:05.0,,R. Holmes makes free throw 1 of 1,60,69
300,3,5:52.0,W. Barton makes 2-pt layup from 4 ft,,62,69
301,3,5:52.0,Shooting foul by J. Sampson (drawn by W. Barton),,62,69
302,3,5:52.0,,Philadelphia full timeout,62,69
303,3,5:52.0,W. Barton makes free throw 1 of 1,,63,69
304,3,5:38.0,,J. Sampson misses 2-pt dunk at rim (block by K. Faried),63,69
305,3,5:34.0,,Offensive rebound by R. Holmes,63,69
306,3,5:33.0,,R. Holmes makes 2-pt layup from 1 ft,63,71
307,3,5:22.0,W. Barton misses 2-pt layup from 2 ft (block by R. Holmes),,63,71
308,3,5:20.0,,Defensive rebound by J. Sampson,63,71
309,3,5:15.0,,T. Wroten makes 2-pt layup at rim (assist by J. Sampson),63,73
310,3,5:15.0,Denver full timeout,,63,73
311,3,5:02.0,Turnover by K. Faried (back court),,63,73
312,3,4:48.0,,N. Stauskas misses 3-pt jump shot from 27 ft,63,73
313,3,4:46.0,Defensive rebound by K. Faried,,63,73
314,3,4:29.0,J. Nelson misses 2-pt jump shot from 18 ft,,63,73
315,3,4:27.0,,Defensive rebound by N. Stauskas,63,73
316,3,4:17.0,,T. Wroten misses 2-pt jump shot from 13 ft,63,73
317,3,4:15.0,Defensive rebound by W. Barton,,63,73
318,3,4:10.0,D. Gallinari makes 2-pt layup at rim (assist by M. Miller),,65,73
319,3,3:53.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by T. Wroten),65,76
320,3,3:32.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by W. Barton),,68,76
321,3,3:11.0,,R. Holmes makes 2-pt layup from 2 ft (assist by R. Covington),68,78
322,3,2:57.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by J. Nelson),,71,78
323,3,2:40.0,,Turnover by T. Wroten (traveling),71,78
324,3,2:40.0,,H. Thompson enters the game for N. Stauskas,71,78
325,3,2:40.0,,T. McConnell enters the game for T. Wroten,71,78
326,3,2:27.0,J. Nelson makes 3-pt jump shot from 27 ft (assist by M. Miller),,74,78
327,3,2:12.0,,T. McConnell misses 3-pt jump shot from 26 ft,74,78
328,3,2:10.0,,Offensive rebound by R. Holmes,74,78
329,3,1:49.0,,J. Sampson makes 2-pt layup from 1 ft (assist by H. Thompson),74,80
330,3,1:26.0,W. Barton makes 3-pt jump shot from 26 ft (assist by K. Faried),,77,80
331,3,0:59.0,,J. Sampson makes 3-pt jump shot from 24 ft (assist by T. McConnell),77,83
332,3,0:39.0,W. Barton misses 2-pt jump shot from 4 ft,,77,83
333,3,0:38.0,Offensive rebound by K. Faried,,77,83
334,3,0:37.0,K. Faried misses 2-pt layup from 1 ft (block by R. Covington),,77,83
335,3,0:37.0,,Defensive rebound by Team,77,83
336,3,0:37.0,,J. Grant enters the game for R. Holmes,77,83
337,3,0:37.0,,I. Canaan enters the game for J. Grant,77,83
338,3,0:37.0,,N. Noel enters the game for J. Sampson,77,83
339,3,0:32.0,,I. Canaan misses 3-pt jump shot from 25 ft,77,83
340,3,0:30.0,Defensive rebound by K. Faried,,77,83
341,3,0:09.0,J. Nelson misses 2-pt jump shot from 21 ft,,77,83
342,3,0:08.0,,Defensive rebound by Team,77,83
343,3,0:04.0,,T. McConnell makes 2-pt layup from 1 ft,77,85
344,4,11:49.0,,T. McConnell misses 2-pt jump shot from 15 ft,77,85
345,4,11:47.0,Defensive rebound by D. Gallinari,,77,85
346,4,11:33.0,Turnover by J. Nelson (bad pass; steal by T. McConnell),,77,85
347,4,11:21.0,Offensive charge foul by H. Thompson (drawn by J. Nelson),,77,85
348,4,11:21.0,,Turnover by H. Thompson (offensive foul),77,85
349,4,11:21.0,R. Foye enters the game for D. Gallinari,,77,85
350,4,11:06.0,K. Faried misses 2-pt jump shot from 4 ft (block by J. Grant),,77,85
351,4,11:06.0,Offensive rebound by Team,,77,85
352,4,11:02.0,Shooting foul by T. McConnell (drawn by K. Faried),,77,85
353,4,11:02.0,K. Faried misses free throw 1 of 2,,77,85
354,4,11:02.0,Offensive rebound by Team,,77,85
355,4,11:02.0,,N. Stauskas enters the game for T. McConnell,77,85
356,4,11:02.0,K. Faried makes free throw 2 of 2,,78,85
357,4,10:48.0,,Turnover by N. Noel (bad pass; steal by W. Barton),78,85
358,4,10:38.0,J. Nelson misses 3-pt jump shot from 26 ft,,78,85
359,4,10:37.0,Offensive rebound by R. Foye,,78,85
360,4,10:21.0,K. Faried makes 2-pt layup from 1 ft (assist by M. Miller),,80,85
361,4,10:21.0,Shooting foul by H. Thompson (drawn by K. Faried),,80,85
362,4,10:21.0,K. Faried misses free throw 1 of 1,,80,85
363,4,10:20.0,,Defensive rebound by N. Noel,80,85
364,4,10:08.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by H. Thompson),80,88
365,4,9:56.0,Shooting foul by I. Canaan (drawn by K. Faried),,80,88
366,4,9:56.0,K. Faried makes free throw 1 of 2,,81,88
367,4,9:56.0,K. Faried misses free throw 2 of 2,,81,88
368,4,9:54.0,,Defensive rebound by H. Thompson,81,88
369,4,9:35.0,,Shooting foul by M. Miller (drawn by J. Grant),81,88
370,4,9:35.0,,J. Grant makes free throw 1 of 2,81,89
371,4,9:35.0,,J. Grant makes free throw 2 of 2,81,90
372,4,9:15.0,R. Foye misses 3-pt jump shot from 24 ft,,81,90
373,4,9:13.0,Offensive rebound by K. Faried,,81,90
374,4,9:11.0,M. Miller makes 3-pt jump shot from 24 ft (assist by K. Faried),,84,90
375,4,9:09.0,,Philadelphia full timeout,84,90
376,4,9:09.0,E. Mudiay enters the game for J. Nelson,,84,90
377,4,8:54.0,,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),84,92
378,4,8:51.0,,Technical foul by N. Noel,84,92
379,4,8:51.0,W. Barton makes technical free throw,,85,92
380,4,8:28.0,E. Mudiay misses 3-pt jump shot from 26 ft,,85,92
381,4,8:24.0,Offensive rebound by K. Faried,,85,92
382,4,8:24.0,K. Faried makes 2-pt layup from 1 ft,,87,92
383,4,8:11.0,,I. Canaan misses 3-pt jump shot from 28 ft,87,92
384,4,8:09.0,Defensive rebound by W. Barton,,87,92
385,4,7:57.0,R. Foye misses 3-pt jump shot from 25 ft,,87,92
386,4,7:56.0,,Defensive rebound by Team,87,92
