,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
385,4,2:44.0,,K. Walker misses 2-pt jump shot from 18 ft,86,100
386,4,2:43.0,Defensive rebound by S. Muhammad,,86,100
387,4,2:34.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,89,100
388,4,2:34.0,,Charlotte full timeout,89,100
389,4,2:21.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by C. Zeller),89,102
390,4,2:07.0,K. Towns makes 2-pt jump shot from 18 ft,,91,102
391,4,1:48.0,,N. Batum misses 2-pt jump shot from 14 ft,91,102
392,4,1:47.0,Defensive rebound by K. Towns,,91,102
393,4,1:37.0,K. Towns makes 2-pt jump shot from 18 ft (assist by R. Rubio),,93,102
394,4,1:16.0,,C. Lee misses 2-pt jump shot from 18 ft,93,102
395,4,1:15.0,Defensive rebound by A. Wiggins,,93,102
396,4,1:10.0,S. Muhammad makes 2-pt layup from 1 ft (assist by A. Wiggins),,95,102
397,4,0:56.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),95,104
398,4,0:50.0,Personal foul by C. Zeller (drawn by R. Rubio),,95,104
399,4,0:50.0,,A. Jefferson enters the game for C. Zeller,95,104
400,4,0:50.0,T. Jones enters the game for Z. LaVine,,95,104
401,4,0:50.0,D. Rudež enters the game for K. Towns,,95,104
402,4,0:50.0,A. Payne enters the game for A. Wiggins,,95,104
403,4,0:50.0,R. Rubio makes free throw 1 of 2,,96,104
404,4,0:50.0,R. Rubio makes free throw 2 of 2,,97,104
405,4,0:50.0,,Charlotte full timeout,97,104
406,4,0:50.0,,F. Kaminsky enters the game for A. Jefferson,97,104
407,4,0:28.0,,K. Walker misses 2-pt jump shot from 17 ft,97,104
408,4,0:25.0,Defensive rebound by R. Rubio,,97,104
409,4,0:25.0,Personal foul by K. Walker (drawn by R. Rubio),,97,104
410,4,0:25.0,R. Rubio makes free throw 1 of 2,,98,104
411,4,0:25.0,R. Rubio makes free throw 2 of 2,,99,104
412,4,0:25.0,,Charlotte full timeout,99,104
413,4,0:25.0,,Charlotte full timeout,99,104
414,4,0:24.0,,Turnover by M. Williams (bad pass),99,104
415,4,0:24.0,,Personal foul by S. Muhammad (drawn by N. Batum),99,104
416,4,0:23.0,Minnesota full timeout,,99,104
417,4,0:23.0,K. Towns enters the game for T. Jones,,99,104
418,4,0:23.0,Z. LaVine enters the game for A. Payne,,99,104
419,4,0:23.0,A. Wiggins enters the game for D. Rudež,,99,104
420,4,0:23.0,,J. Lin enters the game for F. Kaminsky,99,104
421,4,0:17.0,Z. LaVine misses 3-pt jump shot from 30 ft,,99,104
422,4,0:15.0,Offensive rebound by A. Wiggins,,99,104
423,4,0:15.0,A. Wiggins makes 2-pt layup at rim,,101,104
424,4,0:12.0,,Personal foul by A. Wiggins (drawn by J. Lin),101,104
425,4,0:12.0,,J. Lin makes free throw 1 of 2,101,105
426,4,0:12.0,G. Dieng enters the game for R. Rubio,,101,105
427,4,0:12.0,,J. Lin makes free throw 2 of 2,101,106
428,4,0:12.0,Minnesota full timeout,,101,106
429,4,0:12.0,R. Rubio enters the game for G. Dieng,,101,106
430,4,0:10.0,Turnover by R. Rubio (lost ball),,101,106
431,4,0:09.0,,Personal take foul by K. Towns (drawn by J. Lin),101,106
432,4,0:09.0,,J. Lin makes free throw 1 of 2,101,107
433,4,0:09.0,,J. Lin makes free throw 2 of 2,101,108
434,4,0:04.0,Z. LaVine misses 3-pt jump shot from 25 ft,,101,108
435,4,0:01.0,Offensive rebound by A. Wiggins,,101,108
436,4,0:01.0,A. Wiggins makes 2-pt dunk at rim,,103,108
