,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
395,4,8:17.0,M. Beasley misses 2-pt layup from 1 ft,,87,79
396,4,8:16.0,Offensive rebound by M. Beasley,,87,79
397,4,8:14.0,M. Beasley makes 2-pt layup from 1 ft,,89,79
398,4,7:58.0,,Turnover by I. Thomas (bad pass),89,79
399,4,7:58.0,,J. Sullinger enters the game for T. Zeller,89,79
400,4,7:42.0,J. Terry misses 3-pt jump shot from 23 ft,,89,79
401,4,7:41.0,,Defensive rebound by T. Rozier,89,79
402,4,7:36.0,,A. Bradley makes 2-pt dunk at rim (assist by T. Rozier),89,81
403,4,7:23.0,M. Beasley misses 2-pt jump shot from 20 ft,,89,81
404,4,7:22.0,,Defensive rebound by T. Rozier,89,81
405,4,7:09.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by T. Rozier),89,84
406,4,7:08.0,Houston full timeout,,89,84
407,4,7:08.0,,M. Smart enters the game for J. Mickey,89,84
408,4,7:08.0,J. Harden enters the game for M. Beasley,,89,84
409,4,7:08.0,T. Ariza enters the game for K. McDaniels,,89,84
410,4,6:51.0,Turnover by D. Howard (lost ball; steal by M. Smart),,89,84
411,4,6:36.0,,M. Smart makes 2-pt layup from 1 ft (assist by T. Rozier),89,86
412,4,6:25.0,J. Harden misses 2-pt layup from 1 ft,,89,86
413,4,6:24.0,,Defensive rebound by J. Sullinger,89,86
414,4,6:19.0,,I. Thomas misses 3-pt jump shot from 25 ft,89,86
415,4,6:18.0,,Offensive rebound by J. Sullinger,89,86
416,4,6:17.0,,Shooting foul by P. Beverley (drawn by J. Sullinger),89,86
417,4,6:17.0,,J. Sullinger makes free throw 1 of 2,89,87
418,4,6:17.0,,J. Sullinger misses free throw 2 of 2,89,87
419,4,6:17.0,Defensive rebound by J. Harden,,89,87
420,4,6:04.0,D. Howard makes 2-pt layup from 1 ft (assist by P. Beverley),,91,87
421,4,5:39.0,,A. Bradley misses 2-pt layup from 2 ft,91,87
422,4,5:38.0,Defensive rebound by J. Harden,,91,87
423,4,5:32.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by J. Harden),,94,87
424,4,5:14.0,,M. Smart misses 2-pt layup from 1 ft,94,87
425,4,5:14.0,Defensive rebound by P. Beverley,,94,87
426,4,5:04.0,J. Harden misses 2-pt jump shot from 15 ft,,94,87
427,4,5:03.0,,Defensive rebound by T. Rozier,94,87
428,4,4:50.0,,I. Thomas misses 2-pt jump shot from 10 ft,94,87
429,4,4:48.0,Defensive rebound by D. Howard,,94,87
430,4,4:43.0,Turnover by D. Howard (lost ball; steal by J. Sullinger),,94,87
431,4,4:42.0,,J. Sullinger makes 2-pt layup at rim,94,89
432,4,4:23.0,J. Terry misses 3-pt jump shot from 23 ft,,94,89
433,4,4:22.0,,Defensive rebound by T. Rozier,94,89
434,4,4:16.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Harden),94,89
435,4,4:15.0,Defensive rebound by Team,,94,89
436,4,4:15.0,,E. Turner enters the game for T. Rozier,94,89
437,4,4:15.0,C. Brewer enters the game for J. Terry,,94,89
438,4,3:56.0,P. Beverley misses 3-pt jump shot from 25 ft,,94,89
439,4,3:55.0,,Defensive rebound by Team,94,89
440,4,3:34.0,,J. Sullinger makes 2-pt jump shot from 15 ft (assist by I. Thomas),94,91
441,4,3:10.0,J. Harden makes 2-pt jump shot from 8 ft,,96,91
442,4,2:48.0,,A. Bradley misses 3-pt jump shot from 22 ft,96,91
443,4,2:47.0,Defensive rebound by P. Beverley,,96,91
444,4,2:33.0,Shooting foul by A. Bradley (drawn by J. Harden),,96,91
445,4,2:33.0,Official timeout,,96,91
446,4,2:33.0,J. Harden makes free throw 1 of 2,,97,91
447,4,2:33.0,J. Harden misses free throw 2 of 2,,97,91
448,4,2:32.0,,Defensive rebound by M. Smart,97,91
449,4,2:22.0,,Offensive foul by M. Smart (drawn by T. Ariza),97,91
450,4,2:22.0,,Turnover by M. Smart (offensive foul),97,91
451,4,2:22.0,M. Beasley enters the game for D. Howard,,97,91
452,4,2:01.0,J. Harden misses 3-pt jump shot from 27 ft,,97,91
453,4,2:00.0,Offensive rebound by P. Beverley,,97,91
454,4,1:44.0,M. Beasley misses 2-pt layup from 1 ft,,97,91
455,4,1:44.0,,Defensive rebound by E. Turner,97,91
456,4,1:40.0,D. Howard enters the game for M. Beasley,,97,91
457,4,1:37.0,,A. Bradley misses 3-pt jump shot from 23 ft,97,91
458,4,1:36.0,Defensive rebound by D. Howard,,97,91
459,4,1:11.0,J. Harden misses 2-pt jump shot from 19 ft,,97,91
460,4,1:11.0,Offensive rebound by Team,,97,91
461,4,0:48.0,J. Harden makes 2-pt jump shot from 18 ft,,99,91
462,4,0:48.0,,Boston full timeout,99,91
463,4,0:41.0,,J. Sullinger misses 2-pt layup from 2 ft,99,91
464,4,0:40.0,,Offensive rebound by J. Sullinger,99,91
465,4,0:39.0,,J. Sullinger misses 2-pt layup from 4 ft,99,91
466,4,0:38.0,,Offensive rebound by J. Sullinger,99,91
467,4,0:37.0,,J. Sullinger misses 2-pt layup from 4 ft (block by D. Howard),99,91
468,4,0:35.0,,Offensive rebound by J. Sullinger,99,91
469,4,0:35.0,,J. Sullinger makes 2-pt layup from 1 ft,99,93
470,4,0:32.0,Turnover by J. Harden (lost ball; steal by A. Bradley),,99,93
471,4,0:30.0,,Turnover by Team (offensive goaltending),99,93
472,4,0:30.0,Houston full timeout,,99,93
473,4,0:30.0,,T. Rozier enters the game for J. Sullinger,99,93
474,4,0:30.0,J. Terry enters the game for D. Howard,,99,93
475,4,0:21.0,Personal foul by A. Bradley,,99,93
476,4,0:21.0,Houston full timeout,,99,93
477,4,0:21.0,,J. Sullinger enters the game for T. Rozier,99,93
478,4,0:13.0,Turnover by P. Beverley (step out of bounds),,99,93
479,4,0:13.0,,Boston full timeout,99,93
480,4,0:09.0,,I. Thomas makes 2-pt layup at rim,99,95
481,4,0:08.0,Personal take foul by E. Turner,,99,95
482,4,0:08.0,,Technical foul by E. Turner,99,95
483,4,0:08.0,J. Harden makes technical free throw,,100,95
484,4,0:08.0,J. Harden makes free throw 1 of 2,,101,95
485,4,0:08.0,J. Harden makes free throw 2 of 2,,102,95
486,4,0:01.0,,I. Thomas makes 3-pt jump shot from 23 ft,102,98
