,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
107,1,1:07.0,D. DeRozan makes free throw 2 of 2,,30,22
108,1,0:53.0,,Shooting foul by D. DeRozan (drawn by S. Muhammad),30,22
109,1,0:53.0,,S. Muhammad makes free throw 1 of 2,30,23
110,1,0:53.0,,K. Towns enters the game for G. Dieng,30,23
111,1,0:53.0,,S. Muhammad makes free throw 2 of 2,30,24
112,1,0:31.0,D. DeRozan makes 2-pt dunk at rim,,32,24
113,1,0:12.0,,K. Towns makes 2-pt layup at rim (assist by Z. LaVine),32,26
114,1,0:01.0,C. Joseph misses 3-pt jump shot from 24 ft,,32,26
115,1,0:00.0,Offensive rebound by Team,,32,26
116,2,11:46.0,,Z. LaVine misses 2-pt jump shot from 19 ft,32,26
117,2,11:44.0,Defensive rebound by C. Joseph,,32,26
118,2,11:26.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by K. Lowry),,34,26
119,2,11:13.0,,K. Towns makes 2-pt layup from 1 ft (assist by A. Miller),34,28
120,2,10:57.0,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),,37,28
121,2,10:38.0,,K. Towns misses 2-pt jump shot from 19 ft,37,28
122,2,10:37.0,,Offensive rebound by N. Bjelica,37,28
123,2,10:33.0,,S. Muhammad misses 2-pt layup from 1 ft,37,28
124,2,10:32.0,,Offensive rebound by K. Towns,37,28
125,2,10:31.0,,K. Towns makes 2-pt layup from 1 ft,37,30
126,2,10:31.0,,Shooting foul by C. Joseph (drawn by K. Towns),37,30
127,2,10:31.0,,K. Towns makes free throw 1 of 1,37,31
128,2,10:11.0,T. Ross misses 2-pt jump shot from 20 ft,,37,31
129,2,10:09.0,,Defensive rebound by A. Miller,37,31
130,2,10:02.0,,Shooting foul by T. Ross (drawn by S. Muhammad),37,31
131,2,10:02.0,,S. Muhammad makes free throw 1 of 2,37,32
132,2,10:02.0,,S. Muhammad makes free throw 2 of 2,37,33
133,2,9:44.0,T. Ross misses 3-pt jump shot from 25 ft,,37,33
134,2,9:43.0,Offensive rebound by Team,,37,33
135,2,9:43.0,,Loose ball foul by N. Bjelica (drawn by P. Patterson),37,33
136,2,9:31.0,P. Patterson misses 3-pt jump shot from 24 ft,,37,33
137,2,9:30.0,Offensive rebound by K. Lowry,,37,33
138,2,9:26.0,K. Lowry makes 3-pt jump shot from 24 ft,,40,33
139,2,9:09.0,,Z. LaVine misses 2-pt layup from 2 ft (block by P. Patterson),40,33
140,2,9:07.0,Defensive rebound by P. Patterson,,40,33
141,2,9:01.0,T. Ross misses 3-pt jump shot from 24 ft,,40,33
142,2,8:59.0,Offensive rebound by C. Joseph,,40,33
143,2,8:51.0,J. Valančiūnas makes 2-pt layup at rim (assist by T. Ross),,42,33
144,2,8:41.0,,Minnesota full timeout,42,33
145,2,8:41.0,,G. Dieng enters the game for N. Bjelica,42,33
146,2,8:41.0,,A. Wiggins enters the game for S. Muhammad,42,33
147,2,8:41.0,,R. Rubio enters the game for A. Miller,42,33
148,2,8:23.0,,R. Rubio misses 3-pt jump shot from 24 ft,42,33
149,2,8:22.0,,Offensive rebound by A. Wiggins,42,33
150,2,8:14.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by R. Rubio),42,35
151,2,7:52.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by T. Ross),,44,35
152,2,7:35.0,,A. Wiggins misses 2-pt jump shot from 5 ft,44,35
153,2,7:34.0,,Offensive rebound by G. Dieng,44,35
154,2,7:28.0,,R. Rubio misses 2-pt jump shot from 20 ft,44,35
155,2,7:27.0,,Offensive rebound by K. Towns,44,35
156,2,7:27.0,,Shooting foul by K. Lowry (drawn by K. Towns),44,35
157,2,7:27.0,,K. Towns misses free throw 1 of 2,44,35
158,2,7:27.0,,Offensive rebound by Team,44,35
159,2,7:27.0,,K. Towns makes free throw 2 of 2,44,36
160,2,7:15.0,K. Lowry misses 2-pt layup from 2 ft (block by K. Towns),,44,36
161,2,7:14.0,Offensive rebound by Team,,44,36
162,2,7:14.0,Shooting foul by R. Rubio (drawn by J. Valančiūnas),,44,36
163,2,7:14.0,J. Valančiūnas makes free throw 1 of 2,,45,36
164,2,7:14.0,J. Valančiūnas makes free throw 2 of 2,,46,36
165,2,7:10.0,,Minnesota full timeout,46,36
166,2,7:01.0,,Turnover by R. Rubio (bad pass; steal by J. Valančiūnas),46,36
167,2,6:43.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,49,36
168,2,6:26.0,,Turnover by A. Wiggins (bad pass; steal by K. Lowry),49,36
169,2,6:21.0,K. Lowry makes 2-pt layup from 1 ft,,51,36
170,2,6:03.0,,K. Towns misses 2-pt jump shot from 11 ft,51,36
171,2,6:02.0,,Offensive rebound by R. Rubio,51,36
172,2,5:57.0,,A. Wiggins misses 3-pt jump shot from 24 ft,51,36
173,2,5:56.0,Defensive rebound by K. Lowry,,51,36
174,2,5:50.0,P. Patterson misses 2-pt layup at rim,,51,36
175,2,5:48.0,,Defensive rebound by G. Dieng,51,36
176,2,5:42.0,,Shooting foul by C. Joseph (drawn by A. Wiggins),51,36
177,2,5:42.0,,Minnesota full timeout,51,36
178,2,5:42.0,D. DeRozan enters the game for T. Ross,,51,36
179,2,5:42.0,L. Scola enters the game for P. Patterson,,51,36
180,2,5:42.0,,S. Muhammad enters the game for Z. LaVine,51,36
181,2,5:42.0,,A. Wiggins misses free throw 1 of 2,51,36
182,2,5:42.0,,Offensive rebound by Team,51,36
183,2,5:42.0,,A. Wiggins makes free throw 2 of 2,51,37
184,2,5:23.0,Turnover by J. Valančiūnas (bad pass; steal by R. Rubio),,51,37
185,2,5:13.0,,A. Wiggins makes 2-pt layup from 1 ft,51,39
186,2,5:13.0,,Shooting foul by J. Valančiūnas (drawn by A. Wiggins),51,39
187,2,5:13.0,B. Biyombo enters the game for J. Valančiūnas,,51,39
188,2,5:13.0,,A. Wiggins makes free throw 1 of 1,51,40
189,2,4:51.0,D. DeRozan makes 2-pt jump shot from 18 ft,,53,40
190,2,4:37.0,,A. Wiggins misses 2-pt jump shot from 5 ft (block by B. Biyombo),53,40
191,2,4:35.0,Defensive rebound by C. Joseph,,53,40
192,2,4:33.0,Shooting foul by G. Dieng (drawn by D. DeRozan),,53,40
193,2,4:33.0,,Technical foul by Team,53,40
194,2,4:33.0,K. Lowry makes technical free throw,,54,40
195,2,4:33.0,D. DeRozan makes free throw 1 of 2,,55,40
196,2,4:33.0,D. DeRozan makes free throw 2 of 2,,56,40
197,2,4:25.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),56,42
198,2,4:05.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),,58,42
199,2,4:02.0,,Personal take foul by C. Joseph (drawn by R. Rubio),58,42
200,2,4:02.0,Toronto full timeout,,58,42
201,2,4:02.0,L. Nogueira enters the game for B. Biyombo,,58,42
202,2,4:02.0,,R. Rubio makes free throw 1 of 2,58,43
203,2,4:02.0,,R. Rubio makes free throw 2 of 2,58,44
204,2,3:48.0,K. Lowry misses 3-pt jump shot from 24 ft,,58,44
205,2,3:46.0,Offensive rebound by L. Scola,,58,44
206,2,3:46.0,L. Scola makes 2-pt layup at rim,,60,44
207,2,3:29.0,,A. Wiggins misses 2-pt layup from 2 ft,60,44
208,2,3:28.0,Defensive rebound by L. Scola,,60,44
209,2,3:19.0,C. Joseph makes 2-pt jump shot from 18 ft,,62,44
210,2,3:07.0,,Shooting foul by K. Lowry (drawn by G. Dieng),62,44
211,2,3:07.0,,G. Dieng makes free throw 1 of 2,62,45
212,2,3:07.0,D. Wright enters the game for K. Lowry,,62,45
213,2,3:07.0,T. Ross enters the game for C. Joseph,,62,45
214,2,3:07.0,,G. Dieng makes free throw 2 of 2,62,46
215,2,2:44.0,L. Nogueira misses 2-pt jump shot from 5 ft,,62,46
216,2,2:43.0,,Defensive rebound by R. Rubio,62,46
217,2,2:39.0,,R. Rubio makes 2-pt layup from 2 ft,62,48
218,2,2:39.0,Violation by L. Nogueira (def goaltending),,62,48
219,2,2:25.0,L. Nogueira makes 2-pt layup from 1 ft (assist by D. DeRozan),,64,48
220,2,2:17.0,,Shooting foul by D. Wright (drawn by R. Rubio),64,48
221,2,2:17.0,,R. Rubio makes free throw 1 of 2,64,49
222,2,2:17.0,,R. Rubio makes free throw 2 of 2,64,50
223,2,1:59.0,L. Scola misses 2-pt layup from 2 ft,,64,50
224,2,1:58.0,,Defensive rebound by R. Rubio,64,50
225,2,1:51.0,,S. Muhammad misses 2-pt layup from 2 ft,64,50
226,2,1:50.0,,Offensive rebound by K. Towns,64,50
227,2,1:48.0,,K. Towns makes 2-pt layup from 2 ft,64,52
228,2,1:29.0,L. Scola misses 3-pt jump shot from 24 ft,,64,52
229,2,1:28.0,,Defensive rebound by G. Dieng,64,52
230,2,1:18.0,,K. Towns misses 2-pt layup from 2 ft,64,52
231,2,1:16.0,,Offensive rebound by G. Dieng,64,52
232,2,1:16.0,,G. Dieng makes 2-pt dunk at rim,64,54
233,2,1:05.0,Toronto full timeout,,64,54
234,2,0:59.0,D. DeRozan makes 2-pt jump shot from 16 ft,,66,54
235,2,0:44.0,,Personal foul by L. Scola (drawn by A. Wiggins),66,54
236,2,0:44.0,,A. Wiggins misses free throw 1 of 2,66,54
237,2,0:44.0,,Offensive rebound by Team,66,54
238,2,0:44.0,,N. Bjelica enters the game for K. Towns,66,54
239,2,0:44.0,,A. Wiggins makes free throw 2 of 2,66,55
240,2,0:32.0,D. Wright misses 2-pt layup from 2 ft,,66,55
241,2,0:31.0,,Defensive rebound by G. Dieng,66,55
242,2,0:18.0,,R. Rubio misses 3-pt jump shot from 24 ft,66,55
243,2,0:16.0,Defensive rebound by L. Nogueira,,66,55
244,2,0:02.0,D. DeRozan makes 2-pt jump shot from 17 ft,,68,55
245,3,11:44.0,,K. Towns makes 2-pt layup from 1 ft (assist by Z. LaVine),68,57
246,3,11:44.0,,Shooting foul by L. Scola (drawn by K. Towns),68,57
247,3,11:44.0,,K. Towns makes free throw 1 of 1,68,58
248,3,11:21.0,N. Powell makes 2-pt jump shot from 19 ft (assist by D. DeRozan),,70,58
249,3,11:08.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),70,61
250,3,10:53.0,L. Scola misses 3-pt jump shot from 24 ft,,70,61
251,3,10:52.0,,Defensive rebound by R. Rubio,70,61
252,3,10:36.0,,K. Towns makes 2-pt jump shot from 5 ft,70,63
253,3,10:09.0,K. Lowry misses 2-pt jump shot from 3 ft (block by K. Towns),,70,63
254,3,10:07.0,,Defensive rebound by K. Towns,70,63
255,3,10:03.0,,R. Rubio makes 2-pt jump shot from 16 ft (assist by Z. LaVine),70,65
256,3,10:02.0,Toronto full timeout,,70,65
257,3,9:44.0,N. Powell misses 3-pt jump shot from 22 ft,,70,65
258,3,9:43.0,,Defensive rebound by Team,70,65
259,3,9:25.0,,R. Rubio misses 3-pt jump shot from 23 ft,70,65
260,3,9:24.0,Defensive rebound by J. Valančiūnas,,70,65
261,3,9:03.0,N. Powell makes 2-pt jump shot from 19 ft,,72,65
262,3,8:52.0,,K. Towns misses 2-pt jump shot from 15 ft,72,65
263,3,8:51.0,Defensive rebound by J. Valančiūnas,,72,65
264,3,8:40.0,L. Scola makes 3-pt jump shot from 23 ft (assist by K. Lowry),,75,65
265,3,8:39.0,,Minnesota full timeout,75,65
266,3,8:24.0,,K. Towns misses 2-pt hook shot from 5 ft,75,65
267,3,8:22.0,,Offensive rebound by G. Dieng,75,65
268,3,8:22.0,,G. Dieng makes 2-pt layup at rim,75,67
269,3,7:57.0,N. Powell misses 3-pt jump shot from 27 ft,,75,67
270,3,7:56.0,,Defensive rebound by R. Rubio,75,67
271,3,7:52.0,,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),75,69
272,3,7:37.0,Turnover by D. DeRozan (lost ball; steal by A. Wiggins),,75,69
273,3,7:36.0,,Personal foul by D. DeRozan (drawn by A. Wiggins),75,69
274,3,7:24.0,,A. Wiggins misses 3-pt jump shot from 24 ft,75,69
275,3,7:23.0,Defensive rebound by J. Valančiūnas,,75,69
276,3,7:13.0,L. Scola misses 2-pt jump shot from 7 ft,,75,69
277,3,7:11.0,,Defensive rebound by Z. LaVine,75,69
278,3,7:02.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by G. Dieng),75,72
279,3,6:35.0,D. DeRozan makes 3-pt jump shot from 25 ft,,78,72
280,3,6:22.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by R. Rubio),78,74
281,3,6:00.0,K. Lowry misses 3-pt jump shot from 24 ft,,78,74
282,3,5:59.0,,Defensive rebound by K. Towns,78,74
283,3,5:53.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),78,76
284,3,5:32.0,D. DeRozan misses 2-pt jump shot from 16 ft (block by A. Wiggins),,78,76
285,3,5:31.0,,Defensive rebound by K. Towns,78,76
286,3,5:24.0,T. Ross enters the game for N. Powell,,78,76
287,3,5:24.0,B. Biyombo enters the game for J. Valančiūnas,,78,76
288,3,5:24.0,P. Patterson enters the game for L. Scola,,78,76
289,3,5:19.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),78,78
290,3,5:07.0,Shooting foul by K. Towns (drawn by K. Lowry),,78,78
291,3,5:07.0,K. Lowry misses free throw 1 of 2,,78,78
292,3,5:07.0,Offensive rebound by Team,,78,78
293,3,5:07.0,K. Lowry makes free throw 2 of 2,,79,78
294,3,4:50.0,,Turnover by Z. LaVine (bad pass; steal by B. Biyombo),79,78
295,3,4:41.0,D. DeRozan misses 2-pt jump shot from 18 ft,,79,78
296,3,4:40.0,,Defensive rebound by G. Dieng,79,78
297,3,4:22.0,,K. Towns makes 2-pt layup at rim (assist by G. Dieng),79,80
298,3,4:05.0,T. Ross makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,82,80
299,3,3:47.0,,Z. LaVine misses 2-pt layup from 2 ft,82,80
300,3,3:46.0,,Offensive rebound by Z. LaVine,82,80
301,3,3:46.0,,Shooting foul by K. Lowry (drawn by Z. LaVine),82,80
302,3,3:46.0,,Z. LaVine makes free throw 1 of 2,82,81
303,3,3:46.0,,S. Muhammad enters the game for A. Wiggins,82,81
304,3,3:46.0,C. Joseph enters the game for K. Lowry,,82,81
305,3,3:46.0,,Z. LaVine makes free throw 2 of 2,82,82
306,3,3:36.0,T. Ross misses 3-pt jump shot from 25 ft,,82,82
307,3,3:35.0,,Defensive rebound by R. Rubio,82,82
308,3,3:24.0,,Z. LaVine misses 3-pt jump shot from 25 ft,82,82
309,3,3:23.0,,Offensive rebound by K. Towns,82,82
310,3,3:21.0,,Shooting foul by C. Joseph (drawn by K. Towns),82,82
311,3,3:21.0,,K. Towns makes free throw 1 of 2,82,83
312,3,3:21.0,,A. Payne enters the game for G. Dieng,82,83
313,3,3:21.0,,K. Towns makes free throw 2 of 2,82,84
314,3,3:12.0,D. DeRozan makes 2-pt jump shot from 12 ft,,84,84
315,3,3:12.0,Shooting foul by S. Muhammad (drawn by D. DeRozan),,84,84
316,3,3:12.0,D. DeRozan makes free throw 1 of 1,,85,84
317,3,2:58.0,,Turnover by R. Rubio (bad pass; steal by D. DeRozan),85,84
318,3,2:42.0,C. Joseph makes 2-pt jump shot from 18 ft,,87,84
319,3,2:20.0,,A. Payne misses 2-pt jump shot from 18 ft (block by B. Biyombo),87,84
320,3,2:19.0,Defensive rebound by D. DeRozan,,87,84
321,3,2:11.0,Shooting foul by S. Muhammad (drawn by D. DeRozan),,87,84
322,3,2:11.0,D. DeRozan makes free throw 1 of 2,,88,84
323,3,2:11.0,,A. Miller enters the game for R. Rubio,88,84
324,3,2:11.0,D. DeRozan makes free throw 2 of 2,,89,84
325,3,2:00.0,,Personal foul by B. Biyombo (drawn by Z. LaVine),89,84
326,3,2:00.0,,Z. LaVine misses free throw 1 of 2,89,84
327,3,2:00.0,,Offensive rebound by Team,89,84
328,3,2:00.0,,Z. LaVine makes free throw 2 of 2,89,85
329,3,1:45.0,C. Joseph misses 3-pt jump shot from 23 ft,,89,85
330,3,1:44.0,,Defensive rebound by A. Miller,89,85
331,3,1:37.0,,A. Payne makes 2-pt dunk at rim (assist by Z. LaVine),89,87
332,3,1:07.0,P. Patterson misses 3-pt jump shot from 22 ft,,89,87
333,3,1:06.0,Offensive rebound by C. Joseph,,89,87
334,3,0:55.0,D. DeRozan misses 2-pt jump shot from 20 ft,,89,87
335,3,0:53.0,,Defensive rebound by Z. LaVine,89,87
336,3,0:48.0,,S. Muhammad misses 2-pt layup at rim (block by B. Biyombo),89,87
337,3,0:45.0,,Offensive rebound by S. Muhammad,89,87
338,3,0:34.0,,Shooting foul by B. Biyombo (drawn by Z. LaVine),89,87
339,3,0:34.0,,Z. LaVine makes free throw 1 of 2,89,88
340,3,0:34.0,,G. Dieng enters the game for K. Towns,89,88
341,3,0:34.0,,Z. LaVine misses free throw 2 of 2,89,88
342,3,0:34.0,Defensive rebound by P. Patterson,,89,88
343,3,0:10.0,C. Joseph misses 3-pt jump shot from 24 ft,,89,88
344,3,0:08.0,,Defensive rebound by G. Dieng,89,88
345,3,0:01.0,,Z. LaVine misses 3-pt jump shot from 25 ft,89,88
346,3,0:00.0,,Offensive rebound by Team,89,88
347,4,11:39.0,C. Joseph misses 2-pt layup from 1 ft,,89,88
348,4,11:38.0,,Defensive rebound by A. Payne,89,88
349,4,11:21.0,,S. Muhammad misses 2-pt jump shot from 6 ft,89,88
350,4,11:19.0,Defensive rebound by B. Biyombo,,89,88
351,4,11:14.0,K. Lowry makes 2-pt layup at rim,,91,88
352,4,10:55.0,,A. Wiggins misses 2-pt jump shot from 12 ft,91,88
353,4,10:53.0,Defensive rebound by C. Joseph,,91,88
354,4,10:44.0,C. Joseph misses 2-pt jump shot from 9 ft,,91,88
355,4,10:43.0,,Defensive rebound by G. Dieng,91,88
356,4,10:31.0,,S. Muhammad makes 2-pt dunk at rim (assist by G. Dieng),91,90
357,4,10:06.0,K. Lowry misses 2-pt layup from 2 ft (block by G. Dieng),,91,90
358,4,10:05.0,,Defensive rebound by S. Muhammad,91,90
359,4,10:02.0,,Shooting foul by T. Ross (drawn by S. Muhammad),91,90
360,4,10:02.0,,S. Muhammad makes free throw 1 of 2,91,91
361,4,10:02.0,J. Valančiūnas enters the game for B. Biyombo,,91,91
362,4,10:02.0,,S. Muhammad makes free throw 2 of 2,91,92
363,4,9:49.0,Turnover by P. Patterson (bad pass),,91,92
364,4,9:31.0,,A. Wiggins makes 2-pt jump shot from 18 ft,91,94
365,4,9:03.0,P. Patterson makes 2-pt jump shot from 10 ft,,93,94
366,4,8:41.0,,Minnesota full timeout,93,94
367,4,8:34.0,,A. Wiggins makes 2-pt jump shot from 9 ft,93,96
368,4,8:12.0,T. Ross misses 3-pt jump shot from 25 ft,,93,96
369,4,8:10.0,Offensive rebound by K. Lowry,,93,96
370,4,8:06.0,Turnover by K. Lowry (lost ball; steal by G. Dieng),,93,96
371,4,8:00.0,,A. Payne misses 3-pt jump shot from 25 ft,93,96
372,4,7:59.0,Defensive rebound by J. Valančiūnas,,93,96
373,4,7:50.0,K. Lowry misses 3-pt jump shot from 24 ft,,93,96
374,4,7:49.0,,Defensive rebound by A. Payne,93,96
375,4,7:49.0,,Personal foul by T. Ross (drawn by A. Payne),93,96
376,4,7:49.0,,R. Rubio enters the game for A. Miller,93,96
377,4,7:49.0,,K. Towns enters the game for A. Payne,93,96
378,4,7:41.0,,Personal foul by T. Ross (drawn by A. Wiggins),93,96
379,4,7:34.0,,Personal foul by T. Ross (drawn by A. Wiggins),93,96
380,4,7:34.0,D. DeRozan enters the game for T. Ross,,93,96
381,4,7:27.0,,A. Wiggins misses 2-pt jump shot from 12 ft (block by D. DeRozan),93,96
