,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
41,1,7:21.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by R. Rondo),11,13
42,1,6:57.0,D. Gallinari misses 3-pt jump shot from 25 ft,,11,13
43,1,6:56.0,,Defensive rebound by D. Cousins,11,13
44,1,6:54.0,,Personal foul by D. Gallinari,11,13
45,1,6:54.0,,R. Gay makes free throw 1 of 2,11,14
46,1,6:54.0,,R. Gay makes free throw 2 of 2,11,15
47,1,6:35.0,Turnover by E. Mudiay (bad pass; steal by D. Cousins),,11,15
48,1,6:22.0,,R. Rondo makes 3-pt jump shot from 23 ft,11,18
49,1,6:22.0,Denver full timeout,,11,18
50,1,6:05.0,J. Nurkić makes 2-pt dunk at rim (assist by G. Harris),,13,18
51,1,5:45.0,,D. Cousins makes 2-pt layup from 3 ft,13,20
52,1,5:34.0,G. Harris misses 3-pt jump shot from 24 ft,,13,20
53,1,5:33.0,,Defensive rebound by D. Cousins,13,20
54,1,5:24.0,,D. Cousins misses 2-pt jump shot from 7 ft (block by J. Nurkić),13,20
55,1,5:21.0,Defensive rebound by J. Nurkić,,13,20
56,1,5:03.0,E. Mudiay misses 3-pt jump shot from 25 ft,,13,20
57,1,5:02.0,,Defensive rebound by D. Cousins,13,20
58,1,4:54.0,,R. Gay misses 2-pt jump shot from 7 ft (block by J. Nurkić),13,20
59,1,4:51.0,Defensive rebound by K. Faried,,13,20
60,1,4:51.0,,Violation by D. Cousins (kicked ball),13,20
61,1,4:37.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by J. Nurkić),,16,20
62,1,4:24.0,,Offensive foul by B. McLemore (drawn by J. Nurkić),16,20
63,1,4:24.0,,Turnover by B. McLemore (offensive foul),16,20
64,1,4:24.0,,Technical foul by R. Rondo,16,20
65,1,4:24.0,Technical foul by J. Nurkić,,16,20
66,1,4:24.0,,W. Cauley-Stein enters the game for Q. Acy,16,20
67,1,4:24.0,,D. Collison enters the game for B. McLemore,16,20
68,1,4:12.0,Turnover by E. Mudiay (lost ball; steal by R. Rondo),,16,20
69,1,4:07.0,,D. Collison misses 2-pt layup from 1 ft (block by K. Faried),16,20
70,1,4:07.0,,Offensive rebound by Team,16,20
71,1,4:00.0,,Personal foul by J. Nurkić,16,20
72,1,4:00.0,,D. Cousins makes free throw 1 of 2,16,21
73,1,4:00.0,,D. Cousins makes free throw 2 of 2,16,22
74,1,3:47.0,Personal foul by R. Rondo,,16,22
75,1,3:47.0,W. Barton enters the game for G. Harris,,16,22
76,1,3:38.0,E. Mudiay makes 2-pt jump shot from 22 ft (assist by J. Nurkić),,18,22
77,1,3:25.0,,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. Rondo),18,24
78,1,3:10.0,W. Barton misses 3-pt jump shot from 25 ft,,18,24
79,1,3:09.0,,Defensive rebound by D. Cousins,18,24
80,1,3:02.0,,D. Cousins makes 2-pt layup from 2 ft,18,26
81,1,2:41.0,D. Gallinari makes 2-pt jump shot from 20 ft,,20,26
82,1,2:26.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),20,28
83,1,2:19.0,Denver full timeout,,20,28
84,1,2:19.0,,Sacramento full timeout,20,28
85,1,2:19.0,,J. Anderson enters the game for R. Gay,20,28
86,1,2:19.0,D. Arthur enters the game for K. Faried,,20,28
87,1,2:19.0,J. Lauvergne enters the game for J. Nurkić,,20,28
88,1,2:00.0,E. Mudiay misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,20,28
89,1,1:58.0,,Defensive rebound by R. Rondo,20,28
90,1,1:37.0,,D. Cousins misses 2-pt layup from 1 ft (block by J. Lauvergne),20,28
91,1,1:37.0,Defensive rebound by E. Mudiay,,20,28
92,1,1:31.0,D. Gallinari makes 2-pt jump shot from 22 ft (assist by E. Mudiay),,22,28
93,1,1:24.0,,D. Cousins misses 2-pt jump shot from 5 ft,22,28
94,1,1:23.0,Defensive rebound by D. Arthur,,22,28
95,1,1:14.0,D. Gallinari misses 3-pt jump shot from 24 ft,,22,28
96,1,1:13.0,Offensive rebound by J. Lauvergne,,22,28
97,1,1:01.0,D. Arthur misses 2-pt jump shot from 19 ft,,22,28
98,1,1:00.0,,Defensive rebound by R. Rondo,22,28
99,1,0:42.0,,R. Rondo misses 3-pt jump shot from 25 ft,22,28
100,1,0:42.0,Defensive rebound by D. Gallinari,,22,28
101,1,0:30.0,W. Barton makes 2-pt jump shot from 20 ft,,24,28
102,1,0:06.0,,J. Anderson misses 3-pt jump shot from 25 ft,24,28
103,1,0:04.0,,Offensive rebound by R. Rondo,24,28
104,1,0:00.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Rondo),24,31
105,2,11:46.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Collison),24,34
106,2,11:34.0,Turnover by D. Augustin (lost ball; steal by D. Collison),,24,34
107,2,11:31.0,,D. Collison makes 2-pt dunk at rim,24,36
108,2,11:16.0,J. Lauvergne misses 2-pt jump shot from 16 ft,,24,36
109,2,11:16.0,,Defensive rebound by D. Collison,24,36
110,2,11:01.0,,Turnover by W. Cauley-Stein (bad pass; steal by D. Augustin),24,36
111,2,11:00.0,Personal foul by D. Collison,,24,36
112,2,10:51.0,W. Barton makes 2-pt jump shot from 4 ft,,26,36
113,2,10:35.0,,K. Koufos misses 2-pt hook shot from 7 ft,26,36
114,2,10:34.0,Defensive rebound by J. Lauvergne,,26,36
115,2,10:28.0,D. Arthur makes 2-pt layup from 1 ft (assist by D. Augustin),,28,36
116,2,10:13.0,,R. Rondo misses 2-pt layup from 2 ft,28,36
117,2,10:11.0,,Offensive rebound by W. Cauley-Stein,28,36
118,2,10:11.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,28,38
119,2,10:01.0,,Violation by D. Collison (kicked ball),28,38
120,2,10:01.0,,B. McLemore enters the game for R. Rondo,28,38
121,2,9:56.0,Shooting foul by J. Anderson (drawn by J. Lauvergne),,28,38
122,2,9:56.0,J. Lauvergne makes free throw 1 of 2,,29,38
123,2,9:56.0,J. Lauvergne misses free throw 2 of 2,,29,38
124,2,9:55.0,Offensive rebound by W. Barton,,29,38
125,2,9:49.0,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),,32,38
126,2,9:36.0,,Turnover by K. Koufos (lost ball; steal by D. Arthur),32,38
127,2,9:31.0,J. Lauvergne makes 2-pt dunk at rim (assist by D. Augustin),,34,38
128,2,9:29.0,,Sacramento full timeout,34,38
129,2,9:29.0,,R. Gay enters the game for W. Cauley-Stein,34,38
130,2,9:19.0,,R. Gay misses 2-pt jump shot from 20 ft,34,38
131,2,9:19.0,Defensive rebound by W. Barton,,34,38
132,2,9:12.0,Turnover by D. Arthur (bad pass),,34,38
133,2,8:59.0,,R. Gay makes 2-pt jump shot from 15 ft,34,40
134,2,8:43.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by D. Augustin),,36,40
135,2,8:24.0,,J. Anderson misses 2-pt layup from 3 ft,36,40
136,2,8:23.0,Defensive rebound by D. Arthur,,36,40
137,2,8:17.0,D. Arthur misses 2-pt jump shot from 7 ft (block by K. Koufos),,36,40
138,2,8:15.0,,Defensive rebound by B. McLemore,36,40
139,2,8:12.0,,D. Collison makes 2-pt layup from 2 ft (assist by B. McLemore),36,42
140,2,8:01.0,Personal foul by K. Koufos,,36,42
141,2,7:58.0,Personal foul by D. Collison,,36,42
142,2,7:52.0,J. Lauvergne makes 2-pt dunk at rim (assist by D. Augustin),,38,42
143,2,7:40.0,,R. Gay makes 3-pt jump shot from 25 ft,38,45
144,2,7:22.0,J. Lauvergne makes 2-pt jump shot from 3 ft (assist by D. Augustin),,40,45
145,2,7:09.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Collison),40,48
146,2,6:55.0,D. Augustin misses 2-pt jump shot from 10 ft,,40,48
147,2,6:54.0,,Defensive rebound by R. Gay,40,48
148,2,6:50.0,,Turnover by R. Gay (bad pass),40,48
149,2,6:50.0,,D. Cousins enters the game for K. Koufos,40,48
150,2,6:37.0,D. Arthur makes 2-pt layup from 1 ft (assist by W. Barton),,42,48
151,2,6:30.0,,D. Collison makes 2-pt layup from 2 ft,42,50
152,2,6:29.0,Turnover by W. Barton (traveling),,42,50
153,2,6:21.0,,D. Collison makes 2-pt jump shot from 6 ft,42,52
154,2,6:20.0,Denver full timeout,,42,52
155,2,6:20.0,D. Gallinari enters the game for D. Arthur,,42,52
156,2,6:03.0,J. Lauvergne misses 2-pt jump shot from 10 ft,,42,52
157,2,6:01.0,,Defensive rebound by D. Cousins,42,52
158,2,5:54.0,,D. Cousins makes 2-pt dunk at rim,42,54
159,2,5:54.0,,Shooting foul by J. Lauvergne (drawn by D. Cousins),42,54
160,2,5:54.0,,D. Cousins makes free throw 1 of 1,42,55
161,2,5:43.0,J. Lauvergne makes 2-pt dunk at rim (assist by G. Harris),,44,55
162,2,5:26.0,,R. Gay misses 2-pt jump shot from 8 ft,44,55
163,2,5:26.0,Defensive rebound by W. Barton,,44,55
164,2,5:21.0,,Offensive charge foul by W. Barton (drawn by D. Collison),44,55
165,2,5:21.0,Turnover by W. Barton (offensive foul),,44,55
166,2,5:21.0,K. Faried enters the game for J. Lauvergne,,44,55
167,2,5:16.0,Technical foul by Team,,44,55
168,2,5:16.0,,D. Collison makes technical free throw,44,56
169,2,5:03.0,,D. Cousins makes 2-pt layup from 3 ft,44,58
170,2,4:51.0,D. Augustin misses 2-pt jump shot from 4 ft (block by D. Cousins),,44,58
171,2,4:50.0,Offensive rebound by K. Faried,,44,58
172,2,4:49.0,K. Faried misses 2-pt jump shot from 3 ft,,44,58
173,2,4:49.0,,Defensive rebound by Team,44,58
174,2,4:49.0,Loose ball foul by D. Augustin,,44,58
175,2,4:49.0,,R. Rondo enters the game for J. Anderson,44,58
176,2,4:49.0,E. Mudiay enters the game for D. Augustin,,44,58
177,2,4:38.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),44,60
178,2,4:23.0,Shooting foul by R. Rondo (drawn by D. Gallinari),,44,60
179,2,4:23.0,D. Gallinari makes free throw 1 of 2,,45,60
180,2,4:23.0,D. Gallinari makes free throw 2 of 2,,46,60
181,2,4:04.0,,D. Collison misses 3-pt jump shot from 22 ft,46,60
182,2,4:03.0,Defensive rebound by K. Faried,,46,60
183,2,3:57.0,Shooting foul by B. McLemore (drawn by D. Gallinari),,46,60
184,2,3:57.0,D. Gallinari makes free throw 1 of 2,,47,60
185,2,3:57.0,,J. Anderson enters the game for B. McLemore,47,60
186,2,3:57.0,D. Gallinari makes free throw 2 of 2,,48,60
187,2,3:41.0,,R. Rondo misses 2-pt jump shot from 4 ft,48,60
188,2,3:41.0,Defensive rebound by D. Gallinari,,48,60
189,2,3:32.0,K. Faried misses 2-pt layup from 1 ft,,48,60
190,2,3:31.0,,Defensive rebound by R. Gay,48,60
191,2,3:23.0,,Turnover by R. Rondo (bad pass; steal by E. Mudiay),48,60
192,2,3:18.0,G. Harris makes 2-pt dunk at rim (assist by E. Mudiay),,50,60
193,2,3:00.0,,R. Gay misses 2-pt jump shot from 15 ft,50,60
194,2,2:59.0,Defensive rebound by W. Barton,,50,60
195,2,2:50.0,Shooting foul by R. Gay (drawn by D. Gallinari),,50,60
196,2,2:50.0,Official timeout,,50,60
197,2,2:50.0,D. Gallinari misses free throw 1 of 2,,50,60
198,2,2:50.0,Offensive rebound by Team,,50,60
199,2,2:50.0,D. Gallinari makes free throw 2 of 2,,51,60
200,2,2:39.0,,D. Cousins makes 2-pt jump shot from 3 ft,51,62
201,2,2:39.0,,Shooting foul by W. Barton (drawn by D. Cousins),51,62
202,2,2:39.0,,D. Cousins misses free throw 1 of 1,51,62
203,2,2:37.0,Defensive rebound by K. Faried,,51,62
204,2,2:22.0,Turnover by D. Gallinari (bad pass; steal by R. Rondo),,51,62
205,2,2:12.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),51,65
206,2,1:55.0,E. Mudiay misses 3-pt jump shot from 24 ft,,51,65
207,2,1:55.0,,Defensive rebound by D. Cousins,51,65
208,2,1:43.0,,Turnover by R. Gay (lost ball; steal by D. Gallinari),51,65
209,2,1:38.0,Turnover by D. Gallinari (bad pass; steal by J. Anderson),,51,65
210,2,1:34.0,,Turnover by J. Anderson (bad pass; steal by D. Gallinari),51,65
211,2,1:34.0,K. Faried makes 2-pt layup from 3 ft (assist by D. Gallinari),,53,65
212,2,1:34.0,Shooting foul by J. Anderson (drawn by K. Faried),,53,65
213,2,1:34.0,K. Faried misses free throw 1 of 1,,53,65
214,2,1:32.0,,Defensive rebound by D. Cousins,53,65
215,2,1:11.0,,Turnover by D. Cousins (lost ball),53,65
216,2,1:11.0,,Loose ball foul by D. Cousins,53,65
217,2,1:11.0,G. Harris misses free throw 1 of 2,,53,65
218,2,1:11.0,Offensive rebound by Team,,53,65
219,2,1:11.0,D. Augustin enters the game for W. Barton,,53,65
220,2,1:11.0,,S. Curry enters the game for D. Collison,53,65
221,2,1:11.0,G. Harris makes free throw 2 of 2,,54,65
222,2,0:53.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by J. Anderson),54,68
223,2,0:45.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by K. Faried),,57,68
224,2,0:30.0,,S. Curry makes 2-pt layup from 2 ft,57,70
225,2,0:07.0,K. Faried misses 2-pt jump shot from 4 ft (block by D. Cousins),,57,70
226,2,0:06.0,,Defensive rebound by S. Curry,57,70
227,2,0:03.0,,Turnover by J. Anderson (bad pass; steal by D. Augustin),57,70
228,2,0:00.0,D. Augustin misses 3-pt jump shot from 25 ft,,57,70
229,2,0:00.0,Offensive rebound by Team,,57,70
230,3,11:46.0,,Turnover by R. Gay (bad pass; steal by D. Gallinari),57,70
231,3,11:44.0,Shooting foul by R. Gay (drawn by D. Gallinari),,57,70
232,3,11:44.0,D. Gallinari makes free throw 1 of 2,,58,70
233,3,11:44.0,D. Gallinari makes free throw 2 of 2,,59,70
234,3,11:27.0,,B. McLemore misses 2-pt jump shot from 19 ft,59,70
235,3,11:26.0,Defensive rebound by N. Jokić,,59,70
236,3,11:09.0,K. Faried misses 2-pt jump shot from 6 ft,,59,70
237,3,11:08.0,,Defensive rebound by D. Cousins,59,70
238,3,11:01.0,,D. Cousins makes 2-pt jump shot from 7 ft (assist by R. Rondo),59,72
239,3,11:01.0,,Shooting foul by N. Jokić (drawn by D. Cousins),59,72
240,3,11:01.0,,D. Cousins makes free throw 1 of 1,59,73
241,3,10:47.0,E. Mudiay misses 2-pt jump shot from 20 ft,,59,73
242,3,10:46.0,,Defensive rebound by D. Cousins,59,73
243,3,10:27.0,,B. McLemore misses 3-pt jump shot from 24 ft,59,73
244,3,10:26.0,Defensive rebound by G. Harris,,59,73
245,3,10:25.0,Personal foul by D. Cousins,,59,73
246,3,10:25.0,,Personal foul by N. Jokić,59,73
247,3,10:25.0,J. Nurkić enters the game for N. Jokić,,59,73
248,3,10:03.0,E. Mudiay misses 3-pt jump shot from 26 ft,,59,73
249,3,10:03.0,,Defensive rebound by R. Rondo,59,73
250,3,9:56.0,,B. McLemore misses 3-pt jump shot from 23 ft,59,73
251,3,9:55.0,Defensive rebound by G. Harris,,59,73
252,3,9:41.0,G. Harris misses 3-pt jump shot from 23 ft,,59,73
253,3,9:41.0,,Defensive rebound by Team,59,73
254,3,9:41.0,Loose ball foul by K. Faried,,59,73
255,3,9:25.0,,Turnover by D. Cousins (lost ball),59,73
256,3,9:06.0,D. Gallinari makes 2-pt jump shot from 17 ft,,61,73
257,3,8:51.0,,R. Rondo makes 2-pt jump shot from 20 ft,61,75
258,3,8:40.0,K. Faried makes 2-pt jump shot from 17 ft (assist by E. Mudiay),,63,75
259,3,8:30.0,Violation by G. Harris (kicked ball),,63,75
260,3,8:21.0,,B. McLemore misses 2-pt jump shot from 7 ft,63,75
261,3,8:20.0,Defensive rebound by K. Faried,,63,75
262,3,8:13.0,E. Mudiay misses 2-pt layup from 2 ft (block by D. Cousins),,63,75
263,3,8:12.0,,Defensive rebound by B. McLemore,63,75
264,3,8:08.0,,B. McLemore misses 2-pt jump shot from 4 ft,63,75
265,3,8:07.0,Defensive rebound by K. Faried,,63,75
266,3,8:03.0,K. Faried makes 2-pt layup from 2 ft (assist by G. Harris),,65,75
267,3,8:03.0,Shooting foul by D. Cousins (drawn by K. Faried),,65,75
268,3,8:03.0,K. Faried misses free throw 1 of 1,,65,75
269,3,8:01.0,,Defensive rebound by D. Cousins,65,75
270,3,7:45.0,,Shooting foul by J. Nurkić (drawn by D. Cousins),65,75
271,3,7:45.0,,D. Cousins makes free throw 1 of 2,65,76
272,3,7:45.0,,D. Cousins makes free throw 2 of 2,65,77
273,3,7:29.0,D. Gallinari misses 2-pt jump shot from 3 ft,,65,77
274,3,7:28.0,Offensive rebound by J. Nurkić,,65,77
275,3,7:28.0,J. Nurkić misses 2-pt layup from 3 ft,,65,77
276,3,7:26.0,,Defensive rebound by D. Cousins,65,77
277,3,7:21.0,Offensive charge foul by Q. Acy (drawn by K. Faried),,65,77
278,3,7:21.0,,Turnover by Q. Acy (offensive foul),65,77
279,3,7:21.0,,Violation by Team (jump ball),65,77
280,3,7:10.0,E. Mudiay makes 2-pt jump shot from 18 ft,,67,77
281,3,6:50.0,,D. Cousins makes 2-pt jump shot from 6 ft (assist by R. Rondo),67,79
282,3,6:39.0,J. Nurkić makes 2-pt layup from 1 ft (assist by G. Harris),,69,79
283,3,6:21.0,,R. Rondo misses 3-pt jump shot from 25 ft,69,79
284,3,6:21.0,Defensive rebound by D. Gallinari,,69,79
285,3,6:13.0,D. Gallinari makes 3-pt jump shot from 25 ft,,72,79
286,3,6:13.0,,Sacramento full timeout,72,79
287,3,6:13.0,,D. Collison enters the game for B. McLemore,72,79
288,3,5:59.0,,R. Gay misses 2-pt jump shot from 20 ft,72,79
289,3,5:58.0,Defensive rebound by K. Faried,,72,79
290,3,5:43.0,E. Mudiay misses 2-pt jump shot from 19 ft,,72,79
291,3,5:43.0,,Defensive rebound by Q. Acy,72,79
292,3,5:27.0,,R. Gay misses 3-pt jump shot from 22 ft,72,79
293,3,5:26.0,Defensive rebound by J. Nurkić,,72,79
294,3,5:14.0,Turnover by G. Harris (bad pass; steal by R. Gay),,72,79
295,3,5:09.0,,R. Gay makes 2-pt dunk at rim,72,81
296,3,4:50.0,K. Faried misses 2-pt jump shot from 8 ft,,72,81
297,3,4:49.0,,Defensive rebound by D. Cousins,72,81
298,3,4:42.0,,Shooting foul by J. Nurkić (drawn by D. Cousins),72,81
299,3,4:42.0,,D. Cousins makes free throw 1 of 2,72,82
300,3,4:42.0,,K. Koufos enters the game for Q. Acy,72,82
301,3,4:42.0,W. Barton enters the game for G. Harris,,72,82
302,3,4:42.0,,D. Cousins makes free throw 2 of 2,72,83
303,3,4:29.0,J. Nurkić misses 2-pt jump shot from 5 ft (block by D. Cousins),,72,83
304,3,4:29.0,,Defensive rebound by Team,72,83
305,3,4:15.0,,D. Collison misses 2-pt jump shot from 21 ft,72,83
306,3,4:15.0,Defensive rebound by J. Nurkić,,72,83
307,3,4:00.0,Turnover by E. Mudiay (bad pass; steal by R. Rondo),,72,83
308,3,3:55.0,,Shooting foul by J. Nurkić (drawn by R. Gay),72,83
309,3,3:55.0,,R. Gay misses free throw 1 of 2,72,83
310,3,3:55.0,,Offensive rebound by Team,72,83
311,3,3:55.0,D. Arthur enters the game for K. Faried,,72,83
312,3,3:55.0,J. Lauvergne enters the game for J. Nurkić,,72,83
313,3,3:55.0,,R. Gay makes free throw 2 of 2,72,84
314,3,3:39.0,D. Arthur misses 3-pt jump shot from 23 ft,,72,84
315,3,3:38.0,,Defensive rebound by D. Cousins,72,84
316,3,3:30.0,,R. Rondo misses 2-pt jump shot from 8 ft,72,84
317,3,3:29.0,Defensive rebound by J. Lauvergne,,72,84
318,3,3:20.0,W. Barton misses 3-pt jump shot from 24 ft,,72,84
319,3,3:19.0,,Defensive rebound by D. Cousins,72,84
320,3,3:02.0,,D. Cousins misses 2-pt jump shot from 21 ft,72,84
321,3,3:01.0,Defensive rebound by E. Mudiay,,72,84
322,3,3:00.0,D. Augustin enters the game for E. Mudiay,,72,84
323,3,3:00.0,,J. Anderson enters the game for R. Gay,72,84
324,3,3:00.0,,W. Cauley-Stein enters the game for D. Cousins,72,84
325,3,2:54.0,W. Barton misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),,72,84
326,3,2:52.0,,Defensive rebound by D. Collison,72,84
327,3,2:46.0,,R. Rondo makes 2-pt layup from 2 ft,72,86
328,3,2:46.0,Denver full timeout,,72,86
329,3,2:30.0,Def 3 sec tech foul by K. Koufos,,72,86
330,3,2:30.0,D. Gallinari makes technical free throw,,73,86
331,3,2:20.0,D. Arthur misses 2-pt jump shot from 19 ft,,73,86
332,3,2:19.0,Offensive rebound by J. Lauvergne,,73,86
333,3,2:15.0,J. Lauvergne makes 2-pt layup from 3 ft,,75,86
334,3,1:50.0,,D. Collison misses 2-pt jump shot from 16 ft,75,86
335,3,1:50.0,Defensive rebound by W. Barton,,75,86
336,3,1:42.0,W. Barton misses 2-pt jump shot from 4 ft,,75,86
337,3,1:42.0,Offensive rebound by Team,,75,86
338,3,1:22.0,J. Lauvergne misses 2-pt jump shot from 5 ft (block by W. Cauley-Stein),,75,86
339,3,1:21.0,Offensive rebound by D. Arthur,,75,86
340,3,1:20.0,Shooting foul by K. Koufos (drawn by D. Arthur),,75,86
341,3,1:20.0,D. Arthur misses free throw 1 of 2,,75,86
342,3,1:20.0,Offensive rebound by Team,,75,86
343,3,1:20.0,D. Arthur misses free throw 2 of 2,,75,86
344,3,1:19.0,,Defensive rebound by W. Cauley-Stein,75,86
345,3,1:08.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),75,88
346,3,0:53.0,Turnover by D. Augustin (lost ball; steal by R. Rondo),,75,88
347,3,0:49.0,,Turnover by J. Anderson (step out of bounds),75,88
348,3,0:36.0,J. Lauvergne misses 2-pt jump shot from 8 ft,,75,88
349,3,0:35.0,,Defensive rebound by J. Anderson,75,88
350,3,0:22.0,,Turnover by R. Rondo (bad pass; steal by D. Augustin),75,88
351,3,0:20.0,Personal foul by R. Rondo,,75,88
352,3,0:20.0,D. Augustin makes free throw 1 of 2,,76,88
353,3,0:20.0,,R. Gay enters the game for K. Koufos,76,88
354,3,0:20.0,D. Augustin makes free throw 2 of 2,,77,88
355,3,0:00.0,,R. Gay misses 2-pt jump shot from 17 ft,77,88
356,3,0:00.0,,Offensive rebound by Team,77,88
357,4,11:41.0,D. Augustin makes 3-pt jump shot from 25 ft,,80,88
358,4,11:24.0,,W. Cauley-Stein makes 2-pt jump shot from 6 ft,80,90
359,4,10:59.0,D. Arthur misses 3-pt jump shot from 22 ft,,80,90
360,4,10:58.0,,Defensive rebound by R. Gay,80,90
361,4,10:53.0,,D. Collison makes 2-pt jump shot from 5 ft,80,92
362,4,10:53.0,,Shooting foul by D. Augustin (drawn by D. Collison),80,92
363,4,10:53.0,,D. Cousins enters the game for R. Rondo,80,92
364,4,10:53.0,,D. Collison makes free throw 1 of 1,80,93
365,4,10:41.0,Turnover by J. Lauvergne (offensive goaltending),,80,93
366,4,10:32.0,,Offensive foul by D. Cousins (drawn by J. Lauvergne),80,93
367,4,10:32.0,,Turnover by D. Cousins (offensive foul),80,93
368,4,10:16.0,J. Lauvergne makes 2-pt jump shot from 15 ft (assist by D. Arthur),,82,93
369,4,10:06.0,,Turnover by D. Collison (bad pass; steal by W. Barton),82,93
370,4,10:03.0,W. Barton makes 2-pt layup from 2 ft (assist by G. Harris),,84,93
371,4,9:46.0,,D. Cousins makes 2-pt hook shot from 4 ft,84,95
372,4,9:18.0,W. Barton misses 3-pt jump shot from 25 ft,,84,95
373,4,9:18.0,,Defensive rebound by W. Cauley-Stein,84,95
374,4,9:03.0,,R. Gay misses 2-pt jump shot from 3 ft,84,95
375,4,9:01.0,Defensive rebound by D. Arthur,,84,95
376,4,8:56.0,G. Harris misses 2-pt jump shot from 5 ft,,84,95
377,4,8:56.0,Offensive rebound by G. Harris,,84,95
378,4,8:55.0,G. Harris makes 2-pt jump shot from 5 ft,,86,95
379,4,8:39.0,,Personal foul by W. Barton,86,95
380,4,8:39.0,Official timeout,,86,95
381,4,8:31.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),86,97
382,4,8:15.0,W. Barton makes 2-pt jump shot from 5 ft,,88,97
383,4,8:01.0,,Shooting foul by D. Arthur (drawn by R. Gay),88,97
384,4,8:01.0,,R. Gay makes free throw 1 of 2,88,98
