,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
57,1,5:09.0,Shooting block foul by W. Matthews (drawn by C. Watson),,20,12
58,1,5:09.0,C. Watson makes free throw 1 of 2,,21,12
59,1,5:09.0,,D. Lee enters the game for Z. Pachulia,21,12
60,1,5:09.0,C. Watson makes free throw 2 of 2,,22,12
61,1,4:51.0,,C. Parsons makes 2-pt layup from 1 ft,22,14
62,1,4:41.0,N. Vučević misses 2-pt jump shot from 9 ft,,22,14
63,1,4:40.0,,Defensive rebound by D. Williams,22,14
64,1,4:30.0,,Shooting foul by A. Gordon (drawn by C. Parsons),22,14
65,1,4:30.0,,C. Parsons makes free throw 1 of 2,22,15
66,1,4:30.0,E. İlyasova enters the game for A. Gordon,,22,15
67,1,4:30.0,,C. Parsons makes free throw 2 of 2,22,16
68,1,4:20.0,E. Payton misses 2-pt jump shot from 6 ft,,22,16
69,1,4:19.0,,Defensive rebound by Team,22,16
70,1,4:10.0,,W. Matthews makes 2-pt jump shot from 18 ft (assist by D. Lee),22,18
71,1,4:00.0,N. Vučević misses 2-pt jump shot from 7 ft (block by D. Lee),,22,18
72,1,3:58.0,Offensive rebound by V. Oladipo,,22,18
73,1,3:56.0,V. Oladipo misses 2-pt layup from 1 ft,,22,18
74,1,3:55.0,,Defensive rebound by D. Lee,22,18
75,1,3:49.0,,D. Lee misses 2-pt jump shot from 8 ft (block by C. Watson),22,18
76,1,3:48.0,Defensive rebound by V. Oladipo,,22,18
77,1,3:44.0,Turnover by E. Payton (lost ball),,22,18
78,1,3:29.0,,D. Williams makes 2-pt jump shot from 13 ft,22,20
79,1,3:29.0,,Shooting foul by E. Payton (drawn by D. Williams),22,20
80,1,3:29.0,,D. Williams makes free throw 1 of 1,22,21
81,1,3:17.0,Personal foul by R. Felton (drawn by V. Oladipo),,22,21
82,1,3:17.0,B. Jennings enters the game for E. Payton,,22,21
83,1,3:04.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by C. Watson),,24,21
84,1,2:51.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),24,24
85,1,2:46.0,Orlando full timeout,,24,24
86,1,2:46.0,J. Smith enters the game for N. Vučević,,24,24
87,1,2:33.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by J. Smith),,27,24
88,1,2:14.0,,D. Williams makes 2-pt jump shot from 6 ft,27,26
89,1,2:00.0,Turnover by B. Jennings (lost ball),,27,26
90,1,2:00.0,,J. Barea enters the game for C. Parsons,27,26
91,1,2:00.0,,D. Harris enters the game for W. Matthews,27,26
92,1,2:00.0,,D. Nowitzki enters the game for D. Williams,27,26
93,1,1:50.0,,D. Lee makes 2-pt dunk at rim (assist by R. Felton),27,28
94,1,1:30.0,J. Smith misses 2-pt jump shot from 19 ft,,27,28
95,1,1:29.0,,Defensive rebound by D. Nowitzki,27,28
96,1,1:22.0,,Turnover by R. Felton (traveling),27,28
97,1,1:12.0,E. İlyasova misses 3-pt jump shot from 24 ft,,27,28
98,1,1:11.0,,Defensive rebound by D. Lee,27,28
99,1,1:01.0,,Shooting foul by V. Oladipo (drawn by D. Lee),27,28
100,1,1:01.0,,D. Lee makes free throw 1 of 2,27,29
101,1,1:01.0,E. Payton enters the game for V. Oladipo,,27,29
102,1,1:01.0,,D. Lee makes free throw 2 of 2,27,30
103,1,0:52.0,J. Smith misses 2-pt jump shot from 19 ft,,27,30
104,1,0:51.0,Offensive rebound by C. Watson,,27,30
105,1,0:47.0,B. Jennings misses 3-pt jump shot from 24 ft,,27,30
106,1,0:46.0,Offensive rebound by E. İlyasova,,27,30
107,1,0:44.0,Turnover by J. Smith (step out of bounds),,27,30
108,1,0:35.0,,J. Barea makes 3-pt jump shot from 24 ft,27,33
109,1,0:23.0,E. İlyasova misses 2-pt jump shot from 21 ft,,27,33
110,1,0:22.0,,Defensive rebound by D. Lee,27,33
111,1,0:19.0,,Turnover by D. Lee (bad pass; steal by J. Smith),27,33
112,1,0:17.0,Offensive foul by E. Payton (drawn by D. Lee),,27,33
113,1,0:17.0,Turnover by E. Payton (offensive foul),,27,33
114,1,0:17.0,S. Napier enters the game for E. Payton,,27,33
115,1,0:17.0,Violation by Team (jump ball),,27,33
116,1,0:03.0,,D. Lee makes 2-pt dunk at rim (assist by R. Felton),27,35
117,1,0:01.0,Personal block foul by D. Harris (drawn by B. Jennings),,27,35
118,2,11:48.0,J. Smith misses 2-pt layup from 1 ft (block by D. Lee),,27,35
119,2,11:45.0,,Defensive rebound by J. Barea,27,35
120,2,11:30.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by D. Lee),27,38
121,2,11:09.0,J. Smith makes 2-pt jump shot from 17 ft (assist by S. Napier),,29,38
122,2,10:55.0,,Personal foul by E. İlyasova (drawn by R. Felton),29,38
123,2,10:47.0,,Shooting foul by C. Watson (drawn by D. Lee),29,38
124,2,10:47.0,,D. Lee misses free throw 1 of 2,29,38
125,2,10:47.0,,Offensive rebound by Team,29,38
126,2,10:47.0,,D. Lee makes free throw 2 of 2,29,39
127,2,10:28.0,E. İlyasova makes 2-pt jump shot from 19 ft,,31,39
128,2,10:14.0,,Turnover by D. Harris (bad pass; steal by J. Smith),31,39
129,2,10:08.0,S. Napier misses 3-pt jump shot from 25 ft,,31,39
130,2,10:07.0,Offensive rebound by E. İlyasova,,31,39
131,2,10:07.0,E. İlyasova makes 2-pt layup from 1 ft,,33,39
132,2,10:07.0,Shooting foul by D. Lee (drawn by E. İlyasova),,33,39
133,2,10:07.0,E. İlyasova makes free throw 1 of 1,,34,39
134,2,9:51.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,34,39
135,2,9:50.0,Defensive rebound by S. Napier,,34,39
136,2,9:43.0,Offensive foul by J. Smith (drawn by D. Lee),,34,39
137,2,9:43.0,Turnover by J. Smith (offensive foul),,34,39
138,2,9:30.0,,Shooting foul by S. Napier (drawn by J. Barea),34,39
139,2,9:30.0,,J. Barea makes free throw 1 of 2,34,40
140,2,9:30.0,,J. Barea makes free throw 2 of 2,34,41
141,2,9:19.0,Personal block foul by D. Lee (drawn by J. Smith),,34,41
142,2,9:12.0,B. Jennings makes 2-pt jump shot from 15 ft,,36,41
143,2,9:01.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Harris),36,43
144,2,8:51.0,B. Jennings makes 2-pt layup from 1 ft,,38,43
145,2,8:39.0,,J. Barea makes 2-pt layup from 1 ft,38,45
146,2,8:26.0,J. Smith misses 2-pt jump shot from 19 ft,,38,45
147,2,8:25.0,Offensive rebound by E. İlyasova,,38,45
148,2,8:25.0,,Loose ball foul by J. Barea,38,45
149,2,8:25.0,Official timeout,,38,45
150,2,8:25.0,,C. Parsons enters the game for D. Nowitzki,38,45
151,2,8:25.0,M. Hezonja enters the game for C. Watson,,38,45
152,2,8:25.0,V. Oladipo enters the game for J. Smith,,38,45
153,2,8:25.0,A. Gordon enters the game for S. Napier,,38,45
154,2,8:18.0,Personal foul by D. Lee (drawn by A. Gordon),,38,45
155,2,8:18.0,,Z. Pachulia enters the game for D. Lee,38,45
156,2,8:00.0,A. Gordon misses 3-pt jump shot from 24 ft,,38,45
157,2,7:59.0,Offensive rebound by M. Hezonja,,38,45
158,2,7:58.0,M. Hezonja misses 2-pt layup from 3 ft (block by Z. Pachulia),,38,45
159,2,7:58.0,,Defensive rebound by Team,38,45
160,2,7:47.0,,D. Harris makes 2-pt layup at rim (assist by J. Barea),38,47
161,2,7:35.0,Personal foul by D. Harris (drawn by E. İlyasova),,38,47
162,2,7:35.0,E. İlyasova makes free throw 1 of 2,,39,47
163,2,7:35.0,,D. Williams enters the game for D. Harris,39,47
164,2,7:35.0,,W. Matthews enters the game for R. Felton,39,47
165,2,7:35.0,E. İlyasova makes free throw 2 of 2,,40,47
166,2,7:15.0,,W. Matthews makes 2-pt jump shot from 3 ft,40,49
167,2,7:01.0,B. Jennings misses 2-pt jump shot from 18 ft,,40,49
168,2,7:00.0,,Defensive rebound by Z. Pachulia,40,49
169,2,6:54.0,,C. Parsons misses 2-pt jump shot from 6 ft,40,49
170,2,6:53.0,Defensive rebound by Team,,40,49
171,2,6:40.0,V. Oladipo misses 3-pt jump shot from 24 ft,,40,49
172,2,6:39.0,,Defensive rebound by W. Matthews,40,49
173,2,6:24.0,,Personal foul by V. Oladipo (drawn by Z. Pachulia),40,49
174,2,6:24.0,E. Payton enters the game for V. Oladipo,,40,49
175,2,6:24.0,N. Vučević enters the game for E. İlyasova,,40,49
176,2,6:24.0,C. Watson enters the game for B. Jennings,,40,49
177,2,6:12.0,,Turnover by D. Williams (bad pass; steal by A. Gordon),40,49
178,2,6:03.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by C. Watson),,42,49
179,2,6:02.0,,Dallas full timeout,42,49
180,2,5:50.0,,W. Matthews makes 2-pt layup at rim,42,51
181,2,5:30.0,E. Payton makes 3-pt jump shot from 24 ft (assist by N. Vučević),,45,51
182,2,5:11.0,,W. Matthews misses 3-pt jump shot from 23 ft,45,51
183,2,5:10.0,Defensive rebound by C. Watson,,45,51
184,2,5:04.0,Personal foul by D. Williams (drawn by C. Watson),,45,51
185,2,5:04.0,C. Watson makes free throw 1 of 2,,46,51
186,2,5:04.0,,D. Nowitzki enters the game for J. Barea,46,51
187,2,5:04.0,C. Watson makes free throw 2 of 2,,47,51
188,2,4:49.0,,C. Parsons misses 2-pt jump shot from 6 ft,47,51
189,2,4:48.0,,Offensive rebound by C. Parsons,47,51
190,2,4:43.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),47,54
191,2,4:32.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,49,54
192,2,4:18.0,,Shooting block foul by A. Gordon (drawn by D. Nowitzki),49,54
193,2,4:18.0,,D. Nowitzki makes free throw 1 of 2,49,55
194,2,4:18.0,E. İlyasova enters the game for A. Gordon,,49,55
195,2,4:18.0,,D. Nowitzki makes free throw 2 of 2,49,56
196,2,4:01.0,C. Watson makes 3-pt jump shot from 25 ft (assist by N. Vučević),,52,56
197,2,3:49.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),52,59
198,2,3:33.0,M. Hezonja misses 3-pt jump shot from 24 ft,,52,59
199,2,3:32.0,,Defensive rebound by W. Matthews,52,59
200,2,3:23.0,,Z. Pachulia makes 2-pt layup at rim (assist by D. Williams),52,61
201,2,2:59.0,C. Watson misses 3-pt jump shot from 24 ft,,52,61
202,2,2:58.0,Offensive rebound by N. Vučević,,52,61
203,2,2:57.0,Personal foul by W. Matthews (drawn by N. Vučević),,52,61
204,2,2:57.0,Orlando full timeout,,52,61
205,2,2:57.0,D. Marble enters the game for M. Hezonja,,52,61
206,2,2:57.0,N. Vučević makes free throw 1 of 2,,53,61
207,2,2:57.0,N. Vučević makes free throw 2 of 2,,54,61
208,2,2:49.0,,Personal foul by E. İlyasova (drawn by D. Nowitzki),54,61
209,2,2:49.0,,D. Nowitzki misses free throw 1 of 2,54,61
210,2,2:49.0,,Offensive rebound by Team,54,61
211,2,2:49.0,,D. Nowitzki makes free throw 2 of 2,54,62
212,2,2:33.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by C. Watson),,57,62
213,2,2:13.0,,D. Nowitzki makes 2-pt jump shot from 7 ft (assist by D. Williams),57,64
214,2,2:13.0,,Shooting foul by E. İlyasova (drawn by D. Nowitzki),57,64
215,2,2:13.0,,D. Nowitzki makes free throw 1 of 1,57,65
216,2,1:50.0,E. Payton makes 2-pt jump shot from 7 ft,,59,65
217,2,1:31.0,,W. Matthews makes 2-pt jump shot from 11 ft,59,67
218,2,1:16.0,N. Vučević misses 2-pt layup from 1 ft (block by D. Nowitzki),,59,67
219,2,1:14.0,,Defensive rebound by Z. Pachulia,59,67
220,2,1:12.0,,Turnover by Z. Pachulia (lost ball; steal by D. Marble),59,67
221,2,1:06.0,N. Vučević misses 2-pt jump shot from 11 ft,,59,67
222,2,1:05.0,,Defensive rebound by W. Matthews,59,67
223,2,0:48.0,,Shooting block foul by E. Payton (drawn by W. Matthews),59,67
224,2,0:48.0,,W. Matthews makes free throw 1 of 3,59,68
225,2,0:48.0,,W. Matthews makes free throw 2 of 3,59,69
226,2,0:48.0,,R. Felton enters the game for D. Nowitzki,59,69
227,2,0:48.0,B. Jennings enters the game for E. Payton,,59,69
228,2,0:48.0,,W. Matthews misses free throw 3 of 3,59,69
229,2,0:47.0,Defensive rebound by E. İlyasova,,59,69
230,2,0:34.0,Turnover by N. Vučević (lost ball; steal by C. Parsons),,59,69
231,2,0:30.0,,Turnover by C. Parsons (bad pass; steal by D. Marble),59,69
232,2,0:09.0,N. Vučević makes 2-pt layup from 1 ft (assist by B. Jennings),,61,69
233,2,0:01.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by N. Vučević),61,69
234,2,0:00.0,,Offensive rebound by Team,61,69
235,3,11:47.0,Turnover by E. Payton (lost ball; steal by D. Williams),,61,69
236,3,11:22.0,,D. Nowitzki misses 2-pt jump shot from 22 ft,61,69
237,3,11:21.0,Defensive rebound by E. Payton,,61,69
238,3,11:12.0,M. Hezonja misses 3-pt jump shot from 24 ft,,61,69
239,3,11:11.0,,Defensive rebound by D. Nowitzki,61,69
240,3,11:02.0,,C. Parsons misses 2-pt jump shot from 4 ft,61,69
241,3,11:01.0,,Offensive rebound by D. Williams,61,69
242,3,10:53.0,,C. Parsons misses 3-pt jump shot from 23 ft,61,69
243,3,10:52.0,Defensive rebound by A. Gordon,,61,69
244,3,10:38.0,V. Oladipo misses 3-pt jump shot from 23 ft,,61,69
245,3,10:37.0,,Defensive rebound by D. Williams,61,69
246,3,10:14.0,,D. Williams misses 2-pt jump shot from 18 ft,61,69
247,3,10:13.0,Defensive rebound by A. Gordon,,61,69
248,3,9:49.0,E. Payton misses 3-pt jump shot from 25 ft,,61,69
249,3,9:48.0,,Defensive rebound by C. Parsons,61,69
250,3,9:29.0,,C. Parsons misses 2-pt jump shot from 3 ft,61,69
251,3,9:27.0,Defensive rebound by N. Vučević,,61,69
252,3,9:27.0,Turnover by N. Vučević (bad pass),,61,69
253,3,9:15.0,,W. Matthews makes 2-pt jump shot from 17 ft,61,71
254,3,8:53.0,M. Hezonja misses 2-pt jump shot from 20 ft,,61,71
255,3,8:52.0,,Defensive rebound by Z. Pachulia,61,71
256,3,8:43.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by C. Parsons),61,73
257,3,8:28.0,N. Vučević misses 2-pt jump shot from 19 ft,,61,73
258,3,8:27.0,Offensive rebound by V. Oladipo,,61,73
259,3,8:20.0,M. Hezonja misses 3-pt jump shot from 24 ft,,61,73
260,3,8:19.0,,Defensive rebound by Z. Pachulia,61,73
261,3,8:12.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Williams),61,75
262,3,8:12.0,,Shooting foul by N. Vučević (drawn by Z. Pachulia),61,75
263,3,8:12.0,C. Watson enters the game for M. Hezonja,,61,75
264,3,8:12.0,,Z. Pachulia makes free throw 1 of 1,61,76
265,3,7:59.0,V. Oladipo misses 3-pt jump shot from 24 ft,,61,76
266,3,7:58.0,,Defensive rebound by C. Parsons,61,76
267,3,7:49.0,,C. Parsons makes 2-pt dunk at rim,61,78
268,3,7:48.0,Orlando full timeout,,61,78
269,3,7:48.0,D. Marble enters the game for N. Vučević,,61,78
270,3,7:48.0,D. Dedmon enters the game for V. Oladipo,,61,78
271,3,7:48.0,B. Jennings enters the game for E. Payton,,61,78
272,3,7:35.0,A. Gordon misses 3-pt jump shot from 25 ft,,61,78
273,3,7:34.0,,Defensive rebound by D. Williams,61,78
274,3,7:20.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by C. Parsons),61,80
275,3,7:06.0,Turnover by C. Watson (traveling),,61,80
276,3,6:45.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,61,80
277,3,6:44.0,Defensive rebound by D. Marble,,61,80
278,3,6:33.0,Shooting foul by D. Nowitzki (drawn by A. Gordon),,61,80
279,3,6:33.0,A. Gordon misses free throw 1 of 2,,61,80
280,3,6:33.0,Offensive rebound by Team,,61,80
281,3,6:33.0,,D. Lee enters the game for D. Nowitzki,61,80
282,3,6:33.0,,R. Felton enters the game for Z. Pachulia,61,80
283,3,6:33.0,A. Gordon misses free throw 2 of 2,,61,80
284,3,6:32.0,,Defensive rebound by R. Felton,61,80
285,3,6:15.0,,W. Matthews makes 2-pt hook shot from 5 ft,61,82
286,3,5:53.0,A. Gordon makes 2-pt jump shot from 18 ft (assist by B. Jennings),,63,82
287,3,5:38.0,,Personal foul by A. Gordon (drawn by C. Parsons),63,82
288,3,5:29.0,,Turnover by C. Parsons (bad pass; steal by B. Jennings),63,82
289,3,5:20.0,D. Marble makes 3-pt jump shot from 24 ft (assist by B. Jennings),,66,82
290,3,5:07.0,,D. Williams misses 2-pt jump shot from 7 ft,66,82
291,3,5:07.0,,Offensive rebound by Team,66,82
292,3,5:07.0,,Personal foul by D. Marble (drawn by D. Lee),66,82
293,3,5:00.0,,D. Williams misses 2-pt hook shot from 6 ft,66,82
294,3,4:59.0,Defensive rebound by D. Marble,,66,82
295,3,4:53.0,D. Marble misses 3-pt jump shot from 24 ft,,66,82
296,3,4:52.0,Offensive rebound by D. Dedmon,,66,82
297,3,4:48.0,D. Dedmon misses 2-pt hook shot from 6 ft,,66,82
298,3,4:47.0,Offensive rebound by A. Gordon,,66,82
299,3,4:46.0,A. Gordon makes 2-pt layup at rim,,68,82
300,3,4:46.0,Shooting foul by D. Lee (drawn by A. Gordon),,68,82
301,3,4:46.0,,Dallas full timeout,68,82
302,3,4:46.0,,Z. Pachulia enters the game for D. Lee,68,82
303,3,4:46.0,A. Gordon makes free throw 1 of 1,,69,82
304,3,4:31.0,,Personal foul by A. Gordon (drawn by C. Parsons),69,82
305,3,4:31.0,E. İlyasova enters the game for A. Gordon,,69,82
306,3,4:26.0,,Personal block foul by D. Marble (drawn by W. Matthews),69,82
307,3,4:26.0,,W. Matthews makes free throw 1 of 2,69,83
308,3,4:26.0,,W. Matthews makes free throw 2 of 2,69,84
309,3,4:12.0,D. Dedmon makes 2-pt dunk at rim (assist by D. Marble),,71,84
310,3,4:03.0,,Personal foul by D. Dedmon (drawn by Z. Pachulia),71,84
311,3,4:03.0,,Z. Pachulia makes free throw 1 of 2,71,85
312,3,4:03.0,,Z. Pachulia makes free throw 2 of 2,71,86
313,3,3:52.0,Turnover by D. Marble (lost ball; steal by W. Matthews),,71,86
314,3,3:48.0,,R. Felton makes 2-pt layup from 1 ft,71,88
315,3,3:31.0,D. Dedmon misses 2-pt jump shot from 5 ft,,71,88
316,3,3:29.0,Offensive rebound by D. Dedmon,,71,88
317,3,3:28.0,D. Dedmon makes 2-pt jump shot from 4 ft,,73,88
318,3,3:07.0,,Turnover by C. Parsons (bad pass),73,88
319,3,2:56.0,B. Jennings misses 3-pt jump shot from 24 ft,,73,88
320,3,2:55.0,,Defensive rebound by Z. Pachulia,73,88
321,3,2:47.0,,Turnover by C. Parsons (lost ball; steal by E. İlyasova),73,88
322,3,2:43.0,B. Jennings makes 2-pt layup from 2 ft (assist by C. Watson),,75,88
323,3,2:43.0,,Dallas full timeout,75,88
324,3,2:25.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by W. Matthews),75,91
325,3,2:06.0,C. Watson misses 3-pt jump shot from 24 ft,,75,91
326,3,2:05.0,,Defensive rebound by Z. Pachulia,75,91
327,3,1:50.0,,W. Matthews makes 2-pt jump shot from 18 ft (assist by D. Williams),75,93
328,3,1:29.0,B. Jennings misses 3-pt jump shot from 23 ft,,75,93
329,3,1:28.0,,Defensive rebound by W. Matthews,75,93
330,3,1:19.0,,J. Barea enters the game for D. Williams,75,93
331,3,1:19.0,,D. Harris enters the game for W. Matthews,75,93
332,3,1:11.0,,J. Barea misses 3-pt jump shot from 23 ft,75,93
333,3,1:10.0,Defensive rebound by E. İlyasova,,75,93
334,3,1:03.0,D. Marble makes 3-pt jump shot from 24 ft (assist by B. Jennings),,78,93
335,3,0:51.0,,Turnover by R. Felton (bad pass; steal by B. Jennings),78,93
336,3,0:46.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Jennings),,80,93
337,3,0:31.0,,J. Barea misses 2-pt jump shot from 8 ft,80,93
338,3,0:29.0,Defensive rebound by D. Marble,,80,93
339,3,0:22.0,D. Marble misses 3-pt jump shot from 24 ft,,80,93
340,3,0:21.0,Offensive rebound by E. İlyasova,,80,93
341,3,0:21.0,Shooting foul by C. Parsons (drawn by E. İlyasova),,80,93
342,3,0:21.0,E. İlyasova misses free throw 1 of 2,,80,93
343,3,0:21.0,Offensive rebound by Team,,80,93
344,3,0:21.0,,D. Nowitzki enters the game for C. Parsons,80,93
345,3,0:21.0,V. Oladipo enters the game for B. Jennings,,80,93
346,3,0:21.0,E. İlyasova makes free throw 2 of 2,,81,93
347,3,0:04.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by R. Felton),81,96
348,3,0:00.0,D. Marble misses 3-pt jump shot from 29 ft,,81,96
349,3,0:00.0,Offensive rebound by Team,,81,96
350,4,11:48.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,81,96
351,4,11:47.0,Defensive rebound by D. Dedmon,,81,96
352,4,11:31.0,Shooting foul by D. Nowitzki (drawn by E. İlyasova),,81,96
353,4,11:31.0,E. İlyasova makes free throw 1 of 2,,82,96
354,4,11:31.0,E. İlyasova makes free throw 2 of 2,,83,96
355,4,11:17.0,,D. Harris makes 2-pt jump shot from 6 ft (assist by J. Barea),83,98
356,4,10:59.0,B. Jennings misses 2-pt jump shot from 20 ft,,83,98
357,4,10:58.0,Offensive rebound by D. Dedmon,,83,98
358,4,10:53.0,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Marble),,85,98
359,4,10:34.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by R. Felton),85,100
360,4,10:20.0,D. Marble misses 2-pt jump shot from 17 ft,,85,100
361,4,10:19.0,,Defensive rebound by D. Lee,85,100
362,4,10:08.0,,R. Felton misses 3-pt jump shot from 24 ft,85,100
363,4,10:07.0,Defensive rebound by D. Dedmon,,85,100
364,4,9:59.0,B. Jennings misses 2-pt jump shot from 9 ft,,85,100
365,4,9:59.0,,Defensive rebound by D. Nowitzki,85,100
366,4,9:53.0,,Shooting block foul by D. Marble (drawn by R. Felton),85,100
367,4,9:53.0,,R. Felton makes free throw 1 of 2,85,101
368,4,9:53.0,E. Payton enters the game for B. Jennings,,85,101
369,4,9:53.0,,R. Felton makes free throw 2 of 2,85,102
370,4,9:32.0,E. İlyasova misses 2-pt jump shot from 16 ft,,85,102
371,4,9:31.0,Offensive rebound by V. Oladipo,,85,102
372,4,9:26.0,E. Payton makes 3-pt jump shot from 24 ft (assist by D. Marble),,88,102
373,4,9:14.0,,J. Barea makes 2-pt jump shot from 8 ft,88,104
374,4,9:05.0,Shooting block foul by D. Lee (drawn by D. Dedmon),,88,104
375,4,9:05.0,D. Dedmon makes free throw 1 of 2,,89,104
376,4,9:05.0,,Z. Pachulia enters the game for D. Lee,89,104
377,4,9:05.0,D. Dedmon makes free throw 2 of 2,,90,104
378,4,8:47.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,90,104
