,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
384,4,5:33.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by R. Jackson),,81,72
385,4,5:32.0,,Minnesota full timeout,81,72
386,4,5:32.0,,S. Muhammad enters the game for K. Martin,81,72
387,4,5:24.0,,Shooting foul by M. Morris (drawn by A. Wiggins),81,72
388,4,5:24.0,,A. Wiggins makes free throw 1 of 2,81,73
389,4,5:24.0,,A. Wiggins misses free throw 2 of 2,81,73
390,4,5:24.0,Defensive rebound by A. Drummond,,81,73
391,4,5:13.0,R. Jackson makes 2-pt layup from 1 ft,,83,73
392,4,4:47.0,,R. Rubio misses 2-pt jump shot from 17 ft,83,73
393,4,4:46.0,Defensive rebound by A. Drummond,,83,73
394,4,4:37.0,Shooting foul by K. Towns (drawn by M. Morris),,83,73
395,4,4:37.0,M. Morris makes free throw 1 of 2,,84,73
396,4,4:37.0,M. Morris makes free throw 2 of 2,,85,73
397,4,4:24.0,,A. Wiggins makes 2-pt jump shot from 6 ft,85,75
398,4,3:59.0,R. Jackson misses 3-pt jump shot from 25 ft,,85,75
399,4,3:57.0,,Defensive rebound by K. Towns,85,75
400,4,3:50.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),85,78
401,4,3:35.0,M. Morris misses 3-pt jump shot from 25 ft,,85,78
402,4,3:34.0,,Defensive rebound by A. Wiggins,85,78
403,4,3:33.0,,Personal foul by A. Drummond (drawn by A. Wiggins),85,78
404,4,3:25.0,,Z. LaVine misses 3-pt jump shot from 24 ft,85,78
405,4,3:23.0,,Offensive rebound by R. Rubio,85,78
406,4,3:20.0,,Z. LaVine makes 2-pt jump shot at rim (assist by K. Towns),85,80
407,4,2:58.0,R. Jackson makes 2-pt jump shot from 5 ft,,87,80
408,4,2:45.0,,K. Towns makes 2-pt jump shot from 1 ft (assist by R. Rubio),87,82
409,4,2:23.0,R. Jackson makes 2-pt layup from 1 ft,,89,82
410,4,2:07.0,,Turnover by R. Rubio (bad pass; steal by A. Drummond),89,82
411,4,2:04.0,Shooting foul by Z. LaVine (drawn by M. Morris),,89,82
412,4,2:04.0,Detroit full timeout,,89,82
413,4,2:04.0,M. Morris makes free throw 1 of 2,,90,82
414,4,2:04.0,M. Morris makes free throw 2 of 2,,91,82
415,4,1:56.0,,Z. LaVine makes 2-pt layup from 1 ft,91,84
416,4,1:37.0,R. Jackson makes 2-pt layup at rim,,93,84
417,4,1:29.0,,Z. LaVine misses 2-pt jump shot from 5 ft (block by A. Drummond),93,84
418,4,1:27.0,Defensive rebound by A. Drummond,,93,84
419,4,1:10.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by R. Jackson),,96,84
420,4,1:07.0,,A. Wiggins misses 3-pt jump shot from 25 ft,96,84
421,4,1:06.0,Defensive rebound by A. Drummond,,96,84
422,4,1:00.0,Personal foul by R. Rubio (drawn by R. Jackson),,96,84
423,4,0:56.0,Turnover by A. Drummond (lost ball; steal by K. Towns),,96,84
424,4,0:52.0,,Turnover by Z. LaVine (lost ball; steal by A. Drummond),96,84
425,4,0:51.0,Turnover by A. Drummond (bad pass; steal by K. Towns),,96,84
426,4,0:49.0,,K. Towns makes 2-pt dunk at rim,96,86
427,4,0:34.0,M. Morris misses 3-pt jump shot from 26 ft,,96,86
428,4,0:33.0,,Defensive rebound by A. Wiggins,96,86
429,4,0:31.0,,Turnover by A. Wiggins (bad pass; steal by R. Jackson),96,86
430,4,0:08.0,R. Jackson misses 3-pt jump shot from 24 ft,,96,86
431,4,0:06.0,Offensive rebound by Team,,96,86
