,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
378,4,5:35.0,,Personal foul by D. Cousins (drawn by C. Zeller),107,95
379,4,5:35.0,,Charlotte full timeout,107,95
380,4,5:23.0,,Personal foul by R. Gay (drawn by N. Batum),107,95
381,4,5:23.0,,N. Batum makes free throw 1 of 2,107,96
382,4,5:23.0,,N. Batum makes free throw 2 of 2,107,97
383,4,5:03.0,Shooting foul by C. Zeller (drawn by D. Cousins),,107,97
384,4,5:03.0,D. Cousins misses free throw 1 of 2,,107,97
385,4,5:03.0,Offensive rebound by Team,,107,97
386,4,5:03.0,D. Cousins makes free throw 2 of 2,,108,97
387,4,4:52.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,108,97
388,4,4:49.0,Defensive rebound by D. Cousins,,108,97
389,4,4:36.0,R. Gay misses 2-pt jump shot from 11 ft,,108,97
390,4,4:33.0,,Defensive rebound by N. Batum,108,97
391,4,4:25.0,,C. Zeller misses 2-pt layup from 2 ft (block by B. McLemore),108,97
392,4,4:22.0,,Offensive rebound by N. Batum,108,97
393,4,4:22.0,,N. Batum misses 2-pt layup at rim (block by D. Cousins),108,97
394,4,4:19.0,Defensive rebound by D. Cousins,,108,97
395,4,4:12.0,R. Rondo misses 2-pt jump shot from 19 ft,,108,97
396,4,4:11.0,,Defensive rebound by J. Lin,108,97
397,4,3:59.0,,K. Walker misses 2-pt jump shot from 15 ft,108,97
398,4,3:59.0,,Offensive rebound by Team,108,97
399,4,3:59.0,Loose ball foul by R. Gay (drawn by C. Zeller),,108,97
400,4,3:59.0,,C. Zeller makes free throw 1 of 2,108,98
401,4,3:59.0,,C. Zeller makes free throw 2 of 2,108,99
402,4,3:37.0,D. Cousins misses 2-pt jump shot from 3 ft,,108,99
403,4,3:36.0,,Defensive rebound by N. Batum,108,99
404,4,3:30.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),108,102
405,4,3:06.0,R. Rondo misses 3-pt jump shot from 23 ft,,108,102
406,4,3:05.0,,Defensive rebound by F. Kaminsky,108,102
407,4,2:57.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,108,102
408,4,2:56.0,Defensive rebound by D. Cousins,,108,102
409,4,2:33.0,Turnover by R. Gay (bad pass; steal by N. Batum),,108,102
410,4,2:29.0,,N. Batum makes 2-pt layup from 1 ft,108,104
411,4,2:29.0,Sacramento full timeout,,108,104
412,4,2:29.0,O. Casspi enters the game for B. McLemore,,108,104
413,4,2:07.0,O. Casspi misses 3-pt jump shot from 26 ft,,108,104
414,4,2:05.0,,Defensive rebound by C. Zeller,108,104
415,4,1:49.0,,K. Walker makes 2-pt layup from 1 ft,108,106
416,4,1:34.0,M. Belinelli misses 2-pt jump shot from 15 ft,,108,106
417,4,1:31.0,,Defensive rebound by N. Batum,108,106
418,4,1:31.0,,Personal foul by R. Gay (drawn by N. Batum),108,106
419,4,1:31.0,,N. Batum makes free throw 1 of 2,108,107
420,4,1:31.0,D. Collison enters the game for O. Casspi,,108,107
421,4,1:31.0,,N. Batum makes free throw 2 of 2,108,108
422,4,1:14.0,D. Cousins misses 2-pt jump shot from 10 ft,,108,108
423,4,1:12.0,,Defensive rebound by K. Walker,108,108
424,4,1:01.0,,K. Walker makes 2-pt jump shot from 16 ft,108,110
425,4,1:01.0,Sacramento full timeout,,108,110
426,4,1:01.0,K. Koufos enters the game for D. Cousins,,108,110
427,4,0:47.0,R. Gay misses 2-pt layup from 1 ft,,108,110
428,4,0:45.0,Offensive rebound by K. Koufos,,108,110
429,4,0:45.0,K. Koufos misses 2-pt layup from 2 ft,,108,110
430,4,0:43.0,Offensive rebound by R. Rondo,,108,110
431,4,0:37.0,D. Collison misses 3-pt jump shot from 26 ft,,108,110
432,4,0:36.0,,Defensive rebound by K. Walker,108,110
433,4,0:21.0,,N. Batum misses 3-pt jump shot from 24 ft (block by R. Rondo),108,110
434,4,0:18.0,,Offensive rebound by F. Kaminsky,108,110
435,4,0:15.0,,N. Batum misses 3-pt jump shot from 25 ft,108,110
436,4,0:14.0,Defensive rebound by R. Rondo,,108,110
437,4,0:14.0,Sacramento full timeout,,108,110
438,4,0:08.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by R. Rondo),,110,110
439,4,0:08.0,,Charlotte full timeout,110,110
440,4,0:08.0,O. Casspi enters the game for K. Koufos,,110,110
441,4,0:01.0,,K. Walker makes 2-pt layup from 1 ft,110,112
442,4,0:01.0,Sacramento full timeout,,110,112
443,4,0:01.0,,M. Williams enters the game for C. Zeller,110,112
444,4,0:00.0,R. Gay makes 2-pt layup from 1 ft (assist by R. Rondo),,112,112
445,1OT,4:40.0,R. Gay makes 2-pt jump shot from 8 ft (assist by M. Belinelli),,114,112
446,1OT,4:23.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by N. Batum),114,115
447,1OT,4:11.0,R. Gay misses 3-pt jump shot from 24 ft,,114,115
448,1OT,4:10.0,,Defensive rebound by Team,114,115
449,1OT,4:10.0,Loose ball foul by K. Koufos (drawn by K. Walker),,114,115
450,1OT,3:57.0,,J. Lin makes 2-pt layup from 2 ft,114,117
451,1OT,3:57.0,,Shooting foul by M. Belinelli (drawn by J. Lin),114,117
452,1OT,3:57.0,,J. Lin makes free throw 1 of 1,114,118
453,1OT,3:45.0,K. Koufos misses 2-pt jump shot from 5 ft,,114,118
454,1OT,3:44.0,,Defensive rebound by C. Zeller,114,118
455,1OT,3:32.0,,C. Zeller misses 2-pt layup from 1 ft,114,118
456,1OT,3:30.0,,Offensive rebound by C. Zeller,114,118
457,1OT,3:26.0,,J. Lin misses 3-pt jump shot from 26 ft,114,118
458,1OT,3:25.0,,Offensive rebound by F. Kaminsky,114,118
459,1OT,3:08.0,,K. Walker misses 2-pt jump shot from 9 ft,114,118
460,1OT,3:07.0,Defensive rebound by R. Gay,,114,118
461,1OT,2:58.0,R. Rondo misses 2-pt jump shot from 17 ft,,114,118
462,1OT,2:56.0,,Defensive rebound by C. Zeller,114,118
463,1OT,2:43.0,,N. Batum misses 2-pt jump shot from 16 ft,114,118
464,1OT,2:40.0,Defensive rebound by R. Gay,,114,118
465,1OT,2:25.0,M. Belinelli misses 3-pt jump shot from 27 ft,,114,118
466,1OT,2:24.0,,Defensive rebound by C. Zeller,114,118
467,1OT,2:23.0,,Personal foul by R. Rondo (drawn by C. Zeller),114,118
468,1OT,2:07.0,,J. Lin makes 2-pt layup from 1 ft (assist by N. Batum),114,120
469,1OT,2:07.0,Sacramento full timeout,,114,120
470,1OT,1:54.0,D. Collison makes 2-pt jump shot from 16 ft,,116,120
471,1OT,1:36.0,,J. Lin misses 2-pt layup from 1 ft,116,120
472,1OT,1:35.0,Defensive rebound by R. Gay,,116,120
473,1OT,1:27.0,M. Belinelli misses 3-pt jump shot from 24 ft,,116,120
474,1OT,1:26.0,,Defensive rebound by F. Kaminsky,116,120
475,1OT,1:20.0,,Charlotte full timeout,116,120
476,1OT,1:05.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by K. Koufos),116,120
477,1OT,1:05.0,Defensive rebound by Team,,116,120
478,1OT,1:05.0,Sacramento full timeout,,116,120
479,1OT,1:01.0,K. Koufos misses 2-pt jump shot from 5 ft,,116,120
480,1OT,1:00.0,Offensive rebound by K. Koufos,,116,120
481,1OT,1:00.0,Shooting foul by C. Zeller (drawn by K. Koufos),,116,120
482,1OT,1:00.0,K. Koufos makes free throw 1 of 2,,117,120
483,1OT,1:00.0,K. Koufos makes free throw 2 of 2,,118,120
484,1OT,0:43.0,,J. Lin makes 2-pt jump shot from 18 ft,118,122
485,1OT,0:43.0,Sacramento full timeout,,118,122
486,1OT,0:32.0,R. Gay misses 3-pt jump shot from 26 ft (block by K. Walker),,118,122
487,1OT,0:31.0,Offensive rebound by R. Rondo,,118,122
488,1OT,0:31.0,Turnover by R. Rondo (bad pass),,118,122
489,1OT,0:31.0,,Charlotte full timeout,118,122
490,1OT,0:31.0,O. Casspi enters the game for R. Gay,,118,122
491,1OT,0:26.0,,Personal take foul by K. Koufos (drawn by K. Walker),118,122
492,1OT,0:26.0,,K. Walker makes free throw 1 of 2,118,123
493,1OT,0:26.0,R. Gay enters the game for K. Koufos,,118,123
494,1OT,0:26.0,,K. Walker makes free throw 2 of 2,118,124
495,1OT,0:18.0,R. Gay makes 2-pt layup from 2 ft (assist by O. Casspi),,120,124
496,1OT,0:17.0,,Personal take foul by R. Rondo (drawn by J. Lin),120,124
497,1OT,0:17.0,,J. Lin misses free throw 1 of 2,120,124
498,1OT,0:17.0,,Offensive rebound by Team,120,124
499,1OT,0:17.0,,M. Williams enters the game for C. Zeller,120,124
500,1OT,0:17.0,,J. Lin makes free throw 2 of 2,120,125
501,1OT,0:11.0,R. Rondo makes 2-pt layup from 1 ft,,122,125
502,1OT,0:06.0,,J. Lin misses 2-pt layup from 1 ft,122,125
503,1OT,0:06.0,,Offensive rebound by K. Walker,122,125
504,1OT,0:06.0,,K. Walker makes 2-pt layup from 1 ft,122,127
505,1OT,0:01.0,M. Belinelli misses 3-pt jump shot from 34 ft,,122,127
506,1OT,0:00.0,Offensive rebound by Team,,122,127
