,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
61,1,5:46.0,,T. McConnell enters the game for I. Canaan,13,12
62,1,5:38.0,A. Burks makes 2-pt jump shot from 7 ft (assist by G. Hayward),,15,12
63,1,5:24.0,,Turnover by N. Stauskas (bad pass),15,12
64,1,5:12.0,Shooting foul by J. Grant (drawn by D. Favors),,15,12
65,1,5:12.0,D. Favors misses free throw 1 of 2,,15,12
66,1,5:12.0,Offensive rebound by Team,,15,12
67,1,5:12.0,D. Favors makes free throw 2 of 2,,16,12
68,1,4:52.0,,J. Grant misses 2-pt layup from 2 ft,16,12
69,1,4:50.0,Defensive rebound by D. Favors,,16,12
70,1,4:41.0,A. Burks makes 2-pt layup at rim,,18,12
71,1,4:41.0,,Philadelphia full timeout,18,12
72,1,4:22.0,,N. Stauskas misses 3-pt jump shot from 26 ft,18,12
73,1,4:20.0,Defensive rebound by R. Gobert,,18,12
74,1,4:16.0,Personal foul by J. Sampson (drawn by G. Hayward),,18,12
75,1,4:16.0,G. Hayward makes free throw 1 of 2,,19,12
76,1,4:16.0,,H. Thompson enters the game for J. Sampson,19,12
77,1,4:16.0,T. Burke enters the game for R. Gobert,,19,12
78,1,4:16.0,T. Booker enters the game for R. Neto,,19,12
79,1,4:16.0,G. Hayward makes free throw 2 of 2,,20,12
80,1,4:04.0,,T. McConnell misses 2-pt jump shot from 4 ft,20,12
81,1,4:00.0,Defensive rebound by T. Booker,,20,12
82,1,3:49.0,T. Burke makes 2-pt jump shot from 19 ft (assist by D. Favors),,22,12
83,1,3:36.0,,J. Grant misses 2-pt jump shot from 3 ft (block by D. Favors),22,12
84,1,3:34.0,Defensive rebound by D. Favors,,22,12
85,1,3:31.0,T. Booker misses 2-pt layup from 2 ft,,22,12
86,1,3:29.0,,Defensive rebound by N. Stauskas,22,12
87,1,3:23.0,,Turnover by J. Grant (lost ball; steal by A. Burks),22,12
88,1,3:18.0,T. Burke makes 2-pt layup at rim (assist by A. Burks),,24,12
89,1,2:59.0,,J. Okafor makes 2-pt layup at rim (assist by T. McConnell),24,14
90,1,2:36.0,T. Burke misses 2-pt jump shot from 17 ft,,24,14
91,1,2:35.0,,Defensive rebound by J. Grant,24,14
92,1,2:22.0,,Shooting foul by D. Favors (drawn by N. Stauskas),24,14
93,1,2:22.0,Utah full timeout,,24,14
94,1,2:22.0,,N. Noel enters the game for J. Okafor,24,14
95,1,2:22.0,T. Lyles enters the game for D. Favors,,24,14
96,1,2:22.0,J. Ingles enters the game for G. Hayward,,24,14
97,1,2:22.0,,N. Stauskas misses free throw 1 of 2,24,14
98,1,2:22.0,,Offensive rebound by Team,24,14
99,1,2:22.0,,R. Holmes enters the game for H. Thompson,24,14
100,1,2:22.0,,N. Stauskas makes free throw 2 of 2,24,15
101,1,2:04.0,A. Burks makes 2-pt jump shot from 8 ft,,26,15
102,1,1:53.0,,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),26,17
103,1,1:29.0,T. Booker misses 2-pt jump shot from 19 ft,,26,17
104,1,1:28.0,,Defensive rebound by J. Grant,26,17
105,1,1:15.0,,N. Noel misses 2-pt hook shot from 5 ft,26,17
106,1,1:12.0,Defensive rebound by J. Ingles,,26,17
107,1,0:56.0,A. Burks misses 2-pt jump shot from 15 ft,,26,17
108,1,0:54.0,,Defensive rebound by N. Stauskas,26,17
109,1,0:46.0,,Shooting foul by T. Lyles (drawn by N. Noel),26,17
110,1,0:46.0,,N. Noel makes free throw 1 of 2,26,18
111,1,0:46.0,,I. Canaan enters the game for N. Stauskas,26,18
112,1,0:46.0,,N. Noel makes free throw 2 of 2,26,19
113,1,0:31.0,T. Booker makes 2-pt dunk at rim (assist by T. Burke),,28,19
114,1,0:09.0,,N. Noel misses 2-pt jump shot from 4 ft,28,19
115,1,0:08.0,Defensive rebound by T. Lyles,,28,19
116,1,0:00.0,T. Burke misses 2-pt jump shot from 18 ft,,28,19
117,1,0:00.0,Offensive rebound by Team,,28,19
118,2,11:49.0,,Personal foul by T. Booker (drawn by J. Okafor),28,19
119,2,11:49.0,R. Gobert enters the game for T. Lyles,,28,19
120,2,11:36.0,,I. Canaan misses 3-pt jump shot from 25 ft,28,19
121,2,11:33.0,,Offensive rebound by N. Noel,28,19
122,2,11:18.0,,J. Okafor makes 2-pt layup from 2 ft,28,21
123,2,10:54.0,Turnover by A. Burks (bad pass; steal by T. McConnell),,28,21
124,2,10:45.0,,Shooting foul by T. Booker (drawn by J. Grant),28,21
125,2,10:45.0,,J. Grant makes free throw 1 of 2,28,22
126,2,10:45.0,,H. Thompson enters the game for T. McConnell,28,22
127,2,10:45.0,,J. Grant makes free throw 2 of 2,28,23
128,2,10:21.0,J. Ingles misses 3-pt jump shot from 23 ft,,28,23
129,2,10:19.0,,Defensive rebound by N. Noel,28,23
130,2,10:14.0,,Offensive foul by I. Canaan (drawn by J. Ingles),28,23
131,2,10:14.0,,Turnover by I. Canaan (offensive foul),28,23
132,2,10:14.0,R. Hood enters the game for J. Ingles,,28,23
133,2,10:14.0,,J. Sampson enters the game for J. Grant,28,23
134,2,10:01.0,T. Burke misses 2-pt jump shot from 3 ft,,28,23
135,2,9:58.0,Offensive rebound by R. Gobert,,28,23
136,2,9:58.0,R. Gobert makes 2-pt dunk at rim,,30,23
137,2,9:32.0,,J. Okafor misses 2-pt jump shot from 17 ft,30,23
138,2,9:31.0,Defensive rebound by A. Burks,,30,23
139,2,9:20.0,R. Gobert misses 2-pt layup from 1 ft,,30,23
140,2,9:14.0,Offensive rebound by A. Burks,,30,23
141,2,8:58.0,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Gobert),,33,23
142,2,8:57.0,,Philadelphia full timeout,33,23
143,2,8:39.0,,H. Thompson misses 2-pt jump shot from 20 ft,33,23
144,2,8:37.0,Defensive rebound by A. Burks,,33,23
145,2,8:19.0,A. Burks makes 3-pt jump shot from 23 ft (assist by T. Burke),,36,23
146,2,8:19.0,Shooting foul by J. Sampson (drawn by A. Burks),,36,23
147,2,8:19.0,,J. Grant enters the game for J. Sampson,36,23
148,2,8:19.0,A. Burks makes free throw 1 of 1,,37,23
149,2,7:55.0,,I. Canaan misses 2-pt layup from 2 ft,37,23
150,2,7:53.0,Defensive rebound by T. Booker,,37,23
151,2,7:46.0,R. Hood makes 2-pt jump shot from 14 ft,,39,23
152,2,7:33.0,,Offensive foul by N. Noel (drawn by T. Booker),39,23
153,2,7:33.0,,Turnover by N. Noel (offensive foul),39,23
154,2,7:20.0,T. Burke makes 2-pt jump shot from 12 ft,,41,23
155,2,6:55.0,,N. Noel misses 2-pt jump shot from 17 ft,41,23
156,2,6:54.0,Defensive rebound by A. Burks,,41,23
157,2,6:48.0,T. Burke misses 2-pt jump shot from 13 ft,,41,23
158,2,6:47.0,Offensive rebound by R. Gobert,,41,23
159,2,6:47.0,Personal foul by J. Okafor (drawn by R. Gobert),,41,23
160,2,6:47.0,,T. McConnell enters the game for I. Canaan,41,23
161,2,6:39.0,R. Hood misses 3-pt jump shot from 25 ft,,41,23
162,2,6:39.0,,Defensive rebound by Team,41,23
163,2,6:14.0,,J. Grant makes 2-pt jump shot from 20 ft (assist by H. Thompson),41,25
164,2,5:53.0,R. Hood misses 3-pt jump shot from 26 ft,,41,25
165,2,5:51.0,,Defensive rebound by J. Okafor,41,25
166,2,5:29.0,,J. Grant misses 2-pt jump shot from 5 ft (block by R. Gobert),41,25
167,2,5:28.0,Defensive rebound by A. Burks,,41,25
168,2,5:27.0,Personal foul by T. McConnell (drawn by A. Burks),,41,25
169,2,5:27.0,Official timeout,,41,25
170,2,5:27.0,G. Hayward enters the game for A. Burks,,41,25
171,2,5:27.0,D. Favors enters the game for T. Booker,,41,25
172,2,5:16.0,R. Hood makes 2-pt jump shot from 15 ft,,43,25
173,2,5:09.0,,Philadelphia full timeout,43,25
174,2,5:09.0,R. Neto enters the game for T. Burke,,43,25
175,2,4:53.0,,Turnover by Team (shot clock),43,25
176,2,4:40.0,D. Favors misses 2-pt layup from 1 ft,,43,25
177,2,4:38.0,,Defensive rebound by T. McConnell,43,25
178,2,4:30.0,,J. Okafor makes 2-pt layup from 2 ft (assist by J. Grant),43,27
179,2,4:14.0,R. Hood misses 2-pt jump shot from 3 ft,,43,27
180,2,4:11.0,Offensive rebound by G. Hayward,,43,27
181,2,4:09.0,Shooting foul by J. Okafor (drawn by D. Favors),,43,27
182,2,4:09.0,D. Favors makes free throw 1 of 2,,44,27
183,2,4:09.0,,I. Canaan enters the game for T. McConnell,44,27
184,2,4:09.0,,N. Stauskas enters the game for J. Grant,44,27
185,2,4:09.0,A. Burks enters the game for R. Hood,,44,27
186,2,4:09.0,D. Favors misses free throw 2 of 2,,44,27
187,2,4:08.0,,Defensive rebound by Team,44,27
188,2,3:45.0,,J. Okafor misses 2-pt jump shot from 13 ft,44,27
189,2,3:44.0,Defensive rebound by G. Hayward,,44,27
190,2,3:20.0,D. Favors makes 2-pt jump shot from 13 ft (assist by R. Neto),,46,27
191,2,3:00.0,,H. Thompson makes 2-pt layup from 1 ft (assist by J. Okafor),46,29
192,2,2:39.0,G. Hayward misses 2-pt jump shot from 9 ft,,46,29
193,2,2:37.0,,Defensive rebound by H. Thompson,46,29
194,2,2:25.0,,Shooting foul by R. Neto (drawn by I. Canaan),46,29
195,2,2:25.0,,I. Canaan makes free throw 1 of 3,46,30
196,2,2:25.0,,I. Canaan makes free throw 2 of 3,46,31
197,2,2:25.0,T. Burke enters the game for R. Neto,,46,31
198,2,2:25.0,,I. Canaan misses free throw 3 of 3,46,31
199,2,2:24.0,Defensive rebound by D. Favors,,46,31
200,2,2:03.0,A. Burks makes 2-pt jump shot from 18 ft (assist by R. Gobert),,48,31
201,2,1:47.0,,Shooting foul by G. Hayward (drawn by H. Thompson),48,31
202,2,1:47.0,,H. Thompson makes free throw 1 of 2,48,32
203,2,1:47.0,,H. Thompson makes free throw 2 of 2,48,33
204,2,1:32.0,D. Favors misses 2-pt layup from 1 ft,,48,33
205,2,1:30.0,,Defensive rebound by N. Noel,48,33
206,2,1:09.0,,J. Okafor misses 2-pt jump shot from 9 ft,48,33
207,2,1:08.0,Defensive rebound by G. Hayward,,48,33
208,2,1:01.0,G. Hayward misses 2-pt layup from 3 ft,,48,33
209,2,1:01.0,Offensive rebound by Team,,48,33
210,2,1:01.0,,Loose ball foul by H. Thompson (drawn by R. Gobert),48,33
211,2,1:01.0,R. Gobert makes free throw 1 of 2,,49,33
212,2,1:01.0,,J. Grant enters the game for H. Thompson,49,33
213,2,1:01.0,R. Gobert makes free throw 2 of 2,,50,33
214,2,0:46.0,,Turnover by J. Grant (bad pass),50,33
215,2,0:25.0,A. Burks misses 2-pt jump shot from 16 ft,,50,33
216,2,0:24.0,,Defensive rebound by J. Okafor,50,33
217,2,0:00.0,,I. Canaan misses 2-pt jump shot from 7 ft (block by R. Gobert),50,33
218,2,0:00.0,,Offensive rebound by I. Canaan,50,33
219,3,11:47.0,,Turnover by J. Okafor (lost ball; steal by D. Favors),50,33
220,3,11:43.0,R. Hood makes 2-pt layup from 1 ft,,52,33
221,3,11:27.0,,N. Noel misses 2-pt jump shot from 14 ft,52,33
222,3,11:25.0,Defensive rebound by D. Favors,,52,33
223,3,11:10.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),,55,33
224,3,10:53.0,,H. Thompson misses 2-pt jump shot from 3 ft,55,33
225,3,10:52.0,Defensive rebound by D. Favors,,55,33
226,3,10:49.0,Personal foul by J. Sampson (drawn by G. Hayward),,55,33
227,3,10:49.0,G. Hayward misses free throw 1 of 2,,55,33
228,3,10:49.0,Offensive rebound by Team,,55,33
229,3,10:49.0,G. Hayward makes free throw 2 of 2,,56,33
230,3,10:30.0,,Turnover by H. Thompson (bad pass; steal by D. Favors),56,33
231,3,10:15.0,D. Favors misses 2-pt jump shot from 5 ft,,56,33
232,3,10:13.0,,Defensive rebound by N. Noel,56,33
233,3,9:59.0,,I. Canaan misses 3-pt jump shot from 27 ft,56,33
234,3,9:57.0,Defensive rebound by D. Favors,,56,33
235,3,9:37.0,D. Favors makes 2-pt hook shot from 4 ft (assist by R. Neto),,58,33
236,3,9:27.0,,Turnover by I. Canaan (lost ball; steal by R. Neto),58,33
237,3,9:27.0,Personal foul by I. Canaan (drawn by R. Neto),,58,33
238,3,9:27.0,,T. McConnell enters the game for I. Canaan,58,33
239,3,9:27.0,A. Burks enters the game for G. Hayward,,58,33
240,3,9:19.0,R. Hood misses 2-pt jump shot from 6 ft,,58,33
241,3,9:16.0,,Defensive rebound by Team,58,33
242,3,8:57.0,,J. Sampson misses 2-pt jump shot from 6 ft (block by R. Gobert),58,33
243,3,8:55.0,,Offensive rebound by T. McConnell,58,33
244,3,8:53.0,,T. McConnell misses 2-pt jump shot from 7 ft,58,33
245,3,8:52.0,Defensive rebound by R. Gobert,,58,33
246,3,8:44.0,Turnover by A. Burks (bad pass; steal by T. McConnell),,58,33
247,3,8:30.0,,Turnover by T. McConnell (bad pass; steal by R. Neto),58,33
248,3,8:23.0,R. Gobert makes 2-pt dunk at rim (assist by R. Neto),,60,33
249,3,8:17.0,,Turnover by J. Sampson (bad pass; steal by R. Neto),60,33
250,3,8:12.0,R. Hood misses 3-pt jump shot from 26 ft,,60,33
251,3,8:10.0,,Defensive rebound by J. Sampson,60,33
252,3,8:08.0,,Philadelphia full timeout,60,33
253,3,8:08.0,,N. Stauskas enters the game for J. Sampson,60,33
254,3,7:56.0,,N. Stauskas misses 2-pt jump shot from 5 ft (block by R. Gobert),60,33
255,3,7:54.0,Defensive rebound by A. Burks,,60,33
256,3,7:45.0,R. Hood misses 2-pt jump shot from 8 ft,,60,33
257,3,7:43.0,Offensive rebound by R. Gobert,,60,33
258,3,7:36.0,R. Neto makes 3-pt jump shot from 23 ft (assist by R. Hood),,63,33
259,3,7:22.0,,J. Grant enters the game for N. Noel,63,33
260,3,7:22.0,G. Hayward enters the game for A. Burks,,63,33
261,3,7:22.0,T. Booker enters the game for R. Gobert,,63,33
262,3,7:12.0,,J. Okafor misses 2-pt jump shot from 7 ft,63,33
263,3,7:11.0,Defensive rebound by D. Favors,,63,33
264,3,6:57.0,R. Neto misses 2-pt jump shot from 16 ft,,63,33
265,3,6:56.0,,Defensive rebound by H. Thompson,63,33
266,3,6:44.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. McConnell),63,36
267,3,6:28.0,D. Favors misses 2-pt jump shot from 6 ft,,63,36
268,3,6:27.0,,Defensive rebound by J. Grant,63,36
269,3,6:20.0,,Personal foul by D. Favors (drawn by J. Okafor),63,36
270,3,6:04.0,,H. Thompson misses 3-pt jump shot from 26 ft,63,36
271,3,6:02.0,Defensive rebound by D. Favors,,63,36
272,3,5:45.0,Turnover by G. Hayward (offensive foul),,63,36
273,3,5:45.0,Offensive foul by G. Hayward (drawn by J. Grant),,63,36
274,3,5:45.0,,I. Canaan enters the game for J. Okafor,63,36
275,3,5:45.0,,N. Noel enters the game for H. Thompson,63,36
276,3,5:45.0,T. Burke enters the game for R. Neto,,63,36
277,3,5:33.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by T. McConnell),63,39
278,3,5:16.0,R. Hood misses 2-pt layup from 1 ft,,63,39
279,3,5:14.0,,Defensive rebound by N. Noel,63,39
280,3,5:07.0,,Turnover by T. McConnell (bad pass; steal by G. Hayward),63,39
281,3,5:03.0,D. Favors misses 2-pt jump shot from 4 ft (block by N. Noel),,63,39
282,3,5:01.0,,Defensive rebound by N. Stauskas,63,39
283,3,4:55.0,,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),63,41
284,3,4:52.0,Utah full timeout,,63,41
285,3,4:37.0,G. Hayward misses 2-pt jump shot from 12 ft (block by J. Grant),,63,41
286,3,4:35.0,Offensive rebound by D. Favors,,63,41
287,3,4:35.0,D. Favors makes 2-pt layup from 1 ft,,65,41
288,3,4:35.0,Shooting foul by N. Noel (drawn by D. Favors),,65,41
289,3,4:35.0,J. Ingles enters the game for T. Booker,,65,41
290,3,4:35.0,D. Favors makes free throw 1 of 1,,66,41
291,3,4:23.0,,N. Stauskas misses 2-pt layup from 1 ft,66,41
292,3,4:22.0,,Offensive rebound by N. Noel,66,41
293,3,4:22.0,,Personal foul by R. Hood (drawn by N. Noel),66,41
294,3,4:22.0,,N. Noel makes free throw 1 of 2,66,42
295,3,4:22.0,,N. Noel makes free throw 2 of 2,66,43
296,3,3:58.0,D. Favors misses 2-pt jump shot from 14 ft,,66,43
297,3,3:57.0,,Defensive rebound by N. Noel,66,43
298,3,3:46.0,,I. Canaan misses 2-pt jump shot from 4 ft,66,43
299,3,3:44.0,,Offensive rebound by N. Noel,66,43
300,3,3:42.0,,N. Noel makes 2-pt jump shot from 3 ft,66,45
301,3,3:23.0,R. Hood misses 2-pt jump shot from 6 ft,,66,45
302,3,3:21.0,,Defensive rebound by I. Canaan,66,45
303,3,3:07.0,,Shooting foul by J. Ingles (drawn by J. Grant),66,45
304,3,3:07.0,,J. Grant misses free throw 1 of 2,66,45
305,3,3:07.0,,Offensive rebound by Team,66,45
306,3,3:07.0,,J. Grant makes free throw 2 of 2,66,46
307,3,2:54.0,Shooting foul by I. Canaan (drawn by D. Favors),,66,46
308,3,2:54.0,D. Favors makes free throw 1 of 2,,67,46
309,3,2:54.0,A. Burks enters the game for R. Hood,,67,46
310,3,2:54.0,,J. Sampson enters the game for N. Stauskas,67,46
311,3,2:54.0,D. Favors makes free throw 2 of 2,,68,46
312,3,2:39.0,,N. Noel makes 2-pt layup at rim (assist by J. Sampson),68,48
313,3,2:28.0,D. Favors makes 2-pt jump shot from 3 ft (assist by T. Burke),,70,48
314,3,2:28.0,Shooting foul by J. Sampson (drawn by D. Favors),,70,48
315,3,2:28.0,,H. Thompson enters the game for J. Sampson,70,48
316,3,2:28.0,D. Favors makes free throw 1 of 1,,71,48
317,3,2:11.0,,I. Canaan misses 3-pt jump shot from 26 ft,71,48
318,3,2:10.0,Defensive rebound by T. Burke,,71,48
319,3,1:51.0,D. Favors misses 2-pt layup from 1 ft,,71,48
320,3,1:51.0,,Defensive rebound by Team,71,48
321,3,1:51.0,R. Gobert enters the game for D. Favors,,71,48
322,3,1:26.0,,N. Noel misses 2-pt jump shot from 8 ft,71,48
323,3,1:24.0,Defensive rebound by R. Gobert,,71,48
324,3,1:20.0,Turnover by A. Burks (lost ball),,71,48
325,3,1:08.0,,Shooting block foul by J. Ingles (drawn by I. Canaan),71,48
326,3,1:08.0,,I. Canaan makes free throw 1 of 2,71,49
327,3,1:08.0,,I. Canaan makes free throw 2 of 2,71,50
328,3,0:56.0,T. Burke makes 2-pt jump shot from 17 ft,,73,50
329,3,0:39.0,,H. Thompson makes 3-pt jump shot from 23 ft (assist by J. Grant),73,53
330,3,0:29.0,G. Hayward misses 3-pt jump shot from 26 ft,,73,53
331,3,0:27.0,,Defensive rebound by I. Canaan,73,53
332,3,0:05.0,,T. McConnell misses 2-pt layup from 1 ft,73,53
333,3,0:03.0,,Offensive rebound by N. Noel,73,53
334,3,0:03.0,,N. Noel misses 2-pt layup from 1 ft,73,53
335,3,0:02.0,Defensive rebound by T. Burke,,73,53
336,3,0:01.0,Shooting foul by H. Thompson (drawn by A. Burks),,73,53
337,3,0:01.0,A. Burks misses free throw 1 of 2,,73,53
338,3,0:01.0,Offensive rebound by Team,,73,53
339,3,0:01.0,A. Burks makes free throw 2 of 2,,74,53
340,4,11:41.0,G. Hayward makes 3-pt jump shot from 25 ft,,77,53
341,4,11:22.0,,H. Thompson misses 2-pt jump shot from 5 ft,77,53
342,4,11:20.0,Defensive rebound by A. Burks,,77,53
343,4,11:14.0,E. Millsap misses 2-pt jump shot from 3 ft,,77,53
344,4,11:12.0,Offensive rebound by E. Millsap,,77,53
345,4,11:12.0,E. Millsap makes 2-pt layup from 1 ft,,79,53
346,4,11:01.0,,Shooting foul by E. Millsap (drawn by N. Stauskas),79,53
347,4,11:01.0,,N. Stauskas makes free throw 1 of 3,79,54
348,4,11:01.0,,N. Stauskas makes free throw 2 of 3,79,55
349,4,11:01.0,,N. Stauskas makes free throw 3 of 3,79,56
350,4,10:46.0,T. Burke misses 2-pt jump shot from 19 ft,,79,56
351,4,10:44.0,Offensive rebound by R. Gobert,,79,56
352,4,10:44.0,R. Gobert makes 2-pt layup at rim,,81,56
353,4,10:32.0,,Personal foul by E. Millsap (drawn by C. Wood),81,56
354,4,10:26.0,,Turnover by J. Sampson (bad pass; steal by T. Burke),81,56
355,4,10:22.0,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),,83,56
356,4,10:21.0,,Philadelphia full timeout,83,56
357,4,10:21.0,,I. Canaan enters the game for C. Wood,83,56
358,4,10:00.0,,I. Canaan misses 3-pt jump shot from 23 ft,83,56
359,4,9:59.0,Defensive rebound by G. Hayward,,83,56
360,4,9:58.0,Turnover by R. Gobert (bad pass),,83,56
361,4,9:39.0,,J. Sampson misses 2-pt jump shot from 7 ft (block by R. Gobert),83,56
362,4,9:37.0,Defensive rebound by T. Burke,,83,56
363,4,9:33.0,E. Millsap misses 2-pt layup from 2 ft,,83,56
364,4,9:32.0,Offensive rebound by R. Gobert,,83,56
365,4,9:32.0,R. Gobert misses 2-pt layup from 1 ft,,83,56
366,4,9:30.0,,Defensive rebound by J. Okafor,83,56
367,4,9:18.0,,J. Okafor misses 2-pt jump shot from 4 ft (block by R. Gobert),83,56
368,4,9:18.0,,Offensive rebound by Team,83,56
369,4,9:18.0,R. Hood enters the game for E. Millsap,,83,56
370,4,9:12.0,,Shooting foul by R. Gobert (drawn by J. Okafor),83,56
371,4,9:12.0,,J. Okafor makes free throw 1 of 2,83,57
372,4,9:12.0,,J. Okafor misses free throw 2 of 2,83,57
373,4,9:11.0,,Offensive rebound by J. Okafor,83,57
374,4,9:03.0,,Shooting foul by R. Gobert (drawn by J. Okafor),83,57
375,4,9:03.0,,J. Okafor makes free throw 1 of 2,83,58
376,4,9:03.0,D. Favors enters the game for A. Burks,,83,58
377,4,9:03.0,,N. Noel enters the game for J. Sampson,83,58
378,4,9:03.0,,J. Okafor misses free throw 2 of 2,83,58
379,4,9:02.0,Defensive rebound by R. Gobert,,83,58
380,4,9:02.0,Personal foul by J. Okafor (drawn by R. Gobert),,83,58
381,4,8:49.0,G. Hayward misses 2-pt jump shot from 19 ft,,83,58
382,4,8:47.0,Offensive rebound by R. Gobert,,83,58
383,4,8:35.0,Turnover by R. Hood (bad pass; steal by J. Okafor),,83,58
384,4,8:30.0,,J. Okafor misses 2-pt layup at rim,83,58
385,4,8:29.0,Defensive rebound by R. Gobert,,83,58
386,4,8:13.0,G. Hayward misses 2-pt jump shot from 7 ft,,83,58
387,4,8:11.0,,Defensive rebound by J. Okafor,83,58
388,4,8:05.0,,N. Stauskas makes 2-pt layup at rim (assist by I. Canaan),83,60
389,4,7:43.0,D. Favors makes 2-pt jump shot from 16 ft (assist by T. Burke),,85,60
390,4,7:23.0,,Turnover by J. Okafor (traveling),85,60
391,4,7:23.0,,T. McConnell enters the game for N. Stauskas,85,60
392,4,7:00.0,D. Favors misses 2-pt jump shot from 17 ft,,85,60
393,4,6:59.0,Offensive rebound by Team,,85,60
394,4,6:59.0,Utah full timeout,,85,60
395,4,6:44.0,R. Hood makes 3-pt jump shot from 25 ft (assist by G. Hayward),,88,60
