,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
385,4,6:29.0,,Houston full timeout,91,87
386,4,6:17.0,,T. Ariza makes 2-pt layup from 1 ft (assist by T. Lawson),91,89
387,4,5:55.0,A. Bargnani makes 2-pt jump shot from 20 ft (assist by J. Johnson),,93,89
388,4,5:48.0,,J. Harden misses 3-pt jump shot from 24 ft,93,89
389,4,5:47.0,Defensive rebound by S. Larkin,,93,89
390,4,5:37.0,S. Larkin misses 2-pt layup from 1 ft,,93,89
391,4,5:37.0,,Defensive rebound by J. Harden,93,89
392,4,5:31.0,,J. Harden makes 2-pt layup at rim,93,91
393,4,5:27.0,Brooklyn full timeout,,93,91
394,4,5:27.0,T. Robinson enters the game for B. Lopez,,93,91
395,4,5:27.0,B. Bogdanović enters the game for A. Bargnani,,93,91
396,4,5:14.0,Turnover by S. Larkin (bad pass; steal by T. Ariza),,93,91
397,4,5:07.0,,T. Ariza misses 2-pt layup from 1 ft (block by T. Robinson),93,91
398,4,5:07.0,,Offensive rebound by Team,93,91
399,4,5:03.0,,J. Harden misses 3-pt jump shot from 24 ft,93,91
400,4,5:02.0,Defensive rebound by T. Robinson,,93,91
401,4,4:50.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,93,91
402,4,4:49.0,,Defensive rebound by J. Harden,93,91
403,4,4:41.0,,D. Howard makes 2-pt dunk at rim (assist by T. Lawson),93,93
404,4,4:21.0,J. Johnson misses 2-pt jump shot from 8 ft,,93,93
405,4,4:19.0,Offensive rebound by T. Robinson,,93,93
406,4,4:19.0,T. Robinson makes 2-pt layup from 1 ft,,95,93
407,4,4:02.0,,T. Ariza misses 2-pt layup from 2 ft,95,93
408,4,4:01.0,Defensive rebound by J. Johnson,,95,93
409,4,3:55.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Johnson),,97,93
410,4,3:39.0,,J. Harden misses 2-pt layup from 2 ft,97,93
411,4,3:38.0,,Offensive rebound by T. Lawson,97,93
412,4,3:37.0,,Turnover by T. Lawson (lost ball; steal by T. Robinson),97,93
413,4,3:33.0,T. Robinson makes 2-pt dunk at rim,,99,93
414,4,3:33.0,,Houston full timeout,99,93
415,4,3:33.0,B. Lopez enters the game for T. Robinson,,99,93
416,4,3:20.0,,M. Thornton makes 3-pt jump shot from 22 ft (assist by T. Ariza),99,96
417,4,2:56.0,J. Johnson misses 2-pt layup from 2 ft,,99,96
418,4,2:55.0,Offensive rebound by Team,,99,96
419,4,2:47.0,W. Ellington misses 2-pt jump shot from 6 ft,,99,96
420,4,2:47.0,,Defensive rebound by Team,99,96
421,4,2:36.0,,J. Harden misses 3-pt jump shot from 24 ft,99,96
422,4,2:35.0,Defensive rebound by S. Larkin,,99,96
423,4,2:26.0,B. Lopez misses 2-pt jump shot from 11 ft,,99,96
424,4,2:25.0,,Defensive rebound by D. Howard,99,96
425,4,2:08.0,,Personal foul by J. Johnson (drawn by J. Harden),99,96
426,4,2:08.0,J. Jack enters the game for S. Larkin,,99,96
427,4,2:08.0,T. Young enters the game for W. Ellington,,99,96
428,4,2:00.0,,T. Lawson misses 2-pt layup from 3 ft (block by B. Lopez),99,96
429,4,1:58.0,Defensive rebound by B. Lopez,,99,96
430,4,1:37.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Johnson),,102,96
431,4,1:37.0,,Houston full timeout,102,96
432,4,1:32.0,,M. Thornton makes 2-pt layup at rim (assist by T. Lawson),102,98
433,4,1:10.0,J. Jack makes 2-pt jump shot from 17 ft (assist by J. Johnson),,104,98
434,4,1:00.0,,M. Thornton misses 3-pt jump shot from 25 ft,104,98
435,4,1:00.0,,Offensive rebound by T. Lawson,104,98
436,4,0:58.0,,T. Lawson misses 2-pt layup from 1 ft (block by T. Young),104,98
437,4,0:58.0,,Offensive rebound by Team,104,98
438,4,0:54.0,,J. Harden misses 3-pt jump shot from 23 ft,104,98
439,4,0:53.0,Defensive rebound by B. Lopez,,104,98
440,4,0:32.0,J. Jack misses 2-pt jump shot from 18 ft,,104,98
441,4,0:31.0,,Defensive rebound by T. Ariza,104,98
442,4,0:23.0,,T. Ariza misses 3-pt jump shot from 24 ft,104,98
443,4,0:23.0,Defensive rebound by J. Jack,,104,98
444,4,0:19.0,Personal take foul by T. Lawson (drawn by J. Jack),,104,98
445,4,0:19.0,S. Larkin enters the game for B. Bogdanović,,104,98
446,4,0:18.0,Personal take foul by T. Ariza (drawn by J. Johnson),,104,98
447,4,0:18.0,J. Johnson makes free throw 1 of 2,,105,98
448,4,0:18.0,J. Johnson makes free throw 2 of 2,,106,98
449,4,0:18.0,,Houston full timeout,106,98
450,4,0:15.0,,M. Thornton misses 3-pt jump shot from 25 ft,106,98
451,4,0:15.0,Defensive rebound by S. Larkin,,106,98
